연도,병원,진료과,전체환자수
2018,대구,피부과,95
2018,대구,비뇨의학과,4722
2018,대구,재활의학과,13265
2018,대구,가정의학과,6622
2018,대구,치과,0
2018,대구,응급의학과,0
2018,대구,핵의학과,0
2022,인천,내과,2488
2022,인천,소화기내과,428
2022,인천,순환기내과,0
2022,인천,호흡기내과,0
2022,인천,내분비내과,0
2022,인천,신경과,28
2022,인천,외과,570
2022,인천,정형외과,1263
2022,인천,신경외과,1707
2022,인천,마취통증의학과,0
2022,인천,안과,00
2022,인천,이비인후과,29
2022,인천,피부과,0
2022,인천,비뇨의학과,4937
2022,인천,재활의학과,1878
2022,인천,치과,00
2022,인천,가정의학과,411
2018,부산,일반내과,00
2018,부산,순환기내과,6311
2018,부산,호흡기내과,7000
2018,부산,내분비내과,2884
2018,부산,소화기내과,36594
2018,부산,신장내과,7687
2018,부산,소아청소년과,00
2018,부산,신경과,3507
2018,부산,정신건강의학과,00
2018,부산,외과,3124
2018,부산,정형외과,44088
2018,부산,신경외과,35200
2018,부산,산부인과,00
2018,부산,안과,180
2018,부산,이비인후과,911
2018,부산,피부과,00
2018,부산,비뇨의학과,5807
2018,부산,치과,00
2018,부산,재활의학과,8435
2018,부산,가정의학과,7782
2023,중앙,일반내과,0
2023,중앙,순환기내과,14729
2023,중앙,호흡기내과,14045
2023,중앙,내분비내과,1906
2023,중앙,감염내과,4266
2023,중앙,소화기내과,10977
2023,중앙,혈액종양내과,13970
2023,중앙,신장내과,8993
2023,중앙,류마티스내과,269
2023,중앙,입원전담의학과,6409
2023,중앙,소아청소년과,0
2023,중앙,신경과,7106
2023,중앙,정신건강의학과,13109
2023,중앙,피부과,80
2023,중앙,재활의학과,50844
2023,중앙,가정의학과,1186
2023,중앙,외과,14483
2023,중앙,흉부외과,9959
2023,중앙,정형외과,36217
2023,중앙,신경외과,16249
2023,중앙,성형외과,0
2023,중앙,산부인과,1038
2023,중앙,안과,4919
2023,중앙,이비인후과,5693
2023,중앙,비뇨의학과,12978
2023,중앙,치과,142
2023,중앙,통증클리닉,142
2023,중앙,호스피스완화의료센터,9612
2020,부산,일반내과,00
2020,부산,순환기내과,8852
2020,부산,호흡기내과,6012
2020,부산,내분비내과,1151
2020,부산,소화기내과,31767
2020,부산,신장내과,4000
2020,부산,류마티스내과,38
2020,부산,소아청소년과,00
2020,부산,신경과,2048
2020,부산,정신건강의학과,00
2020,부산,피부과,00
2020,부산,재활의학과,12152
2020,부산,가정의학과,6086
2020,부산,외과,2379
2020,부산,정형외과,38352
2020,부산,신경외과,32149
2020,부산,산부인과,00
2020,부산,안과,249
2020,부산,이비인후과,405
2020,부산,비뇨의학과,3923
2020,부산,치과,00
2020,광주,순환기내과,6903
2020,광주,호흡기내과,10213
2020,광주,내분비내과,1133
2020,광주,감염내과,273
2020,광주,소화기내과,6258
2020,광주,혈액종양내과,6371
2020,광주,신장내과,17369
2020,광주,신경과,11652
2020,광주,소아청소년과,1135
2020,광주,정신건강의학과,0
2020,광주,외과,19915
2020,광주,정형외과,21698
2020,광주,신경외과,12239
2020,광주,산부인과,3
2020,광주,안과,772
2020,광주,피부과,0
2020,광주,이비인후과,9
2020,광주,비뇨의학과,6809
2020,광주,치과,0
2020,광주,재활의학과,20983
2020,광주,가정의학과,14202
2020,광주,응급의학과,4207
2014,대전,내과,29172
2014,대전,소화기내과,9881
2014,대전,순환기내과,1725
2014,대전,호흡기내과,5713
2014,대전,소아청소년과,00
2014,대전,신경과,11445
2014,대전,정신건강의학과,00
2014,대전,외과,5626
2014,대전,정형외과,27860
2014,대전,신경외과,5738
2014,대전,산부인과,00
2014,대전,안과,187
2014,대전,이비인후과,433
2014,대전,피부과,00
2014,대전,비뇨기과,609
2014,대전,치과,00
2014,대전,재활의학과,3831
2014,대전,통증크리닉,00
2014,대전,가정의학과,11413
2014,대전,한방진료과,125
2014,대전,응급실,00
2020,대전,내과,6600
2020,대전,소화기내과,13302
2020,대전,심장내과,532
2020,대전,호흡기내과,9679
2020,대전,류마티스내과,1948
2020,대전,신장내과,4402
2020,대전,소아청소년과,109
2020,대전,신경과,7010
2020,대전,정신건강의학과,0
2020,대전,피부과,0
2020,대전,재활의학과,8036
2020,대전,가정의학과,4075
2020,대전,외과,5272
2020,대전,정형외과,33174
2020,대전,신경외과,7564
2020,대전,산부인과,0
2020,대전,안과,114
2020,대전,이비인후과,602
2020,대전,비뇨기과,232
2020,대전,치과,0
2020,대전,마취통증의학과,0
2020,대전,한방진료과,0
2020,대전,응급의학과,0
2013,광주,내과,78405
2013,광주,신경과,7058
2013,광주,소아청소년과,8924
2013,광주,정신과,0
2013,광주,외과,14486
2013,광주,흉부외과,2308
2013,광주,정형외과,24527
2013,광주,신경외과,10165
2013,광주,산부인과,17
2013,광주,안과,275
2013,광주,피부과,2
2013,광주,이비인후과,170
2013,광주,비뇨기과,3826
2013,광주,치과,0
2013,광주,재활의학과,25935
2013,광주,가정의학과,14668
2013,광주,마취과,0
2013,광주,핵의학과,0
2017,중앙,구분,0
2017,중앙,일반내과,0
2017,중앙,순환기내과,16138
2017,중앙,호흡기내과,20943
2017,중앙,내분비내과,1927
2017,중앙,감염내과,4294
2017,중앙,소화기내과,18885
2017,중앙,혈액종양내과,24496
2017,중앙,신장내과,15906
2017,중앙,류마티스내과,694
2017,중앙,소아청소년과,0
2017,중앙,신경과,9099
2017,중앙,정신건강의학과,20027
2017,중앙,피부과,648
2017,중앙,재활의학과,62130
2017,중앙,재활센터신경과,1086
2017,중앙,가정의학과,1843
2017,중앙,외과,15512
2017,중앙,흉부외과,15827
2017,중앙,정형외과,43119
2017,중앙,신경외과,25215
2017,중앙,성형외과,0
2017,중앙,산부인과,1164
2017,중앙,안과,3607
2017,중앙,이비인후과,6740
2017,중앙,비뇨기과,8268
2017,중앙,치과,285
2017,중앙,통증클리닉,992
2017,중앙,욕창성형클리닉,739
2017,중앙,완화의료사업실,9719
2017,중앙,응급의학과,103
2016,광주,내과,54951
2016,광주,신경과,7684
2016,광주,소아청소년과,8839
2016,광주,외과,18013
2016,광주,정신건강의학과,0
2016,광주,정형외과,25776
2016,광주,신경외과,14023
2016,광주,산부인과,10
2016,광주,안과,209
2016,광주,피부과,0
2016,광주,이비인후과,172
2016,광주,비뇨의학과,4183
2016,광주,치과,0
2016,광주,재활의학과,27356
2016,광주,가정의학과,18864
2016,광주,응급의학과,28
2016,광주,핵의학과,0
2019,인천,내과,30
2019,인천,소화기내과,5692
2019,인천,순환기내과,00
2019,인천,신경과,1680
2019,인천,외과,219
2019,인천,정형외과,7721
2019,인천,신경외과,651
2019,인천,안과,199
2019,인천,이비인후과,785
2019,인천,비뇨의학과,3930
2019,인천,가정의학과,2792
2019,인천,재활의학과,72
2019,인천,치과,155
2020,중앙,일반내과,0
2020,중앙,순환기내과,14983
2020,중앙,호흡기내과,11979
2020,중앙,내분비내과,1482
2020,중앙,감염내과,1391
2020,중앙,소화기내과,12105
2020,중앙,혈액종양내과,18075
2020,중앙,신장내과,9773
2020,중앙,류마티스내과,557
2020,중앙,입원전담의학과,14888
2020,중앙,소아청소년과,00
2020,중앙,신경과,7093
2020,중앙,정신건강의학과,16333
2020,중앙,피부과,231
2020,중앙,재활의학과,49713
2020,중앙,가정의학과,268
2020,중앙,외과,14732
2020,중앙,흉부외과,9666
2020,중앙,정형외과,36504
2020,중앙,신경외과,16316
2020,중앙,성형외과,113
2020,중앙,산부인과,1138
2020,중앙,안과,4575
2020,중앙,이비인후과,5178
2020,중앙,비뇨의학과,8001
2020,중앙,치과,158
2020,중앙,통증클리닉,149
2020,중앙,욕창성형클리닉,0
2020,중앙,완화의료사업실,9483
2020,중앙,응급의학과,4929
2020,중앙,감염병전담의학과,853
2020,중앙,신생아과,00
2018,중앙,일반내과,0
2018,중앙,순환기내과,18071
2018,중앙,호흡기내과,20230
2018,중앙,내분비내과,2216
2018,중앙,감염내과,4099
2018,중앙,소화기내과,16745
2018,중앙,혈액종양내과,23471
2018,중앙,신장내과,13729
2018,중앙,류마티스내과,702
2018,중앙,입원전담의학과,1280
2018,중앙,소아청소년과,0
2018,중앙,신경과,8531
2018,중앙,정신건강의학과,19685
2018,중앙,피부과,255
2018,중앙,재활의학과,63226
2018,중앙,재활센터신경과,156
2018,중앙,가정의학과,1548
2018,중앙,외과,15013
2018,중앙,흉부외과,15561
2018,중앙,정형외과,42881
2018,중앙,신경외과,23710
2018,중앙,성형외과,0
2018,중앙,산부인과,1129
2018,중앙,안과,4068
2018,중앙,이비인후과,5645
2018,중앙,비뇨기과,8048
2018,중앙,치과,274
2018,중앙,통증클리닉,1055
2018,중앙,욕창성형클리닉,48
2018,중앙,완화의료사업실,9802
2018,중앙,응급의학과,4057
2021,인천,내과,6022
2021,인천,소화기내과,4110
2021,인천,순환기내과,0
2021,인천,호흡기내과,0
2021,인천,내분비내과,0
2021,인천,신경과,100
2021,인천,외과,1076
2021,인천,정형외과,8286
2021,인천,신경외과,2983
2021,인천,안과,450
2021,인천,이비인후과,263
2021,인천,피부과,0
2021,인천,비뇨의학과,6436
2021,인천,가정의학과,1160
2021,인천,재활의학과,1617
2021,인천,치과,186
2021,인천,마취통증의학과,0
2015,광주,내과,62182
2015,광주,신경과,10852
2015,광주,소아청소년과,9442
2015,광주,외과,19303
2015,광주,정신건강의학과,876
2015,광주,정형외과,25885
2015,광주,신경외과,11122
2015,광주,산부인과,34
2015,광주,안과,293
2015,광주,피부과,0
2015,광주,이비인후과,56
2015,광주,비뇨의학과,3232
2015,광주,치과,0
2015,광주,재활의학과,25607
2015,광주,가정의학과,17812
2015,광주,응급의학과,19
2015,광주,핵의학과,0
2018,인천,일반내과,118
2018,인천,소화기내과,535
2018,인천,호흡기내과,0
2018,인천,순환기내과,0
2018,인천,내분비내과,0
2018,인천,신경과,134
2018,인천,외과,45
2018,인천,정형외과,0
2018,인천,신경외과,0
2018,인천,안과,00
2018,인천,이비인후과,0
2018,인천,피부과,0
2018,인천,비뇨의학과,272
2018,인천,재활의학과,0
2018,인천,가정의학과,357
2018,인천,치과,42
2018,인천,마취통증의학과,0
2017,대전,구분,0
2017,대전,내과,20968
2017,대전,소화기내과,24609
2017,대전,심장내과,4244
2017,대전,호흡기내과,3618
2017,대전,소아청소년과,0
2017,대전,신경과,10396
2017,대전,정신건강의학과,0
2017,대전,피부과,0
2017,대전,재활의학과,7331
2017,대전,가정의학과,5779
2017,대전,외과,3785
2017,대전,정형외과,33211
2017,대전,신경외과,8763
2017,대전,산부인과,00
2017,대전,안과,183
2017,대전,이비인후과,497
2017,대전,비뇨기과,423
2017,대전,치과,00
2017,대전,마취통증의학과,0
2017,대전,한방진료과,114
2017,대전,응급의학과,0
2023,부산,일반내과,0
2023,부산,순환기내과,10708
2023,부산,호흡기·알레르기내과,6412
2023,부산,내분비내과,22
2023,부산,소화기내과,24540
2023,부산,혈액종양내과,1568
2023,부산,신장내과,2323
2023,부산,류마티스내과,20
2023,부산,소아청소년과,0
2023,부산,신경과,1144
2023,부산,정신건강의학과,0
2023,부산,피부과,0
2023,부산,재활의학과,50
2023,부산,가정의학과,17
2023,부산,외과,3
2023,부산,정형외과,30568
2023,부산,신경외과,34074
2023,부산,산부인과,0
2023,부산,안과,119
2023,부산,이비인후과,344
2023,부산,비뇨의학과,4143
2023,부산,치과,0
2014,부산,구분,0
2014,부산,일반내과,00
2014,부산,순환기내과,7240
2014,부산,호흡기내과,8123
2014,부산,내분비내과,8425
2014,부산,소화기내과,36413
2014,부산,신장내과,4069
2014,부산,소아청소년과,00
2014,부산,신경과,8265
2014,부산,정신건강의학과,00
2014,부산,외과,6321
2014,부산,정형외과,41353
2014,부산,신경외과,35190
2014,부산,산부인과,00
2014,부산,안과,539
2014,부산,이비인후과,760
2014,부산,피부과,00
2014,부산,비뇨기과,3876
2014,부산,치과,00
2014,부산,재활의학과,7068
2014,부산,가정의학과,8243
2023,대전,내과,1204
2023,대전,소화기내과,7481
2023,대전,심장내과,767
2023,대전,호흡기내과,5558
2023,대전,내분비내과,683
2023,대전,류마티스내과,422
2023,대전,신장내과,3005
2023,대전,신경과,4097
2023,대전,정신건강의학과,0
2023,대전,혈액종양내과,9223
2023,대전,외과,6496
2023,대전,정형외과,34817
2023,대전,신경외과,4973
2023,대전,산부인과,0
2023,대전,소아청소년과,0
2023,대전,심장초음파실,0
2023,대전,안과,249
2023,대전,이비인후과,518
2023,대전,피부과,0
2023,대전,비뇨의학과,205
2023,대전,통증클리닉,0
2023,대전,건강검진실,0
2023,대전,가정간호사업실,0
2023,대전,가정의학과,2368
2023,대전,재활의학과,9027
2023,대전,한방진료과,0
2023,대전,응급실,0
2023,대전,마취통증의학과,0
2023,대전,핵의학과,0
2023,대전,영상의학과,0
2023,대전,진단검사의학과,0
2023,대전,암센터,0
2023,대전,호스피스실,0
2023,대전,치과,0
2023,광주,순환기내과,14022
2023,광주,호흡기내과,380
2023,광주,내분비내과,1892
2023,광주,감염내과,1107
2023,광주,소화기내과,8219
2023,광주,혈액종양내과,2834
2023,광주,신장내과,4547
2023,광주,신경과,10670
2023,광주,소아청소년과,209
2023,광주,정신건강의학과,0
2023,광주,외과,23637
2023,광주,정형외과,10176
2023,광주,신경외과,6217
2023,광주,산부인과,0
2023,광주,안과,720
2023,광주,피부과,0
2023,광주,이비인후과,1338
2023,광주,비뇨의학과,10358
2023,광주,치과,0
2023,광주,재활의학과,37283
2023,광주,가정의학과,9800
2023,광주,응급의학과,1283
2023,광주,영상의학과,0
2018,대전,내과,20873
2018,대전,소화기내과,17897
2018,대전,심장내과,3432
2018,대전,호흡기내과,6978
2018,대전,류마티스내과,216
2018,대전,신장내과,3508
2018,대전,소아청소년과,49
2018,대전,신경과,10385
2018,대전,정신건강의학과,0
2018,대전,피부과,0
2018,대전,재활의학과,8272
2018,대전,가정의학과,5281
2018,대전,외과,4600
2018,대전,정형외과,33662
2018,대전,신경외과,9719
2018,대전,산부인과,0
2018,대전,안과,166
