월,퇴원과,퇴원결과,건수,지역,년도,주상병코드,주상병명
01,신장내과,48시간 후 사망,1,광주,2022,,
01,신경외과,48시간 후 사망,1,광주,2022,,
01,감염내과,48시간 전 사망,1,광주,2022,,
02,외과,호전,53,광주,2022,,
02,순환기내과,호전,23,광주,2022,,
02,혈액종양내과,호전,14,광주,2022,,
02,신경과,호전,31,광주,2022,,
02,재활의학과,호전,33,광주,2022,,
02,응급의학과,불변(호전안됨),4,광주,2022,,
02,가정의학과,불변(호전안됨),5,광주,2022,,
02,응급의학과,48시간 후 사망,2,광주,2022,,
02,호흡기내과,48시간 전 사망,1,광주,2022,,
02,호흡기내과,불변(호전안됨),1,광주,2022,,
03,외과,호전,67,광주,2022,,
03,외과,48시간 후 사망,4,광주,2022,,
03,신장내과,호전,19,광주,2022,,
03,정형외과,48시간 후 사망,1,광주,2022,,
03,신장내과,48시간 전 사망,1,광주,2022,,
04,비뇨의학과,진단만실시,28,광주,2022,,
04,응급의학과,불변(호전안됨),3,광주,2022,,
04,혈액종양내과,호전,17,광주,2022,,
04,응급의학과,48시간 후 사망,6,광주,2022,,
04,비뇨의학과,경쾌,1,광주,2022,,
05,정형외과,호전,65,광주,2022,,
05,응급의학과,호전,15,광주,2022,,
05,호흡기내과,호전,9,광주,2022,,
05,신장내과,호전,7,광주,2022,,
05,비뇨의학과,경쾌,3,광주,2022,,
05,신경과,불변(호전안됨),2,광주,2022,,
06,소화기내과,호전,27,광주,2022,,
06,정형외과,호전,83,광주,2022,,
06,비뇨의학과,호전,39,광주,2022,,
06,비뇨의학과,치료안함,1,광주,2022,,
06,외과,진단만실시,1,광주,2022,,
06,혈액종양내과,불변(호전안됨),1,광주,2022,,
06,재활의학과,치료안함,1,광주,2022,,
07,감염내과,경쾌,2,광주,2022,,
07,정형외과,호전,88,광주,2022,,
07,호흡기내과,호전,10,광주,2022,,
07,가정의학과,48시간 후 사망,21,광주,2022,,
07,순환기내과,48시간 후 사망,1,광주,2022,,
07,정형외과,경쾌,1,광주,2022,,
07,호흡기내과,경쾌,4,광주,2022,,
08,가정의학과,48시간 후 사망,18,광주,2022,,
08,비뇨의학과,경쾌,7,광주,2022,,
08,정형외과,경쾌,2,광주,2022,,
09,외과,호전,63,광주,2022,,
09,신경과,호전,41,광주,2022,,
09,응급의학과,불변(호전안됨),1,광주,2022,,
09,신경과,48시간 후 사망,2,광주,2022,,
10,내분비내과,호전,2,광주,2022,,
10,재활의학과,치료안함,1,광주,2022,,
10,호흡기내과,경쾌,3,광주,2022,,
10,비뇨의학과,경쾌,2,광주,2022,,
11,응급의학과,48시간 후 사망,4,광주,2022,,
11,외과,호전,60,광주,2022,,
11,가정의학과,불변(호전안됨),2,광주,2022,,
11,비뇨의학과,경쾌,6,광주,2022,,
11,신경과,48시간 전 사망,1,광주,2022,,
11,가정의학과,48시간 전 사망,3,광주,2022,,
11,신경과,48시간 후 사망,2,광주,2022,,
11,순환기내과,48시간 후 사망,1,광주,2022,,
12,호흡기내과,호전,11,광주,2022,,
12,응급의학과,48시간 전 사망,2,광주,2022,,
12,신경과,48시간 전 사망,1,광주,2022,,
12,순환기내과,불변(호전안됨),1,광주,2022,,
12,내분비내과,호전,2,광주,2022,,
12,호흡기내과,48시간 후 사망,3,광주,2022,,
12,비뇨의학과,치료안함,1,광주,2022,,
12,감염내과,48시간 후 사망,1,광주,2022,,
01,비뇨의학과,호전,43,광주,2022,,
01,비뇨의학과,진단만실시,29,광주,2022,,
01,외과,진단만실시,2,광주,2022,,
01,순환기내과,경쾌,13,광주,2022,,
02,응급의학과,호전,15,광주,2022,,
02,신경외과,불변(호전안됨),3,광주,2022,,
02,호흡기내과,48시간 후 사망,4,광주,2022,,
02,비뇨의학과,불변(호전안됨),1,광주,2022,,
02,순환기내과,48시간 후 사망,1,광주,2022,,
03,호흡기내과,불변(호전안됨),6,광주,2022,,
03,비뇨의학과,호전,46,광주,2022,,
03,비뇨의학과,진단만실시,18,광주,2022,,
03,혈액종양내과,호전,17,광주,2022,,
03,재활의학과,48시간 후 사망,1,광주,2022,,
03,이비인후과,경쾌,1,광주,2022,,
03,신장내과,불변(호전안됨),1,광주,2022,,
04,감염내과,호전,16,광주,2022,,
04,신경과,불변(호전안됨),2,광주,2022,,
05,외과,호전,62,광주,2022,,
05,호흡기내과,48시간 후 사망,2,광주,2022,,
05,순환기내과,불변(호전안됨),1,광주,2022,,
05,소화기내과,경쾌,1,광주,2022,,
06,재활의학과,호전,46,광주,2022,,
06,혈액종양내과,호전,21,광주,2022,,
06,가정의학과,진단만실시,1,광주,2022,,
06,내분비내과,호전,6,광주,2022,,
06,소아청소년과,진단만실시,1,광주,2022,,
06,순환기내과,진단만실시,1,광주,2022,,
06,신경과,진단만실시,4,광주,2022,,
06,순환기내과,불변(호전안됨),1,광주,2022,,
06,외과,경쾌,1,광주,2022,,
07,신경과,진단만실시,3,광주,2022,,
07,소화기내과,48시간 후 사망,1,광주,2022,,
08,외과,호전,69,광주,2022,,
09,혈액종양내과,호전,16,광주,2022,,
09,정형외과,호전,26,광주,2022,,
09,소아청소년과,호전,4,광주,2022,,
09,재활의학과,불변(호전안됨),1,광주,2022,,
09,신경과,경쾌,1,광주,2022,,
10,소화기내과,48시간 후 사망,1,광주,2022,,
10,신경과,치료안함,1,광주,2022,,
10,가정의학과,불변(호전안됨),1,광주,2022,,
10,감염내과,호전,4,광주,2022,,
10,신경과,48시간 후 사망,2,광주,2022,,
11,소아청소년과,호전,5,광주,2022,,
11,내분비내과,호전,2,광주,2022,,
12,재활의학과,호전,48,광주,2022,,
12,비뇨의학과,진단만실시,41,광주,2022,,
12,응급의학과,호전,8,광주,2022,,
12,재활의학과,경쾌,2,광주,2022,,
12,호흡기내과,48시간 전 사망,1,광주,2022,,
12,신경과,경쾌,1,광주,2022,,
12,가정의학과,48시간 전 사망,1,광주,2022,,
12,소화기내과,진단만실시,1,광주,2022,,
01,가정의학과,48시간 후 사망,18,광주,2022,,
01,감염내과,호전,59,광주,2022,,
01,신경과,호전,47,광주,2022,,
01,신경과,진단만실시,2,광주,2022,,
01,응급의학과,불변(호전안됨),2,광주,2022,,
01,감염내과,불변(호전안됨),2,광주,2022,,
01,신경과,경쾌,1,광주,2022,,
02,신경외과,호전,11,광주,2022,,
03,정형외과,호전,90,광주,2022,,
03,내분비내과,진단만실시,3,광주,2022,,
03,신경과,불변(호전안됨),1,광주,2022,,
03,비뇨의학과,불변(호전안됨),2,광주,2022,,
03,정형외과,경쾌,3,광주,2022,,
03,응급의학과,경쾌,1,광주,2022,,
04,신경과,호전,46,광주,2022,,
04,호흡기내과,불변(호전안됨),2,광주,2022,,
04,내분비내과,호전,8,광주,2022,,
04,재활의학과,불변(호전안됨),4,광주,2022,,
04,순환기내과,경쾌,2,광주,2022,,
04,정형외과,48시간 후 사망,1,광주,2022,,
04,호흡기내과,호전,6,광주,2022,,
04,응급의학과,경쾌,1,광주,2022,,
04,비뇨의학과,치료안함,1,광주,2022,,
05,감염내과,호전,8,광주,2022,,
05,순환기내과,호전,41,광주,2022,,
05,호흡기내과,경쾌,5,광주,2022,,
05,혈액종양내과,호전,19,광주,2022,,
05,정형외과,경쾌,3,광주,2022,,
05,비뇨의학과,진단만실시,31,광주,2022,,
05,응급의학과,48시간 후 사망,7,광주,2022,,
05,신경과,경쾌,7,광주,2022,,
05,신경과,진단만실시,1,광주,2022,,
06,내분비내과,경쾌,1,광주,2022,,
06,응급의학과,48시간 후 사망,5,광주,2022,,
07,재활의학과,호전,38,광주,2022,,
07,비뇨의학과,진단만실시,33,광주,2022,,
07,응급의학과,호전,8,광주,2022,,
07,내분비내과,호전,1,광주,2022,,
07,신경과,불변(호전안됨),1,광주,2022,,
08,소화기내과,경쾌,2,광주,2022,,
08,신장내과,호전,9,광주,2022,,
08,외과,불변(호전안됨),1,광주,2022,,
09,가정의학과,48시간 후 사망,15,광주,2022,,
09,소화기내과,호전,46,광주,2022,,
09,소아청소년과,진단만실시,11,광주,2022,,
09,비뇨의학과,진단만실시,32,광주,2022,,
09,소화기내과,48시간 후 사망,1,광주,2022,,
10,소화기내과,호전,36,광주,2022,,
10,비뇨의학과,호전,44,광주,2022,,
10,비뇨의학과,불변(호전안됨),2,광주,2022,,
10,응급의학과,호전,5,광주,2022,,
11,가정의학과,가망없는 퇴원,1,광주,2022,,
12,소아청소년과,호전,6,광주,2022,,
12,비뇨의학과,호전,57,광주,2022,,
12,재활의학과,불변(호전안됨),2,광주,2022,,
12,가정의학과,호전,1,광주,2022,,
01,순환기내과,호전,41,광주,2022,,
01,순환기내과,불변(호전안됨),4,광주,2022,,
01,재활의학과,호전,36,광주,2022,,
01,혈액종양내과,48시간 후 사망,2,광주,2022,,
02,소화기내과,호전,9,광주,2022,,
02,내분비내과,호전,6,광주,2022,,
02,혈액종양내과,경쾌,9,광주,2022,,
02,응급의학과,48시간 전 사망,1,광주,2022,,
02,외과,48시간 후 사망,2,광주,2022,,
02,외과,치료안함,1,광주,2022,,
02,내분비내과,불변(호전안됨),1,광주,2022,,
03,재활의학과,호전,60,광주,2022,,
03,신경과,경쾌,2,광주,2022,,
03,비뇨의학과,치료안함,1,광주,2022,,
04,내분비내과,진단만실시,1,광주,2022,,
04,소화기내과,호전,1,광주,2022,,
05,비뇨의학과,호전,42,광주,2022,,
05,비뇨의학과,불변(호전안됨),1,광주,2022,,
05,응급의학과,48시간 전 사망,1,광주,2022,,
06,가정의학과,48시간 후 사망,17,광주,2022,,
06,순환기내과,호전,28,광주,2022,,
06,응급의학과,호전,14,광주,2022,,
06,신장내과,경쾌,1,광주,2022,,
06,비뇨의학과,경쾌,1,광주,2022,,
07,외과,호전,54,광주,2022,,
07,비뇨의학과,호전,52,광주,2022,,
07,외과,48시간 후 사망,2,광주,2022,,
08,외과,경쾌,1,광주,2022,,
08,가정의학과,48시간 전 사망,1,광주,2022,,
08,신경과,진단만실시,2,광주,2022,,
08,재활의학과,치료안함,1,광주,2022,,
09,비뇨의학과,경쾌,3,광주,2022,,
09,가정의학과,불변(호전안됨),2,광주,2022,,
09,외과,48시간 후 사망,1,광주,2022,,
09,혈액종양내과,경쾌,1,광주,2022,,
10,순환기내과,호전,36,광주,2022,,
10,가정의학과,48시간 후 사망,13,광주,2022,,
10,신경과,호전,46,광주,2022,,
10,비뇨의학과,치료안함,2,광주,2022,,
10,외과,48시간 후 사망,1,광주,2022,,
10,응급의학과,48시간 후 사망,5,광주,2022,,
11,혈액종양내과,호전,15,광주,2022,,
11,재활의학과,불변(호전안됨),1,광주,2022,,
11,호흡기내과,48시간 전 사망,1,광주,2022,,
12,신경과,호전,45,광주,2022,,
12,비뇨의학과,경쾌,2,광주,2022,,
12,소아청소년과,진단만실시,5,광주,2022,,
12,외과,진단만실시,1,광주,2022,,
01,외과,호전,70,광주,2022,,
01,가정의학과,48시간 전 사망,4,광주,2022,,
01,안과,호전,26,광주,2022,,
01,신경외과,불변(호전안됨),7,광주,2022,,
01,신장내과,호전,10,광주,2022,,
01,호흡기내과,48시간 후 사망,2,광주,2022,,
01,신경외과,진단만실시,1,광주,2022,,
01,신경과,48시간 후 사망,2,광주,2022,,
02,비뇨의학과,호전,36,광주,2022,,
02,가정의학과,48시간 후 사망,19,광주,2022,,
02,호흡기내과,경쾌,44,광주,2022,,
02,정형외과,진단만실시,2,광주,2022,,
02,신장내과,호전,14,광주,2022,,
02,비뇨의학과,진단만실시,20,광주,2022,,
02,이비인후과,호전,2,광주,2022,,
02,외과,진단만실시,1,광주,2022,,
02,가정의학과,48시간 전 사망,1,광주,2022,,
02,신경외과,경쾌,1,광주,2022,,
02,비뇨의학과,치료안함,1,광주,2022,,
02,신장내과,불변(호전안됨),2,광주,2022,,
03,호흡기내과,경쾌,24,광주,2022,,
03,응급의학과,호전,14,광주,2022,,
03,감염내과,호전,46,광주,2022,,
03,외과,진단만실시,2,광주,2022,,
04,외과,48시간 후 사망,1,광주,2022,,
04,비뇨의학과,호전,50,광주,2022,,
05,내분비내과,호전,4,광주,2022,,
05,재활의학과,불변(호전안됨),2,광주,2022,,
05,비뇨의학과,치료안함,2,광주,2022,,
05,소화기내과,호전,10,광주,2022,,
06,소화기내과,48시간 후 사망,2,광주,2022,,
06,호흡기내과,48시간 후 사망,1,광주,2022,,
07,신경과,호전,49,광주,2022,,
07,응급의학과,불변(호전안됨),1,광주,2022,,
07,비뇨의학과,경쾌,5,광주,2022,,
07,외과,진단만실시,1,광주,2022,,
07,신장내과,48시간 후 사망,2,광주,2022,,
07,외과,불변(호전안됨),2,광주,2022,,
08,호흡기내과,호전,12,광주,2022,,
08,정형외과,호전,104,광주,2022,,
08,혈액종양내과,호전,17,광주,2022,,
08,소아청소년과,진단만실시,10,광주,2022,,
08,비뇨의학과,진단만실시,26,광주,2022,,
08,재활의학과,불변(호전안됨),4,광주,2022,,
08,소아청소년과,호전,2,광주,2022,,
08,응급의학과,가망없는 퇴원,1,광주,2022,,
08,순환기내과,경쾌,1,광주,2022,,
08,신경과,48시간 후 사망,1,광주,2022,,
09,순환기내과,호전,33,광주,2022,,
09,신장내과,호전,14,광주,2022,,
09,소화기내과,경쾌,1,광주,2022,,
09,감염내과,48시간 후 사망,1,광주,2022,,
09,호흡기내과,호전,12,광주,2022,,
09,순환기내과,48시간 전 사망,1,광주,2022,,
09,신경과,48시간 전 사망,1,광주,2022,,
10,재활의학과,호전,49,광주,2022,,
10,소화기내과,진단만실시,1,광주,2022,,
10,혈액종양내과,48시간 후 사망,1,광주,2022,,
10,소아청소년과,진단만실시,10,광주,2022,,
10,혈액종양내과,경쾌,1,광주,2022,,
10,가정의학과,호전,1,광주,2022,,
10,호흡기내과,불변(호전안됨),1,광주,2022,,
11,신경과,호전,49,광주,2022,,
11,감염내과,호전,4,광주,2022,,
11,신장내과,48시간 전 사망,1,광주,2022,,
12,감염내과,호전,6,광주,2022,,
12,혈액종양내과,불변(호전안됨),1,광주,2022,,
12,외과,48시간 후 사망,3,광주,2022,,
12,신경과,48시간 후 사망,2,광주,2022,,
12,소화기내과,48시간 전 사망,1,광주,2022,,
01,순환기내과,48시간 후 사망,1,광주,2022,,
05,비뇨의학과,경쾌,1,광주,2022,,
05,비뇨의학과,호전,17,광주,2022,,
05,응급의학과,호전,1,광주,2022,,
05,외과,호전,3,광주,2022,,
05,소화기내과,호전,1,광주,2022,,
05,소화기내과,호전,13,광주,2022,,
05,비뇨의학과,진단만실시,10,광주,2022,,
05,혈액종양내과,호전,4,광주,2022,,
05,호흡기내과,48시간 후 사망,1,광주,2022,,
05,감염내과,호전,1,광주,2022,,
05,신경과,48시간 후 사망,2,광주,2022,,
05,비뇨의학과,진단만실시,14,광주,2022,,
05,가정의학과,48시간 후 사망,3,광주,2022,,
05,내분비내과,호전,1,광주,2022,,
05,소아청소년과,호전,2,광주,2022,,
05,비뇨의학과,불변(호전안됨),1,광주,2022,,
01,순환기내과,호전,12,광주,2022,,
01,감염내과,호전,15,광주,2022,,
01,소화기내과,호전,3,광주,2022,,
01,소화기내과,호전,9,광주,2022,,
01,감염내과,호전,18,광주,2022,,
01,외과,호전,23,광주,2022,,
01,혈액종양내과,경쾌,3,광주,2022,,
01,신경외과,불변(호전안됨),2,광주,2022,,
01,비뇨의학과,불변(호전안됨),1,광주,2022,,
01,가정의학과,48시간 전 사망,1,광주,2022,,
01,재활의학과,호전,6,광주,2022,,
01,순환기내과,호전,13,광주,2022,,
01,신경외과,진단만실시,1,광주,2022,,
01,정형외과,호전,54,광주,2022,,
01,내분비내과,호전,2,광주,2022,,
01,신장내과,호전,1,광주,2022,,
02,외과,호전,12,광주,2022,,
02,재활의학과,호전,6,광주,2022,,
02,응급의학과,불변(호전안됨),1,광주,2022,,
02,가정의학과,불변(호전안됨),1,광주,2022,,
02,안과,호전,14,광주,2022,,
02,호흡기내과,호전,9,광주,2022,,
02,신경외과,경쾌,1,광주,2022,,
02,안과,호전,2,광주,2022,,
02,가정의학과,경쾌,1,광주,2022,,
02,순환기내과,경쾌,17,광주,2022,,
02,비뇨의학과,진단만실시,9,광주,2022,,
02,신장내과,호전,3,광주,2022,,
02,내분비내과,진단만실시,2,광주,2022,,
02,정형외과,호전,20,광주,2022,,
02,신경과,호전,7,광주,2022,,
02,비뇨의학과,진단만실시,11,광주,2022,,
02,재활의학과,48시간 후 사망,1,광주,2022,,
02,비뇨의학과,경쾌,1,광주,2022,,
02,가정의학과,48시간 후 사망,4,광주,2022,,
02,외과,호전,21,광주,2022,,
02,내분비내과,호전,2,광주,2022,,
02,호흡기내과,48시간 후 사망,1,광주,2022,,
02,재활의학과,호전,13,광주,2022,,
02,응급의학과,48시간 후 사망,1,광주,2022,,
02,정형외과,진단만실시,1,광주,2022,,
02,순환기내과,호전,8,광주,2022,,
02,재활의학과,호전,7,광주,2022,,
02,응급의학과,경쾌,1,광주,2022,,
02,재활의학과,호전,9,광주,2022,,
02,응급의학과,호전,3,광주,2022,,
02,신경과,호전,19,광주,2022,,
02,신장내과,경쾌,1,광주,2022,,
02,감염내과,호전,3,광주,2022,,
03,정형외과,호전,12,광주,2022,,
03,외과,호전,22,광주,2022,,
03,응급의학과,48시간 후 사망,2,광주,2022,,
03,신경과,경쾌,1,광주,2022,,
03,외과,호전,16,광주,2022,,
03,내분비내과,호전,2,광주,2022,,
03,호흡기내과,불변(호전안됨),1,광주,2022,,
03,비뇨의학과,경쾌,2,광주,2022,,
03,외과,48시간 후 사망,1,광주,2022,,
03,신장내과,호전,1,광주,2022,,
03,내분비내과,호전,3,광주,2022,,
03,정형외과,호전,28,광주,2022,,
03,가정의학과,48시간 후 사망,5,광주,2022,,
03,신장내과,경쾌,1,광주,2022,,
03,혈액종양내과,호전,9,광주,2022,,
03,신경과,진단만실시,1,광주,2022,,
03,순환기내과,불변(호전안됨),1,광주,2022,,
03,호흡기내과,48시간 후 사망,1,광주,2022,,
03,외과,호전,24,광주,2022,,
03,혈액종양내과,호전,5,광주,2022,,
03,정형외과,호전,36,광주,2022,,
03,재활의학과,호전,13,광주,2022,,
03,가정의학과,48시간 전 사망,1,광주,2022,,
03,응급의학과,48시간 후 사망,2,광주,2022,,
03,외과,48시간 후 사망,1,광주,2022,,
03,정형외과,호전,2,광주,2022,,
03,재활의학과,호전,3,광주,2022,,
03,가정의학과,48시간 후 사망,5,광주,2022,,
03,감염내과,호전,3,광주,2022,,
03,혈액종양내과,호전,2,광주,2022,,
03,재활의학과,호전,12,광주,2022,,
03,소아청소년과,진단만실시,2,광주,2022,,
03,비뇨의학과,진단만실시,6,광주,2022,,
03,비뇨의학과,진단만실시,13,광주,2022,,
03,혈액종양내과,호전,4,광주,2022,,
03,호흡기내과,불변(호전안됨),1,광주,2022,,
03,비뇨의학과,경쾌,2,광주,2022,,
03,가정의학과,48시간 후 사망,1,광주,2022,,
03,비뇨의학과,호전,1,광주,2022,,
04,신경과,호전,17,광주,2022,,
04,비뇨의학과,호전,10,광주,2022,,
04,응급의학과,호전,3,광주,2022,,
04,소화기내과,호전,7,광주,2022,,
04,혈액종양내과,호전,9,광주,2022,,
04,소화기내과,경쾌,1,광주,2022,,
04,외과,불변(호전안됨),1,광주,2022,,
04,호흡기내과,호전,1,광주,2022,,
04,정형외과,호전,4,광주,2022,,
