병원명,진료과,현재_진료비(천원),최적_진료비(천원),변화량(천원),변화율(%),배분비율,효율성_점수,적절성_점수,종합_성과지표,현재_1인당_진료비,현재_의사당_환자수,현재_병상가동률,예측환자수
대구,안과,157931825.801013,109328471.3815797,-48603354.419433296,-30.774895543011922,0.6922510445698808,3884.3050618685784,1.0,2330.983037121147,6098.931291794284,12947.5,16.49888499522141,1104.975545324105
대구,외과,115625.804,125815.81825840945,10190.014258409443,8.812924023784035,1.0881292402378404,18.40102731874154,0.0139168187192652,11.04618311873263,628.4011086956522,61.333333333333336,0.11723478814909208,13221.412429931766
대구,응급의학과,0.0,0.0,0.0,0.0,1.1387495307522313,0.4,0.0,0.24,0.0,0.0,0.0,0.0
대구,이비인후과,0.0,0.0,0.0,0.0,0.45122346549850134,0.4,0.0,0.24,0.0,0.0,0.0,23983.247058954348
대구,재활의학과,600222353.6253687,1165758333.2625957,565535979.6372269,94.22107927526613,1.9422107927526613,15519.519803471787,1.0,9312.11188208307,5801.3797686625885,51731.0,65.92035680152915,59888.597662778535
대구,정신건강의학과,200828.80765106383,315853.9820700555,115025.17441899166,57.27523643861178,1.5727523643861177,115.80158860799494,0.013093025155071332,69.48619037485899,520.281885106383,386.0,0.24593819687798663,29481.345634663376
대구,정형외과,1904584690.2519944,3590233540.1863036,1685648849.9343092,88.50479889719591,1.8850479889719591,8446.814210230075,1.0,5068.488526138045,16911.45248445667,28155.25,71.75597323988532,23974.566916785363
대구,치과,515500851.5339949,927990181.2839862,412489329.7499913,80.01719658125327,1.8001719658125328,16627.017751404866,1.0,9976.610650842918,9301.208009923586,55423.0,35.312519910799615,10482.930664808877
대구,피부과,279872.30499378114,345924.9564280016,66052.65143422043,23.60099597410617,1.2360099597410616,1418.4335975637982,0.516275739387794,851.266668834034,29.597324978191747,4728.0,6.024848677922905,18315.793826014444
대구,핵의학과,0.0,0.0,0.0,0.0,1.8515610465439218,0.4,0.0,0.24,0.0,0.0,0.0,5104.866185137233
대구,흉부외과,0.0,0.0,0.0,0.0,0.268135753898647,0.4,0.0,0.24,0.0,0.0,0.0,5198.123313858332
대전,가정의학과,961151435.9568094,454016641.90614665,-507134794.05066276,-52.763256140362415,0.47236743859637587,4992.527019924557,1.0,2995.916211954734,19252.292203285182,16641.333333333332,38.09974434311443,35704.08864883239
대전,건강검진센터,0.0,0.0,0.0,0.0,0.18593184893002232,0.4,0.0,0.24,0.0,0.0,0.0,7966.399393881156
대전,건강관리과,0.0,0.0,0.0,0.0,0.7181276284502022,0.4,0.0,0.24,0.0,0.0,0.0,5019.666662247574
대전,내과,21900448609.475327,18363238177.125378,-3537210432.349949,-16.151314958998416,0.8384868504100158,14860.050005428107,1.0,8916.430003256864,73690.50155445188,49532.5,226.805815240203,7975.715443254624
대전,내분비내과,0.0,0.0,0.0,0.0,0.6155631603704023,0.4,0.0,0.24,0.0,0.0,0.0,8497.333333333336
대전,류마티스내과,0.0,0.0,0.0,0.0,1.6746012673886657,0.4,0.0,0.24,0.0,0.0,0.0,5122.997307097566
대전,마취통증의학과,0.0,0.0,0.0,0.0,0.7778313207178196,0.4,0.0,0.24,0.0,0.0,0.0,3758.875113504868
대전,비뇨기과,0.0,0.0,0.0,0.0,0.6337755684060234,0.4,0.0,0.24,0.0,0.0,0.0,1666.9062825449191
대전,비뇨의학과,2784287335.888138,3149370213.5786667,365082877.69052887,13.1122558000672,1.131122558000672,7961.402532392285,1.0,4777.241519435371,34973.211775713935,26537.333333333332,60.756286488342816,33614.57529113839
대전,산부인과,0.0,0.0,0.0,0.0,0.367756027452049,0.4,0.0,0.24,0.0,0.0,0.0,2327.0399858627525
대전,소아청소년과,0.0,0.0,0.0,0.0,1.6241742634326752,0.4,0.0,0.24,0.0,0.0,0.0,713.1988834724738
대전,소화기내과,0.0,0.0,0.0,0.0,0.24164622299156457,0.4,0.0,0.24,0.0,0.0,0.0,45570.59463537973
대전,신경과,5157977407.949303,10187444734.847881,5029467326.898579,97.50851795409827,1.9750851795409827,7341.886767500114,1.0,4405.532060500068,70255.89996798156,24472.333333333332,56.028541992597404,36382.729476281056
대전,신경외과,2303704063.027607,3610514890.395761,1306810827.368154,56.7265061663649,1.567265061663649,2603.5941566113943,1.0,1562.5564939668366,132724.7832590659,8678.5,13.246079291792267,11224.327412970586
대전,신장내과,0.0,0.0,0.0,0.0,0.47755979491492756,0.4,0.0,0.24,0.0,0.0,0.0,12364.570984591435
대전,심장내과,0.0,0.0,0.0,0.0,0.11049202253484457,0.4,0.0,0.24,0.0,0.0,0.0,18779.667707563407
대전,안과,0.0,0.0,0.0,0.0,1.6493767140641848,0.4,0.0,0.24,0.0,0.0,0.0,12040.403644343707
대전,외과,0.0,0.0,0.0,0.0,1.4430289533104725,0.4,0.0,0.24,0.0,0.0,0.0,14958.27042499044
대전,응급실,0.0,0.0,0.0,0.0,1.4851136192778758,0.4,0.0,0.24,0.0,0.0,0.0,4072.2500430409905
대전,응급의학과,0.0,0.0,0.0,0.0,1.5654136587032967,0.4,0.0,0.24,0.0,0.0,0.0,4145.633272105589
대전,이비인후과,0.0,0.0,0.0,0.0,0.2406848382947717,0.4,0.0,0.24,0.0,0.0,0.0,13274.273519295784
대전,재활의학과,4533989232.876418,3541430455.080014,-992558777.7964039,-21.891511576588208,0.7810848842341179,17048.544566899007,1.0,10229.526740139403,79784.42375020092,56828.0,43.36856565039875,31714.383013752577
대전,정신건강의학과,0.0,0.0,0.0,0.0,0.32015121309774647,0.4,0.0,0.24,0.0,0.0,0.0,8046.472731806052
대전,정형외과,13929213405.135252,24235389778.990032,10306176373.85478,73.98965091636278,1.7398965091636276,13687.900003930616,1.0,8213.140002358368,101765.19919587986,45625.333333333336,104.4575876674171,74965.73837657664
대전,치과,5624712624.741055,7223629664.068496,1598917039.3274412,28.426644097236004,1.28426644097236,12230.203708016088,1.0,7338.5222248096525,137972.1987082948,40767.0,31.11153508604571,24176.44512672566
대전,통증크리닉,0.0,0.0,0.0,0.0,0.7287062472200334,0.4,0.0,0.24,0.0,0.0,0.0,208.33332934790815
대전,피부과,228516605.577514,50447523.638342,-178069081.939172,-77.92391344565551,0.2207608655434449,4558.238677846816,1.0,2735.34320670809,15039.924021160588,15194.0,11.595375281413363,12216.981697414583
대전,한방내과,0.0,0.0,0.0,0.0,0.6908664112597581,0.4,0.0,0.24,0.0,0.0,0.0,7263.999992064075
대전,한방진료과,0.0,0.0,0.0,0.0,0.7178483118508193,0.4,0.0,0.24,0.0,0.0,0.0,6347.778697448195
대전,혈액종양내과,0.0,0.0,0.0,0.0,1.4862517388423218,0.4,0.0,0.24,0.0,0.0,0.0,18673.998504314477
대전,호흡기내과,0.0,0.0,0.0,0.0,1.3113591955749049,0.4,0.0,0.24,0.0,0.0,0.0,21351.73788010853
부산,가정의학과,181796.0,324633.8827238711,142837.8827238711,78.57042108950202,1.7857042108950203,319.88297326415744,0.1983987109695362,192.00914344288228,34.101669480397675,1066.2,3.373089942737828,26870.13425615737
부산,건강관리과,0.0,0.0,0.0,0.0,0.9972083578077037,0.4,0.0,0.24,0.0,0.0,0.0,6215.39353430851
부산,내과,0.0,0.0,0.0,0.0,0.32722906728277323,0.4,0.0,0.24,0.0,0.0,0.0,0.0
부산,내분비내과,0.0,0.0,0.0,0.0,1.4551650957236903,0.4,0.0,0.24,0.0,0.0,0.0,15837.808746948607
부산,류마티스내과,0.0,0.0,0.0,0.0,1.545491592372105,0.4,0.0,0.24,0.0,0.0,0.0,4339.50001952642
부산,비뇨기과,0.0,0.0,0.0,0.0,1.1664266753820427,0.4,0.0,0.24,0.0,0.0,0.0,50361.75
부산,비뇨의학과,11170716.0,17480356.883927256,6309640.883927256,56.48376419136657,1.5648376419136658,7127.474787644853,1.0,4276.884872586911,94.03988651956864,23757.4,75.1602391723876,57786.76710355192
부산,산부인과,0.0,0.0,0.0,0.0,1.0382116330923423,0.4,0.0,0.24,0.0,0.0,0.0,2619.8015040459095
부산,소아청소년과,0.0,0.0,0.0,0.0,1.0931923758257887,0.4,0.0,0.24,0.0,0.0,0.0,12527.958342432288
부산,소화기내과,0.0,0.0,0.0,0.0,0.9123279348812443,0.4,0.0,0.24,0.0,0.0,0.0,64483.10840531503
부산,순환기내과,0.0,0.0,0.0,0.0,0.14829634081378087,0.4,0.0,0.24,0.0,0.0,0.0,49018.33425319635
부산,신경과,8658645.0,2640832.2732690373,-6017812.726730963,-69.50062887127217,0.3049937112872785,6494.193311582092,1.0,3896.915986949255,199.99641982722778,21647.0,27.393463886867664,19297.94670724179
부산,신경외과,5539482.0,884740.8759340118,-4654741.124065988,-84.02845471952048,0.15971545280479507,2142.246728084192,0.3646637398024787,1285.4939023464362,258.5884604612081,7140.666666666667,13.55436742699864,58744.52999248924
부산,신장내과,0.0,0.0,0.0,0.0,1.3091797814011827,0.4,0.0,0.24,0.0,0.0,0.0,22583.489054025376
부산,안과,4145348.0,2890453.1811412983,-1254894.8188587017,-30.272363595497936,0.6972763640450207,5985.238005552044,1.0,3591.5428033312264,103.89082980376432,19950.5,25.24660697902496,30928.20394880433
부산,외과,0.0,0.0,0.0,0.0,1.0662843132129352,0.4,0.0,0.24,0.0,0.0,0.0,7153.447487501459
부산,응급의학과,0.0,0.0,0.0,0.0,1.8243763004595768,0.4,0.0,0.24,0.0,0.0,0.0,0.0
부산,이비인후과,0.0,0.0,0.0,0.0,0.5736552353828623,0.4,0.0,0.24,0.0,0.0,0.0,13538.59376345402
부산,일반내과,0.0,0.0,0.0,0.0,0.8797275537676965,0.4,0.0,0.24,0.0,0.0,0.0,12507.108459032665
부산,재활의학과,13260268.0,20361766.911093313,7101498.911093313,53.55471632317924,1.5355471632317925,9979.042317026127,1.0,5987.825390215676,199.32459489522893,33263.0,42.093074757189406,39196.78859502196
부산,정신건강의학과,517768.0,276859.1002455061,-240908.8997544939,-46.52834855659174,0.5347165144340826,1113.3213876116802,0.39794377327367253,668.1520100763175,69.76125033683643,3711.0,4.696130848808884,18650.876074635216
부산,정형외과,47002395.0,11574895.744790891,-35427499.25520911,-75.37381713252933,0.2462618286747067,20280.501725886523,1.0,12168.701035531913,231.76494807743512,67600.66666666667,128.3191496092885,66551.888139864
부산,치과,15398439.0,10017112.038422655,-5381326.961577345,-34.94722394638408,0.6505277605361592,25663.68264547046,1.0,15398.609587282275,180.0039628265825,85545.0,54.126989148660186,33818.67379177431
부산,피부과,2258886.0,917831.5664920931,-1341054.4335079067,-59.36795542173916,0.4063204457826084,8923.185998131428,1.0,5354.311598878857,37.97276715921126,29743.5,37.63927995191243,29736.352495624546
부산,한방과,0.0,0.0,0.0,0.0,1.8664255394508888,0.4,0.0,0.24,0.0,0.0,0.0,6574.249924215317
부산,한방진료과,0.0,0.0,0.0,0.0,1.6354287211723921,0.4,0.0,0.24,0.0,0.0,0.0,6841.2868797981755
부산,향정신과,0.0,0.0,0.0,0.0,1.3034671373698046,0.4,0.0,0.24,0.0,0.0,0.0,96.44660478476804
부산,혈액종양내과,0.0,0.0,0.0,0.0,1.7557751213566635,0.4,0.0,0.24,0.0,0.0,0.0,3581.333328437598
부산,호흡기내과,0.0,0.0,0.0,0.0,1.6269769461083174,0.4,0.0,0.24,0.0,0.0,0.0,22441.152303903797
서울,가정의학과,0.0,0.0,0.0,0.0,0.45448311188346807,0.4,0.0,0.24,0.0,0.0,0.0,54567.052173638454
서울,감염내과,0.0,0.0,0.0,0.0,1.7958620971309578,0.4,0.0,0.24,0.0,0.0,0.0,22840.98977916738
서울,감염병전담의학과,0.0,0.0,0.0,0.0,1.1247502596397363,0.4,0.0,0.24,0.0,0.0,0.0,10481.736865608817
서울,건강관리과,0.0,0.0,0.0,0.0,1.6341362948117188,0.4,0.0,0.24,0.0,0.0,0.0,6500.3314542038215
서울,내과,0.0,0.0,0.0,0.0,1.8025734698546372,0.4,0.0,0.24,0.0,0.0,0.0,0.0
서울,내분비내과,0.0,0.0,0.0,0.0,0.7042066024465413,0.4,0.0,0.24,0.0,0.0,0.0,56413.10598466184
서울,류마티스내과,0.0,0.0,0.0,0.0,0.30909865660258584,0.4,0.0,0.24,0.0,0.0,0.0,13401.921833080078
서울,방사선종양학과,0.0,0.0,0.0,0.0,0.5330768088296892,0.4,0.0,0.24,0.0,0.0,0.0,8432.769621244914
서울,비뇨기과,0.0,0.0,0.0,0.0,0.911504798389887,0.4,0.0,0.24,0.0,0.0,0.0,98914.73326104836
서울,비뇨의학과,15707497669.374481,25983783322.496246,10276285653.121765,65.4228055252737,1.6542280552527369,10272.562152495908,1.0,6163.937291497544,65533.37339686542,34241.0,78.64391764416374,96437.1359946753
서울,산부인과,0.0,0.0,0.0,0.0,1.7353881081870524,0.4,0.0,0.24,0.0,0.0,0.0,18020.97082590688
서울,성형외과,0.0,0.0,0.0,0.0,0.11320904800926235,0.4,0.0,0.24,0.0,0.0,0.0,3189.6886021841738
서울,소아청소년과,4586615.468706853,4909604.356215553,322988.8875087006,7.04198748973748,1.0704198748973748,1114.058770642936,1.0,668.8352623857616,617.5596430196382,3713.5,2.4368796653268805,1415.9744024880374
서울,소화기내과,0.0,0.0,0.0,0.0,0.8930809059826801,0.4,0.0,0.24,0.0,0.0,0.0,53342.01044921315
서울,순환기내과,0.0,0.0,0.0,0.0,0.5220048398943875,0.4,0.0,0.24,0.0,0.0,0.0,112978.58421310212
서울,신경과,10312146098.988777,3379746052.191276,-6932400046.797501,-67.22558020660027,0.32774419793399734,4950.669389229214,1.0,2970.8016335375287,78114.03410993362,16501.75,43.31523254860143,88786.52084592672
서울,신경외과,1110351114.573755,823290737.000928,-287060377.572827,-25.853117433310686,0.7414688256668931,688.8100478769004,0.211645020779674,413.3706867344521,120900.60045445939,2296.0,3.0133705192355014,43393.41396347187
서울,신장내과,0.0,0.0,0.0,0.0,1.8915284374337864,0.4,0.0,0.24,0.0,0.0,0.0,43285.43415751929
서울,안과,531638546.96898884,379635415.2925981,-152003131.6763907,-28.591442916056508,0.7140855708394349,5541.021285358056,1.0,3325.0127712148337,4797.402470437914,18469.666666666668,36.360593880731685,73351.11686407326
서울,완화의료사업실,0.0,0.0,0.0,0.0,1.0857021813123955,0.4,0.0,0.24,0.0,0.0,0.0,0.0
서울,외과,0.0,0.0,0.0,0.0,1.435736021900838,0.4,0.0,0.24,0.0,0.0,0.0,30227.93751142943
서울,욕창성형클리닉,0.0,0.0,0.0,0.0,0.7908962445206585,0.4,0.0,0.24,0.0,0.0,0.0,0.9239864412961892
서울,욕창진료센터,0.0,0.0,0.0,0.0,1.9463859571698252,0.4,0.0,0.24,0.0,0.0,0.0,2730.9993415469203
서울,응급의학과,0.0,0.0,0.0,0.0,1.9286498603900113,0.4,0.0,0.24,0.0,0.0,0.0,381.89060332747056
서울,이비인후과,0.0,0.0,0.0,0.0,0.5783863620681918,0.4,0.0,0.24,0.0,0.0,0.0,40174.026409723985
서울,일반내과,0.0,0.0,0.0,0.0,1.0447721611955323,0.4,0.0,0.24,0.0,0.0,0.0,928.4496066592428
서울,입원전담의학과,0.0,0.0,0.0,0.0,0.6716687886518623,0.4,0.0,0.24,0.0,0.0,0.0,8972.999075496165
서울,재활센터신경과,0.0,0.0,0.0,0.0,0.6411969393171885,0.4,0.0,0.24,0.0,0.0,0.0,675.6106234673139
서울,재활의학과,6133482378.812841,1043214576.9350095,-5090267801.877832,-82.99148000263877,0.17008519997361232,7793.720486746337,1.0,4676.6322920478015,39349.73393904473,25978.5,51.14297432532196,146817.3732912627
서울,정신건강의학과,81796249.98263547,102913770.6194284,21117520.636792928,25.81722345618041,1.258172234561804,2488.727340689085,0.5767367587000574,1493.4670991169307,3286.7059100187034,8295.666666666666,8.165696005249774,43151.40248056036
서울,정형외과,7921420344.539579,8357812533.072893,436392188.53331375,5.509014413483677,1.0550901441348368,5808.656914761022,1.0,3485.594148856613,51141.24166062753,19361.625,50.82208186366992,102994.97623223408
서울,치과,12571414833.857944,2486746883.861733,-10084667949.996212,-80.21903726250203,0.19780962737497976,107009.70001134949,1.0,64206.22000680969,35243.861288423104,356698.0,117.03650233779017,139406.86234949995
서울,통증클리닉,0.0,0.0,0.0,0.0,0.6294282820495617,0.4,0.0,0.24,0.0,0.0,0.0,12622.385264911522
서울,피부과,3198433.524587499,5839396.664397082,2640963.1398095833,82.57051833366421,1.825705183336642,8192.699848477927,1.0,4916.019909086755,39.04051857270584,27308.666666666668,26.880813715035686,34461.34583996804
서울,한의과,0.0,0.0,0.0,0.0,0.5551675922672475,0.4,0.0,0.24,0.0,0.0,0.0,8313.66262138284
서울,혈액종양내과,0.0,0.0,0.0,0.0,0.37530025697332386,0.4,0.0,0.24,0.0,0.0,0.0,36117.47425475498
서울,호흡기내과,0.0,0.0,0.0,0.0,1.0299602445273697,0.4,0.0,0.24,0.0,0.0,0.0,53539.81809587775
서울,흉부외과,0.0,0.0,0.0,0.0,1.9727358628101412,0.4,0.0,0.24,0.0,0.0,0.0,20505.99005705139
인천,가정의학과,0.0,0.0,0.0,0.0,0.5599050158718508,0.4,0.0,0.24,0.0,0.0,0.0,18790.999351110582
인천,내과,9357844.881,12886290.85219744,3528445.971197441,37.7057540071169,1.377057540071169,9111.50389457193,1.0,5467.302336743157,102.70705155193608,30370.666666666668,192.01685985247627,17297.91993012164
인천,마취통증의학과,0.0,0.0,0.0,0.0,1.5470772691245633,0.4,0.0,0.24,0.0,0.0,0.0,1342.9995392743704
인천,비뇨의학과,7116274.3100000005,3924705.9348687567,-3191568.375131244,-44.84886664144406,0.5515113335855594,16756.503139507982,1.0,10054.30188370479,127.4084991227128,55854.0,117.71127502634353,30790.949113197286
인천,산부인과,0.0,0.0,0.0,0.0,1.4836110623625332,0.4,0.0,0.24,0.0,0.0,0.0,0.0
인천,소아청소년과,0.0,0.0,0.0,0.0,0.798787952166581,0.4,0.0,0.24,0.0,0.0,0.0,0.0
인천,소화기내과,0.0,0.0,0.0,0.0,1.301381078127801,0.4,0.0,0.24,0.0,0.0,0.0,9372.326832085291
인천,순환기내과,0.0,0.0,0.0,0.0,1.3037064504456999,0.4,0.0,0.24,0.0,0.0,0.0,2264.778563726599
인천,신경과,1333250.37,1490536.4489806793,157286.07898067916,11.797189974204105,1.1179718997420411,3137.4766044023945,1.0,1882.8859626414367,127.4861703958692,10458.0,22.04004214963119,2401.4738169706516
인천,신경외과,309334.152,83999.86316270524,-225334.28883729476,-72.84494368966243,0.2715505631033758,351.9097570592283,0.31591720869796003,211.27222111901617,263.71197953964196,1173.0,2.4720758693361433,3712.998113760475
인천,안과,1830133.271,3087571.615301671,1257438.344301671,68.70747416195523,1.6870747416195522,4241.802415872653,1.0,2545.481449523592,129.43866404979136,14139.0,29.797681770284505,6612.51852289667
인천,외과,238134.0,168951.81598476073,-69182.18401523927,-29.051787655370198,0.709482123446298,301.2087394837326,0.2933100942766727,180.8425677279502,237.18525896414343,1004.0,2.1159114857744994,3422.9984565514123
인천,응급의학과,0.0,0.0,0.0,0.0,0.45438516975972304,0.4,0.0,0.24,0.0,0.0,0.0,0.0
인천,이비인후과,229348.02000000002,40703.028163529176,-188644.99183647084,-82.25272310459485,0.17747276895405145,2793.6133053269864,1.0,1676.5679831961918,12.315310100413468,9311.5,39.24762908324552,10222.52857156984
인천,재활의학과,2362906.96,2889118.287341324,526211.3273413242,22.269659205765944,1.2226965920576593,14303.408070906016,1.0,8582.44484254361,49.56073075067643,47677.0,100.47839831401475,25528.225159655765
인천,정신건강의학과,0.0,0.0,0.0,0.0,1.3873722875003365,0.4,0.0,0.24,0.0,0.0,0.0,0.0
인천,정형외과,10194002.083,1340683.2973217252,-8853318.785678275,-86.84831250370732,0.1315168749629267,11115.152907552869,1.0,6669.4917445317205,137.57273489520776,37049.5,156.1622760800843,9204.606463064682
인천,진단검사의학과,0.0,0.0,0.0,0.0,1.0729768107686337,0.4,0.0,0.24,0.0,0.0,0.0,284.7499960516477
인천,치과,4595136.43,2436993.7199209565,-2158142.710079043,-46.96580271239179,0.5303419728760821,7412.575722977014,1.0,4447.945433786208,185.97767646106524,24708.0,52.07165437302423,7847.643035539319
인천,피부과,425032.177,563519.689432897,138487.512432897,32.58283017779545,1.3258283017779546,4111.609174629604,1.0,2467.3655047777625,31.012927909522073,13705.0,28.883034773445733,8282.045993175616
