병원명,진료과,현재전문의수,최적전문의수,변화량,변화율,예측환자수,현재_환자당전문의비율,최적_환자당전문의비율
부산,피부과,2,2.0,0.0,0.0,28763.756,9587.918666666666,9587.918666666666
부산,정신건강의학과,2,1.8769240294784066,-0.12307597052159336,-6.153798526079668,18193.535,6064.511666666666,6323.953922168231
부산,비뇨의학과,5,5.248165120509686,0.24816512050968598,4.9633024101937195,57651.99,9608.664999999999,9227.02727729723
인천,가정의학과,1,1.1985640525016608,0.19856405250166076,19.856405250166077,19376.82,9688.41,8813.39798945219
인천,내과,3,1.7993755157160285,-1.2006244842839715,-40.02081614279905,19198.469,4799.61725,6858.125639885576
인천,신경과,1,1.220087659558694,0.22008765955869403,22.008765955869404,5154.8413,2577.42065,2321.908902022667
인천,신경외과,1,1.8181965420529087,0.8181965420529087,81.81965420529087,7484.248,3742.124,2655.6870283249004
인천,안과,1,1.4718619415738174,0.47186194157381744,47.18619415738174,5754.225,2877.1125,2327.8909324265596
인천,외과,1,1.0,0.0,0.0,7283.806,3641.903,3641.903
인천,이비인후과,2,1.4181322453502865,-0.5818677546497135,-29.093387732485677,7922.783,2640.927666666667,3276.4060010507487
인천,재활의학과,1,1.5660346237294929,0.5660346237294929,56.60346237294929,15457.1875,7728.59375,6023.764199071645
인천,정형외과,2,1.2641415695282248,-0.7358584304717752,-36.79292152358876,12521.701,4173.900333333333,5530.44083838323
인천,치과,0,1.2030814870140347,1.2030814870140347,0.0,13573.897,13573.897,6161.323164853743
인천,피부과,1,1.0740039020890122,0.0740039020890122,7.40039020890122,7772.8604,3886.4302,3747.755918959888
인천,비뇨의학과,1,1.8860656374844864,0.8860656374844864,88.60656374844864,31584.516,15792.258,10943.796838775042
인천,마취통증의학과,1,1.4094068949783873,0.40940689497838734,40.94068949783873,2238.6177,1119.30885,929.1156693647964
