병원명,진료과,현재전문의수,최적전문의수,변화량,변화율,예측환자수,현재_환자당전문의비율,최적_환자당전문의비율
부산,신경외과,3,4.0,1.0,33.33333333333333,54230.266,13557.5665,10846.0532
부산,안과,2,2.0,0.0,0.0,27798.69,9266.23,9266.23
부산,외과,3,1.0,-2.0,-66.66666666666666,7681.144,1920.286,3840.572
부산,이비인후과,2,1.0606554104215071,-0.9393445895784929,-46.967229478924644,13217.497,4405.832333333333,6414.219928841164
부산,재활의학과,2,2.0,0.0,0.0,44526.977,14842.325666666666,14842.325666666666
부산,정형외과,3,4.0,1.0,33.33333333333333,69673.45,17418.3625,13934.689999999999
부산,치과,0,2.0,2.0,0.0,33953.996,33953.996,11317.998666666666
부산,피부과,2,2.0,0.0,0.0,28763.756,9587.918666666666,9587.918666666666
부산,정신건강의학과,2,1.8500532996971044,-0.14994670030289559,-7.497335015144779,18193.535,6064.511666666666,6383.5771078153375
부산,비뇨의학과,5,7.0,2.0,40.0,57651.99,9608.664999999999,7206.49875
인천,가정의학과,1,2.0,1.0,100.0,19376.82,9688.41,6458.94
인천,내과,3,2.0104281490313505,-0.9895718509686495,-32.985728365621654,19198.469,4799.61725,6377.321779354671
인천,신경과,1,1.0,0.0,0.0,5154.8413,2577.42065,2577.42065
인천,신경외과,1,1.0,0.0,0.0,7484.248,3742.124,3742.124
인천,안과,1,1.0,0.0,0.0,5754.225,2877.1125,2877.1125
인천,외과,1,1.0,0.0,0.0,7283.806,3641.903,3641.903
인천,이비인후과,2,1.0,-1.0,-50.0,7922.783,2640.927666666667,3961.3915
인천,재활의학과,1,1.414998066928184,0.4149980669281841,41.49980669281841,15457.1875,7728.59375,6400.496841664618
인천,정형외과,2,1.0,-1.0,-50.0,12521.701,4173.900333333333,6260.8505
인천,치과,0,1.1169362851444464,1.1169362851444464,0.0,13573.897,13573.897,6412.047965380216
인천,피부과,1,1.0,0.0,0.0,7772.8604,3886.4302,3886.4302
인천,비뇨의학과,1,2.0,1.0,100.0,31584.516,15792.258,10528.172
인천,마취통증의학과,1,1.0,0.0,0.0,2238.6177,1119.30885,1119.30885
