"진료과","순위","상명코드","상병명","건수"
"소아청소년과","6","A09","감염성 및 상세불명 기원의 기타 위장염 및 대장염","317"
"소아청소년과","7","J11","바이러스가 확인되지 않은 인플루엔자","142"
"소아청소년과","8","B08","달리 분류되지 않은 피부 및 점막병터가 특징인 기타 바이러스 감염","103"
"소아청소년과","9","L30","기타 피부염","88"
"소아청소년과","10","J20","급성 기관지염","40"
"소아청소년과","11","Z27","감염성 질환의 복합에 대한 예방접종의 필요","34"
"소아청소년과","12","L50","두드러기","30"
"소아청소년과","13","J30","혈관운동성 및 앨러지성 비염","28"
"소아청소년과","14","H66","화농성 및 상세불명의 중이염","26"
"소아청소년과","15","K12","입안염 및 관련 병터","25"
"소아청소년과","16","Z25","기타 단일 바이러스질환에 대한 예방접종의 필요","23"
"소아청소년과","17","T14","상세불명의 신체부위의 손상","22"
"소아청소년과","18","K30","소화불량","18"
"소아청소년과","19","B01","수두","18"
"소아청소년과","20","J40","급성인지 만성인지 명시되지 않은 기관지염","16"
"소화기내과","1","K29","위염 및 십이지장염","5309"
"소화기내과","2","K30","소화불량","3149"
"소화기내과","3","K21","위-식도역류병","3040"
"소화기내과","4","K58","자극성 장증후군","2646"
"소화기내과","5","K59","기타 기능적 창자 장애","2442"
"소화기내과","6","K63","창자의 기타 질환","2350"
"소화기내과","7","K62","항문 및 직장의 기타 질환","2214"
"소화기내과","8","I10","본태성(일차성)고혈압","1796"
"소화기내과","9","K76","간의 기타 질환","1675"
"소화기내과","10","E11","인슐린-비의존 당뇨병","1369"
"소화기내과","11","R69","미상 및 상세불명의 병인","1356"
"소화기내과","12","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","1081"
"소화기내과","13","B18","만성 바이러스간염","1049"
"소화기내과","14","A09","감염성 및 상세불명 기원의 기타 위장염 및 대장염","734"
"소화기내과","15","D14","중이 및 호흡기계의 양성 신생물","619"
"소화기내과","16","C22","간 및 간내담관의 악성 신생물","603"
"소화기내과","17","C16","위의 악성 신생물","578"
"소화기내과","18","K74","간의 섬유증 및 경화증","500"
"소화기내과","19","K80","담석증","483"
"소화기내과","20","D13","기타 및 부위불명의 소화계통의 양성 신생물","423"
"순환기내과","1","I20","협심증","12164"
"순환기내과","2","I10","본태성(일차성)고혈압","4865"
"순환기내과","3","I48","심방세동 및 조동","1247"
"순환기내과","4","R07","인후 및 흉곽의 동통","1181"
"순환기내과","5","I73","기타 말초혈관질환","1148"
"순환기내과","6","I50","심장기능상실(심부전)","1095"
"순환기내과","7","Z95","심장 및 혈관 삽입물 및 이식편의 존재","809"
"순환기내과","8","E78","지질단백질대사장애 및 기타 지질증","486"
"순환기내과","9","I11","고혈압성 심장병","432"
"순환기내과","10","R06","호흡의 이상","395"
"순환기내과","11","R00","심장박동의 이상","303"
"순환기내과","12","I21","급성 심근경색증","262"
"순환기내과","13","I49","기타 심장성 부정맥","207"
"순환기내과","14","I71","대동맥류 및 박리","202"
"순환기내과","15","E11","인슐린-비의존 당뇨병","164"
"순환기내과","16","I80","정맥염 및 혈전정맥염","149"
"순환기내과","17","R60","달리 분류되지 않은 부종","147"
"순환기내과","18","I35","비류마티스성 대동맥판장애","145"
"순환기내과","19","I44","심방실 차단 및 좌각 차단","137"
"순환기내과","20","R55","실신 및 허탈","119"
"신경과","1","I63","뇌경색증","5395"
"신경과","2","R42","현기 및 어지러움","2484"
"신경과","3","R51","두통","2050"
"신경과","4","I67","기타 대뇌혈관 질환","1894"
"신경과","5","F03","상세불명의 치매","1880"
"신경과","6","R41","인지기능 및 자각에 관한 기타 증상 및 징후","1176"
"신경과","7","R25","이상적 불수의적 운동","686"
"신경과","8","R44","일반적 감각 및 지각에 관한 기타 증상 및 징후","602"
"신경과","9","F00","알츠하이머병에서의 치매(G30.-+)","523"
"신경과","10","G20","파킨슨병","505"
"신경과","11","I65","대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착","330"
"신경과","12","G25","기타 추체외로 및 운동 장애","312"
"신경과","13","G45","일과성 대뇌허혈발작 및 관련 증후군","249"
"신경과","14","G40","뇌전증","183"
"신경과","15","I66","대뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착","127"
"신경과","16","G44","기타 두통증후군","111"
"신경과","17","R26","보행과 이동의 이상","97"
"신경과","18","I69","대뇌혈관 질환의 후유증","75"
"신경과","19","I10","본태성(일차성)고혈압","71"
"신경과","20","F01","혈관성 치매","69"
"신경외과","1","M48","기타 척추병증","6147"
"신경외과","2","M51","기타 추간판장애","5408"
"신경외과","3","M47","척추증","3534"
"신경외과","4","M96","달리 분류되지 않은 처치후 근육골격 장애","2427"
"신경외과","5","M50","목뼈원판 장애","1701"
"신경외과","6","I63","뇌경색증","1333"
"신경외과","7","M54","배통","844"
"신경외과","8","S32","허리뼈 및 골반의 골절","807"
"신경외과","9","M43","기타 변형성 배병증","744"
"신경외과","10","S06","머리내 손상","606"
"신경외과","11","S33","허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","539"
"신경외과","12","I67","기타 대뇌혈관 질환","413"
"신경외과","13","S22","늑골. 흉골 및 흉추골의 골절","357"
"신경외과","14","I61","뇌내출혈","286"
"신경외과","15","R52","달리 분류되지 않은 통증","275"
"신경외과","16","R51","두통","240"
"신경외과","17","S13","목부위의 관절 및 인대의 탈구, 염좌 및 긴장","212"
"신경외과","18","M79","달리 분류되지 않은 기타 연조직장애","158"
"신경외과","19","I69","대뇌혈관 질환의 후유증","139"
"신경외과","20","I60","지주막하출혈","102"
"신장내과","1","N18","만성 콩팥(신장)기능상실","14253"
"신장내과","2","I10","본태성(일차성)고혈압","3755"
"신장내과","3","E11","인슐린-비의존 당뇨병","2468"
"신장내과","4","N17","급성 콩팥(신장)기능상실","751"
"신장내과","5","R60","달리 분류되지 않은 부종","592"
"신장내과","6","N28","달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애","305"
"신장내과","7","E78","지질단백질대사장애 및 기타 지질증","202"
"신장내과","8","Z94","이식한 장기 및 조직의 상태","201"
"신장내과","9","E87","수분. 전해질 및 산-염기균형의 기타장애","186"
"신장내과","10","E14","상세불명의 당뇨병","173"
"신장내과","11","N39","비뇨기계통의 기타 장애","159"
"신장내과","12","I26","폐색전증","151"
"신장내과","13","N10","급성 세뇨관-사이질성 신염","114"
"신장내과","14","J11","바이러스가 확인되지 않은 인플루엔자","88"
"신장내과","15","I11","고혈압성 심장병","73"
"신장내과","16","M10","활막 및 건 장애","72"
"신장내과","17","J18","상세불명 병원체의 폐렴","66"
"신장내과","18","K30","소화불량","63"
"신장내과","19","R31","상세불명의 혈뇨","50"
"신장내과","20","T82","심혈관 보형장치. 삽입물 및 이식편의 합병증","40"
"안과","1","H25","노인성 백내장","6961"
"안과","2","H35","기타 망막장애","6824"
"안과","3","H04","눈물기관의 장애","6616"
"안과","4","H40","녹내장","2044"
"안과","5","H36","달리 분류된 질환에서의 망막장애","1840"
"안과","6","H01","안검의 기타 염증","1739"
"안과","7","H16","각막염","1338"
"안과","8","H34","망막혈관폐쇄","674"
"안과","9","Z96","기타 기능적 삽입물의 존재","527"
"안과","10","H10","결막염","436"
"안과","11","H02","안검의 기타 장애","426"
"안과","12","H26","기타 백내장","336"
"안과","13","H43","초자체의 장애","261"
"안과","14","H42","달리 분류된 질환에서의 녹내장","185"
"안과","15","E14","상세불명의 당뇨병","176"
"안과","16","H18","각막의 기타 장애","169"
"안과","17","H11","결막의 기타 장애","141"
"안과","18","H52","굴절 및 조절의 장애","127"
"안과","19","H20","홍채섬모체염","89"
"안과","20","H19","달리 분류된 질환에서의 공막 및 각막의 장애","84"
"외과","1","C16","위의 악성 신생물","1067"
"외과","2","K64","치핵 및 항문주위정맥혈전증","993"
"외과","3","I83","하지의 정맥류","684"
"외과","4","C18","결장의 악성 신생물","631"
"외과","5","C20","직장의 악성 신생물","622"
"외과","6","K80","담석증","508"
"외과","7","L02","피부의 농양, 종기 및 큰종기","418"
"외과","8","K40","서혜헤르니아","386"
"외과","9","T30","상세불명의 신체부위의 화상 및 부식","382"
"외과","10","L89","욕창성 및 압박부위 궤양","265"
"외과","11","L72","피부 및 피하조직의 모낭성 낭","239"
"외과","12","S22","늑골. 흉골 및 흉추골의 골절","126"
"외과","13","S20","흉부의 표재성 손상","109"
"외과","14","R22","피부 및 피하조직의 국한적 종창. 종괴 및 소괴","106"
"외과","15","D17","양성 지방종성 신생물","105"
"외과","16","K82","쓸개(담낭)의 기타 질환","103"
"외과","17","R15","분변의 실금","94"
"외과","18","I87","정맥의 기타 장애","78"
"외과","19","S23","흉곽의 관절 및 인대의 탈구. 염좌 및 긴장","66"
"외과","20","K81","담낭염","60"
"응급실","1","M54","배통","1490"
"응급실","2","R10","복부 및 골반통증","761"
"응급실","3","M79","달리 분류되지 않은 기타 연조직장애","477"
"응급실","4","R07","인후 및 흉곽의 동통","446"
"응급실","5","R42","현기 및 어지러움","427"
"응급실","6","R52","달리 분류되지 않은 통증","335"
"응급실","7","R53","병감 및 피로","307"
"응급실","8","J00","급성 코인두염[감기]","302"
"응급실","9","A09","감염성 및 상세불명 기원의 기타 위장염 및 대장염","275"
"응급실","10","J18","상세불명 병원체의 폐렴","263"
"응급실","11","R06","호흡의 이상","232"
"응급실","12","L29","소양증","221"
"응급실","13","R51","두통","216"
"응급실","14","R50","원인 미상의 열","202"
"응급실","15","Z02","행정적 목적을 위한 검사","182"
"응급실","16","M25","달리 분류되지 않은 기타 관절장애","167"
"응급실","17","R11","구역 및 구토","152"
"응급실","18","T14","상세불명의 신체부위의 손상","117"
"응급실","19","T81","달리 분류되지 않은 처치의 합병증","110"
"응급실","20","L50","두드러기","109"
"이비인후과","1","J37","만성후두염 및 후두기관염","3142"
"이비인후과","2","H93","달리 분류되지 않은 귀의 기타 장애","2853"
"이비인후과","3","H90","전음성 및 감각신경성 청력소실","1084"
"이비인후과","4","J30","혈관운동성 및 앨러지성 비염","965"
"이비인후과","5","R42","현기 및 어지러움","858"
"이비인후과","6","J31","만성비염. 비인두염 및 인두염","683"
"이비인후과","7","J32","만성 부비동염","648"
"이비인후과","8","J34","코 및 코옆굴의 기타 장애","625"
"이비인후과","9","H60","외이염","223"
"이비인후과","10","J33","코폴립","219"
"이비인후과","11","H91","기타 청력소실","218"
"이비인후과","12","K14","혀의 질환","210"
"이비인후과","13","H61","외이의 기타장애","202"
"이비인후과","14","H65","비화농성 중이염","190"
"이비인후과","15","H66","화농성 및 상세불명의 중이염","185"
"이비인후과","16","J38","달리 분류되지 않은 성대및 후두의 질환","167"
"이비인후과","17","C32","후두의 악성 신생물","144"
"이비인후과","18","R04","호흡기도 출혈","130"
"이비인후과","19","J04","급성 후두염 및 기관염","118"
"이비인후과","20","H81","전정기능의 장애","106"
"일반검진","1","K30","소화불량","1395"
"일반검진","2","K29","위염 및 십이지장염","591"
"일반검진","3","K21","위-식도역류병","134"
"일반검진","4","K59","기타 기능적 창자 장애","47"
"일반검진","5","R69","미상 및 상세불명의 병인","32"
"일반검진","6","K25","위궤양","24"
"일반검진","7","K26","십이지장궤양","18"
"일반검진","8","D13","기타 및 부위불명의 소화계통의 양성 신생물","11"
"일반검진","9","K31","위 및 십이지장의 기타 질환","8"
"일반검진","10","K27","상세불명 부위의 소화성 궤양","6"
"일반검진","11","K76","간의 기타 질환","3"
"일반검진","12","B18","만성 바이러스간염","2"
"일반검진","13","J39","상기도의 기타 질환","1"
"일반검진","14","K74","간의 섬유증 및 경화증","1"
"일반검진","15","K20","식도염","1"
"일반내과","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","11811"
"일반내과","2","J00","급성 코인두염[감기]","4089"
"일반내과","3","R53","병감 및 피로","3961"
"일반내과","4","E11","인슐린-비의존 당뇨병","3182"
"일반내과","5","I10","본태성(일차성)고혈압","3087"
"일반내과","6","I20","협심증","1931"
"일반내과","7","J06","다발성 및 상세불명 부위의 급성 상기도감염","775"
"일반내과","8","K29","위염 및 십이지장염","760"
"일반내과","9","J40","급성인지 만성인지 명시되지 않은 기관지염","756"
"일반내과","10","K21","위-식도역류병","695"
"일반내과","11","R05","기침","641"
"일반내과","12","E78","지질단백질대사장애 및 기타 지질증","569"
"일반내과","13","K59","기타 기능적 창자 장애","382"
"일반내과","14","K58","자극성 장증후군","280"
"일반내과","15","K30","소화불량","271"
"일반내과","16","K62","항문 및 직장의 기타 질환","267"
"일반내과","17","I48","심방세동 및 조동","171"
"일반내과","18","R09","순환기계통 및 호흡기계통을 침습한 기타 증상 및 징후","162"
"일반내과","19","J30","혈관운동성 및 앨러지성 비염","144"
"일반내과","20","K76","간의 기타 질환","126"
"재활의학과","1","M54","배통","10530"
"재활의학과","2","M48","기타 척추병증","3854"
"재활의학과","3","M17","윤충증","2594"
"재활의학과","4","I63","뇌경색증","1970"
"재활의학과","5","M50","목뼈원판 장애","1846"
"재활의학과","6","G81","편마비","1686"
"재활의학과","7","M75","어깨병변","1474"
"재활의학과","8","M13","추 락","1321"
"재활의학과","9","G82","하반신마비 및 사지마비","1200"
"재활의학과","10","I69","대뇌혈관 질환의 후유증","1182"
"재활의학과","11","I61","뇌내출혈","597"
"재활의학과","12","G62","기타 다발신경병증","433"
"재활의학과","13","G63","달리 분류된 질환에서의 다발신경병증","336"
"재활의학과","14","S13","목부위의 관절 및 인대의 탈구, 염좌 및 긴장","302"
"재활의학과","15","Z96","기타 기능적 삽입물의 존재","255"
"재활의학과","16","G60","유전성 및 특발성 신경병증","237"
"재활의학과","17","M79","달리 분류되지 않은 기타 연조직장애","230"
"재활의학과","18","T97","출처가 주로 비의약품인 물질의 독성효과의 후유증","173"
"재활의학과","19","M15","진균증","168"
"재활의학과","20","S06","머리내 손상","150"
"정신건강의학과","1","F41","기타 불안장애","9539"
"정신건강의학과","2","F32","우울증 에피소드","3929"
"정신건강의학과","3","F06","뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애","1686"
"정신건강의학과","4","F51","비기질적 수면 장애","1665"
"정신건강의학과","5","F00","알츠하이머병에서의 치매(G30.-+)","538"
"정신건강의학과","6","F20","조현병","517"
"정신건강의학과","7","F10","알콜사용에 의한 정신및 행동장애","246"
"정신건강의학과","8","F31","양극성 정동장애","210"
"정신건강의학과","9","F33","재발성 우울장애","198"
"정신건강의학과","10","F43","심한 스트레스에 대한 반응 및 적응장애","164"
"정신건강의학과","11","F09","상세불명의 기질성 또는 증상성 정신장애","154"
"정신건강의학과","12","F40","공포성 불안장애","117"
"정신건강의학과","13","F48","기타 신경성 장애","95"
"정신건강의학과","14","F42","강박장애","69"
"정신건강의학과","15","F45","신체형장애","64"
"정신건강의학과","16","G40","뇌전증","54"
"정신건강의학과","17","F34","지속성 기분[정동]장애","47"
"정신건강의학과","18","F22","지속성 망상장애","39"
"정신건강의학과","19","F29","상세불명의 비기질적 정신병","36"
"정신건강의학과","20","F03","상세불명의 치매","30"
"정형외과","1","M17","윤충증","15032"
"정형외과","2","M48","기타 척추병증","6233"
"정형외과","3","M75","어깨병변","5039"
"정형외과","4","M15","진균증","3822"
"정형외과","5","S46","어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상","2212"
"정형외과","6","R52","달리 분류되지 않은 통증","1995"
"정형외과","7","M10","활막 및 건 장애","746"
"정형외과","8","M19","연기, 불 및 화염에 노출","542"
"정형외과","9","S82","발목을 포함한 아래다리의 골절","519"
"정형외과","10","M77","기타 골부착부병증","435"
"정형외과","11","M81","병적골절이 없는 골다공증","369"
"정형외과","12","G56","팔의 단일신경병증","327"
"정형외과","13","L03","혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애","307"
"정형외과","14","E14","상세불명의 당뇨병","297"
"정형외과","15","M87","골괴사증","295"
"정형외과","16","M79","달리 분류되지 않은 기타 연조직장애","278"
"정형외과","17","S52","아래팔의 골절","275"
"정형외과","18","M65","활막염 및 건초염","273"
"정형외과","19","I73","기타 말초혈관질환","259"
"정형외과","20","S92","발목을 제외한 발의 골절","257"
"종합검진","1","R69","미상 및 상세불명의 병인","41"
"종합검진","2","K30","소화불량","22"
"종합검진","3","K29","위염 및 십이지장염","9"
"종합검진","4","K21","위-식도역류병","8"
"종합검진","5","K25","위궤양","2"
"종합검진","6","K26","십이지장궤양","1"
"진단검사의학과","1","R69","미상 및 상세불명의 병인","18"
"진료부장실","1","M79","달리 분류되지 않은 기타 연조직장애","243"
"치과","1","K05","치은염(잇몸염)및 치주 질환","13999"
"치과","2","K02","치아우식증","11355"
"치과","3","K08","치아 및 지지구조의 기타 장애","7402"
"치과","4","K04","치수 및 치근단주위조직의 질환","4112"
"치과","5","K03","치아경조직의 기타 질환","336"
"치과","6","S02","머리뼈 및 얼굴뼈의 골절","133"
"치과","7","K07","치아얼굴이상[부정교합포함]","132"
"치과","8","K13","입술 및 구강점막의 기타 질환","59"
"치과","9","K12","입안염 및 관련 병터","32"
"치과","10","K10","턱의 기타 질환","27"
"치과","11","K01","매몰치 및 매복치","13"
"치과","12","E03","기타 갑상선기능저하증","10"
"치과","13","K00","치아의 발육 및 맹출(이돋이) 장애","5"
"치과","14","K06","치은(잇몸) 및 무치성 치조융선(이틀융기)의 기타 장애","5"
"치과","15","K09","달리 분류되지 않은 구강영역의 낭","5"
"치과","16","S03","머리의 관절 및 인대의 탈구. 염좌 및 긴장","4"
"치과","17","R69","미상 및 상세불명의 병인","3"
"치과","18","D38","중이. 호흡기. 흉곽내 장기의 행동양식 불명 또는 미상의 신생물","3"
"치과","19","T85","기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증","2"
"치과","20","D10","입 및 인두의 양성 신생물","1"
"피부과","1","L29","소양증","14087"
"피부과","2","L30","기타 피부염","9404"
"피부과","3","B35","피부사상균증","6925"
"피부과","4","L08","피부 피하조직의 기타 국소 감염","5466"
"피부과","5","L21","지루피부염","2628"
"피부과","6","L85","기타 표피의 비후","1824"
"피부과","7","L40","건선","730"
"피부과","8","L80","백반증","510"
"피부과","9","B02","대상포진","405"
"피부과","10","G53","달리 분류된 질환에서의 뇌신경장애","343"
"피부과","11","B86","옴","208"
"피부과","12","B00","헤르페스바이러스[단순헤르페스] 감염","191"
"피부과","13","D23","피부의 기타 양성 신생물","126"
"피부과","14","L50","두드러기","108"
"피부과","15","C44","피부의 기타 악성 신생물","80"
"피부과","16","L63","원형 탈모증","53"
"피부과","17","L20","질병이환 및 사망의 외인","47"
"피부과","18","L28","만성 단순태선 및 양진","40"
"피부과","19","L84","티눈 및 굳은살","28"
"피부과","20","L91","피부의 비대성 장애","25"
"한방진료과","1","M79","달리 분류되지 않은 기타 연조직장애","1827"
"한방진료과","2","M99","달리 분류되지 않은 생체역학적 병변","1593"
"한방진료과","3","M54","배통","817"
"한방진료과","4","U23","","630"
"한방진료과","5","K30","소화불량","418"
"한방진료과","6","M17","윤충증","261"
"한방진료과","7","M22","자연의 힘에 노출","185"
"한방진료과","8","R25","이상적 불수의적 운동","112"
"한방진료과","9","G51","얼굴신경 장애","101"
"한방진료과","10","M42","척추성 골연골증","90"
"한방진료과","11","J11","바이러스가 확인되지 않은 인플루엔자","78"
"한방진료과","12","G71","근육의 일차성 장애","67"
"한방진료과","13","I63","뇌경색증","66"
"한방진료과","14","J10","확인된 인플루엔자 바이러스에 의한  인플루엔자","61"
"한방진료과","15","J26","","59"
"한방진료과","16","R42","현기 및 어지러움","57"
"한방진료과","17","D87","","45"
"한방진료과","18","H93","달리 분류되지 않은 귀의 기타 장애","41"
"한방진료과","19","C01","혓바닥의 악성 신생물","39"
"한방진료과","20","U67","심실증(心實證)","36"
"호흡기내과","1","J44","기타 만성 폐쇄성 폐질환","2595"
"호흡기내과","2","R93","기타 신체구조의 진단적 영상상 이상소견","1641"
"호흡기내과","3","R06","호흡의 이상","1396"
"호흡기내과","4","J18","상세불명 병원체의 폐렴","1348"
"호흡기내과","5","R09","순환기계통 및 호흡기계통을 침습한 기타 증상 및 징후","1284"
"호흡기내과","6","R05","기침","1129"
"호흡기내과","7","I10","본태성(일차성)고혈압","942"
"호흡기내과","8","J20","급성 기관지염","855"
"호흡기내과","9","J45","천식","840"
"호흡기내과","10","R91","폐의 진단적 영상상 이상소견","628"
"호흡기내과","11","C34","기관지 및 폐의 악성 신생물","611"
"호흡기내과","12","J42","상세불명의 만성 기관지염","468"
"호흡기내과","13","J47","기관지확장증","443"
"호흡기내과","14","J30","혈관운동성 및 앨러지성 비염","436"
"호흡기내과","15","E11","인슐린-비의존 당뇨병","313"
"호흡기내과","16","J43","폐기종","287"
"호흡기내과","17","J40","급성인지 만성인지 명시되지 않은 기관지염","273"
"호흡기내과","18","R07","인후 및 흉곽의 동통","183"
"호흡기내과","19","J98","기타 호흡장애","174"
"호흡기내과","20","R04","호흡기도 출혈","172"
