"진료과","순위","상명코드","상병명","건수"
"내분비내과","2","E03","기타 갑상선기능저하증","1363"
"내분비내과","3","E14","상세불명의 당뇨병","1094"
"내분비내과","4","E04","기타 비중독성 갑상선종","723"
"내분비내과","5","E78","지질단백질대사장애 및 기타 지질증","652"
"내분비내과","6","E05","갑상선독증[갑상선기능항진증]","310"
"내분비내과","7","I10","본태성(원발성) 고혈압","290"
"내분비내과","8","E10","인슐린-의존 당뇨병","252"
"내분비내과","9","E06","갑상선염","221"
"내분비내과","10","E13","기타 명시된 당뇨병","78"
"내분비내과","11","G63","달리 분류된 질환에서의 다발신경병증","74"
"내분비내과","12","E23","뇌하수체의 기능저하증 및 기타 장애","63"
"내분비내과","13","M81","병적골절이 없는 골다공증","57"
"내분비내과","14","K29","위염 및 십이지장염","47"
"내분비내과","15","E27","부신의 기타 장애","46"
"내분비내과","16","D35","기타 및 상세불명의 내분비선의 양성 신생물","46"
"내분비내과","17","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","41"
"내분비내과","18","I11","고혈압성 심장병","41"
"내분비내과","19","C73","갑상선의 악성 신생물","29"
"내분비내과","20","R53","병감 및 피로","27"
"비뇨의학과","1","N40","전립선증식증","29720"
"비뇨의학과","2","C61","전립선의 악성 신생물","3418"
"비뇨의학과","3","N31","달리 분류되지 않은 방광의 신경근육기능장애","1313"
"비뇨의학과","4","N20","콩팥(신장)및 요관의 결석","1007"
"비뇨의학과","5","C67","방광의 악성 신생물","860"
"비뇨의학과","6","N30","방광염","778"
"비뇨의학과","7","N39","비뇨기계통의 기타 장애","483"
"비뇨의학과","8","N45","고환염 및 부고환염","221"
"비뇨의학과","9","N41","전립선의 염증성 질환","190"
"비뇨의학과","10","R31","상세불명의 혈뇨","168"
"비뇨의학과","11","N48","음경의 기타 장애","163"
"비뇨의학과","12","C64","콩팥깔때기를  제외한 콩팥(신장)의 악성 신생물","153"
"비뇨의학과","13","N43","음낭수종 및 정액류","148"
"비뇨의학과","14","N35","요도협착","148"
"비뇨의학과","15","N28","달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애","92"
"비뇨의학과","16","N32","방광의 기타 장애","81"
"비뇨의학과","17","N21","하부요로의 결석","64"
"비뇨의학과","18","N10","급성 세뇨관-사이질성 신염","45"
"비뇨의학과","19","D09","기타 및 상세불명 부위의 제자리암종","30"
"비뇨의학과","20","N13","폐쇄성 및 역류성 요로병증","29"
"산부인과","1","N95","폐경기 및 기타 폐경기전후 장애","420"
"산부인과","2","N76","질 및 외음부의 기타 염증","185"
"산부인과","3","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","118"
"산부인과","4","N64","유방의 기타 장애","88"
"산부인과","5","D25","자궁의 평활근종","88"
"산부인과","6","N30","방광염","80"
"산부인과","7","Z01","호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사","58"
"산부인과","8","M81","병적골절이 없는 골다공증","40"
"산부인과","9","L24","자극성 접촉피부염","37"
"산부인과","10","N83","난소. 난관 및 광 인대의 비염증성 장애","35"
"산부인과","11","B37","칸디다증","31"
"산부인과","12","N93","기타 이상 자궁 및 질 출혈","28"
"산부인과","13","R10","복부 및 골반통증","22"
"산부인과","14","N94","여성생식기관 및 월경주기와 관련된 통증 및 기타 병태","22"
"산부인과","15","N31","달리 분류되지 않은 방광의 신경근육기능장애","20"
"산부인과","16","N80","자궁내막증","19"
"산부인과","17","N91","무월경. 소량 및 희발 월경","18"
"산부인과","18","E30","달리 분류되지 않은 사춘기의 장애","17"
"산부인과","19","R92","유방의 진단적 영상이상소견","13"
"산부인과","20","A60","항문성기의 헤르페스바이러스[단순 헤르페스]감염","13"
"소아청소년과","1","E30","달리 분류되지 않은 사춘기의 장애","10069"
"소아청소년과","2","J20","급성 기관지염","3898"
"소아청소년과","3","E34","기타 내분비장애","1935"
"소아청소년과","4","J00","급성 코인두염 [감기]","1928"
"소아청소년과","5","J21","급성 세기관지염","1316"
"소아청소년과","6","J03","급성 편도염","921"
"소아청소년과","7","J02","급성 인두염","726"
"소아청소년과","8","B08","달리 분류되지 않은 피부 및 점막병터가 특징인 기타 바이러스 감염","596"
"소아청소년과","9","J30","혈관운동성 및 앨러지성 비염","545"
"소아청소년과","10","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","537"
"소아청소년과","11","J09","확인된 조류 인플루엔자 바이러스에 의한 인플루엔자","474"
"소아청소년과","12","J11","바이러스가 확인되지 않은 인플루엔자","381"
"소아청소년과","13","J18","상세불명 병원체의 폐렴","344"
"소아청소년과","14","L20","질병이환 및 사망의 외인","333"
"소아청소년과","15","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","288"
"소아청소년과","16","K52","기타 비감염성 위장염 및 대장염(큰창자염)","251"
"소아청소년과","17","R50","원인 미상의 열","246"
"소아청소년과","18","L50","두드러기","218"
"소아청소년과","19","P05","태아성장지연 및 태아영양실조","176"
"소아청소년과","20","Z51","기타의료","171"
"소화기내과","1","K21","위-식도역류병","7049"
"소화기내과","2","K29","위염 및 십이지장염","4508"
"소화기내과","3","K58","자극성 장증후군","2441"
"소화기내과","4","B18","만성 바이러스간염","1998"
"소화기내과","5","K59","기타 기능적 창자 장애","1526"
"소화기내과","6","K76","간의 기타 질환","1092"
"소화기내과","7","K25","위궤양","1073"
"소화기내과","8","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","988"
"소화기내과","9","K63","창자의 기타 질환","966"
"소화기내과","10","D13","기타 및 부위불명의 소화계통의 양성 신생물","966"
"소화기내과","11","C22","간 및 간내담관의 악성 신생물","904"
"소화기내과","12","K80","담석증","871"
"소화기내과","13","K26","십이지장궤양","621"
"소화기내과","14","K74","간의 섬유증 및 경화증","620"
"소화기내과","15","D12","결장. 직장. 항문 및 항문관의 양성 신생물","591"
"소화기내과","16","E78","지질단백질대사장애 및 기타 지질증","553"
"소화기내과","17","K31","위 및 십이지장의 기타 질환","539"
"소화기내과","18","C16","위의 악성 신생물","507"
"소화기내과","19","K70","알콜성 간질환","478"
"소화기내과","20","K75","기타 염증성 간질환","456"
"순환기내과","1","I20","협심증","19413"
"순환기내과","2","I10","본태성(원발성) 고혈압","18026"
"순환기내과","3","I48","심방세동 및 조동","3842"
"순환기내과","4","E11","인슐린-비의존 당뇨병","2324"
"순환기내과","5","E78","지질단백질대사장애 및 기타 지질증","1423"
"순환기내과","6","I25","만성 허혈심장병","1242"
"순환기내과","7","I70","죽상경화증","999"
"순환기내과","8","R07","인후 및 흉곽의 동통","923"
"순환기내과","9","I21","급성 심근경색증","811"
"순환기내과","10","I11","고혈압성 심장병","718"
"순환기내과","11","I50","심장기능상실(심부전)","654"
"순환기내과","12","I42","심장근육병증","494"
"순환기내과","13","I49","기타 심장성 부정맥","457"
"순환기내과","14","R00","심장박동의 이상","404"
"순환기내과","15","I35","비류마티스성 대동맥판장애","333"
"순환기내과","16","E14","상세불명의 당뇨병","312"
"순환기내과","17","K21","위-식도역류병","296"
"순환기내과","18","I71","대동맥류 및 박리","256"
"순환기내과","19","I44","심방실 차단 및 좌각 차단","214"
"순환기내과","20","N18","만성 콩팥(신장)기능상실","208"
"신경과","1","F00","알츠하이머병에서의 치매(G30.-+)","5211"
"신경과","2","R41","인지기능 및 자각에 관한 기타 증상 및 징후","3768"
"신경과","3","I63","뇌경색증","3310"
"신경과","4","R51","두통","2862"
"신경과","5","I69","대뇌혈관 질환의 후유증","2860"
"신경과","6","R42","현기 및 어지러움","2324"
"신경과","7","G20","파킨슨병","1663"
"신경과","8","G25","기타 추체외로 및 운동 장애","1339"
"신경과","9","I65","대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착","1008"
"신경과","10","G43","편두통","992"
"신경과","11","I67","기타 대뇌혈관 질환","767"
"신경과","12","F01","혈관성 치매","741"
"신경과","13","I10","본태성(원발성) 고혈압","733"
"신경과","14","G44","기타 두통증후군","697"
"신경과","15","R25","이상적 불수의적 운동","651"
"신경과","16","H81","전정기능의 장애","552"
"신경과","17","I66","대뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착","532"
"신경과","18","G40","뇌전증","453"
"신경과","19","G45","일과성 대뇌허혈발작 및 관련 증후군","360"
"신경과","20","F51","비기질적 수면 장애","327"
"신경외과","1","M48","기타 척추병증","13330"
"신경외과","2","M47","척추증","2971"
"신경외과","3","M54","배통","2967"
"신경외과","4","M51","기타 추간판장애","1433"
"신경외과","5","M50","목뼈원판 장애","1041"
"신경외과","6","M96","달리 분류되지 않은 처치후 근육골격 장애","989"
"신경외과","7","S32","허리뼈 및 골반의 골절","611"
"신경외과","8","I67","기타 대뇌혈관 질환","559"
"신경외과","9","S06","머리내 손상","481"
"신경외과","10","M43","기타 변형성 배병증","328"
"신경외과","11","S22","늑골. 흉골 및 흉추골의 골절","319"
"신경외과","12","G44","기타 두통증후군","220"
"신경외과","13","I63","뇌경색증","207"
"신경외과","14","S33","허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","190"
"신경외과","15","R51","두통","177"
"신경외과","16","S13","목부위의 관절 및 인대의 탈구, 염좌 및 긴장","153"
"신경외과","17","G95","척수의 기타질환","150"
"신경외과","18","I61","뇌내출혈","147"
"신경외과","19","S00","머리의 표재성 손상","122"
"신경외과","20","I60","지주막하출혈","87"
"신장내과","1","N18","만성 콩팥(신장)기능상실","8254"
"신장내과","2","E11","인슐린-비의존 당뇨병","1846"
"신장내과","3","I10","본태성(원발성) 고혈압","1756"
"신장내과","4","Z49","투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람","626"
"신장내과","5","R60","달리 분류되지 않은 부종","376"
"신장내과","6","N17","급성 콩팥(신장)기능상실","287"
"신장내과","7","E78","지질단백질대사장애 및 기타 지질증","191"
"신장내과","8","R80","고립성 단백뇨증","184"
"신장내과","9","N28","달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애","122"
"신장내과","10","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","112"
"신장내과","11","N10","급성 세뇨관-사이질성 신염","107"
"신장내과","12","R31","상세불명의 혈뇨","94"
"신장내과","13","E87","수분. 전해질 및 산-염기균형의 기타장애","83"
"신장내과","14","K29","위염 및 십이지장염","65"
"신장내과","15","N20","콩팥(신장)및 요관의 결석","64"
"신장내과","16","N39","비뇨기계통의 기타 장애","64"
"신장내과","17","I12","고혈압성 콩팥(신장)병","58"
"신장내과","18","E14","상세불명의 당뇨병","56"
"신장내과","19","Q61","낭성 콩팥(신장)병","51"
"신장내과","20","N05","상세불명의 신염증후군","49"
"안과","1","H25","노인성 백내장","10693"
"안과","2","H04","눈물기관의 장애","3331"
"안과","3","H10","결막염","1287"
"안과","4","H52","굴절 및 조절의 장애","1033"
"안과","5","Z96","기타 기능적 삽입물의 존재","862"
"안과","6","H35","기타 망막장애","705"
"안과","7","H40","녹내장","613"
"안과","8","H36","달리 분류된 질환에서의 망막장애","529"
"안과","9","H01","안검의 기타 염증","375"
"안과","10","H11","결막의 기타 장애","306"
"안과","11","H26","기타 백내장","295"
"안과","12","E14","상세불명의 당뇨병","176"
"안과","13","H16","각막염","161"
"안과","14","H43","초자체의 장애","151"
"안과","15","H00","맥립종 및 콩다래끼","133"
"안과","16","H02","안검의 기타 장애","113"
"안과","17","H47","시[제2]신경 및 시각로의 기타 장애","102"
"안과","18","H34","망막혈관폐쇄","85"
"안과","19","B00","헤르페스바이러스[단순헤르페스] 감염","43"
"안과","20","B30","바이러스결막염","42"
"외과","1","C73","갑상선의 악성 신생물","991"
"외과","2","C16","위의 악성 신생물","978"
"외과","3","K64","치핵 및 항문주위정맥혈전증","619"
"외과","4","C18","결장의 악성 신생물","619"
"외과","5","I83","하지의 정맥류","463"
"외과","6","L72","피부 및 피하조직의 모낭성 낭","452"
"외과","7","C20","직장의 악성 신생물","428"
"외과","8","K40","서혜헤르니아","320"
"외과","9","K80","담석증","265"
"외과","10","E04","기타 비중독성 갑상선종","238"
"외과","11","S23","흉곽의 관절 및 인대의 탈구. 염좌 및 긴장","229"
"외과","12","D34","갑상선의 양성 신생물","226"
"외과","13","L89","욕창성 및 압박부위 궤양","207"
"외과","14","S22","늑골. 흉골 및 흉추골의 골절","196"
"외과","15","T14","상세불명의 신체부위의 손상","195"
"외과","16","D17","양성 지방종성 신생물","188"
"외과","17","K62","항문 및 직장의 기타 질환","173"
"외과","18","K35","급성 충수염","170"
"외과","19","N64","유방의 기타 장애","168"
"외과","20","S20","흉부의 표재성 손상","153"
"응급실","1","M79","달리 분류되지 않은 기타 연조직장애","2855"
"응급실","2","R52","달리 분류되지 않은 통증","1224"
"응급실","3","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","1198"
"응급실","4","L50","두드러기","828"
"응급실","5","G56","팔의 단일신경병증","804"
"응급실","6","J06","다발성 및 상세불명 부위의 급성 상기도감염","618"
"응급실","7","Z02","행정적 목적을 위한 검사","579"
"응급실","8","M54","배통","537"
"응급실","9","T14","상세불명의 신체부위의 손상","536"
"응급실","10","R50","원인 미상의 열","476"
"응급실","11","R42","현기 및 어지러움","471"
"응급실","12","J00","급성 코인두염 [감기]","418"
"응급실","13","Y83","처치 당시에는 재난의 언급이 없었으나 환자에게 이상반응이나 후에 합병증을 일으키게 한 외과적 수술 및 기타 외과적 처치","388"
"응급실","14","J18","상세불명 병원체의 폐렴","359"
"응급실","15","R10","복부 및 골반통증","355"
"응급실","16","J03","급성 편도염","320"
"응급실","17","G54","신경뿌리 및 신경총 장애","300"
"응급실","18","K29","위염 및 십이지장염","283"
"응급실","19","D64","기타 빈혈","267"
"응급실","20","M10","활막 및 건 장애","257"
"이비인후과","1","J30","혈관운동성 및 앨러지성 비염","1472"
"이비인후과","2","H90","전음성 및 감각신경성 청력소실","1405"
"이비인후과","3","H93","달리 분류되지 않은 귀의 기타 장애","1364"
"이비인후과","4","J32","만성 부비동염","1162"
"이비인후과","5","J37","만성후두염 및 후두기관염","1123"
"이비인후과","6","K21","위-식도역류병","962"
"이비인후과","7","H60","외이염","742"
"이비인후과","8","H81","전정기능의 장애","687"
"이비인후과","9","J34","코 및 코옆굴의 기타 장애","582"
"이비인후과","10","H61","외이의 기타장애","446"
"이비인후과","11","J04","급성 후두염 및 기관염","444"
"이비인후과","12","H66","화농성 및 상세불명의 중이염","443"
"이비인후과","13","K12","입안염 및 관련 병터","359"
"이비인후과","14","J06","다발성 및 상세불명 부위의 급성 상기도감염","335"
"이비인후과","15","J01","급성 부비동염","299"
"이비인후과","16","H65","비화농성 중이염","231"
"이비인후과","17","J03","급성 편도염","163"
"이비인후과","18","H91","기타 청력소실","160"
"이비인후과","19","J38","달리 분류되지 않은 성대및 후두의 질환","153"
"이비인후과","20","J02","급성 인두염","147"
"일반검진","1","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","2442"
"일반검진","2","K29","위염 및 십이지장염","352"
"일반검진","3","K25","위궤양","21"
"일반검진","4","K21","위-식도역류병","16"
"일반검진","5","K30","소화불량","15"
"일반검진","6","K26","십이지장궤양","13"
"일반검진","7","D13","기타 및 부위불명의 소화계통의 양성 신생물","8"
"일반검진","8","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","2"
"일반검진","9","K52","기타 비감염성 위장염 및 대장염(큰창자염)","2"
"일반검진","10","A04","기타 세균성 창자 감염","2"
"일반검진","11","E78","지질단백질대사장애 및 기타 지질증","2"
"일반검진","12","B37","칸디다증","2"
"일반검진","13","K05","치은염(잇몸염)및 치주 질환","2"
"일반검진","14","R69","미상 및 상세불명의 병인","1"
"일반내과","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","5545"
"일반내과","2","K29","위염 및 십이지장염","234"
"일반내과","3","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","188"
"일반내과","4","K25","위궤양","145"
"일반내과","5","K63","창자의 기타 질환","101"
"일반내과","6","K21","위-식도역류병","83"
"일반내과","7","K26","십이지장궤양","73"
"일반내과","8","K59","기타 기능적 창자 장애","54"
"일반내과","9","A04","기타 세균성 창자 감염","27"
"일반내과","10","I10","본태성(원발성) 고혈압","25"
"일반내과","11","D12","결장. 직장. 항문 및 항문관의 양성 신생물","24"
"일반내과","12","F48","기타 신경성 장애","16"
"일반내과","13","E11","인슐린-비의존 당뇨병","14"
"일반내과","14","E78","지질단백질대사장애 및 기타 지질증","9"
"일반내과","15","D13","기타 및 부위불명의 소화계통의 양성 신생물","9"
"일반내과","16","B37","칸디다증","9"
"일반내과","17","I20","협심증","8"
"일반내과","18","R07","인후 및 흉곽의 동통","7"
"일반내과","19","E14","상세불명의 당뇨병","7"
"일반내과","20","Y59","치료용으로 사용시 유해작용을 나타내는 기타 및 상세불명의 백신 및 생물학적 물질","6"
"재활의학과","1","M48","기타 척추병증","5900"
"재활의학과","2","I63","뇌경색증","3247"
"재활의학과","3","M75","어깨병변","2733"
"재활의학과","4","M51","기타 추간판장애","2690"
"재활의학과","5","M79","달리 분류되지 않은 기타 연조직장애","2310"
"재활의학과","6","M17","윤충증","1746"
"재활의학과","7","I69","대뇌혈관 질환의 후유증","1499"
"재활의학과","8","G54","신경뿌리 및 신경총 장애","1337"
"재활의학과","9","M19","연기, 불 및 화염에 노출","1188"
"재활의학과","10","G82","하반신마비 및 사지마비","1112"
"재활의학과","11","M13","추 락","1077"
"재활의학과","12","M54","배통","908"
"재활의학과","13","M50","목뼈원판 장애","877"
"재활의학과","14","I61","뇌내출혈","787"
"재활의학과","15","G95","척수의 기타질환","641"
"재활의학과","16","M77","기타 골부착부병증","576"
"재활의학과","17","I62","기타 비외상성 머리내 출혈","570"
"재활의학과","18","S33","허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","554"
"재활의학과","19","M15","진균증","474"
"재활의학과","20","G63","달리 분류된 질환에서의 다발신경병증","428"
"정신건강의학과","1","F32","우울증 에피소드","4182"
"정신건강의학과","2","F51","비기질적 수면 장애","3159"
"정신건강의학과","3","F41","기타 불안장애","1893"
"정신건강의학과","4","F43","심한 스트레스에 대한 반응 및 적응장애","658"
"정신건강의학과","5","F06","뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애","658"
"정신건강의학과","6","F00","알츠하이머병에서의 치매(G30.-+)","531"
"정신건강의학과","7","F20","조현병","392"
"정신건강의학과","8","F03","상세불명의 치매","358"
"정신건강의학과","9","F45","신체형장애","307"
"정신건강의학과","10","G47","수면장애","305"
"정신건강의학과","11","F31","양극성 정동장애","259"
"정신건강의학과","12","F10","알콜사용에 의한 정신및 행동장애","256"
"정신건강의학과","13","F29","상세불명의 비기질적 정신병","146"
"정신건강의학과","14","F99","정신장애 NOS","115"
"정신건강의학과","15","F33","재발성 우울장애","94"
"정신건강의학과","16","F22","지속성 망상장애","82"
"정신건강의학과","17","F42","강박장애","74"
"정신건강의학과","18","R41","인지기능 및 자각에 관한 기타 증상 및 징후","63"
"정신건강의학과","19","F02","달리 분류된 기타 질환에서의 치매","63"
"정신건강의학과","20","F40","공포성 불안장애","55"
"정형외과","1","M17","윤충증","11760"
"정형외과","2","M48","기타 척추병증","4186"
"정형외과","3","M75","어깨병변","4054"
"정형외과","4","R52","달리 분류되지 않은 통증","3136"
"정형외과","5","M81","병적골절이 없는 골다공증","1095"
"정형외과","6","M10","활막 및 건 장애","900"
"정형외과","7","S72","대퇴골의 골절","867"
"정형외과","8","S82","발목을 포함한 아래다리의 골절","687"
"정형외과","9","T14","상세불명의 신체부위의 손상","578"
"정형외과","10","S52","아래팔의 골절","528"
"정형외과","11","M19","연기, 불 및 화염에 노출","489"
"정형외과","12","S83","무릎의 관절 및 인대의 탈구. 염좌 및 긴장","427"
"정형외과","13","M13","추 락","410"
"정형외과","14","M65","활막염 및 건초염","375"
"정형외과","15","M77","기타 골부착부병증","374"
"정형외과","16","G56","팔의 단일신경병증","348"
"정형외과","17","M23","유독성 물질에 의한 불의의 중독 및 노출","313"
"정형외과","18","S46","어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상","312"
"정형외과","19","S62","손목 및 손부위의 골절","307"
"정형외과","20","S92","발목을 제외한 발의 골절","304"
"종합검진","1","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","895"
"종합검진","2","K63","창자의 기타 질환","16"
"종합검진","3","K29","위염 및 십이지장염","5"
"종합검진","4","K21","위-식도역류병","2"
"치과","1","K05","치은염(잇몸염)및 치주 질환","14121"
"치과","2","K02","치아우식증","5453"
"치과","3","K04","치수 및 치근단주위조직의 질환","4442"
"치과","4","K08","치아 및 지지구조의 기타 장애","2859"
"치과","5","S02","머리뼈 및 얼굴뼈의 골절","236"
"치과","6","K07","치아얼굴이상[부정교합포함]","171"
"치과","7","K03","치아경조직의 기타 질환","66"
"치과","8","A04","기타 세균성 창자 감염","45"
"치과","9","K12","입안염 및 관련 병터","13"
"치과","10","K14","혀의 질환","10"
"치과","11","K10","턱의 기타 질환","10"
"치과","12","T85","기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증","8"
"치과","13","K00","치아의 발육 및 맹출(이돋이) 장애","5"
"치과","14","K13","입술 및 구강점막의 기타 질환","5"
"치과","15","K01","매몰치 및 매복치","4"
"치과","16","J01","급성 부비동염","3"
"치과","17","C03","잇몸의 악성 신생물","2"
"치과","18","G53","달리 분류된 질환에서의 뇌신경장애","2"
"치과","19","K06","치은(잇몸) 및 무치성 치조융선(이틀융기)의 기타 장애","2"
"치과","20","S01","머리의 열린상처","1"
"통증클리닉","1","G56","팔의 단일신경병증","815"
"통증클리닉","2","M79","달리 분류되지 않은 기타 연조직장애","158"
"통증클리닉","3","M48","기타 척추병증","87"
"통증클리닉","4","G53","달리 분류된 질환에서의 뇌신경장애","77"
"통증클리닉","5","M54","배통","40"
"통증클리닉","6","M72","섬유모세포장애","19"
"통증클리닉","7","G58","기타 단일신경병증","17"
"통증클리닉","8","M75","어깨병변","16"
"통증클리닉","9","S33","허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","13"
"통증클리닉","10","M77","기타 골부착부병증","10"
"통증클리닉","11","M17","윤충증","7"
"통증클리닉","12","G51","얼굴신경 장애","3"
"통증클리닉","13","S46","어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상","3"
"통증클리닉","14","M51","기타 추간판장애","2"
"통증클리닉","15","M89","뼈의 기타 장애","2"
"통증클리닉","16","G54","신경뿌리 및 신경총 장애","2"
"통증클리닉","17","G44","기타 두통증후군","2"
"통증클리닉","18","B02","대상포진","1"
"통증클리닉","19","M25","달리 분류되지 않은 기타 관절장애","1"
"통증클리닉","20","G83","기타 마비증후군","1"
"피부과","1","L23","앨러지성 접촉피부염","6175"
"피부과","2","B35","피부사상균증","5415"
"피부과","3","L21","지루피부염","2650"
"피부과","4","L85","기타 표피의 비후","1304"
"피부과","5","L28","만성 단순태선 및 양진","1090"
"피부과","6","L30","기타 피부염","1050"
"피부과","7","L29","소양증","986"
"피부과","8","L50","두드러기","865"
"피부과","9","B02","대상포진","490"
"피부과","10","L24","자극성 접촉피부염","439"
"피부과","11","B00","헤르페스바이러스[단순헤르페스] 감염","425"
"피부과","12","B07","바이러스성 사마귀","400"
"피부과","13","L84","티눈 및 굳은살","382"
"피부과","14","T14","상세불명의 신체부위의 손상","299"
"피부과","15","G53","달리 분류된 질환에서의 뇌신경장애","283"
"피부과","16","L40","건선","268"
"피부과","17","L20","질병이환 및 사망의 외인","198"
"피부과","18","H22","달리 분류된 질환에서의 홍채 및 섬모체의 장애","161"
"피부과","19","L57","비전리성 방사선에 만성 노출에 의한 피부 변화","152"
"피부과","20","L82","지루각화증","152"
"한의과","1","U23","","2655"
"한의과","2","M79","달리 분류되지 않은 기타 연조직장애","1049"
"한의과","3","U24","","1028"
"한의과","4","M54","배통","564"
"한의과","5","M25","달리 분류되지 않은 기타 관절장애","425"
"한의과","6","U66","심허증(心虛證)","163"
"한의과","7","G19","","137"
"한의과","8","R53","병감 및 피로","134"
"한의과","9","K30","소화불량","126"
"한의과","10","J30","혈관운동성 및 앨러지성 비염","75"
"한의과","11","R05","기침","64"
"한의과","12","R51","두통","46"
"한의과","13","R61","다한증","35"
"한의과","14","U30","근골격계 및 결합조직의 질환","30"
"한의과","15","G47","수면장애","27"
"한의과","16","K59","기타 기능적 창자 장애","25"
"한의과","17","H93","달리 분류되지 않은 귀의 기타 장애","24"
"한의과","18","M17","윤충증","21"
"한의과","19","S92","발목을 제외한 발의 골절","21"
"한의과","20","S33","허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","21"
"핵의학과","1","C50","유방의 악성 신생물","140"
"핵의학과","2","E05","갑상선독증[갑상선기능항진증]","2"
"핵의학과","3","R07","인후 및 흉곽의 동통","1"
"핵의학과","4","E21","부갑상선기능항진증 및 부갑상선의 기타장애","1"
"핵의학과","5","C18","결장의 악성 신생물","1"
"핵의학과","6","S32","허리뼈 및 골반의 골절","1"
"핵의학과","7","I20","협심증","1"
"혈액종양내과","1","D46","골수형성이상증후군","1728"
"혈액종양내과","2","D64","기타 빈혈","882"
"혈액종양내과","3","D47","림프. 조혈 및 관련조직의 행동양식 불명 또는 미상의 기타 신생","869"
"혈액종양내과","4","D72","백혈구의 기타 장애","817"
