시뮬레이션회차,지표명,시뮬레이션값,전국평균,평가
bedchg_0_specchg_-10,병상당의사수,0.07751347660526262,0.1671,낮음 (전국평균 대비 46.4%)
bedchg_0_specchg_-10,의사당입원환자수,0.8907486617213053,4.0327,낮음 (전국평균 대비 22.1%)
bedchg_0_specchg_-10,의사당외래환자수,6.727556573601928,10.625,낮음 (전국평균 대비 63.3%)
bedchg_0_specchg_-10,외래대비입원비율,0.137926090321007,0.3795,낮음 (전국평균 대비 36.3%)
bedchg_0_specchg_-10,고가도지표,0.9999999999999999,1.0,적정 (전국평균 대비 100.0%)
bedchg_0_specchg_0,병상가동률(%),81.36463590483056,85.0,적정 (전국평균 대비 95.7%)
bedchg_0_specchg_0,병상당의사수,0.09950823331349577,0.1671,낮음 (전국평균 대비 59.6%)
bedchg_0_specchg_0,의사당입원환자수,0.9660959810103645,4.0327,낮음 (전국평균 대비 24.0%)
bedchg_0_specchg_0,의사당외래환자수,6.2094036747118935,10.625,낮음 (전국평균 대비 58.4%)
bedchg_0_specchg_0,외래대비입원비율,0.16100321717632537,0.3795,낮음 (전국평균 대비 42.4%)
bedchg_0_specchg_0,고가도지표,0.9999999999999999,1.0,적정 (전국평균 대비 100.0%)
bedchg_0_specchg_10,병상가동률(%),83.33333333333333,85.0,적정 (전국평균 대비 98.0%)
bedchg_0_specchg_10,병상당의사수,0.12150299002172893,0.1671,낮음 (전국평균 대비 72.7%)
bedchg_0_specchg_10,의사당입원환자수,1.0272636215825908,4.0327,낮음 (전국평균 대비 25.5%)
bedchg_0_specchg_10,의사당외래환자수,5.792317002817163,10.625,낮음 (전국평균 대비 54.5%)
bedchg_0_specchg_10,외래대비입원비율,0.1828094326584449,0.3795,낮음 (전국평균 대비 48.2%)
bedchg_0_specchg_10,고가도지표,1.0,1.0,적정 (전국평균 대비 100.0%)
bedchg_50_specchg_-10,병상가동률(%),67.06869230003271,85.0,낮음 (전국평균 대비 78.9%)
bedchg_50_specchg_-10,병상당의사수,0.07106367038855622,0.1671,낮음 (전국평균 대비 42.5%)
bedchg_50_specchg_-10,의사당입원환자수,0.8891810505247951,4.0327,낮음 (전국평균 대비 22.0%)
bedchg_50_specchg_-10,의사당외래환자수,6.746824260384543,10.625,낮음 (전국평균 대비 63.5%)
bedchg_50_specchg_-10,외래대비입원비율,0.13759985214592158,0.3795,낮음 (전국평균 대비 36.3%)
bedchg_50_specchg_-10,고가도지표,0.9999999999999999,1.0,적정 (전국평균 대비 100.0%)
bedchg_50_specchg_0,병상가동률(%),79.72748318192556,85.0,적정 (전국평균 대비 93.8%)
bedchg_50_specchg_0,병상당의사수,0.0900136691835743,0.1671,낮음 (전국평균 대비 53.9%)
bedchg_50_specchg_0,의사당입원환자수,0.9684104334275566,4.0327,낮음 (전국평균 대비 24.0%)
bedchg_50_specchg_0,의사당외래환자수,6.204925255490323,10.625,낮음 (전국평균 대비 58.4%)
bedchg_50_specchg_0,외래대비입원비율,0.16148212124964145,0.3795,낮음 (전국평균 대비 42.6%)
bedchg_50_specchg_0,고가도지표,1.0000000000000002,1.0,적정 (전국평균 대비 100.0%)
bedchg_50_specchg_10,병상가동률(%),83.33333333333333,85.0,적정 (전국평균 대비 98.0%)
bedchg_50_specchg_10,병상당의사수,0.10896366797859237,0.1671,낮음 (전국평균 대비 65.2%)
bedchg_50_specchg_10,의사당입원환자수,1.03047205739721,4.0327,낮음 (전국평균 대비 25.6%)
bedchg_50_specchg_10,의사당외래환자수,5.794198407145335,10.625,낮음 (전국평균 대비 54.5%)
bedchg_50_specchg_10,외래대비입원비율,0.18311352698295982,0.3795,낮음 (전국평균 대비 48.3%)
bedchg_50_specchg_10,고가도지표,1.0,1.0,적정 (전국평균 대비 100.0%)
