진료과,순위,상명코드,상병명,건수
순환기내과,2,I10,본태성(일차성)고혈압,9714
순환기내과,3,I48,심방세동 및 조동,4544
순환기내과,4,R07,인후 및 흉곽의 동통,1935
순환기내과,5,E11,인슐린-비의존 당뇨병,1881
순환기내과,6,I50,심장기능상실(심부전),1232
순환기내과,7,I25,만성 허혈심장병,1078
순환기내과,8,I70,죽상경화증,960
순환기내과,9,I49,기타 심장성 부정맥,840
순환기내과,10,E78,지질단백질대사장애 및 기타 지질증,665
순환기내과,11,I21,급성 심근경색증,553
순환기내과,12,R06,호흡의 이상,548
순환기내과,13,J44,기타 만성 폐쇄성 폐질환,507
순환기내과,14,I77,동맥 및 소동맥의 기타장애,494
순환기내과,15,I95,저혈압,487
순환기내과,16,I71,대동맥류 및 박리,441
순환기내과,17,R00,심장박동의 이상,430
순환기내과,18,R60,달리 분류되지 않은 부종,345
순환기내과,19,I35,비류마티스성 대동맥판장애,325
순환기내과,20,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,312
신경과,1,I63,뇌경색증,7631
신경과,2,F00,알츠하이머병에서의 치매(G30.-+),4288
신경과,3,R41,인지기능 및 자각에 관한 기타 증상 및 징후,3127
신경과,4,R51,두통,1870
신경과,5,R42,현기 및 어지러움,1564
신경과,6,I65,대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착,1159
신경과,7,G25,기타 추체외로 및 운동 장애,921
신경과,8,G20,파킨슨병,883
신경과,9,F03,상세불명의 치매,712
신경과,10,G63,달리 분류된 질환에서의 다발신경병증,573
신경과,11,G45,일과성 대뇌허혈발작 및 관련 증후군,519
신경과,12,R25,이상적 불수의적 운동,506
신경과,13,R44,일반적 감각 및 지각에 관한 기타 증상 및 징후,391
신경과,14,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,315
신경과,15,G40,뇌전증,288
신경과,16,I66,대뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착,238
신경과,17,E14,상세불명의 당뇨병,232
신경과,18,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,213
신경과,19,G56,팔의 단일신경병증,188
신경과,20,G62,기타 다발신경병증,157
신경외과,1,M48,기타 척추병증,6667
신경외과,2,M51,기타 추간판장애,5375
신경외과,3,M54,배통,2032
신경외과,4,S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",1960
신경외과,5,S32,허리뼈 및 골반의 골절,1316
신경외과,6,M50,목뼈원판 장애,911
신경외과,7,M43,기타 변형성 배병증,821
신경외과,8,M96,달리 분류되지 않은 처치후 근육골격 장애,725
신경외과,9,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",646
신경외과,10,I63,뇌경색증,550
신경외과,11,S22,늑골. 흉골 및 흉추골의 골절,416
신경외과,12,S06,머리내 손상,359
신경외과,13,I67,기타 대뇌혈관 질환,354
신경외과,14,R51,두통,284
신경외과,15,I69,대뇌혈관 질환의 후유증,249
신경외과,16,R42,현기 및 어지러움,203
신경외과,17,M79,달리 분류되지 않은 기타 연조직장애,153
신경외과,18,I61,뇌내출혈,125
신경외과,19,G62,기타 다발신경병증,118
신경외과,20,I60,지주막하출혈,100
신장내과,1,N18,만성 콩팥(신장)기능상실,10725
신장내과,2,E11,인슐린-비의존 당뇨병,7518
신장내과,3,I10,본태성(일차성)고혈압,2985
신장내과,4,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,625
신장내과,5,J44,기타 만성 폐쇄성 폐질환,599
신장내과,6,E78,지질단백질대사장애 및 기타 지질증,479
신장내과,7,R60,달리 분류되지 않은 부종,355
신장내과,8,J42,상세불명의 만성 기관지염,261
신장내과,9,N17,급성 콩팥(신장)기능상실,182
신장내과,10,R79,혈액화학의 기타 이상소견,145
신장내과,11,U07,U07의 응급사용,137
신장내과,12,E03,기타 갑상선기능저하증,119
신장내과,13,J45,천식,108
신장내과,14,J18,상세불명 병원체의 폐렴,107
신장내과,15,K21,위-식도역류병,102
신장내과,16,C34,기관지 및 폐의 악성 신생물,82
신장내과,17,N39,비뇨기계통의 기타 장애,81
신장내과,18,K59,기타 기능적 창자 장애,80
신장내과,19,R80,고립성 단백뇨증,77
신장내과,20,J00,급성 코인두염[감기],73
안과,1,H25,노인성 백내장,7442
안과,2,H40,녹내장,3501
안과,3,H35,기타 망막장애,2631
안과,4,H04,눈물기관의 장애,2155
안과,5,Z96,기타 기능적 삽입물의 존재,1534
안과,6,H36,달리 분류된 질환에서의 망막장애,1395
안과,7,H19,달리 분류된 질환에서의 공막 및 각막의 장애,1115
안과,8,H26,기타 백내장,897
안과,9,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,721
안과,10,H02,안검의 기타 장애,618
안과,11,H34,망막혈관폐쇄,399
안과,12,H16,각막염,227
안과,13,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,218
안과,14,H43,초자체의 장애,194
안과,15,H11,결막의 기타 장애,168
안과,16,H10,결막염,130
안과,17,H33,망막박리 및 망막이단(離斷),72
안과,18,H27,수정체의 기타 장애,72
안과,19,H52,굴절 및 조절의 장애,64
안과,20,H00,맥립종 및 콩다래끼,63
외과,1,K80,담석증,933
외과,2,I83,하지의 정맥류,853
외과,3,K64,치핵 및 항문주위정맥혈전증,846
외과,4,L72,피부 및 피하조직의 모낭성 낭,444
외과,5,K59,기타 기능적 창자 장애,366
외과,6,K40,서혜헤르니아,358
외과,7,R15,분변의 실금,353
외과,8,D13,기타 및 부위불명의 소화계통의 양성 신생물,308
외과,9,N63,유방의 상세불명의 소괴,300
외과,10,I70,죽상경화증,224
외과,11,S22,늑골. 흉골 및 흉추골의 골절,223
외과,12,I87,정맥의 기타 장애,202
외과,13,L02,"피부의 농양, 종기 및 큰종기",192
외과,14,R10,복부 및 골반통증,191
외과,15,L89,욕창성 및 압박부위 궤양,190
외과,16,K29,위염 및 십이지장염,178
외과,17,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,169
외과,18,S20,흉부의 표재성 손상,160
외과,19,K82,쓸개(담낭)의 기타 질환,150
외과,20,R22,피부 및 피하조직의 국한적 종창. 종괴 및 소괴,146
응급실,1,R52,달리 분류되지 않은 통증,3058
응급실,2,M79,달리 분류되지 않은 기타 연조직장애,1277
응급실,3,T14,상세불명의 신체부위의 손상,609
응급실,4,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,354
응급실,5,M54,배통,245
응급실,6,U07,U07의 응급사용,226
응급실,7,R53,병감 및 피로,211
응급실,8,R10,복부 및 골반통증,210
응급실,9,J18,상세불명 병원체의 폐렴,206
응급실,10,R07,인후 및 흉곽의 동통,189
응급실,11,L50,두드러기,174
응급실,12,R42,현기 및 어지러움,171
응급실,13,K29,위염 및 십이지장염,156
응급실,14,N39,비뇨기계통의 기타 장애,139
응급실,15,S01,머리의 열린상처,136
응급실,16,R50,원인 미상의 열,131
응급실,17,K59,기타 기능적 창자 장애,128
응급실,18,R51,두통,108
응급실,19,R33,요폐,98
응급실,20,M48,기타 척추병증,89
이비인후과,1,H90,전음성 및 감각신경성 청력소실,3737
이비인후과,2,J34,코 및 코옆굴의 기타 장애,2943
이비인후과,3,J38,달리 분류되지 않은 성대및 후두의 질환,2922
이비인후과,4,H93,달리 분류되지 않은 귀의 기타 장애,2663
이비인후과,5,J30,혈관운동성 및 앨러지성 비염,650
이비인후과,6,R42,현기 및 어지러움,626
이비인후과,7,J37,만성후두염 및 후두기관염,622
이비인후과,8,K12,입안염 및 관련 병터,333
이비인후과,9,R07,인후 및 흉곽의 동통,332
이비인후과,10,R05,기침,332
이비인후과,11,J33,코폴립,323
이비인후과,12,K14,혀의 질환,204
이비인후과,13,R04,호흡기도 출혈,166
이비인후과,14,H60,외이염,141
이비인후과,15,H66,화농성 및 상세불명의 중이염,138
이비인후과,16,H92,이통 및 귀의 삼출액,133
이비인후과,17,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,115
이비인후과,18,R68,기타 전신 증상 및 징후,99
이비인후과,19,H61,외이의 기타장애,97
이비인후과,20,K11,타액선의 질환,89
일반검진,1,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,1310
일반검진,2,K29,위염 및 십이지장염,237
일반검진,3,K21,위-식도역류병,28
일반검진,4,K26,십이지장궤양,3
일반검진,5,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,2
일반검진,6,K31,위 및 십이지장의 기타 질환,1
일반검진,7,K27,상세불명 부위의 소화성 궤양,1
일반검진,8,K25,위궤양,1
재활의학과,1,M51,기타 추간판장애,16722
재활의학과,2,G62,기타 다발신경병증,5287
재활의학과,3,M50,목뼈원판 장애,3280
재활의학과,4,M48,기타 척추병증,2103
재활의학과,5,M75,어깨병변,1479
재활의학과,6,G81,편마비,1457
재활의학과,7,I63,뇌경색증,1220
재활의학과,8,M54,배통,1135
재활의학과,9,M47,척추증,1030
재활의학과,10,M79,달리 분류되지 않은 기타 연조직장애,643
재활의학과,11,G60,유전성 및 특발성 신경병증,610
재활의학과,12,G82,하반신마비 및 사지마비,506
재활의학과,13,M96,달리 분류되지 않은 처치후 근육골격 장애,502
재활의학과,14,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,455
재활의학과,15,G80,유아성 뇌성마비,428
재활의학과,16,M19,"연기, 불 및 화염에 노출",407
재활의학과,17,R26,보행과 이동의 이상,402
재활의학과,18,M24,기타 특정 관절장애,383
재활의학과,19,M72,섬유모세포장애,375
재활의학과,20,R13,연하곤란,360
정신건강의학과,1,F32,우울증 에피소드,3406
정신건강의학과,2,G47,수면장애,2673
정신건강의학과,3,F41,기타 불안장애,1444
정신건강의학과,4,F00,알츠하이머병에서의 치매(G30.-+),961
정신건강의학과,5,F51,비기질적 수면 장애,881
정신건강의학과,6,F43,심한 스트레스에 대한 반응 및 적응장애,343
정신건강의학과,7,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,289
정신건강의학과,8,F03,상세불명의 치매,232
정신건강의학과,9,F31,양극성 정동장애,225
정신건강의학과,10,F20,조현병,203
정신건강의학과,11,F10,알콜사용에 의한 정신및 행동장애,187
정신건강의학과,12,R41,인지기능 및 자각에 관한 기타 증상 및 징후,177
정신건강의학과,13,F45,신체형장애,156
정신건강의학과,14,F40,공포성 불안장애,67
정신건강의학과,15,F60,특정 인격장애,58
정신건강의학과,16,F34,지속성 기분[정동]장애,57
정신건강의학과,17,F29,상세불명의 비기질적 정신병,55
정신건강의학과,18,F05,알콜 및 기타 정신활성물질에 의하여 유발된 것이 아닌 섬망,51
정신건강의학과,19,F42,강박장애,49
정신건강의학과,20,F22,지속성 망상장애,43
정형외과,1,M17,윤충증,6377
정형외과,2,M75,어깨병변,3153
정형외과,3,M13,추 락,2704
정형외과,4,M48,기타 척추병증,1347
정형외과,5,M81,병적골절이 없는 골다공증,1090
정형외과,6,M19,"연기, 불 및 화염에 노출",644
정형외과,7,M10,활막 및 건 장애,599
정형외과,8,M65,활막염 및 건초염,528
정형외과,9,S83,무릎의 관절 및 인대의 탈구. 염좌 및 긴장,392
정형외과,10,S82,발목을 포함한 아래다리의 골절,379
정형외과,11,S43,"팔이음뼈의 관절 및 인대의 탈구, 염좌 및 긴장",353
정형외과,12,M20,외인의 기타 및 상세불명의 영향,348
정형외과,13,S52,아래팔의 골절,345
정형외과,14,M23,유독성 물질에 의한 불의의 중독 및 노출,322
정형외과,15,S72,대퇴골의 골절,320
정형외과,16,S92,발목을 제외한 발의 골절,305
정형외과,17,R52,달리 분류되지 않은 통증,251
정형외과,18,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,243
정형외과,19,M77,기타 골부착부병증,223
정형외과,20,M25,달리 분류되지 않은 기타 관절장애,211
종합검진,1,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,17
종합검진,2,C22,간 및 간내담관의 악성 신생물,4
치과,1,K08,치아 및 지지구조의 기타 장애,8233
치과,2,K05,치은염(잇몸염)및 치주 질환,6416
치과,3,K04,치수 및 치근단주위조직의 질환,5159
치과,4,K02,치아우식증,3219
치과,5,K03,치아경조직의 기타 질환,1396
치과,6,S02,머리뼈 및 얼굴뼈의 골절,845
치과,7,K07,치아얼굴이상[부정교합포함],252
치과,8,K12,입안염 및 관련 병터,151
치과,9,H61,외이의 기타장애,88
치과,10,K06,치은(잇몸) 및 무치성 치조융선(이틀융기)의 기타 장애,75
치과,11,K01,매몰치 및 매복치,43
치과,12,K09,달리 분류되지 않은 구강영역의 낭,11
치과,13,S09,머리의 기타 및 상세불명의 손상,10
치과,14,K13,입술 및 구강점막의 기타 질환,9
치과,15,Z97,기타 장치의 존재,8
치과,16,C31,부비동의 악성신생물,7
치과,17,B00,헤르페스바이러스[단순헤르페스] 감염,6
치과,18,K11,타액선의 질환,6
치과,19,C08,기타 및 상세불명의 주타액선의 악성 신생물,5
치과,20,M86,골수염,5
피부과,1,B35,피부사상균증,4482
피부과,2,L29,소양증,3024
피부과,3,L24,자극성 접촉피부염,1755
피부과,4,L21,지루피부염,1609
피부과,5,B02,대상포진,1229
피부과,6,L23,앨러지성 접촉피부염,1189
피부과,7,L28,만성 단순태선 및 양진,502
피부과,8,L40,건선,466
피부과,9,L85,기타 표피의 비후,413
피부과,10,D21,결합조직 및 기타 연조직의 기타 양성 신생물,336
피부과,11,L30,기타 피부염,332
피부과,12,L84,티눈 및 굳은살,318
피부과,13,L50,두드러기,309
피부과,14,L27,내부로 섭취된 물질에 의한 피부염,289
피부과,15,B00,헤르페스바이러스[단순헤르페스] 감염,222
피부과,16,L80,백반증,213
피부과,17,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,180
피부과,18,L82,지루각화증,170
피부과,19,L73,기타 모낭장애,169
피부과,20,L63,원형 탈모증,158
핵의학과,1,E03,기타 갑상선기능저하증,2749
핵의학과,2,E04,기타 비중독성 갑상선종,1180
핵의학과,3,E89,달리 분류되지 않은 처치후의 내분비및 대사장애,456
핵의학과,4,E05,갑상선독증[갑상선기능항진증],224
핵의학과,5,E06,갑상선염,78
핵의학과,6,E07,갑상선의 기타 장애,59
핵의학과,7,C73,갑상선의 악성 신생물,21
핵의학과,8,E21,부갑상선기능항진증 및 부갑상선의 기타장애,6
핵의학과,9,E78,지질단백질대사장애 및 기타 지질증,5
핵의학과,10,E83,무기질대사장애,4
핵의학과,11,D35,기타 및 상세불명의 내분비선의 양성 신생물,4
핵의학과,12,H81,전정기능의 장애,2
핵의학과,13,R69,미상 및 상세불명의 병인,2
핵의학과,14,R53,병감 및 피로,2
핵의학과,15,V83,운수사고에서 다친 주로 산업구내에서 사용되는 특수차량의 탑승,2
핵의학과,16,J20,급성 기관지염,2
핵의학과,17,H16,각막염,1
핵의학과,18,M81,병적골절이 없는 골다공증,1
핵의학과,19,K71,독성간질환,1
핵의학과,20,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,1
