상병명,mean,std
"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",10.375,7.927123419897391
행정목적을 위한 검사,10.25,8.098353742170895
간의 기타 질환,10.25,4.112987559751022
골괴사,10.235294117647058,7.750237188021295
기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,10.142857142857142,10.706473342262214
바이러스가 확인되지 않은 인플루엔자,10.133333333333333,28.955302170924135
기타 간질성 폐질환,10.08695652173913,10.448632113510278
기타 충수염,10.0,
기타 부위의 정맥류,10.0,16.072751268321593
보행과 이동의 이상,9.833333333333334,17.89922771912734
갑상선의 악성 신생물,9.8125,10.565470489602754
대동맥판 및 승모판의 선천기형,9.75,2.217355782608345
인지기능 및 자각에 관련된 기타 증상 및 징후,9.666666666666666,6.442049363362562
이식장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람,9.636363636363637,5.084736517711164
척추증,9.625,10.150230239410508
섬유모세포장애,9.5,10.858176642512316
외이염,9.5,5.066228051190222
담도의 기타 질환,9.444444444444445,6.904578380638394
무과립구증,9.428571428571429,13.818552057013099
화농성 관절염,9.375,7.1449282711585
백혈구의 기타 장애,9.25,10.21028892833107
"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",9.142857142857142,5.227673615344729
전정기능의 장애,9.133333333333333,10.697493334251892
"난소, 난관 및 넓은인대의 비염증성 장애",9.0,5.958187643906492
 급성인지 만성인지 명시되지 않은 기관지염,9.0,
달리 분류된 질환에서의 순환계통의 기타 장애,9.0,
우울에피소드,9.0,6.2182527020592095
손목 및 손부위의 골절,9.0,3.6514837167011076
달리 분류되지 않은 기타 상담 및 의학적 권고를 위해 보건서비스와 접하고 있는 사람,9.0,1.4142135623730951
기타 관절염,9.0,6.74536878161602
하부요로의 결석,8.884615384615385,7.946455426550497
뇌내출혈,8.884615384615385,7.860683615818281
파킨슨병,8.813559322033898,10.542973761396222
망막박리 및 망막열공,8.777777777777779,8.348319857578797
등통증,8.75925925925926,12.282730913206288
장의 혈관장애,8.692307692307692,5.437288162687588
 기타 추간판장애,8.666666666666666,9.814954576223638
심장 및 혈관 삽입물 및 이식편의 존재,8.666666666666666,5.979130371550699
기능성 소화불량,8.636363636363637,9.643875206799857
달리 분류되지 않은 호흡부전,8.5,16.22754859285078
장의 게실병,8.473684210526315,7.967771339399685
일과성 뇌허혈발작 및 관련 증후군,8.458333333333334,7.500603840426082
요도협착,8.4,7.18477923332227
방광의 기타 장애,8.333333333333334,8.112306935115548
다발관절증,8.333333333333334,7.826237921249264
기타 특정 관절병증,8.0,0.0
달리 분류되지 않은 바이러스폐렴,8.0,7.937253933193772
기흉,7.947368421052632,8.44902153579222
음경의 기타 장애,7.882352941176471,6.594338034833145
"발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장",7.833333333333333,4.215052391924289
안면신경장애,7.666666666666667,7.9107338562820795
기타 및 상세불명의 흉곽내기관의 손상,7.5,2.3804761428476167
뇌하수체의 기능저하 및 기타 장애,7.5,12.37605214382465
마비성 사시,7.454545454545454,5.48386061755104
고혈압성 심장병,7.444444444444445,6.306962642808168
자궁경부의 이형성,7.4,3.361547262794322
달리 분류되지 않은 비뇨생식계통의 처치후 장애,7.333333333333333,6.889605697474034
골수형성이상증후군,7.266666666666667,12.803273390965668
항문 및 직장부의 열창 및 누공,7.238095238095238,5.503678423606907
신우를 제외한 신장의 악성 신생물,7.228571428571429,10.364207964079508
세균학적 및 조직학적으로 확인된 호흡기결핵,7.217391304347826,6.251956215596774
골수염,7.133333333333334,6.446113631668383
기타 염증성 간질환,7.105263157894737,6.7321346857368045
항문 및 직장의 기타 질환,7.0,6.036923425424944
 등통증,7.0,5.656854249492381
조현정동장애,7.0,0.7071067811865476
외부 인공삽입장치의 부착 및 조정을 위하여 보건서비스와 접하고 있는 사람,7.0,
의학적 치료의 개인력,7.0,
중이 및 호흡계통의 양성 신생물,6.777777777777778,7.031674369909662
중이 및 호흡계통의 제자리암종,6.75,2.9860788111948193
심장막의 기타 질환,6.75,4.048007366144933
윤활막 및 힘줄의 기타 장애,6.666666666666667,5.131601439446884
급성 세뇨관-간질신장염,6.617977528089888,6.202099384258251
입 및 인두의 양성 신생물,6.583333333333333,5.418123347254158
갑상선의 양성 신생물,6.5,4.203173404306164
다발판막질환,6.5,0.7071067811865476
달리 분류되지 않은 눈 및 눈부속기의 처치후 장애,6.5,7.7781745930520225
양성 지방종성 신생물,6.482758620689655,6.982737335003743
호흡 및 소화기관의 이차성 악성 신생물,6.476190476190476,7.004420373014798
담도의 기타 및 상세불명 부분의 악성 신생물,6.45945945945946,5.575714177447458
기타 기능성 삽입물의 존재,6.4,12.074767078498866
췌장의 기타 질환,6.4,4.501851470969102
천식,6.384615384615385,6.312380996593428
기타 빈혈,6.379310344827586,7.257576302947387
전립선의 염증성 질환,6.37037037037037,5.182427023851842
고관절증,6.333333333333333,8.386497083606084
바이러스성 및 기타 명시된 장감염,6.333333333333333,7.201851613763412
달리 분류되지 않은 신장 및 요관의 기타 장애,6.2272727272727275,6.8377928643248085
심장박동의 이상,6.222222222222222,4.576510072581994
실신 및 허탈,6.17948717948718,5.280907990467044
자궁체부의 악성 신생물,6.1,5.10881590977792
비뇨기관의 행동양식 불명 또는 미상의 신생물,6.055555555555555,7.4712958339172
급성 편도염,6.055555555555555,16.42262507576316
기타 비감염성 위장염 및 결장염,6.052631578947368,6.389867710424461
기타 다발신경병증,6.05,5.817170590949739
달리 분류되지 않은 흉막삼출액,6.027027027027027,4.9804422298431295
 담석증,6.0,5.656854249492381
기타 영양결핍,6.0,
호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,6.0,10.295630140987
자궁경부의 제자리암종,6.0,3.7416573867739413
정맥염 및 혈전정맥염,6.0,3.847076812334269
"고관절의 관절 및 인대의 탈구, 염좌 및 긴장",6.0,
 팔의 단일신경병증,6.0,
" 뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애",6.0,
"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",5.888888888888889,5.946520924970424
기타 비외상성 두개내출혈,5.857142857142857,5.745294018703006
달리 분류되지 않은 경련,5.846153846153846,5.970010522689692
"수분, 전해질 및 산-염기균형의 기타 장애",5.826086956521739,5.502744155120695
후두의 악성 신생물,5.777777777777778,5.14241620684717
욕창궤양 및 압박부위,5.7727272727272725,5.467930906500959
상기도의 기타 질환,5.75,6.601767440112787
입술 및 구강점막의 기타 질환,5.75,2.6299556396765835
폐색전증,5.733333333333333,4.298623142302687
회복기,5.6923076923076925,4.854287029431054
달리 분류되지 않은 생체역학적 병변,5.666666666666667,3.2145502536643185
기타 비독성 고이터,5.666666666666667,4.926120853842978
기타 정형외과적 추적치료,5.666666666666667,4.509249752822894
방광염,5.659574468085107,6.404063233755789
고환염 및 부고환염,5.65,3.897029908181763
림프절의 이차성 및 상세불명의 악성 신생물,5.6,4.33589667773576
기타 및 상세불명의 내분비선의 양성 신생물,5.578947368421052,4.463628188837768
십이지장궤양,5.5,3.5032452487268535
눈물계통의 장애,5.5,3.3747427885527643
고혈압성 신장병,5.5,6.363961030678928
뼈의 기타 장애,5.5,5.259911279353167
척수의 기타 질환,5.454545454545454,6.067798762169179
"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",5.421052631578948,3.976539387089737
상세불명의 단백질-에너지영양실조,5.4,5.89915248150105
각막염,5.4,1.51657508881031
음낭수종 및 정액류,5.375,3.819998861825462
농흉,5.333333333333333,3.122498999199199
호흡의 이상,5.333333333333333,6.051064750552966
담낭의 악성 신생물,5.2592592592592595,4.372928895203662
저혈압,5.25,3.714835124201342
병감 및 피로,5.2,7.771158799748536
담낭의 기타 질환,5.166666666666667,3.9962103260085007
달리 분류되지 않은 처치의 합병증,5.138888888888889,5.632318871745089
기타 두통증후군,5.111111111111111,4.935697631653616
기타 윤활낭병증,5.111111111111111,4.226240777701989
이차성 파킨슨증,5.1,2.183269719175042
류마티스성 승모판질환,5.0,
폐 및 종격의 농양,5.0,2.8284271247461903
기타 및 부위불명 소화기관의 악성 신생물,5.0,
 만성 부비동염,5.0,
뇌전증,5.0,5.798706752371601
여러 신체부위를 침범한 표재성 손상,5.0,4.320493798938574
비소포성 림프종,4.9375,6.932712311931023
코폴립,4.923076923076923,3.9467610868816316
치은염 및 치주질환,4.916666666666667,4.187825066532601
급성 기관지염,4.857142857142857,11.257378532703406
요관의 악성 신생물,4.769230769230769,3.8547340192254977
비류마티스성 승모판장애,4.75,1.707825127659933
골수성 백혈병,4.636363636363637,7.978379876550467
악성 신생물에 대한 치료후 추적검사,4.625,4.779046527738113
직장구불결장접합부의 악성 신생물,4.590909090909091,4.425672839984909
수막의 양성 신생물,4.571428571428571,3.6903993847614402
기타 괴사성 혈관병증,4.5,2.345207879911715
기타 외부요인에 의한 호흡기병태,4.5,3.1091263510296048
달리 분류되지 않은 처치후 호흡장애,4.5,4.949747468305833
동맥색전증 및 혈전증,4.5,0.7071067811865476
상세불명의 신체부위의 손상,4.444444444444445,3.4681086744474685
기타 형태의 마이코박테리아에 의한 감염,4.4375,3.9994791327538306
식도의 악성 신생물,4.428571428571429,3.0602417167732625
신경근 및 신경총 장애,4.428571428571429,3.9557997482622462
세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,4.388888888888889,4.539226273650466
시각장애,4.333333333333333,2.8751811537130436
지주막하출혈,4.3,3.1640339933558095
거미막하출혈,4.2727272727272725,3.101319367330914
지속성 망상장애,4.25,2.362907813126304
기저핵의 기타 퇴행성 질환,4.222222222222222,3.073181485764296
안구의 장애,4.2,1.4832396974191326
상세불명 부위의 세균감염,4.166666666666667,2.48327740429189
기타 골부착부병증,4.166666666666667,2.316606713852541
1형 당뇨병,4.161290322580645,5.145203424508101
철결핍빈혈,4.133333333333334,3.136573805618997
이상불수의운동,4.083333333333333,3.1754264805429417
알츠하이머병,4.066666666666666,2.1536237457121516
기타 염증성 척추병증,4.045454545454546,2.902827402104184
후천성 용혈성 빈혈,4.0,
 1형 당뇨병,4.0,
치아경조직의 기타 질환,4.0,
"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",4.0,4.242640687119285
병적 골절을 동반한 골다공증,4.0,2.5298221281347035
달리 분류된 기타 질환에서의 치매,4.0,
중이의 진주종,4.0,0.0
심장의 기타 선천기형,4.0,
심한 스트레스에 대한 반응 및 적응장애,4.0,1.224744871391589
 손가락 및 발가락의 후천변형,4.0,
 상세불명 판막의 심내막염,4.0,
기타 무형성빈혈,4.0,
기타 및 상세불명 부위의 행동양식 불명 또는 미상의 신생물,4.0,2.6457513110645907
기타 피부의 악성 신생물,4.0,3.162277660168379
 기타 골부착부병증,4.0,
상세불명의 당뇨병,3.948717948717949,4.999730087181644
기타 세균성 장감염,3.9444444444444446,5.66176258382101
폐의 진단영상검사상 이상소견,3.875,4.54933276112317
다발골수종 및 악성 형질세포신생물,3.8421052631578947,5.804817519332415
상세불명의 혈뇨,3.84,3.4481879299133333
상세불명의 치매,3.8333333333333335,3.682230781660998
기타 추체외로 및 운동 장애,3.8181818181818183,2.0404990476930798
음식 및 수액 섭취에 관계된 증상 및 징후,3.75,2.49284690951645
기타 및 원인미상의 열,3.731707317073171,5.123594393801594
기타 및 상세불명 부위의 이차성 악성 신생물,3.6666666666666665,5.053051883103253
 대퇴골의 골절,3.6666666666666665,2.516611478423583
림프관 및 림프절의 기타 비감염성 장애,3.6666666666666665,2.3094010767585034
복부 및 골반 통증,3.6666666666666665,3.8653818013992143
척주측만증,3.6666666666666665,3.7859388972001824
척추의 상세불명 부위의 골절,3.6666666666666665,1.0327955589886444
삼차신경의 장애,3.6666666666666665,2.3094010767585034
식도의 기타 질환,3.6666666666666665,3.5023801430836525
달리 분류되지 않은 간부전,3.6666666666666665,5.125101625008685
기타 기관의 결핵,3.6666666666666665,2.516611478423583
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",3.6,4.774934554525329
기타 사시,3.5714285714285716,3.101458950082625
난소의 악성 신생물,3.5555555555555554,2.254987210664716
피부 및 피하조직의 모낭낭,3.5294117647058822,2.917996895535179
뇌의 악성 신생물,3.5185185185185186,2.3100178216157414
기타 백내장,3.5,3.5680203517874207
결막의 기타 장애,3.5,2.8809720581775866
달리 분류되지 않은 부종,3.48,2.434474618201362
수정체의 기타 장애,3.4545454545454546,2.3817487845545915
"뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애",3.4444444444444446,2.351122663277647
자반 및 기타 출혈성 병태,3.4,3.361547262794322
통풍,3.3846153846153846,3.123525293063953
침샘의 질환,3.3636363636363638,3.5006492904239144
기타 및 상세불명 유형의 비호지킨림프종,3.3529411764705883,3.5696844480743013
자궁내막증,3.3333333333333335,1.8618986725025255
치수 및 근단주위조직의 질환,3.3333333333333335,2.065591117977289
달리 분류된 질환에서의 뇌신경장애,3.3333333333333335,3.2145502536643185
목부위의 신경 및 척수의 손상,3.2857142857142856,3.3610568719828735
"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",3.2857142857142856,2.7295694624884432
용적고갈,3.25,0.9574271077563382
혀의 질환,3.25,3.8622100754188224
달리 분류되지 않은 외과적 및 내과적 치료의 기타 합병증,3.25,1.892969448600091
두드러기,3.25,3.8622100754188224
복막염,3.2,3.346640106136302
상세불명의 신염증후군,3.2,2.973961069759395
편도의 악성 신생물,3.1666666666666665,3.488074922742725
구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,3.142857142857143,4.27617987059879
기타 패혈증,3.12,2.8474120007545127
폐기종,3.0,2.0
만성 바이러스간염,3.0,
"수분, 전해질 및 산-염기균형의 기타장애",3.0,
악성 면역증식성 질환,3.0,2.8284271247461903
순환계통 및 호흡계통의 기타 증상 및 징후,3.0,3.366501646120693
아밀로이드증,3.0,
혈청검사양성 류마티스관절염,3.0,2.2563042992710645
맥립종 및 콩다래끼,3.0,
급성 림프절염,3.0,
중증근무력증 및 기타 근신경장애,3.0,2.8284271247461903
자궁경부를 제외한 자궁의 염증성 질환,3.0,2.1213203435596424
기타 및 상세불명 부위의 양성 신생물,3.0,1.4142135623730951
급성 심장막염,3.0,
기타 불안장애,3.0,2.8284271247461903
기타 및 상세불명의 원인에 의한 수막염,3.0,2.1213203435596424
난관염 및 난소염,3.0,
전신홍반루푸스,3.0,
결합조직 및 기타 연조직의 기타 양성 신생물,3.0,2.160246899469287
달리 분류되지 않은 기타 진균증,3.0,
염증성 다발신경병증,2.923076923076923,1.7541160386140584
낭성 신장병,2.8333333333333335,2.136976056643281
구역 및 구토,2.8,2.4899799195977463
피부의 제자리암종,2.8,2.4899799195977463
급성 및 아급성 심내막염,2.8,2.04939015319192
기관지확장증,2.8,2.2424476423255526
편도 및 아데노이드의 만성 질환,2.7777777777777777,2.488864087178013
급성 부비동염,2.75,2.872281323269014
자율신경계통의 장애,2.75,2.2519832529192065
기도출혈,2.736842105263158,1.7901615465016276
신우의 악성 신생물,2.727272727272727,1.9540168418367887
항문 및 직장부의 농양,2.6666666666666665,1.7232808737106584
달리 분류되지 않은 기타 등병증,2.6666666666666665,2.0816659994661326
달리 분류된 질환에서의 다발신경병증,2.6666666666666665,1.6583123951777
기타 폐성 심장질환,2.6666666666666665,2.8867513459481287
기타 여성골반염증질환,2.6666666666666665,0.5773502691896257
혈관운동성 및 알레르기성 비염,2.6666666666666665,2.8867513459481287
대상포진,2.64,3.3401596768218536
다리손상의 후유증,2.6,2.1908902300206647
뇌전증지속상태,2.6,2.3021728866442674
"피부의 농양, 종기 및 큰종기",2.5294117647058822,1.9722337291388514
가려움,2.5,2.1213203435596424
바이러스사마귀,2.5,2.1213203435596424
급성인지 만성인지 명시되지 않은 기관지염,2.5,2.5343790014670105
머리손상의 후유증,2.5,1.9148542155126764
급성 폐색성 후두염[크룹] 및 후두개염,2.5,3.070597894314954
재발성 우울장애,2.5,1.6903085094570334
재발성 및 지속성 혈뇨,2.5,1.0
기능검사의 이상결과,2.5,2.1213203435596424
아스페르길루스증,2.5,1.7320508075688772
기타 결합조직 및 연조직의 악성 신생물,2.5,1.9272482233188633
 경추간판장애,2.5,2.1213203435596424
하인두의 악성 신생물,2.5,2.345207879911715
소변정체,2.5,1.4337208778404378
자궁경부의 악성 신생물,2.4615384615384617,1.3301243435223524
안와의 장애,2.4444444444444446,1.2360330811826103
고립된 단백뇨,2.4,1.140175425099138
두개내 및 척추내 농양 및 육아종,2.375,1.685018016012207
부위의 명시가 없는 악성 신생물,2.3636363636363638,1.6292775867068985
이상혈청효소수치,2.3333333333333335,1.1547005383792515
기침,2.3333333333333335,1.1547005383792517
각막의 기타 장애,2.3333333333333335,1.1547005383792515
눈 및 안와의 손상,2.3333333333333335,1.505545305418162
기타 이상 자궁 및 질 출혈,2.3333333333333335,1.5275252316519468
비뇨 및 골반 기관의 손상,2.3333333333333335,1.1547005383792517
비뇨기관의 양성 신생물,2.3333333333333335,1.118033988749895
여성생식기관의 행동양식 불명 또는 미상의 신생물,2.3333333333333335,1.5275252316519468
망막혈관폐쇄,2.25,0.9574271077563381
"뇌염, 척수염 및 뇌척수염",2.25,1.5
목 및 몸통 손상의 후유증,2.2,0.4472135954999579
달리 분류되지 않은 구강영역의 낭,2.2,1.6431676725154984
혈관성 치매,2.2,1.0954451150103324
달리 분류되지 않은 기타 관절장애,2.142857142857143,3.023715784073818
기타 특정 관절장애,2.125,1.3562026818605373
편도주위농양,2.066666666666667,2.5764501233470907
상세불명 신체부위의 화상 및 부식,2.0,
흉선의 악성 신생물,2.0,
상세불명의 바이러스뇌염,2.0,
상세불명의 기분[정동]장애,2.0,
 U07의 응급사용,2.0,1.4142135623730951
달리 분류된 질환에서의 사구체장애,2.0,1.7320508075688772
상세불명의 진균증,2.0,2.0
제왕절개에 의한 단일분만,2.0,
근육의 기타 장애,2.0,1.3165611772087666
달리 분류되지 않은 세균성 수막염,2.0,1.4142135623730951
달리 분류되지 않은 기타 세균성 질환,2.0,
신증후군,2.0,0.9428090415820634
제자리흑색종,2.0,1.4142135623730951
수막의 악성 신생물,2.0,0.0
달리 분류되지 않은 순환계통의 처치후 장애,2.0,1.4142135623730951
소장의 악성 신생물,2.0,1.3093073414159542
골 및 관절연골의 양성 신생물,2.0,1.4142135623730951
 파킨슨병,2.0,
 치수 및 근단주위조직의 질환,2.0,
폐포자충증(J173*),2.0,
 비뇨계통의 기타 장애,2.0,1.0
복막의 기타 장애,2.0,1.0
 달리 분류되지 않은 처치의 합병증,2.0,
