"대분류","중분류","소분류","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함여부","약제비포함여부","특이사항"
"행위","","","초음파 검사료","진단초음파혈관(하지 정맥류 검사를 실시)사지혈관 도플러","SEB489","","154810","","","","",""
"행위","","","초음파 검사료","혈관대동맥 도플러 초음파","SEB490","","83960","","","","",""
"행위","","","초음파 검사료","심장경식도 심초음파","SEB611","","284180","","","","",""
"행위","","","초음파 검사료","심장심장내 초음파","SEB612","","312590","","","","",""
"행위","","","초음파 검사료","신경중추신경계 초음파","SEB501","","193580","","","","",""
"행위","","","초음파 검사료","신경중추신경계 초음파","SEB502","","193580","","","","",""
"행위","","","초음파 검사료","신경말초신경 초음파","SEB503","","57740","","","","",""
"행위","","","초음파 검사료","신경말초신경 초음파","SEB504","","150600","","","","",""
"행위","","","뇌","뇌일반촬영료,판독료 등","HI101","","372570","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","뇌","뇌조영제 주입 전·후 촬영 판독","HI201","","494470","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","두경부","안면 일반촬영료,판독료 등","HI103","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","두경부","안면  조영제 주입 전·후 촬영 판독","HI203","","536990","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","두경부","부비동 일반촬영료,판독료 등","HI104","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","두경부","부비동  조영제 주입 전·후 촬영 판독","HI204","","536990","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","두경부","안와 일반촬영료,판독료 등","HI105","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","두경부","안와   조영제 주입 전·후 촬영 판독","HI205","","536990","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","두경부","측두골 일반촬영료,판독료 등","HI106","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","두경부","측두골   조영제 주입 전·후 촬영 판독","HI206","","536990","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","두경부","측두하악관절 일반촬영료,판독료 등","HI107","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","두경부","측두하악관절   조영제 주입 전·후 촬영 판독","HI207","","536990","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","두경부","경부 일반촬영료,판독료 등","HI108","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","두경부","경부    조영제 주입 전·후 촬영 판독","HI208","","536990","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","복부 일반촬영료,판독료 등","HI127","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","복부  조영제 주입 전·후 촬영 판독","HI227","","536940","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","골반 일반촬영료,판독료 등","HI128","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","골반  조영제 주입 전·후 촬영 판독","HI228","","536940","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","췌장 일반촬영료,판독료 등","HI129","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","췌장  조영제 주입 전·후 촬영 판독","HI229","","536940","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","신장 및 부신 일반촬영료,판독료 등","HI130","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","신장 및 부신  조영제 주입 전·후 촬영 판독","HI230","","536940","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","음낭 및 음경 일반촬영료,판독료 등","HI131","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","음낭 및 음경   조영제 주입 전·후 촬영 판독","HI231","","536940","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","간 일반촬영료,판독료 등","HI132","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","간  조영제 주입 전·후 촬영 판독","HI232","","536940","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","담췌관 일반촬영료,판독료 등","HI133","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","담췌관  조영제 주입 전·후 촬영 판독","HI233","","536940","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","전립선 일반촬영료,판독료 등","HI134","","404670","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","복부","전립선  조영제 주입 전·후 촬영 판독","HI234","","536940","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","혈관[동맥 또는 정맥]","뇌혈관 일반촬영료,판독료 등","HI135","","405770","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","혈관[동맥 또는 정맥]","뇌혈관  조영제 주입 전·후 촬영 판독","HI235","","538560","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","혈관[동맥 또는 정맥]","경부혈관 일반촬영료,판독료 등","HI136","","405770","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","혈관[동맥 또는 정맥]","경부혈관  조영제 주입 전·후 촬영 판독","HI236","","538560","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","척추","MRI CERVICAL  일반촬영료,판독료 등","HE109","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","척추","MRI CERVICAL  조영제 주입 전·후 촬영 판독","HE209","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","척추","MRI TSPINE  일반촬영료,판독료 등","HE110","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","척추","MRI TSPINE  조영제 주입 전·후 촬영 판독","HE210","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","척추","MRI LSPINE 일반촬영료,판독료 등","HE111","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","척추","MRI LSPINE  조영제 주입 전·후 촬영 판독","HE211","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","척추","MRI MYELOGRAM 일반촬영료,판독료 등","HE112","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","척추","척추척추강 조영제 주입 전·후 촬영 판독","HE212","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","척추","MRI LSPINE(흉추 동시) 일반촬영료,판독료 등","HE113","","645000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","척추","MRI SPINE MYELOGRAM(경추, 흉추, 요천추 동시 촬영) 일반촬영료,판독료 등","HE114","","645000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI SHOULDER 일반촬영료,판독료 등","HE115","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI SHOULDER  조영제 주입 전·후 촬영 판독","HE215","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI ELBOW  일반촬영료,판독료 등","HE116","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI ELBOW  조영제 주입 전·후 촬영 판독","HE216","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI WRIST 일반촬영료,판독료 등","HE117","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI WRIST   조영제 주입 전·후 촬영 판독","HE217","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI HIP 일반촬영료,판독료 등","HE118","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI HIP   조영제 주입 전·후 촬영 판독","HE218","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI SACRUM 일반촬영료,판독료 등","HE119","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI SACRUM   조영제 주입 전·후 촬영 판독","HE219","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI. KNEE 일반촬영료,판독료 등","HE120","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI. KNEE   조영제 주입 전·후 촬영 판독","HE220","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI Ankle 일반촬영료,판독료 등","HE121","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI Ankle  조영제 주입 전·후 촬영 판독","HE221","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI Upper Extremities 일반촬영료,판독료 등","HE122","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI Upper Extremities   조영제 주입 전·후 촬영 판독","HE222","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI LOWER EXTREMITY 일반촬영료,판독료 등","HE123","","430000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","근골격계","MRI LOWER EXTREMITY   조영제 주입 전·후 촬영 판독","HE223","","430000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","혈관[동맥 또는 정맥]","MRI 사지혈관EXTREMITY ANGIO 일반촬영료,판독료 등","HE139","","400000","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","혈관[동맥 또는 정맥]","MRI 사지혈관EXTREMITY ANGIO   조영제 주입 전·후 촬영 판독","HE239","","400000","","","","","전송비용(금액) 포함 & 조영제 별도산정 / 급여 인정기준 외 실시한 경우 비급여"
"행위","","","특수검사","확산","HF101","","216070","","","","","전송비용(금액) 포함  급여 인정기준 외 실시한 경우 비급여"
"행위","","","특수검사","관류 [3차원자기공명영상 포함]","HF102","","331070","","","","",""
"행위","","","특수검사","분광영상","HF103","","216990","","","","",""
"행위","","","특수검사","영화 [기본검사 및 3차원자기공명영상 포함]","HF104","","486270","","","","",""
"행위","","","특수검사","Dynamic [기본검사 포함]","HF105","","381990","","","","",""
"행위","","","특수검사","기능적 [기본검사 및 3차원자기공명영상 포함]","HF107","","557540","","","","",""
"행위","이학요법료","","기타 이학요법료","도수치료 [1일당]","FZ00400","","40000","","","","",""
"행위","이학요법료","","기타 이학요법료","증식치료 [사지관절부위]","FZ01301","","20000","","","","",""
"행위","이학요법료","","기타 이학요법료","증식치료 [척추부위]","FZ01302","","30000","","","","",""
"행위","이학요법료","","기타 이학요법료","전산화 인지재활치료","FZ01600","","35000","","","","",""
"행위","처치 및 수술료 등","","근골","체외충격파 치료 [근골격계질환]","HZRM00200","","50000","","","","",""
"행위","처치 및 수술료 등","","순환기","하지정맥류레이저정맥폐쇄술","HZCS00400","","1000000","","","","",""
"행위","처치 및 수술료 등","","신경","경피적 경막외강 신경성형술","HZNS00500","","1138624","","","Y","",""
"행위","치과 처치·수술료","","치아질환 처치","광중합형 복합레진 충전","JU0239","","80000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","광중합형 복합레진 충전","JU0240","","80000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","광중합형 복합레진 충전","JU0241","","80000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","가철성 의치 어테치먼트 교환 [재료]","","","150000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","가철성 의치, 자석 교환 [재료]","","","150000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","인공치매식, 자석 교환 [재료]","","","200000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Mat 인공치매식, 지대치 교환, A [재료]","","","200000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Mat 인공치매식, 지대치 교환, B [재료]","","","400000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","인공치매식, 코핑 스크류 교환 [재료]","","","30000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","인공치매식, 유씨엘에이 스크류 교환 [재료]","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","인공치매식, 크라운 재제작비, A [재료]","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","인공치매식, 크라운 재제작비, B [재료]","","","200000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","오버덴쳐 클립 교환 [재료]","","","10000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","오버덴쳐 오링 교환 [재료]","","","20000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","경질 레진 전치 [재료]","","","20000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","경질 레진 구치 [재료]","","","30000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","코너스 텔레스코픽 크라운 밀링 기공비 [재료]","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Pressure Injection Resin System [재료]","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","노벨가이드 [서지컬템플레이트,임플란트5개이상","","","1500000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","노벨가이드 [서지컬 템플레이트,임플란트4개이하]","","","1000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","광중합 복합 레진 충전","","","80000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","심미 레진 충전","","","250000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","포세린관 수리, 단순","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","포세린관 수리, 복잡","","","200000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","나선형 합정","","","70000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Pin 핀","","","10000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","의치수리, 단순","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","의치수리, 복잡","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","의치 직접 이장술, 단순","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","의치 직접 이장술, 복잡","","","150000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","탄성 의치상 이장술","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","임시 의치, 단순","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","레진 가공 의치  [1치당]","","","30000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","안면 체형","","","200000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치태조절 및 예방술식, 단순","","","10000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치태조절 및 예방술식, 복잡","","","30000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","T.B.I 잇솔질 교습 [회당]","","","30000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아 표백술, 단순","","","30000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아 표백술, 복잡","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","유구치 가공 치관","","","150000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","모형 분석용 인상 [1악당]","","","30000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","교합안정장치, 단순 [1악당]","","","300000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","관리 교합안정장치 관리","","","30000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","불소 도포 [1악당]","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Resin facing 수리 [1치당]","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","구강 검사 및 상담","","","30000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아 매식 진단료, 단순","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아 매식 진단료, 복잡","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","피.알.피","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","교환 치아지지 가철성 의치 클립 교환","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아지지 가철성 의치 오링&이알에이 교환","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아지지 가철성 의치 자석체 교환","","","200000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아매식, 자석체 교환","","","300000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아매식, 지대체 교환","","","300000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아매식, 코핑 스크류 교환","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아매식, 유씨엘에이 스크류 교환","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아매식 수리, 단순","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아매식 수리, 복잡","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아매식, 임시 레진치, 단순","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","치아매식, 임시 레진치, 복잡","","","200000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","골 이식술, 단순","","","200000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","골 이식술, 복잡","","","1000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Pit & fissure sealant 치면 열구 전색","","","30000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Orthodontics, Morthly fee 교정 월정비","","","60000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Scaling 치석제거","","","80000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Laser 충치예방치료 [1치당]","","","10000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Laser 미백치료 [1치당]","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","구취측정 검사","","","30000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Sp cr 기성금관","","","60000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Cornus Denture [내관 & 외관]","","","500000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","보격장치 [고정식]","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","보격장치 [가철식]","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","보철 치료(CHECK UP)중","","","10000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","SURGICAL UNCOVERING [1치당] 치관노출술 [1치당]","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","골증대술","","","500000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","임플란트목적 상악동거상술 [편측]","","","300000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","임플란트목적 하치조측방전위술 [편측]","","","1000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","임플란트목적 하치조측방전위술 [양측]","","","1500000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","MANDIBULAR RECONSTRUCTION A 악안면골재건정복술 A","","","1000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","MANDIBULAR RECONSTRUCTION B 악안면골재건정복술 B","","","2000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","MANDIBULAR RECONSTRUCTION C 악안면골재건정복술 C","","","3000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","MANDIBULAR RECONSTRUCTION D 악안면골재건정복술 D","","","4000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","MANDIBULAR RECONSTRUCTION E 악안면골재건정복술 E","","","5000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","FIXED ORTHODONTIC TX A 악안면기형안골교정술 A","","","1000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","FIXED ORTHODONTIC TX B 악안면기형안골교정술 B","","","2000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","FIXED ORTHODONTIC TX C 악안면기형안골교정술 C","","","3000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","FIXED ORTHODONTIC TX D 악안면기형안골교정술 D","","","4000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Milling 비용","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","임플란트목적 상악동거상술,측방접근 [단순]","","","1000000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","임플란트목적 상악동거상술,측방접근 [복잡]","","","1500000","","","","",""
