"병원","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함여부","약제비포함여부","특이사항"
"부산","자기공명영상진단료(MRI)","경추(목부위)-일반","RMHE109","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","흉추(등부위)-일반","RMHE110","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","요천추(허리부위)-일반","RMHE111","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","척추강-일반","RMHE112","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","척추강-경추, 흉추, 요천추와 동시촬영-일반","RMHE114","","705000","","","N","N",""
"부산","자기공명영상진단료(MRI)","견관절-일반","RMHE115","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","주관절-일반","RMHE116","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","손목관절-일반","RMHE117","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","고관절-일반","RMHE118","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","천장골관절-일반","RMHE119","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","무릎관절-일반","RMHE120","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","발목관절-일반","RMHE121","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","관절외 상지-일반","RMHE122","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","관절외 하지-일반","RMHE123","","470000","","","N","N",""
"부산","자기공명영상진단료(MRI)","사지혈관-일반","RMHE139","","400000","","","N","N",""
"부산","자기공명영상진단료(MRI)","확산","RMHF101","","228320","","","N","N","PACS영상저장및전송비용(3380원)제외"
"부산","자기공명영상진단료(MRI)","관류[3차원자기공명영상 포함]","RMHF102","","318030","","","N","N","PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","분광영상","RMHF103","","208460","","","N","N","PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","영화[기본검사 및 3차원자기공명영상 포함]","RMHF104","","467120","","","N","N","PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","Dynamic[기본검사 포함]","RMHF105","","366940","","","N","N","PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","기능적[기본검사 및 3차원자기공명영상 포함]","RMHF107","","535580","","","N","N","PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","특수자기공명영상진단-확산-기본검사와동시실시","RMHF201","","126700","","","N","N","PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","특수자기공명영상진단-관류[3차원자기공명영상포함]-기본검사와동시실시","RMHF202","","179390","","","N","N","PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","특수자기공명영상진단-분광영상-기본검사와동시실시","RMHF203","","123140","","","N","N","PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","일반-촬영료 등","RMHI101","","","242960","265040","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원)제외"
"부산","자기공명영상진단료(MRI)","안면-일반-촬영료 등","RMHI103","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","부비동-일반-촬영료 등","RMHI104","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","안와-일반-촬영료 등","RMHI105","","","267780","292110","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","측두골-일반-촬영료 등","RMHI106","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","측두하악관절-일반-촬영료 등","RMHI107","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","경부-일반-촬영료 등","RMHI108","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-심장-일반-촬영료 등","RMHI124","","","395650","431620","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-흉부-흉부-일반-촬영료 등","RMHI125","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-복부-일반-촬영료 등","RMHI127","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-골반-일반-촬영료 등","RMHI128","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-췌장-일반-촬영료 등","RMHI129","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-신장 및 부신-일반-촬영료 등","RMHI130","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","음낭 및 음경-일반-촬영료 등","RMHI131","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-간-일반-촬영료 등","RMHI132","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-담췌관-일반-촬영료 등","RMHI133","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-전립선-일반-촬영료 등","RMHI134","","","264020","288020","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","뇌혈관-일반-촬영료 등","RMHI135","","","264740","288800","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","경부혈관-일반-촬영료 등","RMHI136","","","263410","288800","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-흉부혈관-일반-촬영료 등","RMHI137","","","263410","288800","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-복부혈관-일반-촬영료 등","RMHI138","","","263410","288800","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","심혈관-일반-촬영료 등","RMHI140","","","263410","288800","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","조영제 주입 전·후 촬영 판독-촬영료 등","RMHI201","","","322930","352290","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","안면-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI203","","","349820","382720","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","부비동-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI204","","","350830","382720","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","안와-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI205","","","349820","382720","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","측두골-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI206","","","349820","382720","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","측두하악관절-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI207","","","349820","382720","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","경부-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI208","","","349820","382720","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-심장-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI224","","","511550","561100","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-흉부-흉부-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI225","","","349760","382720","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-복부-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI227","","","349490","382690","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-골반-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI228","","","349490","382690","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-췌장-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI229","","","349490","382690","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-신장 및 부신-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI230","","","349490","382690","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","음낭 및 음경-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI231","","","349490","382690","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-간-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI232","","","349490","382690","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-담췌관-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI233","","","349490","382690","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-복부-전립선-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI234","","","349490","382690","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","뇌혈관-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI235","","","351870","383860","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","경부혈관-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI236","","","351870","383860","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-흉부혈관-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI237","","","350820","383860","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-복부혈관-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI238","","","350820","383860","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","심혈관-조영제 주입 전·후 촬영 판독-촬영료 등","RMHI240","","","350820","383860","N","N","장비별(테슬라) 금액상이,PACS영상저장및전송비용(3380원) 제외"
"부산","자기공명영상진단료(MRI)","뇌-일반-판독료","RMHJ101","","126210","","","N","N",""
"부산","자기공명영상진단료(MRI)","안면-일반-판독료","RMHJ103","","137150","","","N","N",""
"부산","자기공명영상진단료(MRI)","부비동-일반-판독료","RMHJ104","","102860","","","N","N",""
"부산","자기공명영상진단료(MRI)","안와-일반-판독료","RMHJ105","","102860","","","N","N",""
"부산","자기공명영상진단료(MRI)","측두골-일반-판독료","RMHJ106","","137150","","","N","N",""
"부산","자기공명영상진단료(MRI)","측두하악관절-일반-판독료","RMHJ107","","102860","","","N","N",""
"부산","자기공명영상진단료(MRI)","경부-일반-판독료","RMHJ108","","102860","","","N","N",""
"부산","자기공명영상진단료(MRI)","심장-일반-판독료","RMHJ124","","154140","","","N","N",""
"부산","자기공명영상진단료(MRI)","흉부-일반-판독료","RMHJ125","","102860","","","N","N",""
"부산","자기공명영상진단료(MRI)","복부-일반-판독료","RMHJ127","","102860","","","N","N",""
"부산","자기공명영상진단료(MRI)","골반-일반-판독료","RMHJ128","","102860","","","N","N",""
"부산","자기공명영상진단료(MRI)","췌장-일반-판독료","RMHJ129","","102860","","","N","N",""
"부산","자기공명영상진단료(MRI)","신장 및 부신-일반-판독료","RMHJ130","","102860","","","N","N",""
"부산","자기공명영상진단료(MRI)","음낭 및 음경-일반-판독료","RMHJ131","","102860","","","N","N",""
"부산","자기공명영상진단료(MRI)","간-일반-판독료","RMHJ132","","102860","","","N","N",""
"부산","자기공명영상진단료(MRI)","담췌관-일반-판독료","RMHJ133","","102860","","","N","N",""
"부산","자기공명영상진단료(MRI)","전립선-일반-판독료","RMHJ134","","137150","","","N","N",""
"부산","자기공명영상진단료(MRI)","뇌혈관-일반-판독료","RMHJ135","","137520","","","N","N",""
"부산","자기공명영상진단료(MRI)","경부혈관-일반-판독료","RMHJ136","","137520","","","N","N",""
"부산","자기공명영상진단료(MRI)","흉부혈관-일반-판독료","RMHJ137","","103150","","","N","N",""
"부산","자기공명영상진단료(MRI)","복부혈관-일반-판독료","RMHJ138","","103150","","","N","N",""
"부산","자기공명영상진단료(MRI)","심혈관-일반-판독료","RMHJ140","","103150","","","N","N",""
"부산","자기공명영상진단료(MRI)","뇌-조영제 주입 전·후 촬영 판독-판독료","RMHJ201","","167760","","","N","N",""
"부산","자기공명영상진단료(MRI)","안면-조영제 주입 전·후 촬영 판독-판독료","RMHJ203","","182260","","","N","N",""
"부산","자기공명영상진단료(MRI)","부비동-조영제 주입 전·후 촬영 판독-판독료","RMHJ204","","182260","","","N","N",""
"부산","자기공명영상진단료(MRI)","안와-조영제 주입 전·후 촬영 판독-판독료","RMHJ205","","136690","","","N","N",""
"부산","자기공명영상진단료(MRI)","측두골-조영제 주입 전·후 촬영 판독-판독료","RMHJ206","","182260","","","N","N",""
"부산","자기공명영상진단료(MRI)","측두하악관절-조영제 주입 전·후 촬영 판독-판독료","RMHJ207","","136690","","","N","N",""
"부산","자기공명영상진단료(MRI)","경부-조영제 주입 전·후 촬영 판독-판독료","RMHJ208","","136690","","","N","N",""
"부산","자기공명영상진단료(MRI)","심장-조영제 주입 전·후 촬영 판독-판독료","RMHJ224","","200400","","","N","N",""
"부산","자기공명영상진단료(MRI)","흉부-조영제 주입 전·후 촬영 판독-판독료","RMHJ225","","136690","","","N","N",""
"부산","자기공명영상진단료(MRI)","복부-조영제 주입 전·후 촬영 판독-판독료","RMHJ227","","136670","","","N","N",""
"부산","자기공명영상진단료(MRI)","골반-조영제 주입 전·후 촬영 판독-판독료","RMHJ228","","136670","","","N","N",""
"부산","자기공명영상진단료(MRI)","췌장-조영제 주입 전·후 촬영 판독-판독료","RMHJ229","","136670","","","N","N",""
"부산","자기공명영상진단료(MRI)","신장 및 부신-조영제 주입 전·후 촬영 판독-판독료","RMHJ230","","136670","","","N","N",""
"부산","자기공명영상진단료(MRI)","음낭 및 음경-조영제 주입 전·후 촬영 판독-판독료","RMHJ231","","136670","","","N","N",""
"부산","자기공명영상진단료(MRI)","간-조영제 주입 전·후 촬영 판독-판독료","RMHJ232","","136670","","","N","N",""
"부산","자기공명영상진단료(MRI)","담췌관-조영제 주입 전·후 촬영 판독-판독료","RMHJ233","","182240","","","N","N",""
"부산","자기공명영상진단료(MRI)","전립선-조영제 주입 전·후 촬영 판독-판독료","RMHJ234","","182240","","","N","N",""
"부산","자기공명영상진단료(MRI)","뇌혈관-조영제 주입 전·후 촬영 판독-판독료","RMHJ235","","182780","","","N","N",""
"부산","자기공명영상진단료(MRI)","경부혈관-조영제 주입 전·후 촬영 판독-판독료","RMHJ236","","182780","","","N","N",""
"부산","자기공명영상진단료(MRI)","흉부혈관-조영제 주입 전·후 촬영 판독-판독료","RMHJ237","","137090","","","N","N",""
"부산","자기공명영상진단료(MRI)","복부혈관-조영제 주입 전·후 촬영 판독-판독료","RMHJ238","","137090","","","N","N",""
"부산","자기공명영상진단료(MRI)","심혈관-조영제 주입 전·후 촬영 판독-판독료","RMHJ240","","137090","","","N","N",""
"부산","자기공명영상진단료(MRI)","MRI Follow Up Study","RMZ00200","","250000","","","N","N","수술후 추적검사"
"부산","처치 및 수술료 등","색소레이저광선치료[1회당]-10㎠미만 피부병변","HZDE00400","","10000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","IPL(얼굴전체)","HZDE00501","","300000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","IPL(이마제외-얼굴전체)","HZDE00502","","200000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","IPL(코주변)","HZDE00503","","100000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","IPL(겨드랑이 양측-제모)","HZDE00600B","","150000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","IPL(허벅지 양측-제모)","HZDE01400B","","300000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","피부화학박피술 (대)","HZDE01901","","100000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","피부화학박피술 (중)","HZDE01902","","50000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","피부화학박피술 (소)","HZDE01903","","30000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","여드름 제거(대)","HZDE02301","","10000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","여드름 제거(중)","HZDE02302","","5000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","여드름 제거(소)","HZDE02303","","3000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","비만치료(주사)","HZFM00200","","8000","","","N","N",""
"부산","처치 및 수술료 등","하지정맥류 고주파정맥내막폐쇄술[편측] ","HZGS00100A","하지정맥류 고주파정맥내막폐쇄술[편측] ","800000","","","N","N","관련치료재료 EDI: BJ4301DU 별도발생"
"부산","처치 및 수술료 등","하지정맥류 고주파정맥내막쇄술[양측] ","HZGS00100B","하지정맥류 고주파정맥내막쇄술[양측] ","1300000","","","N","N","관련치료재료 EDI: BJ4301DU 별도발생"
"부산","처치 및 수술료 등","경피적 경막외강 신경성형술","HZNS00500","","","1338624","1400000","Y","N","치료재료에 따라 상이"
"부산","처치 및 수술료 등","경피적 풍선확장 경막외강 신경성형","HZNS00700","","1092000","","","Y","N",""
"부산","처치 및 수술료 등","난관결찰술(양측)","HZOG00100","","300000","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"부산","처치 및 수술료 등","미레나삽입술","HZOG00200","","90000","","","N","N",""
"부산","처치 및 수술료 등","자궁내장치(IUD)삽입술","HZOG00800","","30000","","","N","N",""
"부산","처치 및 수술료 등","쌍거풀수술(대)","HZOP01301","","300000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","쌍거풀수술(소)","HZOP01302","","250000","","","N","N","부가세별도"
"부산","처치 및 수술료 등","유리체주입술(아바스틴주입)","HZOP01800","","150420","","","N","N",""
"부산","처치 및 수술료 등","추간판내 고주파 열치료술","HZOS00100","","","1492000","2297690","Y","N","치료재료에 따라 상이"
"부산","처치 및 수술료 등","기타보형물제거술(대)","HZPS00701","","500000","","","N","N",""
"부산","처치 및 수술료 등","기타보형물제거술(중)","HZPS00702","","300000","","","N","N",""
"부산","처치 및 수술료 등","기타보형물제거술(소1)","HZPS00703","","200000","","","N","N",""
"부산","처치 및 수술료 등","레이저치료 [Tiny]","HZPS01904","","10000","","","N","N",""
"부산","처치 및 수술료 등","체외충격파치료[근골격계질환]","HZRM00200","","50000","","","N","N",""
"부산","처치 및 수술료 등","고환삽입술","HZUR00200","","500000","","","N","N","치료재료 별도산정"
"부산","처치 및 수술료 등","음경 이물질 제거술 A","HZUR00501","","500000","","","N","N",""
"부산","처치 및 수술료 등","음경바셀린종제거술(대)","HZUR00601","","700000","","","N","N",""
"부산","처치 및 수술료 등","음경바셀린종제거술(소)","HZUR00602","","400000","","","N","N",""
"부산","처치 및 수술료 등","음경보형물 삽입술 A [굽은형 보형물]","HZUR00801","","1000000","","","N","N",""
"부산","처치 및 수술료 등","음경보형물 삽입술 C[팽창형(3-piece)인 경우에 산정)]","HZUR00803","","2000000","","","N","N",""
"부산","처치 및 수술료 등","음경확대술","HZUR01001","","2000000","","","N","N",""
"부산","처치 및 수술료 등","정관절제술(결찰술)","HZUR01300","","200000","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"부산","처치 및 수술료 등","포경수술(배면절개)","HZUR01800","","150000","","","N","N",""
"부산","처치 및 수술료 등","포경수술(환상절개)","HZUR01801","","200000","","","N","N",""
"부산","초음파 검사료","초음파 IVUS Sono","RHZ00100","","200000","","","N","N",""
"부산","초음파 검사료","단순초음파(Ⅰ)","SEB401","","16080","","","N","N",""
"부산","초음파 검사료","단순초음파(Ⅱ)","SEB402","","32160","","","N","N",""
"부산","초음파 검사료","진단초음파 두경부-안 초음파 안구","SEB411","","94860","","","N","N",""
"부산","초음파 검사료","진단초음파 두경부-안 초음파 안와","SEB412","","94860","","","N","N",""
"부산","초음파 검사료","진단초음파 두경부-경부 초음파 갑상선·부갑상선","SEB414","","95220","","","N","N",""
"부산","초음파 검사료","진단초음파 두경부-경부 초음파 갑상선·부갑상선 제외한 경부","SEB415","","95220","","","N","N",""
"부산","초음파 검사료","진단초음파 두경부-비·부비동 초음파","SEB416","","62900","","","N","N",""
"부산","초음파 검사료","진단초음파 흉부-유방·액와부 초음파(일반)","SEB421","","128320","","","N","N",""
"부산","초음파 검사료","진단초음파 흉부-유방·액와부 제외한 흉부 초음파 ","SEB422","","88750","","","N","N",""
"부산","초음파 검사료","심장-선천성 심질환 경흉부 심초음파","SEB430","","109770","","","N","N",""
"부산","초음파 검사료","진단초음파-심장-(단순)경흉부심초음파","SEB431","","115900","","","N","N",""
"부산","초음파 검사료","진단초음파-심장-(일반)경흉부심초음파","SEB432","","182940","","","N","N",""
"부산","초음파 검사료","진단초음파-심장-(전문)경흉부심초음파","SEB433","","266770","","","N","N",""
"부산","초음파 검사료","진단초음파-심장-(약물)부하심초음파","SEB434","","539580","","","N","N",""
"부산","초음파 검사료","진단초음파-심장-(운동)부하심초음파","SEB435","","513040","","","N","N",""
"부산","초음파 검사료","진단초음파 심장-태아정밀 심초음파","SEB436","","400850","","","N","N",""
"부산","초음파 검사료","복부-복부 초음파-간·담낭·담도·비장·췌장-일반","SEB441","","126350","","","N","N",""
"부산","초음파 검사료","복부-복부 초음파-간·담낭·담도·비장·췌장-정밀","SEB442","","187650","","","N","N",""
"부산","초음파 검사료","복부-복부 초음파-충수","SEB443","","115330","","","N","N",""
"부산","초음파 검사료","복부-복부 초음파-소장·대장","SEB444","","115420","","","N","N",""
"부산","초음파 검사료","복부-복부 초음파-서혜부","SEB445","","79700","","","N","N",""
"부산","초음파 검사료","복부-복부 초음파-직장·항문","SEB446","","135840","","","N","N",""
