"상병코드","상병명","국비","사비"
"C240","간외담관의 악성 신생물","2","4"
"C241","파터팽대의 악성 신생물","1","1"
"C249","상세불명의 담도의 악성 신생물","6","4"
"C250","췌장의 두부의 악성 신생물","2","0"
"C252","췌장의 꼬리의 악성 신생물","2","0"
"C257","췌장의 기타 부분의 악성 신생물","1","0"
"C259","상세불명의 췌장의 악성 신생물","2","21"
"C269","소화계통내의 불명확한 부위의 악성 신생물","0","5"
"C3409","주기관지의 악성 신생물, 상세불명 쪽","0","1"
"C3411","상엽, 기관지 또는 폐의 악성 신생물, 왼쪽","1","0"
"C342","중엽, 기관지 또는 폐의 악성 신생물","4","2"
"C3491","상세불명의 기관지 또는 폐의 악성 신생물, 왼쪽","1","0"
"C3499","상세불명의 기관지 또는 폐의 악성 신생물, 상세불명 쪽","20","30"
"C37","흉선의 악성 신생물","1","0"
"C449","상세불명의 피부의 악성 신생물","0","1"
"C450","흉막의 중피종","0","1"
"C459","상세불명의 중피종","1","0"
"C4671","폐의 카포시육종","0","1"
"C472","엉덩이를 포함한 다리의 말초신경의 악성 신생물","0","1"
"C5090","상세불명의 유방의 악성 신생물, 오른쪽","0","1"
"C5099","상세불명의 유방의 악성 신생물, 상세불명 쪽","0","4"
"C541","자궁내막의 악성 신생물","0","1"
"C569","난소의 악성 신생물, 상세불명 쪽","0","1"
"C609","상세불명의 음경의 악성 신생물","1","0"
"C61","전립선의 악성 신생물","62","25"
"C649","신우를 제외한 신장의 악성 신생물, 상세불명 쪽","4","3"
"C651","신우의 악성 신생물, 왼쪽","0","1"
"C659","신우의 악성 신생물, 상세불명 쪽","1","1"
"C660","요관의 악성 신생물, 오른쪽","1","0"
"C661","요관의 악성 신생물, 왼쪽","1","0"
"C669","요관의 악성 신생물, 상세불명 쪽","0","3"
"C670","방광삼각부의 악성 신생물","1","0"
"C671","방광의 둥근천장부의 악성 신생물","3","0"
"C672","방광의 측벽의 악성 신생물","3","0"
"C679","상세불명의 방광의 악성 신생물","9","4"
"C719","상세불명의 뇌의 악성 신생물","1","3"
"C73","갑상선의 악성 신생물","0","1"
"C763","골반의 악성 신생물","0","1"
"C7809","폐의 이차성 악성 신생물, 상세불명 쪽","0","2"
"C7951","골수의 이차성 악성 신생물","1","0"
"C812","혼합 세포충실성 (고전적) 호지킨림프종","3","0"
"C8338","기타 및 상세불명의 미만성 대B-세포림프종","0","2"
"C859","상세불명의 비호지킨림프종","1","3"
"C900","다발골수종","1","0"
"C921","만성 골수성 백혈병, BCR/ABL-양성","3","0"
"C923","골수성 육종","1","0"
"D010","결장의 제자리암종","1","1"
"D090","방광의 제자리암종","0","1"
"D126","상세불명의 결장의 양성 신생물","11","5"
"D131","위의 양성 신생물","12","3"
"D140","중이, 비강 및 부비동의 양성 신생물","2","0"
"D1439","기관지 및 폐의 양성 신생물, 상세불명 쪽","10","0"
"D152","종격의 양성 신생물","1","0"
"D169","상세불명의 뼈 및 관절연골의 양성 신생물","1","0"
"D170","머리, 얼굴 및 목의 피부 및 피하조직의 양성 지방종성 신생물","0","1"
"D179","상세불명의 양성 지방종성 신생물","4","0"
"D1803","소화계의 혈관종","1","0"
"D1808","기타 부위의 혈관종","2","0"
"D181","림프관종, 모든 부위","0","1"
"D303","방광의 양성 신생물","3","0"
"D329","상세불명의 수막의 양성 신생물","2","0"
"D333","뇌신경의 양성 신생물","1","0"
"D34","갑상선의 양성 신생물","0","2"
"D350","부신의 양성 신생물","11","0"
"D352","뇌하수체의 양성 신생물","3","0"
"D361","말초신경 및 자율신경계통의 양성 신생물","1","0"
"D369","상세불명 부위의 양성 신생물","1","0"
"D371","위의 행동양식 불명 또는 미상의 신생물","2","0"
"D376","간, 담낭 및 담관의 행동양식 불명 또는 미상의 신생물","4","0"
"D377","기타 소화기관의 행동양식 불명 또는 미상의 신생물","4","1"
"D379","상세불명의 소화기관의 행동양식 불명 또는 미상의 신생물","1","0"
"D381","기관, 기관지 및 폐의 행동양식 불명 또는 미상의 신생물","2","0"
"D414","방광의 행동양식 불명 또는 미상의 신생물","5","0"
"D441","부신의 행동양식 불명 또는 미상의 신생물","1","0"
"D481","결합조직 및 기타 연조직의 행동양식 불명 또는 미상의 신생물","3","1"
"D487","기타 명시된 부위의 행동양식 불명 또는 미상의 신생물","0","1"
"D500","(만성) 실혈에 따른 이차성 철겹핍빈혈","1","0"
"D508","기타 철결핍빈혈","7","4"
"D509","상세불명의 철결핍빈혈","2","0"
"D619","상세불명의 무형성빈혈","1","2"
"D649","상세불명의 빈혈","10","3"
"D688","기타 명시된 응고결함","1","0"
"D696","상세불명의 혈소판감소증","3","0"
"E032","의약품 및 기타 외인성 물질에 의한 갑상선기능저하증","1","0"
"E039","상세불명의 갑상선기능저하증","5","0"
"E041","비독성 단순갑상선 결절","1","0"
"E1028","기타 및 상세불명의 신장합병증을 동반한 1형 당뇨병(N083*)","1","0"
"E1033","기타 및 상세불명의 망막병증을 동반한 1형 당뇨병(H360*)","1","0"
"E1040","당뇨병성 단일신경병증을 동반한 1형 당뇨병","1","0"
"E1041","당뇨병성 다발신경병증을 동반한 1형 당뇨병(G632*)","2","0"
"E1050","당뇨병성 말초혈관병증을 동반한, 괴저를 동반하지 않는 1형 당뇨병(I792*)","2","0"
"E1058","기타 및 상세불명의 순환계 합병증을 동반한 1형 당뇨병","9","2"
"E1078","기타 다발성 합병증을 동반한 1형 당뇨병","0","1"
"E108","상세불명의 합병증을 동반한 1형 당뇨병","0","3"
"E1100","고삼투압과 혼수를 동반한 2형 당뇨병","6","0"
"E1120","초기 당뇨병성 신장병증을 동반한 2형 당뇨병(N083*)","1","0"
"E1121","확정된 당뇨병성 신장병증을 동반한 2형 당뇨병(N083*)","5","1"
"E1128","기타 및 상세불명의 신장합병증을 동반한 2형 당뇨병(N083*)","1","0"
"E1138","기타 및 상세불명의 눈합병증을 동반한 2형 당뇨병","1","0"
"E1141","당뇨병성 다발신경병증을 동반한 2형 당뇨병(G632*)","5","0"
"E1148","기타 및 상세불명의 신경학적 합병증을 동반한 2형 당뇨병","11","1"
"E1150","당뇨병성 말초혈관병증을 동반한, 괴저를 동반하지 않는 2형 당뇨병(I792*)","2","0"
"E1158","기타 및 상세불명의 순환계 합병증을 동반한 2형 당뇨병","9","3"
"E1163","저혈당을 동반한 2형 당뇨병","1","0"
"E1178","기타 다발성 합병증을 동반한 2형 당뇨병","2","0"
"E118","상세불명의 합병증을 동반한 2형 당뇨병","58","14"
"E119","합병증을 동반하지 않은 2형 당뇨병","73","10"
"E138","상세불명의 합병증을 동반한 기타 명시된 당뇨병","1","1"
"E1418","기타 및 상세불명의 산증을 동반한 상세불명의 당뇨병","2","1"
"E1448","기타 및 상세불명의 신경학적 합병증을 동반한 상세불명의 당뇨병","5","0"
"E1458","기타 및 상세불명의 순환계 합병증을 동반한 상세불명의 당뇨병","14","0"
"E1468","달리 분류되지 않은 기타 명시된 합병증을 동반한 상세불명의 당뇨병","1","0"
"E148","상세불명의 합병증을 동반한 상세불명의 당뇨병","17","0"
"E149","합병증을 동반하지 않은 상세불명의 당뇨병","3","1"
"E222","부적절항이뇨호르몬분비증후군","0","2"
"E242","약물유발 쿠싱증후군","0","1"
"E260","원발성 고알도스테론증","1","1"
"E780","순수 고콜레스테롤혈증","15","1"
"E782","혼합성 고지질혈증","1","0"
"E784","기타 고지질혈증","8","0"
"E785","상세불명의 고지질혈증","12","1"
"E790","염증성 관절염 및 통풍성 질환의 징후가 없는 고뇨산혈증","1","0"
"E830","구리대사장애","1","0"
"E858","기타 아밀로이드증","1","0"
"E871","저오스몰랄농도 및 저나트륨혈증","12","3"
"E875","고칼륨혈증","10","1"
"E880","달리 분류되지 않은 혈장-단백질대사의 장애","0","3"
"F000","조기발병 알츠하이머병에서의 치매(G300†)","2","0"
"F001","만기발병 알츠하이머병에서의 치매(G301†)","1","0"
"F009","상세불명의 알츠하이머병에서의 치매(G309†)","11","1"
"F011","다발-경색치매","1","0"
"F019","상세불명의 혈관성 치매","0","1"
"F03","상세불명의 치매","6","0"
"F069","뇌손상, 뇌기능이상 및 신체질환에 의한 상세불명의 정신장애","1","0"
"F102","알콜의 의존증후군","0","1"
"F103","알콜의 금단상태","1","0"
"F315","양극성 정동장애, 현존 정신병적 증상이 있는 심한 우울증","1","0"
"F320","경도 우울에피소드","2","0"
"F329","상세불명의 우울에피소드","5","0"
"F410","공황장애[우발적 발작성 불안]","0","1"
"F489","상세불명의 신경증성 장애","1","0"
"F510","비기질성 불면증","6","2"
"F959","상세불명의 틱장애","2","0"
"G060","두개내 농양 및 육아종","1","0"
"G062","상세불명의 경막외 및 경막하 농양","2","0"
"G20","파킨슨병","3","2"
"G22","달리 분류된 질환에서의 파킨슨증","0","1"
"G250","본태성 떨림","4","0"
"G253","마이오클로누스","2","1"
"G258","기타 명시된 추체외로 및 운동 장애","0","1"
"G319","신경계통의 상세불명 퇴행성 질환","7","0"
"G4001","난치성 뇌전증을 동반한 국소발병의 발작을 동반한 국소화-관련 (초점성)(부분적) 특발성 뇌전증 및 뇌전증증후군","0","1"
"G4011","난치성 뇌전증을 동반한 단순부분발작을 동반한 국소화-관련 (초점성)(부분적) 증상성 뇌전증 및  뇌전증증후군","1","0"
"G4080","난치성 뇌전증을 동반하지 않은 기타 뇌전증","1","0"
"G4081","난치성 뇌전증을 동반한 기타 뇌전증","4","0"
"G4090","난치성 뇌전증을 동반하지 않은 상세불명의 뇌전증","5","1"
"G4091","난치성 뇌전증을 동반한 상세불명의 뇌전증","1","0"
"G439","상세불명의 편두통","4","0"
"G442","긴장형두통","1","1"
"G448","기타 명시된 두통증후군","0","1"
"G459","상세불명의 일과성 뇌허혈발작","5","0"
"G470","수면 개시 및 유지 장애[불면증]","11","1"
"G500","삼차신경통","2","0"
"G510","벨마비","2","1"
"G513","간대성 반쪽얼굴연축","1","0"
"G521","설인신경의 장애","1","0"
"G530","대상포진후신경통(B022†)","2","0"
"G545","신경통성 근위축","0","1"
"G546","통증을 동반한 환상지증후군","1","0"
"G551","추간판 장애에서의 신경근 및 신경총 압박(M50-M51†)","129","41"
"G560","손목터널증후군","6","3"
"G562","척골신경의 병변","4","3"
"G564","복합부위통증증후군 Ⅱ형","7","2"
"G568","팔의 기타 단일신경병증","5","0"
"G609","상세불명의 유전성 및 특발성 신경병증","1","0"
"G629","상세불명의 다발신경병증","3","0"
"G632","당뇨병성 다발신경병증(4단위 및 5단위 숫자 41에 해당되는 E10-E14†)","3","1"
"G819","상세불명의 편마비","27","3"
"G822","상세불명의 하반신마비","8","1"
"G825","상세불명의 사지마비","4","0"
"G834","말총증후군","1","0"
"G839","상세불명의 마비증후군","1","0"
"G912","정상뇌압 수두증","4","0"
"G918","기타 수두증","1","0"
"G919","상세불명의 수두증","3","0"
"G931","달리 분류되지 않은 무산소성 뇌손상","0","2"
"G952","상세불명의 척수압박","1","0"
"G959","척수의 상세불명 질환","5","1"
"G992","달리 분류된 질환에서의 척수병증","1","0"
"H0000","외맥립종","1","0"
"H0109","상세불명의 안검염","1","0"
"H0411","건성안증후군","5","0"
"H2500","노년성 초기백내장, 오른쪽","1","2"
"H2581","기타 노년백내장, 왼쪽","1","0"
"H2582","기타 노년백내장, 양쪽","1","0"
"H2590","상세불명의 노년백내장, 오른쪽","49","19"
"H2591","상세불명의 노년백내장, 왼쪽","52","13"
"H328","달리 분류된 질환에서의 기타 맥락망막장애","1","0"
"H4019","만성 단순 녹내장","0","1"
"H521","근시","3","0"
"H5222","상세불명의 난시","2","0"
"H6100","외이의 급성 연골막염","1","0"
"H810","메니에르병","2","0"
"H811","양성 발작성 현기증","3","2"
"H812","전정신경세포염","1","4"
"H8138","기타 말초성 현기증","1","0"
"H814","중추기원의 현기증","1","0"
"H82","달리 분류된 질환에서의 현기증후군","1","0"
"H9120","돌발성 특발성 청력소실, 한쪽","0","1"
"H9129","돌발성 특발성 청력소실, 상세불명 쪽","3","2"
"H931","이명","1","0"
"I050","승모판협착","1","1"
"I059","상세불명의 승모판질환","1","0"
"I071","삼첨판폐쇄부전","0","1"
"I082","대동맥판 및 삼첨판의 장애","1","0"
"I083","승모판, 대동맥판 및 삼첨판의 복합장애","1","0"
"I101","악성 고혈압","5","3"
"I109","기타 및 상세불명의 원발성 고혈압","41","19"
"I110","(울혈성) 심부전을 동반한 고혈압성 심장병","6","2"
"I119","(울혈성) 심부전이 없는 고혈압성 심장병","1","0"
"I200","불안정협심증","18","0"
"I201","연축의 기재가 있는 협심증","28","4"
"I2080","비정형협심증","2","0"
"I2088","기타 형태의 협심증","80","14"
"I209","상세불명의 협심증","363","126"
"I214","급성 심내막하심근경색증","1","0"
"I219","상세불명의 급성 심근경색증","20","11"
"I252","오래된 심근경색증","2","1"
"I255","허혈심근병증","1","0"
"I258","기타 형태의 만성 허혈심장병","1","0"
"I259","상세불명의 만성 허혈심장병","4","0"
"I269","급성 폐심장증에 대한 언급이 없는 폐색전증","12","6"
"I270","원발성 폐동맥고혈압","2","0"
"I313","심낭삼출액(비염증성)","1","0"
"I319","심장막의 상세불명의 질환","2","0"
"I341","승모판탈출","1","0"
"I350","대동맥판협착","3","2"
"I351","대동맥판폐쇄부전","3","0"
"I359","상세불명의 대동맥판장애","5","0"
"I38","상세불명 판막의 심내막염","2","0"
"I420","확장성 심근병증","1","0"
"I422","기타 비대성 심근병증","1","1"
"I426","알콜성 심근병증","0","1"
"I429","상세불명의 심근병증","1","1"
"I442","완전방실차단","9","9"
"I443","기타 및 상세불명의 심방실차단","0","3"
"I455","기타 명시된 심장차단","1","0"
"I460","인공소생에 성공한 심장정지","1","1"
"I471","상심실성 빈맥","2","1"
"I472","심실성 빈맥","2","0"
"I480","발작성 심방세동","41","25"
"I481","지속성 심방세동","9","1"
"I489","상세불명의 심방세동 및 심방조동","4","1"
"I493","심실조기탈분극","0","2"
"I495","동기능부전증후군","10","2"
"I499","상세불명의 심장부정맥","1","0"
"I5004","수축기능부전을 동반한 울혈성 심부전","5","4"
"I5008","기타 및 상세불명의 울혈성 심부전","90","52"
"I501","좌심실부전","1","0"
"I509","상세불명의 심부전","2","1"
"I601","중대뇌동맥에서 기원한 지주막하출혈","1","1"
"I602","전교통동맥에서 기원한 지주막하출혈","0","1"
"I609","상세불명의 지주막하출혈","1","4"
"I615","뇌실내 뇌내출혈","1","0"
"I618","기타 뇌내출혈","1","0"
"I619","상세불명의 뇌내출혈","18","4"
"I620","경막하출혈(급성)(비외상성)","2","2"
"I6329","상세불명의 뇌전동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증","2","0"
"I6359","상세불명의 대뇌동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증","1","0"
"I638","기타 뇌경색증","60","18"
"I639","상세불명의 뇌경색증","55","14"
"I652","경동맥의 폐쇄 및 협착","16","1"
"I660","중대뇌동맥의 폐쇄 및 협착","1","0"
"I669","상세불명 대뇌동맥의 폐쇄 및 협착","1","0"
"I670","파열되지 않은 대뇌동맥의 박리","1","0"
"I671","파열되지 않은 대뇌동맥류","9","0"
"I675","모야모야병","1","0"
"I679","상세불명의 뇌혈관질환","2","0"
"I691","뇌내출혈의 후유증","12","5"
"I693","뇌경색증의 후유증","32","2"
"I7010","괴저를 동반하지 않은 신장동맥의 죽상경화증","1","0"
"I7022","간헐성 파행을 동반한 사지동맥의 죽상경화증","2","0"
"I7029","사지동맥의 상세불명 죽상경화증","6","1"
"I70920","괴저를 동반하지 않은 전신죽상경화증","4","0"
"I7109","상세불명 부위의 대동맥박리","1","1"
"I716","파열에 대한 언급이 없는 흉복부대동맥동맥류","1","0"
"I718","파열된 상세불명 부위의 대동맥동맥류","0","3"
"I719","파열에 대한 언급이 없는 상세불명 부위의 대동맥동맥류","5","1"
"I731","폐색혈전혈관염[버거병]","2","0"
"I7380","무릎아래동맥을 침범한 말초동맥폐쇄질환","2","1"
"I739","상세불명의 말초혈관병","78","17"
"I749","상세불명 동맥의 색전증 및 혈전증","2","0"
"I771","동맥의 협착","1","0"
"I776","상세불명의 동맥염","0","2"
"I792","달리 분류된 질환에서의 말초맥관병증","4","0"
"I802","하지의 기타 심부혈관의 정맥염 및 혈전정맥염","14","5"
"I81","문맥혈전증","2","0"
"I829","상세불명 정맥의 색전증 및 혈전증","1","0"
"I839","궤양 또는 염증이 없는 하지의 정맥류","1","0"
"I868","기타 명시된 부위의 정맥류","1","1"
"I872","정맥기능부전(만성)(말초성)","3","0"
"I890","달리 분류되지 않은 림프부종","1","0"
"I951","기립성 저혈압","6","0"
"J00","급성 비인두염[감기]","16","2"
"J029","상세불명의 급성 인두염","1","0"
"J0390","재발성으로 명시되어 있지 않은 상세불명의 급성 편도염","0","2"
"J041","급성 기관염","2","0"
"J0511","폐색을 동반한 급성 후두개염","2","0"
"J069","상세불명의 급성 상기도감염","3","0"
"J111","바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자","1","0"
"J1288","기타 바이러스폐렴","1","0"
"J180","상세불명의 기관지폐렴","4","1"
"J189","상세불명의 폐렴","246","109"
"J209","상세불명의 급성 기관지염","5","3"
"J301","화분에 의한 앨러지비염","1","0"
"J302","기타 계절성 앨러지비염","1","0"
"J304","상세불명의 앨러지비염","12","12"
"J310","만성 비염","2","0"
"J320","만성 상악동염","1","1"
"J329","상세불명의 만성 부비동염","10","4"
"J339","상세불명의 코폴립","6","4"
"J340","코의 농양, 종기 및 큰종기","0","1"
"J342","편위된 비중격","18","8"
"J343","코선반의 비대","14","10"
"J348","코 및 비동의 기타 명시된 장애","1","1"
"J36","편도주위농양","1","1"
"J370","만성 후두염","1","3"
"J40","급성인지 만성인지 명시되지 않은 기관지염","8","3"
"J439","상세불명의 폐기종","2","0"
"J4400","급성 하기도감염을 동반한 만성 폐색성 폐질환, 경도","0","2"
"J4401","급성 하기도감염을 동반한 만성 폐색성 폐질환, 중등도","4","0"
"J4480","기타 명시된 만성 폐색성 폐질환, 경도","1","0"
"J4489","기타 명시된 만성 폐색성 폐질환, 상세불명","2","2"
"J4490","상세불명의 만성 폐색성 폐질환, 경도","2","0"
"J4491","상세불명의 만성 폐색성 폐질환, 중등도","6","0"
"J4492","상세불명의 만성 폐색성 폐질환, 중증","1","0"
"J4499","상세불명의 만성 폐색성 폐질환, 상세불명","3","1"
"J4500","기침(이)형천식","1","0"
"J459","상세불명의 천식","5","0"
"J47","기관지확장증","0","2"
"J64","상세불명의 진폐증","1","0"
"J677","에어컨 및 가습기 폐","0","1"
"J698","기타 고체 및 액체에 의한 폐렴","3","0"
"J8418","섬유증을 동반한 기타 간질성 폐질환","0","2"
"J90","달리 분류되지 않은 흉막삼출액","1","1"
"J91","달리 분류된 병태에서의 흉막삼출액","1","0"
"J931","기타 자발성 기흉","2","0"
"J939","상세불명의 기흉","3","0"
"J9610","만성 호흡부전, I형[저산소성]","2","2"
"J9699","상세불명의 호흡부전, 상세불명형","1","1"
"J9840","고립성 폐결절","1","0"
"J988","기타 명시된 호흡장애","1","1"
"J989","상세불명의 호흡장애","0","1"
"K0532","만성 치관주위염","3","0"
"K089","치아 및 지지구조의 상세불명 장애","2","0"
"K210","식도염을 동반한 위-식도역류병","27","10"
"K219","식도염을 동반하지 않은 위-식도역류병","22","4"
"K2210","출혈을 동반하지 않은 식도의 궤양","2","0"
"K226","위-식도열상-출혈증후군","0","1"
"K2501","출혈이 있는 급성 위궤양","5","0"
"K2531","출혈 또는 천공이 없는 급성 위궤양","4","0"
"K2541","출혈이 있는 만성 또는 상세불명 위궤양","0","1"
"K2590","출혈 또는 천공이 없는 급성인지  만성인지 상세불명인 위미란","1","0"
"K2591","출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 위궤양","3","1"
"K269","출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 십이지장궤양","6","2"
"K274","출혈이 있는 만성 또는 상세불명 부위의 소화성 궤양","3","1"
"K279","출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 상세불명 부위의 소화성 궤양","6","0"
"K290","급성 출혈성 위염","4","0"
"K291","기타 급성 위염","15","4"
"K293","만성 표재성 위염","2","1"
"K294","만성 위축성 위염","20","2"
"K295","상세불명의 만성 위염","38","7"
"K296","기타 위염","6","1"
"K297","상세불명의 위염","100","17"
"K299","상세불명의 위십이지장염","0","1"
"K30","기능성 소화불량","42","10"
"K317","위 및 십이지장의 폴립","9","5"
"K3188","위 및 십이지장의 기타 명시된 질환","1","0"
"K352","범복막염을 동반한 급성 충수염","1","0"
"K353","국소복막염을 동반한 급성 충수염","4","0"
"K358","기타 및 상세불명의 급성 충수염","4","1"
"K4020","재발성으로 명시되어 있지 않은, 폐색 또는 괴저가 없는 양쪽 사타구니탈장","1","3"
"K4090","재발성으로 명시되어 있지 않은, 폐색 또는 괴저가 없는 한쪽 또는 상세불명의 사타구니탈장","32","20"
"K429","폐색 또는 괴저가 없는 배꼽탈장","1","0"
"K469","폐색 또는 괴저가 없는 상세불명의 복벽탈장","1","0"
"K5099","상세불명의 크론병, 상세불명","1","0"
"K515","좌측 결장염","0","1"
"K519","상세불명의 궤양성 대장염","1","0"
"K529","상세불명의 비감염성 위장염 및 결장염","18","3"
"K559","장의 상세불명의 혈관장애","7","1"
"K560","마비성 장폐색증","8","0"
"K562","장염전","3","0"
"K565","폐색을 동반한 장유착[띠]","1","0"
"K566","기타 및 상세불명의 장폐색","3","1"
"K567","상세불명의 장폐색증","11","0"
"K5730","출혈을 동반하지 않은 천공 또는 농양이 없는 대장의 게실병, 게실증","1","2"
"K5732","출혈을 동반하지 않은 천공 또는 농양이 없는 대장의 게실병, 게실염","1","1"
"K580","설사를 동반한 과민대장증후군","40","4"
"K589","설사를 동반하지 않은 과민대장증후군","31","6"
"K5900","서행성 변비","4","1"
"K5901","출구기능장애변비","2","0"
"K5902","출구기능장애가 동반된 서행성 변비","1","0"
"K5909","기타 및 상세불명 변비","16","5"
"K593","달리 분류되지 않은 거대결장","0","1"
"K599","상세불명의 기능성 장장애","24","5"
"K610","항문농양","5","0"
"K620","항문폴립","1","0"
"K621","직장폴립","0","1"
"K625","항문 및 직장의 출혈","1","0"
"K626","항문 및 직장의 궤양","0","1"
"K629","항문 및 직장의 상세불명 질환","4","0"
"K6358","결장의 기타 폴립","7","0"
"K6359","결장의 상세불명 폴립","74","23"
"K639","장의 상세불명 질환","1","0"
"K641","2도 치핵","1","1"
"K649","상세불명의 치핵","1","0"
"K668","복막의 기타 명시된 장애","0","1"
"K700","알콜성 지방간","1","2"
"K7010","복수를 동반하지 않은 알코올성 간염","5","0"
"K7030","복수를 동반하지 않은 알콜성 간경변증","8","2"
"K709","상세불명의 알콜성 간질환","7","1"
"K7200","혼수를 동반하지 않은 급성 및 아급성 간부전","2","2"
"K7290","혼수를 동반하지 않은 상세불명의 간부전","4","0"
"K739","상세불명의 만성 간염","12","5"
"K7409","간섬유증,상세불명","0","4"
"K7419","간경화증,상세불명","1","0"
"K7461","간의 기타 및 상세불명의 경변증, 차일드-퍼 B","6","0"
"K7469","간의 기타 및 상세불명의 경변증,상세불명","4","0"
"K750","간의 농양","1","1"
"K759","상세불명의 염증성 간질환","5","2"
"K760","달리 분류되지 않은 지방(변화성)간","2","1"
"K768","기타 명시된 간질환","1","0"
"K769","상세불명의 간질환","12","3"
"K8000","폐색의 언급이 없는 급성 담낭염을 동반한 담낭의 결석","6","3"
"K8001","폐색을 동반한 급성 담낭염을 동반한 담낭의 결석","0","1"
"K8010","폐색의 언급이 없는 기타 담낭염을 동반한 담낭의 결석","27","28"
"K8020","폐색의 언급이 없는 담낭염이 없는 담낭의 결석","3","0"
"K8030","폐색의 언급이 없는 담관염을 동반한 담관 결석","0","1"
"K8050","폐색의 언급이 없는 담관염 또는 담낭염이 없는 담관결석","4","1"
"K810","급성 담낭염","16","2"
"K811","만성 담낭염","0","2"
"K828","담낭의 기타 명시된 질환","9","6"
"K829","담낭의 상세불명의 질환","0","1"
"K830","담관염","11","3"
"K838","담도의 기타 명시된 질환","1","0"
"K839","담도의 상세불명의 질환","1","0"
"K852","알콜유발 급성 췌장염","0","3"
"K859","상세불명의 급성 췌장염","24","1"
"K861","기타 만성 췌장염","1","3"
"K869","췌장의 상세불명의 질환","1","0"
"K911","위수술후증후군","6","0"
"K915","담낭절제후 증후군","1","0"
"K920","토혈","3","0"
"K921","흑색변","8","0"
"K922","상세불명의 위장출혈","23","7"
"L0200","얼굴의 피부농양","1","1"
"L0210","목의 피부농양","0","1"
"L0290","상세불명의 피부농양","2","0"
"L0300","손가락의 연조직염","3","0"
"L0310","팔의 연조직염","2","1"
"L0311","다리의 연조직염","10","2"
