"상병코드","상병명","국비","사비"
"C3489 ","Malignant neoplasm of overlapping lesion of bronchus and lung, unspecified side","","1"
"C3490 ","Malignant neoplasm of bronchus or lung, unspecified, right","1","2"
"C3491 ","Malignant neoplasm of bronchus or lung, unspecified, left","","6"
"C3499 ","Malignant neoplasm of bronchus or lung, unspecified, unspecified side","31","34"
"C37 ","Malignant neoplasm of thymus","","2"
"C435 ","Malignant melanoma of trunk","","1"
"C439 ","Malignant melanoma of skin, unspecified","","1"
"C459 ","Mesothelioma, unspecified","1",""
"C480 ","Malignant neoplasm of retroperitoneum","","1"
"C482 ","Malignant neoplasm of peritoneum, unspecified","","1"
"C490 ","Malignant neoplasm of connective and soft tissue of head, face and neck","1",""
"C493 ","Malignant neoplasm of connective and soft tissue of thorax","","1"
"C499 ","Malignant neoplasm of connective and soft tissue, unspecified","2","4"
"C5010 ","Malignant neoplasm of central portion of breast, right","","1"
"C5090 ","Malignant neoplasm of breast unspecified, right","","1"
"C5091 ","Malignant neoplasm of breast unspecified, left","","2"
"C5099 ","Malignant neoplasm of breast unspecified, unspecified side","","4"
"C539 ","Malignant neoplasm of cervix uteri, unspecified","","2"
"C541 ","Malignant neoplasm of endometrium","","1"
"C55 ","Malignant neoplasm of uterus, part unspecified","","1"
"C569 ","Malignant neoplasm of ovary, unspecified side","","5"
"C61 ","Malignant neoplasm of prostate","87","50"
"C640 ","Malignant neoplasm of kidney, except renal pelvis, right","","1"
"C641 ","Malignant neoplasm of kidney, except renal pelvis, left","1","1"
"C649 ","Malignant neoplasm of kidney, except renal pelvis, unspecified side","3","1"
"C650 ","Malignant neoplasm of renal pelvis, right","2","1"
"C651 ","Malignant neoplasm of renal pelvis, left","","7"
"C660 ","Malignant neoplasm of ureter, right","2",""
"C661 ","Malignant neoplasm of ureter, left","3","1"
"C678 ","Malignant neoplasm of overlapping lesion of bladder","8",""
"C679 ","Malignant neoplasm of bladder, unspecified","49","31"
"C680 ","Malignant neoplasm of urethra","1",""
"C710 ","Malignant neoplasm of cerebrum, except lobes and ventricles","4","2"
"C719 ","Malignant neoplasm of brain, unspecified","1","2"
"C73 ","Malignant neoplasm of thyroid gland","4","4"
"C763 ","Malignant neoplasm of pelvis","","1"
"C7809 ","Secondary malignant neoplasm of lung, unspecified side","2",""
"C786 ","Secondary malignant neoplasm of retroperitoneum and peritoneum","","1"
"C787 ","Secondary malignant neoplasm of liver and intrahepatic bile duct","1",""
"C7930 ","Secondary malignant neoplasm of brain","","2"
"C795 ","Secondary malignant neoplasm of bone and bone marrow","1",""
"C7981 ","Secondary malignant neoplasm of genital organs","1",""
"C800 ","Malignant neoplasm, primary site unknown, so stated","","2"
"C809 ","Malignant neoplasm, primary site unspecified","5","1"
"C833 ","Diffuse large B-cell lymphoma","1","5"
"C837 ","Burkitt lymphoma","1",""
"C859 ","Non-Hodgkin lymphoma, unspecified","9","3"
"C900 ","Multiple myeloma","1",""
"C950 ","Acute leukaemia of unspecified cell type","1","1"
"D002 ","Carcinoma in situ of stomach","1","2"
"D090 ","Carcinoma in situ of bladder","3",""
"D121 ","Benign neoplasm of appendix","","2"
"D122 ","Benign neoplasm of ascending colon","1","1"
"D125 ","Benign neoplasm of sigmoid colon","2",""
"D126 ","Benign neoplasm of colon, unspecified","1",""
"D127 ","Benign neoplasm of rectosigmoid junction","4","1"
"D131 ","Benign neoplasm of stomach","30","17"
"D132 ","Benign neoplasm of duodenum","1",""
"D133 ","Benign neoplasm of other and unspecified parts of small intestine","1",""
"D135 ","Benign neoplasm of extrahepatic bile ducts","1","2"
"D136 ","Benign neoplasm of pancreas","","2"
"D166 ","Benign neoplasm of vertebral column","1",""
"D179 ","Benign lipomatous neoplasm, unspecified","1","2"
"D1808 ","Hemangioma of other sites","","1"
"D200 ","Benign neoplasm of retroperitoneum","2",""
"D219 ","Other benign neoplasms of connective and other soft tissue, unspecified","4",""
"D239 ","Other benign neoplasms of skin, unspecified","","1"
"D2420 ","Single benign neoplasm of breast, right","","1"
"D2491 ","Benign neoplasm of breast, unspecified, left","","1"
"D303 ","Benign neoplasm of bladder","1","2"
"D304 ","Benign neoplasm of urethra","1",""
"D316 ","Benign neoplasm of orbit, unspecified","1",""
"D329 ","Benign neoplasm of meninges, unspecified","4",""
"D34 ","Benign neoplasm of thyroid gland","1",""
"D350 ","Benign neoplasm of adrenal gland","2",""
"D369 ","Benign neoplasm of unspecified site","1",""
"D370 ","Neoplasm of uncertain or unknown behavior of lip, oral cavity and pharynx","1",""
"D371 ","Neoplasm of uncertain or unknown behavior of stomach","2","1"
"D376 ","Neoplasm of uncertain or unknown behavior of liver, gallbladder and bile ducts","2","1"
"D377 ","Neoplasm of uncertain or unknown behavior of other digestive organs","1",""
"D379 ","Neoplasm of uncertain or unknown behavior of digestive organ, unspecified","1","1"
"D432 ","Neoplasm of uncertain or unknown behavior of brain, unspecified","","2"
"D469 ","Myelodysplastic syndrome, unspecified","1","3"
"D471 ","Chronic myeloproliferative disease","3","2"
"D472 ","Monoclonal gammopathy of undetermined significance (MGUS)","1",""
"D474 ","Osteomyelofibrosis","1",""
"D480 ","Neoplasm of uncertain or unknown behavior of bone and articular cartilage","2",""
"D483 ","Neoplasm of uncertain or unknown behavior of retroperitoneum","","1"
"D508 ","Other iron deficiency anaemias","1","4"
"D509 ","Iron deficiency anaemia, unspecified","","1"
"D649 ","Anaemia, unspecified","2","11"
"D689 ","Coagulation defect, unspecified","1",""
"D694 ","Other primary thrombocytopenia","1",""
"D721 ","Eosinophilia","2",""
"D735 ","Infarction of spleen","","1"
"D758 ","Other specified diseases of blood and blood-forming organs","30","13"
"D761 ","Haemophagocytic lymphohistiocytosis","","1"
"D869 ","Sarcoidosis, unspecified","1",""
"E041 ","Nontoxic single thyroid nodule","","1"
"E050 ","Thyrotoxicosis with diffuse goitre","1","1"
"E051 ","Thyrotoxicosis with toxic single thyroid nodule","","1"
"E1010 ","Type 1 diabetes mellitus, with ketoacidosis","","1"
"E1058 ","Type 1 diabetes mellitus, with other and unspecified peripheral circulatory complications","3","6"
"E1063 ","Type 1 diabetes mellitus, with hypoglycemia","1",""
"E108 ","Type 1 diabetes mellitus, with unspecified complications","","2"
"E1103 ","Type 2 diabetes mellitus , with coma, with ketoacidosis, with lactic acidosis","1",""
"E1128 ","Type 2 diabetes mellitus, with other and unspecified renal complication(N08.3*)","4","4"
"E1148 ","Type 2 diabetes mellitus, with other and unspecified neurological complication","","1"
"E1158 ","Type 2 diabetes mellitus, with other and unspecified peripheral circulatory complications","","3"
"E1164 ","Poor control blood glucose level type 2 diabetes mellitus","1",""
"E118 ","Type 2 diabetes mellitus, with unspecified complications","54","17"
"E119 ","Type 2 diabetes mellitus, without complications","9","3"
"E1363 ","Other specified diabetes mellitus, with hypoglycemia","1",""
"E139 ","Other specified diabetes mellitus, without complications","1",""
"E1401 ","Unspecified diabetes mellitus, with coma, with ketoacidosis","1",""
"E1408 ","Unspecified diabetes mellitus, with coma, other and unspecified","","1"
"E1448 ","Unspecified diabetes mellitus, with other and unspecified neurological complication","1",""
"E148 ","Unspecified diabetes mellitus, with unspecified complications","2","3"
"E162 ","Hypoglycaemia, unspecified","1",""
"E230 ","Hypopituitarism","","1"
"E268 ","Other hyperaldosteronism","1",""
"E274 ","Other and unspecified adrenocortical insufficiency","4",""
"E301 ","Precocious puberty","","3"
"E343 ","Short stature, NEC","","6"
"E512 ","Wernicke’s encephalopathy","","1"
"E538 ","Deficiency of other specified B group vitamins","","1"
"E668 ","Other obesity","","3"
"E669 ","Obesity, unspecified","","1"
"E785 ","Hyperlipidaemia, unspecified","","1"
"E806 ","Other disorders of bilirubin metabolism","1",""
"E870 ","Hyperosmolality and hypernatraemia","2",""
"E871 ","Hypo-osmolality and hyponatraemia","3","6"
"E875 ","Hyperkalaemia","","6"
"F001 ","Dementia in Alzheimer’s disease with late onset(G30.1†)","2","9"
"F002 ","Dementia in Alzheimer’s disease, atypical or mixed type(G30.8†)","","2"
"F009 ","Dementia in Alzheimer´s disease, unspecified(G30.9†)","10","14"
"F019 ","Vascular dementia, unspecified","2",""
"F03 ","Unspecified dementia","3","1"
"F104 ","Withdrawal state with delirium of alcohol","1",""
"F107 ","Residual and late-onset psychotic disorder due to use of alcohol","1","1"
"F419 ","Anxiety disorder, unspecified","1","1"
"G030 ","Nonpyogenic meningitis","","1"
"G049 ","Encephalitis, myelitis and encephalomyelitis, unspecified","","1"
"G060 ","Intracranial abscess and granuloma","","1"
"G1221 ","Sporadic amyotrophic lateral sclerosis","1",""
"G20 ","Parkinson’s disease","25","25"
"G214 ","Vascular parkinsonism","6","2"
"G218 ","Other secondary parkinsonism","2",""
"G219 ","Secondary parkinsonism, unspecified","1",""
"G22 ","Parkinsonism in diseases classified elsewhere","2",""
"G249 ","Dystonia, unspecified","1",""
"G253 ","Myoclonus","","1"
"G309 ","Alzheimer’s disease, unspecified","","1"
"G3182 ","Dementia with Lewy bodies(F02.8*)","1",""
"G4081 ","Other epilepsy with intractable epilepsy","","1"
"G430 ","Migraine without aura [common migraine]","4","43"
"G431 ","Migraine with aura [classical migraine]","3","2"
"G439 ","Migraine, unspecified","2","13"
"G440 ","Cluster headache syndrome","1","1"
"G441 ","Vascular headache, NEC","","1"
"G442 ","Tension-type headache","1",""
"G454 ","Transient global amnesia","","1"
"G459 ","Transient cerebral ischaemic attack, unspecified","10","11"
"G462 ","Posterior cerebral artery syndrome(I66.2†)","","1"
"G463 ","Brain stem stroke syndrome(I60-I67†)","1",""
"G467 ","Other lacunar syndromes(I60-I67†)","1",""
"G510 ","Bell’s palsy","4","14"
"G513 ","Clonic hemifacial spasm","","1"
"G514 ","Facial myokymia","","1"
"G521 ","Disorders of glossopharyngeal nerve","","1"
"G530 ","Postzoster neuralgia(B02.2†)","8","3"
"G544 ","Lumbosacral root disorders, NEC","2",""
"G560 ","Carpal tunnel syndrome","2","7"
"G562 ","Lesion of ulnar nerve","1",""
"G568 ","Other mononeuropathies of upper limb","5","4"
"G571 ","Meralgia paraesthetica","","1"
"G580 ","Intercostal neuropathy","1",""
"G609 ","Hereditary and idiopathic neuropathy, unspecified","2",""
"G610 ","Guillain-Barr syndrome","7","2"
"G629 ","Polyneuropathy, unspecified","6","3"
"G632 ","Diabetic polyneuropathy","1",""
"G638 ","Polyneuropathy in other diseases classified elsewhere","2",""
"G731 ","Lambert-Eaton syndrome(C00-D48†)","1",""
"G809 ","Cerebral palsy, unspecified","1",""
"G810 ","Flaccid hemiplegia","","2"
"G811 ","Spastic hemiplegia","5",""
"G819 ","Hemiplegia, unspecified","3",""
"G825 ","Tetraplegia, unspecified","3","1"
"G905 ","Complex regional pain syndrome type I","2",""
"G906 ","Complex regional pain syndrome type II","","3"
"G919 ","Hydrocephalus, unspecified","","1"
"G9380 ","Metabolic encephalopathy","1","1"
"G959 ","Disease of spinal cord, unspecified","23","5"
"H2501 ","Senile incipient cataract, left","2",""
"H2510 ","Senile nuclear cataract, right","117","78"
"H2511 ","Senile nuclear cataract, left","131","84"
"H2512 ","Senile nuclear cataract, bilateral","50","18"
"H26020 ","Presenile cataract, right","","3"
"H400 ","Glaucoma suspect","","1"
"H490 ","Third[oculomotor] nerve palsy","1","1"
"H491 ","Fourth[trochlear] nerve palsy","1",""
"H492 ","Sixth[abducent] nerve palsy","3",""
"H532 ","Diplopia","2","1"
"H539 ","Visual disturbance, unspecified","","1"
"H6690 ","Otitis media, unspecified, unilateral or unspecified","","1"
"H811 ","Benign paroxysmal vertigo","22","17"
"H812 ","Vestibular neuronitis","4","1"
"H8130 ","Other aural vertigo","1","2"
"H9129 ","Sudden idiopathic hearing loss, unspecified side","2","2"
"H931 ","Tinnitus","1",""
"I059 ","Mitral valve disease, unspecified","1",""
"I109 ","Other and unspecified primary hypertension","29","13"
"I110 ","Hypertensive heart disease with (congestive) heart failure","","2"
"I119 ","Hypertensive heart disease without (congestive) heart failure","","2"
"I129 ","Hypertensive renal disease without renal failure","","1"
"I151 ","Hypertension secondary to other renal disorders","","1"
"I159 ","Secondary hypertension, unspecified","","2"
"I200 ","Unstable angina","30","30"
"I201 ","Angina pectoris with documented spasm","13","8"
"I2080 ","Atypical angina","","1"
"I2088 ","Other forms of angina pectoris","82","40"
"I209 ","Angina pectoris, unspecified","81","27"
"I210 ","Acute transmural myocardial infarction of anterior wall","","1"
"I214 ","Acute subendocardial myocardial infarction","8","8"
"I219 ","Acute myocardial infarction, unspecified","16","6"
"I251 ","Atherosclerotic heart disease","","2"
"I252 ","Old myocardial infarction","16","4"
"I253 ","Aneurysm of heart","","2"
"I255 ","Ischaemic cardiomyopathy","3","1"
"I258 ","Other forms of chronic ischaemic heart disease","1",""
"I259 ","Chronic ischaemic heart disease, unspecified","4","3"
"I269 ","Pulmonary embolism without mention of acute cor pulmonale","2","7"
"I279 ","Pulmonary heart disease, unspecified","","1"
"I319 ","Disease of pericardium, unspecified","","1"
"I330 ","Acute and subacute infective endocarditis","","1"
"I340 ","Mitral(valve) insufficiency","","2"
"I350 ","Aortic(valve) stenosis","4","4"
"I38 ","Endocarditis, valve unspecified","1",""
"I420 ","Dilated cardiomyopathy","2","3"
"I421 ","Obstructive hypertrophic cardiomyopathy","2",""
"I4228 ","Other hypertrophic cardiomyopathy","1","1"
"I427 ","Cardiomyopathy due to drugs and other external agents","","1"
"I441 ","Atrioventricular block, second degree","1",""
"I442 ","Atrioventricular block, complete","10","2"
"I443 ","Other and unspecified atrioventricular block","","1"
"I447 ","Left bundle-branch block, unspecified","2","1"
"I460 ","Cardiac arrest with successful resuscitation","","1"
"I471 ","Supraventricular tachycardia","2",""
"I472 ","Ventricular tachycardia ","2",""
"I480 ","Paroxysmal atrial fibrillation","40","24"
"I481 ","Persistent atrial fibrillation","2",""
"I4890 ","Atrial fibrillation, unspecified","3","4"
"I4891 ","Atrial flutter, unspecified","1",""
"I491 ","Atrial premature depolarization","","3"
"I493 ","Ventricular premature depolarization","2",""
"I495 ","Sick sinus syndrome","2","2"
"I5004 ","Congestive heart failure with systolic dysfunction","2","1"
"I5008 ","Other and unspecified congestive heart failure","28","33"
"I501 ","Left ventricular failure","9","12"
"I509 ","Heart failure, unspecified","2","3"
"I601 ","Subarachnoid haemorrhage from middle cerebral artery","","1"
"I607 ","Subarachnoid haemorrhage from intracranial artery, unspecified","","1"
"I609 ","Subarachnoid haemorrhage, unspecified","6","2"
"I612 ","Intracerebral haemorrhage in hemisphere, unspecified","1","3"
"I613 ","Intracerebral haemorrhage in brain stem","","2"
"I614 ","Intracerebral haemorrhage in cerebellum","","1"
"I615 ","Intracerebral haemorrhage, intraventricular","1","2"
"I619 ","Intracerebral haemorrhage, unspecified","19","7"
"I620 ","Nontraumatic subdural haemorrhage","7","7"
"I629 ","Intracranial haemorrhage(nontraumatic), unspecified","8","3"
"I6300 ","Cerebral infarction due to thrombosis of vertebral artery","","2"
"I6301 ","Cerebral infarction due to thrombosis of basilar artery","1",""
"I6311 ","Cerebral infarction due to embolism of basilar artery","","1"
"I6312 ","Cerebral infarction due to embolism of carotid artery","1","1"
"I6318 ","Cerebral infarction due to embolism of other precerebral artery","","1"
"I6319 ","Cerebral infarction due to embolism of unspecified precerebral artery","","1"
"I6329 ","Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral artery","","1"
"I6330 ","Cerebral infarction due to thrombosis of middle cerebral artery","4","3"
"I6332 ","Cerebral infarction due to thrombosis of posterior cerebral artery","1","1"
"I6339 ","Cerebral infarction due to thrombosis of unspecified cerebral arteries","10","21"
"I6340 ","Cerebral infarction due to embolism of middle cerebral artery","","2"
"I6342 ","Cerebral infarction due to embolism of posterior cerebral artery","2",""
"I6349 ","Cerebral infarction due to embolism of unspecified cerebral arteries","1","6"
"I6350 ","Cerebral infarction due to unspecified occlusion or stenosis of middle cerebral artery","9","6"
"I6352 ","Cerebral infarction due to unspecified occlusion or stenosis of posterior cerebral artery","1","1"
"I6359 ","Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral arteries","9","3"
"I638 ","Other cerebral infarction","68","37"
"I639 ","Cerebral infarction, unspecified","43","34"
"I652 ","Occlusion and stenosis of carotid artery","11","5"
"I659 ","Occlusion and stenosis of unspecified precerebral artery","3",""
"I660 ","Occlusion and stenosis of middle cerebral artery","1","2"
"I661 ","Occlusion and stenosis of anterior cerebral artery","3",""
"I671 ","Cerebral aneurysm, nonruptured","5","2"
"I678 ","Other specified cerebrovascular diseases","2","3"
"I7000 ","Atherosclerosis of aorta, without gangrene","1",""
"I7022 ","Atherosclerosis of arteries of extremities with intermittent claudication","1","1"
"I7023 ","Atherosclerosis of arteries of extremities  with rest pain","1",""
"I7029 ","Atherosclerosis of arteries of extremities, unspecified","18","6"
"I70920 ","Generalized atherosclerosis, without gangrene","8","2"
"I7109 ","Dissection of unspecified site","2","1"
"I7129 ","Unspecified thoracic aortic aneurysm, without mention of rupture","1",""
"I719 ","Aortic aneurysm of unspecified site, without mention of rupture","","1"
"I739 ","Peripheral vascular disease, unspecified","1","4"
"I745 ","Embolism and thrombosis of iliac artery","1",""
"I7781 ","Peripheral artery occlusive disease involving arteriovenous fistula for hemodialysis","1",""
"I7782 ","Peripheral artery occlusive disease involving arteries of lower extremities","4","2"
"I788 ","Other diseases of capillaries","1",""
"I792 ","Peripheral angiopathy in diseases classified elsewhere","1",""
"I802 ","Phlebitis and thrombophlebitis of other deep vessels of lower extremities","1","9"
"I81 ","Portal vein thrombosis","1",""
"I839 ","Varicose veins of lower extremities without ulcer or inflammation","18","14"
"I861 ","Scrotal varices","","1"
"I8640 ","Gastric varices with bleeding","1",""
"I872 ","Venous insufficiency (chronic)(peripheral)","1","1"
"I891 ","Lymphangitis","1",""
"I951 ","Orthostatic hypotension","3",""
"I959 ","Hypotension, unspecified","2","1"
"I982 ","Oesophageal varices without bleeding in diseases classified elsewhere","1",""
"I983 ","Oesophageal varices with bleeding in diseases classified elsewhere","1","1"
"J0190 ","Acute sinusitis, unspecified, not specified as recurrent","1",""
"J0390 ","Acute tonsillitis, unspecified, not specified as recurrent ","","1"
"J0391 ","Acute tonsillitis, unspecified, recurrent","","1"
"J159 ","Bacterial pneumonia, unspecified","3","6"
"J168 ","Pneumonia due to other specified infectious organisms","2",""
"J180 ","Bronchopneumonia, unspecified","5","4"
"J188 ","Other pneumonia, organism unspecified","","1"
"J189 ","Pneumonia, unspecified","58","46"
"J209 ","Acute bronchitis, unspecified","","2"
"J329 ","Chronic sinusitis, unspecified","","1"
"J36 ","Peritonsillar abscess","","1"
"J392 ","Other diseases of pharynx","1",""
"J40 ","Bronchitis, not specified as acute or chronic","6","2"
"J42 ","Unspecified chronic bronchitis","","2"
"J438 ","Other emphysema","1",""
"J439 ","Emphysema, unspecified","2",""
"J4410 ","Chronic obstructive pulmonary disease with acute exacerbation, unspecified, mild","1",""
"J4412 ","Chronic obstructive pulmonary disease with acute exacerbation, unspecified, severe","2",""
"J4419 ","Chronic obstructive pulmonary disease with acute exacerbation, unspecified, unspecified","3","1"
"J4481 ","Other specified chronic obstructive pulmonary disease, moderate","1",""
"J4482 ","Other specified chronic obstructive pulmonary disease, severe","3","2"
"J4491 ","Chronic obstructive pulmonary disease, unspecified, moderate","9","2"
"J4492 ","Chronic obstructive pulmonary disease, unspecified, severe","4","5"
"J4499 ","Chronic obstructive pulmonary disease, unspecified, unspecified","29","29"
"J4501 ","Other allergic asthma, intermittent and mild persistent","2","1"
"J4503 ","Other allergic asthma, severe persistent","","1"
"J4519 ","Unspecified nonallergic asthma","1","1"
"J459 ","Asthma, unspecified","","3"
"J47 ","Bronchiectasis","","3"
"J679 ","Hypersensitivity pneumonitis due to unspecified organic dust","","1"
"J698 ","Pneumonitis due to other solids and liquids","32","37"
"J700 ","Acute pulmonary manifestations due to radiation","1",""
"J81 ","Pulmonary oedema","2","2"
"J841 ","Other interstitial pulmonary diseases with fibrosis","1","4"
"J849 ","Interstitial pulmonary disease, unspecified","10","5"
"J869 ","Pyothorax without fistula","1","3"
"J90 ","Pleural effusion, NEC","5","7"
"J939 ","Pneumothorax, unspecified","4","2"
"J942 ","Haemothorax","1","1"
"J9609 ","Acute respiratory failure, type unspecified","","1"
"J9610 ","Chronic respiratory failure, type I [hypoxic]","1",""
"J9810 ","Atelectasis","","1"
"J9840 ","Solitary pulmonary nodule","2",""
"J9848 ","Other disorders of lung","","1"
"J985 ","Diseases of mediastinum, NEC","1",""
"J989 ","Respiratory disorder, unspecified","","1"
"K047 ","Periapical abscess without sinus","","1"
"K0520 ","Periodontal abscess [Parodontal abscess] of  gingival origin without sinus","","1"
"K1120 ","Acute sialoadenitis","1",""
"K122 ","Cellulitis and abscess of mouth","","1"
"K210 ","Gastro-oesophageal reflux disease with oesophagitis","10","2"
"K219 ","Gastro-oesophageal reflux disease without oesophagitis","7","6"
"K2210 ","Ulcer of oesophagus without bleeding","2",""
"K226 ","Gastro-oesophageal laceration-haemorrhage syndrome","","1"
"K2501 ","Acute gastric ulcer with hemorrhage","2","4"
"K2531 ","Acute gastric ulcer without hemorrhage or perforation","2","1"
"K2591 ","Unspecified as acute or chronic gastric ulcer without hemorrhage or perforation","1","1"
"K260 ","Acute duodenal ulcer with hemorrhage","1",""
"K269 ","Unspecified as acute or chronic duodenal ulcer without hemorrhage or perforation","1","4"
"K270 ","Acute peptic ulcer, site unspecified with hemorrhage","","1"
"K279 ","Unspecified as acute or chronic peptic ulcer, site unspecified without hemorrhage or perforation","2","2"
"K291 ","Other acute gastritis","1",""
"K294 ","Chronic atrophic gastritis","1",""
"K295 ","Chronic gastritis, unspecified","1",""
"K296 ","Other gastritis","","1"
"K297 ","Gastritis, unspecified","7","6"
"K30 ","Functional dyspepsia","2",""
"K317 ","Polyp of stomach and duodenum","","3"
"K3188 ","Other specified diseases of stomach and  duodenum","3","4"
"K319 ","Disease of stomach and duodenum, unspecified","1",""
"K352 ","Acute appendicitis with generalized peritonitis","","1"
"K353 ","Acute appendicitis with localized peritonitis","3","21"
"K358 ","Acute appendicitis, other and unspecified","5","20"
"K36 ","Other appendicitis","2","1"
"K4000 ","Bilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent","","1"
"K4020 ","Bilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent","6","2"
"K4030 ","Unilateral or unspecified inguinal hernia, with obstruction, without gangrene, not specified as recurrent","","1"
"K4090 ","Unilateral or unspecified inguinal hernia, without obstruction or gangrene, not specified as recurrent","27","32"
"K4091 ","Unilateral or unspecified inguinal hernia, without obstruction or gangrene, recurrent","2","3"
"K429 ","Umbilical hernia without obstruction or gangrene","1",""
"K439 ","Other and unspecified ventral hernia without obstruction or gangrene","1",""
"K458 ","Other specified abdominal hernia without obstruction or gangrene","","1"
"K469 ","Unspecified abdominal hernia without obstruction or gangrene","1","1"
"K5082 ","Other Crohn’s disease, severe","","1"
"K5099 ","Crohn’s disease, unspecified, unspecified","2",""
"K519 ","Ulcerative colitis, unspecified","2","2"
"K550 ","Acute vascular disorders of intestine","1",""
