"상병코드","상병명","국비","사비","계"
"D179","Benign lipomatous neoplasm, unspecified","2","4","6"
"D1808","Hemangioma of other sites","0","2","2"
"D200","Benign neoplasm of retroperitoneum","0","1","1"
"D219","Other benign neoplasms of connective and other soft tissue, unspecified","0","2","2"
"D303","Benign neoplasm of bladder","1","0","1"
"D321","Benign neoplasm of spinal meninges","0","1","1"
"D329","Benign neoplasm of meninges, unspecified","3","0","3"
"D331","Benign neoplasm of brain, infratentorial","2","0","2"
"D34","Benign neoplasm of thyroid gland","1","0","1"
"D350","Benign neoplasm of adrenal gland","1","2","3"
"D351","Benign neoplasm of parathyroid gland","1","1","2"
"D352","Benign neoplasm of pituitary gland","2","0","2"
"D360","Benign neoplasm of lymph nodes","1","0","1"
"D369","Benign neoplasm of unspecified site","2","0","2"
"D371","Neoplasm of uncertain or unknown behavior of stomach","1","0","1"
"D372","Neoplasm of uncertain or unknown behavior of small intestine","2","0","2"
"D374","Neoplasm of uncertain or unknown behavior of colon","2","1","3"
"D375","Neoplasm of uncertain or unknown behavior of rectum","0","1","1"
"D376","Neoplasm of uncertain or unknown behavior of liver, gallbladder and bile ducts","3","0","3"
"D377","Neoplasm of uncertain or unknown behavior of other digestive organs","0","1","1"
"D379","Neoplasm of uncertain or unknown behavior of digestive organ, unspecified","0","1","1"
"D432","Neoplasm of uncertain or unknown behavior of brain, unspecified","1","0","1"
"D45","Polycythaemia vera","1","2","3"
"D467","Other myelodysplastic syndromes","0","1","1"
"D469","Myelodysplastic syndrome, unspecified","5","1","6"
"D471","Chronic myeloproliferative disease","3","2","5"
"D472","Monoclonal gammopathy of undetermined significance (MGUS)","0","1","1"
"D474","Osteomyelofibrosis","3","0","3"
"D508","Other iron deficiency anaemias","4","1","5"
"D509","Iron deficiency anaemia, unspecified","2","1","3"
"D531","Other megaloblastic anaemias, NEC","1","0","1"
"D595","Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli]","0","1","1"
"D619","Aplastic anaemia, unspecified","2","2","4"
"D638","Anaemia in other chronic diseases classified elsewhere","0","2","2"
"D649","Anaemia, unspecified","14","19","33"
"D696","Thrombocytopenia, unspecified","2","2","4"
"D721","Eosinophilia","4","2","6"
"D728","Other specified disorders of white blood cells","5","5","10"
"D729","Disorder of white blood cells, unspecified","5","2","7"
"D758","Other specified diseases of blood and blood-forming organs","2","2","4"
"D869","Sarcoidosis, unspecified","0","1","1"
"E041","Nontoxic single thyroid nodule","1","0","1"
"E063","Autoimmune thyroiditis","1","0","1"
"E1041","Type 1 diabetes mellitus, with diabetic polyneuropathy(G632*)","5","1","6"
"E1058","Type 1 diabetes mellitus, with other and unspecified certain circulatory complications","8","2","10"
"E1063","Type 1 diabetes mellitus, with hypoglycemia","1","0","1"
"E1101","Type 2 diabetes mellitus, with coma, with ketoacidosis","1","0","1"
"E1128","Type 2 diabetes mellitus, with other and unspecified renal complication(N083*)","3","1","4"
"E1148","Type 2 diabetes mellitus, with other and unspecified neurological complication","4","0","4"
"E1158","Type 2 diabetes mellitus, with other and unspecified certain circulatory complications","4","1","5"
"E1164","Poor control blood glucose level type 2 diabetes mellitus","1","0","1"
"E118","Type 2 diabetes mellitus, with unspecified complications","56","28","84"
"E119","Type 2 diabetes mellitus, without complications","22","6","28"
"E139","Other specified diabetes mellitus, without complications","0","1","1"
"E1433","Unspecified diabetes mellitus, with other and unspecified retinopathy(H360*)","1","0","1"
"E148","Unspecified diabetes mellitus, with unspecified complications","3","0","3"
"E162","Hypoglycaemia, unspecified","0","1","1"
"E222","Syndrome of inappropriate secretion of antidiuretic hormone","0","1","1"
"E230","Hypopituitarism","0","17","17"
"E232","Diabetes insipidus","4","0","4"
"E274","Other and unspecified adrenocortical insufficiency","0","1","1"
"E301","Precocious puberty","0","218","218"
"E308","Other disorders of puberty","0","21","21"
"E343","Short stature, NEC","0","38","38"
"E512","Wernicke’s encephalopathy","1","1","2"
"E668","Other obesity","0","1","1"
"E785","Hyperlipidaemia, unspecified","0","1","1"
"E871","Hypo-osmolality and hyponatraemia","7","10","17"
"E875","Hyperkalaemia","0","2","2"
"E889","Metabolic disorder, unspecified","1","0","1"
"E890","Postprocedural hypothyroidism","0","1","1"
"F000","Dementia in Alzheimer’s disease with early onset(G300†)","0","1","1"
"F001","Dementia in Alzheimer’s disease with late onset(G301†)","0","4","4"
"F002","Dementia in Alzheimer’s disease, atypical or mixed type(G308†)","1","1","2"
"F009","Dementia in Alzheimer´s disease, unspecified(G309†)","5","8","13"
"F019","Vascular dementia, unspecified","0","2","2"
"F03","Unspecified dementia","3","2","5"
"F059","Delirium, unspecified","1","0","1"
"F069","Unspecified mental disorder due to brain damage and dysfunction and to physical disease","0","1","1"
"F103","Withdrawal state of alcohol","0","1","1"
"F419","Anxiety disorder, unspecified","1","1","2"
"F458","Other somatoform disorders","0","2","2"
"G060","Intracranial abscess and granuloma","1","2","3"
"G119","Hereditary ataxia, unspecified","0","1","1"
"G1221","Sporadic amyotrophic lateral sclerosis","1","1","2"
"G20","Parkinson’s disease","29","18","47"
"G211","Other drug-induced secondary parkinsonism","3","0","3"
"G214","Vascular parkinsonism","6","0","6"
"G218","Other secondary parkinsonism","3","0","3"
"G219","Secondary parkinsonism, unspecified","2","0","2"
"G22","Parkinsonism in diseases classified elsewhere","2","0","2"
"G249","Dystonia, unspecified","1","0","1"
"G250","Essential tremor","1","1","2"
"G253","Myoclonus","1","2","3"
"G258","Other specified extrapyramidal and movement disorders","1","1","2"
"G259","Extrapyramidal and movement disorder, unspecified","0","1","1"
"G3182","Dementia with Lewy bodies(F028*)","1","0","1"
"G360","Neuromyelitis optica[Devic]","0","1","1"
"G373","Acute transverse myelitis in demyelinating disease of central nervous system","0","1","1"
"G4031","Generalized idiopathic epilepsy and epileptic syndromes with intractable epilepsy","1","0","1"
"G4040","Other generalized epilepsy and epileptic syndromes without intractable epilepsy","1","0","1"
"G430","Migraine without aura [common migraine]","2","70","72"
"G439","Migraine, unspecified","2","18","20"
"G440","Cluster headache syndrome","1","0","1"
"G441","Vascular headache, NEC","1","4","5"
"G442","Tension-type headache","2","2","4"
"G454","Transient global amnesia","0","1","1"
"G459","Transient cerebral ischaemic attack, unspecified","10","8","18"
"G462","Posterior cerebral artery syndrome(I662†)","1","0","1"
"G463","Brain stem stroke syndrome(I60-I67†)","0","1","1"
"G470","Disorders of initiating and maintaining sleep [insomnias]","1","1","2"
"G4738","Other sleep apnoea","0","1","1"
"G500","Trigeminal neuralgia","0","2","2"
"G510","Bell’s palsy","11","13","24"
"G530","Postzoster neuralgia(B022†)","0","4","4"
"G542","Cervical root disorders, NEC","0","1","1"
"G544","Lumbosacral root disorders, NEC","2","0","2"
"G552","Nerve root and plexus compressions in spondylosis(M47-†)","1","0","1"
"G560","Carpal tunnel syndrome","1","3","4"
"G564","Complex regional pain syndrome typeⅡ","0","4","4"
"G568","Other mononeuropathies of upper limb","6","1","7"
"G5881","Multiple complex regional pain syndrome type II","1","0","1"
"G609","Hereditary and idiopathic neuropathy, unspecified","1","1","2"
"G629","Polyneuropathy, unspecified","6","2","8"
"G632","Diabetic polyneuropathy","2","1","3"
"G638","Polyneuroparthy in other diseases classified elsewhere","2","0","2"
"G700","Myasthenia gravis","0","1","1"
"G819","Hemiplegia, unspecified","3","2","5"
"G822","Paraplegia, unspecified","4","0","4"
"G825","Tetraplegia, unspecified","5","1","6"
"G839","Paralytic syndrome, unspecified","0","1","1"
"G919","Hydrocephalus, unspecified","1","0","1"
"G931","Anoxic brain damage, NEC","1","1","2"
"G959","Disease of spinal cord, unspecified","21","3","24"
"H210","Hyphaema","1","0","1"
"H2500","Senile incipient cataract, right","1","1","2"
"H2502","Senile incipient cataract, bilateral","1","0","1"
"H2510","Senile nuclear cataract, right","249","128","377"
"H2511","Senile nuclear cataract, left","242","122","364"
"H2519","Senile nuclear cataract, unspecified side","3","0","3"
"H26020","Presenile cataract, right","0","1","1"
"H490","Third[oculomotor] nerve palsy","3","0","3"
"H492","Sixth[abducent] nerve palsy","1","3","4"
"H5313","Visual discomfort","1","0","1"
"H532","Diplopia","0","1","1"
"H5345","Heteronymous bilateral field defects","0","2","2"
"H811","Benign paroxysmal vertigo","12","19","31"
"H812","Vestibular neuronitis","5","11","16"
"H8130","Other aural vertigo","0","1","1"
"H814","Vertigo of central origin","6","4","10"
"H905","Sensorineural hearing loss, unspecified","0","1","1"
"H9120","Sudden idiopathic hearing loss, unilateral","1","0","1"
"I059","Mitral valve disease, unspecified","1","0","1"
"I109","Other and unspecified primary hypertension","20","21","41"
"I110","Hypertensive heart disease with (congestive) heart failure","2","0","2"
"I129","Hypertensive renal disease without renal failure","0","1","1"
"I200","Unstable angina","56","45","101"
"I201","Angina pectoris with documented spasm","22","16","38"
"I2088","Other forms of angina pectoris","93","60","153"
"I209","Angina pectoris, unspecified","58","32","90"
"I212","Acute transmural myocardial infarction of other sites","0","1","1"
"I214","Acute subendocardial myocardial infarction","17","14","31"
"I219","Acute myocardial infarction, unspecified","13","19","32"
"I251","Atherosclerotic heart disease","1","2","3"
"I252","Old myocardial infarction","4","0","4"
"I255","Ischaemic cardiomyopathy","2","2","4"
"I256","Silent myocardial ischaemia","0","1","1"
"I258","Other forms of chronic ischaemic heart disease","1","1","2"
"I259","Chronic ischaemic heart disease, unspecified","1","0","1"
"I269","Pulmonary embolism without mention of acute cor pulmonale","3","9","12"
"I279","Pulmonary heart disease, unspecified","1","0","1"
"I312","Haemopericardium, NEC","1","0","1"
"I313","Pericardial effusion(noninflammatory)","0","2","2"
"I319","Disease of pericardium, unspecified","0","3","3"
"I328","Pericarditis in other diseases classified elsewhere","1","0","1"
"I330","Acute and subacute infective endocarditis","0","1","1"
"I340","Mitral(valve) insufficiency","3","0","3"
"I341","Mitral(valve) prolapse","0","1","1"
"I350","Aortic(valve) stenosis","5","5","10"
"I420","Dilated cardiomyopathy","2","3","5"
"I421","Obstructive hypertrophic cardiomyopathy","2","0","2"
"I422","Other hypertrophic cardiomyopathy","2","1","3"
"I425","Other restrictive cardiomyopathy","0","2","2"
"I427","Cardiomyopathy due to drugs and other external agents","0","1","1"
"I429","Cardiomyopathy, unspecified","0","2","2"
"I441","Atrioventricular block, second degree","1","0","1"
"I442","Atrioventricular block, complete","3","2","5"
"I443","Other and unspecified atrioventricular block","0","1","1"
"I447","Left bundle-branch block, unspecified","1","0","1"
"I461","Sudden cardiac death, so described","0","1","1"
"I469","Cardiac arrest, unspecified","0","1","1"
"I471","Supraventricular tachycardia","0","1","1"
"I480","Paroxysmal atrial fibrillation","31","35","66"
"I481","Persistent atrial fibrillation","1","1","2"
"I483","Typical atrial flutter","0","1","1"
"I489","Atrial fibrillation and atrial flutter, unspecified","1","4","5"
"I493","Ventricular premature depolarization","1","1","2"
"I495","Sick sinus syndrome","2","2","4"
"I5004","Congestive heart failure with systolic dysfunction","7","11","18"
"I5008","Other and unspecified congestive heart failure","13","22","35"
"I501","Left ventricular failure","5","5","10"
"I509","Heart failure, unspecified","1","0","1"
"I519","Heart disease, unspecified","0","1","1"
"I601","Subarachnoid haemorrhage from middle cerebral artery","1","0","1"
"I605","Subarachnoid haemorrhage from vertebral artery","0","1","1"
"I608","Other subarachnoid haemorrhage","0","1","1"
"I609","Subarachnoid haemorrhage, unspecified","5","1","6"
"I612","Intracerebral haemorrhage in hemisphere, unspecified","0","2","2"
"I618","Other intracerebral haemorrhage","0","2","2"
"I619","Intracerebral haemorrhage, unspecified","18","12","30"
"I620","Subdural haemorrhage (acute)(nontraumatic)","2","2","4"
"I629","Intracranial haemorrhage(nontraumatic), unspecified","4","0","4"
"I6300","Cerebral infarction due to thrombosis of vertebral artery","0","1","1"
"I6301","Cerebral infarction due to thrombosis of basilar artery","1","1","2"
"I6302","Cerebral infarction due to thrombosis of carotid artery","0","1","1"
"I6309","Cerebral infarction due to thrombosis of unspecified precerebral artery","0","1","1"
"I6322","Cerebral infarction due to unspecified occlusion or stenosis of carotid artery","0","1","1"
"I6329","Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral artery","0","1","1"
"I6330","Cerebral infarction due to thrombosis of middle cerebral artery","3","4","7"
"I6332","Cerebral infarction due to thrombosis of posterior cerebral artery","0","1","1"
"I6339","Cerebral infarction due to thrombosis of unspecified cerebral arteries","8","18","26"
"I6340","Cerebral infarction due to embolism of middle cerebral artery","1","4","5"
"I6342","Cerebral infarction due to embolism of posterior cerebral artery","1","0","1"
"I6349","Cerebral infarction due to embolism of unspecified cerebral arteries","0","3","3"
"I6350","Cerebral infarction due to unspecified occlusion or stenosis of middle cerebral artery","6","3","9"
"I6352","Cerebral infarction due to unspecified occlusion or stenosis of posterior cerebral artery","3","1","4"
"I6359","Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral arteries","6","1","7"
"I638","Other cerebral infarction","54","31","85"
"I639","Cerebral infarction, unspecified","49","60","109"
"I652","Occlusion and stenosis of carotid artery","14","8","22"
"I658","Occlusion and stenosis of other precerebral artery","2","0","2"
"I659","Occlusion and stenosis of unspecified precerebral artery","2","0","2"
"I660","Occlusion and stenosis of middle cerebral artery","3","4","7"
"I661","Occlusion and stenosis of anterior cerebral artery","2","0","2"
"I671","Cerebral aneurysm, nonruptured","8","7","15"
"I678","Other specified cerebrovascular diseases","5","3","8"
"I679","Cerebrovascular disease, unspecified","2","2","4"
"I690","Sequelae of subarachnoid haemorrhage","0","2","2"
"I691","Sequelae of intracerebral haemorrhage","2","2","4"
"I693","Sequelae of cerebral infarction","11","20","31"
"I698","Sequelae of other and unspecified cerebrovascular diseases","9","7","16"
"I7022","Atherosclerosis of arteries of extremities with intermittent claudication","1","0","1"
"I7025","Atherosclerosis of arteries of extremities with gangrene","0","1","1"
"I7029","Atherosclerosis of arteries of extremities, unspecified","26","7","33"
"I70830","Atherosclerosis of subclavian artery, without gangrene","1","0","1"
"I70880","Atherosclerosis of other arteries, without gangrene","1","0","1"
"I70920","Generalized atherosclerosis, without gangrene","8","1","9"
"I7109","Unspecified site","0","1","1"
"I7120","Thoracic aorta, ascending","0","1","1"
"I714","Abdominal aortic aneurysm, without mention of rupture","1","0","1"
"I716","Thoracoabdominal aortic aneurysm, without mention of rupture","2","0","2"
"I718","Aortic aneurysm of unspecified site, ruptured","1","0","1"
"I719","Aortic aneurysm of unspecified site, without mention of rupture","1","2","3"
"I7380","Peripheral artery occlusive disease involving arteries below knee","7","3","10"
"I739","Peripheral vascular disease, unspecified","1","1","2"
"I7430","Embolism and thrombosis of below knee","2","0","2"
"I7431","Embolism and thrombosis of above knee","0","1","1"
"I749","Embolism and thrombosis of unspecified artery","0","1","1"
"I771","Stricture of artery","1","2","3"
"I776","Arteritis, unspecified","0","1","1"
"I802","Phlebitis and thrombophlebitis of other deep vessels of lower extremities","1","1","2"
"I809","Phlebitis and thrombophlebitis of unspecified site","1","1","2"
"I81","Portal vein thrombosis","2","0","2"
"I831","Varicose veins of lower extremities with inflammation","0","1","1"
"I839","Varicose veins of lower extremities without ulcer or inflammation","16","17","33"
"I8591","Esophageal varices without bleeding, secondary","2","1","3"
"I872","Venous insufficiency (chronic)(peripheral)","7","0","7"
"I880","Nonspecific mesenteric lymphadenitis","1","0","1"
"I889","Nonspecific lymphadenitis, unspecified","1","0","1"
"I890","Lymphoedema, NEC","2","0","2"
"I951","Orthostatic hypotension","2","0","2"
"I959","Hypotension, unspecified","2","0","2"
"J00","Acute nasopharyngitis[common cold]","0","1","1"
"J0101","Acute maxillary sinusitis, recurrent","0","1","1"
"J0191","Acute sinusitis, unspecified, recurrent","0","1","1"
"J0390","Acute tonsillitis, unspecified, not specified as recurrent","0","8","8"
"J0391","Acute tonsillitis, unspecified, recurrent","0","5","5"
"J050","Acute obstructive laryngitis [croup]","0","1","1"
"J09","Influenza due to identified zoonotic or pandemic influenza virus","4","6","10"
"J111","Influenza with other respiratory manifestations, virus not identified","1","20","21"
"J129","Viral pneumonia, unspecified","1","0","1"
"J157","Pneumonia due to Mycoplasma pneumoniae","0","13","13"
"J159","Bacterial pneumonia, unspecified","6","7","13"
"J168","Pneumonia due to other specified infectious organisms","2","0","2"
"J180","Bronchopneumonia, unspecified","4","10","14"
"J189","Pneumonia, unspecified","60","100","160"
"J205","Acute bronchitis due to respiratory syncytial virus","0","1","1"
"J206","Acute bronchitis due to rhinovirus","0","2","2"
"J2080","Acute bronchitis due to human bocavirus","0","1","1"
"J209","Acute bronchitis, unspecified","0","4","4"
"J219","Acute bronchiolitis, unspecified","0","10","10"
"J301","Allergic rhinitis due to pollen","1","0","1"
"J320","Chronic maxillary sinusitis","0","1","1"
"J324","Chronic pansinusitis","0","1","1"
"J348","Other specified disorders of nose and nasal sinuses","0","1","1"
"J390","Retropharyngeal and parapharyngeal abscess","1","1","2"
"J392","Other diseases of pharynx","1","0","1"
"J40","Bronchitis, not specified as acute or chronic","2","0","2"
"J42","Unspecified chronic bronchitis","1","1","2"
"J438","Other emphysema","1","0","1"
"J4400","Chronic obstructive pulmonary disease with acute lower respiratory infection, mild","1","0","1"
"J4410","Chronic obstructive pulmonary disease with acute exacerbation, unspecified, mild","0","4","4"
"J4411","Chronic obstructive pulmonary disease with acute exacerbation, unspecified, moderate","4","0","4"
"J4412","Chronic obstructive pulmonary disease with acute exacerbation, unspecified, severe","0","1","1"
"J4419","Chronic obstructive pulmonary disease with acute exacerbation, unspecified, unspecified","3","1","4"
"J4480","Other specified chronic obstructive pulmonary disease, mild","1","0","1"
"J4481","Other specified chronic obstructive pulmonary disease, moderate","6","1","7"
"J4482","Other specified chronic obstructive pulmonary disease, severe","2","1","3"
