상병코드,상병명,국비,사비,계
C251,췌장의 체부의 악성 신생물,1,3,4
C252,췌장의 꼬리의 악성 신생물,1,0,1
C259,상세불명의 췌장의 악성 신생물,4,9,13
C3401,"주기관지의 악성 신생물, 왼쪽",1,0,1
C3419,"상엽, 기관지 또는 폐의 악성 신생물, 상세불명 쪽",0,1,1
C342,"중엽, 기관지 또는 폐의 악성 신생물",2,1,3
C3489,"기관지 및 폐의 중복병변의 악성 신생물, 상세불명 쪽",0,1,1
C3490,"상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽",2,0,2
C3499,"상세불명의 기관지 또는 폐의 악성 신생물, 상세불명 쪽",25,29,54
C449,상세불명의 피부의 악성 신생물,0,1,1
C459,상세불명의 중피종,0,1,1
C495,골반의 결합조직 및 연조직의 악성 신생물,1,0,1
C499,상세불명의 결합조직 및 연조직의 악성 신생물,1,0,1
C5091,"상세불명의 유방의 악성 신생물, 왼쪽 ",0,1,1
C5099,"상세불명의 유방의 악성 신생물, 상세불명 쪽 ",0,2,2
C539,상세불명의 자궁경부의 악성 신생물,0,2,2
C569,"난소의 악성 신생물, 상세불명 쪽",0,4,4
C61,전립선의 악성 신생물,63,21,84
C641,"신우를 제외한 신장의 악성 신생물, 왼쪽",0,1,1
C649,"신우를 제외한 신장의 악성 신생물, 상세불명 쪽",1,0,1
C660,"요관의 악성 신생물, 오른쪽",1,0,1
C661,"요관의 악성 신생물, 왼쪽",1,0,1
C671,방광의 둥근천장부의 악성 신생물,2,0,2
C679,상세불명의 방광의 악성 신생물,7,2,9
C700,뇌막의 악성 신생물,0,2,2
C710,뇌엽 및 뇌실을 제외한 대뇌의 악성 신생물,0,1,1
C719,상세불명의 뇌의 악성 신생물,0,5,5
C73,갑상선의 악성 신생물,0,1,1
C7800,"폐의 이차성 악성 신생물, 오른쪽",1,0,1
C786,후복막 및 복막의 이차성 악성 신생물,0,3,3
C787,간 및 간내 담관의 이차성 악성 신생물,1,3,4
C7988,기타 명시된 부위의 이차성 악성 신생물,0,1,1
C799,상세불명 부위의 이차성 악성 신생물,1,0,1
C800,원발부위 미상으로 언급된 악성 신생물,1,0,1
C859,상세불명의 비호지킨림프종,0,6,6
C900,다발골수종,4,0,4
C911,B-세포형 만성 림프구성 백혈병,1,0,1
C921,"만성 골수성 백혈병, BCR/ABL-양성",2,0,2
C927,기타 골수성 백혈병,1,0,1
C969,"상세불명의 림프, 조혈 및 관련 조직의 악성 신생물",0,1,1
D013,항문 및 항문관의 제자리암종 ,1,0,1
D126,상세불명의 결장의 양성 신생물,21,5,26
D131,위의 양성 신생물 ,13,5,18
D134,간의 양성 신생물 ,1,0,1
D136,췌장의 양성 신생물,2,0,2
D1439,"기관지 및 폐의 양성 신생물, 상세불명 쪽",12,2,14
D144,상세불명의 호흡계통의 양성 신생물 ,2,0,2
D166,척주의 양성 신생물,4,0,4
D179,상세불명의 양성 지방종성 신생물,4,4,8
D1802,간담도계의 혈관종,2,1,3
D1808,기타 부위의 혈관종,1,0,1
D303,방광의 양성 신생물,2,1,3
D316,상세불명의 안와의 양성 신생물,1,0,1
D320,뇌막의 양성 신생물 ,1,0,1
D329,상세불명의 수막의 양성 신생물 ,2,0,2
D333,뇌신경의 양성 신생물 ,2,0,2
D339,상세불명의 중추신경계통의 양성 신생물,0,1,1
D352,뇌하수체의 양성 신생물,3,0,3
D361,말초신경 및 자율신경계통의 양성 신생물,1,0,1
D369,상세불명 부위의 양성 신생물,1,0,1
D371,위의 행동양식 불명 또는 미상의 신생물,1,0,1
D376,"간, 담낭 및 담관의 행동양식 불명 또는 미상의 신생물",3,1,4
D377,기타 소화기관의 행동양식 불명 또는 미상의 신생물,12,0,12
D379,상세불명의 소화기관의 행동양식 불명 또는 미상의 신생물,1,0,1
D381,"기관, 기관지 및 폐의 행동양식 불명 또는 미상의 신생물",1,0,1
D383,종격의 행동양식 불명 또는 미상의 신생물 ,1,0,1
D414,방광의 행동양식 불명 또는 미상의 신생물 ,1,4,5
D432,상세불명의 뇌의 행동양식 불명 또는 미상의 신생물 ,0,1,1
D440,갑상선의 행동양식 불명 또는 미상의 신생물,1,0,1
D469,상세불명의 골수형성이상증후군,1,0,1
D473,본태성(출혈성) 혈소판혈증,1,0,1
D481,결합조직 및 기타 연조직의 행동양식 불명 또는 미상의 신생물,8,0,8
D500,(만성) 실혈에 따른 이차성 철겹핍빈혈,1,0,1
D509,상세불명의 철결핍빈혈,1,1,2
D638,달리 분류된 기타 만성 질환에서의 빈혈,1,0,1
D649,상세불명의 빈혈,12,9,21
D696,상세불명의 혈소판감소증,1,0,1
D71,다형핵호중구의 기능장애,1,0,1
E039,상세불명의 갑상선기능저하증,0,1,1
E1000,고삼투압과 혼수를 동반한 1형 당뇨병,1,0,1
E1010,케토산증을 동반한 1형 당뇨병,1,1,2
E1020,초기 당뇨병신장병증을 동반한 1형 당뇨병(N08.3*),2,0,2
E1028,기타 및 상세불명의 신장합병증을 동반한 1형 당뇨병(N08.3*),3,0,3
E1031,당뇨병성 비증식성 망막병증을 동반한 1형 당뇨병(H36.0*),1,0,1
E1038,기타 및 상세불명의 눈 합병증을 동반한 1형 당뇨병,1,0,1
E1070,당뇨병성 족부궤양을 동반한 1형 당뇨병,2,0,2
E1100,고삼투압과 혼수를 동반한 2형 당뇨병,7,0,7
E1120,초기 당뇨병성 신장병증을 동반한 2형 당뇨병(N08.3*),2,0,2
E1141,당뇨병성 다발신경병증을 동반한 2형 당뇨병(G63.2*),0,1,1
E1148,기타 및 상세불명의 신경학적 합병증을 동반한 2형 당뇨병,4,0,4
E1150,"당뇨병성 말초혈관병증을 동반한, 괴저를 동반하지 않는 2형 당뇨병(I79.2*)",2,0,2
E1158,기타 및 상세불명의 말초순환계 합병증을 동반한 2형 당뇨병,4,0,4
E118,상세불명의 합병증을 동반한 2형 당뇨병,24,5,29
E119,합병증을 동반하지 않은 2형 당뇨병,17,3,20
E1364,혈당조절이 되지 않은 기타 명시된 당뇨병,1,0,1
E1378,기타 다발성 합병증을 동반한 기타 명시된 당뇨병,1,0,1
E1448,기타 및 상세불명의 신경학적 합병증을 동반한 상세불명의 당뇨병,7,0,7
E1471,당뇨병성 족부궤양 및 괴저를 동반한 상세불명의 당뇨병,2,1,3
E148,상세불명의 합병증을 동반한 상세불명의 당뇨병,9,2,11
E220,말단비대증 및 뇌하수체거인증,1,0,1
E242,약물유발 쿠싱증후군,0,3,3
E260,원발성 고알도스테론증,0,2,2
E274,기타 및 상세불명의 부신피질부전,0,1,1
E780,순수 고콜레스테롤혈증,1,1,2
E781,순수 고글리세라이드혈증,1,0,1
E784,기타 고지질혈증,2,0,2
E785,상세불명의 고지질혈증,11,2,13
E871,저오스몰랄농도 및 저나트륨혈증,4,0,4
E872,산증,0,1,1
E875,고칼륨혈증,0,1,1
F009,상세불명의 알츠하이머병에서의 치매(G30.9†),5,4,9
F011,다발-경색치매,1,0,1
F019,상세불명의 혈관성 치매,2,0,2
F03,상세불명의 치매,1,1,2
F059,상세불명의 섬망,1,0,1
F069,"뇌손상, 뇌기능이상 및 신체질환에 의한 상세불명의 정신장애",1,0,1
F072,뇌진탕후증후군,1,0,1
F329,상세불명의 우울에피소드,1,0,1
F410,공황장애[우발적 발작성 불안],2,0,2
F489,상세불명의 신경증성 장애,1,0,1
F510,비기질성 불면증,7,0,7
G030,비화농성 수막염,0,1,1
G039,상세불명의 수막염,3,0,3
G061,척추내 농양 및 육아종,0,1,1
G1221,산발형 근위축측삭경화증,3,0,3
G20,파킨슨병,16,0,16
G22,달리 분류된 질환에서의 파킨슨증,1,0,1
G245,안검연축,1,1,2
G253,마이오클로누스,1,0,1
G258,기타 명시된 추체외로 및 운동 장애,2,0,2
G319,신경계통의 상세불명 퇴행성 질환,9,0,9
G4001,난치성 뇌전증을 동반한 국소발병의 발작을 동반한 국소화-관련 (초점성)(부분적) 특발성 뇌전증 및 뇌전증증후군,2,0,2
G4090,난치성 뇌전증을 동반하지 않은 상세불명의 뇌전증,2,0,2
G431,조짐이 있는 편두통[고전적 편두통],1,0,1
G439,상세불명의 편두통,1,1,2
G442,긴장형두통,0,1,1
G448,기타 명시된 두통증후군,0,1,1
G459,상세불명의 일과성 뇌허혈발작,6,0,6
G470,수면 개시 및 유지 장애[불면증],12,0,12
G500,삼차신경통,1,0,1
G510,벨마비,2,2,4
G530,대상포진후신경통(B02.2†),2,0,2
G544,달리 분류되지 않은 요천수신경뿌리장애,19,0,19
G549,상세불명의 신경근 및 신경총 장애,2,0,2
G551,추간판 장애에서의 신경근 및 신경총 압박(M50-M51†),1,0,1
G560,손목터널증후군,5,3,8
G562,척골신경의 병변,1,0,1
G568,팔의 기타 단일신경병증,2,0,2
G580,늑간신경병증,1,0,1
G589,상세불명의 단일신경병증,33,0,33
G609,상세불명의 유전성 및 특발성 신경병증,4,0,4
G629,상세불명의 다발신경병증,7,0,7
G64,말초신경계통의 기타 장애,1,0,1
G810,이완성 편마비,1,0,1
G811,강직성 편마비,1,2,3
G819,상세불명의 편마비,51,12,63
G822,상세불명의 하반신마비,1,1,2
G825,상세불명의 사지마비,19,2,21
G834,말총증후군,7,2,9
G906,복합부위통증증후군 II형,4,0,4
G907,기타 및 상세불명 유형의 복합부위통증증후군,1,0,1
G912,정상뇌압 수두증,12,0,12
G919,상세불명의 수두증,3,0,3
G932,양성 두개내압상승,0,1,1
G952,상세불명의 척수압박,4,0,4
G959,척수의 상세불명 질환,18,3,21
H0411,건성안증후군,5,0,5
H2501,"노년성 초기백내장, 왼쪽",1,0,1
H2510,"노년성 핵백내장, 오른쪽",20,7,27
H2511,"노년성 핵백내장, 왼쪽",19,8,27
H2580,"기타 노년백내장, 오른쪽",15,13,28
H2581,"기타 노년백내장, 왼쪽",12,12,24
H2582,"기타 노년백내장, 양쪽",1,0,1
H2590,"상세불명의 노년백내장, 오른쪽",6,4,10
H2591,"상세불명의 노년백내장, 왼쪽",4,0,4
H6100,외이의 급성 연골막염,0,1,1
H6611,"만성 이관고실의 화농성 중이염, 양쪽",1,0,1
H6800,급성 귀인두관염,1,0,1
H810,메니에르병,1,1,2
H811,양성 발작성 현기증,3,1,4
H812,전정신경세포염,2,1,3
H814,중추기원의 현기증,6,0,6
H82,달리 분류된 질환에서의 현기증후군,2,0,2
H9120,"돌발성 특발성 청력소실, 한쪽",2,0,2
H9129,"돌발성 특발성 청력소실, 상세불명 쪽",5,4,9
I050,승모판협착,2,0,2
I101,악성 고혈압,9,5,14
I109,기타 및 상세불명의 원발성 고혈압,31,10,41
I110,(울혈성) 심부전을 동반한 고혈압성 심장병,5,2,7
I119,(울혈성) 심부전이 없는 고혈압성 심장병,9,6,15
I159,상세불명의 이차성 고혈압,1,0,1
I200,불안정협심증,12,6,18
I201,연축의 기재가 있는 협심증,13,3,16
I2080,비정형협심증,4,2,6
I2088,기타 형태의 협심증,67,9,76
I209,상세불명의 협심증,427,128,555
I214,급성 심내막하심근경색증,1,0,1
I219,상세불명의 급성 심근경색증,17,8,25
I252,오래된 심근경색증,1,1,2
I253,심장의 동맥류,1,0,1
I258,기타 형태의 만성 허혈심장병,1,1,2
I269,급성 폐심장증에 대한 언급이 없는 폐색전증,7,2,9
I270,원발성 폐동맥고혈압,1,0,1
I311,만성 협착성 심장막염,1,0,1
I313,심낭삼출액(비염증성),2,2,4
I350,대동맥판협착,2,2,4
I351,대동맥판기능부전,1,0,1
I359,상세불명의 대동맥판장애,1,0,1
I38,상세불명 판막의 심내막염,0,1,1
I420,확장성 심근병증,5,0,5
I4220,비폐색성 비대성 심근병증,1,0,1
I426,알코올성 심근병증,1,0,1
I429,상세불명의 심근병증,0,3,3
I442,완전방실차단,7,2,9
I455,기타 명시된 심장차단,1,0,1
I460,인공소생에 성공한 심장정지,4,1,5
I469,상세불명의 심장정지,1,1,2
I472,심실성 빈맥 ,1,0,1
I480,발작성 심방세동,5,2,7
I481,지속성 심방세동,3,0,3
I482,만성 심방세동,1,0,1
I484,비전형심방조동,0,2,2
I4890,상세불명의 심장세동,12,8,20
I4891,상세불명의 심장조동,0,3,3
I491,심방조기탈분극,0,1,1
I492,접합부조기탈분극,2,1,3
I493,심실조기탈분극,1,0,1
I495,동기능부전증후군,1,2,3
I499,상세불명의 심장부정맥,4,2,6
I5004,수축기능부전을 동반한 울혈성 심부전,9,5,14
I5005,수축기능이 정상인 울혈성 심부전,0,1,1
I5008,기타 및 상세불명의 울혈성 심부전,104,51,155
I501,좌심실부전,1,1,2
I509,상세불명의 심부전,14,5,19
I517,심장비대,1,1,2
I601,중대뇌동맥에서 기원한 거미막하출혈,0,1,1
I609,상세불명의 거미막하출혈,0,1,1
I613,뇌간의 뇌내출혈,1,0,1
I614,소뇌의 뇌내출혈,0,1,1
I615,뇌실내 뇌내출혈,0,1,1
I618,기타 뇌내출혈,0,1,1
I619,상세불명의 뇌내출혈,20,5,25
I620,비외상성 경막하출혈,1,1,2
I629,상세불명의 두개내출혈(비외상성),3,0,3
I6329,상세불명의 뇌전동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증,1,0,1
I6358,기타 대뇌동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증,1,0,1
I6359,상세불명의 대뇌동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증,1,0,1
I638,기타 뇌경색증,74,6,80
I639,상세불명의 뇌경색증,45,13,58
I652,경동맥의 폐쇄 및 협착,15,0,15
I660,중대뇌동맥의 폐쇄 및 협착,4,0,4
I669,상세불명 대뇌동맥의 폐쇄 및 협착,2,0,2
I670,파열되지 않은 대뇌동맥의 박리,3,0,3
I671,파열되지 않은 대뇌동맥류,7,1,8
I678,기타 명시된 뇌혈관질환,5,0,5
I679,상세불명의 뇌혈관질환,2,0,2
I690,지주막하출혈의 후유증,0,1,1
I691,뇌내출혈의 후유증,13,3,16
I693,뇌경색증의 후유증,34,3,37
I694,출혈 또는 경색증으로 명시되지 않은 뇌졸중의 후유증,2,0,2
I7022,간헐성 파행을 동반한 사지동맥의 죽상경화증,1,0,1
I7023,휴식통을 동반한 사지동맥의 죽상경화증,0,1,1
I7024,궤양을 동반한 사지동맥의 죽상경화증,0,1,1
I7029,사지동맥의 상세불명 죽상경화증,8,5,13
I70920,괴저를 동반하지 않은 전신죽상경화증,1,0,1
I7109,상세불명 부위의 대동맥박리,0,2,2
I714,파열에 대한 언급이 없는 복부대동맥동맥류,0,4,4
I729,상세불명 부위의 동맥류 및 박리,0,1,1
I731,폐색혈전혈관염[버거병],2,0,2
I738,기타 명시된 말초혈관질환,1,0,1
I739,상세불명의 말초혈관병,35,5,40
I740,복부대동맥의 색전증 및 혈전증,1,0,1
I745,장골동맥의 색전증 및 혈전증,1,0,1
I749,상세불명 동맥의 색전증 및 혈전증,1,0,1
I771,동맥의 협착,0,1,1
I7782,하지를 침범한 말초동맥폐쇄질환,4,2,6
I788,기타 모세혈관질환,0,1,1
I802,하지의 기타 심부혈관의 정맥염 및 혈전정맥염,2,3,5
I822,대정맥의 색전증 및 혈전증,0,1,1
I829,상세불명 정맥의 색전증 및 혈전증,1,0,1
I839,궤양 또는 염증이 없는 하지의 정맥류,1,0,1
I868,기타 명시된 부위의 정맥류,5,1,6
I872,정맥기능부전(만성)(말초성),1,0,1
I951,기립성 저혈압,1,0,1
I958,기타 저혈압,1,0,1
I959,상세불명의 저혈압,3,0,3
J00,급성 비인두염[감기],2,2,4
J0390,재발성으로 명시되어 있지 않은 상세불명의 급성 편도염,0,1,1
J069,상세불명의 급성 상기도감염,0,1,1
J111,"바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자",3,1,4
J158,기타 세균성 폐렴,1,1,2
J159,상세불명의 세균성 폐렴,2,0,2
J180,상세불명의 기관지폐렴,2,1,3
J189,상세불명의 폐렴,206,80,286
J209,상세불명의 급성 기관지염,2,0,2
J304,상세불명의 알레르기비염,2,1,3
J310,만성 비염,1,0,1
J329,상세불명의 만성 부비동염,4,2,6
J339,상세불명의 코폴립,3,2,5
J342,편위된 비중격,2,3,5
J343,코선반의 비대,5,3,8
J348,코 및 비동의 기타 명시된 장애,0,1,1
J3810,성대의 폴립,1,0,1
J40,급성인지 만성인지 명시되지 않은 기관지염,2,3,5
J42,상세불명의 만성 기관지염,1,2,3
J438,기타 폐기종,0,1,1
J439,상세불명의 폐기종,1,0,1
J4419,"급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 상세불명",0,1,1
J4489,"기타 명시된 만성 폐쇄성 폐질환, 상세불명",5,2,7
J4490,"상세불명의 만성 폐쇄성 폐질환, 경도",2,0,2
J4491,"상세불명의 만성 폐쇄성 폐질환, 중등도",4,3,7
J4492,"상세불명의 만성 폐쇄성 폐질환, 중증",4,3,7
J4499,"상세불명의 만성 폐쇄성 폐질환, 상세불명",17,8,25
J459,상세불명의 천식,8,9,17
J47,기관지확장증,1,1,2
J698,기타 고체 및 액체에 의한 폐렴,0,1,1
J841,섬유증을 동반한 기타 간질성 폐질환,6,1,7
J849,상세불명의 간질성 폐질환,6,0,6
J852,폐렴을 동반하지 않은 폐의 농양,2,0,2
J90,달리 분류되지 않은 흉막삼출액,4,3,7
J930,자발성 긴장기흉,0,1,1
J939,상세불명의 기흉,1,1,2
J9619,"만성 호흡부전, 상세불명형",2,0,2
J9699,"상세불명의 호흡부전, 상세불명형",1,0,1
K0532,만성 치관주위염,2,0,2
K089,치아 및 지지구조의 상세불명 장애,1,0,1
K210,식도염을 동반한 위-식도역류병,21,4,25
K219,식도염을 동반하지 않은 위-식도역류병,29,9,38
K222,식도폐색,0,1,1
K226,위-식도열상-출혈증후군,1,1,2
K227,바렛식도,1,0,1
K2501,출혈이 있는 급성 위궤양,1,3,4
K2511,천공이 있는 급성 위궤양,1,0,1
K2521,출혈 및 천공이 모두 있는 급성 위궤양,1,0,1
K2531,출혈 또는 천공이 없는 급성 위궤양,1,0,1
K2561,출혈 및 천공이 모두 있는 만성 또는 상세불명 위궤양,0,1,1
K2591,출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 위궤양,3,0,3
K260,출혈이 있는 급성 십이지장궤양,2,2,4
K269,출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 십이지장궤양,4,3,7
K279,출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 상세불명 부위의 소화성 궤양,1,0,1
K291,기타 급성 위염,10,1,11
K293,만성 표재성 위염,3,1,4
K294,만성 위축성 위염,5,1,6
K295,상세불명의 만성 위염,5,3,8
K296,기타 위염,14,0,14
K297,상세불명의 위염,46,7,53
K299,상세불명의 위십이지장염,1,0,1
K30,기능성 소화불량,8,1,9
K317,위 및 십이지장의 폴립,5,4,9
K3188,위 및 십이지장의 기타 명시된 질환,0,1,1
K319,위 및 십이지장의 상세불명 질환,1,0,1
K352,범복막염을 동반한 급성 충수염,3,0,3
K353,국소복막염을 동반한 급성 충수염,3,1,4
K358,기타 및 상세불명의 급성 충수염,2,1,3
K4020,"재발성으로 명시되어 있지 않은, 폐색 또는 괴저가 없는 양쪽 사타구니탈장",2,1,3
K4090,"재발성으로 명시되어 있지 않은, 폐색 또는 괴저가 없는 한쪽 또는 상세불명의 사타구니탈장",46,29,75
K4091,"재발성, 폐색 또는 괴저가 없는 한쪽 또는 상세불명의 사타구니탈장",1,0,1
K429,폐색 또는 괴저가 없는 배꼽탈장,2,1,3
K5099,"상세불명의 크론병, 상세불명",1,0,1
K514,염증성 폴립,0,1,1
K529,상세불명의 비감염성 위장염 및 결장염,6,2,8
K559,장의 상세불명의 혈관장애,2,0,2
K560,마비성 장폐색증,3,0,3
K565,폐색을 동반한 장유착[띠],3,2,5
K566,기타 및 상세불명의 장폐색,2,0,2
K567,상세불명의 장폐색증,9,3,12
K5732,"출혈을 동반하지 않은 천공 또는 농양이 없는 대장의 게실병, 게실염",2,1,3
K5792,"출혈을 동반하지 않은 천공 또는 농양이 없는 상세불명 부분의 장의 게실병, 게실염",0,1,1
K582,변비 위주의 과민대장증후군 [IBS-C] ,1,0,1
K583,혼합형 과민대장증후군 [IBS-M] ,0,1,1
K588,기타 및 상세불명 유형의 과민대장 증후군 ,3,3,6
K5900,서행성 변비,1,0,1
K5909,기타 및 상세불명 변비,12,4,16
K591,기능성 설사,3,1,4
K599,상세불명의 기능성 장장애,4,2,6
K603,항문루,1,0,1
K605,항문직장루,1,0,1
K610,항문농양,1,0,1
K625,항문 및 직장의 출혈,0,1,1
K629,항문 및 직장의 상세불명 질환,4,3,7
K635,결장의 폴립,43,12,55
K639,장의 상세불명 질환,3,4,7
K640,1도 치핵,1,0,1
K648,기타 명시된 치핵,5,3,8
K668,복막의 기타 명시된 장애,1,0,1
K7010,복수를 동반하지 않은 알코올성 간염,3,4,7
K7030,복수를 동반하지 않은 알코올성 간경변증,1,0,1
K709,상세불명의 알코올성 간질환,2,3,5
K7200,혼수를 동반하지 않은 급성 및 아급성 간부전,2,1,3
K7290,혼수를 동반하지 않은 상세불명의 간부전,1,0,1
K739,상세불명의 만성 간염,4,5,9
K7419,"간경화증,상세불명",1,1,2
K7429,"간경화증을 동반한 간섬유증, 상세불명",0,2,2
K7469,"간의 기타 및 상세불명의 경변증,상세불명",8,6,14
K750,간의 농양,4,1,5
K759,상세불명의 염증성 간질환,2,2,4
K760,달리 분류되지 않은 지방(변화성)간,3,3,6
K8000,폐색의 언급이 없는 급성 담낭염을 동반한 담낭의 결석,1,1,2
K8001,폐색을 동반한 급성 담낭염을 동반한 담낭의 결석,1,0,1
K8010,폐색의 언급이 없는 기타 담낭염을 동반한 담낭의 결석,19,15,34
K8020,폐색의 언급이 없는 담낭염이 없는 담낭의 결석,3,0,3
K8030,폐색의 언급이 없는 담관염을 동반한 담관 결석,4,0,4
K8031,폐색을 동반한 담관염을 동반한 담관 결석,1,0,1
K8040,폐색의 언급이 없는 담낭염을 동반한 담관결석,0,1,1
K8050,폐색의 언급이 없는 담관염 또는 담낭염이 없는 담관결석,5,1,6
K8080,폐색의 언급이 없는 기타 담석증 ,1,1,2
K810,급성 담낭염,10,1,11
K811,만성 담낭염,3,0,3
K819,상세불명의 담낭염,2,0,2
K821,담낭의 수종,1,0,1
K8280,담낭 또는 담낭관의 폴립,3,3,6
K830,담관염,3,2,5
K839,담도의 상세불명의 질환,2,0,2
K8519,"담도 급성 췌장염, 상세불명",0,1,1
K8580,"기타 급성 췌장염, 경증",1,1,2
K8589,"기타 급성 췌장염, 상세불명",2,1,3
K8590,"상세불명의 급성 췌장염, 경도",1,0,1
K8591,"상세불명의 급성 췌장염, 중도 중증",0,1,1
K8599,"상세불명의 급성 췌장염, 상세불명",2,0,2
K860,알코올유발 만성 췌장염,2,3,5
K861,기타 만성 췌장염,1,2,3
K862,췌장의 낭,0,2,2
K869,췌장의 상세불명의 질환,2,1,3
K911,위수술후증후군,5,0,5
K920,토혈,2,0,2
K921,흑색변,10,2,12
K922,상세불명의 위장출혈,11,3,14
L0230,둔부의 피부농양,0,1,1
L0301,발가락의 연조직염,1,0,1
L0310,팔의 연조직염,4,0,4
L0311,다리의 연조직염,10,2,12
L032,얼굴의 연조직염,2,1,3
L0335,둔부의 연조직염,1,0,1
L039,상세불명의 연조직염,1,1,2
L089,피부 및 피하조직의 상세불명의 국소감염,1,0,1
L409,상세불명의 건선,1,0,1
L600,내향성 손발톱,3,0,3
L720,표피낭,6,0,6
L729,피부 및 피하조직의 상세불명의 모낭낭,1,0,1
L84,티눈 및 굳은살,3,0,3
L899,상세불명의 욕창궤양 및 압박부위,0,1,1
L929,피부 및 피하조직의 상세불명의 육아종성 장애,0,1,1
M0099,"상세불명의 화농성 관절염, 상세불명 부분",6,1,7
M0509,"펠티증후군, 상세불명 부분",1,0,1
M05840,"경도 기타 혈청검사양성 류마티스관절염, 손",3,0,3
M0609,"혈청검사음성 류마티스관절염, 상세불명 부분",1,0,1
M1000,"특발성 통풍, 여러 부위",1,0,1
M1090,"상세불명의 통풍, 여러 부위",1,0,1
M1099,"상세불명의 통풍, 상세불명 부분",3,1,4
M1314,"달리 분류되지 않은 단일관절염, 손",1,0,1
M1381,"기타 명시된 관절염, 어깨부분",1,0,1
M1384,"기타 명시된 관절염, 손",2,0,2
M1394,"상세불명의 관절염, 손",0,1,1
M1399,"상세불명의 관절염, 상세불명 부분",1,0,1
M150,원발성 전신(골)관절증,16,1,17
M158,기타 다발관절증,1,0,1
M160,양쪽 원발성 고관절증,1,0,1
M169,상세불명의 고관절증,8,0,8
M170,양쪽 원발성 무릎관절증,3,3,6
M171,기타 원발성 무릎관절증,5,3,8
M179,상세불명의 무릎관절증,45,62,107
M1927,"기타 이차성 관절증, 발목 및 발",1,0,1
M1991,"상세불명의 관절증, 어깨부분",2,0,2
M1999,"상세불명의 관절증, 상세불명 부분",6,0,6
M2008,손가락의 기타 변형,1,0,1
M201,외반무지(후천성),2,0,2
M202,강직무지,1,0,1
M222,무릎뼈대퇴골의 장애,2,0,2
M2329,"오래된 찢김 또는 손상으로 인한 반달연골의 장애, 상세불명의 연골 또는 인대",1,0,1
M2339,"기타 반달연골장애, 상세불명의 연골 또는 인대",1,0,1
M2381,"무릎의 기타 내부장애, 내측반달연골",3,0,3
M2391,"무릎의 상세불명의 내부장애, 내측반달연골",1,1,2
M2393,"무릎의 상세불명의 내부장애, 전십자인대",1,0,1
M2398,"무릎의 상세불명의 내부장애, 기타 무릎 구조물",6,10,16
