"상병코드","상병명","국비","사비"
"D1720","팔의 피부 및 피하조직의 양성 지방종성 신생물","","1"
"D179","상세불명의 양성 지방종성 신생물","1",""
"D211","어깨를 포함한 팔의 결합조직 및 기타 연조직의 양성 신생물","1",""
"D320","뇌막의 양성 신생물","","2"
"D330","천막상 뇌의 양성 신생물","1",""
"D34","갑상선의 양성 신생물","2",""
"D350","부신의 양성 신생물","1",""
"D381","기관, 기관지 및 폐의 행동양식 불명 또는 미상의 신생물","","1"
"D429","상세불명의 수막의 행동양식 불명 또는 미상의 신생물","","1"
"D432","상세불명의 뇌의 행동양식 불명 또는 미상의 신생물","1","1"
"D469","상세불명의 골수형성이상증후군","1","3"
"D480","뼈 및 관절연골의 행동양식 불명 또는 미상의 신생물","1",""
"D481","결합조직 및 기타 연조직의 행동양식 불명 또는 미상의 신생물","1",""
"D500","(만성) 실혈에 따른 이차성 철겹핍빈혈","3","1"
"D508","기타 철결핍빈혈","","2"
"D509","상세불명의 철결핍빈혈","32","19"
"D619","상세불명의 무형성빈혈","1",""
"D638","달리 분류된 기타 만성 질환에서의 빈혈","1","1"
"D649","상세불명의 빈혈","20","17"
"D6938","기타 특발성 혈소판감소성 자반","","1"
"D696","상세불명의 혈소판감소증","1",""
"D700","호중구감소성 발열","1",""
"D735","비장의 경색증","1",""
"E039","상세불명의 갑상선기능저하증","11","4"
"E041","비독성 단순갑상선 결절","1",""
"E079","상세불명의 갑상선의 장애","5",""
"E1000","고삼투압과 혼수를 동반한 1형 당뇨병","2",""
"E1033","기타 및 상세불명의 망막병증을 동반한 1형 당뇨병(H360*)","1",""
"E1040","당뇨병성 단일신경병증을 동반한 1형 당뇨병","2",""
"E1050","당뇨병성 말초혈관병증을 동반한, 괴저를 동반하지 않는 1형 당뇨병(I792*)","4",""
"E1058","기타 및 상세불명의 순환계 합병증을 동반한 1형 당뇨병","","2"
"E1072","기타 및 상세불명의 당뇨병성 족부합병증을 동반한 1형 당뇨병","","1"
"E109","합병증을 동반하지 않은 1형 당뇨병","","3"
"E1100","고삼투압과 혼수를 동반한 2형 당뇨병","5","1"
"E1108","기타 및 상세불명의 혼수를 동반한 2형 당뇨병","1",""
"E1110","케토산증을 동반한 2형 당뇨병","1",""
"E1121","확정된 당뇨병성 신장병증을 동반한 2형 당뇨병(N083*)","","1"
"E1122","말기신장병을 동반한 2형 당뇨병(N083*)","14","5"
"E1128","기타 및 상세불명의 신장합병증을 동반한 2형 당뇨병(N083*)","29","11"
"E1133","기타 및 상세불명의 망막병증을 동반한 2형 당뇨병(H360*)","","1"
"E1141","당뇨병성 다발신경병증을 동반한 2형 당뇨병(G632*)","25","3"
"E1142","당뇨병성 자율신경병증을 동반한 2형 당뇨병(G990*)","2",""
"E1148","기타 및 상세불명의 신경학적 합병증을 동반한 2형 당뇨병","5","1"
"E1150","당뇨병성 말초혈관병증을 동반한, 괴저를 동반하지 않는 2형 당뇨병(I792*)","2",""
"E1158","기타 및 상세불명의 순환계 합병증을 동반한 2형 당뇨병","2",""
"E1164","혈당조절이 되지 않은 2형 당뇨병","2","2"
"E1168","달리 분류되지 않은 기타 명시된 합병증을 동반한 2형 당뇨병","3","1"
"E1170","당뇨병성 족부궤양을 동반한 2형 당뇨병","1","1"
"E1171","당뇨병성 족부궤양 및 괴저를 동반한 2형 당뇨병","4","5"
"E1172","기타 및 상세불명의 당뇨병성 족부합병증을 동반한 2형 당뇨병","","5"
"E1178","기타 다발성 합병증을 동반한 2형 당뇨병","29","4"
"E118","상세불명의 합병증을 동반한 2형 당뇨병","75","33"
"E119","합병증을 동반하지 않은 2형 당뇨병","202","57"
"E1370","당뇨병성 족부궤양을 동반한 기타 명시된 당뇨병","1",""
"E1371","당뇨병성 족부궤양 및 괴저를 동반한 기타 명시된 당뇨병","3",""
"E138","상세불명의 합병증을 동반한 기타 명시된 당뇨병","3",""
"E1431","당뇨병성 비증식성 망막병증을 동반한 상세불명의 당뇨병(H360*)","1",""
"E1438","기타 및 상세불명의 눈합병증을 동반한 상세불명의 당뇨병","2",""
"E1448","기타 및 상세불명의 신경학적 합병증을 동반한 상세불명의 당뇨병","8","2"
"E1472","기타 및 상세불명의 당뇨병성 족부합병증을 동반한 상세불명의 당뇨병","1","1"
"E148","상세불명의 합병증을 동반한 상세불명의 당뇨병","1",""
"E149","합병증을 동반하지 않은 상세불명의 당뇨병","6","3"
"E162","상세불명의 저혈당","1",""
"E200","특발성 부갑상선기능저하증","1",""
"E274","기타 및 상세불명의 부신피질부전","1","5"
"E538","기타 명시된 비타민 B군의 결핍증","","2"
"E639","상세불명의 영양결핍","4","2"
"E780","순수 고콜레스테롤혈증","1",""
"E781","순수 고글리세라이드혈증","1",""
"E782","혼합성 고지질혈증","8",""
"E783","고카일로마이크론혈증","1",""
"E784","기타 고지질혈증","31","5"
"E785","상세불명의 고지질혈증","48","22"
"E789","지질단백대사의 상세불명 장애","1",""
"E790","염증성 관절염 및 통풍성 질환의 징후가 없는 고뇨산혈증","2","1"
"E804","질베르증후군","1",""
"E806","빌리루빈대사의 기타 장애","1",""
"E860","탈수","2","2"
"E870","고오스몰랄농도 및 고나트륨혈증","2","2"
"E871","저오스몰랄농도 및 저나트륨혈증","7","12"
"E875","고칼륨혈증","8","4"
"E876","저칼륨혈증","1","3"
"F000","조기발병 알츠하이머병에서의 치매(G300†)","1",""
"F001","만기발병 알츠하이머병에서의 치매(G301†)","2","1"
"F009","상세불명의 알츠하이머병에서의 치매(G309†)","2",""
"F019","상세불명의 혈관성 치매","2",""
"F03","상세불명의 치매","14","4"
"F059","상세불명의 섬망","1","1"
"F069","뇌손상, 뇌기능이상 및 신체질환에 의한 상세불명의 정신장애","3",""
"F100","알콜 사용에 의한 급성 중독","1",""
"F102","알콜의 의존증후군","1","1"
"F110","아편유사제 사용에 의한 급성 중독","1",""
"F29","상세불명의 비기질성 정신병","5",""
"F319","상세불명의 양극성 정동장애","3",""
"F320","경도 우울에피소드","12","2"
"F321","중등도 우울에피소드","1",""
"F329","상세불명의 우울에피소드","12","1"
"F410","공황장애[우발적 발작성 불안]","5",""
"F432","적응장애","2","1"
"F510","비기질성 불면증","1",""
"F900","활동성 및 주의력 장애","2",""
"G039","상세불명의 수막염","1",""
"G1221","산발형 근위축측삭경화증","1",""
"G20","파킨슨병","6","2"
"G22","달리 분류된 질환에서의 파킨슨증","5",""
"G301","만기발병을 수반한 알츠하이머병","2","1"
"G308","기타 알츠하이머병","1",""
"G309","상세불명의 알츠하이머병","4",""
"G4000","난치성 뇌전증을 동반하지 않은 국소발병의 발작을 동반한 국소화-관련 (초점성)(부분적) 특발성 뇌전증 및 뇌전증증후군","2",""
"G4010","난치성 뇌전증을 동반하지 않은 단순부분발작을 동반한 국소화 관련 (초점성)(부분적) 증상성 뇌전증 및 뇌전증증후군","","1"
"G4090","난치성 뇌전증을 동반하지 않은 상세불명의 뇌전증","3","4"
"G430","조짐이 없는 편두통[일반편두통]","","1"
"G442","긴장형두통","","1"
"G448","기타 명시된 두통증후군","","1"
"G450","척추-뇌기저동맥증후군","2",""
"G459","상세불명의 일과성 뇌허혈발작","1","4"
"G470","수면 개시 및 유지 장애[불면증]","18","1"
"G471","과다수면장애[과다수면]","2",""
"G479","상세불명의 수면장애","2","1"
"G510","벨마비","2",""
"G511","슬신경절염","1",""
"G530","대상포진후신경통(B022†)","2",""
"G546","통증을 동반한 환상지증후군","2",""
"G551","추간판 장애에서의 신경근 및 신경총 압박(M50-M51†)","56","5"
"G552","척추증에서의 신경근 및 신경총 압박(M47-†)","1",""
"G560","손목터널증후군","2","1"
"G562","척골신경의 병변","1",""
"G568","팔의 기타 단일신경병증","4","3"
"G571","이상감각성 대퇴신경통","4",""
"G609","상세불명의 유전성 및 특발성 신경병증","3",""
"G629","상세불명의 다발신경병증","8","1"
"G632","당뇨병성 다발신경병증(4단위 및 5단위 숫자 41에 해당되는 E10-E14†)","48","6"
"G811","강직성 편마비","8","2"
"G819","상세불명의 편마비","16","1"
"G822","상세불명의 하반신마비","7","1"
"G824","강직성 사지마비","8",""
"G825","상세불명의 사지마비","2",""
"G831","다리의 단일마비","2",""
"G834","말총증후군","1","1"
"G912","정상뇌압 수두증","1",""
"G9380","대사성 뇌병증","","1"
"G959","척수의 상세불명 질환","8","2"
"G990","내분비 및 대사성 질환에서의 자율신경병증","2",""
"G992","달리 분류된 질환에서의 척수병증","2",""
"H0109","상세불명의 안검염","14","2"
"H0202","노년성 안검내반","1",""
"H0209","상세불명의 안검내반","1",""
"H023","안검이완","2",""
"H0411","건성안증후군","29","8"
"H101","급성 아토피결막염","1","2"
"H108","기타 결막염","","2"
"H109","상세불명의 결막염","1",""
"H1108","눈의 기타 및 상세불명의 군날개","1",""
"H185","유전성 각막디스트로피","1",""
"H220","달리 분류된 감염성 및 기생충성 질환에서의 홍채섬모체염","1",""
"H2502","노년성 초기백내장, 양쪽","1",""
"H2511","노년성 핵백내장, 왼쪽","1",""
"H2580","기타 노년백내장, 오른쪽","22","20"
"H2581","기타 노년백내장, 왼쪽","23","14"
"H2582","기타 노년백내장, 양쪽","42","17"
"H2592","상세불명의 노년백내장, 양쪽","3",""
"H3539","상세불명의 황반변성(연령과 관계된)","1","1"
"H3588","기타 명시된 망막장애","2",""
"H360","당뇨병성 망막병증(4단위 및 5단위 숫자 30, 31, 32, 33에 해당되는 E10-E14+)","2","2"
"H400","녹내장 의심","2","2"
"H409","상세불명의 녹내장","","1"
"H491","제4뇌[활차]신경마비","","1"
"H5230","부동시","1",""
"H532","복시(複視)","","1"
"H612","귀지떡","2",""
"H6591","상세불명의 비화농성 중이염, 양쪽","1",""
"H6691","상세불명의 중이염, 양쪽","1",""
"H810","메니에르병","5",""
"H811","양성 발작성 현기증","","1"
"H812","전정신경세포염","1","1"
"H8138","기타 말초성 현기증","3",""
"H814","중추기원의 현기증","5",""
"H905","상세불명의 감각신경성 청력소실","5","4"
"H9119","노년난청, 상세불명 쪽","","1"
"H9129","돌발성 특발성 청력소실, 상세불명 쪽","1",""
"H9190","상세불명의 청력소실, 한쪽","1",""
"H931","이명","","1"
"I071","삼첨판폐쇄부전","2",""
"I101","악성 고혈압","22","9"
"I109","기타 및 상세불명의 원발성 고혈압","128","90"
"I110","(울혈성) 심부전을 동반한 고혈압성 심장병","2",""
"I119","(울혈성) 심부전이 없는 고혈압성 심장병","7","3"
"I129","신부전이 없는 고혈압성 신장병","5",""
"I1588","기타 이차성 고혈압","1",""
"I159","상세불명의 이차성 고혈압","1","1"
"I200","불안정협심증","8","4"
"I2080","비정형협심증","16","9"
"I2088","기타 형태의 협심증","31","7"
"I209","상세불명의 협심증","19","3"
"I219","상세불명의 급성 심근경색증","","2"
"I252","오래된 심근경색증","1",""
"I259","상세불명의 만성 허혈심장병","6","1"
"I269","급성 폐심장증에 대한 언급이 없는 폐색전증","1","1"
"I279","상세불명의 폐성 심장병","","1"
"I311","만성 협착성 심장막염","1",""
"I420","비가역적 확장성 심근병증","3",""
"I441","방실차단, 2도","1",""
"I442","완전방실차단","2","1"
"I447","상세불명의 좌각차단","1",""
"I469","상세불명의 심장정지","1","1"
"I480","발작성 심방세동","15","7"
"I481","지속성 심방세동","1","1"
"I489","상세불명의 심방세동 및 심방조동","5","1"
"I499","상세불명의 심장부정맥","1",""
"I5004","수축기능부전을 동반한 울혈성 심부전","1","3"
"I5008","기타 및 상세불명의 울혈성 심부전","1",""
"I501","좌심실부전","2","3"
"I509","상세불명의 심부전","11","12"
"I603","후교통동맥에서 기원한 지주막하출혈","","1"
"I609","상세불명의 지주막하출혈","","1"
"I610","대뇌반구 피질하의 뇌내출혈","2","2"
"I614","소뇌의 뇌내출혈","2","1"
"I615","뇌실내 뇌내출혈","2",""
"I619","상세불명의 뇌내출혈","3","3"
"I620","경막하출혈(급성)(비외상성)","3","5"
"I638","기타 뇌경색증","6","7"
"I639","상세불명의 뇌경색증","44","45"
"I652","경동맥의 폐쇄 및 협착","4","4"
"I660","중대뇌동맥의 폐쇄 및 협착","","1"
"I671","파열되지 않은 대뇌동맥류","4","8"
"I673","진행성 혈관성 백질뇌병증","1",""
"I679","상세불명의 뇌혈관질환","2","2"
"I690","지주막하출혈의 후유증","1",""
"I691","뇌내출혈의 후유증","8",""
"I693","뇌경색증의 후유증","46","10"
"I694","출혈 또는 경색증으로 명시되지 않은 뇌졸중의 후유증","3",""
"I698","기타 및 상세불명의 뇌혈관질환의 후유증","3",""
"I7010","괴저를 동반하지 않은 신장동맥의 죽상경화증","","1"
"I7022","간헐성 파행을 동반한 사지동맥의 죽상경화증","5","1"
"I7029","사지동맥의 상세불명 죽상경화증","8","4"
"I721","상지동맥의 동맥류 및 박리","","1"
"I739","상세불명의 말초혈관병","2",""
"I744","상세불명의 사지동맥의 색전증 및 혈전증","","5"
"I749","상세불명 동맥의 색전증 및 혈전증","1",""
"I788","기타 모세혈관질환","","1"
"I792","달리 분류된 질환에서의 말초맥관병증","6",""
"I81","문맥혈전증","","1"
"I829","상세불명 정맥의 색전증 및 혈전증","1",""
"I831","염증을 동반한 하지의 정맥류","13","21"
"I832","궤양과 염증을 동반한 하지의 정맥류","1",""
"I839","궤양 또는 염증이 없는 하지의 정맥류","22","13"
"I8591","출혈이 없는 식도정맥류, 이차성","1",""
"I864","위정맥류","2",""
"I880","비특이성 장간막림프절염","1","1"
"I889","상세불명의 비특이성 림프절염","1",""
"I890","달리 분류되지 않은 림프부종","17","1"
"I951","기립성 저혈압","6","2"
"I952","약물에 의한 저혈압","4","1"
"I959","상세불명의 저혈압","","1"
"J00","급성 비인두염[감기]","","1"
"J0101","재발성 급성 상악동염","1","1"
"J0191","재발성 상세불명의 급성 부비동염","6",""
"J029","상세불명의 급성 인두염","1",""
"J0391","재발성 상세불명의 급성 편도염","1","1"
"J069","상세불명의 급성 상기도감염","5","1"
"J100","계절성 인플루엔자바이러스가 확인된, 폐렴을 동반한 인플루엔자","4","3"
"J101","계절성 인플루엔자바이러스가 확인된, 기타 호흡기 증상을 동반한 인플루엔자","3",""
"J108","계절성 인플루엔자바이러스가 확인된, 기타 증상을 동반한 인플루엔자","","1"
"J111","바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자","","1"
"J120","아데노바이러스폐렴","1",""
"J150","폐렴간균에 의한 폐렴","3",""
"J151","슈도모나스에 의한 폐렴","","1"
"J158","기타 세균성 폐렴","1",""
"J159","상세불명의 세균성 폐렴","8","4"
"J189","상세불명의 폐렴","113","107"
"J209","상세불명의 급성 기관지염","2","2"
"J219","상세불명의 급성 세기관지염","2",""
"J300","혈관운동성 비염","2",""
"J301","화분에 의한 앨러지비염","5",""
"J302","기타 계절성 앨러지비염","2",""
"J303","기타 앨러지비염","3",""
"J304","상세불명의 앨러지비염","5",""
"J310","만성 비염","2","1"
"J320","만성 상악동염","10","3"
"J321","만성 전두동염","2",""
"J322","만성 사골동염","","3"
"J323","만성 접형동염","2","2"
"J324","만성 범부비동염","","1"
"J329","상세불명의 만성 부비동염","3","1"
"J330","비강의 폴립","","1"
"J342","편위된 비중격","11","2"
"J343","코선반의 비대","1",""
"J350","만성 편도염","","1"
"J36","편도주위농양","1","1"
"J3810","성대의 폴립","","1"
"J3811","후두의 폴립","","2"
"J383","성대의 기타 질환","8",""
"J387","후두의 기타 질환","2","1"
"J398","상기도의 기타 명시된 질환","1",""
"J399","상기도의 상세불명 질환","1",""
"J40","급성인지 만성인지 명시되지 않은 기관지염","9","1"
"J410","단순 만성 기관지염","3",""
"J42","상세불명의 만성 기관지염","2","1"
"J4400","급성 하기도감염을 동반한 만성 폐색성 폐질환, 경도","2","1"
"J4401","급성 하기도감염을 동반한 만성 폐색성 폐질환, 중등도","1",""
"J4419","급성 악화를 동반한 상세불명의 만성 폐색성 폐질환, 상세불명","","1"
"J4489","기타 명시된 만성 폐색성 폐질환, 상세불명","2",""
"J4490","상세불명의 만성 폐색성 폐질환, 경도","2",""
"J4491","상세불명의 만성 폐색성 폐질환, 중등도","1",""
"J4492","상세불명의 만성 폐색성 폐질환, 중증","","1"
"J4499","상세불명의 만성 폐색성 폐질환, 상세불명","35","20"
"J4500","기침(이)형천식","4","1"
"J459","상세불명의 천식","6","1"
"J47","기관지확장증","2",""
"J60","탄광부진폐증","2",""
"J64","상세불명의 진폐증","","1"
"J690","음식 또는 구토물에 의한 폐렴","4","6"
"J698","기타 고체 및 액체에 의한 폐렴","11","4"
"J708","기타 명시된 외부요인에 의한 호흡기병태","1",""
"J80","성인호흡곤란증후군","1",""
"J81","폐부종","","1"
"J8418","섬유증을 동반한 기타 간질성 폐질환","5","3"
"J849","상세불명의 간질성 폐질환","","1"
"J90","달리 분류되지 않은 흉막삼출액","9","9"
"J931","기타 자발성 기흉","6","1"
"J939","상세불명의 기흉","3","2"
"J9610","만성 호흡부전, I형[저산소성]","","1"
"J9848","폐의 기타 장애","7","7"
"K0520","동이 없는 잇몸 기원의 치주농양","1",""
"K081","사고, 추출 또는 국한성 치주병에 의한 치아상실","2",""
"K090","발달성 치원성 낭","1",""
"K1120","급성 타액선염","","2"
"K115","타석증","2",""
"K123","구강점막염(궤양성)","1",""
"K137","구강점막의 기타 및 상세불명의 병변","","1"
"K20","식도염","","1"
"K210","식도염을 동반한 위-식도역류병","111","19"
"K219","식도염을 동반하지 않은 위-식도역류병","3","2"
"K2210","출혈을 동반하지 않은 식도의 궤양","","1"
"K223","식도의 천공","","1"
"K226","위-식도열상-출혈증후군","2","3"
"K2500","출혈이 있는 급성 위미란","","3"
"K2501","출혈이 있는 급성 위궤양","7","7"
"K2511","천공이 있는 급성 위궤양","","1"
"K2531","출혈 또는 천공이 없는 급성 위궤양","11","2"
"K2541","출혈이 있는 만성 또는 상세불명 위궤양","","1"
"K2570","출혈 또는 천공이 없는 만성 위미란","1",""
"K2571","출혈 또는 천공이없는 만성 위궤양","25","7"
"K2590","출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 위미란","1",""
"K2591","출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 위궤양","14","4"
"K260","출혈이 있는 급성 십이지장궤양","3","4"
"K261","천공이 있는 급성 십이지장궤양","","1"
"K263","출혈 또는 천공이 없는 급성 십이지장궤양","1",""
"K269","출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 십이지장궤양","5","2"
"K273","출혈 또는 천공이 없는 급성 상세불명 부위의 소화성 궤양","","1"
"K275","천공이 있는 만성 또는 상세불명 부위의 소화성 궤양","1",""
"K277","출혈 또는 천공이 없는 만성 상세불명 부위의 소화성 궤양","","1"
"K279","출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 상세불명 부위의 소화성 궤양","1","1"
"K289","출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 위공장궤양","1",""
"K290","급성 출혈성 위염","1","3"
"K291","기타 급성 위염","16","1"
"K293","만성 표재성 위염","10","1"
"K294","만성 위축성 위염","11","1"
"K295","상세불명의 만성 위염","222","82"
"K296","기타 위염","12","7"
"K297","상세불명의 위염","122","28"
"K298","십이지장염","1",""
"K299","상세불명의 위십이지장염","","2"
"K30","기능성 소화불량","6","7"
"K311","성인 비대성 유문협착","1",""
"K317","위 및 십이지장의 폴립","29","10"
"K3181","출혈을 동반한 위 및 십이지장의 혈관형성이상","2",""
"K3188","위 및 십이지장의 기타 명시된 질환","","1"
"K319","위 및 십이지장의 상세불명 질환","","1"
"K352","범복막염을 동반한 급성 충수염","1","4"
"K353","국소복막염을 동반한 급성 충수염","2","6"
"K358","기타 및 상세불명의 급성 충수염","4","13"
"K380","충수의 증식증","1",""
"K388","충수의 기타 명시된 질환","","1"
