"상병코드"," 상병명 ","국비","사비"
"B259"," 상세불명의 거대세포바이러스병 ","1","2"
"B279"," 상세불명의 감염성 단핵구증 ","1",""
"B300"," 아데노바이러스에 의한 각막결막염(H19.2*) ","1",""
"B3480"," 상세불명 부위의 엡스타인-바 바이러스 감염 ","","2"
"B3488"," 상세불명 부위의 기타 바이러스감염 ","","1"
"B351"," 손발톱백선 ","21","13"
"B352"," 손백선 ","2","1"
"B353"," 발백선 ","32","30"
"B354"," 체부백선 ","24","7"
"B356"," 사타구니백선 ","21","16"
"B358"," 기타 피부백선증 ","1","1"
"B369"," 상세불명의 표재성 진균증 ","","1"
"B370"," 칸디다구내염 ","8","7"
"B371"," 폐칸디다증 ","1","2"
"B373"," 외음 및 질의 칸디다증(N77.1*) ","","5"
"B3748"," 기타 비뇨생식기 부위의 칸디다증 ","14","7"
"B377"," 칸디다패혈증 ","10","3"
"B3780"," 칸디다식도염 ","8","2"
"B3788"," 기타 부위의 칸디다증 ","8","7"
"B379"," 상세불명의 칸디다증 ","3","2"
"B440"," 침습성 폐아스페르길루스증 ","2","2"
"B441"," 기타 폐아스페르길루스증 ","2","2"
"B448"," 기타 형태의 아스페르길루스증 ","1","3"
"B450"," 폐크립토콕쿠스증 ","","1"
"B485"," 폐포자충증(J17.2*) ","6","3"
"B49"," 상세불명의 진균증 ","9","7"
"B690"," 중추신경계통의 낭미충증 ","1",""
"B701"," 고충증 ","1",""
"B8300"," 톡소카라증 ","3",""
"B86"," 옴 ","2","4"
"B901"," 비뇨생식기결핵의 후유증 ","1",""
"B908"," 기타 기관의 결핵의 후유증 ","","1"
"B909"," 호흡기 및 상세불명 결핵의 후유증 ","5","10"
"B951"," 다른 장에서 분류된 질환의 원인으로서의 B군연쇄알균 ","6","6"
"B952"," 다른 장에서 분류된 질환의 원인으로서의 D군연쇄알균 및 장내알균 ","65","63"
"B953"," 다른 장에서 분류된 질환의 원인으로서의 폐렴연쇄알균 ","1",""
"B954"," 다른 장에서 분류된 질환의 원인으로서의 기타 연쇄알균 ","11","12"
"B955"," 다른 장에서 분류된 질환의 원인으로서의 상세불명의 연쇄알균 ","3","1"
"B956"," 다른 장에서 분류된 질환의 원인으로서의 황색포도알균 ","45","42"
"B957"," 다른 장에서 분류된 질환의 원인으로서의 기타 포도알균 ","22","19"
"B958"," 다른 장에서 분류된 질환의 원인으로서의 상세불명의 포도알균 ","22","8"
"B961"," 다른 장에서 분류된 질환의 원인으로서의 폐렴막대균 ","54","56"
"B962"," 다른 장에서 분류된 질환의 원인으로서의 대장균 ","91","120"
"B963"," 다른 장에서 분류된 질환의 원인으로서의 인플루엔자균 ","1",""
"B964"," 다른 장에서 분류된 질환의 원인으로서의 프로테우스 (미라빌리스)(모르가니) ","13","20"
"B965"," 다른 장에서 분류된 질환의 원인으로서의 슈도모나스 (아에루기노사) ","53","40"
"B966"," 다른 장에서 분류된 질환의 원인으로서의 바실루스 프라질리스 ","1",""
"B968"," 다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균감염체 ","1",""
"B9680"," 다른 장에서 분류된 질환의 원인으로서의 아시네토박터바우마니 ","9","7"
"B9681"," 다른 장에서 분류된 질환의 원인으로서의 장내세균속균 ","14","18"
"B9688"," 다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균 감염체 ","22","19"
"B9780"," 다른 장에서 분류된 질환의 원인으로서의 엡스타인-바 바이러스 ","1",""
"B980"," 다른 장에서 분류된 질환의 원인으로서의 헬리코박터 파일로리균 ","11","8"
"B99"," 기타 및 상세불명의 감염성 질환 ","1",""
"C01"," 혓바닥의 악성 신생물 ","1","3"
"C020"," 혀 등쪽의 악성 신생물 ","","1"
"C021"," 혀 가장자리의 악성 신생물 ","3","3"
"C022"," 혀 배쪽면의 악성 신생물 ","","2"
"C031"," 아랫잇몸의 악성 신생물 ","","1"
"C060"," 볼점막의 악성 신생물 ","2",""
"C069"," 상세불명의 입의 악성 신생물 ","1",""
"C080"," 턱밑샘의 악성 신생물 ","2","1"
"C089"," 상세불명의 주침샘의 악성 신생물 ","","3"
"C091"," 편도기둥(전, 후)의 악성 신생물 ","","1"
"C099"," 상세불명의 편도의 악성 신생물 ","9","5"
"C119"," 상세불명의 비인두의 악성 신생물 ","1","1"
"C12"," 이상동(梨狀洞)의 악성 신생물 ","5",""
"C132"," 하인두의 후벽의 악성 신생물 ","1","1"
"C139"," 상세불명의 하인두의 악성 신생물 ","2",""
"C140"," 상세불명의 인두의 악성 신생물 ","2",""
"C150"," 경부식도의 악성 신생물 ","1",""
"C151"," 흉부식도의 악성 신생물 ","1",""
"C153"," 식도의 상부 3분의1의 악성 신생물 ","2","5"
"C154"," 식도의 중간 3분의1의 악성 신생물 ","32","7"
"C155"," 식도의 하부 3분의1의 악성 신생물 ","15","4"
"C159"," 상세불명의 식도의 악성 신생물 ","5","2"
"C1600"," 분문의 악성 신생물, 조기 ","1","3"
"C1601"," 분문의 악성 신생물, 진행형 ","9","4"
"C1609"," 분문의 악성 신생물, 상세불명 ","2",""
"C1610"," 위의 저부의 악성 신생물, 조기 ","1",""
"C1611"," 위의 저부의 악성 신생물, 진행형 ","4",""
"C1619"," 위의 저부의 악성 신생물, 상세불명 ","4",""
"C1620"," 위의 체부의 악성 신생물, 조기 ","21","25"
"C1621"," 위의 체부의 악성 신생물, 진행형 ","23","25"
"C1629"," 위의 체부의 악성 신생물, 상세불명 ","11","2"
"C1630"," 유문동의 악성 신생물, 조기 ","38","15"
"C1631"," 유문동의 악성 신생물, 진행형 ","33","18"
"C1639"," 유문동의 악성 신생물, 상세불명 ","4","5"
"C1640"," 유문의 악성 신생물, 조기 ","1","1"
"C1641"," 유문의 악성 신생물, 진행형 ","1","3"
"C165"," 상세불명의 위의 소만의 악성 신생물 ","","1"
"C1680"," 위의 중복병변의 악성 신생물, 조기 ","1",""
"C1681"," 위의 중복병변의 악성 신생물, 진행형 ","15","7"
"C1689"," 위의 중복병변의 악성 신생물, 상세불명 ","1","3"
"C1690"," 상세불명의 위의 악성 신생물, 조기 ","6",""
"C1691"," 상세불명의 위의 악성 신생물, 진행형 ","3","8"
"C1699"," 상세불명의 위의 악성 신생물, 상세불명 ","5","4"
"C170"," 십이지장의 악성 신생물 ","2",""
"C171"," 공장의 악성 신생물 ","","4"
"C172"," 회장의 악성 신생물 ","1",""
"C179"," 상세불명의 소장의 악성 신생물 ","2",""
"C180"," 맹장의 악성 신생물 ","19","5"
"C182"," 상행결장의 악성 신생물 ","17","11"
"C183"," 간굴곡의 악성 신생물 ","5","4"
"C184"," 횡행결장의 악성 신생물 ","4","13"
"C185"," 비장굴곡의 악성 신생물 ","4","10"
"C186"," 하행결장의 악성 신생물 ","12","12"
"C187"," 구불결장의 악성 신생물 ","52","58"
"C188"," 결장의 중복병변의 악성 신생물 ","","1"
"C189"," 상세불명의 결장의 악성 신생물 ","2","6"
"C19"," 직장구불결장접합부의 악성 신생물 ","12","17"
"C20"," 직장의 악성 신생물 ","97","53"
"C210"," 상세불명의 항문의 악성 신생물 ","1",""
"C211"," 항문관의 악성 신생물 ","1",""
"C220"," 간세포암종의 악성 신생물 ","208","72"
"C221"," 간내담관암종의 악성 신생물 ","30","40"
"C227"," 기타 명시된 간의 암종의 악성 신생물 ","2",""
"C23"," 담낭의 악성 신생물 ","10","5"
"C240"," 간외담관의 악성 신생물 ","60","8"
"C241"," 파터팽대의 악성 신생물 ","1",""
"C248"," 담도의 중복병변의 악성 신생물 ","1",""
"C250"," 췌장의 두부의 악성 신생물 ","32","23"
"C251"," 췌장의 체부의 악성 신생물 ","16","8"
"C252"," 췌장의 꼬리의 악성 신생물 ","2","11"
"C258"," 췌장의 중복병변의 악성 신생물 ","8","3"
"C259"," 상세불명의 췌장의 악성 신생물 ","2","5"
"C300"," 비강의 악성 신생물 ","1",""
"C320"," 성문의 악성 신생물 ","6","3"
"C321"," 성문상의 악성 신생물 ","2","2"
"C322"," 성문하의 악성 신생물 ","2",""
"C328"," 후두의 중복병변의 악성 신생물 ","","3"
"C3400"," 주기관지의 악성 신생물, 오른쪽 ","2","4"
"C3401"," 주기관지의 악성 신생물, 왼쪽 ","","4"
"C3410"," 상엽, 기관지 또는 폐의 악성 신생물, 오른쪽 ","120","58"
"C3411"," 상엽, 기관지 또는 폐의 악성 신생물, 왼쪽 ","99","41"
"C342"," 중엽, 기관지 또는 폐의 악성 신생물 ","16","11"
"C3430"," 하엽, 기관지 또는 폐의 악성 신생물, 오른쪽 ","111","57"
"C3431"," 하엽, 기관지 또는 폐의 악성 신생물, 왼쪽 ","75","53"
"C3439"," 하엽, 기관지 또는 폐의 악성 신생물, 상세불명 쪽 ","1","1"
"C3480"," 기관지 및 폐의 중복병변의 악성 신생물, 오른쪽 ","4","4"
"C3481"," 기관지 및 폐의 중복병변의 악성 신생물, 왼쪽 ","","1"
"C3489"," 기관지 및 폐의 중복병변의 악성 신생물, 상세불명 쪽 ","","1"
"C3490"," 상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽 ","2","2"
"C3491"," 상세불명의 기관지 또는 폐의 악성 신생물, 왼쪽 ","2","1"
"C3499"," 상세불명의 기관지 또는 폐의 악성 신생물, 상세불명 쪽 ","3","5"
"C37"," 흉선의 악성 신생물 ","6","1"
"C402"," 다리의 긴뼈의 악성 신생물 ","","1"
"C4100"," 두개안면골의 악성 신생물 ","","1"
"C434"," 두피 및 목의 악성 흑색종 ","2",""
"C435"," 몸통의 악성 흑색종 ","1",""
"C439"," 상세불명의 피부의 악성 흑색종 ","1",""
"C441"," 안각을 포함한 눈꺼풀의 피부의 악성 신생물 ","3",""
"C442"," 귀 및 외이도의 피부의 악성 신생물 ","1",""
"C443"," 얼굴의 기타 및 상세불명 부분의 피부의 악성 신생물 ","5","1"
"C445"," 몸통의 피부의 악성 신생물 ","1",""
"C447"," 엉덩이를 포함한 다리의 피부의 악성 신생물 ","1",""
"C450"," 흉막의 중피종 ","2","2"
"C459"," 상세불명의 중피종 ","9",""
"C460"," 피부의 카포시육종 ","3",""
"C470"," 머리, 얼굴 및 목의 말초신경의 악성 신생물 ","2",""
"C480"," 후복막의 악성 신생물 ","3",""
"C481"," 복막의 명시된 부분의 악성 신생물 ","2",""
"C482"," 상세불명의 복막의 악성 신생물 ","","1"
"C490"," 머리, 얼굴 및 목의 결합조직 및 연조직의 악성 신생물 ","1","1"
"C491"," 어깨를 포함한 팔의 결합조직 및 연조직의 악성 신생물 ","","3"
"C492"," 엉덩이를 포함한 다리의 결합조직 및 연조직의 악성 신생물 ","2",""
"C495"," 골반의 결합조직 및 연조직의 악성 신생물 ","3",""
"C5000"," 유두 및 유륜의 악성 신생물, 오른쪽  ","","1"
"C5010"," 유방의 중앙부의 악성 신생물, 오른쪽 ","","1"
"C5011"," 유방의 중앙부의 악성 신생물, 왼쪽  ","","1"
"C5020"," 유방의 상내사분의 악성 신생물, 오른쪽  ","","8"
"C5021"," 유방의 상내사분의 악성 신생물, 왼쪽  ","","1"
"C5040"," 유방의 상외사분의 악성 신생물, 오른쪽  ","1","7"
"C5041"," 유방의 상외사분의 악성 신생물, 왼쪽  ","","5"
"C5050"," 유방의 하외사분의 악성 신생물, 오른쪽  ","","2"
"C5051"," 유방의 하외사분의 악성 신생물, 왼쪽  ","","2"
"C5080"," 유방의 중복병변의 악성 신생물, 오른쪽  ","","5"
"C5081"," 유방의 중복병변의 악성 신생물, 왼쪽  ","","4"
"C5090"," 상세불명의 유방의 악성 신생물, 오른쪽  ","","3"
"C5091"," 상세불명의 유방의 악성 신생물, 왼쪽  ","","4"
"C5099"," 상세불명의 유방의 악성 신생물, 상세불명 쪽  ","","2"
"C519"," 상세불명의 외음의 악성 신생물 ","","2"
"C530"," 자궁경부내막의 악성 신생물 ","","3"
"C539"," 상세불명의 자궁경부의 악성 신생물 ","","5"
"C540"," 자궁협부의 악성 신생물 ","","1"
"C541"," 자궁내막의 악성 신생물 ","","22"
"C560"," 난소의 악성 신생물, 오른쪽 ","","2"
"C561"," 난소의 악성 신생물, 왼쪽 ","","16"
"C569"," 난소의 악성 신생물, 상세불명 쪽 ","","6"
"C570"," 난관의 악성 신생물 ","","1"
"C609"," 상세불명의 음경의 악성 신생물 ","1",""
"C61"," 전립선의 악성 신생물 ","355","145"
"C632"," 음낭의 악성 신생물 ","2","1"
"C639"," 상세불명의 남성생식기관의 악성 신생물 ","1",""
"C640"," 신우를 제외한 신장의 악성 신생물, 오른쪽 ","24","14"
"C641"," 신우를 제외한 신장의 악성 신생물, 왼쪽 ","19","8"
"C649"," 신우를 제외한 신장의 악성 신생물, 상세불명 쪽 ","","3"
"C650"," 신우의 악성 신생물, 오른쪽 ","10","1"
"C651"," 신우의 악성 신생물, 왼쪽 ","1","1"
"C659"," 신우의 악성 신생물, 상세불명 쪽 ","","1"
"C660"," 요관의 악성 신생물, 오른쪽 ","5","1"
"C661"," 요관의 악성 신생물, 왼쪽 ","3","2"
"C669"," 요관의 악성 신생물, 상세불명 쪽 ","","1"
"C670"," 방광삼각부의 악성 신생물 ","","1"
"C672"," 방광의 측벽의 악성 신생물 ","6",""
"C673"," 방광의 전벽의 악성 신생물 ","3","1"
"C674"," 방광의 후벽의 악성 신생물 ","2","2"
"C675"," 방광경부의 악성 신생물 ","3",""
"C676"," 요관구의 악성 신생물 ","3","1"
"C677"," 요막관의 악성 신생물 ","1",""
"C678"," 방광의 중복병변의 악성 신생물 ","1",""
"C679"," 상세불명의 방광의 악성 신생물 ","73","48"
"C680"," 요도의 악성 신생물 ","1",""
"C688"," 비뇨기관의 중복병변의 악성 신생물 ","","2"
"C690"," 결막의 악성 신생물 ","","2"
"C710"," 뇌엽 및 뇌실을 제외한 대뇌의 악성 신생물 ","","8"
"C711"," 전두엽의 악성 신생물 ","4",""
"C712"," 측두엽의 악성 신생물 ","","1"
"C718"," 뇌의 중복병변의 악성 신생물 ","7","6"
"C719"," 상세불명의 뇌의 악성 신생물 ","3","3"
"C73"," 갑상선의 악성 신생물 ","10","19"
"C740"," 부신피질의 악성 신생물 ","","1"
"C770"," 머리, 얼굴 및 목의 림프절의 이차성 및 상세불명의 악성신생물 ","174","113"
"C771"," 흉곽내림프절의 이차성 및 상세불명의 악성신생물 ","309","162"
"C772"," 복강내림프절의 이차성 및 상세불명의 악성신생물 ","301","212"
"C773"," 겨드랑 및 팔 림프절의 이차성 및 상세불명의 악성신생물 ","24","21"
"C774"," 사타구니 및 다리 림프절의 이차성 및 상세불명의 악성신생물 ","5","3"
"C775"," 골반내 림프절의 이차성 및 상세불명의 악성신생물 ","111","78"
"C778"," 여러 부위의 림프절의 이차성 및 상세불명의 악성신생물 ","","2"
"C779"," 상세불명의 림프절의 이차성 및 상세불명의 악성신생물 ","1","10"
"C7800"," 폐의 이차성 악성 신생물, 오른쪽 ","230","116"
"C7801"," 폐의 이차성 악성 신생물, 왼쪽 ","220","71"
"C7809"," 폐의 이차성 악성 신생물, 상세불명 쪽 ","2","5"
"C781"," 종격의 이차성 악성 신생물 ","","2"
"C782"," 흉막의 이차성 악성 신생물 ","96","58"
"C784"," 소장의 이차성 악성 신생물 ","6","9"
"C785"," 대장 및 직장의 이차성 악성 신생물 ","","3"
"C786"," 후복막 및 복막의 이차성 악성 신생물 ","154","126"
"C787"," 간 및 간내 담관의 이차성 악성 신생물 ","213","162"
"C7880"," 위의 이차성 악성 신생물 ","8",""
"C7881"," 췌장의 이차성 악성 신생물 ","6","9"
"C7882"," 비장의 이차성 악성 신생물 ","9","10"
"C7888"," 기타 소화기관의 이차성 악성 신생물 ","4","1"
"C7900"," 신장 및 신우의 이차성 악성 신생물, 오른쪽 ","3","3"
"C7901"," 신장 및 신우의 이차성 악성 신생물, 왼쪽 ","3","6"
"C7909"," 신장 및 신우의 이차성 악성 신생물, 상세불명 쪽 ","","1"
"C7910"," 방광의 이차성 악성 신생물 ","","3"
"C7918"," 기타 및 상세불명 비뇨기관의 이차성 악성 신생물 ","2","2"
"C792"," 피부의 이차성 악성 신생물 ","4","2"
"C7930"," 뇌의 이차성 악성 신생물 ","46","46"
"C7931"," 뇌막의 이차성 악성 신생물 ","2",""
"C795"," 골 및 골수의 이차성 악성 신생물 ","166","122"
"C7960"," 난소의 이차성 악성 신생물, 오른쪽 ","","3"
"C7961"," 난소의 이차성 악성 신생물, 왼쪽 ","","2"
"C797"," 부신의 이차성 악성 신생물 ","38","15"
"C7981"," 생식기관의 이차성 악성 신생물 ","","4"
"C7988"," 기타 명시된 부위의 이차성 악성 신생물 ","73","31"
"C800"," 원발부위 미상으로 언급된 악성 신생물 ","","1"
"C809"," 원발부위 상세불명인 악성 신생물 ","6","2"
"C812"," 혼합 세포충실성 (고전적) 호지킨림프종 ","","1"
"C821"," 소포성 림프종 등급 II ","1",""
"C823"," 소포성 림프종 등급 IIIa ","","1"
"C824"," 소포성 림프종 등급 IIIb ","","1"
"C831"," 외투세포림프종 ","4",""
"C833"," 미만성 대B-세포림프종 ","14","7"
"C837"," 버킷림프종 ","4",""
"C844"," 분류되지 않은, 말초성 T-세포림프종 ","1","1"
"C851"," 상세불명의 B-세포림프종 ","2",""
"C859"," 상세불명의 비호지킨림프종 ","1","1"
"C860"," 림프절외 NK/T-세포림프종, 비강형태 ","","2"
"C865"," 혈관면역모세포성 T-세포림프종 ","5","1"
"C884"," 점막 관련 림프모양조직의 림프절외 변연부 B-세포림프종[MALT-lymphoma] ","1",""
"C900"," 다발골수종 ","14","9"
"C902"," 골수외 형질세포종 ","","1"
"C911"," B-세포형 만성 림프구성 백혈병 ","","3"
"C920"," 급성 골수모구성 백혈병 ","6",""
"C921"," 만성 골수성 백혈병, BCR/ABL-양성 ","11","2"
"C931"," 만성 골수단핵구성 백혈병 ","5","2"
"C9600"," 조직구증 X, 다계통성 ","","3"
"C97"," 독립된(원발성) 여러 부위의 악성 신생물 ","130","48"
"D000"," 입술, 구강 및 인두의 제자리암종 ","2","3"
"D001"," 식도의 제자리암종  ","1",""
"D002"," 위의 제자리암종  ","7","5"
"D010"," 결장의 제자리암종 ","8","13"
"D011"," 직장구불결장접합부의 제자리암종 ","","1"
"D012"," 직장의 제자리암종  ","7","3"
"D014"," 기타 및 상세불명 부분의 장의 제자리암종 ","","1"
"D0151"," 담낭의 제자리암종 ","2",""
"D0152"," 담관의 제자리암종 ","1",""
"D0170"," 췌장의 제자리암종 ","1","1"
"D020"," 후두의 제자리암종 ","3","3"
"D0220"," 기관지 및 폐의 제자리암종, 오른쪽 ","1","1"
"D043"," 얼굴의 기타 및 상세불명 부분의 피부의 제자리암종 ","","2"
"D045"," 몸통의 피부의 제자리암종 ","1",""
"D047"," 엉덩이를 포함한 다리의 피부의 제자리암종 ","","1"
"D0510"," 유방의 관내 제자리암종, 오른쪽 ","","4"
"D0511"," 유방의 관내 제자리암종, 왼쪽 ","","8"
"D0591"," 상세불명의 유방의 제자리암종, 왼쪽 ","","2"
"D069"," 상세불명의 자궁경부의 제자리암종 ","","4"
"D070"," 자궁내막의 제자리암종  ","","5"
"D075"," 전립선의 제자리암종 ","77","48"
"D090"," 방광의 제자리암종  ","97","31"
"D091"," 기타 및 상세불명의 비뇨기관의 제자리암종  ","10","4"
"D101"," 혀의 양성 신생물 ","1","1"
"D103"," 기타 및 상세불명 입 부분의 양성 신생물 ","3",""
"D104"," 편도 양성 신생물 ","1","2"
"D105"," 입인두의 기타 부분의 양성 신생물  ","2",""
"D109"," 상세불명의 인두의 양성 신생물 ","2",""
"D110"," 귀밑샘의 양성 신생물 ","12","8"
"D120"," 맹장의 양성 신생물 ","14","10"
"D121"," 충수의 양성 신생물 ","1",""
"D122"," 상행결장의 양성 신생물 ","52","34"
"D123"," 횡행결장의 양성 신생물  ","57","54"
"D124"," 하행결장의 양성 신생물 ","27","20"
"D125"," 구불결장의 양성 신생물 ","54","53"
"D126"," 상세불명의 결장의 양성 신생물 ","6","2"
"D127"," 직장구불결장접합부의 양성 신생물  ","1","2"
"D128"," 직장의 양성 신생물  ","22","19"
"D129"," 항문 및 항문관의 양성 신생물  ","1",""
"D130"," 식도의 양성 신생물 ","1","1"
"D131"," 위의 양성 신생물  ","55","36"
"D132"," 십이지장의 양성 신생물 ","1","6"
"D134"," 간의 양성 신생물  ","1",""
"D135"," 간외담관의 양성 신생물 ","1","4"
"D136"," 췌장의 양성 신생물 ","2","2"
"D140"," 중이, 비강 및 부비동의 양성 신생물 ","2","4"
"D141"," 후두의 양성 신생물  ","","4"
"D151"," 심장의 양성 신생물  ","1","4"
"D162"," 다리의 긴뼈의 양성 신생물 ","1",""
"D1640"," 기타 두개안면골의 양성 신생물 ","1",""
"D1641"," 상악안면골의 양성 신생물 ","1",""
"D170"," 머리, 얼굴 및 목의 피부 및 피하조직의 양성 지방종성 신생물 ","8","6"
"D171"," 몸통의 피부 및 피하조직의 양성 지방종성 신생물 ","5","6"
"D1720"," 팔의 피부 및 피하조직의 양성 지방종성 신생물  ","2","4"
"D1721"," 다리의 피부 및 피하조직의 양성 지방종성 신생물 ","2",""
"D175"," 복강내기관의 양성 지방종성 신생물 ","","1"
"D176"," 정삭의 양성 지방종성 신생물 ","1",""
"D177"," 기타 부위의 양성 지방종성 신생물 ","","1"
"D179"," 상세불명의 양성 지방종성 신생물 ","","1"
"D1800"," 피부 및 피하조직의 혈관종 ","1",""
"D1802"," 간담도계의 혈관종 ","1","1"
"D1803"," 소화계의 혈관종 ","1",""
"D1804"," 귀, 코, 입 및 목구멍의 혈관종 ","1",""
"D181"," 림프관종, 모든 부위 ","1","1"
"D212"," 엉덩이를 포함한 다리의 결합조직 및 기타 연조직의 양성 신생물 ","1","2"
"D215"," 골반의 결합조직 및 기타 연조직의 기타 양성 신생물 ","1",""
"D221"," 안각을 포함한 눈꺼풀의 멜라닌세포모반 ","1",""
"D233"," 얼굴의 기타 및 상세불명 부분의 피부의 양성 신생물 ","1","1"
"D235"," 몸통의 피부의 양성 신생물 ","1",""
"D236"," 어깨를 포함한 팔의 피부의 양성 신생물 ","1",""
"D237"," 엉덩이를 포함한 다리의 피부의 양성 신생물 ","1",""
"D239"," 상세불명의 피부의 양성 신생물 ","1",""
"D2420"," 유방의 단발 양성 신생물, 오른쪽 ","","5"
"D2421"," 유방의 단발 양성 신생물, 왼쪽 ","","4"
"D2431"," 유방의 다발 양성 신생물, 왼쪽 ","","1"
"D250"," 자궁의 점막하 평활근종 ","1","6"
"D251"," 자궁의 벽내 평활근종 ","1","16"
"D252"," 자궁의 장막하 평활근종 ","1","6"
"D259"," 상세불명의 자궁의 평활근종 ","","14"
"D267"," 자궁의 기타 부분의 기타 양성 신생물 ","","1"
"D270"," 난소의 양성 신생물, 오른쪽  ","2","6"
"D271"," 난소의 양성 신생물, 왼쪽 ","1","6"
