상병코드,상병명,국비,사비 
D441,부신의 행동양식 불명 또는 미상의 신생물,0,1
D469,상세불명의 골수형성이상증후군,0,1
D474,골수섬유증,0,1
D481,결합조직 및 기타 연조직의 행동양식 불명 또는 미상의 신생물,1,1
D500,(만성) 실혈에 따른 이차성 철결핍빈혈,0,1
D508,기타 철결핍빈혈,9,4
D509,상세불명의 철결핍빈혈,2,1
D619,상세불명의 무형성빈혈,1,0
D62,급성 출혈후 빈혈,1,0
D630,신생물질환에서의 빈혈(C00-D48+),0,1
D649,상세불명의 빈혈,20,9
D65,파종성 혈관내응고[탈피브린증후군],1,1
D696,상세불명의 혈소판감소증,1,0
D70,무과립구증,1,0
D735,비장의 경색증,0,1
E039,상세불명의 갑상선기능저하증,7,3
E041,비독성 단순갑상선 결절,1,1
E059,상세불명의 갑상선독증,1,0
E1033,기타 및 상세불명의 망막병증을 동반한 1형 당뇨병(H36.0*),0,1
E1064,혈당조절이 되지 않은 1형 당뇨병,0,2
E1070,당뇨병성 족부궤양을 동반한 1형 당뇨병,0,1
E108,상세불명의 합병증을 동반한 1형 당뇨병,0,1
E1100,고삼투압과 혼수를 동반한 2형 당뇨병,1,1
E1120,초기 당뇨병성 신장병증을 동반한 2형 당뇨병(N08.3*),0,1
E1121,확정된 당뇨병성 신장병증을 동반한 2형 당뇨병(N08.3*),2,1
E1122,말기신장병을 동반한 2형 당뇨병(N08.3*),9,17
E1128,기타 및 상세불명의 신장합병증을 동반한 2형 당뇨병(N08.3*),6,5
E1131,당뇨병성 비증식성 망막병증을 동반한 2형 당뇨병(H36.0*),1,1
E1132,당뇨병성 증식성 망막병증을 동반한 2형 당뇨병(H36.0*),1,0
E1133,기타 및 상세불명의 망막병증을 동반한 2형 당뇨병(H36.0*),2,3
E1140,당뇨병성 단일신경병증을 동반한 2형 당뇨병,1,0
E1141,당뇨병성 다발신경병증을 동반한 2형 당뇨병(G63.2*),32,1
E1150,"당뇨병성 말초혈관병증을 동반한, 괴저를 동반하지 않는 2형 당뇨병(I79.2*)",1,0
E1151,"당뇨병성 말초혈관병증을 동반한, 괴저를 동반한 2형 당뇨병(I79.2*)",2,0
E1163,저혈당을 동반한 2형 당뇨병,6,1
E1164,혈당조절이 되지 않은 2형 당뇨병,27,27
E1170,당뇨병성 족부궤양을 동반한 2형 당뇨병,6,5
E1171,당뇨병성 족부궤양 및 괴저를 동반한 2형 당뇨병,2,3
E1178,기타 다발성 합병증을 동반한 2형 당뇨병,4,2
E118,상세불명의 합병증을 동반한 2형 당뇨병,50,11
E119,합병증을 동반하지 않은 2형 당뇨병,163,51
E128,상세불명의 합병증을 동반한 영양실조-관련 당뇨병,0,1
E1422,말기신장병을 동반한 상세불명의 당뇨병(N08.3*),0,1
E1450,"당뇨병성 말초혈관병증을 동반한, 괴저를 동반하지 않는 상세불명의 당뇨병(I79.2*)",1,0
E148,상세불명의 합병증을 동반한 상세불명의 당뇨병,1,0
E160,혼수를 동반하지 않은 약물유발 저혈당,1,0
E162,상세불명의 저혈당,2,1
E213,상세불명의 부갑상선기능항진증,1,0
E222,부적절항이뇨호르몬분비증후군,0,1
E278,부신의 기타 명시된 장애,1,1
E279,부신의 상세불명 장애,1,0
E559,상세불명의 비타민D결핍,4,1
E782,혼합성 고지질혈증,21,3
E785,상세불명의 고지질혈증,28,26
E786,지질단백결핍,1,0
E790,염증성 관절염 및 통풍성 질환의 징후가 없는 고뇨산혈증,1,0
E835,칼슘대사장애,1,0
E860,탈수,2,1
E870,고오스몰랄농도 및 고나트륨혈증,2,1
E871,저오스몰랄농도 및 저나트륨혈증,9,10
E875,고칼륨혈증,6,3
E880,달리 분류되지 않은 혈장-단백질대사의 장애,1,0
F009,상세불명의 알츠하이머병에서의 치매(G30.9†),7,1
F03,상세불명의 치매,1,0
F051,치매에 병발된 섬망,1,0
F059,상세불명의 섬망,1,0
F102,알코올의 의존증후군,1,0
F206,단순형조현병,0,1
F319,상세불명의 양극성 정동장애,1,0
F320,경도 우울에피소드,4,2
F329,상세불명의 우울에피소드,5,4
F401,사회공포증,2,1
F410,공황장애[우발적 발작성 불안],3,0
F418,기타 명시된 불안장애,0,2
F419,상세불명의 불안장애,4,1
F432,적응장애,1,0
F451,미분화신체형장애,0,1
F459,상세불명의 신체형장애,0,1
F510,비기질성 불면증,8,1
G041,사람T세포림프친화바이러스와 연관된 척수병증,1,2
G20,파킨슨병,10,3
G214,혈관성 파킨슨증,1,0
G219,상세불명의 이차성 파킨슨증,3,0
G250,본태성 떨림,0,1
G255,기타 무도병,1,0
G309,상세불명의 알츠하이머병,5,1
G458,기타 일과성 뇌허혈발작 및 관련 증후군,1,0
G459,상세불명의 일과성 뇌허혈발작,2,0
G468,기타 뇌혈관질환에서 뇌혈관증후군(I60-I67†),1,0
G470,수면 개시 및 유지 장애[불면증],11,3
G510,벨마비,1,0
G530,대상포진후신경통(B02.2†),1,3
G551,추간판 장애에서의 신경근 및 신경총 압박(M50-M51†),178,12
G560,손목터널증후군,3,5
G568,팔의 기타 단일신경병증,5,1
G572,대퇴신경의 병변,1,1
G590,당뇨병성 단일신경병증(4단위 및 5단위 숫자 .40에 해당되는 E10-E14†),1,0
G609,상세불명의 유전성 및 특발성 신경병증,5,0
G610,길랭-바레증후군,3,2
G622,기타 독성물질에 의한 다발신경병증,1,0
G629,상세불명의 다발신경병증,28,0
G632,당뇨병성 다발신경병증(4단위 및 5단위 숫자 .41에 해당되는 E10-E14†),33,1
G803,운동장애성 뇌성마비,1,0
G811,강직성 편마비,7,1
G819,상세불명의 편마비,49,7
G822,상세불명의 하반신마비,7,2
G825,상세불명의 사지마비,8,2
G834,말총증후군,1,0
G839,상세불명의 마비증후군,3,2
G906,복합부위통증증후군 II형,1,0
G912,정상뇌압 수두증,1,0
G943,달리 분류된 질환에서의 뇌병증,1,0
G959,척수의 상세불명 질환,9,0
G992,달리 분류된 질환에서의 척수병증,8,0
H0202,노년성 안검내반,4,0
H0212,노년성 안검외반,0,1
H0281,눈꺼풀의 낭,1,0
H0411,건성안증후군,0,4
H0454,비루관의 후천적 협착,5,2
H1101,눈의 중심성 군날개,1,1
H1108,눈의 기타 및 상세불명의 군날개,0,1
H1618,기타 및 상세불명의 표재성 각막염,0,1
H185,유전성 각막디스트로피,0,1
H191,기타 청력소실,1,0
H2008,기타 및 상세불명의 급성 및 아급성 홍채섬모체염,1,0
H2501,"노년성 초기백내장, 왼쪽",0,1
H2510,"노년성 핵백내장, 오른쪽",4,0
H2511,"노년성 핵백내장, 왼쪽",2,1
H2512,"노년성 핵백내장, 양쪽",2,6
H2580,"기타 노년백내장, 오른쪽",18,20
H2581,"기타 노년백내장, 왼쪽",41,25
H2582,"기타 노년백내장, 양쪽",45,24
H2590,"상세불명의 노년백내장, 오른쪽",56,40
H2591,"상세불명의 노년백내장, 왼쪽",59,47
H2592,"상세불명의 노년백내장, 양쪽",78,57
H2610,"외상성 백내장, 오른쪽",0,1
H26280,"기타 합병백내장, 오른쪽",1,3
H26281,"기타 합병백내장, 왼쪽",2,1
H26282,"기타 합병백내장, 양쪽",1,0
H271,수정체의 탈구,1,2
H332,장액성 망막박리,1,0
H341,중심망막동맥폐쇄,0,1
H348,기타 망막혈관폐쇄,1,1
H3531,연령과 관련된 삼출성 황반변성,1,0
H3539,상세불명의 황반변성,3,0
H3580,망막부종,2,1
H359,상세불명의 망막장애,0,1
H360,"당뇨병성 망막병증(4단위 및 5단위 숫자 .30, .31, .32, .33에 해당되는 E10-E14+)",4,5
H4012,수정체의 거짓낙설을 동반한 수정체낭성 녹내장,1,0
H4019,상세불명의 원발성 개방우각녹내장,13,9
H4021,만성 폐쇄우각녹내장,1,1
H4029,상세불명의 원발성 폐쇄우각녹내장,2,5
H404,눈염증에 따른 이차성 녹내장,0,1
H405,기타 눈장애에 따른 이차성 녹내장,0,2
H408,기타 녹내장,0,2
H409,상세불명의 녹내장,1,2
H430,유리체탈출,0,2
H431,유리체출혈,1,0
H432,유리체내 결정침착물,2,0
H4338,기타 유리체혼탁,2,0
H4388,유리체의 기타 장애,1,0
H521,근시,0,1
H5220,불규칙적 난시,1,0
H5301,굴절성 약시,1,0
H570,동공기능의 이상,0,1
H6690,"상세불명의 중이염, 한쪽 또는 상세불명",0,1
H811,양성 발작성 현기증,0,1
H812,전정신경세포염,1,0
H814,중추기원의 현기증,1,0
H9120,"돌발성 특발성 청력손실, 한쪽",0,1
I059,상세불명의 승모판질환,0,3
I071,삼첨판기능부전,1,0
I109,기타 및 상세불명의 원발성 고혈압,98,53
I110,(울혈성) 심부전을 동반한 고혈압성 심장병,7,11
I132,(울혈성) 심부전 및 신부전을 동반한 고혈압성 심장 및 신장병,1,0
I200,불안정협심증,6,5
I200,불안정협심증,41,14
I201,연축의 기재가 있는 협심증,27,12
I2080,비정형협심증,3,5
I2088,기타 형태의 협심증,493,158
I209,상세불명의 협심증,35,11
I214,급성 심내막하심근경색증,11,7
I219,상세불명의 급성 심근경색증,3,4
I251,죽상경화성 심장병,8,15
I252,오래된 심근경색증,14,8
I255,허혈심근병증,10,6
I256,무증상성 심근허혈,1,0
I258,기타 형태의 만성 허혈심장병,2,1
I269,급성 폐심장증에 대한 언급이 없는 폐색전증,8,5
I309,상세불명의 급성 심장막염,2,0
I313,심낭삼출액(비염증성),9,4
I319,심장막의 상세불명의 질환,0,1
I330,급성 및 아급성 감염성 심내막염,0,1
I350,대동맥판협착,11,3
I351,대동맥판기능부전,1,1
I359,상세불명의 대동맥판장애,1,0
I409,상세불명의 급성 심근염,0,1
I420,확장성 심근병증,2,3
I4221,심첨부 비대성 심근병증,1,0
I4228,기타 비대성 심근병증,2,0
I426,알코올성 심근병증,1,0
I4288,기타 심근병증,1,4
I429,상세불명의 심근병증,2,3
I441,"방실차단, 2도",0,1
I442,완전방실차단,5,9
I443,기타 및 상세불명의 심방실차단,4,0
I447,상세불명의 좌각차단,1,0
I453,삼중섬유속차단,1,0
I456,조기흥분증후군,0,3
I460,인공소생에 성공한 심장정지,1,0
I470,회귀성 심실성 부정맥,2,0
I471,상심실성 빈맥,11,7
I472,심실성 빈맥,5,1
I479,상세불명의 발작성 빈맥,1,0
I480,발작성 심방세동,41,21
I481,지속성 심방세동,52,29
I483,전형적 심방조동,1,3
I4890,상세불명의 심방세동,24,16
I4891,상세불명의 심방조동,4,6
I491,심방조기탈분극,2,2
I493,심실조기탈분극,8,2
I495,동기능부전증후군,16,4
I499,상세불명의 심장부정맥,1,1
I5004,수축기능부전을 동반한 울혈성 심부전,0,3
I5005,수축기능이 정상인 울혈성 심부전,0,3
I5008,기타 및 상세불명의 울혈성 심부전,2,2
I501,좌심실부전,2,4
I509,상세불명의 심부전,35,47
I515,심근변성,1,2
I601,중대내동맥에서 기원한 거미막하출혈,1,0
I609,상세불명의 거미막하출혈,3,2
I610,대뇌반구 피질하의 뇌내출혈,0,1
I615,뇌실내 뇌내출혈,1,1
I619,상세불명의 뇌내출혈,1,2
I620,비외상성 경막하출혈,1,0
I629,상세불명의 두개내출혈(비외상성),1,1
I6340,중대내동맥의 색전증에 의한 뇌경색증,1,0
I6352,후대뇌동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증,1,2
I6359,상세불명의 대뇌동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증,2,0
I638,기타 뇌경색증,20,6
I639,상세불명의 뇌경색증,11,7
I652,경동맥의 폐쇄 및 협착,5,2
I662,후대뇌동맥의 폐쇄 및 협착,1,0
I671,파열되지 않은 대뇌동맥류,0,2
I679,상세불명의 뇌혈관질환,1,0
I690,거미막하출혈의 후유증,0,2
I691,뇌내출혈의 후유증,9,1
I693,뇌경색증의 후유증,49,5
I694,출혈 또는 경색증으로 명시되지 않은 뇌졸중의 후유증,4,0
I7000,괴저를 동반하지 않은 대동맥의 죽상경화증,1,0
I7010,괴저를 동반하지 않은 신장동맥의 죽상경화증,2,0
I7022,간헐성 파행을 동반한 사지동맥의 죽상경화증,12,7
I7029,사지동맥의 상세불명 죽상경화증,37,12
I70830,괴저를 동반하지 않은 쇄골하동맥의 죽상경화증,1,0
I70920,괴저를 동반하지 않은 전신죽상경화증,1,1
I7129,파열에 대한 언급이 없는 상세불명의 흉부대동맥동맥류,0,1
I713,파열된 복부대동맥동맥류,0,1
I714,파열에 대한 언급이 없는 복부대동맥동맥류,3,0
I716,파열에 대한 언급이 없는 흉복부대동맥동맥류,2,1
I719,파열에 대한 언급이 없는 상세불명 부위의 대동맥동맥류,1,1
I731,폐색혈전혈관염[버거병],6,0
I738,기타 명시된 말초혈관질환,1,1
I739,상세불명의 말초혈관병,3,6
I7430,무릎아래 색전증 및 혈전증,1,0
I771,동맥의 협착,2,0
I7781,투석용동정맥루를 침범한 말초동맥폐쇄질환,1,0
I7782,하지를 침범한 말초동맥폐쇄질환,63,12
I792,달리 분류된 질환에서의 말초맥관병증,4,0
I802,하지의 기타 심부혈관의 정맥염 및 혈전정맥염,2,1
I839,궤양 또는 염증이 없는 하지의 정맥류,1,7
I859,출혈이 없는 식도정맥류,1,0
I871,정맥의 압박,1,0
I872,정맥기능부전(만성)(말초성),2,0
I878,정맥의 기타 명시된 장애,1,0
I951,기립성 저혈압,6,1
I959,상세불명의 저혈압,3,1
I99,순환계통의 기타 및 상세불명의 장애,0,2
J00,급성 비인두염[감기],6,3
J069,상세불명의 급성 상기도감염,0,1
J100,"계절성 인플루엔자바이러스가 확인된, 폐렴을 동반한 인플루엔자",1,1
J101,"계절성 인플루엔자바이러스가 확인된, 기타 호흡기 증상을 동반한 인플루엔자",3,4
J108,"계절성 인플루엔자바이러스가 확인된, 기타 증상을 동반한 인플루엔자",1,1
J110,"바이러스가 확인되지 않은, 폐렴을 동반한 인플루엔자",2,0
J1288,기타 바이러스폐렴,10,9
J129,상세불명의 바이러스폐렴,0,1
J13,폐렴연쇄알균에 의한 폐렴,0,6
J14,인플루엔자균에 의한 폐렴,0,3
J150,폐렴간균에 의한 폐렴,9,15
J151,슈도모나스에 의한 폐렴,2,6
J152,포도알균에 의한 폐렴,1,3
J154,기타 연쇄알균에 의한 폐렴,0,1
J155,대장균에 의한 폐렴,3,5
J156,그람음성균에 의한 기타 폐렴,1,0
J158,기타 세균성 폐렴,1,0
J159,상세불명의 세균성 폐렴,8,4
J180,상세불명의 기관지폐렴,1,0
J189,상세불명의 폐렴,130,61
J209,상세불명의 급성 기관지염,10,2
J219,상세불명의 급성 세기관지염,1,1
J300,혈관운동성 비염,1,0
J301,화분에 의한 알레르기비염,7,1
J302,기타 계절성 알레르기비염,0,1
J303,기타 알레르기비염,2,0
J304,상세불명의 알레르기비염,2,0
J329,상세불명의 만성 부비동염,1,0
J40,급성인지 만성인지 명시되지 않은 기관지염,8,0
J410,단순 만성 기관지염,2,0
J42,상세불명의 만성 기관지염,8,5
J4400,"급성 하기도감염을 동반한 만성 폐쇄성 폐질환, 경도",2,0
J4401,"급성 하기도감염을 동반한 만성 폐쇄성 폐질환, 중등도",2,0
J4409,"급성 하기도감염을 동반한 만성 폐쇄성 폐질환, 상세불명",0,1
J4410,"급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 경도",3,2
J4411,"급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 중등도",1,1
J4412,"급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 중증",10,2
J4419,"급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 상세불명",3,0
J4481,"기타 명시된 만성 폐쇄성 폐질환, 중등도",1,1
J4482,"기타 명시된 만성 폐쇄성 폐질환, 중증",2,0
J4489,"기타 명시된 만성 폐쇄성 폐질환, 상세불명",5,0
J4490,"상세불명의 만성 폐쇄성 폐질환, 경도",8,1
J4491,"상세불명의 만성 폐쇄성 폐질환, 중등도",12,6
J4492,"상세불명의 만성 폐쇄성 폐질환, 중증",4,0
J4499,"상세불명의 만성 폐쇄성 폐질환, 상세불명",47,6
J4500,기침(이)형천식,2,0
J459,상세불명의 천식,2,3
J47,기관지확장증,0,1
J690,음식 또는 구토물에 의한 폐렴,23,15
J841,섬유증을 동반한 기타 간질성 폐질환,4,1
J849,상세불명의 간질성 폐질환,4,0
J90,달리 분류되지 않은 흉막삼출액,31,27
J931,기타 자발성 기흉,1,0
J938,기타 기흉,2,0
J939,상세불명의 기흉,3,1
J942,혈흉,0,1
J9600,"급성 호흡부전, I형[저산소성]",1,0
J9808,기관지의 기타 명시된 질환,0,1
J9840,고립성 폐결절,2,0
K0532,만성 치관주위염,3,0
K208,기타 및 상세불명 식도염,0,1
K210,식도염을 동반한 위-식도역류병,50,26
K219,식도염을 동반하지 않은 위-식도역류병,10,0
K222,식도폐색,3,0
K226,위-식도열상-출혈증후군,1,2
K227,바렛식도,0,1
K2500,출혈이 있는 급성 위미란,0,1
K2501,출혈이 있는 급성 위궤양,3,3
K2531,출혈 또는 천공이 없는 급성 위궤양,16,14
K2541,출혈이 있는 만성 또는 상세불명 위궤양,1,1
K2571,출혈 또는 천공이없는 만성 위궤양,1,0
K260,출혈이 있는 급성 십이지장궤양,1,0
K269,출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 십이지장궤양,2,0
K290,급성 출혈성 위염,1,0
K291,기타 급성 위염,1,0
K293,만성 표재성 위염,3,2
K294,만성 위축성 위염,8,3
K295,상세불명의 만성 위염,4,1
K296,기타 위염,1,0
K297,상세불명의 위염,17,6
K30,기능성 소화불량,27,15
K311,성인 비대성 유문협착,0,1
K315,십이지장의 폐색,0,1
K317,위 및 십이지장의 폴립,4,3
K3181,출혈을 동반한 위 및 십이지장의 혈관형성이상,4,0
K353,국소복막염을 동반한 급성 충수염,1,5
K358,기타 및 상세불명의 급성 충수염,4,7
