"상병코드","상병명","국비","사비"
"C029","상세불명의 혀의 악성 신생물","0","1"
"C060","볼점막의 악성 신생물","0","1"
"C07","귀밑샘의 악성 신생물","0","2"
"C080","턱밑샘의 악성 신생물","1","0"
"C119","상세불명의 비인두의 악성 신생물","0","1"
"C159","상세불명의 식도의 악성 신생물","6","2"
"C1620","위의 체부의 악성 신생물, 조기","1","1"
"C1621","위의 체부의 악성 신생물, 진행형","1","0"
"C1629","위의 체부의 악성 신생물, 상세불명","3","0"
"C1630","유문동의 악성 신생물, 조기","5","0"
"C1631","유문동의 악성 신생물, 진행형","3","3"
"C1639","유문동의 악성 신생물, 상세불명","3","1"
"C1689","위의 중복병변의 악성 신생물, 상세불명","1","0"
"C1691","상세불명의 위의 악성 신생물, 진행형","1","6"
"C1699","상세불명의 위의 악성 신생물, 상세불명","9","15"
"C170","십이지장의 악성 신생물","0","1"
"C179","상세불명의 소장의 악성 신생물","2","0"
"C182","상행결장의 악성 신생물","1","6"
"C184","횡행결장의 악성 신생물","2","1"
"C187","구불결장의 악성 신생물","1","7"
"C189","상세불명의 결장의 악성 신생물","0","6"
"C19","직장구불결장접합부의 악성 신생물","0","3"
"C20","직장의 악성 신생물","4","3"
"C220","간세포암종의 악성 신생물","10","10"
"C221","간내담관암종의 악성 신생물","8","8"
"C229","상세불명의 간의 악성 신생물","0","1"
"C23","담낭의 악성 신생물","2","11"
"C240","간외담관의 악성 신생물","4","1"
"C241","파터팽대의 악성 신생물","0","1"
"C250","췌장의 두부의 악성 신생물","1","6"
"C252","췌장의 꼬리의 악성 신생물","3","1"
"C259","상세불명의 췌장의 악성 신생물","9","7"
"C320","성문의 악성 신생물","1","1"
"C321","성문상의 악성 신생물","1","0"
"C3400","주기관지의 악성 신생물, 오른쪽","0","1"
"C3410","상엽, 기관지 또는 폐의 악성 신생물, 오른쪽","4","0"
"C3411","상엽, 기관지 또는 폐의 악성 신생물, 왼쪽","1","1"
"C3419","상엽, 기관지 또는 폐의 악성 신생물, 상세불명 쪽","1","0"
"C3430","하엽, 기관지 또는 폐의 악성 신생물, 오른쪽","3","0"
"C3431","하엽, 기관지 또는 폐의 악성 신생물, 왼쪽","0","1"
"C3439","하엽, 기관지 또는 폐의 악성 신생물, 상세불명 쪽","1","0"
"C3490","상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽","0","3"
"C3491","상세불명의 기관지 또는 폐의 악성 신생물, 왼쪽","1","5"
"C3499","상세불명의 기관지 또는 폐의 악성 신생물, 상세불명 쪽","21","40"
"C413","늑골, 흉골 및 쇄골의 악성 신생물","1","0"
"C437","엉덩이를 포함한 다리의 악성 흑색종","0","1"
"C439","상세불명의 피부의 악성 흑색종","0","2"
"C443","얼굴의 기타 및 상세불명 부분의 피부의 악성 신생물","1","0"
"C444","두피 및 목의 피부의 악성 신생물","0","1"
"C5090","상세불명의 유방의 악성 신생물, 오른쪽","0","1"
"C5099","상세불명의 유방의 악성 신생물, 상세불명 쪽","0","4"
"C539","상세불명의 자궁경부의 악성 신생물","0","3"
"C541","자궁내막의 악성 신생물","0","1"
"C569","난소의 악성 신생물, 상세불명 쪽","0","2"
"C61","전립선의 악성 신생물","85","38"
"C640","신우를 제외한 신장의 악성 신생물, 오른쪽","2","0"
"C641","신우를 제외한 신장의 악성 신생물, 왼쪽","0","2"
"C649","신우를 제외한 신장의 악성 신생물, 상세불명 쪽","0","2"
"C674","방광의 후벽의 악성 신생물","1","0"
"C676","요관구의 악성 신생물","0","1"
"C678","방광의 중복병변의 악성 신생물","0","1"
"C679","상세불명의 방광의 악성 신생물","10","7"
"C680","요도의 악성 신생물","0","1"
"C709","상세불명의 수막의 악성 신생물","1","0"
"C719","상세불명의 뇌의 악성 신생물","1","3"
"C722","후각신경의 악성 신생물","1","0"
"C73","갑상선의 악성 신생물","0","1"
"C770","머리, 얼굴 및 목의 림프절의 이차성 및 상세불명의 악성신생물","0","1"
"C774","사타구니 및 다리 림프절의 이차성 및 상세불명의 악성신생물","0","1"
"C778","여러 부위의 림프절의 이차성 및 상세불명의 악성신생물","0","1"
"C779","상세불명의 림프절의 이차성 및 상세불명의 악성신생물","0","9"
"C7809","폐의 이차성 악성 신생물, 상세불명 쪽","4","20"
"C782","흉막의 이차성 악성 신생물","0","6"
"C785","대장 및 직장의 이차성 악성 신생물","0","1"
"C786","후복막 및 복막의 이차성 악성 신생물","3","9"
"C787","간 및 간내 담관의 이차성 악성 신생물","6","31"
"C7880","위의 이차성 악성 신생물","0","1"
"C7881","췌장의 이차성 악성 신생물","0","2"
"C7909","신장 및 신우의 이차성 악성 신생물, 상세불명 쪽","0","1"
"C7918","기타 및 상세불명 비뇨기관의 이차성 악성 신생물","0","1"
"C792","피부의 이차성 악성 신생물","0","2"
"C7930","뇌의 이차성 악성 신생물","0","10"
"C795","골 및 골수의 이차성 악성 신생물","6","17"
"C797","부신의 이차성 악성 신생물","0","3"
"C799","상세불명 부위의 이차성 악성 신생물","1","0"
"C800","원발부위 미상으로 언급된 악성 신생물","1","1"
"C809","원발부위 상세불명인 악성 신생물","0","2"
"C829","상세불명의 소포성 림프종","1","0"
"C833","미만성 대B-세포림프종","0","3"
"C859","상세불명의 비호지킨림프종","2","5"
"C921","만성 골수성 백혈병, BCR/ABL-양성","1","0"
"D0170","췌장의 제자리암종","1","0"
"D090","방광의 제자리암종","16","3"
"D103","기타 및 상세불명 입 부분의 양성 신생물","1","0"
"D120","맹장의 양성 신생물","0","2"
"D122","상행결장의 양성 신생물","7","8"
"D123","횡행결장의 양성 신생물","8","10"
"D124","하행결장의 양성 신생물","6","3"
"D125","구불결장의 양성 신생물","10","4"
"D126","상세불명의 결장의 양성 신생물","11","2"
"D127","직장구불결장접합부의 양성 신생물","2","0"
"D128","직장의 양성 신생물","2","1"
"D131","위의 양성 신생물","34","20"
"D135","간외담관의 양성 신생물","9","4"
"D136","췌장의 양성 신생물","2","0"
"D170","머리, 얼굴 및 목의 피부 및 피하조직의 양성 지방종성 신생물","2","0"
"D171","몸통의 피부 및 피하조직의 양성 지방종성 신생물","1","0"
"D1720","팔의 피부 및 피하조직의 양성 지방종성 신생물","0","1"
"D173","기타 및 상세불명 부위의 피부 및 피하조직의 양성 지방종성 신생물","1","0"
"D177","기타 부위의 양성 지방종성 신생물","1","0"
"D179","상세불명의 양성 지방종성 신생물","1","5"
"D1808","기타 부위의 혈관종","3","0"
"D181","림프관종, 모든 부위","0","1"
"D231","안각을 포함한 눈꺼풀의 피부의 양성 신생물","0","1"
"D234","두피 및 목의 피부의 양성 신생물","0","1"
"D329","상세불명의 수막의 양성 신생물","0","1"
"D350","부신의 양성 신생물","1","0"
"D352","뇌하수체의 양성 신생물","1","0"
"D361","말초신경 및 자율신경계통의 양성 신생물","2","0"
"D367","기타 명시된 부위의 양성 신생물","1","0"
"D376","간, 담낭 및 담관의 행동양식 불명 또는 미상의 신생물","1","1"
"D377","기타 소화기관의 행동양식 불명 또는 미상의 신생물","1","0"
"D4101","신장의 행동양식 불명 또는 미상의 신생물, 왼쪽","1","0"
"D414","방광의 행동양식 불명 또는 미상의 신생물","2","1"
"D469","상세불명의 골수형성이상증후군","1","1"
"D473","본태성(출혈성) 혈소판혈증","1","0"
"D479","림프, 조혈 및 관련 조직의 행동양식 불명 또는 미상의 상세불명 신생물","1","0"
"D480","뼈 및 관절연골의 행동양식 불명 또는 미상의 신생물","1","0"
"D508","기타 철결핍빈혈","21","12"
"D509","상세불명의 철결핍빈혈","5","2"
"D519","상세불명의 비타민B12결핍빈혈","0","1"
"D528","기타 엽산결핍빈혈","1","0"
"D599","상세불명의 후천성 용혈성 빈혈","1","0"
"D619","상세불명의 무형성빈혈","0","4"
"D649","상세불명의 빈혈","13","11"
"D65","파종성 혈관내응고[탈피브린증후군]","0","1"
"D690","알레르기자반증","1","1"
"D696","상세불명의 혈소판감소증","2","2"
"D70","무과립구증","1","4"
"E039","상세불명의 갑상선기능저하증","15","7"
"E041","비독성 단순갑상선 결절","3",""
"E059","상세불명의 갑상선독증","2",""
"E1032","당뇨병성 증식성 망막병증을 동반한 1형 당뇨병(H36.0*)","1",""
"E1040","당뇨병성 단일신경병증을 동반한 1형 당뇨병","3",""
"E1041","당뇨병성 다발신경병증을 동반한 1형 당뇨병(G63.2*)","","1"
"E1068","달리 분류되지 않은 기타 명시된 합병증을 동반한 1형 당뇨병","","1"
"E1078","기타 다발성 합병증을 동반한 1형 당뇨병","1","2"
"E108","상세불명의 합병증을 동반한 1형 당뇨병","2",""
"E1100","고삼투압과 혼수를 동반한 2형 당뇨병","1","1"
"E1108","기타 및 상세불명의 혼수를 동반한 2형 당뇨병","1",""
"E1110","케토산증을 동반한 2형 당뇨병","2",""
"E1120","초기 당뇨병성 신장병증을 동반한 2형 당뇨병(N08.3*)","1","1"
"E1121","확정된 당뇨병성 신장병증을 동반한 2형 당뇨병(N08.3*)","2",""
"E1122","말기신장병을 동반한 2형 당뇨병(N08.3*)","22","1"
"E1128","기타 및 상세불명의 신장합병증을 동반한 2형 당뇨병(N08.3*)","13","5"
"E1132","당뇨병성 증식성 망막병증을 동반한 2형 당뇨병(H36.0*)","1",""
"E1133","기타 및 상세불명의 망막병증을 동반한 2형 당뇨병(H36.0*)","2",""
"E1140","당뇨병성 단일신경병증을 동반한 2형 당뇨병","2",""
"E1141","당뇨병성 다발신경병증을 동반한 2형 당뇨병(G63.2*)","28","3"
"E1148","기타 및 상세불명의 신경학적 합병증을 동반한 2형 당뇨병","3",""
"E1150","당뇨병성 말초혈관병증을 동반한, 괴저를 동반하지 않는 2형 당뇨병(I79.2*)","","1"
"E1151","당뇨병성 말초혈관병증을 동반한, 괴저를 동반한 2형 당뇨병(I79.2*)","1",""
"E1163","저혈당을 동반한 2형 당뇨병","3",""
"E1164","혈당조절이 되지 않은 2형 당뇨병","23","7"
"E1168","달리 분류되지 않은 기타 명시된 합병증을 동반한 2형 당뇨병","1",""
"E1170","당뇨병성 족부궤양을 동반한 2형 당뇨병","2",""
"E1178","기타 다발성 합병증을 동반한 2형 당뇨병","6","2"
"E118","상세불명의 합병증을 동반한 2형 당뇨병","43","26"
"E119","합병증을 동반하지 않은 2형 당뇨병","194","70"
"E1438","기타 및 상세불명의 눈합병증을 동반한 상세불명의 당뇨병","1",""
"E1441","당뇨병성 다발신경병증을 동반한 상세불명의 당뇨병(G63.2*)","1","1"
"E1451","당뇨병성 말초혈관병증을 동반한, 괴저를 동반한 상세불명의 당뇨병(I79.2*)","1",""
"E1460","근골격 및 결합조직의 합병증을 동반한 상세불명의 당뇨병","1",""
"E1471","당뇨병성 족부궤양 및 괴저를 동반한 상세불명의 당뇨병","1",""
"E1478","기타 다발성 합병증을 동반한 상세불명의 당뇨병","","3"
"E162","상세불명의 저혈당","5","1"
"E209","상세불명의 부갑상선기능저하증","2",""
"E220","말단비대증 및 뇌하수체거인증","1",""
"E274","기타 및 상세불명의 부신피질부전","1",""
"E278","부신의 기타 명시된 장애","1","2"
"E350","달리 분류된 질환에서의 갑상선 장애","1",""
"E7808","기타 및 상세불명의 순수고콜레스테롤혈증","1",""
"E781","순수 고글리세라이드혈증","1","1"
"E782","혼합성 고지질혈증","18","2"
"E785","상세불명의 고지질혈증","22","18"
"E790","염증성 관절염 및 통풍성 질환의 징후가 없는 고뇨산혈증","1",""
"E860","탈수","","1"
"E870","고오스몰랄농도 및 고나트륨혈증","2",""
"E871","저오스몰랄농도 및 저나트륨혈증","9","5"
"E872","산증","1",""
"E875","고칼륨혈증","9","6"
"E876","저칼륨혈증","2","4"
"E880","달리 분류되지 않은 혈장-단백질대사의 장애","2","1"
"F000","조기발병 알츠하이머병에서의 치매(G30.0†)","","2"
"F001","만기발병 알츠하이머병에서의 치매(G30.1†)","1",""
"F009","상세불명의 알츠하이머병에서의 치매(G30.9†)","5","4"
"F019","상세불명의 혈관성 치매","","1"
"F03","상세불명의 치매","4","11"
"F058","기타 섬망","1",""
"F059","상세불명의 섬망","4","4"
"F064","기질성 불안장애","1",""
"F103","알코올의 금단상태","","1"
"F319","상세불명의 양극성 정동장애","1",""
"F320","경도 우울에피소드","1","1"
"F328","기타 우울에피소드","","1"
"F329","상세불명의 우울에피소드","2","3"
"F411","범불안장애","1",""
"F419","상세불명의 불안장애","5","2"
"F432","적응장애","2",""
"F450","신체화장애","","1"
"F451","미분화신체형장애","","1"
"F510","비기질성 불면증","2",""
"G049","상세불명의 뇌염, 척수염 및 뇌척수염","","2"
"G060","두개내 농양 및 육아종","1","1"
"G20","파킨슨병","6","11"
"G210","악성 신경이완증후군","2",""
"G22","달리 분류된 질환에서의 파킨슨증","1",""
"G250","본태성 떨림","","3"
"G300","조기발병을 수반한 알츠하이머병","","1"
"G301","만기발병을 수반한 알츠하이머병","1",""
"G309","상세불명의 알츠하이머병","","2"
"G4010","난치성 뇌전증을 동반하지 않은 단순부분발작을 동반한 국소화-관련 (초점성)(부분적) 증상성 뇌전증 및 뇌전증증후군","1",""
"G4021","난치성 뇌전증을 동반한 복합부분발작을 동반한 국소화-관련 (초점성)(부분적) 증상성 뇌전증 및 뇌전증증후군","1",""
"G419","상세불명의 뇌전증지속상태","2","1"
"G459","상세불명의 일과성 뇌허혈발작","2","2"
"G470","수면 개시 및 유지 장애[불면증]","8","2"
"G510","벨마비","","2"
"G511","슬신경절염","1",""
"G530","대상포진후신경통(B02.2†)","3","1"
"G546","통증을 동반한 환상지증후군","","1"
"G551","추간판 장애에서의 신경근 및 신경총 압박(M50-M51†)","86","11"
"G560","손목터널증후군","5","3"
"G562","척골신경의 병변","1","1"
"G568","팔의 기타 단일신경병증","2",""
"G573","외측오금신경의 병변","1",""
"G609","상세불명의 유전성 및 특발성 신경병증","3",""
"G610","길랭-바레증후군","1",""
"G622","기타 독성물질에 의한 다발신경병증","3",""
"G628","기타 명시된 다발신경병증","1",""
"G629","상세불명의 다발신경병증","12","1"
"G632","당뇨병성 다발신경병증(4단위 및 5단위 숫자 .41에 해당되는 E10-E14†)","30","4"
"G64","말초신경계통의 기타 장애","1",""
"G811","강직성 편마비","8","1"
"G819","상세불명의 편마비","34","4"
"G822","상세불명의 하반신마비","","2"
"G825","상세불명의 사지마비","6","2"
"G834","말총증후군","1",""
"G839","상세불명의 마비증후군","2",""
"G912","정상뇌압 수두증","1",""
"G919","상세불명의 수두증","4","1"
"G931","달리 분류되지 않은 무산소성 뇌손상","","1"
"G959","척수의 상세불명 질환","1",""
"H0202","노년성 안검내반","7","4"
"H0204","안검내반이 없는 속눈썹증","1",""
"H0240","기계적 안검하수","1",""
"H0248","기타 및 상세불명의 안검하수","5",""
"H0282","눈꺼풀의 피부이완증","4",""
"H0454","비루관의 후천적 협착","11","1"
"H058","안와의 기타 장애","1",""
"H1101","눈의 중심성 군날개","","1"
"H1105","눈의 재발성 군날개","","1"
"H1108","눈의 기타 및 상세불명의 군날개","2","1"
"H1181","결막이완","1",""
"H2501","노년성 초기백내장, 왼쪽","1",""
"H2502","노년성 초기백내장, 양쪽","4","1"
"H2510","노년성 핵백내장, 오른쪽","31","11"
"H2511","노년성 핵백내장, 왼쪽","18","15"
"H2512","노년성 핵백내장, 양쪽","91","38"
"H2519","노년성 핵백내장, 상세불명 쪽","3",""
"H2590","상세불명의 노년백내장, 오른쪽","89","59"
"H2591","상세불명의 노년백내장, 왼쪽","94","58"
"H2592","상세불명의 노년백내장, 양쪽","78","32"
"H2599","상세불명의 노년백내장, 상세불명 쪽","1",""
"H2611","외상성 백내장, 왼쪽","1",""
"H26280","기타 합병백내장, 오른쪽","1","2"
"H26281","기타 합병백내장, 왼쪽","1","1"
"H26282","기타 합병백내장, 양쪽","2","1"
"H2641","후발백내장, 왼쪽","2",""
"H2681","기타 명시된 백내장, 왼쪽","1",""
"H2691","상세불명의 백내장, 왼쪽","","1"
"H271","수정체의 탈구","5",""
"H313","맥락막 출혈 및 파열","1",""
"H3301","다발열공이 있는 망막박리","","1"
"H3302","거대찢김이 있는 망막박리","","1"
"H341","중심망막동맥폐쇄","1",""
"H348","기타 망막혈관폐쇄","2","4"
"H349","상세불명의 망막혈관폐쇄","1",""
"H3531","연령과 관련된 삼출성 황반변성","1",""
"H3539","상세불명의 황반변성","24","16"
"H359","상세불명의 망막장애","6","2"
"H360","당뇨병성 망막병증(4단위 및 5단위 숫자 .30, .31, .32, .33에 해당되는 E10-E14+)","4","1"
"H4010","저안압녹내장","3",""
"H4012","수정체의 거짓낙설을 동반한 수정체낭성 녹내장","","1"
"H4019","상세불명의 원발성 개방우각녹내장","25","7"
"H4021","만성 폐쇄우각녹내장","1",""
"H4029","상세불명의 원발성 폐쇄우각녹내장","","1"
"H405","기타 눈장애에 따른 이차성 녹내장","1",""
"H409","상세불명의 녹내장","4",""
"H431","유리체출혈","8","4"
"H4338","기타 유리체혼탁","1",""
"H439","유리체의 상세불명 장애","1",""
"H470","달리 분류되지 않은 시신경의 장애","1",""
"H512","핵간안근마비","1",""
"H6631","기타 만성 화농성 중이염, 양쪽","1",""
"H6690","상세불명의 중이염, 한쪽 또는 상세불명","","1"
"H811","양성 발작성 현기증","1","2"
"H812","전정신경세포염","2",""
"H8138","기타 말초성 현기증","1",""
"H9120","돌발성 특발성 청력소실, 한쪽","1","1"
"H931","이명","1",""
"I059","상세불명의 승모판질환","","3"
"I099","상세불명의 류마티스심장병","2",""
"I101","악성 고혈압","1","2"
"I109","기타 및 상세불명의 원발성 고혈압","134","69"
"I110","(울혈성) 심부전을 동반한 고혈압성 심장병","9","11"
"I119","(울혈성) 심부전이 없는 고혈압성 심장병","2",""
"I200","불안정협심증","41","18"
"I201","연축의 기재가 있는 협심증","27","14"
"I2080","비정형협심증","1","3"
"I2088","기타 형태의 협심증","459","138"
"I209","상세불명의 협심증","72","10"
"I214","급성 심내막하심근경색증","8","8"
"I219","상세불명의 급성 심근경색증","10","7"
"I252","오래된 심근경색증","18","4"
"I255","허혈심근병증","8","11"
"I256","무증상성 심근허혈","1",""
"I258","기타 형태의 만성 허혈심장병","1","1"
"I269","급성 폐심장증에 대한 언급이 없는 폐색전증","7","3"
"I313","심낭삼출액(비염증성)","4","3"
"I319","심장막의 상세불명의 질환","2",""
"I340","승모판기능부전","","1"
"I341","승모판탈출","","1"
"I350","대동맥판협착","2","5"
"I351","대동맥판기능부전","3",""
"I352","기능부전을 동반한 대동맥판협착","","1"
"I359","상세불명의 대동맥판장애","1",""
"I368","기타 비류마티스성 삼첨판장애","","1"
"I38","상세불명 판막의 심내막염","","1"
"I420","확장성 심근병증","5","3"
"I421","폐색성 비대성 심근병증","1",""
"I4228","기타 비대성 심근병증","","1"
"I4288","기타 심근병증","","4"
"I429","상세불명의 심근병증","4","2"
"I441","방실차단, 2도","1","1"
"I442","완전방실차단","11","7"
"I443","기타 및 상세불명의 심방실차단","1",""
"I447","상세불명의 좌각차단","3",""
"I461","급성 심장사로 기술된 것","1",""
"I471","상심실성 빈맥","12","20"
"I472","심실성 빈맥","1","1"
"I480","발작성 심방세동","61","22"
"I481","지속성 심방세동","45","29"
"I482","만성 심방세동","1",""
"I483","전형적 심방조동","2","5"
"I484","비전형심방조동","1","1"
"I4890","상세불명의 심방세동","9","16"
"I4891","상세불명의 심방조동","13","7"
"I490","심실세동 및 조동","2",""
"I491","심방조기탈분극","1","1"
"I493","심실조기탈분극","10","1"
"I495","동기능부전증후군","9","8"
"I499","상세불명의 심장부정맥","2","4"
"I5003","우심부전","1",""
"I5004","수축기능부전을 동반한 울혈성 심부전","8","9"
"I5005","수축기능이 정상인 울혈성 심부전","","7"
"I5008","기타 및 상세불명의 울혈성 심부전","4","3"
"I501","좌심실부전","5","8"
"I509","상세불명의 심부전","40","29"
"I515","심근변성","","1"
"I517","심장비대","2",""
"I609","상세불명의 거미막하출혈","1","2"
"I610","대뇌반구 피질하의 뇌내출혈","1",""
"I613","뇌간의 뇌내출혈","1",""
"I618","기타 뇌내출혈","1","1"
"I619","상세불명의 뇌내출혈","3","2"
"I620","비외상성 경막하출혈","4","1"
"I6322","경동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증","","1"
"I6349","상세불명의 대뇌동맥의 색전증에 의한 뇌경색증","1",""
"I6350","중대뇌동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증","1","2"
"I6351","전대뇌동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증","1","2"
"I6352","후대뇌동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증","5","2"
"I6359","상세불명의 대뇌동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증","2",""
"I638","기타 뇌경색증","20","17"
"I639","상세불명의 뇌경색증","16","16"
"I650","척추동맥의 폐쇄 및 협착","","1"
"I651","뇌기저동맥의 폐쇄 및 협착","1",""
"I652","경동맥의 폐쇄 및 협착","8","4"
"I658","기타 뇌전동맥의 폐쇄 및 협착","","1"
"I660","중대뇌동맥의 폐쇄 및 협착","","2"
"I662","후대뇌동맥의 폐쇄 및 협착","1",""
"I671","파열되지 않은 대뇌동맥류","1","3"
"I672","대뇌죽상경화증","1",""
"I675","모야모야병","","1"
"I679","상세불명의 뇌혈관질환","3",""
"I691","뇌내출혈의 후유증","1","1"
"I693","뇌경색증의 후유증","43","2"
"I694","출혈 또는 경색증으로 명시되지 않은 뇌졸중의 후유증","4","1"
"I7022","간헐성 파행을 동반한 사지동맥의 죽상경화증","13","7"
"I7025","괴저를 동반한 사지동맥의 죽상경화증","","2"
"I7029","사지동맥의 상세불명 죽상경화증","28","5"
"I70830","괴저를 동반하지 않은 쇄골하동맥의 죽상경화증","1",""
"I70920","괴저를 동반하지 않은 전신죽상경화증","2",""
"I7109","상세불명 부위의 대동맥박리","1",""
"I714","파열에 대한 언급이 없는 복부대동맥동맥류","9","2"
"I716","파열에 대한 언급이 없는 흉복부대동맥동맥류","3",""
"I719","파열에 대한 언급이 없는 상세불명 부위의 대동맥동맥류","1",""
"I729","상세불명 부위의 동맥류 및 박리","1",""
"I731","폐색혈전혈관염[버거병]","2",""
"I739","상세불명의 말초혈관병","14","5"
"I748","기타 동맥의 색전증 및 혈전증","1",""
"I7782","하지를 침범한 말초동맥폐쇄질환","31","8"
"I792","달리 분류된 질환에서의 말초맥관병증","2","1"
"I802","하지의 기타 심부혈관의 정맥염 및 혈전정맥염","5","5"
"I809","상세불명 부위의 정맥염 및 혈전정맥염","3",""
"I839","궤양 또는 염증이 없는 하지의 정맥류","10","16"
"I859","출혈이 없는 식도정맥류","1",""
"I861","음낭정맥류","1",""
"I872","정맥기능부전(만성)(말초성)","1","1"
"I951","기립성 저혈압","7","2"
"I959","상세불명의 저혈압","2",""
"J00","급성 비인두염[감기]","2","1"
"J0391","재발성 상세불명의 급성 편도염","","1"
"J040","급성 후두염","1",""
"J0510","폐색을 동반하지 않은 급성 후두개염","1","1"
"J150","폐렴간균에 의한 폐렴","","1"
"J151","슈도모나스에 의한 폐렴","1",""
"J155","대장균에 의한 폐렴","1",""
"J159","상세불명의 세균성 폐렴","1",""
"J180","상세불명의 기관지폐렴","","2"
"J188","상세불명 병원체의 기타 폐렴","2",""
"J189","상세불명의 폐렴","105","117"
"J209","상세불명의 급성 기관지염","1","2"
"J210","호흡기세포융합바이러스에 의한 급성 세기관지염","1",""
"J219","상세불명의 급성 세기관지염","1","2"
"J300","혈관운동성 비염","1",""
"J301","화분에 의한 알레르기비염","2",""
"J303","기타 알레르기비염","1",""
"J304","상세불명의 알레르기비염","1","3"
"J329","상세불명의 만성 부비동염","1","4"
"J330","비강의 폴립","1",""
"J339","상세불명의 코폴립","","2"
"J342","편위된 비중격","2",""
"J343","코선반의 비대","1",""
"J351","편도의 비대","","1"
"J390","인두뒤 및 인두옆 농양","","1"
"J40","급성인지 만성인지 명시되지 않은 기관지염","4","6"
"J410","단순 만성 기관지염","2",""
"J42","상세불명의 만성 기관지염","5","2"
"J4400","급성 하기도감염을 동반한 만성 폐쇄성 폐질환, 경도","2",""
"J4410","급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 경도","2",""
"J4411","급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 중등도","1",""
"J4412","급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 중증","1","1"
"J4419","급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 상세불명","4","1"
"J4482","기타 명시된 만성 폐쇄성 폐질환, 중증","1",""
"J4489","기타 명시된 만성 폐쇄성 폐질환, 상세불명","6",""
"J4490","상세불명의 만성 폐쇄성 폐질환, 경도","4","1"
"J4491","상세불명의 만성 폐쇄성 폐질환, 중등도","7","3"
"J4492","상세불명의 만성 폐쇄성 폐질환, 중증","1",""
"J4499","상세불명의 만성 폐쇄성 폐질환, 상세불명","22","13"
"J459","상세불명의 천식","2","10"
"J47","기관지확장증","1","1"
"J679","상세불명의 유기물먼지에 의한 과민성 폐렴","2",""
"J690","음식 또는 구토물에 의한 폐렴","15","12"
"J698","기타 고체 및 액체에 의한 폐렴","1","1"
