"상병코드","상병명","국비","사비"
"S9200","종골의 골절, 폐쇄성","3","3"
"S900","발목의 타박상","","1"
"S880","무릎 부위의 외상성 절단","2",""
"S8608","아킬레스힘줄의 손상, 기타 및 상세불명의 손상","2","1"
"S841","아래다리 부위의 비골신경의 손상","1",""
"S837","무릎의 다발성 구조의 손상","2","1"
"S836","무릎의 기타 및 상세불명 부분의 염좌 및 긴장","2","3"
"S8352","전십자인대의 파열","1","1"
"S8341","내측측부인대의 염좌 및 긴장","2",""
"S8321","외측반달연골의 찢김","1","1"
"S8320","내측반달연골의 찢김","","3"
"S82831","삼복사 골절, 발목, 개방성","","1"
"S82820","양측 복사 골절, 발목, 폐쇄성","1","1"
"S8260","외측복사의 골절, 폐쇄성","7","8"
"S8250","안쪽복사의 골절, 폐쇄성","","1"
"S82480","비골의 기타 및 상세불명 부분의 골절, 폐쇄성","","1"
"S82320","비골 골절(모든 부분)을 동반한 경골 하단의 골절, 폐쇄성","","2"
"S82280","경골 몸통의 기타 골절, 폐쇄성","1",""
"S82221","비골골절(모든 부분)을 동반한 경골 몸통의 골절, 개방성","1",""
"S8200","무릎뼈의 골절, 폐쇄성","6","5"
"S810","무릎의 열린상처","","1"
"S800","무릎의 타박상","3",""
"S7240","대퇴골 하단의 골절, 폐쇄성","1",""
"S7230","대퇴골 몸통의 골절, 폐쇄성","1","6"
"S7220","전자하골절, 폐쇄성","7",""
"S72190","대퇴골전자부의 상세불명 골절, 폐쇄성","2",""
"S72120","대퇴골전자간골절, 폐쇄성","16","21"
"S72090","대퇴골 경부의 상세불명 부분의 골절, 폐쇄성","2","16"
"S72080","기타 대퇴골 경부 부분의 골절, 폐쇄성","","10"
"S72060","대퇴골 경부바닥의 골절, 폐쇄성","","3"
"S701","대퇴의 타박상","","1"
"S700","엉덩이의 타박상","1",""
"S6300","원위 요골척골(관절)의 탈구","1",""
"S62620","기타 손가락의 근위지골 골절, 폐쇄성","2",""
"S62390","중수골의 상세불명 부분의 골절, 폐쇄성","","3"
"S62330","기타 중수골 몸통의 골절, 폐쇄성","","1"
"S618","손목 및 손의 기타 부분의 열린상처","1",""
"S5260","척골과 요골 모두의 하단의 골절, 폐쇄성","2","2"
"S52590","요골 하단의 상세불명 골절, 폐쇄성","","9"
"S52540","바닥쪽 경사와 관절내골절을 동반한 요골 하단의 골절, 폐쇄성","","2"
"S52530","바닥쪽 경사를 동반한 요골 하단의 골절, 폐쇄성","2","2"
"S52520","등쪽 경사를 동반한 요골 하단의 골절, 폐쇄성","3","9"
"S52090","척골 상단의 상세불명 부분의 골절, 폐쇄성","","1"
"S500","팔꿈치의 타박상","1",""
"S499","어깨 및 위팔의 상세불명 손상","1",""
"S4628","이두근 기타 부분의 근육 및 힘줄의 손상, 기타 및 상세불명의 손상","1","1"
"S4608","어깨의 회전근개의 근육 및 힘줄의 손상, 기타 및 상세불명의 손상","6","8"
"S434","어깨관절의 염좌 및 긴장","1","1"
"S431","견쇄관절의 탈구","","1"
"S42490","상세불명의 상완골 하단 부분의 골절, 폐쇄성","1",""
"S42430","상완골 외측관절융기의 골절, 폐쇄성","","1"
"S4230","상완골 몸통의 골절, 폐쇄성","","1"
"S42290","상완골 상단의 상세불명 부분의 골절, 폐쇄성","1","3"
"S42250","상완골 대거친면의 골절, 폐쇄성","1","1"
"S42230","상완골 외과목의 골절, 폐쇄성","2","3"
"S42050","쇄골 견봉단의 골절, 폐쇄성","","1"
"S42040","쇄골 몸통의 골절, 폐쇄성","1","4"
"S3730","강내로의 열린상처가 없는 요도의 손상","","1"
"S3350","요추의 염좌 및 긴장","4","5"
"S3250","치골의 폐골절, 폐쇄성","1","3"
"S3240","절구의 골절, 폐쇄성","","1"
"S3210","천골(薦骨)의 골절, 폐쇄성","","2"
"S32090","요추의 상세불명 부위의 골절, 폐쇄성","4",""
"S32060","L5 부위의 골절, 폐쇄성","","2"
"S32050","L4 부위의 골절, 폐쇄성","1","6"
"S32040","L3 부위의 골절, 폐쇄성","5","3"
"S32030","L2 부위의 골절, 폐쇄성","3","18"
"S32020","L1 부위의 골절, 폐쇄성","10","26"
"S301","복벽의 타박상","","1"
"S300","아래등 및 골반의 타박상","","1"
"S2710","흉강내로의 열린상처가 없는 외상성 혈흉","5","4"
"S2340","늑골의 염좌 및 긴장","1",""
"S22490","상세불명 늑골의 다발골절, 폐쇄성","16","12"
"S22460","제1늑골을 침범하지 않은 다발골절, 폐쇄성","2","2"
"S22390","상세불명 늑골의 단일 골절,폐쇄성","2",""
"S22330","제1늑골 이외 단일 늑골의 골절,폐쇄성","3","6"
"S22090","상세불명 부위의 흉추의 골절, 폐쇄성","16","25"
"S22070","T11 및 T12 부위의 골절, 폐쇄성","1","3"
"S22060","T9 및 T10 부위의 골절, 폐쇄성","","1"
"S22050","T7 및 T8 부위의 골절, 폐쇄성","","1"
"S146","목의 기타 및 상세불명 신경손상","1",""
"S141","경부척수의 기타 및 상세불명의 손상","","2"
"S134","경추의 염좌 및 긴장","7","4"
"S0661","열린 두개내상처가 있는 외상성 거미막하출혈","","1"
"S0660","열린 두개내상처가 없는 외상성 거미막하출혈","1","1"
"S0651","열린 두개내상처가 있는 외상성 경막하출혈","13","7"
"S0650","열린 두개내상처가 없는 외상성 경막하출혈","5","4"
"S0641","열린 두개내상처가 있는 경막외출혈","1",""
"S0640","열린 두개내상처가 없는 경막외출혈","1",""
"S0631","열린 두개내상처가 있는 초점성 뇌손상","1",""
"S0630","열린 두개내상처가 없는 초점성 뇌손상","1","3"
"S0620","열린 두개내상처가 없는 미만성 뇌손상","1",""
"S0600","열린 두개내상처가 없는 진탕","2","4"
"S0220","비골의 골절, 폐쇄성","","1"
"S0200","두개원개의 골절, 폐쇄성","","1"
"S010","두피의 열린상처","1","1"
"S000","두피의 표재성 손상","","3"
"R808","기타 및 상세불명 고립성 단백뇨","","1"
"R748","기타 혈청효소의 이상수치","1","1"
"R651","기관의 부전을 동반한 감염성 기원의 전신염증반응증후군","1",""
"R634","이상체중감소","1",""
"R609","상세불명의 부종","1","1"
"R591","전신림프절비대","1",""
"R579","상세불명의 쇼크","1","1"
"R572","패혈성 쇼크","5","3"
"R568","기타 및 상세불명의 경련","4",""
"R558","기타 실신 및 허탈","5",""
"R550","혈관미주신경성 실신","","1"
"R53","병감 및 피로","11","3"
"R529","상세불명의 통증","5","1"
"R51","두통","11","6"
"R5099","상세불명의 열","4","3"
"R5090","불명열[FUO]","4","3"
"R508","기타 명시된 열","1","1"
"R470","언어장애 및 실어증(失語症)","3",""
"R42","어지럼증 및 어지럼","35","3"
"R36","요도분비물","1",""
"R352","기타 야간뇨","1",""
"R350","빈번한 배뇨","3",""
"R33","소변정체","1","1"
"R318","기타 및 상세불명의 혈뇨","","1"
"R310","육안적 혈뇨","3","1"
"R268","보행 및 이동의 기타 및 상세불명 이상","1","2"
"R251","상세불명의 떨림","1",""
"R229","상세불명의 국소적 부기, 종괴 및 덩이","","1"
"R224","다리의 국소적 부기, 종괴 및 덩이","2",""
"R223","팔의 국소적 부기, 종괴 및 덩이","2",""
"R222","몸통의 국소적 부기, 종괴 및 덩이","1","4"
"R221","목의 국소적 부기, 종괴 및 덩이","1","3"
"R220","머리의 국소적 부기, 종괴 및 덩이","2",""
"R18","복수","1","2"
"R170","황달을 동반한 달리 분류되지 않은 과빌리루빈혈증","","3"
"R13","삼킴곤란","4",""
"R113","구토를 동반한 구역","","1"
"R112","구토","","5"
"R111","구역","2",""
"R1049","상세불명의 복통","1",""
"R1019","상세불명의 상복부통증","1",""
"R100","급성 복증","2",""
"R093","이상가래","3",""
"R074","상세불명의 흉통","14","8"
"R073","기타 흉통","2","2"
"R060","호흡곤란","7","6"
"R05","기침","","1"
"R042","객혈","","1"
"R040","코피","1",""
"R031","비특이성 낮은 혈압수치","1",""
"R002","두근거림","1","1"
"Q402","위의 기타 명시된 선천기형","1",""
"N831","황체낭","","1"
"N816","여성직장류","","1"
"N809","상세불명의 자궁내막증","","1"
"N748","달리 분류된 기타 질환에서의 여성골반염증장애","","1"
"N709","상세불명의 난관염 및 난소염","","1"
"N4590","농양을 동반하지 않은 부고환염","","1"
"N429","전립선의 상세불명 장애","2",""
"N411","만성 전립선염","","1"
"N408","기타 합병증을 동반한 전립선증식증","2",""
"N400","합병증을 동반하지 않은 전립선증식증","97","32"
"N390","부위가 명시되지 않은 요로감염","21","19"
"N369","요도의 상세불명 장애","1",""
"N359","상세불명의 요도협착","2","1"
"N319","방광의 상세불명의 신경근육기능장애","7","4"
"N318","방광의 기타 신경근육기능장애","27",""
"N309","상세불명의 방광염","1","1"
"N210","방광의 결석","2",""
"N201","요관의 결석","3",""
"N189","상세불명의 만성 신장병","28","11"
"N185","만성 신장병(5기)","58","31"
"N184","만성 신장병(4기)","18","8"
"N183","만성 신장병(3기)","19","9"
"N179","상세불명의 급성 신부전","21","10"
"N1338","기타 및 상세불명의 수신증","1",""
"N132","신장 및 요관의 결석성 폐색을 동반한 수신증","","1"
"N12","급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염","2","1"
"N10","급성 세뇨관-간질신장염","5","13"
"N083","당뇨병에서의 사구체장애(4단위 .2-에 해당되는 E10-E14†)","24","6"
"M966","정형외과적 삽입물, 인공관절 또는 골판의 삽입에 따른 뼈의 골절","2","3"
"M963","척추후궁절제후 척주후만증","8","1"
"M961","달리 분류되지 않은 척추후궁절제후증후군","191","25"
"M952","머리의 기타 후천성 변형","1",""
"M8949","기타 비대성 골관절병증, 상세불명 부분","2",""
"M8799","상세불명의 골괴사, 상세불명 부분","1",""
"M8797","상세불명의 골괴사, 발목 및 발","1",""
"M8795","상세불명의 골괴사, 골반 부분 및 대퇴","8","3"
"M8699","상세불명의 골수염, 상세불명 부분","1",""
"M8697","상세불명의 골수염, 발목 및 발","2","1"
"M8696","상세불명의 골수염, 아래다리","8","2"
"M8695","상세불명의 골수염, 골반 부분 및 대퇴","1",""
"M8694","상세불명의 골수염, 손","1",""
"M8691","상세불명의 골수염, 어깨부분","1","1"
"M8686","기타 골수염, 아래다리","","1"
"M8619","기타 급성 골수염, 상세불명 부분","1",""
"M8599","골밀도 및 구조의 상세불명 장애, 상세불명 부분","1",""
"M8419","골절불유합(가관절증), 상세불명 부분","1",""
"M8399","상세불명의 성인골연화증, 상세불명 부분","6","1"
"M8319","노년골연화증, 상세불명 부분","","1"
"M8289","달리 분류된 기타 질환에서의 골다공증, 상세불명 부분","29","3"
"M8199","상세불명의 골다공증, 상세불명 부분","7",""
"M8195","상세불명의 골다공증, 골반 부분 및 대퇴","1",""
"M8189","기타 골다공증, 상세불명 부분","5","3"
"M8188","기타 골다공증, 기타 부분","","1"
"M8000","병적 골절을 동반한 폐경후골다공증, 여러 부위","1",""
"M7979","섬유근통, 상세불명 부분","5",""
"M7967","사지의 통증, 발목 및 발","1",""
"M7965","사지의 통증, 골반 부분 및 대퇴","1",""
"M79198","기타 근통, 상세불명 부분","1",""
"M79128","기타 근통, 위팔","1",""
"M79110","근근막통증후군, 어깨부분","","1"
"M7909","상세불명의 류마티스, 상세불명 부분","1",""
"M771","외측상과염","7","3"
"M770","내측상과염","1",""
"M7689","발을 제외한 다리의 기타 골부착부병증, 상세불명 부분","1",""
"M758","기타 어깨병변","2",""
"M755","어깨의 윤활낭염","3",""
"M754","어깨의 충격증후군","4","1"
"M753","어깨의 석회성 힘줄염","25","6"
"M751","회전근개증후군","170","62"
"M750","어깨의 유착성 관절낭염","13","2"
"M72909","상세불명의 섬유모세포 장애, 여러 부위","1",""
"M7285","기타 섬유모세포장애, 골반 부분 및 대퇴","1",""
"M7281","기타 섬유모세포장애, 어깨부분","1",""
"M722","발바닥근막성 섬유종증","1",""
"M7197","상세불명의 윤활낭병증, 발목 및 발","1",""
"M7159","달리 분류되지 않은 기타 윤활낭염, 상세불명 부분","1",""
"M7119","기타 감염성 윤활낭염, 상세불명 부분","","1"
"M6749","결절종, 상세불명 부분","","2"
"M6599","상세불명의 윤활막염 및 힘줄윤활막염, 상세불명 부분","1",""
"M6589","기타 윤활막염 및 힘줄윤활막염, 상세불명 부분","1",""
"M6534","방아쇠손가락, 손","3","1"
"M6289","근육의 기타 명시된 장애, 상세불명 부분","","2"
"M6266","근육긴장, 아래다리","2",""
"M6265","근육긴장, 골반 부분 및 대퇴","1",""
"M6258","달리 분류되지 않은 근육 소모 및 위축, 기타 부분","2","2"
"M6250","달리 분류되지 않은 근육 소모 및 위축, 여러 부위","","1"
"M6199","근육의 상세불명의 석회화 및 골화, 상세불명 부분","1",""
"M6000","감염성 근염, 여러 부위","1",""
"M5469","흉추통증, 상세불명의 부위","1",""
"M5459","요통, 상세불명의 부위","3",""
"M5456","요통, 요추부","6","1"
"M5446","좌골신경통을 동반한 요통, 요추부","1","1"
"M5429","경추통, 상세불명의 부위","2",""
"M5422","경추통, 경부","3","1"
"M5419","신경뿌리병증, 상세불명의 부위","15",""
"M5417","신경뿌리병증, 요천부","64","22"
"M5412","신경뿌리병증, 경부","33","14"
"M519","상세불명의 추간판장애","","2"
"M512","기타 명시된 추간판전위","111","20"
"M511","신경뿌리병증을 동반한 요추 및 기타 추간판장애(G55.1*)","95","16"
"M510","척수병증을 동반한 요추 및 기타 추간판장애(G99.2*)","3",""
"M509","상세불명의 경추간판장애","","1"
"M501","신경뿌리병증을 동반한 경추간판장애","58","1"
"M500","척수병증을 동반한 경추간판장애(G99.2*)","4","5"
"M4889","기타 명시된 척추병증, 상세불명의 부위","5",""
"M4856","달리 분류되지 않은 허탈척추, 요추부","1","3"
"M4855","달리 분류되지 않은 허탈척추, 흉요추부","1",""
"M4854","달리 분류되지 않은 허탈척추, 흉추부","","1"
"M4809","척추협착, 상세불명의 부위","","1"
"M4807","척추협착, 요천부","","3"
"M4806","척추협착, 요추부","717","100"
"M4805","척추협착, 흉요추부","9","1"
"M4804","척추협착, 흉추부","1",""
"M4802","척추협착, 경부","12","2"
"M4799","상세불명의 척추증, 상세불명의 부위","1",""
"M4796","상세불명의 척추증, 요추부","2","3"
"M4789","기타 척추증, 상세불명의 부위","4",""
"M4781","기타 척추증, 후두환축부","1",""
"M4647","상세불명의 추간판염, 요천부","1",""
"M4646","상세불명의 추간판염, 요추부","3",""
"M4645","상세불명의 추간판염, 흉요추부","","1"
"M4639","추간판의 (화농성) 감염, 상세불명의 부위","2",""
"M450","강직척추염, 척추의 여러 부위","2",""
"M4317","척추전방전위증, 요천부","22","3"
"M4316","척추전방전위증, 요추부","51","17"
"M4307","척추분리증, 요천부","4",""
"M4196","상세불명의 척주측만증, 요추부","1",""
"M4036","편평등증후군, 요추부","1",""
"M4035","편평등증후군, 흉요추부","","1"
"M4026","기타 및 상세불명의 척주후만증, 요추부","1",""
"M353","류마티스성 다발근통","1",""
"M2597","상세불명의 관절장애, 발목 및 발","1","3"
"M2593","상세불명의 관절장애, 아래팔","1","1"
"M2592","상세불명의 관절장애, 위팔","1",""
"M2559","관절통, 상세불명 부분","3","2"
"M2557","관절통, 발목 및 발","5",""
"M2556","관절통, 아래다리","1","1"
"M2555","관절통, 골반 부분 및 대퇴","1",""
"M2552","관절통, 위팔","","1"
"M2551","관절통, 어깨부분","1",""
"M2464","관절의 강직증, 손","2",""
"M2456","관절의 구축, 아래다리","2","4"
"M2451","관절의 구축, 어깨부분","1",""
"M2399","무릎의 상세불명의 내부장애, 상세불명의 연골 또는 인대","1",""
"M2391","무릎의 상세불명의 내부장애, 내측반달연골","","2"
"M2389","무릎의 기타 내부장애, 상세불명의 연골 또는 인대","","1"
"M2388","무릎의 기타 내부장애, 기타 무릎 구조물","","1"
"M2353","무릎의 만성 불안정, 전십자인대","1",""
"M2339","기타 반달연골장애, 상세불명의 연골 또는 인대","3","3"
"M2117","달리 분류되지 않은 내반변형, 발목 및 발","1",""
"M201","외반무지(후천성)","1","1"
"M1998","상세불명의 관절증, 기타 부분","2",""
"M1994","상세불명의 관절증, 손","1","1"
"M1909","기타 관절의 원발성 관절증, 상세불명 부분","1","2"
"M1901","기타 관절의 원발성 관절증, 어깨부분","1",""
"M179","상세불명의 무릎관절증","1",""
"M173","기타 외상후 무릎관절증","2",""
"M171","기타 원발성 무릎관절증","30","23"
"M170","양쪽 원발성 무릎관절증","92","89"
"M165","기타 외상후 고관절증","1",""
"M159","상세불명의 다발관절증","3","2"
"M158","기타 다발관절증","5","2"
"M154","미란성 (골)관절증","47","2"
"M150","원발성 전신(골)관절증","3",""
"M1397","상세불명의 관절염, 발목 및 발","","2"
"M1391","상세불명의 관절염, 어깨부분","2",""
"M1389","기타 명시된 관절염, 상세불명 부분","3","1"
"M1388","기타 명시된 관절염, 기타 부분","","1"
"M1387","기타 명시된 관절염, 발목 및 발","6",""
"M1384","기타 명시된 관절염, 손","7",""
"M1383","기타 명시된 관절염, 아래팔","1",""
"M1380","기타 명시된 관절염, 여러 부위","2",""
"M1099","상세불명의 통풍, 상세불명 부분","","2"
"M1097","상세불명의 통풍, 발목 및 발","1",""
"M1007","특발성 통풍, 발목 및 발","2",""
"M06999","상세불명 상세불명의 류마티스관절염, 상세불명 부분","","1"
"M05999","상세불명 상세불명의 혈청검사양성 류마티스관절염, 상세불명 부분","","2"
"M05832","중증 기타 혈청검사양성 류마티스관절염, 아래팔","1",""
"M05809","상세불명 기타 혈청검사양성 류마티스관절염, 여러 부위","1",""
"M05801","중등도 기타 혈청검사양성 류마티스관절염, 여러 부위","1",""
"M051","류마티스폐질환(J99.0*)","","1"
"M0099","상세불명의 화농성 관절염, 상세불명 부분","","1"
"M0096","상세불명의 화농성 관절염, 아래다리","","1"
"L989","피부 및 피하조직의 상세불명 장애","3","1"
"L97","달리 분류되지 않은 다리의 궤양","1",""
"L899","상세불명의 욕창궤양 및 압박부위","10","5"
"L850","후천성 비늘증","1",""
"L84","티눈 및 굳은살","3",""
"L82","지루각화증","","2"
"L739","상세불명의 모낭장애","1",""
"L7329","상세불명 화농성 한선염","2",""
"L720","표피낭","3","1"
"L600","내향성 손발톱","6","2"
"L509","상세불명의 두드러기","1",""
"L301","발한이상[한포(汗疱)]","1",""
"L299","상세불명의 가려움","22","8"
"L298","기타 가려움","1",""
"L280","만성 단순태선","1","1"
"L270","약물 및 약제에 의한 전신피부발진","1",""
"L239","상세불명 원인의 알레르기성 접촉피부염","5","4"
"L219","상세불명의 지루피부염","1",""
"L210","두피지루","5","2"
