"상병코드"," 상병명 ","국비","사비"
"A498"," 상세불명 부위의 기타 세균감염 ","101","58"
"A499"," 상세불명의 세균감염 ","4","6"
"A510"," 생식기의 일차매독 ","1",""
"A528"," 잠복성 만기매독 ","2",""
"A530"," 조기인지 만기인지 상세불명의 잠복매독 ","2",""
"A539"," 상세불명의 매독 ","1",""
"A630"," 항문생식기의(성병성) 사마귀 ","","4"
"B001"," 헤르페스바이러스 소수포피부염 ","6","2"
"B002"," 헤르페스바이러스 치은구내염 및 인두편도염 ","","3"
"B0051"," 각막염(H19.1*) ","4",""
"B0052"," 결막염(H13.1*) ","","1"
"B009"," 상세불명의 헤르페스바이러스감염 ","10","16"
"B022"," 기타 신경계통 침범을 동반한 대상포진 ","6","8"
"B023"," 대상포진눈병 ","1",""
"B027"," 파종성 대상포진 ","","1"
"B029"," 합병증이 없는 대상포진 ","8","4"
"B07"," 바이러스사마귀 ","4",""
"B081"," 전염성 물렁종 ","","1"
"B084"," 발진을 동반한 엔테로바이러스소수포구내염 ","1",""
"B09"," 피부 및 점막병변이 특징인 상세불명의 바이러스감염 ","","1"
"B159"," 간성 혼수가 없는 A형간염 ","2","2"
"B172"," 급성 E형간염 ","2","1"
"B179"," 상세불명의 급성 바이러스간염 ","1","2"
"B181"," 델타-병원체가 없는 만성 바이러스B형간염 ","17","14"
"B1810"," 델타-병원체가 없는 만성 바이러스B형간염, 면역관용기 ","45","30"
"B1819"," 델타-병원체가 없는 만성 바이러스B형간염, 기타 및 상세불명의 기간 ","116","55"
"B182"," 만성 바이러스C형간염 ","38","11"
"B24"," 상세불명의 사람면역결핍바이러스병 ","1","1"
"B250"," 거대세포바이러스폐렴(J17.1*) ","1",""
"B258"," 기타 거대세포바이러스병 ","4","4"
"B259"," 상세불명의 거대세포바이러스병 ","","2"
"B302"," 바이러스인두결막염 ","","1"
"B308"," 기타 바이러스결막염(H13.1*) ","","2"
"B309"," 상세불명의 바이러스결막염 ","","1"
"B349"," 상세불명의 바이러스감염 ","1",""
"B350"," 수염 및 두피 백선 ","1",""
"B351"," 손발톱백선 ","20","4"
"B352"," 손백선 ","3",""
"B353"," 발백선 ","39","25"
"B354"," 체부백선 ","11","7"
"B356"," 사타구니백선 ","13","8"
"B358"," 기타 피부백선증 ","1",""
"B359"," 상세불명의 백선증 ","","2"
"B360"," 어루러기 ","2",""
"B369"," 상세불명의 표재성 진균증 ","1",""
"B370"," 칸디다구내염 ","10","7"
"B371"," 폐칸디다증 ","3","1"
"B372"," 피부 및 손발톱 칸디다증 ","1",""
"B373"," 외음 및 질의 칸디다증(N77.1*) ","","2"
"B3740"," 칸디다 방광염 및 요도염(N37.0*) ","2","3"
"B3748"," 기타 비뇨생식기 부위의 칸디다증 ","12","4"
"B377"," 칸디다패혈증 ","10","5"
"B3780"," 칸디다식도염 ","4","2"
"B3788"," 기타 부위의 칸디다증 ","18","11"
"B379"," 상세불명의 칸디다증 ","3","2"
"B440"," 침습성 폐아스페르길루스증 ","1","2"
"B441"," 기타 폐아스페르길루스증 ","2",""
"B448"," 기타 형태의 아스페르길루스증 ","4","2"
"B449"," 상세불명의 아스페르길루스증 ","1",""
"B484"," 페니실륨증 ","1",""
"B485"," 폐포자충증(J17.2*) ","3","2"
"B49"," 상세불명의 진균증 ","11","10"
"B8300"," 톡소카라증 ","","2"
"B86"," 옴 ","1","2"
"B873"," 비인두구더기증 ","1",""
"B89"," 상세불명의 기생충병 ","","1"
"B908"," 기타 기관의 결핵의 후유증 ","","1"
"B909"," 호흡기 및 상세불명 결핵의 후유증 ","14","14"
"B950"," 다른 장에서 분류된 질환의 원인으로서의 A군연쇄알균 ","1","1"
"B951"," 다른 장에서 분류된 질환의 원인으로서의 B군연쇄알균 ","4","4"
"B952"," 다른 장에서 분류된 질환의 원인으로서의 D군연쇄알균 및 장내알균 ","50","38"
"B953"," 다른 장에서 분류된 질환의 원인으로서의 폐렴연쇄알균 ","1",""
"B954"," 다른 장에서 분류된 질환의 원인으로서의 기타 연쇄알균 ","8","5"
"B955"," 다른 장에서 분류된 질환의 원인으로서의 상세불명의 연쇄알균 ","2","2"
"B956"," 다른 장에서 분류된 질환의 원인으로서의 황색포도알균 ","32","24"
"B957"," 다른 장에서 분류된 질환의 원인으로서의 기타 포도알균 ","29","21"
"B958"," 다른 장에서 분류된 질환의 원인으로서의 상세불명의 포도알균 ","6","2"
"B961"," 다른 장에서 분류된 질환의 원인으로서의 폐렴막대균 ","55","33"
"B962"," 다른 장에서 분류된 질환의 원인으로서의 대장균 ","74","89"
"B964"," 다른 장에서 분류된 질환의 원인으로서의 프로테우스 (미라빌리스)(모르가니) ","13","8"
"B965"," 다른 장에서 분류된 질환의 원인으로서의 슈도모나스 (아에루기노사) ","37","31"
"B966"," 다른 장에서 분류된 질환의 원인으로서의 바실루스 프라질리스 ","1",""
"B967"," 다른 장에서 분류된 질환의 원인으로서의 클로스트리듐 퍼프린젠스 ","1",""
"B9680"," 다른 장에서 분류된 질환의 원인으로서의 아시네토박터바우마니 ","22","12"
"B9681"," 다른 장에서 분류된 질환의 원인으로서의 장내세균속균 ","22","12"
"B9688"," 다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균 감염체 ","24","13"
"B9780"," 다른 장에서 분류된 질환의 원인으로서의 엡스타인-바 바이러스 ","","1"
"B9788"," 다른 장에서 분류된 질환의 원인으로서의 기타 바이러스감염체 ","","2"
"B980"," 다른 장에서 분류된 질환의 원인으로서의 헬리코박터 파일로리균 ","2","11"
"C01"," 혓바닥의 악성 신생물 ","4","2"
"C021"," 혀 가장자리의 악성 신생물 ","3",""
"C022"," 혀 배쪽면의 악성 신생물 ","1",""
"C029"," 상세불명의 혀의 악성 신생물 ","1",""
"C031"," 아랫잇몸의 악성 신생물 ","","1"
"C051"," 연구개의 악성 신생물 ","1",""
"C07"," 귀밑샘의 악성 신생물 ","","2"
"C080"," 턱밑샘의 악성 신생물 ","1",""
"C099"," 상세불명의 편도의 악성 신생물 ","3","2"
"C109"," 상세불명의 입인두의 악성 신생물 ","2",""
"C119"," 상세불명의 비인두의 악성 신생물 ","2","1"
"C12"," 이상동(梨狀洞)의 악성 신생물 ","8","1"
"C132"," 하인두의 후벽의 악성 신생물 ","1","1"
"C139"," 상세불명의 하인두의 악성 신생물 ","4","4"
"C140"," 상세불명의 인두의 악성 신생물 ","2",""
"C150"," 경부식도의 악성 신생물 ","4",""
"C151"," 흉부식도의 악성 신생물 ","11","1"
"C153"," 식도의 상부 3분의1의 악성 신생물 ","2","3"
"C154"," 식도의 중간 3분의1의 악성 신생물 ","10",""
"C155"," 식도의 하부 3분의1의 악성 신생물 ","8","5"
"C159"," 상세불명의 식도의 악성 신생물 ","2",""
"C1600"," 분문의 악성 신생물, 조기 ","3","2"
"C1601"," 분문의 악성 신생물, 진행형 ","10","8"
"C1609"," 분문의 악성 신생물, 상세불명 ","","1"
"C1620"," 위의 체부의 악성 신생물, 조기 ","31","17"
"C1621"," 위의 체부의 악성 신생물, 진행형 ","25","17"
"C1629"," 위의 체부의 악성 신생물, 상세불명 ","3","4"
"C1630"," 유문동의 악성 신생물, 조기 ","45","17"
"C1631"," 유문동의 악성 신생물, 진행형 ","19","12"
"C1639"," 유문동의 악성 신생물, 상세불명 ","","5"
"C1640"," 유문의 악성 신생물, 조기 ","1","2"
"C1649"," 유문의 악성 신생물, 상세불명 ","","1"
"C1680"," 위의 중복병변의 악성 신생물, 조기 ","1",""
"C1681"," 위의 중복병변의 악성 신생물, 진행형 ","7","14"
"C1690"," 상세불명의 위의 악성 신생물, 조기 ","1","3"
"C1691"," 상세불명의 위의 악성 신생물, 진행형 ","15","6"
"C1699"," 상세불명의 위의 악성 신생물, 상세불명 ","4",""
"C170"," 십이지장의 악성 신생물 ","3",""
"C172"," 회장의 악성 신생물 ","1",""
"C179"," 상세불명의 소장의 악성 신생물 ","2","1"
"C180"," 맹장의 악성 신생물 ","2","13"
"C182"," 상행결장의 악성 신생물 ","45","32"
"C183"," 간굴곡의 악성 신생물 ","7","5"
"C184"," 횡행결장의 악성 신생물 ","5","6"
"C185"," 비장굴곡의 악성 신생물 ","30","2"
"C186"," 하행결장의 악성 신생물 ","20","2"
"C187"," 구불결장의 악성 신생물 ","121","44"
"C188"," 결장의 중복병변의 악성 신생물 ","3",""
"C189"," 상세불명의 결장의 악성 신생물 ","1","2"
"C19"," 직장구불결장접합부의 악성 신생물 ","43","5"
"C20"," 직장의 악성 신생물 ","123","92"
"C211"," 항문관의 악성 신생물 ","","1"
"C220"," 간세포암종의 악성 신생물 ","231","62"
"C221"," 간내담관암종의 악성 신생물 ","18","24"
"C227"," 기타 명시된 간의 암종의 악성 신생물 ","3",""
"C23"," 담낭의 악성 신생물 ","26","15"
"C240"," 간외담관의 악성 신생물 ","47","17"
"C241"," 파터팽대의 악성 신생물 ","2","4"
"C248"," 담도의 중복병변의 악성 신생물 ","5",""
"C250"," 췌장의 두부의 악성 신생물 ","31","23"
"C251"," 췌장의 체부의 악성 신생물 ","17","10"
"C252"," 췌장의 꼬리의 악성 신생물 ","20","8"
"C258"," 췌장의 중복병변의 악성 신생물 ","1","2"
"C259"," 상세불명의 췌장의 악성 신생물 ","2","7"
"C300"," 비강의 악성 신생물 ","1","1"
"C320"," 성문의 악성 신생물 ","15","7"
"C321"," 성문상의 악성 신생물 ","10","6"
"C322"," 성문하의 악성 신생물 ","3",""
"C328"," 후두의 중복병변의 악성 신생물 ","1",""
"C329"," 상세불명의 후두의 악성 신생물 ","1",""
"C3401"," 주기관지의 악성 신생물, 왼쪽 ","","1"
"C3409"," 주기관지의 악성 신생물, 상세불명 쪽 ","1",""
"C3410"," 상엽, 기관지 또는 폐의 악성 신생물, 오른쪽 ","102","35"
"C3411"," 상엽, 기관지 또는 폐의 악성 신생물, 왼쪽 ","72","44"
"C342"," 중엽, 기관지 또는 폐의 악성 신생물 ","16","8"
"C3430"," 하엽, 기관지 또는 폐의 악성 신생물, 오른쪽 ","94","47"
"C3431"," 하엽, 기관지 또는 폐의 악성 신생물, 왼쪽 ","79","34"
"C3439"," 하엽, 기관지 또는 폐의 악성 신생물, 상세불명 쪽 ","","1"
"C3480"," 기관지 및 폐의 중복병변의 악성 신생물, 오른쪽 ","1",""
"C3490"," 상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽 ","4","3"
"C3491"," 상세불명의 기관지 또는 폐의 악성 신생물, 왼쪽 ","3",""
"C3499"," 상세불명의 기관지 또는 폐의 악성 신생물, 상세불명 쪽 ","","6"
"C37"," 흉선의 악성 신생물 ","4","5"
"C433"," 얼굴의 기타 및 상세불명 부분의 악성 흑색종 ","1",""
"C434"," 두피 및 목의 악성 흑색종 ","1",""
"C436"," 어깨를 포함한 팔의 악성 흑색종 ","1",""
"C437"," 엉덩이를 포함한 다리의 악성 흑색종 ","","1"
"C442"," 귀 및 외이도의 피부의 악성 신생물 ","2",""
"C443"," 얼굴의 기타 및 상세불명 부분의 피부의 악성 신생물 ","2","3"
"C444"," 두피 및 목의 피부의 악성 신생물 ","3",""
"C445"," 몸통의 피부의 악성 신생물 ","1","1"
"C449"," 상세불명의 피부의 악성 신생물 ","","1"
"C460"," 피부의 카포시육종 ","5",""
"C463"," 림프절의 카포시육종 ","3",""
"C470"," 머리, 얼굴 및 목의 말초신경의 악성 신생물 ","2",""
"C480"," 후복막의 악성 신생물 ","2","1"
"C482"," 상세불명의 복막의 악성 신생물 ","","3"
"C490"," 머리, 얼굴 및 목의 결합조직 및 연조직의 악성 신생물 ","2",""
"C492"," 엉덩이를 포함한 다리의 결합조직 및 연조직의 악성 신생물 ","1",""
"C493"," 흉부의 결합조직 및 연조직의 악성 신생물 ","3","4"
"C495"," 골반의 결합조직 및 연조직의 악성 신생물 ","2",""
"C5001"," 유두 및 유륜의 악성 신생물, 왼쪽  ","1","2"
"C5010"," 유방의 중앙부의 악성 신생물, 오른쪽 ","","3"
"C5011"," 유방의 중앙부의 악성 신생물, 왼쪽  ","","2"
"C5020"," 유방의 상내사분의 악성 신생물, 오른쪽  ","","4"
"C5021"," 유방의 상내사분의 악성 신생물, 왼쪽  ","","2"
"C5030"," 유방의 하내사분의 악성 신생물, 오른쪽 ","","1"
"C5031"," 유방의 하내사분의 악성 신생물, 왼쪽  ","","2"
"C5040"," 유방의 상외사분의 악성 신생물, 오른쪽  ","","8"
"C5041"," 유방의 상외사분의 악성 신생물, 왼쪽  ","","5"
"C5050"," 유방의 하외사분의 악성 신생물, 오른쪽  ","","2"
"C5051"," 유방의 하외사분의 악성 신생물, 왼쪽  ","","3"
"C5080"," 유방의 중복병변의 악성 신생물, 오른쪽  ","","4"
"C5081"," 유방의 중복병변의 악성 신생물, 왼쪽  ","","3"
"C5090"," 상세불명의 유방의 악성 신생물, 오른쪽  ","","4"
"C5091"," 상세불명의 유방의 악성 신생물, 왼쪽  ","","5"
"C519"," 상세불명의 외음의 악성 신생물 ","","5"
"C530"," 자궁경부내막의 악성 신생물 ","","1"
"C539"," 상세불명의 자궁경부의 악성 신생물 ","","3"
"C541"," 자궁내막의 악성 신생물 ","","36"
"C542"," 자궁근의 악성 신생물 ","","1"
"C549"," 상세불명의 자궁체부의 악성 신생물 ","","4"
"C560"," 난소의 악성 신생물, 오른쪽 ","","18"
"C561"," 난소의 악성 신생물, 왼쪽 ","","22"
"C569"," 난소의 악성 신생물, 상세불명 쪽 ","","4"
"C570"," 난관의 악성 신생물 ","","6"
"C61"," 전립선의 악성 신생물 ","250","118"
"C629"," 상세불명의 고환의 악성 신생물 ","3",""
"C632"," 음낭의 악성 신생물 ","10","2"
"C640"," 신우를 제외한 신장의 악성 신생물, 오른쪽 ","19","10"
"C641"," 신우를 제외한 신장의 악성 신생물, 왼쪽 ","23","13"
"C649"," 신우를 제외한 신장의 악성 신생물, 상세불명 쪽 ","1",""
"C650"," 신우의 악성 신생물, 오른쪽 ","5","4"
"C651"," 신우의 악성 신생물, 왼쪽 ","11","5"
"C660"," 요관의 악성 신생물, 오른쪽 ","8","2"
"C661"," 요관의 악성 신생물, 왼쪽 ","4","3"
"C669"," 요관의 악성 신생물, 상세불명 쪽 ","3",""
"C671"," 방광의 둥근천장부의 악성 신생물 ","2",""
"C672"," 방광의 측벽의 악성 신생물 ","6","7"
"C673"," 방광의 전벽의 악성 신생물 ","1","1"
"C674"," 방광의 후벽의 악성 신생물 ","2","1"
"C675"," 방광경부의 악성 신생물 ","3",""
"C676"," 요관구의 악성 신생물 ","","1"
"C677"," 요막관의 악성 신생물 ","1",""
"C678"," 방광의 중복병변의 악성 신생물 ","1",""
"C679"," 상세불명의 방광의 악성 신생물 ","83","37"
"C680"," 요도의 악성 신생물 ","2",""
"C688"," 비뇨기관의 중복병변의 악성 신생물 ","2","1"
"C689"," 상세불명의 비뇨기관의 악성 신생물 ","1",""
"C711"," 전두엽의 악성 신생물 ","","1"
"C713"," 두정엽의 악성 신생물 ","1",""
"C718"," 뇌의 중복병변의 악성 신생물 ","4","6"
"C73"," 갑상선의 악성 신생물 ","14","17"
"C749"," 상세불명의 부신의 악성 신생물 ","1","2"
"C755"," 대동맥소체 및 기타 부신경절의 악성 신생물 ","1",""
"C760"," 머리, 얼굴 및 목의 악성 신생물 ","1",""
"C761"," 흉부의 악성 신생물 ","","1"
"C770"," 머리, 얼굴 및 목의 림프절의 이차성 및 상세불명의 악성신생물 ","186","84"
"C771"," 흉곽내림프절의 이차성 및 상세불명의 악성신생물 ","243","143"
"C772"," 복강내림프절의 이차성 및 상세불명의 악성신생물 ","417","225"
"C773"," 겨드랑 및 팔 림프절의 이차성 및 상세불명의 악성신생물 ","17","33"
"C774"," 사타구니 및 다리 림프절의 이차성 및 상세불명의 악성신생물 ","15","12"
"C775"," 골반내 림프절의 이차성 및 상세불명의 악성신생물 ","219","130"
"C778"," 여러 부위의 림프절의 이차성 및 상세불명의 악성신생물 ","","3"
"C779"," 상세불명의 림프절의 이차성 및 상세불명의 악성신생물 ","1",""
"C7800"," 폐의 이차성 악성 신생물, 오른쪽 ","247","122"
"C7801"," 폐의 이차성 악성 신생물, 왼쪽 ","222","109"
"C7809"," 폐의 이차성 악성 신생물, 상세불명 쪽 ","5","8"
"C782"," 흉막의 이차성 악성 신생물 ","86","59"
"C784"," 소장의 이차성 악성 신생물 ","6","5"
"C785"," 대장 및 직장의 이차성 악성 신생물 ","7","25"
"C786"," 후복막 및 복막의 이차성 악성 신생물 ","166","108"
"C787"," 간 및 간내 담관의 이차성 악성 신생물 ","311","140"
"C788"," 기타 및 상세불명의 소화기관의 이차성 악성 신생물 ","","1"
"C7880"," 위의 이차성 악성 신생물 ","1","2"
"C7881"," 췌장의 이차성 악성 신생물 ","8","3"
"C7882"," 비장의 이차성 악성 신생물 ","10","2"
"C7888"," 기타 소화기관의 이차성 악성 신생물 ","8",""
"C7889"," 상세불명의 소화기관의 이차성 악성 신생물  ","","1"
"C7900"," 신장 및 신우의 이차성 악성 신생물, 오른쪽 ","1",""
"C7901"," 신장 및 신우의 이차성 악성 신생물, 왼쪽 ","1",""
"C7910"," 방광의 이차성 악성 신생물 ","6","5"
"C7918"," 기타 및 상세불명 비뇨기관의 이차성 악성 신생물 ","3","5"
"C792"," 피부의 이차성 악성 신생물 ","5","1"
"C7930"," 뇌의 이차성 악성 신생물 ","50","31"
"C7931"," 뇌막의 이차성 악성 신생물 ","","4"
"C794"," 신경계통의 기타 및 상세불명 부분의 이차성 악성 신생물 ","2",""
"C795"," 골 및 골수의 이차성 악성 신생물 ","173","113"
"C7960"," 난소의 이차성 악성 신생물, 오른쪽 ","","4"
"C7961"," 난소의 이차성 악성 신생물, 왼쪽 ","","1"
"C797"," 부신의 이차성 악성 신생물 ","53","22"
"C7981"," 생식기관의 이차성 악성 신생물 ","","2"
"C7988"," 기타 명시된 부위의 이차성 악성 신생물 ","63","46"
"C800"," 원발부위 미상으로 언급된 악성 신생물 ","1","1"
"C809"," 원발부위 상세불명인 악성 신생물 ","2","2"
"C811"," 결절성 경화성 (고전적) 호지킨림프종 ","2","1"
"C823"," 소포성 림프종 등급 IIIa ","","4"
"C829"," 상세불명의 소포성 림프종 ","","1"
"C830"," 소세포B-세포림프종 ","4",""
"C831"," 외투세포림프종 ","6","2"
"C833"," 미만성 대B-세포림프종 ","22","7"
"C844"," 분류되지 않은, 말초성 T-세포림프종 ","","1"
"C851"," 상세불명의 B-세포림프종 ","","2"
"C859"," 상세불명의 비호지킨림프종 ","9","3"
"C860"," 림프절외 NK/T-세포림프종, 비강형태 ","","4"
"C862"," 장병증형태(장) T-세포림프종 ","1",""
"C865"," 혈관면역모세포성 T-세포림프종 ","3","3"
"C884"," 점막 관련 림프모양조직의 림프절외 변연부 B-세포림프종[MALT-lymphoma] ","3",""
"C900"," 다발골수종 ","36","18"
"C902"," 골수외 형질세포종 ","1",""
"C910"," 급성 림프모구성 백혈병 [ALL] ","2","3"
"C918"," 성숙 B-세포백혈병, 버킷형 ","1",""
"C920"," 급성 골수모구성 백혈병 ","26","6"
"C921"," 만성 골수성 백혈병, BCR/ABL-양성 ","13","1"
"C925"," 급성 골수단핵구성 백혈병 ","1",""
"C928"," 다세포계 형성이상을 동반한 급성 골수성 백혈병 ","2",""
"C931"," 만성 골수단핵구성 백혈병 ","5","2"
"C950"," 상세불명 세포형의 급성 백혈병 ","","2"
"C97"," 독립된(원발성) 여러 부위의 악성 신생물 ","111","33"
"D000"," 입술, 구강 및 인두의 제자리암종 ","5",""
"D001"," 식도의 제자리암종  ","1",""
"D002"," 위의 제자리암종  ","6","1"
"D010"," 결장의 제자리암종 ","14","12"
"D011"," 직장구불결장접합부의 제자리암종 ","2",""
"D012"," 직장의 제자리암종  ","6","9"
"D0151"," 담낭의 제자리암종 ","2","2"
"D0152"," 담관의 제자리암종 ","1","6"
"D0153"," 파터팽대의 제자리암종 ","1",""
"D0170"," 췌장의 제자리암종 ","1","1"
"D020"," 후두의 제자리암종 ","3","6"
"D0220"," 기관지 및 폐의 제자리암종, 오른쪽 ","3","1"
"D0221"," 기관지 및 폐의 제자리암종, 왼쪽 ","1",""
"D043"," 얼굴의 기타 및 상세불명 부분의 피부의 제자리암종 ","1",""
"D045"," 몸통의 피부의 제자리암종 ","","2"
"D0500"," 유방의 소엽 제자리암종, 오른쪽 ","","3"
"D0510"," 유방의 관내 제자리암종, 오른쪽 ","","6"
"D0511"," 유방의 관내 제자리암종, 왼쪽 ","","8"
"D0591"," 상세불명의 유방의 제자리암종, 왼쪽 ","","1"
"D069"," 상세불명의 자궁경부의 제자리암종 ","","6"
"D070"," 자궁내막의 제자리암종  ","","2"
"D071"," 외음의 제자리암종 ","","2"
"D075"," 전립선의 제자리암종 ","61","38"
"D090"," 방광의 제자리암종  ","77","33"
"D091"," 기타 및 상세불명의 비뇨기관의 제자리암종  ","4","11"
"D101"," 혀의 양성 신생물 ","3","1"
"D103"," 기타 및 상세불명 입 부분의 양성 신생물 ","3","1"
"D104"," 편도 양성 신생물 ","1",""
"D105"," 입인두의 기타 부분의 양성 신생물  ","1","1"
"D110"," 귀밑샘의 양성 신생물 ","12","3"
"D117"," 기타 주침샘의 양성 신생물 ","1",""
"D120"," 맹장의 양성 신생물 ","11","15"
"D122"," 상행결장의 양성 신생물 ","44","44"
"D123"," 횡행결장의 양성 신생물  ","60","56"
"D124"," 하행결장의 양성 신생물 ","32","28"
"D125"," 구불결장의 양성 신생물 ","58","53"
"D126"," 상세불명의 결장의 양성 신생물 ","7","3"
"D127"," 직장구불결장접합부의 양성 신생물  ","7","6"
"D128"," 직장의 양성 신생물  ","21","19"
"D129"," 항문 및 항문관의 양성 신생물  ","2",""
"D130"," 식도의 양성 신생물 ","1",""
"D131"," 위의 양성 신생물  ","48","42"
"D132"," 십이지장의 양성 신생물 ","5","1"
"D134"," 간의 양성 신생물  ","3","1"
"D135"," 간외담관의 양성 신생물 ","12","3"
"D136"," 췌장의 양성 신생물 ","4",""
"D140"," 중이, 비강 및 부비동의 양성 신생물 ","3","3"
"D141"," 후두의 양성 신생물  ","1","4"
"D142"," 기관의 양성 신생물 ","1",""
"D151"," 심장의 양성 신생물  ","1",""
"D160"," 견갑골 및 팔의 긴뼈의 양성 신생물 ","1",""
"D1640"," 기타 두개안면골의 양성 신생물 ","2","1"
"D1641"," 상악안면골의 양성 신생물 ","","1"
"D170"," 머리, 얼굴 및 목의 피부 및 피하조직의 양성 지방종성 신생물 ","4","6"
"D171"," 몸통의 피부 및 피하조직의 양성 지방종성 신생물 ","5","8"
"D1720"," 팔의 피부 및 피하조직의 양성 지방종성 신생물  ","4","4"
"D1721"," 다리의 피부 및 피하조직의 양성 지방종성 신생물 ","1","4"
"D1729"," 상세불명 사지의 피부 및 피하조직의 양성 지방종성 신생물 ","","1"
"D175"," 복강내기관의 양성 지방종성 신생물 ","1","4"
"D177"," 기타 부위의 양성 지방종성 신생물 ","2","2"
"D179"," 상세불명의 양성 지방종성 신생물 ","1","2"
"D1800"," 피부 및 피하조직의 혈관종 ","2","1"
"D1802"," 간담도계의 혈관종 ","2","2"
"D1803"," 소화계의 혈관종 ","2",""
"D1808"," 기타 부위의 혈관종 ","2",""
"D210"," 머리, 얼굴 및 목의 결합조직 및 기타 연조직의 양성 신생물 ","1",""
"D211"," 어깨를 포함한 팔의 결합조직 및 기타 연조직의 양성 신생물 ","","1"
"D212"," 엉덩이를 포함한 다리의 결합조직 및 기타 연조직의 양성 신생물 ","1","4"
"D219"," 상세불명의 결합조직 및 기타 연조직의 기타 양성 신생물 ","2",""
"D222"," 귀 및 외이도의 멜라닌세포모반 ","","1"
"D224"," 두피 및 목의 멜라닌세포모반 ","1",""
"D229"," 상세불명의 멜라닌세포모반 ","1","1"
"D239"," 상세불명의 피부의 양성 신생물 ","1",""
"D2420"," 유방의 단발 양성 신생물, 오른쪽 ","","11"
"D2421"," 유방의 단발 양성 신생물, 왼쪽 ","1","13"
"D2431"," 유방의 다발 양성 신생물, 왼쪽 ","","2"
"D2491"," 상세불명 유방의 양성 신생물, 왼쪽 ","","1"
"D250"," 자궁의 점막하 평활근종 ","","11"
"D251"," 자궁의 벽내 평활근종 ","","20"
"D252"," 자궁의 장막하 평활근종 ","","10"
"D259"," 상세불명의 자궁의 평활근종 ","","8"
"D270"," 난소의 양성 신생물, 오른쪽  ","1","11"
"D271"," 난소의 양성 신생물, 왼쪽 ","","9"
"D3000"," 신장의 양성 신생물, 오른쪽 ","1",""
"D3001"," 신장의 양성 신생물, 왼쪽 ","","1"
"D302"," 요관의 양성 신생물  ","3",""
"D303"," 방광의 양성 신생물 ","1","3"
"D304"," 요도의 양성 신생물 ","1",""
"D320"," 뇌막의 양성 신생물  ","4","1"
"D329"," 상세불명의 수막의 양성 신생물  ","1",""
"D333"," 뇌신경의 양성 신생물  ","1","3"
"D334"," 척수의 양성 신생물 ","","1"
"D34"," 갑상선의 양성 신생물 ","4","1"
"D350"," 부신의 양성 신생물  ","13","7"
