"상병코드","상병명","국비","사비"
"C188 ","Malignant neoplasm of overlapping lesion of colon ","26","10"
"C189 ","Malignant neoplasm of colon, unspecified ","32","11"
"C19 ","Malignant neoplasm of rectosigmoid junction ","1","7"
"C20 ","Malignant neoplasm of rectum ","29","14"
"C218 ","Malignant neoplasm of overlapping lesion of rectum, anus and anal canal ","","3"
"C220 ","Malignant neoplasm of liver cell carcinoma ","27","15"
"C221 ","Malignant neoplasm of intrahepatic bile duct carcinoma ","22","17"
"C23 ","Malignant neoplasm of gallbladder ","7","9"
"C240 ","Malignant neoplasm of extrahepatic bile duct ","2","5"
"C241 ","Malignant neoplasm of ampulla of Vater ","2","1"
"C249 ","Malignant neoplasm of biliary tract, unspecified ","","1"
"C250 ","Malignant neoplasm of head of pancreas ","1","1"
"C251 ","Malignant neoplasm of body of pancreas ","","1"
"C253 ","Malignant neoplasm of pancreatic duct ","","1"
"C257 ","Malignant neoplasm of other parts of pancreas ","2","1"
"C258 ","Malignant neoplasm of overlapping lesion of pancreas ","","1"
"C259 ","Malignant neoplasm of pancreas, unspecified ","34","15"
"C3401 ","Malignant neoplasm of main bronchus, left ","1","1"
"C3409 ","Malignant neoplasm of main bronchus, unspecified side ","","1"
"C3410 ","Malignant neoplasm of upper lobe, bronchus or lung, right ","2","6"
"C3411 ","Malignant neoplasm of upper lobe, bronchus or lung, left ","","4"
"C3419 ","Malignant neoplasm of upper lobe, bronchus or lung, unspecified side ","","6"
"C342 ","Malignant neoplasm of middle lobe, bronchus or lung ","","1"
"C3430 ","Malignant neoplasm of lower lobe, bronchus or lung, right ","","3"
"C3431 ","Malignant neoplasm of lower lobe, bronchus or lung, left ","","4"
"C3439 ","Malignant neoplasm of lower lobe, bronchus or lung, unspecified side ","1","1"
"C3490 ","Malignant neoplasm of bronchus or lung, unspecified, right ","5","2"
"C3491 ","Malignant neoplasm of bronchus or lung, unspecified, left ","1","1"
"C3499 ","Malignant neoplasm of bronchus or lung, unspecified, unspecified side ","22","26"
"C380 ","Malignant neoplasm of heart ","","2"
"C409 ","Malignant neoplasm of bone and articular cartilage of limb, unspecified ","","1"
"C437 ","Malignant melanoma of lower limb, including hip ","","1"
"C439 ","Malignant melanoma of skin, unspecified ","","2"
"C449 ","Malignant neoplasm of skin, unspecified ","","1"
"C479 ","Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified ","","1"
"C480 ","Malignant neoplasm of retroperitoneum ","","1"
"C491 ","Malignant neoplasm of connective and soft tissue of upper limb, including shoulder ","","1"
"C5090 ","Malignant neoplasm of breast unspecified, right ","","1"
"C5099 ","Malignant neoplasm of breast unspecified, unspecified side ","","7"
"C539 ","Malignant neoplasm of cervix uteri, unspecified ","","4"
"C541 ","Malignant neoplasm of endometrium ","","2"
"C549 ","Malignant neoplasm of corpus uteri, unspecified ","","1"
"C569 ","Malignant neoplasm of ovary, unspecified side ","","3"
"C578 ","Malignant neoplasm of overlapping lesion of female genital organs ","","1"
"C609 ","Malignant neoplasm of penis, unspecified ","","1"
"C61 ","Malignant neoplasm of prostate ","122","67"
"C641 ","Malignant neoplasm of kidney, except renal pelvis, left ","1",""
"C649 ","Malignant neoplasm of kidney, except renal pelvis, unspecified side ","3","3"
"C650 ","Malignant neoplasm of renal pelvis, right ","","1"
"C651 ","Malignant neoplasm of renal pelvis, left ","1","2"
"C659 ","Malignant neoplasm of renal pelvis, unspecified side ","","1"
"C660 ","Malignant neoplasm of ureter, right ","3","2"
"C661 ","Malignant neoplasm of ureter, left ","1","2"
"C670 ","Malignant neoplasm of trigone of bladder ","1",""
"C672 ","Malignant neoplasm of lateral wall of bladder ","1",""
"C674 ","Malignant neoplasm of posterior wall of bladder ","1",""
"C678 ","Malignant neoplasm of overlapping lesion of bladder ","12",""
"C679 ","Malignant neoplasm of bladder, unspecified ","51","35"
"C700 ","Malignant neoplasm of cerebral Meninges ","3",""
"C709 ","Malignant neoplasm of meninges, unspecified ","","1"
"C710 ","Malignant neoplasm of cerebrum, except lobes and ventricles ","","4"
"C717 ","Malignant neoplasm of brain stem ","","2"
"C719 ","Malignant neoplasm of brain, unspecified ","1","2"
"C73 ","Malignant neoplasm of thyroid gland ","2","4"
"C770 ","Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck ","","1"
"C779 ","Secondary and unspecified malignant neoplasm of lymph node, unspecified ","1",""
"C786 ","Secondary malignant neoplasm of retroperitoneum and peritoneum ","1",""
"C787 ","Secondary malignant neoplasm of liver and intrahepatic bile duct ","1",""
"C7930 ","Secondary malignant neoplasm of brain ","1","1"
"C795 ","Secondary malignant neoplasm of bone and bone marrow ","","3"
"C800 ","Malignant neoplasm, primary site unknown, so stated ","1","1"
"C809 ","Malignant neoplasm, primary site unspecified ","1","4"
"C833 ","Diffuse large B-cell lymphoma ","","1"
"C837 ","Burkitt lymphoma ","1",""
"C838 ","Other non-follicular lymphoma ","","1"
"C844 ","Peripheral T-cell lymphoma, not classified ","","1"
"C851 ","B-cell lymphoma, unspecified ","","1"
"C859 ","Non-Hodgkin lymphoma, unspecified ","3",""
"C900 ","Multiple myeloma ","1","1"
"C950 ","Acute leukaemia of unspecified cell type ","","1"
"C959 ","Leukaemia, unspecified ","","1"
"D090 ","Carcinoma in situ of bladder ","","1"
"D110 ","Benign neoplasm of parotid gland ","","1"
"D121 ","Benign neoplasm of appendix ","1",""
"D125 ","Benign neoplasm of sigmoid colon ","1",""
"D126 ","Benign neoplasm of colon, unspecified ","2",""
"D127 ","Benign neoplasm of rectosigmoid junction ","10","4"
"D131 ","Benign neoplasm of stomach ","8","9"
"D135 ","Benign neoplasm of extrahepatic bile ducts ","4","4"
"D136 ","Benign neoplasm of pancreas ","2","1"
"D179 ","Benign lipomatous neoplasm, unspecified ","1","5"
"D210 ","Other benign neoplasms of connective and other soft tissue of head, face and neck ","","1"
"D211 ","Other benign neoplasms of connective and other soft tissue of upper limb, including shoulder ","","1"
"D212 ","Other benign neoplasms of connective and other soft tissue of lower limb, including hip ","2",""
"D219 ","Other benign neoplasms of connective and other soft tissue, unspecified ","2","1"
"D302 ","Benign neoplasm of ureter ","","1"
"D329 ","Benign neoplasm of meninges, unspecified ","1","3"
"D34 ","Benign neoplasm of thyroid gland ","2","1"
"D350 ","Benign neoplasm of adrenal gland ","","1"
"D361 ","Benign neoplasm of peripheral nerves and autonomic nervous system ","","1"
"D371 ","Neoplasm of uncertain or unknown behavior of stomach ","1",""
"D372 ","Neoplasm of uncertain or unknown behavior of small intestine ","1",""
"D375 ","Neoplasm of uncertain or unknown behavior of rectum ","","1"
"D376 ","Neoplasm of uncertain or unknown behavior of liver, gallbladder and bile ducts ","1",""
"D377 ","Neoplasm of uncertain or unknown behavior of other digestive organs ","","2"
"D379 ","Neoplasm of uncertain or unknown behavior of digestive organ, unspecified ","","1"
"D432 ","Neoplasm of uncertain or unknown behavior of brain, unspecified ","","2"
"D469 ","Myelodysplastic syndrome, unspecified ","","1"
"D471 ","Chronic myeloproliferative disease ","4","1"
"D474 ","Osteomyelofibrosis ","1","1"
"D500 ","Iron deficiency anaemia secondary to blood loss (chronic) ","","1"
"D508 ","Other iron deficiency anaemias ","","1"
"D509 ","Iron deficiency anaemia, unspecified ","1","2"
"D649 ","Anaemia, unspecified ","4","1"
"D758 ","Other specified diseases of blood and blood-forming organs ","41","14"
"E039 ","Hypothyroidism, unspecified ","1",""
"E041 ","Nontoxic single thyroid nodule ","1",""
"E050 ","Thyrotoxicosis with diffuse goitre ","1",""
"E063 ","Autoimmune thyroiditis ","","1"
"E078 ","Other specified disorders of thyroid ","1","1"
"E1010 ","Type 1 diabetes mellitus, with ketoacidosis ","","1"
"E1058 ","Type 1 diabetes mellitus, with other and unspecified peripheral circulatory complications ","7","1"
"E1070 ","Type 1 diabetes mellitus, with diabetic foot ulcer ","","1"
"E1128 ","Type 2 diabetes mellitus, with other and unspecified renal complication(N08.3*) ","4","3"
"E1142 ","Type 2 diabetes mellitus, with diabetic autonomic neuropathy(G99.0*) ","2","1"
"E1148 ","Type 2 diabetes mellitus, with other and unspecified neurological complication ","","1"
"E1158 ","Type 2 diabetes mellitus, with other and unspecified peripheral circulatory complications ","5",""
"E118 ","Type 2 diabetes mellitus, with unspecified complications ","35","10"
"E119 ","Type 2 diabetes mellitus, without complications ","1","1"
"E1408 ","Unspecified diabetes mellitus, with coma, other and unspecified ","","1"
"E1470 ","Unspecified diabetes mellitus,with diabetic foot ulcer ","2",""
"E15 ","Nondiabetic hypoglycaemic coma ","","1"
"E230 ","Hypopituitarism ","","3"
"E260 ","Primary hyperaldosteronism ","1",""
"E274 ","Other and unspecified adrenocortical insufficiency ","1","2"
"E301 ","Precocious puberty ","","19"
"E308 ","Other disorders of puberty ","","1"
"E343 ","Short stature, NEC ","","37"
"E785 ","Hyperlipidaemia, unspecified ","1",""
"E870 ","Hyperosmolality and hypernatraemia ","","1"
"E871 ","Hypo-osmolality and hyponatraemia ","","2"
"E875 ","Hyperkalaemia ","2","1"
"E880 ","Disorders of plasma-protein metabolism, NEC ","2",""
"F001 ","Dementia in Alzheimer’s disease with late onset(G30.1†) ","8","6"
"F009 ","Dementia in Alzheimer´s disease, unspecified(G30.9†) ","12","17"
"F012 ","Subcortical vascular dementia ","","2"
"F023 ","Dementia in Parkinson’s disease(G20†) ","4",""
"F03 ","Unspecified dementia ","2","1"
"F190 ","Acute intoxication due to multiple drug use and use of other psychoactive substances ","","1"
"F409 ","Phobic anxiety disorder, unspecified ","","1"
"F430 ","Acute stress reaction ","","1"
"F458 ","Other somatoform disorders ","1",""
"F518 ","Other nonorganic sleep disorders ","1",""
"G1221 ","Sporadic amyotrophic lateral sclerosis ","3","1"
"G20 ","Parkinson’s disease ","31","15"
"G214 ","Vascular parkinsonism ","3","3"
"G218 ","Other secondary parkinsonism ","1",""
"G219 ","Secondary parkinsonism, unspecified ","2",""
"G233 ","Multiple system atrophy, cerebellar type [MSA-C] ","1",""
"G250 ","Essential tremor ","","1"
"G309 ","Alzheimer’s disease, unspecified ","1","1"
"G35 ","Multiple sclerosis ","","1"
"G373 ","Acute transverse myelitis in demyelinating disease of central nervous system ","","1"
"G412 ","Complex partial status epilepticus ","1",""
"G419 ","Status epilepticus, unspecified ","","2"
"G430 ","Migraine without aura [common migraine] ","","35"
"G431 ","Migraine with aura [classical migraine] ","","3"
"G439 ","Migraine, unspecified ","","12"
"G440 ","Cluster headache syndrome ","1",""
"G442 ","Tension-type headache ","","2"
"G454 ","Transient global amnesia ","1","1"
"G459 ","Transient cerebral ischaemic attack, unspecified ","2","3"
"G510 ","Bell’s palsy ","3","7"
"G542 ","Cervical root disorders, NEC ","","1"
"G544 ","Lumbosacral root disorders, NEC ","5","2"
"G560 ","Carpal tunnel syndrome ","1","1"
"G568 ","Other mononeuropathies of upper limb ","","1"
"G609 ","Hereditary and idiopathic neuropathy, unspecified ","3",""
"G610 ","Guillain-Barr？ syndrome ","3",""
"G629 ","Polyneuropathy, unspecified ","7","2"
"G731 ","Lambert-Eaton syndrome(C00-D48†) ","2",""
"G810 ","Flaccid hemiplegia ","","5"
"G811 ","Spastic hemiplegia ","4","1"
"G819 ","Hemiplegia, unspecified ","17","10"
"G822 ","Paraplegia, unspecified ","","1"
"G825 ","Tetraplegia, unspecified ","6","2"
"G834 ","Cauda equina syndrome ","3","1"
"G839 ","Paralytic syndrome, unspecified ","","1"
"G905 ","Complex regional pain syndrome type I ","2",""
"G907 ","Complex regional pain syndrome, other and unspecified type ","","2"
"G934 ","Encephalopathy, unspecified ","","1"
"G951 ","Vascular myelopathies ","2",""
"G959 ","Disease of spinal cord, unspecified ","9","6"
"H2510 ","Senile nuclear cataract, right ","16","7"
"H2511 ","Senile nuclear cataract, left ","19","3"
"H2512 ","Senile nuclear cataract, bilateral ","1","1"
"H491 ","Fourth[trochlear] nerve palsy ","1",""
"H532 ","Diplopia ","1","1"
"H6631 ","Other chronic suppurative otitis media, bilateral ","1",""
"H811 ","Benign paroxysmal vertigo ","4","2"
"H812 ","Vestibular neuronitis ","1","4"
"H814 ","Vertigo of central origin ","","3"
"H819 ","Disorder of vestibular function, unspecified ","","1"
"H9120 ","Sudden idiopathic hearing loss, unilateral ","","1"
"H9129 ","Sudden idiopathic hearing loss, unspecified side ","1",""
"H931 ","Tinnitus ","1",""
"I050 ","Mitral stenosis ","1",""
"I101 ","Malignant hypertension ","","1"
"I109 ","Other and unspecified primary hypertension ","26","14"
"I110 ","Hypertensive heart disease with (congestive) heart failure ","2",""
"I129 ","Hypertensive renal disease without renal failure ","1",""
"I200 ","Unstable angina ","19","6"
"I201 ","Angina pectoris with documented spasm ","5","3"
"I2088 ","Other forms of angina pectoris ","79","21"
"I209 ","Angina pectoris, unspecified ","93","25"
"I214 ","Acute subendocardial myocardial infarction ","3","4"
"I219 ","Acute myocardial infarction, unspecified ","14","8"
"I251 ","Atherosclerotic heart disease ","2",""
"I252 ","Old myocardial infarction ","6","5"
"I258 ","Other forms of chronic ischaemic heart disease ","","1"
"I259 ","Chronic ischaemic heart disease, unspecified ","5","2"
"I269 ","Pulmonary embolism without mention of acute cor pulmonale ","4","3"
"I309 ","Acute pericarditis, unspecified ","1",""
"I313 ","Pericardial effusion(noninflammatory) ","","1"
"I319 ","Disease of pericardium, unspecified ","1",""
"I340 ","Mitral(valve) insufficiency ","2","1"
"I350 ","Aortic(valve) stenosis ","5","3"
"I359 ","Aortic valve disorder, unspecified ","1",""
"I420 ","Dilated cardiomyopathy ","4","3"
"I421 ","Obstructive hypertrophic cardiomyopathy ","2",""
"I442 ","Atrioventricular block, complete ","5","3"
"I447 ","Left bundle-branch block, unspecified ","1",""
"I460 ","Cardiac arrest with successful resuscitation ","1",""
"I469 ","Cardiac arrest, unspecified ","1","1"
"I471 ","Supraventricular tachycardia ","3",""
"I480 ","Paroxysmal atrial fibrillation ","27","8"
"I4890 ","Atrial fibrillation, unspecified ","4","6"
"I493 ","Ventricular premature depolarization ","2",""
"I495 ","Sick sinus syndrome ","1",""
"I5005 ","Congestive heart failure with preserved systolic function ","2","1"
"I5008 ","Other and unspecified congestive heart failure ","9","16"
"I501 ","Left ventricular failure ","2","8"
"I509 ","Heart failure, unspecified ","1","1"
"I607 ","Subarachnoid haemorrhage from intracranial artery, unspecified ","","1"
"I608 ","Other subarachnoid haemorrhage ","","1"
"I609 ","Subarachnoid haemorrhage, unspecified ","7","3"
"I612 ","Intracerebral haemorrhage in hemisphere, unspecified ","1",""
"I619 ","Intracerebral haemorrhage, unspecified ","16","10"
"I620 ","Nontraumatic subdural haemorrhage ","3","7"
"I629 ","Intracranial haemorrhage(nontraumatic), unspecified ","4","6"
"I6330 ","Cerebral infarction due to thrombosis of middle cerebral artery ","1","1"
"I6339 ","Cerebral infarction due to thrombosis of unspecified cerebral arteries ","10","11"
"I6340 ","Cerebral infarction due to embolism of middle cerebral artery ","","2"
"I6342 ","Cerebral infarction due to embolism of posterior cerebral artery ","","1"
"I6349 ","Cerebral infarction due to embolism of unspecified cerebral arteries ","","1"
"I6350 ","Cerebral infarction due to unspecified occlusion or stenosis of middle cerebral artery ","4","5"
"I6352 ","Cerebral infarction due to unspecified occlusion or stenosis of posterior cerebral artery ","2","4"
"I6358 ","Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery ","1",""
"I6359 ","Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral arteries ","9",""
"I638 ","Other cerebral infarction ","61","30"
"I639 ","Cerebral infarction, unspecified ","50","36"
"I652 ","Occlusion and stenosis of carotid artery ","4","5"
"I659 ","Occlusion and stenosis of unspecified precerebral artery ","2",""
"I669 ","Occlusion and stenosis of unspecified cerebral artery ","1",""
"I671 ","Cerebral aneurysm, nonruptured ","3","2"
"I672 ","Cerebral atherosclerosis ","1",""
"I678 ","Other specified cerebrovascular diseases ","4","3"
"I679 ","Cerebrovascular disease, unspecified ","","1"
"I7022 ","Atherosclerosis of arteries of extremities with intermittent claudication ","2","2"
"I7023 ","Atherosclerosis of arteries of extremities  with rest pain ","1",""
"I7024 ","Atherosclerosis of arteries of extremities  with ulceration ","1",""
"I7029 ","Atherosclerosis of arteries of extremities, unspecified ","19",""
"I70920 ","Generalized atherosclerosis, without gangrene ","10","3"
"I7109 ","Dissection of unspecified site ","1",""
"I714 ","Abdominal aortic aneurysm, without mention of rupture ","","1"
"I716 ","Thoracoabdominal aortic aneurysm, without mention of rupture ","","1"
"I719 ","Aortic aneurysm of unspecified site, without mention of rupture ","","1"
"I7288 ","Aneurysm and dissection of other specified arteries ","1",""
"I731 ","Thromboangiitis obliterans[Buerger] ","1","1"
"I739 ","Peripheral vascular disease, unspecified ","7",""
"I748 ","Embolism and thrombosis of other arteries ","","1"
"I771 ","Stricture of artery ","1",""
"I7782 ","Peripheral artery occlusive disease involving arteries of lower extremities ","2",""
"I792 ","Peripheral angiopathy in diseases classified elsewhere ","1",""
"I802 ","Phlebitis and thrombophlebitis of other deep vessels of lower extremities ","1","3"
"I831 ","Varicose veins of lower extremities with inflammation ","1",""
"I839 ","Varicose veins of lower extremities without ulcer or inflammation ","21","11"
"I861 ","Scrotal varices ","","7"
"I872 ","Venous insufficiency (chronic)(peripheral) ","","1"
"I951 ","Orthostatic hypotension ","1",""
"I959 ","Hypotension, unspecified ","1",""
"I982 ","Oesophageal varices without bleeding in diseases classified elsewhere ","1","1"
"J0190 ","Acute sinusitis, unspecified, not specified as recurrent ","1",""
"J029 ","Acute pharyngitis, unspecified ","","2"
"J0391 ","Acute tonsillitis, unspecified, recurrent ","","1"
"J069 ","Acute upper respiratory infection, unspecified ","1",""
"J09 ","Influenza due to identified zoonotic or pandemic influenza virus ","1",""
"J111 ","Influenza with other respiratory manifestations, virus not identified ","","1"
"J1288 ","Other viral pneumonia ","1",""
"J129 ","Viral pneumonia, unspecified ","","1"
"J159 ","Bacterial pneumonia, unspecified ","9","4"
"J178 ","Pneumonia in other diseases classified elsewhere ","1",""
"J180 ","Bronchopneumonia, unspecified ","2","1"
"J189 ","Pneumonia, unspecified ","25","18"
"J209 ","Acute bronchitis, unspecified ","","1"
"J219 ","Acute bronchiolitis, unspecified ","","1"
"J329 ","Chronic sinusitis, unspecified ","1","1"
"J392 ","Other diseases of pharynx ","","1"
"J4400 ","Chronic obstructive pulmonary disease with acute lower respiratory infection, mild ","2",""
"J4410 ","Chronic obstructive pulmonary disease with acute exacerbation, unspecified, mild ","1",""
"J4411 ","Chronic obstructive pulmonary disease with acute exacerbation, unspecified, moderate ","2",""
"J4412 ","Chronic obstructive pulmonary disease with acute exacerbation, unspecified, severe ","1",""
"J4419 ","Chronic obstructive pulmonary disease with acute exacerbation, unspecified, unspecified ","2",""
"J4481 ","Other specified chronic obstructive pulmonary disease, moderate ","2",""
"J4491 ","Chronic obstructive pulmonary disease, unspecified, moderate ","4",""
"J4492 ","Chronic obstructive pulmonary disease, unspecified, severe ","2","3"
"J4499 ","Chronic obstructive pulmonary disease, unspecified, unspecified ","17","8"
"J4501 ","Other allergic asthma, intermittent and mild persistent ","1",""
"J4502 ","Other allergic asthma, moderate persistent ","1",""
"J459 ","Asthma, unspecified ","","1"
"J47 ","Bronchiectasis ","","1"
"J698 ","Pneumonitis due to other solids and liquids ","20","11"
"J841 ","Other interstitial pulmonary diseases with fibrosis ","1","1"
"J849 ","Interstitial pulmonary disease, unspecified ","7","1"
"J851 ","Abscess of lung with pneumonia ","1",""
"J852 ","Abscess of lung without pneumonia ","1",""
"J869 ","Pyothorax without fistula ","2","1"
"J90 ","Pleural effusion, NEC ","1","2"
"J931 ","Other spontaneous pneumothorax ","4",""
"J939 ","Pneumothorax, unspecified ","4","1"
"J942 ","Haemothorax ","","2"
"J9611 ","Chronic respiratory failure, type II [hypercapnic] ","1",""
"K047 ","Periapical abscess without sinus ","1",""
"K121 ","Other forms of stomatitis ","","1"
"K210 ","Gastro-oesophageal reflux disease with oesophagitis ","7","2"
"K219 ","Gastro-oesophageal reflux disease without oesophagitis ","2","5"
"K229 ","Disease of oesophagus, unspecified ","2",""
"K2501 ","Acute gastric ulcer with hemorrhage ","3","2"
"K2531 ","Acute gastric ulcer without hemorrhage or perforation ","","2"
"K2541 ","Chronic or unspecified gastric ulcer with hemorrhage ","","2"
"K2551 ","Chronic or unspecified gastric ulcer with perforation ","","1"
"K2591 ","Unspecified as acute or chronic gastric ulcer without hemorrhage or perforation ","3","1"
"K265 ","Chronic or unspecified duodenal ulcer with perforation ","1",""
"K269 ","Unspecified as acute or chronic duodenal ulcer without hemorrhage or perforation ","2","3"
"K279 ","Unspecified as acute or chronic peptic ulcer, site unspecified without hemorrhage or perforation ","1",""
"K291 ","Other acute gastritis ","","1"
"K297 ","Gastritis, unspecified ","5","1"
"K298 ","Duodenitis ","1",""
"K299 ","Gastroduodenitis, unspecified ","1",""
"K30 ","Functional dyspepsia ","6","4"
"K311 ","Adult hypertrophic pyloric stenosis ","","1"
"K317 ","Polyp of stomach and duodenum ","1",""
"K3188 ","Other specified diseases of stomach and  duodenum ","1","1"
"K353 ","Acute appendicitis with localized peritonitis ","1","21"
"K358 ","Acute appendicitis, other and unspecified ","5","21"
"K36 ","Other appendicitis ","4","1"
"K389 ","Disease of appendix, unspecified ","1","2"
"K4020 ","Bilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent ","3","2"
"K4021 ","Bilateral inguinal hernia, without obstruction or gangrene, recurrent ","1",""
"K4090 ","Unilateral or unspecified inguinal hernia, without obstruction or gangrene, not specified as recurrent ","28","28"
"K4091 ","Unilateral or unspecified inguinal hernia, without obstruction or gangrene, recurrent ","1","2"
"K419 ","Unilateral or unspecified femoral hernia, without obstruction or gangrene ","","1"
"K431 ","Incisional hernia with gangrene ","1",""
"K432 ","Incisional hernia without obstruction or gangrene ","5","4"
"K439 ","Other and unspecified ventral hernia without obstruction or gangrene ","1","1"
"K449 ","Diaphragmatic hernia without obstruction or gangrene ","1",""
"K519 ","Ulcerative colitis, unspecified ","4","2"
"K529 ","Noninfective gastroenteritis and colitis, unspecified ","2","3"
"K550 ","Acute vascular disorders of intestine ","","2"
"K559 ","Vascular disorder of intestine, unspecified ","8","4"
"K561 ","Intussusception ","2",""
"K564 ","Other impaction of intestine ","","1"
"K566 ","Other and unspecified intestinal obstruction ","4","1"
"K567 ","Ileus, unspecified ","9","3"
"K5722 ","Diverticular disease of large intestine with perforation and abscess, diverticulitis, without bleeding ","1",""
"K5723 ","Diverticular disease of large intestine with perforation and abscess, diverticulitis, with bleeding ","","1"
"K5732 ","Diverticular disease of large intestine without perforation or abscess, diverticulitis, without bleeding ","1","2"
"K5792 ","Diverticular disease of intestine, part unspecified, without perforation or abscess, diverticulitis, without bleeding ","3","3"
"K588 ","Other and unspecified irritable bowel syndrome ","2","2"
"K5909 ","Other and unspecified constipation ","","1"
"K5988 ","Other specified functional intestinal disorders ","","1"
"K599 ","Functional intestinal disorder, unspecified ","3","3"
"K601 ","Chronic anal fissure ","1",""
"K603 ","Anal fistula ","3","2"
"K610 ","Anal abscess ","2",""
"K611 ","Rectal abscess ","1",""
"K612 ","Anorectal abscess ","","1"
"K620 ","Anal polyp ","1",""
"K621 ","Rectal polyp ","1",""
"K623 ","Rectal prolapse ","1",""
"K624 ","Stenosis of anus and rectum ","1",""
"K625 ","Haemorrhage of anus and rectum ","","2"
"K627 ","Radiation proctitis ","1",""
"K628 ","Other specified diseases of anus and rectum ","1",""
"K631 ","Perforation of intestine(nontraumatic) ","1","1"
"K633 ","Ulcer of intestine ","","3"
"K635 ","Polyp of colon ","6","4"
"K641 ","Second degree haemorrhoids ","1","1"
"K642 ","Third degree haemorrhoids ","5","4"
"K643 ","Fourth degree haemorrhoids ","3","2"
"K644 ","Residual haemorrhoidal skin tags ","1",""
"K648 ","Other specified haemorrhoids ","2",""
"K649 ","Haemorrhoids, unspecified ","14","6"
"K650 ","Acute peritonitis ","","1"
"K659 ","Peritonitis, unspecified ","","1"
"K661 ","Haemoperitoneum ","1",""
"K7010 ","Alcoholic hepatitis, without ascites ","1","1"
"K7011 ","Alcoholic hepatitis, with ascites ","1",""
"K7030 ","Alcoholic cirrhosis of liver, without ascites ","7",""
"K709 ","Alcoholic liver disease, unspecified ","1",""
"K716 ","Toxic liver disease with hepatitis, NEC ","","1"
"K7290 ","Hepatic failure, unspecified, without coma ","3","2"
"K739 ","Chronic hepatitis, unspecified ","1",""
"K7423 ","Hepatic fibrosis with hepatic sclerosis, Compansated ","","2"
"K7463 ","Other and unspecified cirrhosis of liver, Compansated ","","1"
"K7464 ","Other and unspecified cirrhosis of liver, Uncompansated ","4",""
"K7469 ","Other and unspecified cirrhosis of liver, unspecified ","6","3"
"K750 ","Abscess of liver ","2","1"
"K759 ","Inflammatory liver disease, unspecified ","1","2"
"K764 ","Peliosis hepatis ","1",""
"K769 ","Liver disease, unspecified ","2","2"
"K8000 ","Calculus of gallbladder with acute cholecystitis, without mention of obstruction ","","1"
