"상병코드","상병명","국비","사비"
"C3410","상엽, 기관지 또는 폐의 악성 신생물, 오른쪽","4","3"
"C3411","상엽, 기관지 또는 폐의 악성 신생물, 왼쪽","","3"
"C342","중엽, 기관지 또는 폐의 악성 신생물","2",""
"C3430","하엽, 기관지 또는 폐의 악성 신생물, 오른쪽","3","3"
"C3431","하엽, 기관지 또는 폐의 악성 신생물, 왼쪽","","5"
"C3490","상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽","1","2"
"C3499","상세불명의 기관지 또는 폐의 악성 신생물, 상세불명 쪽","12","23"
"C37","흉선의 악성 신생물","1","1"
"C441","안각을 포함한 눈꺼풀의 피부의 악성 신생물","","1"
"C442","귀 및 외이도의 피부의 악성 신생물","","1"
"C443","얼굴의 기타 및 상세불명 부분의 피부의 악성 신생물","2",""
"C447","엉덩이를 포함한 다리의 피부의 악성 신생물","","1"
"C472","엉덩이를 포함한 다리의 말초신경의 악성 신생물","","1"
"C480","후복막의 악성 신생물","","2"
"C481","복막의 명시된 부분의 악성 신생물","","1"
"C492","엉덩이를 포함한 다리의 결합조직 및 연조직의 악성 신생물","1",""
"C5090","상세불명의 유방의 악성 신생물, 오른쪽","","7"
"C5091","상세불명의 유방의 악성 신생물, 왼쪽","","1"
"C5099","상세불명의 유방의 악성 신생물, 상세불명 쪽","","2"
"C539","상세불명의 자궁경부의 악성 신생물","","4"
"C541","자궁내막의 악성 신생물","","1"
"C55","자궁의 상세불명 부분의 악성 신생물","","1"
"C560","난소의 악성 신생물, 오른쪽","","1"
"C561","난소의 악성 신생물, 왼쪽","","2"
"C569","난소의 악성 신생물, 상세불명 쪽","","2"
"C61","전립선의 악성 신생물","34","19"
"C640","신우를 제외한 신장의 악성 신생물, 오른쪽","","1"
"C641","신우를 제외한 신장의 악성 신생물, 왼쪽","","1"
"C649","신우를 제외한 신장의 악성 신생물, 상세불명 쪽","1","5"
"C660","요관의 악성 신생물, 오른쪽","","1"
"C669","요관의 악성 신생물, 상세불명 쪽","1",""
"C679","상세불명의 방광의 악성 신생물","10","3"
"C719","상세불명의 뇌의 악성 신생물","","3"
"C772","복강내림프절의 이차성 및 상세불명의 악성신생물","","2"
"C779","상세불명의 림프절의 이차성 및 상세불명의 악성신생물","","2"
"C7800","폐의 이차성 악성 신생물, 오른쪽","","1"
"C7801","폐의 이차성 악성 신생물, 왼쪽","","1"
"C7809","폐의 이차성 악성 신생물, 상세불명 쪽","11","30"
"C782","흉막의 이차성 악성 신생물","2","3"
"C784","소장의 이차성 악성 신생물","","1"
"C785","대장 및 직장의 이차성 악성 신생물","1","1"
"C786","후복막 및 복막의 이차성 악성 신생물","6","20"
"C787","간 및 간내 담관의 이차성 악성 신생물","14","49"
"C7880","위의 이차성 악성 신생물","","2"
"C7882","비장의 이차성 악성 신생물","","1"
"C7909","신장 및 신우의 이차성 악성 신생물, 상세불명 쪽","","1"
"C7910","방광의 이차성 악성 신생물","","2"
"C7918","기타 및 상세불명 비뇨기관의 이차성 악성 신생물","","1"
"C7930","뇌의 이차성 악성 신생물","5","17"
"C7931","뇌막의 이차성 악성 신생물","","1"
"C795","골 및 골수의 이차성 악성 신생물","4","18"
"C797","부신의 이차성 악성 신생물","","2"
"C7988","기타 명시된 부위의 이차성 악성 신생물","","1"
"C809","원발부위 상세불명인 악성 신생물","1","1"
"C833","미만성 대B-세포림프종","2","3"
"C900","다발골수종","1","1"
"C910","급성 림프모구성 백혈병 [ALL]","","1"
"C920","급성 골수모구성 백혈병","","1"
"C931","만성 골수단핵구성 백혈병","","1"
"D002","위의 제자리암종","1",""
"D010","결장의 제자리암종","","2"
"D011","직장구불결장접합부의 제자리암종","1",""
"D090","방광의 제자리암종","5",""
"D105","입인두의 기타 부분의 양성 신생물","1","2"
"D107","하인두의 양성 신생물","1",""
"D120","맹장의 양성 신생물","43","11"
"D121","충수의 양성 신생물","3",""
"D122","상행결장의 양성 신생물","93","31"
"D123","횡행결장의 양성 신생물","82","33"
"D124","하행결장의 양성 신생물","17","7"
"D125","구불결장의 양성 신생물","44","10"
"D126","상세불명의 결장의 양성 신생물","100","26"
"D127","직장구불결장접합부의 양성 신생물","9","3"
"D128","직장의 양성 신생물","13","7"
"D131","위의 양성 신생물","5",""
"D140","중이, 비강 및 부비동의 양성 신생물","","1"
"D170","머리, 얼굴 및 목의 피부 및 피하조직의 양성 지방종성 신생물","1",""
"D171","몸통의 피부 및 피하조직의 양성 지방종성 신생물","","1"
"D1729","상세불명 사지의 피부 및 피하조직의 양성 지방종성 신생물","","1"
"D179","상세불명의 양성 지방종성 신생물","1",""
"D181","림프관종, 모든 부위","","1"
"D350","부신의 양성 신생물","1",""
"D376","간, 담낭 및 담관의 행동양식 불명 또는 미상의 신생물","1",""
"D377","기타 소화기관의 행동양식 불명 또는 미상의 신생물","1",""
"D4100","신장의 행동양식 불명 또는 미상의 신생물, 오른쪽","1",""
"D414","방광의 행동양식 불명 또는 미상의 신생물","","1"
"D430","천막상 뇌의 행동양식 불명 또는 미상의 신생물","1",""
"D473","본태성(출혈성) 혈소판혈증","1","2"
"D500","(만성) 실혈에 따른 이차성 철겹핍빈혈","1","1"
"D508","기타 철결핍빈혈","","1"
"D509","상세불명의 철결핍빈혈","12","8"
"D529","상세불명의 엽산결핍빈혈","1",""
"D531","달리 분류되지 않은 기타 거대적모구빈혈","","2"
"D619","상세불명의 무형성빈혈","","1"
"D649","상세불명의 빈혈","19","15"
"D65","파종성 혈관내응고[탈피브린증후군]","","1"
"D696","상세불명의 혈소판감소증","","2"
"E039","상세불명의 갑상선기능저하증","5","1"
"E041","비독성 단순갑상선 결절","1",""
"E1000","고삼투압과 혼수를 동반한 1형 당뇨병","1","1"
"E1033","기타 및 상세불명의 망막병증을 동반한 1형 당뇨병(H36.0*)","2",""
"E1040","당뇨병성 단일신경병증을 동반한 1형 당뇨병","1",""
"E1050","당뇨병성 말초혈관병증을 동반한, 괴저를 동반하지 않는 1형 당뇨병(I79.2*)","4",""
"E1068","달리 분류되지 않은 기타 명시된 합병증을 동반한 1형 당뇨병","1",""
"E108","상세불명의 합병증을 동반한 1형 당뇨병","1","1"
"E109","합병증을 동반하지 않은 1형 당뇨병","7","3"
"E1100","고삼투압과 혼수를 동반한 2형 당뇨병","2","1"
"E1110","케토산증을 동반한 2형 당뇨병","1",""
"E1120","초기 당뇨병성 신장병증을 동반한 2형 당뇨병(N08.3*)","1",""
"E1121","확정된 당뇨병성 신장병증을 동반한 2형 당뇨병(N08.3*)","3","2"
"E1122","말기신장병을 동반한 2형 당뇨병(N08.3*)","9","6"
"E1128","기타 및 상세불명의 신장합병증을 동반한 2형 당뇨병(N08.3*)","17",""
"E1141","당뇨병성 다발신경병증을 동반한 2형 당뇨병(G63.2*)","16","2"
"E1142","당뇨병성 자율신경병증을 동반한 2형 당뇨병(G99.0*)","2",""
"E1148","기타 및 상세불명의 신경학적 합병증을 동반한 2형 당뇨병","7","1"
"E1151","당뇨병성 말초혈관병증을 동반한, 괴저를 동반한 2형 당뇨병(I79.2*)","4",""
"E1158","기타 및 상세불명의 말초순환계 합병증을 동반한 2형 당뇨병","1",""
"E1163","저혈당을 동반한 2형 당뇨병","1","1"
"E1164","혈당조절이 되지 않은 2형 당뇨병","","1"
"E1168","달리 분류되지 않은 기타 명시된 합병증을 동반한 2형 당뇨병","1",""
"E1170","당뇨병성 족부궤양을 동반한 2형 당뇨병","11","1"
"E1171","당뇨병성 족부궤양 및 괴저를 동반한 2형 당뇨병","4",""
"E1172","기타 및 상세불명의 당뇨병성 족부합병증을 동반한 2형 당뇨병","12","8"
"E1178","기타 다발성 합병증을 동반한 2형 당뇨병","2","2"
"E118","상세불명의 합병증을 동반한 2형 당뇨병","107","34"
"E119","합병증을 동반하지 않은 2형 당뇨병","545","275"
"E1241","당뇨병성 다발신경병증을 동반한 영양실조-관련 당뇨병(G63.2*)","2",""
"E128","상세불명의 합병증을 동반한 영양실조-관련 당뇨병","1",""
"E138","상세불명의 합병증을 동반한 기타 명시된 당뇨병","1",""
"E1428","기타 및 상세불명의 신장합병증을 동반한 상세불명의 당뇨병(N08.3*)","1",""
"E1431","당뇨병성 비증식성 망막병증을 동반한 상세불명의 당뇨병(H36.0*)","1",""
"E1448","기타 및 상세불명의 신경학적 합병증을 동반한 상세불명의 당뇨병","6","1"
"E1471","당뇨병성 족부궤양 및 괴저를 동반한 상세불명의 당뇨병","","1"
"E1472","기타 및 상세불명의 당뇨병성 족부합병증을 동반한 상세불명의 당뇨병","1","2"
"E148","상세불명의 합병증을 동반한 상세불명의 당뇨병","4","1"
"E149","합병증을 동반하지 않은 상세불명의 당뇨병","5","2"
"E162","상세불명의 저혈당","4","2"
"E222","부적절항이뇨호르몬분비증후군","2","3"
"E272","애디슨발증","","1"
"E274","기타 및 상세불명의 부신피질부전","","2"
"E278","부신의 기타 명시된 장애","1",""
"E279","부신의 상세불명 장애","1",""
"E46","상세불명의 단백질-에너지영양실조","1",""
"E538","기타 명시된 비타민 B군의 결핍증","1",""
"E639","상세불명의 영양결핍","8","6"
"E781","순수 고글리세라이드혈증","","2"
"E782","혼합성 고지질혈증","11",""
"E784","기타 고지질혈증","11","2"
"E785","상세불명의 고지질혈증","26","4"
"E790","염증성 관절염 및 통풍성 질환의 징후가 없는 고뇨산혈증","1","1"
"E870","고오스몰랄농도 및 고나트륨혈증","1","2"
"E871","저오스몰랄농도 및 저나트륨혈증","14","21"
"E872","산증","1",""
"E875","고칼륨혈증","10","6"
"E876","저칼륨혈증","3","5"
"F001","만기발병 알츠하이머병에서의 치매(G30.1†)","1",""
"F009","상세불명의 알츠하이머병에서의 치매(G30.9†)","","1"
"F019","상세불명의 혈관성 치매","2",""
"F03","상세불명의 치매","14","7"
"F058","기타 섬망","","2"
"F059","상세불명의 섬망","3","5"
"F067","경도 인지장애","4",""
"F069","뇌손상, 뇌기능이상 및 신체질환에 의한 상세불명의 정신장애","","1"
"F102","알코올의 의존증후군","","2"
"F103","알코올의 금단상태","1",""
"F139","진정제 또는 수면제 사용에 의한 상세불명의 정신 및 행동 장애","","1"
"F200","편집조현병","","1"
"F220","망상장애","1",""
"F2329","급성 조현병-유사정신병장애, 상세불명","1",""
"F29","상세불명의 비기질성 정신병","6",""
"F319","상세불명의 양극성 정동장애","","1"
"F320","경도 우울에피소드","8",""
"F329","상세불명의 우울에피소드","5","4"
"F330","재발성 우울장애, 현존 경도","","1"
"F331","재발성 우울장애, 현존 중등도","1",""
"F410","공황장애[우발적 발작성 불안]","2",""
"F419","상세불명의 불안장애","","1"
"F459","상세불명의 신체형장애","","3"
"F510","비기질성 불면증","3","1"
"G1221","산발형 근위축측삭경화증","1",""
"G20","파킨슨병","11","3"
"G22","달리 분류된 질환에서의 파킨슨증","1",""
"G301","만기발병을 수반한 알츠하이머병","1",""
"G309","상세불명의 알츠하이머병","6","1"
"G4010","난치성 뇌전증을 동반하지 않은 단순부분발작을 동반한 국소화-관련 (초점성)(부분적) 증상성 뇌전증 및 뇌전증증후군","1",""
"G4090","난치성 뇌전증을 동반하지 않은 상세불명의 뇌전증","1",""
"G418","기타 뇌전증지속상태","","1"
"G439","상세불명의 편두통","1",""
"G459","상세불명의 일과성 뇌허혈발작","2","1"
"G470","수면 개시 및 유지 장애[불면증]","9","5"
"G510","벨마비","2",""
"G530","대상포진후신경통(B02.2†)","","1"
"G546","통증을 동반한 환상지증후군","4",""
"G551","추간판 장애에서의 신경근 및 신경총 압박(M50-M51†)","46","5"
"G552","척추증에서의 신경근 및 신경총 압박(M47.-†)","1",""
"G560","손목터널증후군","","1"
"G562","척골신경의 병변","1",""
"G568","팔의 기타 단일신경병증","3","2"
"G571","이상감각성 대퇴신경통","2",""
"G573","외측오금신경의 병변","","1"
"G629","상세불명의 다발신경병증","11",""
"G632","당뇨병성 다발신경병증(4단위 및 5단위 숫자 .41에 해당되는 E10-E14†)","30","2"
"G811","강직성 편마비","3","1"
"G819","상세불명의 편마비","16",""
"G822","상세불명의 하반신마비","10",""
"G824","강직성 사지마비","2",""
"G825","상세불명의 사지마비","3",""
"G831","다리의 단일마비","1",""
"G834","말총증후군","3","1"
"G913","상세불명의 외상후 수두증","1",""
"G959","척수의 상세불명 질환","7",""
"G990","내분비 및 대사성 질환에서의 자율신경병증","1",""
"G992","달리 분류된 질환에서의 척수병증","1","2"
"H010","안검염","16","14"
"H0411","건성안증후군","14","5"
"H105","안검결막염","","1"
"H108","기타 결막염","1",""
"H109","상세불명의 결막염","1",""
"H1108","눈의 기타 및 상세불명의 군날개","1",""
"H113","결막출혈","2","2"
"H131","달리 분류된 감염성 및 기생충성 질환에서의 결막염","","1"
"H2512","노년성 핵백내장, 양쪽","1",""
"H2580","기타 노년백내장, 오른쪽","44","30"
"H2581","기타 노년백내장, 왼쪽","35","17"
"H2582","기타 노년백내장, 양쪽","70","37"
"H2589","기타 노년백내장, 상세불명 쪽","","1"
"H2590","상세불명의 노년백내장, 오른쪽","11","9"
"H2591","상세불명의 노년백내장, 왼쪽","9","10"
"H2592","상세불명의 노년백내장, 양쪽","1",""
"H2599","상세불명의 노년백내장, 상세불명 쪽","1","1"
"H2642","후발백내장, 양쪽","1",""
"H309","상세불명의 맥락망막염증","","1"
"H3539","상세불명의 황반변성","1",""
"H360","당뇨병성 망막병증(4단위 및 5단위 숫자 .30, .31, .32, .33에 해당되는 E10-E14+)","6",""
"H409","상세불명의 녹내장","4","1"
"H5228","기타 및 상세불명의 난시","","1"
"H6100","외이의 급성 연골막염","1",""
"H612","귀지떡","1",""
"H810","메니에르병","","1"
"H8138","기타 말초성 현기증","3",""
"H814","중추기원의 현기증","3","1"
"H818","전정기능의 기타 장애","1",""
"H905","상세불명의 감각신경성 청력소실","1",""
"I019","상세불명의 급성 류마티스심장병","1",""
"I059","상세불명의 승모판질환","","1"
"I071","삼첨판기능부전","","1"
"I101","악성 고혈압","16","5"
"I109","기타 및 상세불명의 원발성 고혈압","734","438"
"I110","(울혈성) 심부전을 동반한 고혈압성 심장병","1","1"
"I129","신부전이 없는 고혈압성 신장병","4",""
"I159","상세불명의 이차성 고혈압","6",""
"I200","불안정협심증","10","7"
"I201","연축의 기재가 있는 협심증","8","1"
"I2080","비정형협심증","15","1"
"I2088","기타 형태의 협심증","91","30"
"I209","상세불명의 협심증","29","11"
"I219","상세불명의 급성 심근경색증","3",""
"I251","죽상경화성 심장병","2",""
"I252","오래된 심근경색증","1",""
"I255","허혈심근병증","2",""
"I259","상세불명의 만성 허혈심장병","19","3"
"I269","급성 폐심장증에 대한 언급이 없는 폐색전증","5",""
"I313","심낭삼출액(비염증성)","","1"
"I340","승모판기능부전","1",""
"I350","대동맥판협착","5",""
"I352","기능부전을 동반한 대동맥판협착","","1"
"I38","상세불명 판막의 심내막염","1",""
"I4221","심첨부 비대성 심근병증","1","1"
"I4288","기타 심근병증","","1"
"I442","완전방실차단","2",""
"I469","상세불명의 심장정지","","1"
"I471","상심실성 빈맥","2",""
"I472","심실성 빈맥","","1"
"I480","발작성 심방세동","7","8"
"I481","지속성 심방세동","1","1"
"I4890","상세불명의 심방세동","","4"
"I4891","상세불명의 심방조동","1",""
"I5004","수축기능부전을 동반한 울혈성 심부전","2",""
"I5005","수축기능이 정상인 울혈성 심부전","1","1"
"I5008","기타 및 상세불명의 울혈성 심부전","1","2"
"I501","좌심실부전","","1"
"I509","상세불명의 심부전","18","13"
"I610","대뇌반구 피질하의 뇌내출혈","1","2"
"I613","뇌간의 뇌내출혈","","1"
"I614","소뇌의 뇌내출혈","2",""
"I615","뇌실내 뇌내출혈","1","1"
"I619","상세불명의 뇌내출혈","2","3"
"I620","비외상성 경막하출혈","4","1"
"I6359","상세불명의 대뇌동맥의 상세불명 폐쇄 또는 협착에 의한 뇌경색증","1",""
"I638","기타 뇌경색증","4","2"
"I639","상세불명의 뇌경색증","51","45"
"I652","경동맥의 폐쇄 및 협착","4","2"
"I671","파열되지 않은 대뇌동맥류","3","1"
"I675","모야모야병","","1"
"I678","기타 명시된 뇌혈관질환","1",""
"I679","상세불명의 뇌혈관질환","4",""
"I691","뇌내출혈의 후유증","5","1"
"I692","기타 비외상성 두개내출혈의 후유증","1",""
"I693","뇌경색증의 후유증","24","11"
"I694","출혈 또는 경색증으로 명시되지 않은 뇌졸중의 후유증","1",""
"I7022","간헐성 파행을 동반한 사지동맥의 죽상경화증","2",""
"I7023","휴식통을 동반한 사지동맥의 죽상경화증","1",""
"I7025","괴저를 동반한 사지동맥의 죽상경화증","1","1"
"I7029","사지동맥의 상세불명 죽상경화증","7",""
"I70920","괴저를 동반하지 않은 전신죽상경화증","1",""
"I7109","상세불명 부위의 대동맥박리","1",""
"I714","파열에 대한 언급이 없는 복부대동맥동맥류","2",""
"I744","상세불명의 사지동맥의 색전증 및 혈전증","","3"
"I749","상세불명 동맥의 색전증 및 혈전증","1",""
"I776","상세불명의 동맥염","1",""
"I7782","하지를 침범한 말초동맥폐쇄질환","","1"
"I788","기타 모세혈관질환","2","1"
"I792","달리 분류된 질환에서의 말초맥관병증","8",""
"I802","하지의 기타 심부혈관의 정맥염 및 혈전정맥염","2",""
"I829","상세불명 정맥의 색전증 및 혈전증","1",""
"I831","염증을 동반한 하지의 정맥류","23","26"
"I839","궤양 또는 염증이 없는 하지의 정맥류","2","5"
"I8649","출혈이 없는 위정맥류","1",""
"I868","기타 명시된 부위의 정맥류","4","3"
"I890","달리 분류되지 않은 림프부종","13",""
"I951","기립성 저혈압","2","3"
"I959","상세불명의 저혈압","1",""
"I971","심장수술후의 기타 기능장애","1",""
"I99","순환계통의 기타 및 상세불명의 장애","1",""
"J00","급성 비인두염[감기]","1",""
"J029","상세불명의 급성 인두염","3",""
"J0390","재발성으로 명시되어 있지 않은 상세불명의 급성 편도염","","1"
"J050","급성 폐색성 후두염[크룹]","","1"
"J0510","폐색을 동반하지 않은 급성 후두개염","1",""
"J069","상세불명의 급성 상기도감염","3","1"
"J150","폐렴간균에 의한 폐렴","1",""
"J151","슈도모나스에 의한 폐렴","","1"
"J154","기타 연쇄알균에 의한 폐렴","1",""
"J158","기타 세균성 폐렴","1","1"
"J159","상세불명의 세균성 폐렴","14","10"
"J180","상세불명의 기관지폐렴","","1"
"J188","상세불명 병원체의 기타 폐렴","2",""
"J189","상세불명의 폐렴","80","61"
"J209","상세불명의 급성 기관지염","1","2"
"J219","상세불명의 급성 세기관지염","1","4"
"J300","혈관운동성 비염","1",""
"J301","화분에 의한 알레르기비염","3",""
"J304","상세불명의 알레르기비염","6",""
"J310","만성 비염","1",""
"J320","만성 상악동염","4","4"
"J322","만성 사골동염","","1"
"J323","만성 접형동염","1",""
"J329","상세불명의 만성 부비동염","1",""
"J342","편위된 비중격","1","4"
"J351","편도의 비대","","2"
"J36","편도주위농양","","1"
"J3810","성대의 폴립","1",""
"J383","성대의 기타 질환","5",""
"J387","후두의 기타 질환","1",""
"J40","급성인지 만성인지 명시되지 않은 기관지염","2","1"
"J410","단순 만성 기관지염","2",""
"J42","상세불명의 만성 기관지염","7","2"
"J4400","급성 하기도감염을 동반한 만성 폐쇄성 폐질환, 경도","1",""
"J4410","급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 경도","1",""
"J4412","급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 중증","1",""
"J4419","급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 상세불명","1",""
"J4499","상세불명의 만성 폐쇄성 폐질환, 상세불명","18","10"
"J4500","기침(이)형천식","1",""
"J4519","상세불명의 비알레르기천식","2","1"
"J459","상세불명의 천식","3","1"
"J690","음식 또는 구토물에 의한 폐렴","8","5"
"J698","기타 고체 및 액체에 의한 폐렴","1",""
"J700","방사선에 의한 급성 폐증상","","2"
"J841","섬유증을 동반한 기타 간질성 폐질환","2","3"
"J849","상세불명의 간질성 폐질환","2",""
"J869","누공이 없는 농흉","1",""
"J90","달리 분류되지 않은 흉막삼출액","4","12"
"J931","기타 자발성 기흉","","1"
"J938","기타 기흉","1","2"
"J939","상세불명의 기흉","2",""
"J9848","폐의 기타 장애","3","6"
"K041","치수의 괴사","1",""
"K0532","만성 치관주위염","","1"
"K081","사고, 추출 또는 국한성 치주병에 의한 치아상실","4",""
"K210","식도염을 동반한 위-식도역류병","62","17"
"K219","식도염을 동반하지 않은 위-식도역류병","2","2"
"K226","위-식도열상-출혈증후군","5","5"
"K2500","출혈이 있는 급성 위미란","3",""
"K2501","출혈이 있는 급성 위궤양","8","1"
"K2531","출혈 또는 천공이 없는 급성 위궤양","7","6"
"K2541","출혈이 있는 만성 또는 상세불명 위궤양","","1"
"K2551","천공이 있는 만성 또는 상세불명 위궤양","","1"
"K2571","출혈 또는 천공이없는 만성 위궤양","13","3"
"K2591","출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 위궤양","7","1"
"K262","출혈 및 천공이 모두 있는 급성 십이지장궤양","","1"
"K263","출혈 또는 천공이 없는 급성 십이지장궤양","1","1"
"K264","출혈이 있는 만성 또는 상세불명 십이지장궤양","1",""
"K269","출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 십이지장궤양","5",""
"K279","출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 상세불명 부위의 소화성 궤양","","2"
"K291","기타 급성 위염","7","2"
"K293","만성 표재성 위염","8",""
"K294","만성 위축성 위염","28","2"
"K295","상세불명의 만성 위염","161","54"
"K296","기타 위염","18","6"
"K297","상세불명의 위염","96","19"
"K30","기능성 소화불량","5",""
"K317","위 및 십이지장의 폴립","26","9"
"K319","위 및 십이지장의 상세불명 질환","1",""
"K352","범복막염을 동반한 급성 충수염","2","1"
"K353","국소복막염을 동반한 급성 충수염","1","9"
"K358","기타 및 상세불명의 급성 충수염","1","8"
"K388","충수의 기타 명시된 질환","2",""
"K4020","재발성으로 명시되어 있지 않은, 폐색 또는 괴저가 없는 양쪽 사타구니탈장","2",""
"K4030","재발성으로 명시되어 있지 않은, 폐색은 있지만 괴저가 없는 한쪽 또는 상세불명의 사타구니탈장","","1"
"K4090","재발성으로 명시되어 있지 않은, 폐색 또는 괴저가 없는 한쪽 또는 상세불명의 사타구니탈장","20","20"
"K4091","재발성, 폐색 또는 괴저가 없는 한쪽 또는 상세불명의 사타구니탈장","2","2"
"K429","폐색 또는 괴저가 없는 배꼽탈장","1","1"
"K432","폐색 또는 괴저가 없는 절개탈장","2","1"
"K5000","소장의 크론병, 경도","","1"
"K518","기타 궤양성 대장염","","1"
"K519","상세불명의 궤양성 대장염","2","1"
"K521","독성 위장염 및 결장염","","1"
"K528","기타 명시된 비감염성 위장염 및 결장염","","2"
"K529","상세불명의 비감염성 위장염 및 결장염","9","4"
"K5520","출혈을 동반하지 않은 결장의 혈관형성이상","1",""
"K559","장의 상세불명의 혈관장애","7","1"
"K560","마비성 장폐색증","7","3"
"K562","장염전","3",""
"K566","기타 및 상세불명의 장폐색","9","3"
"K567","상세불명의 장폐색증","3","1"
"K5722","출혈을 동반하지 않은 천공 및 농양이 있는 대장의 게실병, 게실염","","5"
"K5730","출혈을 동반하지 않은 천공 또는 농양이 없는 대장의 게실병, 게실증","1",""
"K5732","출혈을 동반하지 않은 천공 또는 농양이 없는 대장의 게실병, 게실염","3","9"
"K581","설사 위주의 과민대장증후군 [IBS-D]","7",""
"K582","변비 위주의 과민대장증후군 [IBS-C]","","2"
"K588","기타 및 상세불명 유형의 과민대장 증후군","5","5"
"K5900","서행성 변비","6","4"
"K5909","기타 및 상세불명 변비","31","8"
"K591","기능성 설사","1",""
"K599","상세불명의 기능성 장장애","35","17"
"K603","항문루","5","3"
"K610","항문농양","2","2"
"K620","항문폴립","2","1"
"K621","직장폴립","7","9"
"K623","직장탈출","2","1"
"K627","방사선직장염","1",""
"K633","장의 궤양","2","1"
"K635","결장의 폴립","228","91"
"K638","장의 기타 명시된 질환","2",""
"K640","1도 치핵","3",""
"K641","2도 치핵","1",""
"K642","3도 치핵","13","13"
"K644","잔류치핵성 쥐젖","1",""
"K649","상세불명의 치핵","3",""
"K650","급성 복막염","5","3"
"K659","상세불명의 복막염","3",""
"K7010","복수를 동반하지 않은 알코올성 간염","1","1"
"K7011","복수를 동반한 알코올성 간염","2","1"
"K702","알코올성 간섬유증 및 간의 경화증","1",""
"K7030","복수를 동반하지 않은 알코올성 간경변증","4","1"
"K7031","복수를 동반한 알코올성 간경변증","","2"
"K709","상세불명의 알코올성 간질환","1","2"
"K7151","복수를 동반한 만성 활동성 간염을 동반한 독성 간질환","2",""
"K716","달리 분류되지 않은 간염을 동반한 독성간질환","1",""
"K7200","혼수를 동반하지 않은 급성 및 아급성 간부전","","2"
"K7290","혼수를 동반하지 않은 상세불명의 간부전","1","3"
"K7291","혼수를 동반한 상세불명의 간부전","","1"
