year_num,age_num,is_major_city,is_inpatient,year_trend,age_city_interaction,age_year_interaction,지역,age_group,구분,disease_group,region_age,y_actual,y_predicted,prediction_correct,top1_class,top1_probability,top2_class,top2_probability,top3_class,top3_probability,confidence,sample_weight,confidence_bin
2,30,1,0,4,30,60,부산,59이하,외래,H36,부산_59이하,안과,내과,0,내과,0.5528952611871295,안과,0.18601662137208289,치과,0.07647490181285596,0.5528952611871295,136,0.5-0.7
0,30,1,0,0,30,0,인천,59이하,입원(연인원),N31,인천_59이하,비뇨의학과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,0,0-0.5
0,30,1,0,0,30,0,인천,59이하,입원(연인원),M19,인천_59이하,정형외과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,18,0-0.5
0,30,1,0,0,30,0,인천,59이하,입원(연인원),C67,인천_59이하,비뇨의학과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,3,0-0.5
0,30,1,0,0,30,0,인천,59이하,입원(연인원),K56,인천_59이하,외과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,23,0-0.5
0,30,1,0,0,30,0,인천,59이하,외래,H04,인천_59이하,안과,내과,0,내과,0.4895121704844307,안과,0.1656585784308111,피부과,0.11302014038437351,0.4895121704844307,13,0-0.5
0,30,1,0,0,30,0,인천,59이하,외래,M19,인천_59이하,정형외과,내과,0,내과,0.4895121704844307,안과,0.1656585784308111,피부과,0.11302014038437351,0.4895121704844307,218,0-0.5
0,30,1,0,0,30,0,인천,59이하,외래,L24,인천_59이하,피부과,내과,0,내과,0.4895121704844307,안과,0.1656585784308111,피부과,0.11302014038437351,0.4895121704844307,122,0-0.5
0,30,1,0,0,30,0,인천,59이하,외래,K04,인천_59이하,치과,내과,0,내과,0.4895121704844307,안과,0.1656585784308111,피부과,0.11302014038437351,0.4895121704844307,180,0-0.5
1,30,1,0,1,30,30,인천,59이하,입원(연인원),N31,인천_59이하,비뇨의학과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,7,0-0.5
1,30,1,0,1,30,30,인천,59이하,입원(연인원),C67,인천_59이하,비뇨의학과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,2,0-0.5
1,30,1,0,1,30,30,인천,59이하,입원(연인원),M19,인천_59이하,정형외과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,0,0-0.5
1,30,1,0,1,30,30,인천,59이하,입원(연인원),E14,인천_59이하,안과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,0,0-0.5
1,30,1,0,1,30,30,인천,59이하,입원(연인원),G95,인천_59이하,재활의학과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,79,0-0.5
1,30,1,0,1,30,30,인천,59이하,입원(연인원),M50,인천_59이하,재활의학과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,0,0-0.5
1,30,1,0,1,30,30,인천,59이하,입원(연인원),S72,인천_59이하,정형외과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,0,0-0.5
1,30,1,0,1,30,30,인천,59이하,외래,H04,인천_59이하,안과,내과,0,내과,0.4895121704844307,안과,0.1656585784308111,피부과,0.11302014038437351,0.4895121704844307,156,0-0.5
1,30,1,0,1,30,30,인천,59이하,외래,K04,인천_59이하,치과,내과,0,내과,0.4895121704844307,안과,0.1656585784308111,피부과,0.11302014038437351,0.4895121704844307,163,0-0.5
1,30,1,0,1,30,30,인천,59이하,외래,M19,인천_59이하,정형외과,내과,0,내과,0.4895121704844307,안과,0.1656585784308111,피부과,0.11302014038437351,0.4895121704844307,64,0-0.5
1,30,1,0,1,30,30,인천,59이하,외래,L24,인천_59이하,피부과,내과,0,내과,0.4895121704844307,안과,0.1656585784308111,피부과,0.11302014038437351,0.4895121704844307,116,0-0.5
2,30,1,0,4,30,60,인천,59이하,입원(연인원),C67,인천_59이하,비뇨의학과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,0,0-0.5
2,30,1,0,4,30,60,인천,59이하,입원(연인원),N31,인천_59이하,비뇨의학과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,31,0-0.5
2,30,1,0,4,30,60,인천,59이하,입원(연인원),F00,인천_59이하,신경과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,0,0-0.5
2,30,1,0,4,30,60,인천,59이하,입원(연인원),I61,인천_59이하,재활의학과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,104,0-0.5
2,30,1,0,4,30,60,인천,59이하,입원(연인원),S72,인천_59이하,정형외과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,0,0-0.5
2,30,1,0,4,30,60,인천,59이하,입원(연인원),S22,인천_59이하,신경외과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,0,0-0.5
2,30,1,0,4,30,60,인천,59이하,입원(연인원),S82,인천_59이하,정형외과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,0,0-0.5
2,30,1,0,4,30,60,인천,59이하,입원(연인원),N30,인천_59이하,비뇨의학과,내과,0,내과,0.4609368678296513,비뇨의학과,0.17085972372365668,정형외과,0.14341486592201502,0.4609368678296513,0,0-0.5
2,30,1,0,4,30,60,인천,59이하,외래,K04,인천_59이하,치과,내과,0,내과,0.4895121704844307,안과,0.1656585784308111,피부과,0.11302014038437351,0.4895121704844307,92,0-0.5
2,30,1,0,4,30,60,인천,59이하,외래,H04,인천_59이하,안과,내과,0,내과,0.4895121704844307,안과,0.1656585784308111,피부과,0.11302014038437351,0.4895121704844307,166,0-0.5
2,30,1,0,4,30,60,인천,59이하,외래,M50,인천_59이하,재활의학과,내과,0,내과,0.4895121704844307,안과,0.1656585784308111,피부과,0.11302014038437351,0.4895121704844307,500,0-0.5
2,30,1,0,4,30,60,인천,59이하,외래,L23,인천_59이하,피부과,내과,0,내과,0.4895121704844307,안과,0.1656585784308111,피부과,0.11302014038437351,0.4895121704844307,147,0-0.5
0,30,1,0,0,30,0,대구,59이하,외래,F00,대구_59이하,신경과,내과,0,내과,0.792391005476914,신경과,0.07157884558546194,재활의학과,0.04335107156519184,0.792391005476914,10,0.7-0.8
1,30,1,0,1,30,30,대구,59이하,입원(연인원),Z50,대구_59이하,재활의학과,내과,0,내과,0.7791477237442043,재활의학과,0.08757958417206607,정형외과,0.04706280706360611,0.7791477237442043,1012,0.7-0.8
1,30,1,0,1,30,30,대구,59이하,입원(연인원),K40,대구_59이하,외과,내과,0,내과,0.7791477237442043,재활의학과,0.08757958417206607,정형외과,0.04706280706360611,0.7791477237442043,0,0.7-0.8
1,30,1,0,1,30,30,대구,59이하,외래,F00,대구_59이하,신경과,내과,0,내과,0.792391005476914,신경과,0.07157884558546194,재활의학과,0.04335107156519184,0.792391005476914,5,0.7-0.8
1,30,1,0,1,30,30,대구,59이하,외래,K04,대구_59이하,치과,내과,0,내과,0.792391005476914,신경과,0.07157884558546194,재활의학과,0.04335107156519184,0.792391005476914,341,0.7-0.8
1,30,1,0,1,30,30,대구,59이하,외래,G62,대구_59이하,재활의학과,내과,0,내과,0.792391005476914,신경과,0.07157884558546194,재활의학과,0.04335107156519184,0.792391005476914,24,0.7-0.8
2,30,1,0,4,30,60,대구,59이하,입원(연인원),Z50,대구_59이하,재활의학과,내과,0,내과,0.7791477237442043,재활의학과,0.08757958417206607,정형외과,0.04706280706360611,0.7791477237442043,461,0.7-0.8
2,30,1,0,4,30,60,대구,59이하,입원(연인원),S22,대구_59이하,신경외과,내과,0,내과,0.7791477237442043,재활의학과,0.08757958417206607,정형외과,0.04706280706360611,0.7791477237442043,0,0.7-0.8
2,30,1,0,4,30,60,대구,59이하,외래,F00,대구_59이하,신경과,내과,0,내과,0.792391005476914,신경과,0.07157884558546194,재활의학과,0.04335107156519184,0.792391005476914,0,0.7-0.8
2,30,1,0,4,30,60,대구,59이하,외래,G62,대구_59이하,재활의학과,내과,0,내과,0.792391005476914,신경과,0.07157884558546194,재활의학과,0.04335107156519184,0.792391005476914,14,0.7-0.8
2,30,1,0,4,30,60,대구,59이하,외래,K04,대구_59이하,치과,내과,0,내과,0.792391005476914,신경과,0.07157884558546194,재활의학과,0.04335107156519184,0.792391005476914,440,0.7-0.8
0,30,1,0,0,30,0,대전,59이하,입원(연인원),I69,대전_59이하,신경과,내과,0,내과,0.7215218489294294,신경과,0.1506655217355791,재활의학과,0.059304762169491876,0.7215218489294294,335,0.7-0.8
0,30,1,0,0,30,0,대전,59이하,입원(연인원),I61,대전_59이하,재활의학과,내과,0,내과,0.7215218489294294,신경과,0.1506655217355791,재활의학과,0.059304762169491876,0.7215218489294294,0,0.7-0.8
0,30,1,0,0,30,0,대전,59이하,입원(연인원),G82,대전_59이하,재활의학과,내과,0,내과,0.7215218489294294,신경과,0.1506655217355791,재활의학과,0.059304762169491876,0.7215218489294294,552,0.7-0.8
0,30,1,0,0,30,0,대전,59이하,입원(연인원),S72,대전_59이하,정형외과,내과,0,내과,0.7215218489294294,신경과,0.1506655217355791,재활의학과,0.059304762169491876,0.7215218489294294,0,0.7-0.8
0,30,1,0,0,30,0,대전,59이하,입원(연인원),R42,대전_59이하,신경과,내과,0,내과,0.7215218489294294,신경과,0.1506655217355791,재활의학과,0.059304762169491876,0.7215218489294294,18,0.7-0.8
0,30,1,0,0,30,0,대전,59이하,외래,I69,대전_59이하,신경과,내과,0,내과,0.6668076717710475,신경과,0.20502499181028008,피부과,0.05045460294675533,0.6668076717710475,269,0.5-0.7
0,30,1,0,0,30,0,대전,59이하,외래,F03,대전_59이하,신경과,내과,0,내과,0.6668076717710475,신경과,0.20502499181028008,피부과,0.05045460294675533,0.6668076717710475,0,0.5-0.7
0,30,1,0,0,30,0,대전,59이하,외래,L29,대전_59이하,피부과,내과,0,내과,0.6668076717710475,신경과,0.20502499181028008,피부과,0.05045460294675533,0.6668076717710475,249,0.5-0.7
0,30,1,0,0,30,0,대전,59이하,외래,R42,대전_59이하,신경과,내과,0,내과,0.6668076717710475,신경과,0.20502499181028008,피부과,0.05045460294675533,0.6668076717710475,194,0.5-0.7
1,30,1,0,1,30,30,대전,59이하,입원(연인원),I69,대전_59이하,신경과,내과,0,내과,0.7215218489294294,신경과,0.1506655217355791,재활의학과,0.059304762169491876,0.7215218489294294,365,0.7-0.8
1,30,1,0,1,30,30,대전,59이하,입원(연인원),G82,대전_59이하,재활의학과,내과,0,내과,0.7215218489294294,신경과,0.1506655217355791,재활의학과,0.059304762169491876,0.7215218489294294,649,0.7-0.8
1,30,1,0,1,30,30,대전,59이하,입원(연인원),S72,대전_59이하,정형외과,내과,0,내과,0.7215218489294294,신경과,0.1506655217355791,재활의학과,0.059304762169491876,0.7215218489294294,0,0.7-0.8
1,30,1,0,1,30,30,대전,59이하,외래,I69,대전_59이하,신경과,내과,0,내과,0.6668076717710475,신경과,0.20502499181028008,피부과,0.05045460294675533,0.6668076717710475,247,0.5-0.7
1,30,1,0,1,30,30,대전,59이하,외래,F03,대전_59이하,신경과,내과,0,내과,0.6668076717710475,신경과,0.20502499181028008,피부과,0.05045460294675533,0.6668076717710475,1,0.5-0.7
1,30,1,0,1,30,30,대전,59이하,외래,R42,대전_59이하,신경과,내과,0,내과,0.6668076717710475,신경과,0.20502499181028008,피부과,0.05045460294675533,0.6668076717710475,204,0.5-0.7
1,30,1,0,1,30,30,대전,59이하,외래,L29,대전_59이하,피부과,내과,0,내과,0.6668076717710475,신경과,0.20502499181028008,피부과,0.05045460294675533,0.6668076717710475,196,0.5-0.7
2,30,1,0,4,30,60,대전,59이하,입원(연인원),I69,대전_59이하,신경과,내과,0,내과,0.7215218489294294,신경과,0.1506655217355791,재활의학과,0.059304762169491876,0.7215218489294294,117,0.7-0.8
2,30,1,0,4,30,60,대전,59이하,입원(연인원),G82,대전_59이하,재활의학과,내과,0,내과,0.7215218489294294,신경과,0.1506655217355791,재활의학과,0.059304762169491876,0.7215218489294294,694,0.7-0.8
2,30,1,0,4,30,60,대전,59이하,입원(연인원),S72,대전_59이하,정형외과,내과,0,내과,0.7215218489294294,신경과,0.1506655217355791,재활의학과,0.059304762169491876,0.7215218489294294,0,0.7-0.8
2,30,1,0,4,30,60,대전,59이하,입원(연인원),S22,대전_59이하,신경외과,내과,0,내과,0.7215218489294294,신경과,0.1506655217355791,재활의학과,0.059304762169491876,0.7215218489294294,42,0.7-0.8
2,30,1,0,4,30,60,대전,59이하,외래,I69,대전_59이하,신경과,내과,0,내과,0.6668076717710475,신경과,0.20502499181028008,피부과,0.05045460294675533,0.6668076717710475,253,0.5-0.7
2,30,1,0,4,30,60,대전,59이하,외래,F03,대전_59이하,신경과,내과,0,내과,0.6668076717710475,신경과,0.20502499181028008,피부과,0.05045460294675533,0.6668076717710475,2,0.5-0.7
2,30,1,0,4,30,60,대전,59이하,외래,R42,대전_59이하,신경과,내과,0,내과,0.6668076717710475,신경과,0.20502499181028008,피부과,0.05045460294675533,0.6668076717710475,203,0.5-0.7
2,30,1,0,4,30,60,대전,59이하,외래,L29,대전_59이하,피부과,내과,0,내과,0.6668076717710475,신경과,0.20502499181028008,피부과,0.05045460294675533,0.6668076717710475,191,0.5-0.7
0,30,1,0,0,30,0,광주,59이하,입원(연인원),S72,광주_59이하,정형외과,내과,0,내과,0.7788719903384119,정형외과,0.08030494236423098,재활의학과,0.05763013285637294,0.7788719903384119,94,0.7-0.8
0,30,1,0,0,30,0,광주,59이하,외래,F00,광주_59이하,신경과,내과,0,내과,0.7917626527032228,신경과,0.09875646559951597,치과,0.030469728240088742,0.7917626527032228,21,0.7-0.8
1,30,1,0,1,30,30,광주,59이하,입원(연인원),G20,광주_59이하,신경과,내과,0,내과,0.7788719903384119,정형외과,0.08030494236423098,재활의학과,0.05763013285637294,0.7788719903384119,211,0.7-0.8
1,30,1,0,1,30,30,광주,59이하,입원(연인원),S72,광주_59이하,정형외과,내과,0,내과,0.7788719903384119,정형외과,0.08030494236423098,재활의학과,0.05763013285637294,0.7788719903384119,48,0.7-0.8
1,30,1,0,1,30,30,광주,59이하,외래,F00,광주_59이하,신경과,내과,0,내과,0.7917626527032228,신경과,0.09875646559951597,치과,0.030469728240088742,0.7917626527032228,17,0.7-0.8
1,30,1,0,1,30,30,광주,59이하,외래,R41,광주_59이하,신경과,내과,0,내과,0.7917626527032228,신경과,0.09875646559951597,치과,0.030469728240088742,0.7917626527032228,64,0.7-0.8
1,30,1,0,1,30,30,광주,59이하,외래,R63,광주_59이하,가정의학과,내과,0,내과,0.7917626527032228,신경과,0.09875646559951597,치과,0.030469728240088742,0.7917626527032228,155,0.7-0.8
2,30,1,0,4,30,60,광주,59이하,입원(연인원),S72,광주_59이하,정형외과,내과,0,내과,0.7788719903384119,정형외과,0.08030494236423098,재활의학과,0.05763013285637294,0.7788719903384119,0,0.7-0.8
2,30,1,0,4,30,60,광주,59이하,입원(연인원),G20,광주_59이하,신경과,내과,0,내과,0.7788719903384119,정형외과,0.08030494236423098,재활의학과,0.05763013285637294,0.7788719903384119,118,0.7-0.8
2,30,1,0,4,30,60,광주,59이하,입원(연인원),I61,광주_59이하,재활의학과,내과,0,내과,0.7788719903384119,정형외과,0.08030494236423098,재활의학과,0.05763013285637294,0.7788719903384119,198,0.7-0.8
2,30,1,0,4,30,60,광주,59이하,외래,F00,광주_59이하,신경과,내과,0,내과,0.7917626527032228,신경과,0.09875646559951597,치과,0.030469728240088742,0.7917626527032228,6,0.7-0.8
2,30,1,0,4,30,60,광주,59이하,외래,R41,광주_59이하,신경과,내과,0,내과,0.7917626527032228,신경과,0.09875646559951597,치과,0.030469728240088742,0.7917626527032228,51,0.7-0.8
0,62,1,0,0,62,0,서울,60-64,입원(연인원),S72,서울_60-64,정형외과,내과,0,내과,0.7791566874546125,정형외과,0.09354466792140477,재활의학과,0.055563916174202005,0.7791566874546125,186,0.7-0.8
0,62,1,0,0,62,0,서울,60-64,외래,R42,서울_60-64,신경과,내과,0,내과,0.5374829263762158,안과,0.20190809075814461,치과,0.11916728900594857,0.5374829263762158,490,0.5-0.7
0,62,1,0,0,62,0,서울,60-64,외래,H35,서울_60-64,안과,내과,0,내과,0.5374829263762158,안과,0.20190809075814461,치과,0.11916728900594857,0.5374829263762158,248,0.5-0.7
1,62,1,0,1,62,62,서울,60-64,입원(연인원),S72,서울_60-64,정형외과,내과,0,내과,0.7791566874546125,정형외과,0.09354466792140477,재활의학과,0.055563916174202005,0.7791566874546125,74,0.7-0.8
1,62,1,0,1,62,62,서울,60-64,입원(연인원),T84,서울_60-64,정형외과,내과,0,내과,0.7791566874546125,정형외과,0.09354466792140477,재활의학과,0.055563916174202005,0.7791566874546125,24,0.7-0.8
1,62,1,0,1,62,62,서울,60-64,외래,H35,서울_60-64,안과,내과,0,내과,0.5374829263762158,안과,0.20190809075814461,치과,0.11916728900594857,0.5374829263762158,269,0.5-0.7
1,62,1,0,1,62,62,서울,60-64,외래,R42,서울_60-64,신경과,내과,0,내과,0.5374829263762158,안과,0.20190809075814461,치과,0.11916728900594857,0.5374829263762158,515,0.5-0.7
1,62,1,0,1,62,62,서울,60-64,외래,H42,서울_60-64,안과,내과,0,내과,0.5374829263762158,안과,0.20190809075814461,치과,0.11916728900594857,0.5374829263762158,372,0.5-0.7
1,62,1,0,1,62,62,서울,60-64,외래,K04,서울_60-64,치과,내과,0,내과,0.5374829263762158,안과,0.20190809075814461,치과,0.11916728900594857,0.5374829263762158,557,0.5-0.7
2,62,1,0,4,62,124,서울,60-64,입원(연인원),G82,서울_60-64,재활의학과,내과,0,내과,0.7791566874546125,정형외과,0.09354466792140477,재활의학과,0.055563916174202005,0.7791566874546125,435,0.7-0.8
2,62,1,0,4,62,124,서울,60-64,입원(연인원),S72,서울_60-64,정형외과,내과,0,내과,0.7791566874546125,정형외과,0.09354466792140477,재활의학과,0.055563916174202005,0.7791566874546125,30,0.7-0.8
2,62,1,0,4,62,124,서울,60-64,외래,R42,서울_60-64,신경과,내과,0,내과,0.5374829263762158,안과,0.20190809075814461,치과,0.11916728900594857,0.5374829263762158,556,0.5-0.7
2,62,1,0,4,62,124,서울,60-64,외래,H35,서울_60-64,안과,내과,0,내과,0.5374829263762158,안과,0.20190809075814461,치과,0.11916728900594857,0.5374829263762158,223,0.5-0.7
2,62,1,0,4,62,124,서울,60-64,외래,K04,서울_60-64,치과,내과,0,내과,0.5374829263762158,안과,0.20190809075814461,치과,0.11916728900594857,0.5374829263762158,574,0.5-0.7
2,62,1,0,4,62,124,서울,60-64,외래,H42,서울_60-64,안과,내과,0,내과,0.5374829263762158,안과,0.20190809075814461,치과,0.11916728900594857,0.5374829263762158,308,0.5-0.7
0,62,1,0,0,62,0,부산,60-64,입원(연인원),S46,부산_60-64,정형외과,내과,0,내과,0.7753308173802544,정형외과,0.07530033465270398,재활의학과,0.05778149152404182,0.7753308173802544,331,0.7-0.8
0,62,1,0,0,62,0,부산,60-64,입원(연인원),I69,부산_60-64,신경과,내과,0,내과,0.7753308173802544,정형외과,0.07530033465270398,재활의학과,0.05778149152404182,0.7753308173802544,0,0.7-0.8
0,62,1,0,0,62,0,부산,60-64,입원(연인원),M50,부산_60-64,재활의학과,내과,0,내과,0.7753308173802544,정형외과,0.07530033465270398,재활의학과,0.05778149152404182,0.7753308173802544,139,0.7-0.8
0,62,1,0,0,62,0,부산,60-64,입원(연인원),M43,부산_60-64,정형외과,내과,0,내과,0.7753308173802544,정형외과,0.07530033465270398,재활의학과,0.05778149152404182,0.7753308173802544,146,0.7-0.8
0,62,1,0,0,62,0,부산,60-64,외래,L29,부산_60-64,피부과,내과,0,내과,0.5528952611871295,안과,0.18601662137208289,치과,0.07647490181285596,0.5528952611871295,273,0.5-0.7
