"부서명","순위","질병코드","상병명","실인원"
"심장내과","13","E87","수분, 전해질 및 산-염기균형의 기타 장애","1"
"심장내과","13","G12","척수성 근위축 및 관련 증후군","1"
"심장내과","13","I69","뇌혈관질환의 후유증","1"
"심장내과","13","R52","달리 분류되지 않은 통증","1"
"심장내과","13","A41","기타 패혈증","1"
"심장내과","13","R53","병감 및 피로","1"
"안과","1","H25","노년백내장","112"
"외과","1","I83","하지의 정맥류","68"
"외과","2","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","61"
"외과","3","N18","만성 신장병","57"
"외과","4","K64","치핵 및 항문주위정맥혈전증","50"
"외과","5","K40","사타구니탈장","45"
"외과","6","K80","담석증","29"
"외과","7","K35","급성 충수염","28"
"외과","7","C18","결장의 악성 신생물","28"
"외과","9","K81","담낭염","25"
"외과","10","S22","늑골, 흉골 및 흉추의 골절","20"
"외과","11","I70","죽상경화증","13"
"외과","12","K56","탈장이 없는 마비성 장폐색증 및 장폐색","11"
"외과","13","K62","항문 및 직장의 기타 질환","9"
"외과","13","K60","항문 및 직장부의 열창 및 누공","9"
"외과","15","K82","담낭의 기타 질환","8"
"외과","16","K57","장의 게실병","6"
"외과","16","C19","직장구불결장접합부의 악성 신생물","6"
"외과","18","D12","결장, 직장, 항문 및 항문관의 양성 신생물","5"
"외과","18","Z08","악성 신생물에 대한 치료후 추적검사","5"
"외과","18","I74","동맥색전증 및 혈전증","5"
"이비인후과","1","J32","만성 부비동염","22"
"이비인후과","2","J34","코 및 비동의 기타 장애","15"
"이비인후과","3","H90","전음성 및 감각신경성 청력소실","9"
"이비인후과","4","J38","달리 분류되지 않은 성대 및 후두의 질환","6"
"이비인후과","5","B49","상세불명의 진균증","5"
"이비인후과","6","K11","침샘의 질환","4"
"이비인후과","6","D10","입 및 인두의 양성 신생물","4"
"이비인후과","8","J03","급성 편도염","2"
"이비인후과","8","J36","편도주위농양","2"
"이비인후과","8","L02","피부의 농양, 종기 및 큰종기","2"
"이비인후과","11","J35","편도 및 아데노이드의 만성 질환","1"
"이비인후과","11","K22","식도의 기타 질환","1"
"이비인후과","11","R42","어지럼증 및 어지럼","1"
"이비인후과","11","J00","급성 비인두염[감기]","1"
"이비인후과","11","J33","코폴립","1"
"이비인후과","11","H65","비화농성 중이염","1"
"이비인후과","11","K09","달리 분류되지 않은 구강영역의 낭","1"
"이비인후과","11","D14","중이 및 호흡계통의 양성 신생물","1"
"이비인후과","11","K12","구내염 및 관련 병변","1"
"이비인후과","11","H91","기타 청력소실","1"
"이비인후과","11","C77","림프절의 이차성 및 상세불명의 악성 신생물","1"
"재활의학과","1","M54","등통증","30"
"재활의학과","2","M51","기타 추간판장애","14"
"재활의학과","3","G81","편마비","12"
"재활의학과","4","G82","하반신마비 및 사지마비","7"
"재활의학과","5","I69","뇌혈관질환의 후유증","6"
"재활의학과","6","M75","어깨병변","5"
"재활의학과","7","M17","무릎관절증","4"
"재활의학과","8","G63","달리 분류된 질환에서의 다발신경병증","3"
"재활의학과","9","M50","경추간판장애","2"
"재활의학과","9","G54","신경근 및 신경총 장애","2"
"재활의학과","9","M96","달리 분류되지 않은 처치후 근골격장애","2"
"재활의학과","9","M48","기타 척추병증","2"
"재활의학과","13","G62","기타 다발신경병증","1"
"재활의학과","13","S78","엉덩이 및 대퇴의 외상성 절단","1"
"재활의학과","13","Z50","재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람","1"
"재활의학과","13","M13","기타 관절염","1"
"재활의학과","13","G83","기타 마비증후군","1"
"재활의학과","13","S72","대퇴골의 골절","1"
"정형외과","1","M48","기타 척추병증","756"
"정형외과","2","M96","달리 분류되지 않은 처치후 근골격장애","133"
"정형외과","2","M51","기타 추간판장애","133"
"정형외과","4","M17","무릎관절증","126"
"정형외과","5","M43","기타 변형성 등병증","113"
"정형외과","6","M75","어깨병변","101"
"정형외과","7","S32","요추 및 골반의 골절","45"
"정형외과","8","Z47","기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람","32"
"정형외과","9","S22","늑골, 흉골 및 흉추의 골절","28"
"정형외과","9","S72","대퇴골의 골절","28"
"정형외과","11","S42","어깨 및 위팔의 골절","24"
"정형외과","12","S82","발목을 포함한 아래다리의 골절","23"
"정형외과","13","M23","무릎의 내부장애","21"
"정형외과","14","S92","발목을 제외한 발의 골절","19"
"정형외과","14","S52","아래팔의 골절","19"
"정형외과","16","M84","골연속성의 장애","15"
"정형외과","17","E11","2형 당뇨병","13"
"정형외과","18","L03","연조직염","12"
"정형외과","19","S46","어깨 및 위팔 부위의 근육 및 힘줄의 손상","9"
"정형외과","20","M41","척주측만증","8"
"정형외과","20","M87","골괴사","8"
"정형외과","20","M71","기타 윤활낭병증","8"
"호흡기내과","1","U07","U07의 응급사용","163"
"호흡기내과","2","J18","상세불명 병원체의 폐렴","71"
"호흡기내과","3","J44","기타 만성 폐색성 폐질환","23"
"호흡기내과","4","C34","기관지 및 폐의 악성 신생물","7"
"호흡기내과","5","A15","세균학적 및 조직학적으로 확인된 호흡기결핵","6"
"호흡기내과","5","J45","천식","6"
"호흡기내과","7","J98","기타 호흡장애","5"
"호흡기내과","7","R04","기도출혈","5"
"호흡기내과","9","E11","2형 당뇨병","4"
"호흡기내과","9","N39","비뇨계통의 기타 장애","4"
"호흡기내과","11","A16","세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵","3"
"호흡기내과","11","J84","기타 간질성 폐질환","3"
"호흡기내과","11","J20","급성 기관지염","3"
"호흡기내과","11","R50","기타 및 원인미상의 열","3"
"호흡기내과","15","R09","순환계통 및 호흡계통의 기타 증상 및 징후","2"
"호흡기내과","15","J93","기흉","2"
"호흡기내과","15","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","2"
"호흡기내과","15","J69","고체 및 액체에 의한 폐렴","2"
"호흡기내과","19","J12","달리 분류되지 않은 바이러스폐렴","1"
"호흡기내과","19","J70","기타 외부요인에 의한 호흡기병태","1"
"호흡기내과","19","J90","달리 분류되지 않은 흉막삼출액","1"
"호흡기내과","19","D38","중이, 호흡기관, 흉곽내기관의 행동양식 불명 또는 미상의 신생물","1"
"호흡기내과","19","J10","확인된 계절성 인플루엔자바이러스에 의한 인플루엔자","1"
"호흡기내과","19","J02","급성 인두염","1"
"호흡기내과","19","F11","아편유사제 사용에 의한 정신 및 행동 장애","1"
"호흡기내과","19","I20","협심증","1"
"호흡기내과","19","R53","병감 및 피로","1"
"호흡기내과","19","I61","뇌내출혈","1"
"호흡기내과","19","A04","기타 세균성 장감염","1"
"호흡기내과","19","C22","간 및 간내 담관의 악성 신생물","1"
"호흡기내과","19","K25","위궤양","1"
"호흡기내과","19","J40","급성인지 만성인지 명시되지 않은 기관지염","1"
"호흡기내과","19","I27","기타 폐성 심장질환","1"
"호흡기내과","19","J32","만성 부비동염","1"
"호흡기내과","19","I26","폐색전증","1"
"호흡기내과","19","J60","탄광부진폐증","1"
"호흡기내과","19","K31","위 및 십이지장의 기타 질환","1"
"호흡기내과","19","J47","기관지확장증","1"
"호흡기내과","19","N10","급성 세뇨관-간질신장염","1"
"호흡기내과","19","J96","달리 분류되지 않은 호흡부전","1"
"호흡기내과","19","M10","통풍","1"
"호흡기내과","19","I50","심부전","1"
"호흡기내과","19","A31","기타 형태의 마이코박테리아에 의한 감염","1"
"호흡기내과","19","K55","장의 혈관장애","1"
