"부서명","순위","질병코드","상병명","실인원"
"신경과","6","I67","기타 뇌혈관질환","2"
"신경과","6","G20","파킨슨병","2"
"신경과","9","G51","안면신경장애","1"
"신경과","9","I95","저혈압","1"
"신경과","9","G12","척수성 근위축 및 관련 증후군","1"
"신경과","9","F03","상세불명의 치매","1"
"신경과","9","E51","티아민결핍","1"
"신경과","9","I61","뇌내출혈","1"
"신경과","9","G40","뇌전증","1"
"신경과","9","R55","실신 및 허탈","1"
"신경외과","1","M51","기타 추간판장애","196"
"신경외과","2","M48","기타 척추병증","157"
"신경외과","3","S32","요추 및 골반의 골절","63"
"신경외과","4","M50","경추간판장애","58"
"신경외과","5","M96","달리 분류되지 않은 처치후 근골격장애","47"
"신경외과","6","S22","늑골, 흉골 및 흉추의 골절","31"
"신경외과","7","S06","두개내손상","23"
"신경외과","8","M43","기타 변형성 등병증","21"
"신경외과","9","M47","척추증","13"
"신경외과","10","I61","뇌내출혈","10"
"신경외과","11","I69","뇌혈관질환의 후유증","7"
"신경외과","12","I63","뇌경색증","6"
"신경외과","13","T08","척추의 상세불명 부위의 골절","5"
"신경외과","14","S12","목의 골절","4"
"신경외과","14","M54","등통증","4"
"신경외과","16","S33","요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","3"
"신경외과","16","I60","지주막하출혈","3"
"신경외과","18","G40","뇌전증","2"
"신경외과","18","T91","목 및 몸통 손상의 후유증","2"
"신경외과","18","M53","달리 분류되지 않은 기타 등병증","2"
"신경외과","18","D33","뇌 및 중추신경계통의 기타 부분의 양성 신생물","2"
"신경외과","18","M46","기타 염증성 척추병증","2"
"신경외과","18","C79","기타 및 상세불명 부위의 이차성 악성 신생물","2"
"신경외과","18","S13","목부위의 관절 및 인대의 탈구, 염좌 및 긴장","2"
"신장내과","1","N18","만성 신장병","83"
"신장내과","2","N17","급성 신부전","16"
"신장내과","3","E87","수분, 전해질 및 산-염기균형의 기타 장애","10"
"신장내과","4","N10","급성 세뇨관-간질신장염","8"
"신장내과","5","E11","2형 당뇨병","6"
"신장내과","5","N39","비뇨계통의 기타 장애","6"
"신장내과","7","E14","상세불명의 당뇨병","4"
"신장내과","8","R60","달리 분류되지 않은 부종","3"
"신장내과","9","C23","담낭의 악성 신생물","2"
"신장내과","9","M62","근육의 기타 장애","2"
"신장내과","9","E10","1형 당뇨병","2"
"신장내과","9","N04","신증후군","2"
"신장내과","9","N30","방광염","2"
"신장내과","14","J69","고체 및 액체에 의한 폐렴","1"
"신장내과","14","D47","림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물","1"
"신장내과","14","I26","폐색전증","1"
"신장내과","14","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","1"
"신장내과","14","E83","무기질대사장애","1"
"신장내과","14","R35","다뇨","1"
"신장내과","14","N00","급성 신염증후군","1"
"신장내과","14","A41","기타 패혈증","1"
"안과","1","H25","노년백내장","247"
"외과","1","K40","사타구니탈장","45"
"외과","2","K80","담석증","44"
"외과","3","C18","결장의 악성 신생물","20"
"외과","4","S22","늑골, 흉골 및 흉추의 골절","11"
"외과","4","K35","급성 충수염","11"
"외과","6","I83","하지의 정맥류","8"
"외과","6","C16","위의 악성 신생물","8"
"외과","8","K82","담낭의 기타 질환","6"
"외과","8","J93","기흉","6"
"외과","10","K56","탈장이 없는 마비성 장폐색증 및 장폐색","5"
"외과","10","K64","치핵 및 항문주위정맥혈전증","5"
"외과","12","K81","담낭염","4"
"외과","13","K60","항문 및 직장부의 열창 및 누공","3"
"외과","13","C19","직장구불결장접합부의 악성 신생물","3"
"외과","15","D17","양성 지방종성 신생물","2"
"외과","15","D13","기타 및 부위불명의 소화계통의 양성 신생물","2"
"외과","15","L89","욕창궤양 및 압박부위","2"
"외과","15","I73","기타 말초혈관질환","2"
"외과","19","C21","항문 및 항문관의 악성 신생물","1"
"외과","19","T25","발목 및 발의 화상 및 부식","1"
"외과","19","K66","복막의 기타 장애","1"
"외과","19","C20","직장의 악성 신생물","1"
"외과","19","D48","기타 및 상세불명 부위의 행동양식 불명 또는 미상의 신생물","1"
"외과","19","R10","복부 및 골반 통증","1"
"외과","19","K43","복벽탈장","1"
"외과","19","D34","갑상선의 양성 신생물","1"
"외과","19","T81","달리 분류되지 않은 처치의 합병증","1"
"외과","19","K61","항문 및 직장부의 농양","1"
"외과","19","L03","연조직염","1"
"외과","19","T14","상세불명의 신체부위의 손상","1"
"이비인후과","1","H91","기타 청력소실","16"
"이비인후과","2","J33","코폴립","9"
"이비인후과","3","H81","전정기능의 장애","6"
"이비인후과","3","J32","만성 부비동염","6"
"이비인후과","5","J34","코 및 비동의 기타 장애","3"
"이비인후과","6","J05","급성 폐색성 후두염[크룹] 및 후두개염","1"
"이비인후과","6","K11","침샘의 질환","1"
"이비인후과","6","J30","혈관운동성 및 앨러지성 비염","1"
"이비인후과","6","J31","만성 비염, 비인두염 및 인두염","1"
"이비인후과","6","J38","달리 분류되지 않은 성대 및 후두의 질환","1"
"이비인후과","6","J36","편도주위농양","1"
"이비인후과","6","J03","급성 편도염","1"
"이비인후과","6","M86","골수염","1"
"이비인후과","6","S02","두개골 및 안면골의 골절","1"
"이비인후과","6","G51","안면신경장애","1"
"재활의학과","1","G81","편마비","48"
"재활의학과","2","I63","뇌경색증","43"
"재활의학과","3","I69","뇌혈관질환의 후유증","34"
"재활의학과","4","G82","하반신마비 및 사지마비","14"
"재활의학과","5","I61","뇌내출혈","7"
"재활의학과","6","G20","파킨슨병","6"
"재활의학과","7","S06","두개내손상","4"
"재활의학과","8","M48","기타 척추병증","3"
"재활의학과","9","M50","경추간판장애","2"
"재활의학과","9","G95","척수의 기타 질환","2"
"재활의학과","9","R25","이상불수의운동","2"
"재활의학과","9","F01","혈관성 치매","2"
"재활의학과","9","T09","척추 및 몸통의 상세불명 부위의 기타 손상","2"
"재활의학과","14","S72","대퇴골의 골절","1"
"재활의학과","14","S14","목부위의 신경 및 척수의 손상","1"
"재활의학과","14","G83","기타 마비증후군","1"
"재활의학과","14","Z96","기타 기능성 삽입물의 존재","1"
"재활의학과","14","M54","등통증","1"
"재활의학과","14","G12","척수성 근위축 및 관련 증후군","1"
"재활의학과","14","G37","중추신경계통의 기타 탈수초질환","1"
"정형외과","1","M48","기타 척추병증","177"
"정형외과","2","M17","무릎관절증","149"
"정형외과","3","S46","어깨 및 위팔 부위의 근육 및 힘줄의 손상","112"
"정형외과","4","M75","어깨병변","109"
"정형외과","5","S82","발목을 포함한 아래다리의 골절","25"
"정형외과","6","L03","연조직염","21"
"정형외과","7","S42","어깨 및 위팔의 골절","19"
"정형외과","8","M15","다발관절증","18"
"정형외과","8","S72","대퇴골의 골절","18"
"정형외과","10","S92","발목을 제외한 발의 골절","16"
"정형외과","11","Z47","기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람","12"
"정형외과","12","S52","아래팔의 골절","11"
"정형외과","12","S83","무릎의 관절 및 인대의 탈구, 염좌 및 긴장","11"
"정형외과","14","G56","팔의 단일신경병증","9"
"정형외과","15","M77","기타 골부착부병증","8"
"정형외과","16","S43","견갑대의 관절 및 인대의 탈구, 염좌 및 긴장","7"
"정형외과","16","M00","화농성 관절염","7"
"정형외과","18","D48","기타 및 상세불명 부위의 행동양식 불명 또는 미상의 신생물","6"
"정형외과","18","M23","무릎의 내부장애","6"
"정형외과","20","M20","손가락 및 발가락의 후천변형","5"
"정형외과","20","M71","기타 윤활낭병증","5"
"호흡기내과","1","J18","상세불명 병원체의 폐렴","169"
"호흡기내과","2","J44","기타 만성 폐색성 폐질환","36"
"호흡기내과","3","C34","기관지 및 폐의 악성 신생물","17"
"호흡기내과","4","J90","달리 분류되지 않은 흉막삼출액","9"
"호흡기내과","5","A41","기타 패혈증","7"
"호흡기내과","6","A15","세균학적 및 조직학적으로 확인된 호흡기결핵","6"
"호흡기내과","7","J84","기타 간질성 폐질환","3"
"호흡기내과","7","J85","폐 및 종격의 농양","3"
"호흡기내과","7","J45","천식","3"
"호흡기내과","10","J91","달리 분류된 병태에서의 흉막삼출액","2"
"호흡기내과","10","A31","기타 형태의 마이코박테리아에 의한 감염","2"
"호흡기내과","10","J96","달리 분류되지 않은 호흡부전","2"
"호흡기내과","10","R91","폐의 진단영상검사상 이상소견","2"
"호흡기내과","10","J20","급성 기관지염","2"
"호흡기내과","10","J69","고체 및 액체에 의한 폐렴","2"
"호흡기내과","16","A16","세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵","1"
"호흡기내과","16","J11","바이러스가 확인되지 않은 인플루엔자","1"
"호흡기내과","16","N17","급성 신부전","1"
"호흡기내과","16","S06","두개내손상","1"
"호흡기내과","16","R04","기도출혈","1"
"호흡기내과","16","B90","결핵의 후유증","1"
"호흡기내과","16","R06","호흡의 이상","1"
"호흡기내과","16","N10","급성 세뇨관-간질신장염","1"
