"부서명","순위","질병코드","상병명","실인원"
"소화기내과","4","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","47"
"소화기내과","5","K25","위궤양","27"
"소화기내과","6","K83","담도의 기타 질환","23"
"소화기내과","7","K63","장의 기타 질환","21"
"소화기내과","8","K21","위-식도역류병","19"
"소화기내과","9","K92","소화계통의 기타 질환","17"
"소화기내과","10","K85","급성 췌장염","13"
"소화기내과","10","C16","위의 악성 신생물","13"
"소화기내과","12","K75","기타 염증성 간질환","12"
"소화기내과","12","K74","간의 섬유증 및 경변증","12"
"소화기내과","12","D12","결장, 직장, 항문 및 항문관의 양성 신생물","12"
"소화기내과","15","K86","췌장의 기타 질환","10"
"소화기내과","15","K76","간의 기타 질환","10"
"소화기내과","15","K29","위염 및 십이지장염","10"
"소화기내과","18","K26","십이지장궤양","9"
"소화기내과","18","D37","구강 및 소화기관의 행동양식 불명 또는 미상의 신생물","9"
"소화기내과","20","K59","기타 기능성 장장애","7"
"소화기내과","20","C24","담도의 기타 및 상세불명 부분의 악성 신생물","7"
"순환기내과","1","I20","협심증","382"
"순환기내과","2","I48","심방세동 및 조동","72"
"순환기내과","3","I21","급성 심근경색증","62"
"순환기내과","4","I50","심부전","60"
"순환기내과","5","I10","본태성(원발성) 고혈압","36"
"순환기내과","6","I70","죽상경화증","29"
"순환기내과","7","E11","2형 당뇨병","23"
"순환기내과","8","I25","만성 허혈심장병","15"
"순환기내과","9","I42","심근병증","14"
"순환기내과","10","R55","실신 및 허탈","11"
"순환기내과","11","I35","비류마티스성 대동맥판장애","9"
"순환기내과","12","I44","방실차단 및 좌각차단","8"
"순환기내과","13","Z95","심장 및 혈관 삽입물 및 이식편의 존재","7"
"순환기내과","13","K21","위-식도역류병","7"
"순환기내과","13","I73","기타 말초혈관질환","7"
"순환기내과","13","I71","대동맥동맥류 및 박리","7"
"순환기내과","17","I49","기타 심장부정맥","6"
"순환기내과","17","D50","철결핍빈혈","6"
"순환기내과","19","I31","심장막의 기타 질환","5"
"순환기내과","19","I26","폐색전증","5"
"순환기내과","19","J44","기타 만성 폐색성 폐질환","5"
"순환기내과","19","A41","기타 패혈증","5"
"순환기내과","19","N17","급성 신부전","5"
"신경과","1","I63","뇌경색증","158"
"신경과","2","G43","편두통","90"
"신경과","3","R42","어지럼증 및 어지럼","89"
"신경과","4","R51","두통","74"
"신경과","5","H81","전정기능의 장애","42"
"신경과","6","G20","파킨슨병","35"
"신경과","7","I69","뇌혈관질환의 후유증","29"
"신경과","8","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착","25"
"신경과","9","I67","기타 뇌혈관질환","24"
"신경과","10","G51","안면신경장애","21"
"신경과","11","F00","알츠하이머병에서의 치매(G30-+)","20"
"신경과","12","G45","일과성 뇌허혈발작 및 관련 증후군","19"
"신경과","13","R55","실신 및 허탈","17"
"신경과","13","R41","인지기능 및 자각에 관련된 기타 증상 및 징후","17"
"신경과","15","R25","이상불수의운동","11"
"신경과","16","G44","기타 두통증후군","9"
"신경과","17","G21","이차성 파킨슨증","8"
"신경과","17","R56","달리 분류되지 않은 경련","8"
"신경과","17","G25","기타 추체외로 및 운동 장애","8"
"신경과","20","I66","뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착","7"
"신경과","20","H49","마비성 사시","7"
"신경외과","1","M48","기타 척추병증","244"
"신경외과","2","S32","요추 및 골반의 골절","82"
"신경외과","3","M51","기타 추간판장애","66"
"신경외과","4","S06","두개내손상","55"
"신경외과","5","S22","늑골, 흉골 및 흉추의 골절","42"
"신경외과","6","M47","척추증","32"
"신경외과","7","M96","달리 분류되지 않은 처치후 근골격장애","26"
"신경외과","8","M50","경추간판장애","23"
"신경외과","9","M43","기타 변형성 등병증","16"
"신경외과","10","M54","등통증","15"
"신경외과","11","S33","요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","13"
"신경외과","12","I61","뇌내출혈","9"
"신경외과","13","M99","달리 분류되지 않은 생체역학적 병변","7"
"신경외과","14","G95","척수의 기타 질환","6"
"신경외과","15","M46","기타 염증성 척추병증","5"
"신경외과","16","R51","두통","4"
"신경외과","16","S13","목부위의 관절 및 인대의 탈구, 염좌 및 긴장","4"
"신경외과","16","C79","기타 및 상세불명 부위의 이차성 악성 신생물","4"
"신경외과","19","G06","두개내 및 척추내 농양 및 육아종","2"
"신경외과","19","D33","뇌 및 중추신경계통의 기타 부분의 양성 신생물","2"
"신경외과","19","M41","척주측만증","2"
"신경외과","19","H53","시각장애","2"
"신경외과","19","M80","병적 골절을 동반한 골다공증","2"
"신경외과","19","I60","지주막하출혈","2"
"신경외과","19","S00","머리의 표재성 손상","2"
"신경외과","19","I67","기타 뇌혈관질환","2"
"신장내과","1","Z49","투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람","83"
"신장내과","2","N18","만성 신장병","66"
"신장내과","3","N10","급성 세뇨관-간질신장염","26"
"신장내과","4","N17","급성 신부전","22"
"신장내과","5","E87","수분, 전해질 및 산-염기균형의 기타 장애","15"
"신장내과","6","N39","비뇨계통의 기타 장애","12"
"신장내과","7","E11","2형 당뇨병","10"
"신장내과","8","A41","기타 패혈증","9"
"신장내과","9","R60","달리 분류되지 않은 부종","6"
"신장내과","10","R80","고립된 단백뇨","4"
"신장내과","11","J69","고체 및 액체에 의한 폐렴","3"
"신장내과","11","M62","근육의 기타 장애","3"
"신장내과","11","J15","달리 분류되지 않은 세균성 폐렴","3"
"신장내과","14","N30","방광염","2"
"신장내과","14","J18","상세불명 병원체의 폐렴","2"
"신장내과","14","N13","폐색성 및 역류성 요로병증","2"
"신장내과","17","I95","저혈압","1"
"신장내과","17","R31","상세불명의 혈뇨","1"
"신장내과","17","J42","상세불명의 만성 기관지염","1"
"신장내과","17","K80","담석증","1"
"신장내과","17","I50","심부전","1"
"신장내과","17","C64","신우를 제외한 신장의 악성 신생물","1"
"신장내과","17","T78","달리 분류되지 않은 유해작용","1"
"신장내과","17","C80","부위의 명시가 없는 악성 신생물","1"
"신장내과","17","N05","상세불명의 신염증후군","1"
"신장내과","17","C67","방광의 악성 신생물","1"
"신장내과","17","E22","뇌하수체의 기능항진","1"
"신장내과","17","I46","심장정지","1"
"신장내과","17","N04","신증후군","1"
"신장내과","17","C22","간 및 간내 담관의 악성 신생물","1"
"신장내과","17","M71","기타 윤활낭병증","1"
"신장내과","17","J09","확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자","1"
"신장내과","17","D47","림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물","1"
"신장내과","17","N28","달리 분류되지 않은 신장 및 요관의 기타 장애","1"
"신장내과","17","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","1"
"신장내과","17","I35","비류마티스성 대동맥판장애","1"
"신장내과","17","E10","1형 당뇨병","1"
"신장내과","17","K72","달리 분류되지 않은 간부전","1"
"신장내과","17","I10","본태성(원발성) 고혈압","1"
"신장내과","17","U82","베타락탐항생제 내성","1"
"신장내과","17","E14","상세불명의 당뇨병","1"
"신장내과","17","D63","달리 분류된 만성 질환에서의 빈혈","1"
"신장내과","17","I21","급성 심근경색증","1"
"신장내과","17","N15","기타 신세뇨관-간질질환","1"
"신장내과","17","A17","신경계통의 결핵","1"
"신장내과","17","N19","상세불명의 신부전","1"
"신장내과","17","E78","지질단백질대사장애 및 기타 지질증","1"
"안과","1","H25","노년백내장","747"
"안과","2","H21","홍채 및 섬모체의 기타 장애","1"
"안과","2","H26","기타 백내장","1"
"외과","1","K40","사타구니탈장","72"
"외과","2","K80","담석증","69"
"외과","3","K35","급성 충수염","56"
"외과","4","K64","치핵 및 항문주위정맥혈전증","45"
"외과","5","C16","위의 악성 신생물","43"
"외과","6","K81","담낭염","40"
"외과","7","C18","결장의 악성 신생물","35"
"외과","8","I83","하지의 정맥류","34"
"외과","9","S22","늑골, 흉골 및 흉추의 골절","29"
"외과","10","K56","탈장이 없는 마비성 장폐색증 및 장폐색","21"
"외과","11","K60","항문 및 직장부의 열창 및 누공","20"
"외과","12","K62","항문 및 직장의 기타 질환","14"
"외과","13","L89","욕창궤양 및 압박부위","13"
"외과","13","D13","기타 및 부위불명의 소화계통의 양성 신생물","13"
"외과","15","L03","연조직염","11"
"외과","15","C20","직장의 악성 신생물","11"
"외과","15","C25","췌장의 악성 신생물","11"
"외과","18","K36","기타 충수염","10"
"외과","19","C73","갑상선의 악성 신생물","9"
"외과","19","D12","결장, 직장, 항문 및 항문관의 양성 신생물","9"
"응급의학과","1","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","26"
"응급의학과","2","R42","어지럼증 및 어지럼","17"
"응급의학과","3","R53","병감 및 피로","13"
"응급의학과","3","H81","전정기능의 장애","13"
"응급의학과","5","S22","늑골, 흉골 및 흉추의 골절","11"
"응급의학과","6","C34","기관지 및 폐의 악성 신생물","7"
"응급의학과","7","E11","2형 당뇨병","6"
"응급의학과","8","C16","위의 악성 신생물","5"
"응급의학과","8","M48","기타 척추병증","5"
"응급의학과","8","B02","대상포진","5"
"응급의학과","8","T14","상세불명의 신체부위의 손상","5"
"응급의학과","8","S33","요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","5"
"응급의학과","8","T00","여러 신체부위를 침범한 표재성 손상","5"
"응급의학과","8","K21","위-식도역류병","5"
"응급의학과","15","S01","머리의 열린상처","4"
"응급의학과","15","M54","등통증","4"
"응급의학과","15","G56","팔의 단일신경병증","4"
"응급의학과","18","K56","탈장이 없는 마비성 장폐색증 및 장폐색","3"
"응급의학과","18","S13","목부위의 관절 및 인대의 탈구, 염좌 및 긴장","3"
"응급의학과","18","N39","비뇨계통의 기타 장애","3"
"응급의학과","18","M89","뼈의 기타 장애","3"
"응급의학과","18","S32","요추 및 골반의 골절","3"
"응급의학과","18","R51","두통","3"
"응급의학과","18","N30","방광염","3"
"응급의학과","18","S93","발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장","3"
"응급의학과","18","S06","두개내손상","3"
"응급의학과","18","C25","췌장의 악성 신생물","3"
"응급의학과","18","K86","췌장의 기타 질환","3"
"이비인후과","1","J30","혈관운동성 및 앨러지성 비염","1"
"이비인후과","1","H91","기타 청력소실","1"
"이비인후과","1","H81","전정기능의 장애","1"
"재활의학과","1","I63","뇌경색증","98"
"재활의학과","2","M48","기타 척추병증","48"
"재활의학과","3","I61","뇌내출혈","22"
"재활의학과","4","I69","뇌혈관질환의 후유증","21"
"재활의학과","5","M75","어깨병변","20"
"재활의학과","6","G95","척수의 기타 질환","15"
"재활의학과","7","M51","기타 추간판장애","14"
"재활의학과","8","G20","파킨슨병","11"
"재활의학과","8","M17","무릎관절증","11"
"재활의학과","10","G82","하반신마비 및 사지마비","10"
"재활의학과","11","S06","두개내손상","8"
"재활의학과","12","S72","대퇴골의 골절","7"
"재활의학과","12","I62","기타 비외상성 두개내출혈","7"
"재활의학과","14","G62","기타 다발신경병증","6"
"재활의학과","14","G21","이차성 파킨슨증","6"
"재활의학과","16","I60","지주막하출혈","5"
"재활의학과","17","T09","척추 및 몸통의 상세불명 부위의 기타 손상","4"
"재활의학과","17","S14","목부위의 신경 및 척수의 손상","4"
"재활의학과","17","M54","등통증","4"
"재활의학과","17","M19","기타 관절증","4"
"정형외과","1","M17","무릎관절증","153"
"정형외과","2","M75","어깨병변","99"
"정형외과","3","S72","대퇴골의 골절","78"
"정형외과","4","M48","기타 척추병증","72"
"정형외과","5","S82","발목을 포함한 아래다리의 골절","43"
"정형외과","6","S52","아래팔의 골절","40"
"정형외과","7","M20","손가락 및 발가락의 후천변형","29"
"정형외과","8","S92","발목을 제외한 발의 골절","24"
"정형외과","8","S42","어깨 및 위팔의 골절","24"
"정형외과","10","S83","무릎의 관절 및 인대의 탈구, 염좌 및 긴장","20"
"정형외과","11","L03","연조직염","17"
"정형외과","12","I70","죽상경화증","16"
"정형외과","13","M19","기타 관절증","15"
"정형외과","14","T84","내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증","14"
"정형외과","15","M13","기타 관절염","13"
"정형외과","16","S93","발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장","12"
"정형외과","17","M86","골수염","11"
"정형외과","18","G56","팔의 단일신경병증","10"
"정형외과","18","M23","무릎의 내부장애","10"
"정형외과","18","S62","손목 및 손부위의 골절","10"
"혈액종양내과","1","C18","결장의 악성 신생물","67"
"혈액종양내과","2","C20","직장의 악성 신생물","40"
"혈액종양내과","3","C25","췌장의 악성 신생물","36"
"혈액종양내과","4","C16","위의 악성 신생물","35"
"혈액종양내과","5","C22","간 및 간내 담관의 악성 신생물","32"
"혈액종양내과","6","D64","기타 빈혈","25"
"혈액종양내과","7","D72","백혈구의 기타 장애","22"
"혈액종양내과","8","C85","기타 및 상세불명 유형의 비호지킨림프종","14"
"혈액종양내과","9","C34","기관지 및 폐의 악성 신생물","9"
"혈액종양내과","10","D47","림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물","8"
"혈액종양내과","11","D46","골수형성이상증후군","7"
"혈액종양내과","12","D69","자반 및 기타 출혈성 병태","4"
"혈액종양내과","12","D75","혈액 및 조혈기관의 기타 질환","4"
"혈액종양내과","12","C24","담도의 기타 및 상세불명 부분의 악성 신생물","4"
"혈액종양내과","12","C61","전립선의 악성 신생물","4"
"혈액종양내과","12","D61","기타 무형성빈혈","4"
"혈액종양내과","17","C92","골수성 백혈병","3"
"혈액종양내과","17","D45","진성 적혈구증가증","3"
"혈액종양내과","17","J18","상세불명 병원체의 폐렴","3"
"혈액종양내과","17","C90","다발골수종 및 악성 형질세포신생물","3"
"호흡기내과","1","J18","상세불명 병원체의 폐렴","155"
"호흡기내과","2","J44","기타 만성 폐색성 폐질환","82"
"호흡기내과","3","J69","고체 및 액체에 의한 폐렴","71"
"호흡기내과","4","C34","기관지 및 폐의 악성 신생물","64"
"호흡기내과","5","A16","세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵","14"
"호흡기내과","6","J84","기타 간질성 폐질환","13"
"호흡기내과","7","A15","세균학적 및 조직학적으로 확인된 호흡기결핵","12"
"호흡기내과","8","J45","천식","9"
"호흡기내과","9","J15","달리 분류되지 않은 세균성 폐렴","8"
"호흡기내과","10","J90","달리 분류되지 않은 흉막삼출액","6"
"호흡기내과","10","R04","기도출혈","6"
"호흡기내과","12","J86","농흉","5"
"호흡기내과","12","N10","급성 세뇨관-간질신장염","5"
"호흡기내과","14","J11","바이러스가 확인되지 않은 인플루엔자","4"
"호흡기내과","15","I50","심부전","3"
"호흡기내과","15","A31","기타 형태의 마이코박테리아에 의한 감염","3"
"호흡기내과","15","A41","기타 패혈증","3"
"호흡기내과","15","J21","급성 세기관지염","3"
"호흡기내과","15","I26","폐색전증","3"
"호흡기내과","15","J98","기타 호흡장애","3"
