구분,국비,사비,계,일평균환자
초진,재진,계,일반,건강보험,의료급여,산재,자보,계,초진,재진,계,초진,재진,계
초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계
안과,"10,064","27,953","38,017",230,314,544,"11,503","23,767","35,270",370,"1,179","1,549",,,,,,,"12,103","25,260","37,363","22,167","53,213","75,380",89.0,213.7,302.7
이비인후과,"4,582","14,164","18,746",96,290,386,"5,304","9,302","14,606",216,484,700,,,,1,,1,"5,617","10,076","15,693","10,199","24,240","34,439",41.0,97.3,138.3
비뇨의학과,"3,724","43,643","47,367",103,359,462,"6,260","33,658","39,918",148,"1,015","1,163",,9,9,,3,3,"6,511","35,044","41,555","10,235","78,687","88,922",41.1,316.0,357.1
치과,"9,533","61,155","70,688",295,671,966,"9,788","42,252","52,040",373,"1,524","1,897",,,,1,21,22,"10,457","44,468","54,925","19,990","105,623","125,613",80.3,424.2,504.5
한의과,592,"3,779","4,371",18,62,80,592,"2,605","3,197",17,98,115,,6,6,16,90,106,643,"2,861","3,504","1,235","6,640","7,875",5.0,26.7,31.6
통증클리닉,585,"8,367","8,952",7,61,68,749,"5,568","6,317",32,442,474,,,,4,44,48,792,"6,115","6,907","1,377","14,482","15,859",5.5,58.2,63.7
방사선종양학과,280,"5,272","5,552",1,2,3,171,"3,339","3,510",14,161,175,1,28,29,,,,187,"3,530","3,717",467,"8,802","9,269",1.9,35.3,37.2
완화의료사업실,93,391,484,2,8,10,313,885,"1,198",15,6,21,,,,,,,330,899,"1,229",423,"1,290","1,713",1.7,5.2,6.9
욕창성형클리닉,73,968,"1,041",2,,2,56,136,192,5,21,26,,,,,,,63,157,220,136,"1,125","1,713",1.7,5.2,6.9
건강관리과,,,,"2,995",802,"3,797","2,904",116,"3,020",,,0,,,,,,,"5,899",918,"6,817","5,899",918,"6,817",23.7,3.7,27.4
"기타(DM,EM)",,"2,474","2,474",,,0,1,47,48,,,0,,,,,,,1,47,48,1,"2,521","2,522",0.0,10.1,10.1
계,"90,342","531,011","621,353","5,913","6,711","12,624","131,743","383,345","515,086","4,362","20,806","25,168",7,705,712,64,393,457,"142,089","411,960","554,049","232,431","942,971","1,175,402",933.5,"3,787.0","4,720.5"
