구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,계
초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계
소아청소년과,16,32,48,21,28,49,30,37,67,38,33,71,25,33,58,22,40,62,26,34,60,19,28,47,25,40,65,110,38,148,88,50,138,37,38,75,457,431,888
안과,504,"1,282","1,786",443,"1,155","1,598",601,"1,377","1,978",620,"1,352","1,972",526,"1,292","1,818",723,"1,381","2,104",664,"1,341","2,005",669,"1,384","2,053",565,"1,343","1,908",550,"1,342","1,892",606,"1,319","1,925",631,"1,422","2,053","7,102","15,990","23,092"
이비인후과,402,927,"1,329",413,845,"1,258",411,"1,038","1,449",474,"1,027","1,501",388,"1,027","1,415",373,963,"1,336",392,"1,034","1,426",378,932,"1,310",394,966,"1,360",971,959,"1,930",381,"1,008","1,389",614,991,"1,605","5,591","11,717","17,308"
피부과,603,"1,000","1,603",541,"1,014","1,555",650,"1,102","1,752",677,"1,072","1,749",603,"1,050","1,653",775,"1,080","1,855",808,"1,187","1,995",728,"1,165","1,893",658,"1,128","1,786","1,153","1,169","2,322",636,"1,022","1,658",717,"1,095","1,812","8,549","13,084","21,633"
비뇨의학과,345,"3,089","3,434",343,"3,188","3,531",435,"3,420","3,855",365,"3,441","3,806",321,"3,282","3,603",357,"3,471","3,828",345,"3,378","3,723",354,"3,364","3,718",336,"3,348","3,684",354,"3,255","3,609",403,"3,312","3,715",400,"3,591","3,991","4,358","40,139","44,497"
재활의학과,106,"2,297","2,403",105,"2,108","2,213",157,"2,764","2,921",158,"2,929","3,087",191,"2,606","2,797",205,"2,768","2,973",159,"3,064","3,223",158,"3,057","3,215",148,"2,893","3,041",163,"2,919","3,082",155,"3,022","3,177",162,"3,178","3,340","1,867","33,605","35,472"
가정의학과,230,213,443,199,219,418,607,247,854,227,254,481,628,194,822,321,308,629,296,245,541,459,248,707,541,238,779,"4,939",340,"5,279",671,243,914,265,248,513,"9,383","2,997","12,380"
치과,586,"1,306","1,892",568,"1,371","1,939",688,"1,469","2,157",691,"1,640","2,331",640,"1,366","2,006",661,"1,491","2,152",651,"1,578","2,229",694,"1,577","2,271",638,"1,548","2,186",654,"1,574","2,228",677,"1,638","2,315",641,"1,693","2,334","7,789","18,251","26,040"
건강관리과,301,120,421,403,117,520,567,115,682,777,321,"1,098",632,240,872,744,253,997,394,124,518,415,93,508,463,85,548,499,170,669,580,189,769,659,192,851,"6,434","2,019","8,453"
핵의학과,63,306,369,55,300,355,91,313,404,75,359,434,51,285,336,81,320,401,77,327,404,55,319,374,57,297,354,338,309,647,60,326,386,102,343,445,"1,105","3,804","4,909"
계,"6,046","25,886","31,932","5,760","24,815","30,575","7,906","28,740","36,646","9,593","46,716","56,309","7,682","27,396","35,078","8,210","28,330","36,540","7,727","28,690","36,417","8,093","28,127","36,220","7,412","27,423","34,835","14,906","27,364","42,270","9,487","27,889","37,376","11,258","29,371","40,629","104,080","350,747","454,827"
