구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,계
초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계
정신건강의학과,60,970,"1,030",103,919,"1,022",87,956,"1,043",78,919,997,91,966,"1,057",93,964,"1,057",94,882,976,102,"1,005","1,107",60,696,756,92,966,"1,058",96,907,"1,003",94,850,944,"1,050","11,000","12,050"
외과,215,461,676,206,374,580,286,482,768,232,450,682,243,476,719,263,482,745,255,495,750,246,535,781,187,460,647,210,462,672,208,516,724,237,475,712,"2,788","5,668","8,456"
정형외과,906,"1,998","2,904",731,"2,117","2,848",622,"2,262","2,884",327,"1,647","1,974",401,"1,767","2,168",408,"1,624","2,032",492,"1,517","2,009",655,"1,636","2,291",630,"1,470","2,100",495,"1,336","1,831",632,"1,513","2,145",582,"1,457","2,039","6,881","20,344","27,225"
신경외과,1,4,5,-,4,4,81,115,196,140,467,607,265,591,856,245,666,911,259,641,900,249,680,929,206,604,810,222,677,899,224,646,870,210,652,862,"2,102","5,747","7,849"
산부인과,308,53,361,370,39,409,291,52,343,290,45,335,268,42,310,282,40,322,257,36,293,334,43,377,219,42,261,296,40,336,244,36,280,215,38,253,"3,374",506,"3,880"
안과,55,774,829,205,"1,456","1,661",151,"1,574","1,725",152,"1,479","1,631",344,"1,269","1,613",436,"1,174","1,610",467,"1,169","1,636",544,"1,238","1,782",356,"1,132","1,488",419,"1,217","1,636",483,"1,188","1,671",417,"1,049","1,466","4,029","14,719","18,748"
피부과,561,778,"1,339",536,892,"1,428",437,903,"1,340",392,845,"1,237",330,936,"1,266",377,"1,135","1,512",406,"1,098","1,504",303,951,"1,254",319,978,"1,297",399,"1,031","1,430",592,777,"1,369",335,978,"1,313","4,987","11,302","16,289"
이비인후과,343,595,938,284,692,976,391,871,"1,262",318,900,"1,218",342,935,"1,277",302,928,"1,230",332,883,"1,215",349,994,"1,343",282,873,"1,155",322,863,"1,185",295,917,"1,212",316,"1,021","1,337","3,876","10,472","14,348"
비뇨의학과,362,"2,639","3,001",372,"2,637","3,009",375,"2,982","3,357",295,"2,651","2,946",330,"2,782","3,112",353,"2,944","3,297",398,"2,700","3,098",366,"3,018","3,384",299,"2,554","2,853",294,"2,670","2,964",302,"2,824","3,126",352,"2,683","3,035","4,098","33,084","37,182"
치과,344,"1,507","1,851",300,"1,589","1,889",263,"1,715","1,978",182,"1,406","1,588",234,"1,542","1,776",238,"1,678","1,916",166,"1,401","1,567",218,"1,686","1,904",181,"1,639","1,820",176,"1,502","1,678",177,"1,795","1,972",190,"1,608","1,798","2,669","19,068","21,737"
재활의학과,209,"3,026","3,235",236,"2,909","3,145",257,"3,444","3,701",228,"2,937","3,165",230,"3,093","3,323",230,"3,036","3,266",250,"2,976","3,226",233,"3,152","3,385",211,"3,010","3,221",204,"2,828","3,032",228,"3,496","3,724",198,"2,962","3,160","2,714","36,869","39,583"
가정의학과,632,993,"1,625",614,932,"1,546",576,"1,075","1,651",515,951,"1,466",547,"1,076","1,623",533,"1,012","1,545",364,968,"1,332",485,"1,089","1,574",413,"1,041","1,454",495,"1,098","1,593",932,"1,171","2,103",745,"1,054","1,799","6,851","12,460","19,311"
마취과,17,38,55,9,46,55,13,51,64,16,41,57,14,38,52,8,40,48,14,64,78,11,67,78,9,59,68,15,54,69,13,48,61,6,35,41,145,581,726
핵의학과,25,1,26,17,1,18,25,-,25,21,1,22,13,1,14,18,-,18,19,-,19,18,1,19,20,2,22,14,1,15,17,1,18,12,-,12,219,9,228
건강관리과,209,28,237,325,95,420,341,74,415,328,53,381,484,124,608,496,125,621,446,141,587,473,112,585,404,85,489,651,161,812,929,238,"1,167",651,104,755,"5,737","1,340","7,077"
응급의학과,507,704,"1,211",439,637,"1,076",485,719,"1,204",515,688,"1,203",614,680,"1,294",561,665,"1,226",626,649,"1,275",696,728,"1,424",589,680,"1,269",516,687,"1,203",512,608,"1,120",649,654,"1,303","6,709","8,099","14,808"
영상의학과,6,4,10,10,3,13,10,12,22,9,14,23,12,9,21,8,22,30,15,12,27,13,19,32,13,18,31,7,29,36,21,35,56,9,21,30,133,198,331
한의과,56,368,424,43,388,431,58,448,506,38,404,442,47,455,502,58,453,511,41,454,495,53,480,533,49,480,529,49,496,545,60,541,601,44,531,575,596,"5,498","6,094"
계,"6,648","27,819","34,467","6,812","28,157","34,969","6,440","31,111","37,551","5,799","28,287","34,086","6,585","30,252","36,837","6,897","30,410","37,307","6,810","29,395","36,205","7,515","31,605","39,120","5,968","29,093","35,061","10,200","32,504","42,704","8,787","31,341","40,128","6,777","29,184","35,961","85,238","359,158","444,396"
