구분,국비,사비,계,일평균환자
초진,재진,계,일반,건강보험,의료급여,산재,자보,계,초진,재진,계,초진,재진,계
초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계
안과,"11,813","26,634","38,447",238,228,466,"11,450","20,728","32,178",453,"1,129","1,582",,2,2,,,,"12,141","22,087","34,228","23,954","48,721","72,675",98,199,297
이비인후과,"5,295","18,268","23,563",109,133,242,"6,047","11,146","17,193",243,571,814,,7,7,3,1,4,"6,402","11,858","18,260","11,697","30,126","41,823",48,123,171
비뇨기과,"4,457","43,780","48,237",56,254,310,"4,616","34,502","39,118",171,"1,175","1,346",,11,11,,8,8,"4,843","35,950","40,793","9,300","79,730","89,030",38,325,363
치과,"10,404","69,630","80,034",449,609,"1,058","10,631","46,097","56,728",408,"1,639","2,047",,9,9,1,21,22,"11,489","48,375","59,864","21,893","118,005","139,898",89,482,571
한의과,767,"4,041","4,808",17,50,67,661,"2,312","2,973",23,187,210,,,,2,2,4,703,"2,551","3,254","1,470","6,592","8,062",6,27,33
통증클리닉,595,"8,189","8,784",4,39,43,587,"4,461","5,048",42,372,414,,16,16,3,32,35,636,"4,920","5,556","1,231","13,109","14,340",5,54,59
방사선종양학과,296,"5,350","5,646",1,1,2,98,"2,193","2,291",9,140,149,,,,,,,108,"2,334","2,442",404,"7,684","8,088",2,31,33
완화의료사업실,91,410,501,3,23,26,301,332,633,25,23,48,,,,,,,329,378,707,420,788,"1,208",2,3,5
욕창성형클리닉,151,950,"1,101",15,,15,60,272,332,7,8,15,,,,,,,82,280,362,233,"1,230","1,463",1,5,6
건강관리과,,,,"4,063","1,039","5,102","2,705",200,"2,905",,,,,,,,,,"6,768","1,239","8,007","6,768","1,239","8,007",28,5,33
"기타(DM,EM)",2,"2,432","2,434",,,,,44,44,,,,,,,,,,,44,44,2,"2,476","2,478",0,10,10
계,"109,683","556,231","665,914","7,207","5,901","13,108","133,646","381,791","515,437","5,326","23,194","28,520",13,594,607,85,427,512,"146,277","411,907","558,184","255,960","968,138","1,224,098","1,045","3,952","4,996"
