구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,계
초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계,초진,재진,계
신경과,868,"5,886","6,754",906,"5,822","6,728",973,"6,266","7,239",942,"5,742","6,684",909,"5,920","6,829","1,061","6,273","7,334",828,"5,921","6,749",927,"6,011","6,938",854,"5,618","6,472",850,"5,671","6,521",922,"6,059","6,981",789,"5,414","6,203","10,829","70,603","81,432"
정신건강의학과,205,"2,287","2,492",231,"2,284","2,515",255,"2,365","2,620",221,"2,396","2,617",134,"2,283","2,417",198,"2,429","2,627",226,"2,160","2,386",225,"2,652","2,877",239,"2,178","2,417",210,"2,383","2,593",264,"2,292","2,556",167,"2,102","2,269","2,575","27,811","30,386"
피부과,419,"1,791","2,210",574,"1,519","2,093",918,"2,010","2,928",800,"1,730","2,530",884,"1,945","2,829",942,"2,270","3,212",719,"2,118","2,837",889,"2,423","3,312",749,"2,362","3,111",707,"2,342","3,049",893,"2,461","3,354",752,"2,424","3,176","9,246","25,395","34,641"
재활의학과,411,"6,338","6,749",414,"6,344","6,758",533,"7,028","7,561",442,"6,567","7,009",424,"6,964","7,388",484,"6,930","7,414",494,"7,011","7,505",478,"6,859","7,337",381,"6,302","6,683",385,"6,154","6,539",511,"7,062","7,573",468,"6,392","6,860","5,425","79,951","85,376"
가정의학과,430,"2,858","3,288",477,"2,781","3,258",552,"2,967","3,519",481,"2,768","3,249",444,"2,940","3,384",519,"3,003","3,522",560,"2,811","3,371",571,"3,031","3,602","1,579","2,976","4,555","9,875","4,061","13,936","2,165","3,241","5,406",653,"3,013","3,666","18,306","36,450","54,756"
외과,389,903,"1,292",345,858,"1,203",329,939,"1,268",322,820,"1,142",308,961,"1,269",389,936,"1,325",428,966,"1,394",370,"1,020","1,390",292,843,"1,135",377,920,"1,297",398,971,"1,369",363,898,"1,261","4,310","11,035","15,345"
흉부외과,154,655,809,141,714,855,194,706,900,161,709,870,142,727,869,160,678,838,208,674,882,198,735,933,155,610,765,185,698,883,178,757,935,136,596,732,"2,012","8,259","10,271"
정형외과,"1,411","4,241","5,652","1,470","3,945","5,415","1,615","4,434","6,049","1,367","4,002","5,369","1,425","4,169","5,594","1,533","4,189","5,722","1,633","4,170","5,803","1,603","4,514","6,117","1,348","3,949","5,297","1,290","4,072","5,362","1,399","4,153","5,552","1,203","3,886","5,089","17,297","49,724","67,021"
신경외과,457,"1,810","2,267",574,"1,775","2,349",501,"1,820","2,321",502,"1,722","2,224",548,"1,911","2,459",553,"1,753","2,306",528,"1,795","2,323",527,"2,021","2,548",491,"1,762","2,253",458,"1,822","2,280",568,"1,917","2,485",390,"1,750","2,140","6,097","21,858","27,955"
성형외과,61,199,260,72,207,279,78,255,333,62,208,270,69,222,291,91,262,353,65,222,287,70,268,338,73,220,293,73,188,261,83,218,301,70,211,281,867,"2,680","3,547"
산부인과,233,"1,095","1,328",306,"1,008","1,314",284,"1,101","1,385",283,"1,041","1,324",352,"1,065","1,417",336,"1,074","1,410",314,"1,134","1,448",302,"1,186","1,488",297,"1,100","1,397",318,"1,155","1,473",317,"1,221","1,538",296,"1,166","1,462","3,638","13,346","16,984"
안과,"1,765","3,692","5,457","1,996","3,882","5,878","2,438","3,875","6,313","2,242","3,667","5,909","2,220","4,149","6,369","1,966","3,862","5,828","2,242","3,724","5,966","2,263","4,089","6,352","1,944","3,431","5,375","2,344","3,671","6,015","2,283","3,896","6,179","1,937","3,492","5,429","25,640","45,430","71,070"
이비인후과,778,"2,113","2,891",782,"2,170","2,952",906,"2,154","3,060",912,"1,928","2,840",917,"2,068","2,985",856,"2,378","3,234",625,"1,913","2,538",836,"2,038","2,874",753,"2,096","2,849",838,"1,752","2,590",864,"1,961","2,825",720,"2,146","2,866","9,787","24,717","34,504"
비뇨의학과,933,"5,894","6,827",914,"6,168","7,082",864,"6,825","7,689",826,"5,943","6,769",891,"6,647","7,538",876,"6,554","7,430",781,"6,423","7,204","1,014","6,868","7,882",934,"6,265","7,199",915,"6,721","7,636",823,"6,422","7,245",673,"6,563","7,236","10,444","77,293","87,737"
치과,"1,456","9,509","10,965","1,707","9,976","11,683","1,903","10,751","12,654","1,741","9,655","11,396","1,727","10,716","12,443","1,790","11,182","12,972","1,640","11,188","12,828","1,687","11,096","12,783","1,331","10,083","11,414","1,605","10,035","11,640","1,643","10,279","11,922","1,342","7,710","9,052","19,572","122,180","141,752"
한의과,71,453,524,84,583,667,110,632,742,78,572,650,95,606,701,98,633,731,113,660,773,89,546,635,105,624,729,107,625,732,123,672,795,115,643,758,"1,188","7,249","8,437"
통증클리닉,122,928,"1,050",112,829,941,146,990,"1,136",118,948,"1,066",114,998,"1,112",123,"1,011","1,134",137,983,"1,120",119,"1,044","1,163",104,932,"1,036",116,956,"1,072",129,"1,038","1,167",106,969,"1,075","1,446","11,626","13,072"
방사선종양학과,33,309,342,50,586,636,36,726,762,33,659,692,39,660,699,46,679,725,30,741,771,29,790,819,32,721,753,20,577,597,34,476,510,37,517,554,419,"7,441","7,860"
호스피스완화의료센터,43,89,132,45,102,147,49,95,144,38,95,133,33,90,123,63,88,151,57,90,147,39,83,122,45,85,130,49,83,132,55,129,184,46,98,144,562,"1,127","1,689"
건강관리과,112,70,182,431,104,535,257,163,420,254,103,357,711,221,932,520,159,679,341,142,483,338,102,440,805,236,"1,041",502,145,647,287,67,354,520,98,618,"5,078","1,610","6,688"
"기타(DM,EM)",,155,155,,141,141,,151,151,,145,145,,164,164,,150,150,,182,182,,183,183,,164,164,,177,177,,174,174,,165,165,-,"1,951","1,951"
계,"14,205","71,769","85,974","15,827","72,623","88,450","17,260","79,063","96,323","15,972","71,542","87,514","16,560","76,254","92,814","17,432","78,095","95,527","16,615","76,790","93,405","17,034","80,071","97,105","19,487","73,232","92,719","35,196","75,430","110,626","19,581","77,756","97,337","14,517","70,670","85,187","219,686","903,295","1,122,981"
