"년도","병원명","진료과명","국사비구분","입원외래구분","진료인원"
"2012","대구보훈병원","건강관리과","국비","입원진료인원","0"
"2012","대구보훈병원","가정의학과","국비","입원진료인원","1977"
"2012","대구보훈병원","마취통증","국비","입원진료인원","0"
"2012","대구보훈병원","응급의학과","국비","입원진료인원","0"
"2012","대구보훈병원","한방진료","국비","입원진료인원","0"
"2012","대구보훈병원","방사선","국비","입원진료인원","0"
"2012","대구보훈병원","호스피스","국비","입원진료인원","0"
"2012","대구보훈병원","욕창센터","국비","입원진료인원","0"
"2012","대구보훈병원","기타","국비","입원진료인원","0"
"2012","대전보훈병원","내과","국비","입원진료인원","30622"
"2012","대전보훈병원","소아청소년","국비","입원진료인원","0"
"2012","대전보훈병원","신경외과","국비","입원진료인원","7773"
"2012","대전보훈병원","일반외과","국비","입원진료인원","4954"
"2012","대전보훈병원","흉부외과","국비","입원진료인원","0"
"2012","대전보훈병원","정형외과","국비","입원진료인원","17419"
"2012","대전보훈병원","성형외과","국비","입원진료인원","0"
"2012","대전보훈병원","신경과","국비","입원진료인원","7062"
"2012","대전보훈병원","정신과","국비","입원진료인원","0"
"2012","대전보훈병원","산부인과","국비","입원진료인원","0"
"2012","대전보훈병원","안과","국비","입원진료인원","113"
"2012","대전보훈병원","이비인후과","국비","입원진료인원","823"
"2012","대전보훈병원","피부과","국비","입원진료인원","0"
"2012","대전보훈병원","비뇨기과","국비","입원진료인원","624"
"2012","대전보훈병원","재활의학과","국비","입원진료인원","2680"
"2012","대전보훈병원","치과","국비","입원진료인원","10"
"2012","대전보훈병원","건강관리과","국비","입원진료인원","0"
"2012","대전보훈병원","가정의학과","국비","입원진료인원","18854"
"2012","대전보훈병원","마취통증","국비","입원진료인원","0"
"2012","대전보훈병원","응급의학과","국비","입원진료인원","3"
"2012","대전보훈병원","한방진료","국비","입원진료인원","268"
"2012","대전보훈병원","방사선","국비","입원진료인원","0"
"2012","대전보훈병원","호스피스","국비","입원진료인원","0"
"2012","대전보훈병원","욕창센터","국비","입원진료인원","0"
"2012","대전보훈병원","기타","국비","입원진료인원","0"
"2012","중앙보훈병원","내과","사비","입원진료인원","33651"
"2012","중앙보훈병원","소아청소년","사비","입원진료인원","2"
"2012","중앙보훈병원","신경외과","사비","입원진료인원","13585"
"2012","중앙보훈병원","일반외과","사비","입원진료인원","7758"
"2012","중앙보훈병원","흉부외과","사비","입원진료인원","3315"
"2012","중앙보훈병원","정형외과","사비","입원진료인원","22831"
"2012","중앙보훈병원","성형외과","사비","입원진료인원","40"
"2012","중앙보훈병원","신경과","사비","입원진료인원","4807"
"2012","중앙보훈병원","정신과","사비","입원진료인원","8209"
"2012","중앙보훈병원","산부인과","사비","입원진료인원","1636"
"2012","중앙보훈병원","안과","사비","입원진료인원","1508"
"2012","중앙보훈병원","이비인후과","사비","입원진료인원","2789"
"2012","중앙보훈병원","피부과","사비","입원진료인원","168"
"2012","중앙보훈병원","비뇨기과","사비","입원진료인원","2406"
"2012","중앙보훈병원","재활의학과","사비","입원진료인원","5449"
"2012","중앙보훈병원","치과","사비","입원진료인원","52"
"2012","중앙보훈병원","건강관리과","사비","입원진료인원","0"
"2012","중앙보훈병원","가정의학과","사비","입원진료인원","712"
"2012","중앙보훈병원","마취통증","사비","입원진료인원","230"
"2012","중앙보훈병원","응급의학과","사비","입원진료인원","0"
"2012","중앙보훈병원","한방진료","사비","입원진료인원","0"
"2012","중앙보훈병원","방사선","사비","입원진료인원","0"
"2012","중앙보훈병원","호스피스","사비","입원진료인원","3009"
"2012","중앙보훈병원","욕창센터","사비","입원진료인원","716"
"2012","중앙보훈병원","기타","사비","입원진료인원","0"
"2012","부산보훈병원","내과","사비","입원진료인원","15114"
"2012","부산보훈병원","소아청소년","사비","입원진료인원","8"
"2012","부산보훈병원","신경외과","사비","입원진료인원","9863"
"2012","부산보훈병원","일반외과","사비","입원진료인원","401"
"2012","부산보훈병원","흉부외과","사비","입원진료인원","0"
"2012","부산보훈병원","정형외과","사비","입원진료인원","9273"
"2012","부산보훈병원","성형외과","사비","입원진료인원","0"
"2012","부산보훈병원","신경과","사비","입원진료인원","1290"
"2012","부산보훈병원","정신과","사비","입원진료인원","0"
"2012","부산보훈병원","산부인과","사비","입원진료인원","0"
"2012","부산보훈병원","안과","사비","입원진료인원","140"
"2012","부산보훈병원","이비인후과","사비","입원진료인원","114"
"2012","부산보훈병원","피부과","사비","입원진료인원","0"
"2012","부산보훈병원","비뇨기과","사비","입원진료인원","893"
"2012","부산보훈병원","재활의학과","사비","입원진료인원","1165"
"2012","부산보훈병원","치과","사비","입원진료인원","0"
"2012","부산보훈병원","건강관리과","사비","입원진료인원","0"
"2012","부산보훈병원","가정의학과","사비","입원진료인원","255"
"2012","부산보훈병원","마취통증","사비","입원진료인원","0"
"2012","부산보훈병원","응급의학과","사비","입원진료인원","0"
"2012","부산보훈병원","한방진료","사비","입원진료인원","0"
"2012","부산보훈병원","방사선","사비","입원진료인원","0"
"2012","부산보훈병원","호스피스","사비","입원진료인원","0"
"2012","부산보훈병원","욕창센터","사비","입원진료인원","0"
"2012","부산보훈병원","기타","사비","입원진료인원","0"
"2012","광주보훈병원","내과","사비","입원진료인원","25926"
"2012","광주보훈병원","소아청소년","사비","입원진료인원","9050"
"2012","광주보훈병원","신경외과","사비","입원진료인원","3413"
"2012","광주보훈병원","일반외과","사비","입원진료인원","5489"
"2012","광주보훈병원","흉부외과","사비","입원진료인원","733"
"2012","광주보훈병원","정형외과","사비","입원진료인원","13410"
"2012","광주보훈병원","성형외과","사비","입원진료인원","0"
"2012","광주보훈병원","신경과","사비","입원진료인원","2747"
"2012","광주보훈병원","정신과","사비","입원진료인원","0"
"2012","광주보훈병원","산부인과","사비","입원진료인원","19"
"2012","광주보훈병원","안과","사비","입원진료인원","198"
"2012","광주보훈병원","이비인후과","사비","입원진료인원","41"
"2012","광주보훈병원","피부과","사비","입원진료인원","0"
"2012","광주보훈병원","비뇨기과","사비","입원진료인원","933"
"2012","광주보훈병원","재활의학과","사비","입원진료인원","8662"
"2012","광주보훈병원","치과","사비","입원진료인원","0"
"2012","광주보훈병원","건강관리과","사비","입원진료인원","0"
"2012","광주보훈병원","가정의학과","사비","입원진료인원","3774"
"2012","광주보훈병원","마취통증","사비","입원진료인원","0"
"2012","광주보훈병원","응급의학과","사비","입원진료인원","0"
"2012","광주보훈병원","한방진료","사비","입원진료인원","0"
"2012","광주보훈병원","방사선","사비","입원진료인원","0"
"2012","광주보훈병원","호스피스","사비","입원진료인원","0"
"2012","광주보훈병원","욕창센터","사비","입원진료인원","0"
"2012","광주보훈병원","기타","사비","입원진료인원","0"
"2012","대구보훈병원","내과","사비","입원진료인원","15927"
"2012","대구보훈병원","소아청소년","사비","입원진료인원","843"
"2012","대구보훈병원","신경외과","사비","입원진료인원","7797"
"2012","대구보훈병원","일반외과","사비","입원진료인원","2925"
"2012","대구보훈병원","흉부외과","사비","입원진료인원","0"
"2012","대구보훈병원","정형외과","사비","입원진료인원","6683"
"2012","대구보훈병원","성형외과","사비","입원진료인원","0"
"2012","대구보훈병원","신경과","사비","입원진료인원","1802"
"2012","대구보훈병원","정신과","사비","입원진료인원","0"
"2012","대구보훈병원","산부인과","사비","입원진료인원","19"
"2012","대구보훈병원","안과","사비","입원진료인원","159"
"2012","대구보훈병원","이비인후과","사비","입원진료인원","65"
"2012","대구보훈병원","피부과","사비","입원진료인원","60"
"2012","대구보훈병원","비뇨기과","사비","입원진료인원","1130"
"2012","대구보훈병원","재활의학과","사비","입원진료인원","6708"
"2012","대구보훈병원","치과","사비","입원진료인원","0"
"2012","대구보훈병원","건강관리과","사비","입원진료인원","0"
"2012","대구보훈병원","가정의학과","사비","입원진료인원","3647"
"2012","대구보훈병원","마취통증","사비","입원진료인원","0"
"2012","대구보훈병원","응급의학과","사비","입원진료인원","5"
"2012","대구보훈병원","한방진료","사비","입원진료인원","0"
"2012","대구보훈병원","방사선","사비","입원진료인원","0"
"2012","대구보훈병원","호스피스","사비","입원진료인원","0"
"2012","대구보훈병원","욕창센터","사비","입원진료인원","0"
"2012","대구보훈병원","기타","사비","입원진료인원","2"
"2012","대전보훈병원","내과","사비","입원진료인원","11383"
"2012","대전보훈병원","소아청소년","사비","입원진료인원","5"
"2012","대전보훈병원","신경외과","사비","입원진료인원","1593"
"2012","대전보훈병원","일반외과","사비","입원진료인원","2675"
"2012","대전보훈병원","흉부외과","사비","입원진료인원","0"
"2012","대전보훈병원","정형외과","사비","입원진료인원","9785"
"2012","대전보훈병원","성형외과","사비","입원진료인원","0"
"2012","대전보훈병원","신경과","사비","입원진료인원","2941"
"2012","대전보훈병원","정신과","사비","입원진료인원","0"
"2012","대전보훈병원","산부인과","사비","입원진료인원","76"
"2012","대전보훈병원","안과","사비","입원진료인원","78"
"2012","대전보훈병원","이비인후과","사비","입원진료인원","398"
"2012","대전보훈병원","피부과","사비","입원진료인원","0"
"2012","대전보훈병원","비뇨기과","사비","입원진료인원","403"
"2012","대전보훈병원","재활의학과","사비","입원진료인원","195"
"2012","대전보훈병원","치과","사비","입원진료인원","1"
"2012","대전보훈병원","건강관리과","사비","입원진료인원","0"
"2012","대전보훈병원","가정의학과","사비","입원진료인원","10"
"2012","대전보훈병원","마취통증","사비","입원진료인원","0"
"2012","대전보훈병원","응급의학과","사비","입원진료인원","1"
"2012","대전보훈병원","한방진료","사비","입원진료인원","54"
"2012","대전보훈병원","방사선","사비","입원진료인원","0"
"2012","대전보훈병원","호스피스","사비","입원진료인원","0"
"2012","대전보훈병원","욕창센터","사비","입원진료인원","0"
"2012","대전보훈병원","기타","사비","입원진료인원","0"
"2012","중앙보훈병원","내과","국비","외래진료인원","176582"
"2012","중앙보훈병원","소아청소년","국비","외래진료인원","0"
"2012","중앙보훈병원","신경외과","국비","외래진료인원","18489"
"2012","중앙보훈병원","일반외과","국비","외래진료인원","8195"
"2012","중앙보훈병원","흉부외과","국비","외래진료인원","6440"
"2012","중앙보훈병원","정형외과","국비","외래진료인원","36120"
"2012","중앙보훈병원","성형외과","국비","외래진료인원","1249"
"2012","중앙보훈병원","신경과","국비","외래진료인원","42190"
"2012","중앙보훈병원","정신과","국비","외래진료인원","16529"
"2012","중앙보훈병원","산부인과","국비","외래진료인원","142"
"2012","중앙보훈병원","안과","국비","외래진료인원","36381"
"2012","중앙보훈병원","이비인후과","국비","외래진료인원","26166"
"2012","중앙보훈병원","피부과","국비","외래진료인원","31188"
"2012","중앙보훈병원","비뇨기과","국비","외래진료인원","41271"
"2012","중앙보훈병원","재활의학과","국비","외래진료인원","47983"
"2012","중앙보훈병원","치과","국비","외래진료인원","72187"
"2012","중앙보훈병원","건강관리과","국비","외래진료인원","0"
"2012","중앙보훈병원","가정의학과","국비","외래진료인원","25494"
"2012","중앙보훈병원","마취통증","국비","외래진료인원","6628"
"2012","중앙보훈병원","응급의학과","국비","외래진료인원","16334"
"2012","중앙보훈병원","한방진료","국비","외래진료인원","4138"
"2012","중앙보훈병원","방사선","국비","외래진료인원","2428"
"2012","중앙보훈병원","호스피스","국비","외래진료인원","7"
"2012","중앙보훈병원","욕창센터","국비","외래진료인원","492"
"2012","중앙보훈병원","기타","국비","외래진료인원","0"
"2012","부산보훈병원","내과","국비","외래진료인원","88306"
"2012","부산보훈병원","소아청소년","국비","외래진료인원","0"
"2012","부산보훈병원","신경외과","국비","외래진료인원","22445"
"2012","부산보훈병원","일반외과","국비","외래진료인원","6787"
"2012","부산보훈병원","흉부외과","국비","외래진료인원","0"
"2012","부산보훈병원","정형외과","국비","외래진료인원","23897"
"2012","부산보훈병원","성형외과","국비","외래진료인원","0"
"2012","부산보훈병원","신경과","국비","외래진료인원","14321"
"2012","부산보훈병원","정신과","국비","외래진료인원","5756"
"2012","부산보훈병원","산부인과","국비","외래진료인원","28"
"2012","부산보훈병원","안과","국비","외래진료인원","26824"
"2012","부산보훈병원","이비인후과","국비","외래진료인원","12790"
"2012","부산보훈병원","피부과","국비","외래진료인원","26082"
"2012","부산보훈병원","비뇨기과","국비","외래진료인원","29370"
"2012","부산보훈병원","재활의학과","국비","외래진료인원","27824"
"2012","부산보훈병원","치과","국비","외래진료인원","21344"
"2012","부산보훈병원","건강관리과","국비","외래진료인원","0"
"2012","부산보훈병원","가정의학과","국비","외래진료인원","18055"
"2012","부산보훈병원","마취통증","국비","외래진료인원","0"
"2012","부산보훈병원","응급의학과","국비","외래진료인원","6356"
"2012","부산보훈병원","한방진료","국비","외래진료인원","6822"
"2012","부산보훈병원","방사선","국비","외래진료인원","0"
"2012","부산보훈병원","호스피스","국비","외래진료인원","0"
"2012","부산보훈병원","욕창센터","국비","외래진료인원","0"
"2012","부산보훈병원","기타","국비","외래진료인원","0"
"2012","부산보훈병원","정산조정","국비","외래진료인원","0"
"2012","광주보훈병원","내과","국비","외래진료인원","95431"
"2012","광주보훈병원","소아청소년","국비","외래진료인원","0"
"2012","광주보훈병원","신경외과","국비","외래진료인원","14355"
"2012","광주보훈병원","일반외과","국비","외래진료인원","8046"
"2012","광주보훈병원","흉부외과","국비","외래진료인원","1132"
"2012","광주보훈병원","정형외과","국비","외래진료인원","28303"
"2012","광주보훈병원","성형외과","국비","외래진료인원","0"
"2012","광주보훈병원","신경과","국비","외래진료인원","13765"
"2012","광주보훈병원","정신과","국비","외래진료인원","4890"
"2012","광주보훈병원","산부인과","국비","외래진료인원","19"
"2012","광주보훈병원","안과","국비","외래진료인원","18442"
"2012","광주보훈병원","이비인후과","국비","외래진료인원","9628"
"2012","광주보훈병원","피부과","국비","외래진료인원","24255"
"2012","광주보훈병원","비뇨기과","국비","외래진료인원","22197"
"2012","광주보훈병원","재활의학과","국비","외래진료인원","26286"
"2012","광주보훈병원","치과","국비","외래진료인원","24381"
"2012","광주보훈병원","건강관리과","국비","외래진료인원","0"
"2012","광주보훈병원","가정의학과","국비","외래진료인원","20781"
"2012","광주보훈병원","마취통증","국비","외래진료인원","410"
"2012","광주보훈병원","응급의학과","국비","외래진료인원","5139"
"2012","광주보훈병원","한방진료","국비","외래진료인원","5603"
"2012","광주보훈병원","방사선","국비","외래진료인원","6"
"2012","광주보훈병원","호스피스","국비","외래진료인원","0"
"2012","광주보훈병원","욕창센터","국비","외래진료인원","0"
"2012","광주보훈병원","기타","국비","외래진료인원","0"
"2012","대구보훈병원","내과","국비","외래진료인원","88865"
"2012","대구보훈병원","소아청소년","국비","외래진료인원","0"
"2012","대구보훈병원","신경외과","국비","외래진료인원","18236"
"2012","대구보훈병원","일반외과","국비","외래진료인원","10814"
"2012","대구보훈병원","흉부외과","국비","외래진료인원","0"
"2012","대구보훈병원","정형외과","국비","외래진료인원","18197"
"2012","대구보훈병원","성형외과","국비","외래진료인원","0"
"2012","대구보훈병원","신경과","국비","외래진료인원","16961"
"2012","대구보훈병원","정신과","국비","외래진료인원","4891"
"2012","대구보훈병원","산부인과","국비","외래진료인원","788"
"2012","대구보훈병원","안과","국비","외래진료인원","18764"
"2012","대구보훈병원","이비인후과","국비","외래진료인원","14963"
"2012","대구보훈병원","피부과","국비","외래진료인원","19997"
"2012","대구보훈병원","비뇨기과","국비","외래진료인원","34203"
"2012","대구보훈병원","재활의학과","국비","외래진료인원","29445"
"2012","대구보훈병원","치과","국비","외래진료인원","19149"
"2012","대구보훈병원","건강관리과","국비","외래진료인원","0"
"2012","대구보훈병원","가정의학과","국비","외래진료인원","4999"
"2012","대구보훈병원","마취통증","국비","외래진료인원","1804"
"2012","대구보훈병원","응급의학과","국비","외래진료인원","4421"
"2012","대구보훈병원","한방진료","국비","외래진료인원","0"
"2012","대구보훈병원","방사선","국비","외래진료인원","0"
"2012","대구보훈병원","호스피스","국비","외래진료인원","0"
"2012","대구보훈병원","욕창센터","국비","외래진료인원","0"
"2012","대구보훈병원","기타","국비","외래진료인원","1801"
"2012","대전보훈병원","내과","국비","외래진료인원","47878"
"2012","대전보훈병원","소아청소년","국비","외래진료인원","0"
"2012","대전보훈병원","신경외과","국비","외래진료인원","5736"
"2012","대전보훈병원","일반외과","국비","외래진료인원","5631"
"2012","대전보훈병원","흉부외과","국비","외래진료인원","0"
"2012","대전보훈병원","정형외과","국비","외래진료인원","21822"
"2012","대전보훈병원","성형외과","국비","외래진료인원","0"
"2012","대전보훈병원","신경과","국비","외래진료인원","13765"
"2012","대전보훈병원","정신과","국비","외래진료인원","4971"
"2012","대전보훈병원","산부인과","국비","외래진료인원","20"
"2012","대전보훈병원","안과","국비","외래진료인원","11093"
"2012","대전보훈병원","이비인후과","국비","외래진료인원","8223"
"2012","대전보훈병원","피부과","국비","외래진료인원","14667"
"2012","대전보훈병원","비뇨기과","국비","외래진료인원","16547"
"2012","대전보훈병원","재활의학과","국비","외래진료인원","11244"
"2012","대전보훈병원","치과","국비","외래진료인원","12176"
"2012","대전보훈병원","건강관리과","국비","외래진료인원","0"
"2012","대전보훈병원","가정의학과","국비","외래진료인원","12383"
"2012","대전보훈병원","마취통증","국비","외래진료인원","165"
"2012","대전보훈병원","응급의학과","국비","외래진료인원","2000"
"2012","대전보훈병원","한방진료","국비","외래진료인원","6393"
"2012","대전보훈병원","방사선","국비","외래진료인원","0"
"2012","대전보훈병원","호스피스","국비","외래진료인원","0"
"2012","대전보훈병원","욕창센터","국비","외래진료인원","0"
"2012","대전보훈병원","기타","국비","외래진료인원","0"
"2012","중앙보훈병원","내과","사비","외래진료인원","126599"
"2012","중앙보훈병원","소아청소년","사비","외래진료인원","2974"
"2012","중앙보훈병원","신경외과","사비","외래진료인원","14230"
"2012","중앙보훈병원","일반외과","사비","외래진료인원","5544"
"2012","중앙보훈병원","흉부외과","사비","외래진료인원","2980"
"2012","중앙보훈병원","정형외과","사비","외래진료인원","39350"
"2012","중앙보훈병원","성형외과","사비","외래진료인원","1197"
"2012","중앙보훈병원","신경과","사비","외래진료인원","36517"
"2012","중앙보훈병원","정신과","사비","외래진료인원","19017"
"2012","중앙보훈병원","산부인과","사비","외래진료인원","22683"
"2012","중앙보훈병원","안과","사비","외래진료인원","22708"
"2012","중앙보훈병원","이비인후과","사비","외래진료인원","19619"
"2012","중앙보훈병원","피부과","사비","외래진료인원","16607"
"2012","중앙보훈병원","비뇨기과","사비","외래진료인원","36372"
"2012","중앙보훈병원","재활의학과","사비","외래진료인원","9987"
"2012","중앙보훈병원","치과","사비","외래진료인원","35554"
"2012","중앙보훈병원","건강관리과","사비","외래진료인원","4539"
"2012","중앙보훈병원","가정의학과","사비","외래진료인원","31331"
"2012","중앙보훈병원","마취통증","사비","외래진료인원","3491"
"2012","중앙보훈병원","응급의학과","사비","외래진료인원","7615"
"2012","중앙보훈병원","한방진료","사비","외래진료인원","3348"
"2012","중앙보훈병원","방사선","사비","외래진료인원","1498"
"2012","중앙보훈병원","호스피스","사비","외래진료인원","6"
"2012","중앙보훈병원","욕창센터","사비","외래진료인원","226"
"2012","중앙보훈병원","기타","사비","외래진료인원","0"
"2012","부산보훈병원","내과","사비","외래진료인원","39445"
"2012","부산보훈병원","소아청소년","사비","외래진료인원","7201"
"2012","부산보훈병원","신경외과","사비","외래진료인원","7519"
"2012","부산보훈병원","일반외과","사비","외래진료인원","1202"
"2012","부산보훈병원","흉부외과","사비","외래진료인원","0"
"2012","부산보훈병원","정형외과","사비","외래진료인원","11037"
"2012","부산보훈병원","성형외과","사비","외래진료인원","0"
"2012","부산보훈병원","신경과","사비","외래진료인원","7277"
"2012","부산보훈병원","정신과","사비","외래진료인원","2813"
"2012","부산보훈병원","산부인과","사비","외래진료인원","2571"
"2012","부산보훈병원","안과","사비","외래진료인원","6208"
"2012","부산보훈병원","이비인후과","사비","외래진료인원","4322"
"2012","부산보훈병원","피부과","사비","외래진료인원","7562"
"2012","부산보훈병원","비뇨기과","사비","외래진료인원","13161"
"2012","부산보훈병원","재활의학과","사비","외래진료인원","2958"
"2012","부산보훈병원","치과","사비","외래진료인원","4124"
"2012","부산보훈병원","건강관리과","사비","외래진료인원","7266"
"2012","부산보훈병원","가정의학과","사비","외래진료인원","5106"
"2012","부산보훈병원","마취통증","사비","외래진료인원","0"
"2012","부산보훈병원","응급의학과","사비","외래진료인원","2750"
"2012","부산보훈병원","한방진료","사비","외래진료인원","411"
"2012","부산보훈병원","방사선","사비","외래진료인원","0"
"2012","부산보훈병원","호스피스","사비","외래진료인원","0"
"2012","부산보훈병원","욕창센터","사비","외래진료인원","0"
"2012","부산보훈병원","기타","사비","외래진료인원","0"
"2012","광주보훈병원","내과","사비","외래진료인원","60883"
"2012","광주보훈병원","소아청소년","사비","외래진료인원","30078"
"2012","광주보훈병원","신경외과","사비","외래진료인원","5768"
"2012","광주보훈병원","일반외과","사비","외래진료인원","5919"
"2012","광주보훈병원","흉부외과","사비","외래진료인원","629"
"2012","광주보훈병원","정형외과","사비","외래진료인원","19610"
"2012","광주보훈병원","성형외과","사비","외래진료인원","0"
"2012","광주보훈병원","신경과","사비","외래진료인원","13000"
"2012","광주보훈병원","정신과","사비","외래진료인원","3979"
"2012","광주보훈병원","산부인과","사비","외래진료인원","1662"
"2012","광주보훈병원","안과","사비","외래진료인원","5996"
"2012","광주보훈병원","이비인후과","사비","외래진료인원","4571"
"2012","광주보훈병원","피부과","사비","외래진료인원","4403"
"2012","광주보훈병원","비뇨기과","사비","외래진료인원","9870"
"2012","광주보훈병원","재활의학과","사비","외래진료인원","5812"
"2012","광주보훈병원","치과","사비","외래진료인원","6857"
"2012","광주보훈병원","건강관리과","사비","외래진료인원","6701"
"2012","광주보훈병원","가정의학과","사비","외래진료인원","10539"
"2012","광주보훈병원","마취통증","사비","외래진료인원","131"
"2012","광주보훈병원","응급의학과","사비","외래진료인원","7199"
"2012","광주보훈병원","한방진료","사비","외래진료인원","1223"
"2012","광주보훈병원","방사선","사비","외래진료인원","130"
"2012","광주보훈병원","호스피스","사비","외래진료인원","0"
"2012","광주보훈병원","욕창센터","사비","외래진료인원","0"
"2012","광주보훈병원","기타","사비","외래진료인원","0"
"2012","대구보훈병원","내과","사비","외래진료인원","41187"
"2012","대구보훈병원","소아청소년","사비","외래진료인원","4741"
