진료과,순위,상명코드,상병명,건수
내과,8,E78,지질단백질대사장애 및 기타 지질증,766
내과,9,J44,기타 만성 폐쇄성 폐질환,506
내과,10,D13,기타 및 부위불명의 소화계통의 양성 신생물,448
내과,11,R07,인후 및 흉곽의 동통,428
내과,12,E10,인슐린-의존 당뇨병,424
내과,13,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,354
내과,14,B18,만성 바이러스간염,340
내과,15,J42,상세불명의 만성 기관지염,301
내과,16,J18,상세불명 병원체의 폐렴,300
내과,17,R05,기침,279
내과,18,K58,자극성 장증후군,270
내과,19,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,236
내과,20,K59,기타 기능적 창자 장애,235
내분비내과,1,E11,인슐린-비의존 당뇨병,7409
내분비내과,2,I10,본태성(일차성)고혈압,1311
내분비내과,3,E78,지질단백질대사장애 및 기타 지질증,735
내분비내과,4,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,336
내분비내과,5,E03,기타 갑상선기능저하증,319
내분비내과,6,J44,기타 만성 폐쇄성 폐질환,240
내분비내과,7,R73,혈당치상승,239
내분비내과,8,J98,기타 호흡장애,135
내분비내과,9,E05,갑상선독증[갑상선기능항진증],113
내분비내과,10,J45,천식,102
내분비내과,11,D35,기타 및 상세불명의 내분비선의 양성 신생물,92
내분비내과,12,E07,갑상선의 기타 장애,91
내분비내과,13,M81,병적골절이 없는 골다공증,82
내분비내과,14,J40,급성인지 만성인지 명시되지 않은 기관지염,70
내분비내과,15,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,68
내분비내과,16,E02,준임상적인 요오드결핍 갑상샘 기능저하증,67
내분비내과,17,E04,기타 비중독성 갑상선종,52
내분비내과,18,K21,위-식도역류병,47
내분비내과,19,U11,코로나-19에 대한 예방접종의 필요,46
내분비내과,20,C34,기관지 및 폐의 악성 신생물,40
마취통증의학과,1,M51,기타 추간판장애,933
마취통증의학과,2,M48,기타 척추병증,832
마취통증의학과,3,M50,목뼈원판 장애,309
마취통증의학과,4,S43,"팔이음뼈의 관절 및 인대의 탈구, 염좌 및 긴장",292
마취통증의학과,5,M54,배통,222
마취통증의학과,6,M17,윤충증,161
마취통증의학과,7,M75,어깨병변,115
마취통증의학과,8,M79,달리 분류되지 않은 기타 연조직장애,61
마취통증의학과,9,G44,기타 두통증후군,45
마취통증의학과,10,G53,달리 분류된 질환에서의 뇌신경장애,34
마취통증의학과,11,B00,헤르페스바이러스[단순헤르페스] 감염,29
마취통증의학과,12,M77,기타 골부착부병증,7
마취통증의학과,13,H91,기타 청력소실,5
마취통증의학과,14,K59,기타 기능적 창자 장애,3
마취통증의학과,15,B02,대상포진,2
비뇨의학과,1,N40,전립선증식증,33272
비뇨의학과,2,C61,전립선의 악성 신생물,4985
비뇨의학과,3,N31,달리 분류되지 않은 방광의 신경근육기능장애,1668
비뇨의학과,4,N39,비뇨기계통의 기타 장애,1047
비뇨의학과,5,C67,방광의 악성 신생물,789
비뇨의학과,6,R31,상세불명의 혈뇨,517
비뇨의학과,7,N20,콩팥(신장)및 요관의 결석,393
비뇨의학과,8,N35,요도협착,280
비뇨의학과,9,N30,방광염,263
비뇨의학과,10,N32,방광의 기타 장애,263
비뇨의학과,11,N45,고환염 및 부고환염,158
비뇨의학과,12,N28,달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애,156
비뇨의학과,13,C64,콩팥깔때기를  제외한 콩팥(신장)의 악성 신생물,121
비뇨의학과,14,N41,전립선의 염증성 질환,120
비뇨의학과,15,N43,음낭수종 및 정액류,116
비뇨의학과,16,N21,하부요로의 결석,113
비뇨의학과,17,N48,음경의 기타 장애,82
비뇨의학과,18,R35,다뇨증,65
비뇨의학과,19,N10,급성 세뇨관-사이질성 신염,46
비뇨의학과,20,N13,폐쇄성 및 역류성 요로병증,41
산부인과,1,M81,병적골절이 없는 골다공증,2130
산부인과,2,N95,폐경기 및 기타 폐경기전후 장애,603
산부인과,3,U07,U07의 응급사용,306
산부인과,4,E11,인슐린-비의존 당뇨병,270
산부인과,5,N64,유방의 기타 장애,260
산부인과,6,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,177
산부인과,7,I10,본태성(일차성)고혈압,176
산부인과,8,I20,협심증,112
산부인과,9,D25,자궁의 평활근종,71
산부인과,10,N30,방광염,64
산부인과,11,N71,자궁목을 제외한 자궁의 염증성 질환,57
산부인과,12,N83,난소. 난관 및 광 인대의 비염증성 장애,49
산부인과,13,Z01,호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사,36
산부인과,14,N94,여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,33
산부인과,15,N31,달리 분류되지 않은 방광의 신경근육기능장애,27
산부인과,16,E78,지질단백질대사장애 및 기타 지질증,26
산부인과,17,N32,방광의 기타 장애,25
산부인과,18,N76,질 및 외음부의 기타 염증,23
산부인과,19,R82,요의 기타 이상소견,9
산부인과,20,K76,간의 기타 질환,9
소아청소년과,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,277
소아청소년과,2,E30,달리 분류되지 않은 사춘기의 장애,234
소아청소년과,3,J30,혈관운동성 및 앨러지성 비염,74
소아청소년과,4,J20,급성 기관지염,45
소아청소년과,5,Z02,행정적 목적을 위한 검사,33
소아청소년과,6,K76,간의 기타 질환,30
소아청소년과,7,K59,기타 기능적 창자 장애,25
소아청소년과,8,D50,철결핍성 빈혈,23
소아청소년과,9,J00,급성 코인두염[감기],22
소아청소년과,10,I88,비특정 림프절염,14
소아청소년과,11,L20,질병이환 및 사망의 외인,14
소아청소년과,12,E66,비만,13
소아청소년과,13,D64,기타 빈혈,11
소아청소년과,14,J45,천식,10
소아청소년과,15,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,8
소아청소년과,16,J02,급성 인두염,5
소아청소년과,17,R62,기대되는 정상 생리학적 발달의 결여,5
소아청소년과,18,J01,급성 부비동염,3
소아청소년과,19,K21,위-식도역류병,3
소아청소년과,20,N32,방광의 기타 장애,2
소화기내과,1,I10,본태성(일차성)고혈압,4277
소화기내과,2,E11,인슐린-비의존 당뇨병,4251
소화기내과,3,K21,위-식도역류병,4090
소화기내과,4,K59,기타 기능적 창자 장애,1512
소화기내과,5,E78,지질단백질대사장애 및 기타 지질증,1195
소화기내과,6,K30,소화불량,1104
소화기내과,7,J44,기타 만성 폐쇄성 폐질환,1103
소화기내과,8,B18,만성 바이러스간염,946
소화기내과,9,K29,위염 및 십이지장염,915
소화기내과,10,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,732
소화기내과,11,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,674
소화기내과,12,K58,자극성 장증후군,501
소화기내과,13,D13,기타 및 부위불명의 소화계통의 양성 신생물,466
소화기내과,14,K63,창자의 기타 질환,418
소화기내과,15,D12,결장. 직장. 항문 및 항문관의 양성 신생물,404
소화기내과,16,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,395
소화기내과,17,R10,복부 및 골반통증,379
소화기내과,18,K71,독성간질환,362
소화기내과,19,U07,U07의 응급사용,287
소화기내과,20,D50,철결핍성 빈혈,281
순환기내과,1,I20,협심증,11640
순환기내과,2,I10,본태성(일차성)고혈압,10393
순환기내과,3,I48,심방세동 및 조동,4607
순환기내과,4,E11,인슐린-비의존 당뇨병,2378
순환기내과,5,R07,인후 및 흉곽의 동통,1434
순환기내과,6,I50,심장기능상실(심부전),1183
순환기내과,7,I25,만성 허혈심장병,1014
순환기내과,8,I70,죽상경화증,845
순환기내과,9,I49,기타 심장성 부정맥,760
순환기내과,10,E78,지질단백질대사장애 및 기타 지질증,674
순환기내과,11,R06,호흡의 이상,486
순환기내과,12,I21,급성 심근경색증,461
순환기내과,13,I71,대동맥류 및 박리,447
순환기내과,14,R00,심장박동의 이상,374
순환기내과,15,J44,기타 만성 폐쇄성 폐질환,367
순환기내과,16,I35,비류마티스성 대동맥판장애,321
순환기내과,17,I73,기타 말초혈관질환,304
순환기내과,18,I42,심장근육병증,289
순환기내과,19,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,286
순환기내과,20,I95,저혈압,246
신경과,1,I63,뇌경색증,8850
신경과,2,F00,알츠하이머병에서의 치매(G30.-+),4048
신경과,3,R41,인지기능 및 자각에 관한 기타 증상 및 징후,2761
신경과,4,R51,두통,2347
신경과,5,R42,현기 및 어지러움,1706
신경과,6,I65,대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착,1253
신경과,7,G20,파킨슨병,1063
신경과,8,G25,기타 추체외로 및 운동 장애,945
신경과,9,F03,상세불명의 치매,765
신경과,10,G63,달리 분류된 질환에서의 다발신경병증,728
신경과,11,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,632
신경과,12,G45,일과성 대뇌허혈발작 및 관련 증후군,574
신경과,13,R25,이상적 불수의적 운동,561
신경과,14,R44,일반적 감각 및 지각에 관한 기타 증상 및 징후,414
신경과,15,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,331
신경과,16,E14,상세불명의 당뇨병,327
신경과,17,H81,전정기능의 장애,298
신경과,18,G62,기타 다발신경병증,270
신경과,19,G40,뇌전증,260
신경과,20,I66,대뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착,230
신경외과,1,M48,기타 척추병증,7095
신경외과,2,M51,기타 추간판장애,4569
신경외과,3,S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",2366
신경외과,4,M54,배통,2295
신경외과,5,S32,허리뼈 및 골반의 골절,1240
신경외과,6,M50,목뼈원판 장애,913
신경외과,7,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",804
신경외과,8,M43,기타 변형성 배병증,671
신경외과,9,I63,뇌경색증,669
신경외과,10,S22,늑골. 흉골 및 흉추골의 골절,453
신경외과,11,I69,대뇌혈관 질환의 후유증,397
신경외과,12,S06,머리내 손상,394
신경외과,13,M96,달리 분류되지 않은 처치후 근육골격 장애,393
신경외과,14,I67,기타 대뇌혈관 질환,367
신경외과,15,R51,두통,351
신경외과,16,R42,현기 및 어지러움,247
신경외과,17,I61,뇌내출혈,186
신경외과,18,M79,달리 분류되지 않은 기타 연조직장애,138
신경외과,19,G62,기타 다발신경병증,127
신경외과,20,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,113
신장내과,1,N18,만성 콩팥(신장)기능상실,5569
신장내과,2,E11,인슐린-비의존 당뇨병,4345
신장내과,3,I10,본태성(일차성)고혈압,2672
신장내과,4,J44,기타 만성 폐쇄성 폐질환,284
신장내과,5,R60,달리 분류되지 않은 부종,232
신장내과,6,E78,지질단백질대사장애 및 기타 지질증,209
신장내과,7,N17,급성 콩팥(신장)기능상실,119
신장내과,8,N39,비뇨기계통의 기타 장애,87
신장내과,9,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,84
신장내과,10,R80,고립성 단백뇨증,82
신장내과,11,U07,U07의 응급사용,72
신장내과,12,J42,상세불명의 만성 기관지염,68
신장내과,13,J18,상세불명 병원체의 폐렴,54
신장내과,14,J45,천식,52
신장내과,15,E87,수분. 전해질 및 산-염기균형의 기타장애,42
신장내과,16,R50,원인 미상의 열,36
신장내과,17,Z94,이식한 장기 및 조직의 상태,34
신장내과,18,R82,요의 기타 이상소견,32
신장내과,19,R79,혈액화학의 기타 이상소견,31
신장내과,20,J00,급성 코인두염[감기],31
안과,1,H25,노인성 백내장,8991
안과,2,H04,눈물기관의 장애,3100
안과,3,H40,녹내장,2781
안과,4,H35,기타 망막장애,2055
안과,5,H36,달리 분류된 질환에서의 망막장애,1646
안과,6,H19,달리 분류된 질환에서의 공막 및 각막의 장애,1023
안과,7,H26,기타 백내장,723
안과,8,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,558
안과,9,H02,안검의 기타 장애,537
안과,10,Z96,기타 기능적 삽입물의 존재,446
안과,11,H34,망막혈관폐쇄,360
안과,12,H43,초자체의 장애,235
안과,13,H11,결막의 기타 장애,191
안과,14,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,148
안과,15,H16,각막염,132
안과,16,H52,굴절 및 조절의 장애,121
안과,17,H10,결막염,117
안과,18,H27,수정체의 기타 장애,71
안과,19,H33,망막박리 및 망막이단(離斷),56
안과,20,H05,안와의 장애,48
외과,1,K80,담석증,929
외과,2,K64,치핵 및 항문주위정맥혈전증,682
외과,3,I83,하지의 정맥류,679
외과,4,K40,서혜헤르니아,320
외과,5,L72,피부 및 피하조직의 모낭성 낭,318
외과,6,D13,기타 및 부위불명의 소화계통의 양성 신생물,300
외과,7,S22,늑골. 흉골 및 흉추골의 골절,281
외과,8,I70,죽상경화증,269
외과,9,I87,정맥의 기타 장애,260
외과,10,K29,위염 및 십이지장염,251
외과,11,K59,기타 기능적 창자 장애,251
외과,12,C16,위의 악성 신생물,224
외과,13,L02,"피부의 농양, 종기 및 큰종기",190
외과,14,N63,유방의 상세불명의 소괴,186
외과,15,R15,분변의 실금,180
외과,16,L89,욕창성 및 압박부위 궤양,179
외과,17,N62,유방의 비대,174
외과,18,K82,쓸개(담낭)의 기타 질환,153
외과,19,S20,흉부의 표재성 손상,133
외과,20,U07,U07의 응급사용,131
응급실,1,R52,달리 분류되지 않은 통증,3698
응급실,2,M79,달리 분류되지 않은 기타 연조직장애,2316
응급실,3,R10,복부 및 골반통증,1573
응급실,4,T14,상세불명의 신체부위의 손상,477
응급실,5,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,397
응급실,6,R51,두통,203
응급실,7,M48,기타 척추병증,187
응급실,8,R53,병감 및 피로,177
응급실,9,K29,위염 및 십이지장염,174
응급실,10,L50,두드러기,170
응급실,11,R42,현기 및 어지러움,169
응급실,12,M51,기타 추간판장애,133
응급실,13,K59,기타 기능적 창자 장애,130
응급실,14,J00,급성 코인두염[감기],130
응급실,15,R07,인후 및 흉곽의 동통,129
응급실,16,M54,배통,129
응급실,17,J18,상세불명 병원체의 폐렴,129
응급실,18,I20,협심증,96
응급실,19,S22,늑골. 흉골 및 흉추골의 골절,91
응급실,20,D64,기타 빈혈,85
이비인후과,1,H93,달리 분류되지 않은 귀의 기타 장애,3603
이비인후과,2,J38,달리 분류되지 않은 성대및 후두의 질환,2399
이비인후과,3,J34,코 및 코옆굴의 기타 장애,2108
이비인후과,4,J30,혈관운동성 및 앨러지성 비염,1814
이비인후과,5,H90,전음성 및 감각신경성 청력소실,1566
이비인후과,6,J37,만성후두염 및 후두기관염,701
이비인후과,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,477
이비인후과,8,R42,현기 및 어지러움,417
이비인후과,9,J33,코폴립,317
이비인후과,10,K12,입안염 및 관련 병터,280
이비인후과,11,J32,만성 부비동염,279
이비인후과,12,H60,외이염,266
이비인후과,13,H66,화농성 및 상세불명의 중이염,254
이비인후과,14,R07,인후 및 흉곽의 동통,203
이비인후과,15,K14,혀의 질환,196
이비인후과,16,H61,외이의 기타장애,194
이비인후과,17,H65,비화농성 중이염,169
이비인후과,18,J04,급성 후두염 및 기관염,150
이비인후과,19,R04,호흡기도 출혈,147
이비인후과,20,U07,U07의 응급사용,143
일반검진,1,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,1430
일반검진,2,K29,위염 및 십이지장염,300
일반검진,3,K21,위-식도역류병,35
일반검진,4,K26,십이지장궤양,7
일반검진,5,K25,위궤양,5
일반검진,6,K27,상세불명 부위의 소화성 궤양,3
일반검진,7,B37,칸디다증,2
일반검진,8,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1
일반검진,9,K31,위 및 십이지장의 기타 질환,1
재활의학과,1,M51,기타 추간판장애,9414
재활의학과,2,M48,기타 척추병증,3822
재활의학과,3,G62,기타 다발신경병증,3389
재활의학과,4,M50,목뼈원판 장애,2622
재활의학과,5,M54,배통,1788
재활의학과,6,G81,편마비,1715
재활의학과,7,M75,어깨병변,1216
재활의학과,8,M47,척추증,1168
재활의학과,9,M79,달리 분류되지 않은 기타 연조직장애,933
재활의학과,10,G82,하반신마비 및 사지마비,911
재활의학과,11,G60,유전성 및 특발성 신경병증,890
재활의학과,12,I63,뇌경색증,739
재활의학과,13,M24,기타 특정 관절장애,523
재활의학과,14,R26,보행과 이동의 이상,456
재활의학과,15,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,392
재활의학과,16,M72,섬유모세포장애,333
재활의학과,17,M19,"연기, 불 및 화염에 노출",317
재활의학과,18,G56,팔의 단일신경병증,271
재활의학과,19,M17,윤충증,266
재활의학과,20,I61,뇌내출혈,247
정신건강의학과,1,F32,우울증 에피소드,3711
정신건강의학과,2,G47,수면장애,2275
정신건강의학과,3,F41,기타 불안장애,1304
정신건강의학과,4,F00,알츠하이머병에서의 치매(G30.-+),944
정신건강의학과,5,F51,비기질적 수면 장애,819
정신건강의학과,6,F03,상세불명의 치매,302
정신건강의학과,7,F43,심한 스트레스에 대한 반응 및 적응장애,286
정신건강의학과,8,F31,양극성 정동장애,255
정신건강의학과,9,R41,인지기능 및 자각에 관한 기타 증상 및 징후,231
정신건강의학과,10,F10,알콜사용에 의한 정신및 행동장애,223
정신건강의학과,11,F20,조현병,214
정신건강의학과,12,F45,신체형장애,188
정신건강의학과,13,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,173
정신건강의학과,14,F40,공포성 불안장애,90
정신건강의학과,15,F07,뇌질환. 뇌손상 및 기능이상에 의한 인격 및 행동 장애,88
정신건강의학과,16,F60,특정 인격장애,83
정신건강의학과,17,F05,알콜 및 기타 정신활성물질에 의하여 유발된 것이 아닌 섬망,82
정신건강의학과,18,F22,지속성 망상장애,69
정신건강의학과,19,F34,지속성 기분[정동]장애,64
정신건강의학과,20,F29,상세불명의 비기질적 정신병,59
정형외과,1,M17,윤충증,5873
정형외과,2,M75,어깨병변,3907
정형외과,3,M13,추 락,3669
정형외과,4,M48,기타 척추병증,1816
정형외과,5,M81,병적골절이 없는 골다공증,1013
정형외과,6,M10,활막 및 건 장애,867
정형외과,7,M65,활막염 및 건초염,574
정형외과,8,M19,"연기, 불 및 화염에 노출",533
정형외과,9,S83,무릎의 관절 및 인대의 탈구. 염좌 및 긴장,475
정형외과,10,S82,발목을 포함한 아래다리의 골절,425
정형외과,11,S43,"팔이음뼈의 관절 및 인대의 탈구, 염좌 및 긴장",405
정형외과,12,M20,외인의 기타 및 상세불명의 영향,392
정형외과,13,S52,아래팔의 골절,376
정형외과,14,M25,달리 분류되지 않은 기타 관절장애,364
정형외과,15,S72,대퇴골의 골절,361
정형외과,16,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,333
정형외과,17,M77,기타 골부착부병증,331
정형외과,18,S92,발목을 제외한 발의 골절,324
정형외과,19,M23,유독성 물질에 의한 불의의 중독 및 노출,271
정형외과,20,R52,달리 분류되지 않은 통증,270
종합검진,1,C22,간 및 간내담관의 악성 신생물,3
종합검진,2,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,1
종합검진,3,K29,위염 및 십이지장염,1
치과,1,K08,치아 및 지지구조의 기타 장애,8964
치과,2,K05,치은염(잇몸염)및 치주 질환,6765
치과,3,K04,치수 및 치근단주위조직의 질환,4077
치과,4,K02,치아우식증,3716
치과,5,K03,치아경조직의 기타 질환,1412
치과,6,S02,머리뼈 및 얼굴뼈의 골절,612
치과,7,K07,치아얼굴이상[부정교합포함],276
치과,8,K12,입안염 및 관련 병터,102
치과,9,K06,치은(잇몸) 및 무치성 치조융선(이틀융기)의 기타 장애,61
치과,10,K10,턱의 기타 질환,36
치과,11,K01,매몰치 및 매복치,25
치과,12,F45,신체형장애,21
치과,13,K13,입술 및 구강점막의 기타 질환,16
치과,14,Z97,기타 장치의 존재,12
치과,15,M86,골수염,8
치과,16,T14,상세불명의 신체부위의 손상,6
치과,17,G50,삼차신경의 장애,5
치과,18,R19,소화기계통 및 복부에 침습한 기타 증상 및 징후,5
치과,19,C08,기타 및 상세불명의 주타액선의 악성 신생물,4
치과,20,S01,머리의 열린상처,2
피부과,1,B35,피부사상균증,4916
피부과,2,L29,소양증,3668
피부과,3,L21,지루피부염,1918
피부과,4,L23,앨러지성 접촉피부염,1668
피부과,5,L24,자극성 접촉피부염,1567
피부과,6,B02,대상포진,1256
피부과,7,L40,건선,439
피부과,8,L85,기타 표피의 비후,422
피부과,9,L84,티눈 및 굳은살,416
피부과,10,L28,만성 단순태선 및 양진,405
피부과,11,L30,기타 피부염,347
피부과,12,D21,결합조직 및 기타 연조직의 기타 양성 신생물,305
피부과,13,L80,백반증,290
피부과,14,L50,두드러기,286
피부과,15,B00,헤르페스바이러스[단순헤르페스] 감염,283
피부과,16,L27,내부로 섭취된 물질에 의한 피부염,258
피부과,17,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,215
피부과,18,L63,원형 탈모증,197
피부과,19,G53,달리 분류된 질환에서의 뇌신경장애,185
피부과,20,L73,기타 모낭장애,152
핵의학과,1,E03,기타 갑상선기능저하증,2683
핵의학과,2,E04,기타 비중독성 갑상선종,1251
핵의학과,3,E89,달리 분류되지 않은 처치후의 내분비및 대사장애,336
핵의학과,4,E06,갑상선염,130
핵의학과,5,E05,갑상선독증[갑상선기능항진증],124
핵의학과,6,E07,갑상선의 기타 장애,62
핵의학과,7,C73,갑상선의 악성 신생물,35
핵의학과,8,U07,U07의 응급사용,28
핵의학과,9,R53,병감 및 피로,6
핵의학과,10,E83,무기질대사장애,4
핵의학과,11,D44,내분비선의 행동양식 불명 또는 미상의 신생물,4
핵의학과,12,E23,뇌하수체의 기능저하증 및 기타 장애,3
핵의학과,13,E78,지질단백질대사장애 및 기타 지질증,3
핵의학과,14,H81,전정기능의 장애,2
핵의학과,15,F48,기타 신경성 장애,2
핵의학과,16,D35,기타 및 상세불명의 내분비선의 양성 신생물,2
핵의학과,17,E21,부갑상선기능항진증 및 부갑상선의 기타장애,2
핵의학과,18,R59,림프절비대,1
핵의학과,19,L04,"내분비, 영양 및 대사 질환",1
핵의학과,20,K29,위염 및 십이지장염,1
