"병원","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함여부","약제비포함여부","특이사항"
"중앙","진단초음파-두경부","진단초음파-경부-갑상선·부갑상선 제외한 경부","EB415","SEB415","99020","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-(도플러)견관절(편측)Shoulder","EB466010","SEB46601","106310","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-(도플러)고관절(편측)Hip","EB465010","SEB46501","106310","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-(도플러)류마티스성질환3부위이상관절종합","EB469010","SEB46901","164920","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-(도플러)발가락(편측)Toe","EB462010","SEB46201","77060","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-(도플러)발목관절(편측)Ankle","EB468010","SEB46801","106310","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-(도플러)손가락(편측)","EB461010","SEB46101","77060","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-(도플러)손목관절(편측)Wrist","EB467010","SEB46701","106310","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-(도플러)슬관절(편측)Knee","EB464010","SEB46401","84900","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-(도플러)주관절(편측)Elbow","EB463010","SEB46301","84900","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-견관절(편측)Shoulder","EB466","SEB466","96650","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-고관절(편측)Hip","EB465","SEB465","96650","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-류마티스성질환3부위이상관절종합","EB469","SEB469","149930","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-발가락(편측)Toe","EB462","SEB462","70050","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-발목관절(편측)Ankle","EB468","SEB468","96650","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-손가락(편측)","EB461","SEB461","70050","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-손목관절(편측)Wrist","EB467","SEB467","96650","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-슬관절(편측)Knee","EB464","SEB464","77180","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-관절-주관절(편측)Elbow","EB463","SEB463","77180","","","","",""
"중앙","진단초음파-복부","진단초음파-남성생식기-(도플러)음경 Penis","EB453010","SEB45301","107160","","","","",""
"중앙","진단초음파-복부","진단초음파-남성생식기-(도플러)음낭 Scrotum","EB454010","SEB45401","107160","","","","",""
"중앙","진단초음파-복부","진단초음파-남성생식기-(도플러)전립선·정낭(경복부로 실시)","EB452010","SEB45201","75830","","","","",""
"중앙","진단초음파-복부","진단초음파-남성생식기-(도플러)전립선·정낭(경직장으로 실시)","EB451010","SEB45101","136380","","","","",""
"중앙","진단초음파-복부","진단초음파-남성생식기-음경 Penis","EB453","SEB453","97410","","","","",""
"중앙","진단초음파-복부","진단초음파-남성생식기-음낭 Scrotum","EB454","SEB454","97410","","","","",""
"중앙","진단초음파-복부","진단초음파-남성생식기-전립선·정낭(경복부로 실시)","EB452","SEB452","68940","","","","",""
"중앙","진단초음파-복부","진단초음파-남성생식기-전립선·정낭(경직장으로 실시)","EB451","SEB451","123980","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-(도플러)(일반)간·담낭·담도·비장·췌장","EB441010","SEB44101","144550","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-(도플러)(정밀)간·담낭·담도·비장·췌장","EB442010","SEB44201","214670","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-(도플러)서혜부 Inguinal region","EB445010","SEB44501","91170","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-(도플러)소장·대장 Small Bowel·Colon","EB444010","SEB44401","132040","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-(도플러)직장·항문 Rectum·Anus","EB446010","SEB44601","155400","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-(도플러)충수 Appendix","EB443010","SEB44301","131940","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-(일반)간·담낭·담도·비장·췌장","EB441","SEB441","131410","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-(정밀)간·담낭·담도·비장·췌장","EB442","SEB442","195150","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-(조영)(일반)간·담낭·담도·비장·췌장","EB441020","SEB44102","170830","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-(조영)(정밀)간·담낭·담도·비장·췌장","EB442020","SEB44202","253690","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-서혜부 Inguinal region","EB445","SEB445","82880","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-소장·대장 Small Bowel·Colon","EB444","SEB444","120040","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-직장·항문 Rectum·Anus","EB446","SEB446","141270","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-충수 Appendix","EB443","SEB443","119940","","","","",""
"중앙","진단초음파-복부","진단초음파-복부-항문초음파만 시행한 경우","EB447","SEB447","117730","","","","",""
"중앙","진단초음파-흉부","진단초음파-비·부비동 초음파","EB416","SEB416","65410","","","","",""
"중앙","진단초음파-복부","진단초음파-비뇨기계-(도플러)신장·부신","EB449010","SEB44901","105080","","","","",""
"중앙","진단초음파-복부","진단초음파-비뇨기계-(도플러)신장·부신·방광","EB448010","SEB44801","116280","","","","",""
"중앙","진단초음파-복부","진단초음파-비뇨기계-방광 Bladder","EB450010","SEB45001","94800","","","","",""
"중앙","진단초음파-복부","진단초음파-비뇨기계-방광 Bladder","EB450","SEB450","86180","","","","",""
"중앙","진단초음파-복부","진단초음파-비뇨기계-신장·부신","EB449","SEB449","95530","","","","",""
"중앙","진단초음파-복부","진단초음파-비뇨기계-신장·부신·방광","EB448","SEB448","105710","","","","",""
"중앙","진단초음파-신경","진단초음파-신경-(만1세미만소아 경천문 뇌)중추신경계","EB501","SEB501","212740","","","","",""
"중앙","진단초음파-신경","진단초음파-신경-(만1세미만소아 척수)중추신경계","EB502","SEB502","212740","","","","",""
"중앙","진단초음파-신경","진단초음파-신경-(사지신경 종합검사)말초신경 초음파","EB504","SEB504","165520","","","","",""
"중앙","진단초음파-신경","진단초음파-신경-말초신경 초음파(편측)","EB503","SEB503","63450","","","","",""
"중앙","진단초음파-심장","진단초음파-심장-(단순)경흉부심초음파","EB431","SEB431","120540","","","","",""
"중앙","진단초음파-심장","진단초음파-심장-(선천성심질환에검사별도산정)경흉부심초음파","EB430","SEB430","38060","","","","",""
"중앙","진단초음파-심장","진단초음파-심장-(약물)부하심초음파","EB434","SEB434","330100","","","","",""
"중앙","진단초음파-심장","진단초음파-심장-(운동)부하심초음파","EB435","SEB435","313860","","","","",""
"중앙","진단초음파-심장","진단초음파-심장-(일반)경흉부심초음파","EB432","SEB432","190260","","","","",""
"중앙","진단초음파-심장","진단초음파-심장-(전문)경흉부심초음파","EB433","SEB433","277440","","","","",""
"중앙","진단초음파-심장","진단초음파-심장-태아정밀 심초음파","EB436","SEB436","416880","","","","",""
"중앙","진단초음파-두경부","진단초음파-안-안구","EB411","SEB411","98660","","","","",""
"중앙","진단초음파-두경부","진단초음파-안-안와","EB412","SEB412","98660","","","","",""
"중앙","진단초음파-복부","진단초음파-여성생식기-(도플러)일반","EB455010","SEB45501","122640","","","","",""
"중앙","진단초음파-복부","진단초음파-여성생식기-(도플러)정밀","EB457010","SEB45701","179700","","","","",""
"중앙","진단초음파-복부","진단초음파-여성생식기-일반","EB455","SEB455","111490","","","","",""
"중앙","진단초음파-복부","진단초음파-여성생식기-자궁내생리식염수를 주입하여 검사한 경우","EB456","SEB456","142600","","","","",""
"중앙","진단초음파-복부","진단초음파-여성생식기-정밀","EB457","SEB457","163350","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-연부조직-(도플러)일반","EB470010","SEB47001","77060","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-연부조직-(도플러)정밀","EB471010","SEB47101","98970","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-연부조직-일반","EB470","SEB470","70050","","","","",""
"중앙","진단초음파-근골격,연부","진단초음파-연부조직-정밀","EB471","SEB471","89990","","","","",""
"중앙","진단초음파-임산부","진단초음파-임산부-(고위험임신)제2,3삼분기","EB516","SEB516","160640","","","","",""
"중앙","진단초음파-임산부","진단초음파-임산부-(기형아정밀계측)제1삼분기","EB514","SEB514","199780","","","","",""
"중앙","진단초음파-임산부","진단초음파-임산부-(기형아정밀계측)제2,3삼분기","EB518","SEB518","310250","","","","",""
"중앙","초음파 검사료","진단초음파-임산부-(도플러)(일반)제1삼분기","EB511010","SEB51103","96030","","","","",""
"중앙","진단초음파-임산부","진단초음파-임산부-(일반)제1삼분기","EB511","SEB511","87290","","","","",""
"중앙","진단초음파-임산부","진단초음파-임산부-(일반)제2,3삼분기","EB515","SEB515","123570","","","","",""
"중앙","진단초음파-임산부","진단초음파-임산부-(임신여부만 확인)제1삼분기","EB512","SEB512","59240","","","","",""
"중앙","진단초음파-임산부","진단초음파-임산부-(정밀)제1삼분기","EB513","SEB513","155780","","","","",""
"중앙","진단초음파-임산부","진단초음파-임산부-(정밀)제2,3삼분기","EB517","SEB517","264840","","","","",""
"중앙","진단초음파-혈관","진단초음파-혈관-(경동맥)두개외 혈관 도플러","EB482","SEB482","118730","","","","",""
"중앙","진단초음파-혈관","진단초음파-혈관-(기타 동맥)두개외 혈관 도플러","EB483","SEB483","62320","","","","",""
"중앙","진단초음파-혈관","진단초음파-혈관-(동정맥루의 혈류 및 협착 측정)사지혈관 도플러","EB486","SEB486","49240","","","","",""
"중앙","진단초음파-혈관","진단초음파-혈관-(상지-동맥)사지혈관 도플러","EB484","SEB484","95660","","","","",""
"중앙","진단초음파-혈관","진단초음파-혈관-(상지-정맥)사지혈관 도플러","EB485","SEB485","95660","","","","",""
"중앙","진단초음파-혈관","진단초음파-혈관-(하지 정맥류 검사를 실시)사지혈관 도플러","EB489","SEB489","170130","","","","",""
"중앙","진단초음파-혈관","진단초음파-혈관-(하지-동맥)사지혈관 도플러","EB487","SEB487","151490","","","","",""
"중앙","진단초음파-혈관","진단초음파-혈관-(하지-정맥)사지혈관 도플러","EB488","SEB488","151490","","","","",""
"중앙","진단초음파-혈관","진단초음파-혈관-뇌혈류","EB481","SEB481","139090","","","","",""
"중앙","진단초음파-혈관","진단초음파-혈관-대동맥 도플러","EB490","SEB490","92270","","","","",""
"중앙","진단초음파-흉부","진단초음파-흉부-(도플러)유방·액와부 제외한 흉부 초음파","EB422010","SEB42201","101540","","","","",""
"중앙","진단초음파-흉부","진단초음파-흉부-(도플러)유방·액와부 초음파","EB421010","SEB42101","146800","","","","",""
"중앙","진단초음파-흉부","진단초음파-흉부-유방·액와부 제외한 흉부 초음파","EB422","SEB422","92300","","","","",""
"중앙","진단초음파-흉부","진단초음파-흉부-유방·액와부 초음파","EB421","SEB421","133450","","","","",""
"중앙","초음파 검사료","초음파영상-검사 유도목적 초음파하양수천자술","","SZ08200","90000","","","","",""
"중앙","초음파 검사료","초음파영상-검사 유도목적/근골격계초음파,간단","","SZ09301","30000","","","","",""
"중앙","초음파 검사료","초음파영상-검사 유도목적/근골격계초음파,복잡","","SZ09302","120000","","","","",""
"중앙","초음파 검사료","특수초음파-기관지내시경초음파/기관지내시경초음파검사","EZ991","SZ09401","300000","","","","",""
"중앙","초음파 검사료","특수초음파-기관지내시경초음파/기관지내시경초음파를 이용한 세침흡인술","EZ991","SZ09402","500000","","","X","",""
"중앙","초음파 검사료","특수초음파-내시경초음파/초음파 내시경검사","","SZ06201","200000","","","","",""
"중앙","초음파 검사료","특수초음파-내시경초음파/초음파 내시경검사 [Miniprobe 이용]","","SZ06202","250000","","","","",""
"중앙","초음파 검사료","특수초음파-내시경초음파/초음파 내시경검사 직장 [중부]","","SZ06302","80000","","","","",""
"중앙","초음파 검사료","특수초음파-내시경초음파/초음파 내시경검사(항문)","","SZ06304","40000","","","","",""
"중앙","특수초음파-심장","특수초음파-심장-(선천성심질환에검사 별도산정)경식도 심초음파","EB610","SEB610","38060","","","","",""
"중앙","특수초음파-심장","특수초음파-심장-경식도 심초음파","EB611","SEB611","312300","","","","",""
"중앙","특수초음파-심장","특수초음파-심장-심장내 초음파","EB612","SEB612","343530","","","","",""
"중앙","초음파 검사료","특수초음파-혈관내초음파","EZ994","RHZ00100","200000","","","","",""
"중앙","검사료","CHROMOSOM(AF)양수검사","","LWZ0014","553327","","","","",""
"중앙","기능 검사료(외피, 근골 기능 검사)","관절계를 이용한 무릎관절인대검사","EZ775","HZOS00300","30000","","","","",""
"중앙","기능검사료(시기능검사)","눈의 계측검사[편측]-레이저 간섭계 이용","E7801","SE7801[국비정산EDI SZ04000A]","50000","","","","",""
"중앙","기능검사료(시기능검사)","눈의 계측검사[편측]-초음파 이용 by Ultrasonography","E7800","SE7800 [국비정산EDI SZ04000A]","50000","","","","",""
"중앙","","다중수면잠복기검사","FZ702","SZ10806","330000","","","","",""
"중앙","기능검사료(순환기 기능검사)","동맥경화도검사(맥파전달속도측정)-초음파 동맥경화협착폐색검사 [1부위]","EZ868","SZ07201","30000","","","","",""
"중앙","기능검사료(순환기 기능검사)","동맥경화도검사(맥파전달속도측정)-초음파 동맥경화협착폐색검사 [2부위]","EZ868","SZ0098","50000","","","","",""
"중앙","기능 검사료(평형 및 청각 기능검사)","동적체평형검사","FZ731","FZ00300","30000","","","","",""
"중앙","기능 검사료(신경계기능검사)","발음 및 발성검사","FZ688","SZ10802","50000","","","","",""
"중앙","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진 안구 운동검사 [정밀]","FZ733","SZ01503","100000","","","X","X",""
"중앙","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진 자발안진검사(Spontaneous Nystagmus)","FZ733","SZ01601","50000","","","","",""
"중앙","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진검사 급속안구운동(단속운동검사:Saccade test)","FZ733","SZ01602","50000","","","X","X",""
"중앙","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진검사, 두진(두위안진검사 :Positional test)","FZ733","SZ01701","31010","","","","",""
"중앙","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진검사, 시표추적 (시추적검:Smooth pursuit test)","FZ733","SZ01604","50000","","","","",""
"중앙","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진검사, 주시 (주시안진검사:Gaze nystagmus)","FZ733","SZ01702","31010","","","","",""
"중앙","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진검사, 진동 (진동유발 안진검사:Vibration induced nystagmus)","FZ733","SZ01703","31010","","","","",""
"중앙","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진검사, 체위변환(체위변환 , 두위변환검사: Dix-Hallpike test , Positioning test)","FZ733","SZ01704","51800","","","","",""
"중앙","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 온도안진검사 (냉온교대 Caloric test)","FZ733","SZ01707","31010","","","","",""
"중앙","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 온도안진검사 (단일:Caloric test)","FZ733","SZ01708","27000","","","","",""
"중앙","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사/비디오 전기 안진검사, 체위변환 및 이석 정복술(체(두)위변환 및 이석치환술 :Otolith-repositioning procedure)","FZ733","SZ01705","103500","","","","",""
"중앙","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사시운동성안진및운동후(시운동성안진 및 후안진 검사Optokinetic nystagmus and Optokinetic after-Nystgmus)","FZ732","SZ01710","50000","","","","",""
"중앙","기능검사료","비디오전기안진검사시운동성안진및운동후(시운동성안진 및 후안진 검사Optokinetic nystagmus and Optokinetic after-Nystgmus)","FZ732","SZ01710","50000","","","","",""
"중앙","기능검사","수면다원검사","F6290","SF6290","638860","","","","",""
"중앙","기능검사료(시기능검사)","안구광학단층촬영OCT [편측]","EZ796","SEZ796","50000","","","","",""
"중앙","양수염색체검사","양수염색체검사료","3Z2610000(심평원코드)","SZ03200/LWZ0014/SZ08200","943327","","","","",""
"중앙","기능 검사료(신경계기능검사)","언어전반진단검사","FZ689","SZ11500","45000","","","","",""
"중앙","검체검사료","인플루엔자 A·B 바이러스항원검사 [현장검사]","CZ394","LZ00900","25000","","","","",""
"중앙","내시경 천자 및 생검료","입체적 유방절제생검술","CZ977","SCZ00200","1000000","","","X","",""
"중앙","","자궁경부확대촬영검사","EZ886","SZ04700","25000","","","","",""
"중앙","기능 검사료(신경계기능검사)","자율신경계이상검사(발살바법)","SZ11201","SZ11201","30000","","","","",""
"중앙","기능 검사료(신경계기능검사)","자율신경계이상검사(심박변이도검사)","SZ11200","SZ11200","30000","","","","",""
"중앙","기능 검사료(외피, 근골 기능 검사)","적외선체열진단 [경추 및 상지]","EZ776","SZ05103","50000","","","","",""
"중앙","기능 검사료(외피, 근골 기능 검사)","적외선체열진단 [경추 및 상지]","EZ776","SZ05103","50000","","","","",""
"중앙","기능 검사료(외피, 근골 기능 검사)","적외선체열진단 [기타]","EZ776","SZ05109","50000","","","","",""
"중앙","기능 검사료(외피, 근골 기능 검사)","적외선체열진단 [두부 및 부비동]","EZ776","SZ05101","50000","","","","",""
"중앙","기능 검사료(외피, 근골 기능 검사)","적외선체열진단 [요천추 및 하지]","EZ776","SZ05104","50000","","","","",""
"중앙","기능 검사료(외피, 근골 기능 검사)","적외선체열진단 [전신]","EZ776","SZ05110","100000","","","","",""
"중앙","기능 검사료(외피, 근골 기능 검사)","적외선체열진단 [족부]","EZ776","SZ05108","50000","","","","",""
"중앙","기능 검사료(외피, 근골 기능 검사)","적외선체열진단 [흉추]","EZ776","SZ05105","50000","","","","",""
"중앙","기능 검사료(신경계기능검사)","정량적 발한 축삭 반사검사","SZ11202","SZ11202","100000","","","","",""
"중앙","내시경, 천자 및 생검료","진정내시경 환자관리료Ⅰ","EA001","SEA001","55520","","","","",""
"중앙","내시경, 천자 및 생검료","진정내시경 환자관리료Ⅱ","EA002","SEA002","80560","","","","",""
"중앙","내시경, 천자 및 생검료","진정내시경 환자관리료Ⅲ","EA003","SEA003","123460","","","","",""
"중앙","내시경, 천자 및 생검료","진정내시경 환자관리료Ⅳ","EA004","SEA004","170740","","","","",""
"중앙","","타액검사[분비율, 점조도, PH, 완충기능검사]","EZ919","JM0088T","10000","","","","",""
"중앙","","항GD1b항체 [IgG]","CZ425","LWZ0006","26333","","","","",""
"중앙","","항GD1b항체 [IgM]","CZ425","LWZ0006","26333","","","","",""
"중앙","","항GM1항체 [IgG]","CZ261","LWZ0002","26333","","","","",""
"중앙","","항GM1항체 [IgM]","CZ262","LWZ0003","26333","","","","",""
"중앙","기능 검사료(평형 및 청각 기능검사)","회전검사 [회전의자검사(정현파회전 및 등속회전검사,Rotatory Chair Test)]","FZ732","SZ01709","50000","","","","",""
"중앙","기능검사료","후각기능검사(인지및역치)","FZ671","SZ09700","20000","","","","",""
"중앙","상급병실료","1인실 병실차액","ABZ010001","A2Z00201,A2Z0010201-2","","100000","189750","","",""
"중앙","상급병실료","특실 병실차액","","A2Z00101,A2Z0010101-6","","200000","411430","","",""
"중앙","교육상담료","교육 및 상담료[당뇨병 교육]","AZ001","HZGT00102","20000","","","","",""
"중앙","정신요법료","기타 행동치료-신경발달중재치료Ⅰ-Ⅱ","NZ009","GZ00900,GZ0090001","","30000","50000","X","",""
"중앙","정신요법료","기타 행동치료-심리적 재활중재치료Ⅰ Ⅱ","NZ010","GZ01000,GZ010001","","30000","50000","X","X",""
"중앙","정신요법료","기타 행동치료-정신 분석적 정신치료Ⅰ,Ⅱ","NZ011","GZ01100,GZ0110001","","50000","100000","","",""
"중앙","MRI-특수검사","Dynamic","HF105+HB021","RMHF10501","406980","","","","",""
"중앙","복부-복부","MRI Abdomen 조영제사용 [테슬라1.5-3.0미만+품질관리적합]","HI227+HJ227+HB021","RMHI22702","536370","","","","",""
"중앙","복부-복부","MRI Abdomen 조영제사용 [테슬라3.0이상+품질관리적합]","HI227+HJ227+HB021","RMHI22703","568260","","","","",""
"중앙","복부-복부","MRI Abdomen　[테슬라1.5-3.0미만+품질관리적합]","HI127+HJ127+HB021","RMHI12702","404500","","","","",""
"중앙","복부-복부","MRI Abdomen　[테슬라3.0이상+품질관리적합]","HI127+HJ127+HB021","RMHI12703","428500","","","","",""
"중앙","혈관-복부혈관","MRI Abdominal Angio 조영제사용[테슬라1.5-3.0미만+품질관리적합]","HI238+HJ238+HB021","RMHI23802","537980","","","","",""
"중앙","혈관-복부혈관","MRI Abdominal Angio 조영제사용[테슬라3.0이상+품질관리적합]","HI238+HJ238+HB021","RMHI23803","569970","","","","",""
"중앙","혈관-복부혈관","MRI Abdominal Angio　[테슬라1.5-3.0미만+품질관리적합]","HI138+HJ138+HB021","RMHI13802","405590","","","","",""
"중앙","혈관-복부혈관","MRI Abdominal Angio　[테슬라3.0이상+품질관리적합]","HI138+HJ138+HB021","RMHI13803","429650","","","","",""
"중앙","흉부-유방","MRI Breast [테슬라1.5-3.0미만+품질관리적합]","HI126+HJ126+HB021","RMHI12602","404500","","","","",""
"중앙","흉부-유방","MRI Breast 조영제사용 [테슬라1.5-3.0미만+품질관리적합]","HI226+HJ226+HB021","RMHI22602","536420","","","","",""
"중앙","흉부-유방","MRI Breast　[테슬라3.0이상+품질관리적합]","HI126+HJ126+HB021","RMHI12603","428500","","","","",""
"중앙","흉부-유방","MRI Breast　조영제사용 [테슬라3.0이상+품질관리적합]","HI226+HJ226+HB021","RMHI22603","568310","","","","",""
"중앙","흉부-흉부","MRI Chest [테슬라1.5-3.0미만+품질관리적합]","HI125+HJ125+HB021","RMHI12502","404500","","","","",""
"중앙","흉부-흉부","MRI Chest 조영제사용 [테슬라1.5-3.0미만+품질관리적합]","HI225+HJ225+HB021","RMHI22502","536420","","","","",""
"중앙","흉부-흉부","MRI Chest 조영제사용 [테슬라3.0이상+품질관리적합]","HI225+HJ225+HB021","RMHI22503","568310","","","","",""
"중앙","흉부-흉부","MRI Chest　[테슬라3.0이상+품질관리적합]","HI125+HJ125+HB021","RMHI12503","428500","","","","",""
"중앙","복부-담췌관","MRI Cholangiogram 조영제사용[테슬라1.5-3.0미만+품질관리적합] +도타렘조영제 포함","HI233+HJ233+HB021","RMHI23302","536370","","","","",""
"중앙","복부-담췌관","MRI Cholangiogram 조영제사용[테슬라3.0이상+품질관리적합]+도타렘조영제 포함","HI233+HJ233+HB021","RMHI23303","568260","","","","",""
"중앙","복부-담췌관","MRI Cholangiogram　[테슬라1.5-3.0미만+품질관리적합]","HI133+HJ133+HB021","RMHI13302","404500","","","","",""
"중앙","복부-담췌관","MRI Cholangiogram　[테슬라3.0이상+품질관리적합]","HI133+HJ133+HB021","RMHI13303","428500","","","","",""
"중앙","복부-신장 및 부신","MRI Kidney and Adrenal 조영제사용 [테슬라1.5-3.0미만+품질관리적합]","HI230+HJ230+HB021","RMHI23002","536370","","","","",""
"중앙","복부-신장 및 부신","MRI Kidney and Adrenal 조영제사용 [테슬라3.0이상+품질관리적합]","HI230+HJ230+HB021","RMHI23003","568260","","","","",""
"중앙","복부-신장 및 부신","MRI Kidney and Adrenal　[테슬라1.5-3.0미만+품질관리적합]","HI130+HJ130+HB021","RMHI13002","404500","","","","",""
"중앙","복부-신장 및 부신","MRI Kidney and Adrenal　[테슬라3.0이상+품질관리적합]","HI130+HJ130+HB021","RMHI13003","428500","","","","",""
"중앙","복부-간","MRI Liver　[테슬라1.5-3.0미만+품질관리적합]","HI132+HJ132+HB021","RMHI13202","404500","","","","",""
"중앙","복부-간","MRI Liver　[테슬라3.0이상+품질관리적합]","HI132+HJ132+HB021","RMHI13203","428500","","","","",""
"중앙","복부-췌장","MRI Pancreas 조영제사용 [테슬라1.5-3.0미만+품질관리적합]+도타렘조영제 포함","HI229+HJ229+HB021","RMHI22902","536370","","","","",""
