월,퇴원과,퇴원결과,건수
2023-12,순환기내과,경쾌,26
2023-12,순환기내과,48시간 후 사망,3
2023-12,신장내과,호전,14
2023-12,혈액종양내과,호전,12
2023-12,정형외과,치료안함,1
2023-12,신경외과,진단만실시,2
2023-12,소아청소년과,호전,2
2023-01,재활의학과,호전,57
2023-01,신경과,경쾌,1
2023-01,외과,불변(호전안됨),2
2023-01,혈액종양내과,경쾌,1
2023-02,재활의학과,호전,46
2023-02,신장내과,호전,7
2023-02,외과,48시간 후 사망,3
2023-02,순환기내과,48시간 후 사망,1
2023-02,재활의학과,불변(호전안됨),1
2023-02,감염내과,48시간 전 사망,1
2023-02,순환기내과,치료안함,1
2023-03,순환기내과,호전,119
2023-03,정형외과,호전,29
2023-03,비뇨의학과,진단만실시,51
2023-03,외과,호전,53
2023-03,순환기내과,불변(호전안됨),4
2023-03,신경과,치료안함,1
2023-03,가정의학과,48시간 후 사망,19
2023-03,감염내과,48시간 후 사망,2
2023-03,소아청소년과,호전,6
2023-03,소화기내과,48시간 후 사망,3
2023-04,소화기내과,48시간 전 사망,1
2023-05,순환기내과,호전,108
2023-05,외과,불변(호전안됨),1
2023-05,내분비내과,호전,10
2023-05,재활의학과,불변(호전안됨),2
2023-05,외과,진단만실시,1
2023-05,감염내과,진단만실시,1
2023-05,소화기내과,경쾌,6
2023-05,정형외과,경쾌,3
2023-05,안과,치료안함,2
2023-06,외과,호전,64
2023-06,정형외과,호전,23
2023-06,재활의학과,불변(호전안됨),1
2023-06,신경과,48시간 후 사망,1
2023-07,소화기내과,호전,40
2023-07,신경외과,호전,55
2023-07,신경과,불변(호전안됨),5
2023-07,응급의학과,호전,5
2023-07,소아청소년과,진단만실시,5
2023-07,순환기내과,48시간 후 사망,1
2023-07,순환기내과,진단만실시,1
2023-08,비뇨의학과,호전,74
2023-08,소아청소년과,진단만실시,10
2023-08,재활의학과,경쾌,8
2023-08,비뇨의학과,치료안함,3
2023-08,응급의학과,48시간 후 사망,3
2023-08,내분비내과,진단만실시,2
2023-08,가정의학과,불변(호전안됨),1
2023-08,비뇨의학과,불변(호전안됨),2
2023-08,외과,불변(호전안됨),1
2023-09,외과,호전,77
2023-09,소화기내과,호전,52
2023-09,신경외과,호전,43
2023-09,신경외과,불변(호전안됨),5
2023-09,정형외과,경쾌,3
2023-09,신경과,진단만실시,1
2023-10,순환기내과,호전,81
2023-10,소화기내과,호전,35
2023-10,소화기내과,진단만실시,1
2023-10,신경외과,진단만실시,1
2023-10,정형외과,치료안함,3
2023-10,이비인후과,호전,9
2023-10,비뇨의학과,불변(호전안됨),2
2023-11,가정의학과,48시간 후 사망,30
2023-11,감염내과,호전,4
2023-11,영상의학과,호전,1
2023-11,신경과,48시간 전 사망,1
2023-11,정형외과,불변(호전안됨),3
2023-12,비뇨의학과,치료안함,4
2023-12,신경과,불변(호전안됨),1
2023-12,신경외과,불변(호전안됨),1
2023-12,소아청소년과,진단만실시,2
2023-01,가정의학과,호전,1
2023-01,외과,치료안함,1
2023-02,소아청소년과,진단만실시,8
2023-02,호흡기내과,경쾌,1
2023-02,소화기내과,불변(호전안됨),1
2023-03,내분비내과,호전,10
2023-03,소아청소년과,진단만실시,5
2023-03,소화기내과,48시간 전 사망,2
2023-03,비뇨의학과,경쾌,6
2023-03,소화기내과,경쾌,12
2023-03,신경외과,호전,1
2023-04,외과,호전,65
2023-04,비뇨의학과,호전,57
2023-04,소아청소년과,진단만실시,6
2023-04,내분비내과,경쾌,1
2023-05,재활의학과,호전,48
2023-05,비뇨의학과,호전,70
2023-05,가정의학과,48시간 후 사망,21
2023-05,소화기내과,호전,42
2023-05,혈액종양내과,호전,17
2023-05,정형외과,치료안함,4
2023-05,소아청소년과,진단만실시,4
2023-05,순환기내과,48시간 후 사망,1
2023-05,이비인후과,불변(호전안됨),1
2023-05,재활의학과,경쾌,3
2023-06,순환기내과,불변(호전안됨),1
2023-06,가정의학과,48시간 후 사망,25
2023-06,신경과,호전,56
2023-06,정형외과,불변(호전안됨),2
2023-07,내분비내과,호전,10
2023-07,비뇨의학과,불변(호전안됨),2
2023-07,소아청소년과,호전,2
2023-07,가정의학과,48시간 전 사망,2
2023-07,신경과,진단만실시,1
2023-07,신경외과,경쾌,1
2023-08,순환기내과,호전,108
2023-08,정형외과,호전,40
2023-08,이비인후과,호전,19
2023-08,비뇨의학과,경쾌,1
2023-09,가정의학과,48시간 후 사망,16
2023-09,소아청소년과,진단만실시,3
2023-09,재활의학과,경쾌,10
2023-09,비뇨의학과,진단만실시,38
2023-09,순환기내과,48시간 후 사망,3
2023-09,외과,불변(호전안됨),1
2023-09,신경외과,48시간 전 사망,1
2023-10,외과,불변(호전안됨),3
2023-10,재활의학과,호전,57
2023-10,순환기내과,경쾌,30
2023-10,소화기내과,48시간 후 사망,3
2023-10,소화기내과,경쾌,2
2023-10,소화기내과,48시간 전 사망,1
2023-10,신경과,경쾌,1
2023-10,정형외과,불변(호전안됨),2
2023-10,소아청소년과,진단만실시,5
2023-10,감염내과,호전,5
2023-10,비뇨의학과,치료안함,1
2023-10,가정의학과,불변(호전안됨),1
2023-10,이비인후과,치료안함,2
2023-11,순환기내과,호전,100
2023-11,신경외과,호전,48
2023-11,이비인후과,불변(호전안됨),1
2023-12,감염내과,경쾌,1
2023-12,이비인후과,호전,27
2023-12,내분비내과,호전,13
2023-12,이비인후과,경쾌,1
2023-12,정형외과,불변(호전안됨),4
2023-12,정형외과,48시간 후 사망,1
2023-12,가정의학과,불변(호전안됨),1
2023-01,순환기내과,치료안함,1
2023-02,혈액종양내과,호전,7
2023-02,신경과,경쾌,1
2023-02,소화기내과,48시간 후 사망,3
2023-02,순환기내과,경쾌,5
2023-02,응급의학과,48시간 전 사망,1
2023-02,순환기내과,진단만실시,1
2023-02,신경과,48시간 전 사망,1
2023-03,순환기내과,48시간 전 사망,1
2023-04,순환기내과,호전,106
2023-04,이비인후과,호전,8
2023-04,가정의학과,48시간 전 사망,4
2023-04,비뇨의학과,경쾌,8
2023-04,소아청소년과,호전,2
2023-04,비뇨의학과,불변(호전안됨),1
2023-05,신경외과,호전,33
2023-05,비뇨의학과,진단만실시,35
2023-05,응급의학과,48시간 후 사망,3
2023-05,비뇨의학과,48시간 후 사망,1
2023-05,신장내과,경쾌,1
2023-06,외과,48시간 후 사망,4
2023-06,소화기내과,경쾌,4
2023-06,감염내과,호전,10
2023-06,신장내과,호전,7
2023-06,순환기내과,48시간 후 사망,1
2023-06,소아청소년과,호전,4
2023-06,신경과,진단만실시,3
2023-06,신경과,불변(호전안됨),2
2023-07,외과,호전,85
2023-07,감염내과,48시간 후 사망,1
2023-07,응급의학과,48시간 후 사망,4
2023-07,외과,48시간 후 사망,5
2023-07,혈액종양내과,호전,8
2023-07,신경과,48시간 후 사망,1
2023-08,소화기내과,호전,55
2023-08,감염내과,호전,11
2023-08,신경외과,호전,31
2023-08,순환기내과,48시간 후 사망,4
2023-08,가정의학과,48시간 후 사망,18
2023-08,소아청소년과,호전,5
2023-08,소화기내과,48시간 후 사망,1
2023-09,감염내과,48시간 후 사망,1
2023-09,외과,48시간 후 사망,3
2023-09,비뇨의학과,호전,53
2023-09,비뇨의학과,경쾌,3
2023-09,소화기내과,48시간 후 사망,2
2023-09,혈액종양내과,불변(호전안됨),3
2023-09,비뇨의학과,불변(호전안됨),1
2023-10,가정의학과,48시간 후 사망,28
2023-10,정형외과,호전,29
2023-10,신장내과,호전,7
2023-10,신경과,호전,44
2023-10,재활의학과,경쾌,3
2023-11,외과,호전,68
2023-11,안과,호전,61
2023-11,소화기내과,호전,46
2023-11,혈액종양내과,호전,12
2023-11,비뇨의학과,불변(호전안됨),3
2023-11,소아청소년과,진단만실시,4
2023-11,외과,불변(호전안됨),1
2023-12,소화기내과,호전,66
2023-12,신경외과,호전,42
2023-12,정형외과,호전,41
2023-12,가정의학과,48시간 후 사망,17
2023-12,신경과,48시간 후 사망,3
2023-12,감염내과,48시간 전 사망,1
2023-12,이비인후과,불변(호전안됨),1
2023-12,외과,진단만실시,1
