"월","진료과","퇴원결과","주상병코드","주상병명","건수"
"2023-02","정형외과","불변(호전안됨)","M17","무릎관절증","4"
"2023-02","이비인후과","호전","H65","비화농성 중이염","5"
"2023-02","혈액종양내과","호전","C16","위의 악성 신생물","2"
"2023-02","호흡기알레르기내과","호전","B44","아스페르길루스증","1"
"2023-02","이비인후과","호전","C32","후두의 악성 신생물","1"
"2023-02","이비인후과","호전","C77","림프절의 이차성 및 상세불명의 악성 신생물","1"
"2023-02","혈액종양내과","호전","M46","기타 염증성 척추병증","1"
"2023-02","비뇨의학과","호전","N35","요도협착","2"
"2023-02","심장혈관흉부외과","치료안함","C34","기관지 및 폐의 악성 신생물","2"
"2023-02","순환기내과","가망없는 퇴원","I21","급성 심근경색증","1"
"2023-02","외과","호전","K62","항문 및 직장의 기타 질환","2"
"2023-02","외과","치료안함","R93","기타 신체구조의 진단영상검사상 이상소견","1"
"2023-02","입원전담의학과","호전","I95","저혈압","1"
"2023-02","이비인후과","치료안함","C05","구개의 악성 신생물","1"
"2023-02","소화기내과","호전","D00","구강, 식도 및 위의 제자리암종","1"
"2023-02","혈액종양내과","호전","J90","달리 분류되지 않은 흉막삼출액","1"
"2023-02","호흡기알레르기내과","48시간 전 사망","I26","폐색전증","1"
"2023-02","정신건강의학과","호전","F06","뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애","1"
"2023-02","신경외과","호전","Z45","이식장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람","2"
"2023-02","산부인과","호전","N85","자궁경부를 제외한 자궁의 기타 비염증성 장애","1"
"2023-02","비뇨의학과","호전","Z46","기타 장치의 부착 및 조정를 위하여 보건서비스와 접하고 있는 사람","2"
"2023-02","혈액종양내과","48시간 전 사망","C67","방광의 악성 신생물","1"
"2023-02","재활의학과","호전","M17","무릎관절증","1"
"2023-02","입원전담의학과","48시간 전 사망","T42","항뇌전증제, 진정제-수면제 및 항파킨슨제에 의한 중독","1"
"2023-02","비뇨의학과","호전","C64","신우를 제외한 신장의 악성 신생물","2"
"2023-02","이비인후과","호전","L72","피부 및 피하조직의 모낭낭","1"
"2023-02","외과","호전","C79","기타 및 상세불명 부위의 이차성 악성 신생물","1"
"2023-02","정형외과","호전","S46","어깨 및 위팔 부위의 근육 및 힘줄의 손상","1"
"2023-02","이비인후과","호전","L02","피부의 농양, 종기 및 큰종기","1"
"2023-02","신경과","호전","R42","어지럼증 및 어지럼","1"
"2023-02","입원전담의학과","호전","S72","대퇴골의 골절","1"
"2023-02","정형외과","불변(호전안됨)","S86","아래다리 부위의 근육 및 힘줄의 손상","1"
"2023-02","외과","호전","K60","항문 및 직장부의 열창 및 누공","1"
"2023-02","소화기내과","불변(호전안됨)","D64","기타 빈혈","1"
"2023-02","정형외과","호전","M43","기타 변형성 등병증","1"
"2023-02","혈액종양내과","호전","C22","간 및 간내 담관의 악성 신생물","1"
"2023-02","신경과","호전","I95","저혈압","1"
"2023-02","재활의학과","호전","S72","대퇴골의 골절","1"
"2023-02","심장혈관흉부외과","48시간 전 사망","T82","심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증","1"
"2023-03","정형외과","호전","S32","요추 및 골반의 골절","11"
"2023-03","혈액종양내과","호전","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","34"
"2023-03","정형외과","호전","M96","달리 분류되지 않은 처치후 근골격장애","9"
"2023-03","비뇨의학과","치료안함","C78","호흡 및 소화기관의 이차성 악성 신생물","1"
"2023-03","이비인후과","호전","H65","비화농성 중이염","7"
"2023-03","이비인후과","호전","H91","기타 청력소실","6"
"2023-03","외과","호전","K80","담석증","13"
"2023-03","신장내과","치료안함","N39","비뇨계통의 기타 장애","1"
"2023-03","신경과","진단만실시","Z04","기타 이유의 검사 및 관찰","1"
"2023-03","심장혈관흉부외과","호전","I70","죽상경화증","6"
"2023-03","외과","호전","I83","하지의 정맥류","13"
"2023-03","순환기내과","호전","I47","발작성 빈맥","2"
"2023-03","비뇨의학과","치료안함","C61","전립선의 악성 신생물","4"
"2023-03","혈액종양내과","가망없는 퇴원","C34","기관지 및 폐의 악성 신생물","2"
"2023-03","신장내과","호전","I63","뇌경색증","1"
"2023-03","신장내과","호전","N18","만성 신장병","11"
"2023-03","신경과","호전","M48","기타 척추병증","2"
"2023-03","안과","호전","H05","안와의 장애","1"
"2023-03","산부인과","호전","N39","비뇨계통의 기타 장애","3"
"2023-03","가정의학과","호전","C61","전립선의 악성 신생물","1"
"2023-03","정신건강의학과","호전","F31","양극성 정동장애","2"
"2023-03","심장혈관흉부외과","48시간 전 사망","I25","만성 허혈심장병","1"
"2023-03","호스피스완화의료센터","호전","C34","기관지 및 폐의 악성 신생물","1"
"2023-03","소화기내과","호전","K92","소화계통의 기타 질환","2"
"2023-03","신장내과","호전","N39","비뇨계통의 기타 장애","4"
"2023-03","가정의학과","호전","S32","요추 및 골반의 골절","1"
"2023-03","호흡기알레르기내과","치료안함","R04","기도출혈","1"
"2023-03","호흡기알레르기내과","가망없는 퇴원","A31","기타 형태의 마이코박테리아에 의한 감염","1"
"2023-03","정신건강의학과","호전","F03","상세불명의 치매","2"
"2023-03","산부인과","호전","N99","달리 분류되지 않은 비뇨생식계통의 처치후 장애","1"
"2023-03","입원전담의학과","호전","E87","수분, 전해질 및 산-염기균형의 기타 장애","2"
"2023-03","피부과","호전","B02","대상포진","1"
"2023-03","가정의학과","호전","E11","2형 당뇨병","1"
"2023-03","신장내과","호전","D69","자반 및 기타 출혈성 병태","1"
"2023-03","입원전담의학과","호전","E11","2형 당뇨병","2"
"2023-03","순환기내과","48시간 전 사망","I50","심부전","2"
"2023-03","혈액종양내과","호전","B37","칸디다증","1"
"2023-03","정형외과","호전","M70","사용, 과용 및 압박에 관련된 연조직장애","1"
"2023-03","비뇨의학과","호전","T81","달리 분류되지 않은 처치의 합병증","1"
"2023-03","정형외과","호전","S82","발목을 포함한 아래다리의 골절","1"
"2023-03","정형외과","호전","L02","피부의 농양, 종기 및 큰종기","1"
"2023-03","이비인후과","호전","E04","기타 비독성 고이터","1"
"2023-03","호흡기알레르기내과","가망없는 퇴원","A41","기타 패혈증","1"
"2023-03","입원전담의학과","호전","L03","연조직염","1"
"2023-03","심장혈관흉부외과","불변(호전안됨)","J98","기타 호흡장애","1"
"2023-03","외과","호전","D01","기타 및 상세불명의 소화기관의 제자리암종","1"
"2023-03","류마티스내과","호전","M79","달리 분류되지 않은 기타 연조직장애","1"
"2023-03","입원전담의학과","호전","J21","급성 세기관지염","1"
"2023-04","혈액종양내과","호전","C18","결장의 악성 신생물","1"
"2023-04","혈액종양내과","호전","K92","소화계통의 기타 질환","1"
"2023-04","호흡기알레르기내과","호전","J21","급성 세기관지염","1"
"2023-04","외과","호전","K40","사타구니탈장","21"
"2023-04","정형외과","호전","M96","달리 분류되지 않은 처치후 근골격장애","12"
"2023-04","비뇨의학과","호전","Z46","기타 장치의 부착 및 조정를 위하여 보건서비스와 접하고 있는 사람","5"
"2023-04","혈액종양내과","불변(호전안됨)","C34","기관지 및 폐의 악성 신생물","1"
"2023-04","이비인후과","호전","J34","코 및 비동의 기타 장애","2"
"2023-04","신경외과","치료안함","I67","기타 뇌혈관질환","6"
"2023-04","이비인후과","호전","R42","어지럼증 및 어지럼","2"
"2023-04","이비인후과","호전","D16","골 및 관절연골의 양성 신생물","1"
"2023-04","가정의학과","호전","E87","수분, 전해질 및 산-염기균형의 기타 장애","1"
"2023-04","외과","불변(호전안됨)","K80","담석증","1"
"2023-04","호스피스완화의료센터","48시간 전 사망","C34","기관지 및 폐의 악성 신생물","1"
"2023-04","정형외과","호전","S52","아래팔의 골절","2"
"2023-04","비뇨의학과","호전","N20","신장 및 요관의 결석","5"
"2023-04","심장혈관흉부외과","치료안함","I70","죽상경화증","2"
"2023-04","이비인후과","호전","D10","입 및 인두의 양성 신생물","2"
"2023-04","신경외과","호전","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착","6"
"2023-04","입원전담의학과","호전","J40","급성인지 만성인지 명시되지 않은 기관지염","2"
"2023-04","호흡기알레르기내과","치료안함","J98","기타 호흡장애","2"
"2023-04","심장혈관흉부외과","48시간 전 사망","T82","심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증","1"
"2023-04","신장내과","호전","N17","급성 신부전","13"
"2023-04","혈액종양내과","치료안함","C78","호흡 및 소화기관의 이차성 악성 신생물","3"
"2023-04","정형외과","호전","G90","자율신경계통의 장애","1"
"2023-04","순환기내과","치료안함","I21","급성 심근경색증","1"
"2023-04","신경과","호전","G91","수두증","1"
"2023-04","안과","호전","T85","기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증","4"
"2023-04","심장혈관흉부외과","치료안함","C34","기관지 및 폐의 악성 신생물","5"
"2023-04","혈액종양내과","호전","T80","주입, 수혈 및 치료용 주사에 따른 합병증","1"
"2023-04","순환기내과","48시간 전 사망","I31","심장막의 기타 질환","1"
"2023-04","감염내과","호전","J11","바이러스가 확인되지 않은 인플루엔자","1"
"2023-04","신경외과","호전","M51","기타 추간판장애","8"
"2023-04","혈액종양내과","호전","J70","기타 외부요인에 의한 호흡기병태","1"
"2023-04","비뇨의학과","호전","N30","방광염","3"
"2023-04","순환기내과","호전","J45","천식","1"
"2023-04","소화기내과","48시간 전 사망","K74","간의 섬유증 및 경변증","1"
"2023-04","이비인후과","치료안함","I89","림프관 및 림프절의 기타 비감염성 장애","1"
"2023-04","비뇨의학과","호전","C64","신우를 제외한 신장의 악성 신생물","2"
"2023-04","심장혈관흉부외과","경쾌","I70","죽상경화증","1"
"2023-04","신경외과","호전","I72","기타 동맥류 및 박리","1"
"2023-04","소화기내과","호전","K92","소화계통의 기타 질환","7"
"2023-04","외과","호전","R10","복부 및 골반 통증","1"
"2023-04","혈액종양내과","호전","K71","독성간질환","1"
"2023-04","안과","호전","H21","홍채 및 섬모체의 기타 장애","1"
"2023-04","입원전담의학과","48시간 전 사망","J69","고체 및 액체에 의한 폐렴","1"
"2023-04","소화기내과","호전","K85","급성 췌장염","1"
"2023-04","신장내과","48시간 전 사망","J18","상세불명 병원체의 폐렴","1"
"2023-04","이비인후과","호전","J03","급성 편도염","1"
"2023-04","내분비내과","치료안함","D35","기타 및 상세불명의 내분비선의 양성 신생물","1"
"2023-04","입원전담의학과","호전","N39","비뇨계통의 기타 장애","2"
"2023-04","입원전담의학과","진단만실시","K75","기타 염증성 간질환","1"
"2023-04","감염내과","호전","L73","기타 모낭장애","1"
"2023-04","신경과","호전","G21","이차성 파킨슨증","1"
"2023-04","신경외과","호전","I62","기타 비외상성 두개내출혈","1"
"2023-04","정신건강의학과","호전","F25","조현정동장애","1"
"2023-04","정형외과","호전","M86","골수염","1"
"2023-05","외과","호전","K80","담석증","16"
"2023-05","비뇨의학과","호전","D09","기타 및 상세불명 부위의 제자리암종","11"
"2023-05","정형외과","호전","S86","아래다리 부위의 근육 및 힘줄의 손상","1"
"2023-05","이비인후과","호전","T81","달리 분류되지 않은 처치의 합병증","2"
"2023-05","가정의학과","호전","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","1"
"2023-05","외과","호전","N18","만성 신장병","8"
"2023-05","가정의학과","치료안함","E11","2형 당뇨병","1"
"2023-05","외과","호전","K55","장의 혈관장애","1"
"2023-05","혈액종양내과","치료안함","C61","전립선의 악성 신생물","1"
"2023-05","정형외과","불변(호전안됨)","M75","어깨병변","3"
"2023-05","순환기내과","치료안함","I35","비류마티스성 대동맥판장애","2"
"2023-05","소화기내과","호전","K72","달리 분류되지 않은 간부전","1"
"2023-05","혈액종양내과","치료안함","C34","기관지 및 폐의 악성 신생물","6"
"2023-05","비뇨의학과","호전","R31","상세불명의 혈뇨","1"
"2023-05","비뇨의학과","호전","C79","기타 및 상세불명 부위의 이차성 악성 신생물","1"
"2023-05","가정의학과","48시간 전 사망","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-05","정형외과","호전","M23","무릎의 내부장애","7"
"2023-05","외과","호전","K85","급성 췌장염","2"
"2023-05","소화기내과","불변(호전안됨)","K21","위-식도역류병","1"
"2023-05","산부인과","호전","N70","난관염 및 난소염","1"
"2023-05","재활의학과","호전","Z50","재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람","10"
"2023-05","재활의학과","호전","M51","기타 추간판장애","1"
"2023-05","외과","호전","C50","유방의 악성 신생물","1"
"2023-05","신장내과","48시간 전 사망","N17","급성 신부전","3"
"2023-05","정형외과","호전","G56","팔의 단일신경병증","1"
"2023-05","재활의학과","호전","S72","대퇴골의 골절","1"
"2023-05","입원전담의학과","호전","J15","달리 분류되지 않은 세균성 폐렴","1"
"2023-05","순환기내과","48시간 전 사망","I50","심부전","1"
"2023-05","신경과","치료안함","R25","이상불수의운동","1"
"2023-05","정형외과","호전","M48","기타 척추병증","5"
"2023-05","외과","호전","K91","달리 분류되지 않은 소화계통의 처치후 장애","3"
"2023-05","외과","호전","K57","장의 게실병","2"
"2023-05","산부인과","호전","C53","자궁경부의 악성 신생물","1"
"2023-05","안과","불변(호전안됨)","H25","노년백내장","1"
"2023-05","호흡기알레르기내과","호전","U07","U07의 응급사용","1"
"2023-05","정형외과","호전","T87","재부착 및 절단에 특이한 합병증","1"
"2023-05","소화기내과","호전","K86","췌장의 기타 질환","2"
"2023-05","혈액종양내과","치료안함","C64","신우를 제외한 신장의 악성 신생물","1"
"2023-05","혈액종양내과","불변(호전안됨)","R91","폐의 진단영상검사상 이상소견","1"
"2023-05","신경외과","호전","I63","뇌경색증","1"
"2023-05","순환기내과","치료안함","Q24","심장의 기타 선천기형","1"
"2023-05","감염내과","호전","J18","상세불명 병원체의 폐렴","1"
"2023-05","신경과","치료안함","I63","뇌경색증","1"
"2023-05","산부인과","호전","N84","여성생식관의 폴립","1"
"2023-05","소화기내과","호전","K63","장의 기타 질환","1"
"2023-05","입원전담의학과","48시간 전 사망","A41","기타 패혈증","1"
"2023-05","호흡기알레르기내과","호전","N18","만성 신장병","1"
"2023-05","호흡기알레르기내과","치료안함","J84","기타 간질성 폐질환","1"
"2023-05","신경과","치료안함","H49","마비성 사시","1"
"2023-05","호스피스완화의료센터","48시간 전 사망","C22","간 및 간내 담관의 악성 신생물","1"
"2023-05","호흡기알레르기내과","호전","J15","달리 분류되지 않은 세균성 폐렴","2"
"2023-05","외과","호전","L72","피부 및 피하조직의 모낭낭","1"
"2023-05","소화기내과","호전","D00","구강, 식도 및 위의 제자리암종","1"
"2023-06","이비인후과","호전","H60","외이염","1"
"2023-06","신경과","치료안함","Z04","기타 이유의 검사 및 관찰","34"
"2023-06","신경외과","치료안함","I67","기타 뇌혈관질환","16"
"2023-06","산부인과","호전","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","2"
"2023-06","비뇨의학과","불변(호전안됨)","C67","방광의 악성 신생물","1"
"2023-06","외과","호전","K40","사타구니탈장","21"
"2023-06","순환기내과","호전","I50","심부전","16"
"2023-06","신경외과","호전","I67","기타 뇌혈관질환","6"
"2023-06","입원전담의학과","48시간 전 사망","J12","달리 분류되지 않은 바이러스폐렴","1"
"2023-06","소화기내과","호전","D37","구강 및 소화기관의 행동양식 불명 또는 미상의 신생물","1"
"2023-06","호흡기알레르기내과","48시간 전 사망","J96","달리 분류되지 않은 호흡부전","2"
"2023-06","신경외과","호전","I63","뇌경색증","1"
"2023-06","비뇨의학과","호전","D09","기타 및 상세불명 부위의 제자리암종","10"
"2023-06","안과","호전","T85","기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증","3"
"2023-06","신경외과","48시간 전 사망","I60","거미막하출혈","1"
"2023-06","산부인과","호전","N70","난관염 및 난소염","1"
"2023-06","비뇨의학과","불변(호전안됨)","N32","방광의 기타 장애","1"
"2023-06","입원전담의학과","호전","K57","장의 게실병","1"
"2023-06","이비인후과","호전","H65","비화농성 중이염","1"
"2023-06","호스피스완화의료센터","호전","C15","식도의 악성 신생물","1"
"2023-06","소화기내과","호전","K31","위 및 십이지장의 기타 질환","1"
"2023-06","신경과","호전","Z04","기타 이유의 검사 및 관찰","2"
"2023-06","신경외과","호전","D18","모든 부위의 혈관종 및 림프관종","1"
"2023-06","안과","호전","H35","기타 망막장애","14"
"2023-06","재활의학과","호전","I63","뇌경색증","2"
"2023-06","이비인후과","호전","J32","만성 부비동염","9"
"2023-06","신경외과","호전","R53","병감 및 피로","1"
"2023-06","정형외과","호전","M19","기타 관절증","1"
"2023-06","소화기내과","호전","K75","기타 염증성 간질환","1"
"2023-06","정형외과","호전","S83","무릎의 관절 및 인대의 탈구, 염좌 및 긴장","1"
"2023-06","이비인후과","호전","M95","근골격계통 및 결합조직의 기타 후천성 변형","3"
"2023-06","외과","호전","C50","유방의 악성 신생물","1"
"2023-06","소화기내과","호전","C16","위의 악성 신생물","9"
"2023-06","혈액종양내과","48시간 전 사망","C83","비소포성 림프종","1"
"2023-06","순환기내과","치료안함","R07","목구멍 및 가슴의 통증","1"
"2023-06","외과","호전","K35","급성 충수염","4"
"2023-06","호스피스완화의료센터","가망없는 퇴원","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-06","호스피스완화의료센터","48시간 전 사망","C34","기관지 및 폐의 악성 신생물","3"
"2023-06","순환기내과","호전","I49","기타 심장부정맥","3"
"2023-06","비뇨의학과","호전","C67","방광의 악성 신생물","6"
"2023-06","소화기내과","호전","C18","결장의 악성 신생물","1"
"2023-06","입원전담의학과","48시간 전 사망","N17","급성 신부전","1"
"2023-06","외과","호전","L72","피부 및 피하조직의 모낭낭","1"
"2023-06","소화기내과","48시간 전 사망","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-06","혈액종양내과","호전","C15","식도의 악성 신생물","1"
"2023-06","신경과","경쾌","I63","뇌경색증","1"
"2023-06","가정의학과","호전","N39","비뇨계통의 기타 장애","1"
"2023-06","산부인과","호전","C54","자궁체부의 악성 신생물","1"
"2023-06","입원전담의학과","호전","K92","소화계통의 기타 질환","1"
"2023-06","입원전담의학과","호전","K64","치핵 및 항문주위정맥혈전증","1"
"2023-06","이비인후과","치료안함","E04","기타 비독성 고이터","2"
"2023-06","외과","호전","K22","식도의 기타 질환","1"
"2023-06","심장혈관흉부외과","치료안함","C34","기관지 및 폐의 악성 신생물","1"
"2023-06","외과","호전","K56","탈장이 없는 마비성 장폐색증 및 장폐색","1"
"2023-06","정형외과","호전","L98","달리 분류되지 않은 피부 및 피하조직의 기타 장애","1"
"2023-06","입원전담의학과","경쾌","J18","상세불명 병원체의 폐렴","1"
"2023-06","신장내과","48시간 전 사망","N18","만성 신장병","1"
"2023-06","신장내과","불변(호전안됨)","N17","급성 신부전","1"
"2023-06","정형외과","호전","M00","화농성 관절염","1"
"2023-06","정형외과","호전","M20","손가락 및 발가락의 후천변형","2"
"2023-06","호스피스완화의료센터","호전","C34","기관지 및 폐의 악성 신생물","1"
"2023-06","순환기내과","48시간 전 사망","I21","급성 심근경색증","1"
"2023-06","신장내과","48시간 전 사망","T85","기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증","1"
"2023-07","외과","호전","K40","사타구니탈장","21"
"2023-07","정형외과","호전","M17","무릎관절증","37"
"2023-07","심장혈관흉부외과","호전","I71","대동맥동맥류 및 박리","6"
"2023-07","안과","호전","H40","녹내장","5"
"2023-07","안과","호전","H04","눈물계통의 장애","1"
"2023-07","정형외과","호전","D48","기타 및 상세불명 부위의 행동양식 불명 또는 미상의 신생물","1"
"2023-07","이비인후과","불변(호전안됨)","H66","화농성 및 상세불명의 중이염","1"
"2023-07","외과","치료안함","Z08","악성 신생물에 대한 치료후 추적검사","4"
"2023-07","정신건강의학과","호전","F20","조현병","6"
"2023-07","심장혈관흉부외과","치료안함","I35","비류마티스성 대동맥판장애","1"
"2023-07","입원전담의학과","호전","K25","위궤양","1"
"2023-07","입원전담의학과","호전","J18","상세불명 병원체의 폐렴","3"
"2023-07","가정의학과","호전","S14","목부위의 신경 및 척수의 손상","1"
"2023-07","신장내과","호전","N18","만성 신장병","12"
"2023-07","혈액종양내과","호전","C90","다발골수종 및 악성 형질세포신생물","1"
"2023-07","비뇨의학과","호전","N48","음경의 기타 장애","2"
"2023-07","외과","호전","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-07","정형외과","호전","S22","늑골, 흉골 및 흉추의 골절","4"
"2023-07","호스피스완화의료센터","경쾌","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-07","안과","호전","S01","머리의 열린상처","1"
"2023-07","정형외과","호전","S82","발목을 포함한 아래다리의 골절","2"
"2023-07","외과","호전","C16","위의 악성 신생물","8"
"2023-07","이비인후과","호전","G51","안면신경장애","4"
"2023-07","내분비내과","호전","E05","갑상선독증[갑상선기능항진증]","2"
"2023-07","신경과","호전","G20","파킨슨병","2"
"2023-07","치과","호전","K08","치아 및 지지구조의 기타 장애","3"
"2023-07","혈액종양내과","호전","D70","무과립구증","2"
"2023-07","심장혈관흉부외과","불변(호전안됨)","I72","기타 동맥류 및 박리","1"
"2023-07","심장혈관흉부외과","치료안함","I20","협심증","1"
"2023-07","심장혈관흉부외과","호전","T81","달리 분류되지 않은 처치의 합병증","1"
"2023-07","혈액종양내과","호전","C77","림프절의 이차성 및 상세불명의 악성 신생물","1"
"2023-07","신경외과","호전","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-07","혈액종양내과","호전","C19","직장구불결장접합부의 악성 신생물","2"
"2023-07","신경외과","가망없는 퇴원","S06","두개내손상","1"
"2023-07","소화기내과","호전","C22","간 및 간내 담관의 악성 신생물","2"
"2023-07","안과","호전","T81","달리 분류되지 않은 처치의 합병증","1"
"2023-07","이비인후과","호전","J37","만성 후두염 및 후두기관염","2"
