"월","퇴원과","퇴원결과","건수"
"2022-06","신경외과","호전","10"
"2022-06","이비인후과","경쾌","1"
"2022-07","심장내과","호전","13"
"2022-07","소화기내과","경쾌","55"
"2022-07","소화기내과","호전","24"
"2022-07","안과","호전","28"
"2022-07","소화기내과","진단만실시","3"
"2022-07","혈액종양내과","호전","7"
"2022-07","신장내과","호전","5"
"2022-07","이비인후과","경쾌","4"
"2022-07","혈액종양내과","불변(호전안됨)","3"
"2022-07","외과","경쾌","1"
"2022-08","소화기내과","호전","18"
"2022-08","신경과","호전","11"
"2022-08","비뇨의학과","호전","2"
"2022-08","정형외과","불변(호전안됨)","2"
"2022-09","혈액종양내과","48시간 후 사망","11"
"2022-09","신경외과","경쾌","1"
"2022-09","정형외과","48시간 후 사망","1"
"2022-09","정형외과","진단만실시","5"
"2022-09","재활의학과","호전","1"
"2022-09","비뇨의학과","호전","1"
"2022-10","혈액종양내과","호전","7"
"2022-10","신경외과","호전","8"
"2022-10","혈액종양내과","불변(호전안됨)","1"
"2022-11","정형외과","경쾌","1"
"2022-11","재활의학과","경쾌","6"
"2022-11","혈액종양내과","48시간 전 사망","1"
"2022-11","가정의학과","48시간 후 사망","1"
"2022-11","호흡기내과","호전","7"
"2022-12","심장내과","호전","9"
"2022-12","소화기내과","호전","30"
"2022-12","내과","48시간 후 사망","1"
"2022-12","신장내과","호전","9"
"2022-12","혈액종양내과","호전","13"
"2022-12","류마티스내과","불변(호전안됨)","2"
"2022-01","소아청소년과","호전","17"
"2022-01","소화기내과","경쾌","54"
"2022-01","신경외과","48시간 후 사망","1"
"2022-01","신경외과","호전","1"
"2022-02","소아청소년과","호전","24"
"2022-02","외과","호전","27"
"2022-02","소화기내과","경쾌","50"
"2022-02","혈액종양내과","호전","10"
"2022-02","가정의학과","불변(호전안됨)","1"
"2022-02","호흡기내과","불변(호전안됨)","9"
"2022-02","심장내과","호전","2"
"2022-02","신경과","호전","6"
"2022-02","혈액종양내과","48시간 전 사망","1"
"2022-03","외과","호전","39"
"2022-03","내과","호전","6"
"2022-03","신장내과","호전","5"
"2022-03","내과","가망없는 퇴원","1"
"2022-04","비뇨의학과","진단만실시","6"
"2022-04","이비인후과","경쾌","2"
"2022-04","가정의학과","호전","1"
"2022-04","호흡기내과","48시간 전 사망","1"
"2022-04","혈액종양내과","호전","7"
"2022-04","소화기내과","진단만실시","1"
"2022-05","정형외과","호전","146"
"2022-05","호흡기내과","호전","14"
"2022-05","신장내과","호전","6"
"2022-06","소화기내과","호전","16"
"2022-06","정형외과","불변(호전안됨)","6"
"2022-06","정형외과","호전","138"
"2022-06","호흡기내과","경쾌","3"
"2022-06","가정의학과","호전","2"
"2022-06","재활의학과","경쾌","6"
"2022-06","비뇨의학과","호전","2"
"2022-06","혈액종양내과","불변(호전안됨)","2"
"2022-06","신경외과","불변(호전안됨)","1"
"2022-07","가정의학과","48시간 후 사망","1"
"2022-07","정형외과","호전","160"
"2022-07","류마티스내과","호전","5"
"2022-07","내과","호전","5"
"2022-07","호흡기내과","경쾌","7"
"2022-07","정형외과","경쾌","3"
"2022-07","호흡기내과","호전","1"
"2022-08","가정의학과","48시간 후 사망","3"
"2022-08","안과","호전","20"
"2022-08","재활의학과","경쾌","6"
"2022-08","가정의학과","호전","5"
"2022-08","정형외과","경쾌","1"
"2022-08","심장내과","불변(호전안됨)","3"
"2022-08","내분비내과","불변(호전안됨)","1"
"2022-09","외과","호전","60"
"2022-09","신경과","호전","10"
"2022-09","류마티스내과","호전","1"
"2022-09","혈액종양내과","48시간 전 사망","2"
"2022-09","소화기내과","불변(호전안됨)","2"
"2022-09","소화기내과","치료안함","1"
"2022-10","내분비내과","호전","5"
"2022-10","정형외과","불변(호전안됨)","5"
"2022-10","호흡기내과","경쾌","4"
"2022-10","혈액종양내과","48시간 전 사망","1"
"2022-11","내과","호전","7"
"2022-11","정형외과","호전","152"
"2022-11","정형외과","치료안함","3"
"2022-11","외과","호전","42"
"2022-11","심장내과","경쾌","4"
"2022-11","소화기내과","불변(호전안됨)","2"
"2022-11","심장내과","불변(호전안됨)","1"
"2022-12","내과","호전","6"
"2022-12","소화기내과","경쾌","55"
"2022-12","호흡기내과","호전","5"
"2022-12","정형외과","호전","162"
"2022-12","소화기내과","불변(호전안됨)","1"
"2022-12","내분비내과","호전","1"
"2022-12","가정의학과","경쾌","11"
"2022-12","혈액종양내과","진단만실시","1"
"2022-12","호흡기내과","48시간 후 사망","1"
"2022-12","심장내과","불변(호전안됨)","1"
"2022-01","정형외과","경쾌","3"
"2022-01","혈액종양내과","진단만실시","1"
"2022-01","비뇨의학과","진단만실시","1"
"2022-03","호흡기내과","불변(호전안됨)","8"
"2022-03","소화기내과","호전","31"
"2022-03","신경외과","호전","6"
"2022-03","안과","호전","15"
"2022-03","정형외과","치료안함","3"
"2022-03","정형외과","진단만실시","2"
"2022-03","혈액종양내과","호전","5"
"2022-03","소화기내과","48시간 후 사망","1"
"2022-03","혈액종양내과","48시간 전 사망","1"
"2022-03","혈액종양내과","불변(호전안됨)","1"
"2022-03","이비인후과","경쾌","1"
"2022-03","비뇨의학과","진단만실시","3"
"2022-04","신경과","불변(호전안됨)","1"
"2022-04","신경외과","진단만실시","1"
"2022-04","외과","치료안함","1"
"2022-04","류마티스내과","불변(호전안됨)","1"
"2022-05","외과","호전","34"
"2022-05","소화기내과","경쾌","39"
"2022-05","류마티스내과","경쾌","1"
"2022-05","심장내과","불변(호전안됨)","1"
"2022-05","정형외과","진단만실시","2"
"2022-05","신장내과","경쾌","1"
"2022-05","외과","치료안함","1"
"2022-06","심장내과","진단만실시","19"
"2022-06","혈액종양내과","호전","7"
"2022-06","안과","호전","23"
"2022-06","심장내과","불변(호전안됨)","1"
"2022-06","외과","경쾌","2"
"2022-06","내분비내과","호전","6"
"2022-06","소화기내과","진단만실시","1"
"2022-07","신경외과","호전","4"
"2022-07","재활의학과","경쾌","3"
"2022-07","소화기내과","48시간 후 사망","1"
"2022-08","외과","호전","42"
"2022-08","내과","불변(호전안됨)","1"
"2022-08","내과","호전","9"
"2022-08","외과","진단만실시","2"
"2022-08","혈액종양내과","불변(호전안됨)","3"
"2022-09","신경외과","호전","4"
"2022-09","정형외과","호전","152"
"2022-09","혈액종양내과","호전","12"
"2022-09","정형외과","경쾌","1"
"2022-10","소화기내과","48시간 후 사망","2"
"2022-10","혈액종양내과","가망없는 퇴원","1"
"2022-10","가정의학과","불변(호전안됨)","1"
"2022-10","신경외과","경쾌","1"
"2022-11","소화기내과","경쾌","56"
"2022-11","류마티스내과","호전","2"
"2022-11","내분비내과","호전","3"
"2022-11","호흡기내과","진단만실시","1"
"2022-11","신장내과","48시간 후 사망","1"
"2022-11","외과","치료안함","2"
"2022-11","심장내과","치료안함","1"
"2022-12","비뇨의학과","진단만실시","6"
"2022-12","재활의학과","경쾌","7"
"2022-12","재활의학과","호전","2"
"2022-12","소화기내과","진단만실시","1"
"2022-12","가정의학과","48시간 전 사망","1"
"2022-12","신경과","불변(호전안됨)","2"
"2022-12","정형외과","경쾌","2"
"2022-12","신경외과","경쾌","1"
"2022-12","신경과","경쾌","1"
"2022-01","심장내과","진단만실시","11"
"2022-01","신경과","호전","5"
"2022-01","내분비내과","치료안함","1"
"2022-01","가정의학과","48시간 후 사망","1"
"2022-02","정형외과","경쾌","3"
"2022-02","신경외과","호전","1"
"2022-03","정형외과","호전","123"
"2022-03","정형외과","경쾌","6"
"2022-03","소화기내과","경쾌","47"
"2022-03","류마티스내과","호전","16"
"2022-03","정형외과","불변(호전안됨)","3"
"2022-03","신경과","불변(호전안됨)","1"
"2022-04","심장내과","진단만실시","24"
"2022-04","심장내과","경쾌","1"
"2022-04","호흡기내과","불변(호전안됨)","9"
"2022-04","호흡기내과","호전","34"
"2022-04","신경과","호전","12"
"2022-04","내분비내과","호전","4"
"2022-04","신장내과","48시간 후 사망","1"
"2022-05","호흡기내과","경쾌","8"
"2022-05","심장내과","진단만실시","13"
"2022-05","안과","호전","22"
"2022-05","정형외과","경쾌","8"
"2022-05","혈액종양내과","호전","10"
"2022-05","혈액종양내과","48시간 후 사망","7"
"2022-05","신경외과","호전","7"
"2022-05","심장내과","호전","13"
"2022-05","신장내과","불변(호전안됨)","1"
"2022-05","비뇨의학과","진단만실시","5"
"2022-05","심장내과","경쾌","1"
"2022-07","내분비내과","호전","8"
"2022-07","비뇨의학과","진단만실시","7"
"2022-07","재활의학과","호전","1"
"2022-07","정형외과","진단만실시","1"
"2022-07","신경과","불변(호전안됨)","1"
"2022-08","소화기내과","경쾌","64"
"2022-08","류마티스내과","호전","2"
"2022-08","신장내과","호전","7"
"2022-08","신경외과","호전","8"
"2022-08","신경외과","경쾌","1"
"2022-08","정형외과","진단만실시","2"
"2022-09","가정의학과","48시간 후 사망","4"
"2022-09","심장내과","진단만실시","16"
"2022-09","소화기내과","호전","21"
"2022-09","내과","호전","5"
"2022-09","소화기내과","48시간 후 사망","2"
"2022-09","소화기내과","진단만실시","2"
"2022-09","비뇨의학과","진단만실시","6"
"2022-09","가정의학과","호전","2"
"2022-09","내과","불변(호전안됨)","1"
"2022-10","소화기내과","호전","23"
"2022-10","안과","호전","24"
"2022-10","정형외과","진단만실시","5"
"2022-10","비뇨의학과","호전","1"
"2022-11","심장내과","진단만실시","10"
"2022-11","안과","호전","27"
"2022-12","심장내과","경쾌","8"
"2022-12","심장내과","48시간 전 사망","1"
"2022-12","비뇨의학과","호전","1"
"2022-12","호흡기내과","진단만실시","1"
"2022-12","정형외과","48시간 후 사망","1"
"2022-12","재활의학과","불변(호전안됨)","1"
"2022-01","혈액종양내과","48시간 후 사망","11"
"2022-01","심장내과","호전","6"
"2022-01","혈액종양내과","48시간 전 사망","1"
"2022-01","재활의학과","호전","2"
"2022-02","내분비내과","호전","4"
"2022-02","소화기내과","호전","35"
"2022-02","재활의학과","경쾌","3"
"2022-02","신경외과","48시간 후 사망","1"
"2022-03","심장내과","진단만실시","10"
"2022-03","비뇨의학과","치료안함","1"
"2022-04","신장내과","불변(호전안됨)","2"
"2022-04","소화기내과","호전","20"
"2022-04","소화기내과","48시간 후 사망","1"
"2022-04","혈액종양내과","불변(호전안됨)","1"
"2022-05","정형외과","치료안함","2"
"2022-05","비뇨의학과","호전","4"
"2022-05","신경외과","48시간 후 사망","1"
"2022-06","심장내과","호전","13"
"2022-06","호흡기내과","불변(호전안됨)","4"
"2022-06","소화기내과","경쾌","55"
"2022-06","혈액종양내과","48시간 후 사망","13"
"2022-06","신장내과","경쾌","1"
"2022-06","정형외과","진단만실시","4"
"2022-06","가정의학과","48시간 후 사망","4"
"2022-06","소화기내과","불변(호전안됨)","3"
"2022-06","내과","48시간 후 사망","1"
"2022-06","류마티스내과","48시간 후 사망","1"
"2022-07","외과","호전","36"
"2022-07","정형외과","불변(호전안됨)","3"
"2022-07","소화기내과","불변(호전안됨)","1"
"2022-08","호흡기내과","경쾌","15"
"2022-08","소화기내과","불변(호전안됨)","2"
"2022-08","내분비내과","호전","3"
"2022-08","신경외과","48시간 후 사망","1"
"2022-08","이비인후과","불변(호전안됨)","1"
"2022-10","신경과","호전","10"
"2022-10","심장내과","진단만실시","19"
"2022-10","내과","48시간 후 사망","2"
"2022-10","가정의학과","48시간 후 사망","2"
"2022-10","심장내과","호전","5"
"2022-10","신장내과","불변(호전안됨)","2"
"2022-11","혈액종양내과","불변(호전안됨)","3"
"2022-11","혈액종양내과","호전","15"
"2022-11","신장내과","불변(호전안됨)","3"
"2022-11","소화기내과","치료안함","1"
"2022-11","이비인후과","경쾌","3"
"2022-11","신경외과","48시간 전 사망","1"
"2022-11","소화기내과","진단만실시","1"
"2022-12","심장내과","진단만실시","12"
"2022-12","신경과","호전","7"
"2022-12","가정의학과","불변(호전안됨)","1"
"2022-12","신장내과","불변(호전안됨)","1"
"2022-01","안과","호전","18"
"2022-01","외과","호전","45"
"2022-01","신경외과","진단만실시","1"
"2022-01","신장내과","호전","3"
"2022-02","호흡기내과","경쾌","41"
"2022-02","신장내과","호전","3"
"2022-02","소아청소년과","경쾌","1"
"2022-02","정형외과","진단만실시","3"
"2022-02","가정의학과","48시간 후 사망","1"
"2022-02","신장내과","불변(호전안됨)","1"
"2022-02","비뇨의학과","진단만실시","3"
"2022-02","신장내과","48시간 후 사망","1"
"2022-03","호흡기내과","경쾌","27"
"2022-03","소아청소년과","호전","12"
"2022-03","재활의학과","경쾌","2"
"2022-03","류마티스내과","불변(호전안됨)","2"
"2022-03","신경외과","진단만실시","1"
"2022-04","소화기내과","불변(호전안됨)","4"
"2022-04","외과","경쾌","2"
"2022-04","내과","호전","1"
"2022-04","비뇨의학과","호전","1"
"2022-05","신장내과","48시간 후 사망","3"
"2022-05","소화기내과","호전","24"
"2022-05","정형외과","불변(호전안됨)","3"
"2022-05","정형외과","48시간 후 사망","1"
"2022-05","내과","호전","6"
"2022-05","내분비내과","호전","4"
"2022-05","류마티스내과","호전","2"
"2022-05","재활의학과","불변(호전안됨)","1"
"2022-06","심장내과","경쾌","2"
"2022-06","신경외과","48시간 후 사망","1"
"2022-06","호흡기내과","48시간 후 사망","1"
"2022-07","심장내과","진단만실시","18"
"2022-07","신경과","호전","19"
"2022-07","호흡기내과","48시간 후 사망","1"
"2022-07","정형외과","치료안함","1"
"2022-07","신경과","48시간 후 사망","1"
"2022-08","혈액종양내과","48시간 후 사망","14"
"2022-08","혈액종양내과","호전","12"
"2022-08","정형외과","호전","156"
"2022-08","신경과","48시간 후 사망","1"
"2022-08","혈액종양내과","가망없는 퇴원","1"
"2022-08","비뇨의학과","진단만실시","8"
"2022-08","심장내과","경쾌","1"
"2022-08","호흡기내과","호전","4"
"2022-08","외과","치료안함","1"
"2022-08","소화기내과","48시간 후 사망","2"
"2022-09","소화기내과","경쾌","54"
"2022-09","신장내과","호전","7"
"2022-09","호흡기내과","호전","9"
"2022-09","호흡기내과","경쾌","7"
"2022-09","심장내과","호전","8"
"2022-09","정형외과","불변(호전안됨)","5"
"2022-09","호흡기내과","불변(호전안됨)","1"
"2022-09","가정의학과","48시간 전 사망","1"
"2022-10","혈액종양내과","48시간 후 사망","16"
"2022-10","류마티스내과","호전","5"
"2022-10","가정의학과","호전","3"
"2022-10","호흡기내과","불변(호전안됨)","4"
"2022-10","소화기내과","진단만실시","5"
"2022-10","재활의학과","호전","3"
"2022-10","소화기내과","불변(호전안됨)","4"
"2022-10","신장내과","48시간 후 사망","1"
"2022-11","외과","경쾌","1"
"2022-11","혈액종양내과","48시간 후 사망","20"
"2022-11","신경과","호전","11"
"2022-11","신경외과","진단만실시","2"
"2022-11","신장내과","48시간 전 사망","1"
"2022-11","신경외과","불변(호전안됨)","1"
"2022-12","호흡기내과","경쾌","10"
"2022-12","안과","호전","22"
"2022-12","혈액종양내과","불변(호전안됨)","4"
"2022-12","외과","치료안함","1"
"2022-12","호흡기내과","불변(호전안됨)","1"
