"부서명","순위","질병코드","상병명","실인원"
"비뇨의학과","11","N30","방광염","4"
"비뇨의학과","11","D41","비뇨기관의 행동양식 불명 또는 미상의 신생물","4"
"비뇨의학과","11","R33","소변정체","4"
"비뇨의학과","11","N45","고환염 및 부고환염","4"
"비뇨의학과","16","N20","신장 및 요관의 결석","3"
"비뇨의학과","16","N32","방광의 기타 장애","3"
"비뇨의학과","18","D30","비뇨기관의 양성 신생물","2"
"비뇨의학과","18","A41","기타 패혈증","2"
"비뇨의학과","20","C79","기타 및 상세불명 부위의 이차성 악성 신생물","1"
"비뇨의학과","20","R32","상세불명의 요실금","1"
"비뇨의학과","20","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","1"
"비뇨의학과","20","N12","급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염","1"
"비뇨의학과","20","N33","달리 분류된 질환에서의 방광장애","1"
"비뇨의학과","20","C64","신우를 제외한 신장의 악성 신생물","1"
"소화기내과","1","K29","위염 및 십이지장염","108"
"소화기내과","2","K63","장의 기타 질환","97"
"소화기내과","3","K59","기타 기능성 장장애","48"
"소화기내과","4","E11","2형 당뇨병","43"
"소화기내과","5","C22","간 및 간내 담관의 악성 신생물","40"
"소화기내과","6","C16","위의 악성 신생물","39"
"소화기내과","7","K58","과민대장증후군","38"
"소화기내과","8","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","36"
"소화기내과","8","K30","기능성 소화불량","36"
"소화기내과","10","K21","위-식도역류병","25"
"소화기내과","11","J18","상세불명 병원체의 폐렴","24"
"소화기내과","12","K92","소화계통의 기타 질환","23"
"소화기내과","13","K85","급성 췌장염","21"
"소화기내과","14","K52","기타 비감염성 위장염 및 결장염","19"
"소화기내과","15","K70","알콜성 간질환","18"
"소화기내과","15","K56","탈장이 없는 마비성 장폐색증 및 장폐색","18"
"소화기내과","17","K31","위 및 십이지장의 기타 질환","16"
"소화기내과","18","K76","간의 기타 질환","15"
"소화기내과","18","K25","위궤양","15"
"소화기내과","18","D12","결장, 직장, 항문 및 항문관의 양성 신생물","15"
"소화기내과","18","C18","결장의 악성 신생물","15"
"순환기내과","1","I20","협심증","575"
"순환기내과","2","I50","심부전","134"
"순환기내과","3","I73","기타 말초혈관질환","80"
"순환기내과","4","I48","심방세동 및 조동","67"
"순환기내과","5","I21","급성 심근경색증","29"
"순환기내과","6","I10","본태성(원발성) 고혈압","24"
"순환기내과","7","R07","목구멍 및 가슴의 통증","23"
"순환기내과","8","I44","방실차단 및 좌각차단","20"
"순환기내과","9","R55","실신 및 허탈","17"
"순환기내과","10","I80","정맥염 및 혈전정맥염","15"
"순환기내과","11","I49","기타 심장부정맥","14"
"순환기내과","12","I35","비류마티스성 대동맥판장애","11"
"순환기내과","12","I26","폐색전증","11"
"순환기내과","14","Z95","심장 및 혈관 삽입물 및 이식편의 존재","10"
"순환기내과","15","R60","달리 분류되지 않은 부종","8"
"순환기내과","16","R00","심장박동의 이상","7"
"순환기내과","17","R06","호흡의 이상","6"
"순환기내과","18","I25","만성 허혈심장병","5"
"순환기내과","18","I95","저혈압","5"
"순환기내과","18","I11","고혈압성 심장병","5"
"순환기내과","18","I71","대동맥동맥류 및 박리","5"
"순환기내과","18","I47","발작성 빈맥","5"
"신경과","1","I63","뇌경색증","44"
"신경과","2","I69","뇌혈관질환의 후유증","7"
"신경과","3","R42","어지럼증 및 어지럼","6"
"신경과","4","F03","상세불명의 치매","4"
"신경과","5","G25","기타 추체외로 및 운동 장애","3"
"신경과","6","G45","일과성 뇌허혈발작 및 관련 증후군","2"
"신경과","6","G20","파킨슨병","2"
"신경과","6","G53","달리 분류된 질환에서의 뇌신경장애","2"
"신경과","9","G51","안면신경장애","1"
"신경과","9","G40","뇌전증","1"
"신경과","9","A41","기타 패혈증","1"
"신경과","9","H81","전정기능의 장애","1"
"신경과","9","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착","1"
"신경과","9","I61","뇌내출혈","1"
"신경외과","1","M48","기타 척추병증","169"
"신경외과","2","M51","기타 추간판장애","114"
"신경외과","3","G55","달리 분류된 질환에서의 신경근 및 신경총 압박","91"
"신경외과","4","S32","요추 및 골반의 골절","71"
"신경외과","5","M96","달리 분류되지 않은 처치후 근골격장애","55"
"신경외과","6","M50","경추간판장애","42"
"신경외과","7","M43","기타 변형성 등병증","25"
"신경외과","8","S06","두개내손상","24"
"신경외과","9","M47","척추증","23"
"신경외과","9","S22","늑골, 흉골 및 흉추의 골절","23"
"신경외과","11","I69","뇌혈관질환의 후유증","12"
"신경외과","12","I61","뇌내출혈","9"
"신경외과","13","S33","요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","6"
"신경외과","13","I63","뇌경색증","6"
"신경외과","15","T08","척추의 상세불명 부위의 골절","5"
"신경외과","16","M45","강직척추염","3"
"신경외과","17","T91","목 및 몸통 손상의 후유증","2"
"신경외과","17","I60","지주막하출혈","2"
"신경외과","17","I62","기타 비외상성 두개내출혈","2"
"신경외과","20","G50","삼차신경의 장애","1"
"신경외과","20","G40","뇌전증","1"
"신경외과","20","I66","뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착","1"
"신경외과","20","G06","두개내 및 척추내 농양 및 육아종","1"
"신경외과","20","M71","기타 윤활낭병증","1"
"신경외과","20","M46","기타 염증성 척추병증","1"
"신경외과","20","D33","뇌 및 중추신경계통의 기타 부분의 양성 신생물","1"
"신경외과","20","N51","달리 분류된 질환에서의 남성생식기관의 장애","1"
"신경외과","20","M54","등통증","1"
"신경외과","20","M53","달리 분류되지 않은 기타 등병증","1"
"신경외과","20","G52","기타 뇌신경의 장애","1"
"신경외과","20","S02","두개골 및 안면골의 골절","1"
"신경외과","20","S72","대퇴골의 골절","1"
"신경외과","20","S01","머리의 열린상처","1"
"신경외과","20","S13","목부위의 관절 및 인대의 탈구, 염좌 및 긴장","1"
"신경외과","20","D32","수막의 양성 신생물","1"
"신경외과","20","G83","기타 마비증후군","1"
"신경외과","20","S12","목의 골절","1"
"신경외과","20","G45","일과성 뇌허혈발작 및 관련 증후군","1"
"신경외과","20","G95","척수의 기타 질환","1"
"신장내과","1","N18","만성 신장병","79"
"신장내과","2","N17","급성 신부전","25"
"신장내과","3","E11","2형 당뇨병","11"
"신장내과","4","N10","급성 세뇨관-간질신장염","9"
"신장내과","4","E87","수분, 전해질 및 산-염기균형의 기타 장애","9"
"신장내과","6","R60","달리 분류되지 않은 부종","7"
"신장내과","7","M62","근육의 기타 장애","4"
"신장내과","7","N08","달리 분류된 질환에서의 사구체장애","4"
"신장내과","9","E14","상세불명의 당뇨병","3"
"신장내과","9","N00","급성 신염증후군","3"
"신장내과","9","N30","방광염","3"
"신장내과","12","J18","상세불명 병원체의 폐렴","2"
"신장내과","12","I50","심부전","2"
"신장내과","12","E22","뇌하수체의 기능항진","2"
"신장내과","12","N39","비뇨계통의 기타 장애","2"
"신장내과","16","R19","소화계통 및 복부의 기타 증상 및 징후","1"
"신장내과","16","K30","기능성 소화불량","1"
"신장내과","16","I26","폐색전증","1"
"신장내과","16","K27","상세불명 부위의 소화성 궤양","1"
"신장내과","16","E10","1형 당뇨병","1"
"신장내과","16","N28","달리 분류되지 않은 신장 및 요관의 기타 장애","1"
"신장내과","16","I73","기타 말초혈관질환","1"
"신장내과","16","C61","전립선의 악성 신생물","1"
"신장내과","16","U82","베타락탐항생제 내성","1"
"신장내과","16","N04","신증후군","1"
"신장내과","16","A41","기타 패혈증","1"
"신장내과","16","N19","상세불명의 신부전","1"
"안과","1","H25","노년백내장","129"
"안과","2","Z96","기타 기능성 삽입물의 존재","28"
"외과","1","K80","담석증","61"
"외과","2","K40","사타구니탈장","56"
"외과","3","C18","결장의 악성 신생물","37"
"외과","4","C20","직장의 악성 신생물","17"
"외과","5","K82","담낭의 기타 질환","16"
"외과","5","S22","늑골, 흉골 및 흉추의 골절","16"
"외과","7","C16","위의 악성 신생물","13"
"외과","8","K35","급성 충수염","10"
"외과","9","C19","직장구불결장접합부의 악성 신생물","9"
"외과","10","K81","담낭염","7"
"외과","11","L89","욕창궤양 및 압박부위","5"
"외과","11","K56","탈장이 없는 마비성 장폐색증 및 장폐색","5"
"외과","13","K61","항문 및 직장부의 농양","3"
"외과","13","K64","치핵 및 항문주위정맥혈전증","3"
"외과","15","J93","기흉","2"
"외과","15","T30","상세불명 신체부위의 화상 및 부식","2"
"외과","15","L02","피부의 농양, 종기 및 큰종기","2"
"외과","15","I73","기타 말초혈관질환","2"
"외과","19","D17","양성 지방종성 신생물","1"
"외과","19","K62","항문 및 직장의 기타 질환","1"
"외과","19","T25","발목 및 발의 화상 및 부식","1"
"외과","19","K46","상세불명의 복벽탈장","1"
"외과","19","K42","배꼽탈장","1"
"이비인후과","1","J34","코 및 비동의 기타 장애","23"
"이비인후과","2","J32","만성 부비동염","8"
"이비인후과","3","H81","전정기능의 장애","7"
"이비인후과","4","H91","기타 청력소실","6"
"이비인후과","5","I63","뇌경색증","3"
"이비인후과","6","J05","급성 폐색성 후두염[크룹] 및 후두개염","2"
"이비인후과","6","J30","혈관운동성 및 앨러지성 비염","2"
"이비인후과","6","R04","기도출혈","2"
"이비인후과","6","J33","코폴립","2"
"이비인후과","6","J31","만성 비염, 비인두염 및 인두염","2"
"이비인후과","6","D14","중이 및 호흡계통의 양성 신생물","2"
"이비인후과","6","J36","편도주위농양","2"
"이비인후과","6","S02","두개골 및 안면골의 골절","2"
"이비인후과","14","G51","안면신경장애","1"
"이비인후과","14","L02","피부의 농양, 종기 및 큰종기","1"
"이비인후과","14","R42","어지럼증 및 어지럼","1"
"이비인후과","14","C02","혀의 기타 및 상세불명 부분의 악성 신생물","1"
"이비인후과","14","J03","급성 편도염","1"
"이비인후과","14","H61","외이의 기타 장애","1"
"이비인후과","14","M86","골수염","1"
"이비인후과","14","T81","달리 분류되지 않은 처치의 합병증","1"
"재활의학과","1","I63","뇌경색증","36"
"재활의학과","2","G81","편마비","30"
"재활의학과","3","I69","뇌혈관질환의 후유증","27"
"재활의학과","4","G82","하반신마비 및 사지마비","12"
"재활의학과","5","I61","뇌내출혈","6"
"재활의학과","6","G20","파킨슨병","2"
"재활의학과","6","S06","두개내손상","2"
"재활의학과","6","G93","뇌의 기타 장애","2"
"재활의학과","6","I60","지주막하출혈","2"
"재활의학과","6","R25","이상불수의운동","2"
"재활의학과","11","G95","척수의 기타 질환","1"
"재활의학과","11","M54","등통증","1"
"재활의학과","11","S32","요추 및 골반의 골절","1"
"재활의학과","11","S14","목부위의 신경 및 척수의 손상","1"
"재활의학과","11","I73","기타 말초혈관질환","1"
"재활의학과","11","G83","기타 마비증후군","1"
"재활의학과","11","G22","달리 분류된 질환에서의 파킨슨증","1"
"정형외과","1","M17","무릎관절증","172"
"정형외과","2","M48","기타 척추병증","162"
"정형외과","3","S46","어깨 및 위팔 부위의 근육 및 힘줄의 손상","59"
"정형외과","4","M75","어깨병변","42"
"정형외과","5","S82","발목을 포함한 아래다리의 골절","29"
"정형외과","6","S72","대퇴골의 골절","21"
"정형외과","7","M15","다발관절증","20"
"정형외과","8","M87","골괴사","19"
"정형외과","9","S52","아래팔의 골절","15"
"정형외과","10","I73","기타 말초혈관질환","13"
"정형외과","10","L03","연조직염","13"
"정형외과","12","E14","상세불명의 당뇨병","11"
"정형외과","12","S42","어깨 및 위팔의 골절","11"
"정형외과","14","E10","1형 당뇨병","10"
"정형외과","15","G56","팔의 단일신경병증","9"
"정형외과","15","S83","무릎의 관절 및 인대의 탈구, 염좌 및 긴장","9"
"정형외과","17","M23","무릎의 내부장애","8"
"정형외과","18","S92","발목을 제외한 발의 골절","7"
"정형외과","19","M19","기타 관절증","6"
"정형외과","20","M77","기타 골부착부병증","5"
"정형외과","20","M00","화농성 관절염","5"
"정형외과","20","M86","골수염","5"
"호흡기내과","1","J18","상세불명 병원체의 폐렴","305"
"호흡기내과","2","J44","기타 만성 폐색성 폐질환","14"
"호흡기내과","3","J96","달리 분류되지 않은 호흡부전","6"
"호흡기내과","3","C34","기관지 및 폐의 악성 신생물","6"
"호흡기내과","5","R06","호흡의 이상","5"
"호흡기내과","6","J20","급성 기관지염","4"
"호흡기내과","7","J69","고체 및 액체에 의한 폐렴","3"
"호흡기내과","7","R91","폐의 진단영상검사상 이상소견","3"
"호흡기내과","9","A16","세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵","2"
"호흡기내과","9","U82","베타락탐항생제 내성","2"
"호흡기내과","9","A31","기타 형태의 마이코박테리아에 의한 감염","2"
"호흡기내과","9","J98","기타 호흡장애","2"
"호흡기내과","9","I26","폐색전증","2"
"호흡기내과","9","J84","기타 간질성 폐질환","2"
"호흡기내과","9","R04","기도출혈","2"
"호흡기내과","9","A15","세균학적 및 조직학적으로 확인된 호흡기결핵","2"
"호흡기내과","17","J91","달리 분류된 병태에서의 흉막삼출액","1"
"호흡기내과","17","N10","급성 세뇨관-간질신장염","1"
"호흡기내과","17","J67","유기물먼지에 의한 과민성 폐렴","1"
"호흡기내과","17","C22","간 및 간내 담관의 악성 신생물","1"
"호흡기내과","17","K29","위염 및 십이지장염","1"
"호흡기내과","17","R93","기타 신체구조의 진단영상검사상 이상소견","1"
"호흡기내과","17","J90","달리 분류되지 않은 흉막삼출액","1"
"호흡기내과","17","K92","소화계통의 기타 질환","1"
"호흡기내과","17","J47","기관지확장증","1"
"호흡기내과","17","J64","상세불명의 진폐증","1"
