"부서명","순위","질병코드","상병명","실인원"
"비뇨의학과","15","K63","장의 기타 질환","1"
"비뇨의학과","16","N49","달리 분류되지 않은 남성생식기관의 염증성 장애","1"
"비뇨의학과","17","N48","음경의 기타 장애","1"
"비뇨의학과","18","L29","가려움","1"
"비뇨의학과","19","B02","대상포진","1"
"비뇨의학과","20","C80","부위의 명시가 없는 악성 신생물","1"
"소화기내과","1","E11","2형 당뇨병","79"
"소화기내과","2","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","32"
"소화기내과","3","D13","기타 및 부위불명의 소화계통의 양성 신생물","17"
"소화기내과","4","K63","장의 기타 질환","16"
"소화기내과","5","J44","기타 만성 폐색성 폐질환","16"
"소화기내과","6","K58","과민대장증후군","15"
"소화기내과","7","C25","췌장의 악성 신생물","14"
"소화기내과","8","K29","위염 및 십이지장염","11"
"소화기내과","9","I10","본태성(원발성) 고혈압","10"
"소화기내과","10","K74","간의 섬유증 및 경변증","9"
"소화기내과","11","K31","위 및 십이지장의 기타 질환","8"
"소화기내과","12","K30","기능성 소화불량","8"
"소화기내과","13","H81","전정기능의 장애","8"
"소화기내과","14","C18","결장의 악성 신생물","7"
"소화기내과","15","C16","위의 악성 신생물","7"
"소화기내과","16","K80","담석증","7"
"소화기내과","17","K75","기타 염증성 간질환","6"
"소화기내과","18","C64","신우를 제외한 신장의 악성 신생물","6"
"소화기내과","19","K59","기타 기능성 장장애","6"
"소화기내과","20","J15","달리 분류되지 않은 세균성 폐렴","5"
"순환기내과","1","E78","지질단백질대사장애 및 기타 지질증","1"
"순환기내과","2","I21","급성 심근경색증","1"
"신경과","1","I63","뇌경색증","32"
"신경과","2","G20","파킨슨병","17"
"신경과","3","R51","두통","13"
"신경과","4","R42","어지럼증 및 어지럼","12"
"신경과","5","F00","알츠하이머병에서의 치매(G30-+)","5"
"신경과","6","G45","일과성 뇌허혈발작 및 관련 증후군","3"
"신경과","7","R55","실신 및 허탈","3"
"신경과","8","G25","기타 추체외로 및 운동 장애","3"
"신경과","9","G47","수면장애","3"
"신경과","10","G30","알츠하이머병","3"
"신경과","11","I67","기타 뇌혈관질환","2"
"신경과","12","F05","알콜 및 기타 정신활성물질에 의하여 유발된 것이 아닌 섬망","1"
"신경과","13","G11","유전성 운동실조","1"
"신경과","14","S06","두개내손상","1"
"신경과","15","R10","복부 및 골반 통증","1"
"신경외과","1","M48","기타 척추병증","17"
"신경외과","2","M51","기타 추간판장애","9"
"신경외과","3","M50","경추간판장애","3"
"신경외과","4","S32","요추 및 골반의 골절","3"
"신경외과","5","S22","늑골, 흉골 및 흉추의 골절","2"
"신경외과","6","R22","피부 및 피하조직의 국소적 부기, 종괴 및 덩이","1"
"신경외과","7","G55","달리 분류된 질환에서의 신경근 및 신경총 압박","1"
"신경외과","8","M47","척추증","1"
"신경외과","9","S06","두개내손상","1"
"안과","1","H25","노년백내장","131"
"안과","2","H20","홍채섬모체염","1"
"외과","1","I86","기타 부위의 정맥류","46"
"외과","2","K64","치핵 및 항문주위정맥혈전증","23"
"외과","3","K40","사타구니탈장","16"
"외과","4","K80","담석증","4"
"외과","5","K35","급성 충수염","2"
"외과","6","D13","기타 및 부위불명의 소화계통의 양성 신생물","2"
"외과","7","K58","과민대장증후군","2"
"외과","8","K60","항문 및 직장부의 열창 및 누공","2"
"외과","9","K61","항문 및 직장부의 농양","1"
"외과","10","K59","기타 기능성 장장애","1"
"외과","11","L72","피부 및 피하조직의 모낭낭","1"
"외과","12","K62","항문 및 직장의 기타 질환","1"
"외과","13","K63","장의 기타 질환","1"
"이비인후과","1","H66","화농성 및 상세불명의 중이염","25"
"이비인후과","2","H81","전정기능의 장애","10"
"이비인후과","3","J34","코 및 비동의 기타 장애","10"
"이비인후과","4","R42","어지럼증 및 어지럼","9"
"이비인후과","5","J33","코폴립","9"
"이비인후과","6","J31","만성 비염, 비인두염 및 인두염","5"
"이비인후과","7","J32","만성 부비동염","4"
"이비인후과","8","J04","급성 후두염 및 기관염","4"
"이비인후과","9","H71","중이의 진주종","4"
"이비인후과","10","J03","급성 편도염","3"
"이비인후과","11","H90","전음성 및 감각신경성 청력소실","3"
"이비인후과","12","J00","급성 비인두염[감기]","2"
"이비인후과","13","B37","칸디다증","1"
"이비인후과","14","J15","달리 분류되지 않은 세균성 폐렴","1"
"이비인후과","15","J37","만성 후두염 및 후두기관염","1"
"이비인후과","16","B02","대상포진","1"
"이비인후과","17","J40","급성인지 만성인지 명시되지 않은 기관지염","1"
"이비인후과","18","D11","주침샘의 양성 신생물","1"
"이비인후과","19","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","1"
"이비인후과","20","H61","외이의 기타 장애","1"
"재활의학과","1","I61","뇌내출혈","1"
"재활의학과","2","T93","다리손상의 후유증","1"
"정형외과","1","M48","기타 척추병증","141"
"정형외과","2","M19","기타 관절증","47"
"정형외과","3","M17","무릎관절증","36"
"정형외과","4","M75","어깨병변","27"
"정형외과","5","S82","발목을 포함한 아래다리의 골절","8"
"정형외과","6","S32","요추 및 골반의 골절","7"
"정형외과","7","Z47","기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람","7"
"정형외과","8","S72","대퇴골의 골절","7"
"정형외과","9","S22","늑골, 흉골 및 흉추의 골절","6"
"정형외과","10","G55","달리 분류된 질환에서의 신경근 및 신경총 압박","5"
"정형외과","11","M00","화농성 관절염","5"
"정형외과","12","S83","무릎의 관절 및 인대의 탈구, 염좌 및 긴장","5"
"정형외과","13","M77","기타 골부착부병증","4"
"정형외과","14","S46","어깨 및 위팔 부위의 근육 및 힘줄의 손상","4"
"정형외과","15","M96","달리 분류되지 않은 처치후 근골격장애","4"
"정형외과","16","M71","기타 윤활낭병증","4"
"정형외과","17","M51","기타 추간판장애","4"
"정형외과","18","G56","팔의 단일신경병증","4"
"정형외과","19","M72","섬유모세포장애","3"
"정형외과","20","T08","척추의 상세불명 부위의 골절","3"
"치과","1","K08","치아 및 지지구조의 기타 장애","45"
"치과","2","K05","치은염 및 치주질환","11"
"치과","3","K03","치아경조직의 기타 질환","4"
"치과","4","L03","연조직염","3"
"치과","5","K02","치아우식","2"
"치과","6","K12","구내염 및 관련 병변","1"
"피부과","1","Z47","기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람","1"
