월,퇴원과,퇴원결과,건수,지역,년도,주상병코드,주상병명
11,신장내과,호전,2.26,광주,2022,,
11,신경과,진단만실시,0.56,광주,2022,,
11,호흡기내과,경쾌,0.56,광주,2022,,
12,소화기내과,48시간 후 사망,0.56,광주,2022,,
12,가정의학과,48시간 후 사망,10.72,광주,2022,,
12,신장내과,48시간 후 사망,0.56,광주,2022,,
12,비뇨의학과,불변(호전안됨),0.56,광주,2022,,
1,호흡기내과,경쾌,9.59,광주,2022,,
1,혈액종양내과,호전,9.59,광주,2022,,
1,비뇨의학과,경쾌,1.69,광주,2022,,
1,소화기내과,호전,11.85,광주,2022,,
1,혈액종양내과,불변(호전안됨),1.13,광주,2022,,
1,호흡기내과,48시간 전 사망,0.56,광주,2022,,
1,소화기내과,불변(호전안됨),2.26,광주,2022,,
1,소화기내과,48시간 후 사망,1.13,광주,2022,,
2,감염내과,호전,26.51,광주,2022,,
2,감염내과,48시간 후 사망,0.56,광주,2022,,
2,호흡기내과,호전,8.46,광주,2022,,
2,혈액종양내과,48시간 후 사망,1.69,광주,2022,,
2,외과,불변(호전안됨),0.56,광주,2022,,
2,비뇨의학과,경쾌,1.13,광주,2022,,
3,가정의학과,48시간 후 사망,5.64,광주,2022,,
3,혈액종양내과,48시간 후 사망,0.56,광주,2022,,
3,외과,불변(호전안됨),0.56,광주,2022,,
3,비뇨의학과,경쾌,1.13,광주,2022,,
3,감염내과,불변(호전안됨),1.13,광주,2022,,
3,호흡기내과,진단만실시,0.56,광주,2022,,
3,재활의학과,불변(호전안됨),0.56,광주,2022,,
4,재활의학과,호전,17.49,광주,2022,,
4,응급의학과,호전,3.95,광주,2022,,
4,호흡기내과,진단만실시,0.56,광주,2022,,
4,신장내과,호전,3.38,광주,2022,,
4,호흡기내과,48시간 후 사망,1.69,광주,2022,,
4,순환기내과,48시간 후 사망,0.56,광주,2022,,
5,가정의학과,48시간 후 사망,9.03,광주,2022,,
5,재활의학과,호전,19.18,광주,2022,,
5,외과,48시간 후 사망,1.69,광주,2022,,
5,호흡기내과,불변(호전안됨),0.56,광주,2022,,
5,혈액종양내과,진단만실시,0.56,광주,2022,,
6,가정의학과,48시간 전 사망,1.13,광주,2022,,
6,외과,48시간 후 사망,1.69,광주,2022,,
7,응급의학과,48시간 후 사망,2.26,광주,2022,,
7,순환기내과,호전,22.57,광주,2022,,
7,소화기내과,호전,18.05,광주,2022,,
7,신경과,경쾌,1.69,광주,2022,,
7,비뇨의학과,치료안함,2.26,광주,2022,,
7,신장내과,호전,2.26,광주,2022,,
7,혈액종양내과,호전,5.08,광주,2022,,
7,소화기내과,경쾌,1.13,광주,2022,,
8,신경과,호전,26.51,광주,2022,,
8,비뇨의학과,호전,24.26,광주,2022,,
8,소화기내과,호전,24.26,광주,2022,,
9,응급의학과,호전,5.08,광주,2022,,
9,재활의학과,호전,27.64,광주,2022,,
9,비뇨의학과,호전,27.08,광주,2022,,
9,감염내과,호전,1.69,광주,2022,,
9,응급의학과,48시간 전 사망,0.56,광주,2022,,
10,혈액종양내과,호전,7.33,광주,2022,,
10,재활의학과,불변(호전안됨),3.38,광주,2022,,
11,가정의학과,48시간 후 사망,10.72,광주,2022,,
11,호흡기내과,호전,5.64,광주,2022,,
11,재활의학과,경쾌,0.56,광주,2022,,
11,외과,48시간 후 사망,0.56,광주,2022,,
12,순환기내과,호전,45.70,광주,2022,,
12,소화기내과,호전,27.64,광주,2022,,
12,혈액종양내과,호전,6.77,광주,2022,,
12,신장내과,호전,3.95,광주,2022,,
1,소화기내과,경쾌,3.95,광주,2022,,
1,신경외과,호전,20.87,광주,2022,,
1,가정의학과,불변(호전안됨),0.56,광주,2022,,
1,신장내과,48시간 후 사망,0.56,광주,2022,,
1,신경외과,48시간 후 사망,0.56,광주,2022,,
1,감염내과,48시간 전 사망,0.56,광주,2022,,
2,외과,호전,29.90,광주,2022,,
2,순환기내과,호전,12.98,광주,2022,,
2,혈액종양내과,호전,7.90,광주,2022,,
2,신경과,호전,17.49,광주,2022,,
2,재활의학과,호전,18.62,광주,2022,,
2,응급의학과,불변(호전안됨),2.26,광주,2022,,
2,가정의학과,불변(호전안됨),2.82,광주,2022,,
2,응급의학과,48시간 후 사망,1.13,광주,2022,,
2,호흡기내과,48시간 전 사망,0.56,광주,2022,,
2,호흡기내과,불변(호전안됨),0.56,광주,2022,,
3,외과,호전,37.80,광주,2022,,
3,외과,48시간 후 사망,2.26,광주,2022,,
3,신장내과,호전,10.72,광주,2022,,
3,정형외과,48시간 후 사망,0.56,광주,2022,,
3,신장내과,48시간 전 사망,0.56,광주,2022,,
4,비뇨의학과,진단만실시,15.80,광주,2022,,
4,응급의학과,불변(호전안됨),1.69,광주,2022,,
4,혈액종양내과,호전,9.59,광주,2022,,
4,응급의학과,48시간 후 사망,3.38,광주,2022,,
4,비뇨의학과,경쾌,0.56,광주,2022,,
5,정형외과,호전,36.67,광주,2022,,
5,응급의학과,호전,8.46,광주,2022,,
5,호흡기내과,호전,5.08,광주,2022,,
5,신장내과,호전,3.95,광주,2022,,
5,비뇨의학과,경쾌,1.69,광주,2022,,
5,신경과,불변(호전안됨),1.13,광주,2022,,
6,소화기내과,호전,15.23,광주,2022,,
6,정형외과,호전,46.82,광주,2022,,
6,비뇨의학과,호전,22.00,광주,2022,,
6,비뇨의학과,치료안함,0.56,광주,2022,,
6,외과,진단만실시,0.56,광주,2022,,
6,혈액종양내과,불변(호전안됨),0.56,광주,2022,,
6,재활의학과,치료안함,0.56,광주,2022,,
7,감염내과,경쾌,1.13,광주,2022,,
7,정형외과,호전,49.64,광주,2022,,
7,호흡기내과,호전,5.64,광주,2022,,
7,가정의학과,48시간 후 사망,11.85,광주,2022,,
7,순환기내과,48시간 후 사망,0.56,광주,2022,,
7,정형외과,경쾌,0.56,광주,2022,,
7,호흡기내과,경쾌,2.26,광주,2022,,
8,가정의학과,48시간 후 사망,10.15,광주,2022,,
8,비뇨의학과,경쾌,3.95,광주,2022,,
8,정형외과,경쾌,1.13,광주,2022,,
9,외과,호전,35.54,광주,2022,,
9,신경과,호전,23.13,광주,2022,,
9,응급의학과,불변(호전안됨),0.56,광주,2022,,
9,신경과,48시간 후 사망,1.13,광주,2022,,
10,내분비내과,호전,1.13,광주,2022,,
10,재활의학과,치료안함,0.56,광주,2022,,
10,호흡기내과,경쾌,1.69,광주,2022,,
10,비뇨의학과,경쾌,1.13,광주,2022,,
11,응급의학과,48시간 후 사망,2.26,광주,2022,,
11,외과,호전,33.85,광주,2022,,
11,가정의학과,불변(호전안됨),1.13,광주,2022,,
11,비뇨의학과,경쾌,3.38,광주,2022,,
11,신경과,48시간 전 사망,0.56,광주,2022,,
11,가정의학과,48시간 전 사망,1.69,광주,2022,,
11,신경과,48시간 후 사망,1.13,광주,2022,,
11,순환기내과,48시간 후 사망,0.56,광주,2022,,
12,호흡기내과,호전,6.21,광주,2022,,
12,응급의학과,48시간 전 사망,1.13,광주,2022,,
12,신경과,48시간 전 사망,0.56,광주,2022,,
12,순환기내과,불변(호전안됨),0.56,광주,2022,,
12,내분비내과,호전,1.13,광주,2022,,
12,호흡기내과,48시간 후 사망,1.69,광주,2022,,
12,비뇨의학과,치료안함,0.56,광주,2022,,
12,감염내과,48시간 후 사망,0.56,광주,2022,,
1,비뇨의학과,호전,24.26,광주,2022,,
1,비뇨의학과,진단만실시,16.36,광주,2022,,
1,외과,진단만실시,1.13,광주,2022,,
1,순환기내과,경쾌,7.33,광주,2022,,
2,응급의학과,호전,8.46,광주,2022,,
2,신경외과,불변(호전안됨),1.69,광주,2022,,
2,호흡기내과,48시간 후 사망,2.26,광주,2022,,
2,비뇨의학과,불변(호전안됨),0.56,광주,2022,,
2,순환기내과,48시간 후 사망,0.56,광주,2022,,
3,호흡기내과,불변(호전안됨),3.38,광주,2022,,
3,비뇨의학과,호전,25.95,광주,2022,,
3,비뇨의학과,진단만실시,10.15,광주,2022,,
3,혈액종양내과,호전,9.59,광주,2022,,
3,재활의학과,48시간 후 사망,0.56,광주,2022,,
3,이비인후과,경쾌,0.56,광주,2022,,
3,신장내과,불변(호전안됨),0.56,광주,2022,,
4,감염내과,호전,9.03,광주,2022,,
4,신경과,불변(호전안됨),1.13,광주,2022,,
5,외과,호전,34.98,광주,2022,,
5,호흡기내과,48시간 후 사망,1.13,광주,2022,,
5,순환기내과,불변(호전안됨),0.56,광주,2022,,
5,소화기내과,경쾌,0.56,광주,2022,,
6,재활의학과,호전,25.95,광주,2022,,
6,혈액종양내과,호전,11.85,광주,2022,,
6,가정의학과,진단만실시,0.56,광주,2022,,
6,내분비내과,호전,3.38,광주,2022,,
6,소아청소년과,진단만실시,0.56,광주,2022,,
6,순환기내과,진단만실시,0.56,광주,2022,,
6,신경과,진단만실시,2.26,광주,2022,,
6,순환기내과,불변(호전안됨),0.56,광주,2022,,
6,외과,경쾌,0.56,광주,2022,,
7,신경과,진단만실시,1.69,광주,2022,,
7,소화기내과,48시간 후 사망,0.56,광주,2022,,
8,외과,호전,38.93,광주,2022,,
9,혈액종양내과,호전,9.03,광주,2022,,
9,정형외과,호전,14.67,광주,2022,,
9,소아청소년과,호전,2.26,광주,2022,,
9,재활의학과,불변(호전안됨),0.56,광주,2022,,
9,신경과,경쾌,0.56,광주,2022,,
10,소화기내과,48시간 후 사망,0.56,광주,2022,,
10,신경과,치료안함,0.56,광주,2022,,
10,가정의학과,불변(호전안됨),0.56,광주,2022,,
10,감염내과,호전,2.26,광주,2022,,
10,신경과,48시간 후 사망,1.13,광주,2022,,
11,소아청소년과,호전,2.82,광주,2022,,
11,내분비내과,호전,1.13,광주,2022,,
12,재활의학과,호전,27.08,광주,2022,,
12,비뇨의학과,진단만실시,23.13,광주,2022,,
12,응급의학과,호전,4.51,광주,2022,,
12,재활의학과,경쾌,1.13,광주,2022,,
12,호흡기내과,48시간 전 사망,0.56,광주,2022,,
12,신경과,경쾌,0.56,광주,2022,,
12,가정의학과,48시간 전 사망,0.56,광주,2022,,
12,소화기내과,진단만실시,0.56,광주,2022,,
1,가정의학과,48시간 후 사망,10.15,광주,2022,,
1,감염내과,호전,33.28,광주,2022,,
1,신경과,호전,26.51,광주,2022,,
1,신경과,진단만실시,1.13,광주,2022,,
1,응급의학과,불변(호전안됨),1.13,광주,2022,,
1,감염내과,불변(호전안됨),1.13,광주,2022,,
1,신경과,경쾌,0.56,광주,2022,,
2,신경외과,호전,6.21,광주,2022,,
3,정형외과,호전,50.77,광주,2022,,
3,내분비내과,진단만실시,1.69,광주,2022,,
3,신경과,불변(호전안됨),0.56,광주,2022,,
3,비뇨의학과,불변(호전안됨),1.13,광주,2022,,
3,정형외과,경쾌,1.69,광주,2022,,
3,응급의학과,경쾌,0.56,광주,2022,,
4,신경과,호전,25.95,광주,2022,,
4,호흡기내과,불변(호전안됨),1.13,광주,2022,,
4,내분비내과,호전,4.51,광주,2022,,
4,재활의학과,불변(호전안됨),2.26,광주,2022,,
4,순환기내과,경쾌,1.13,광주,2022,,
4,정형외과,48시간 후 사망,0.56,광주,2022,,
4,호흡기내과,호전,3.38,광주,2022,,
4,응급의학과,경쾌,0.56,광주,2022,,
4,비뇨의학과,치료안함,0.56,광주,2022,,
5,감염내과,호전,4.51,광주,2022,,
5,순환기내과,호전,23.13,광주,2022,,
5,호흡기내과,경쾌,2.82,광주,2022,,
5,혈액종양내과,호전,10.72,광주,2022,,
5,정형외과,경쾌,1.69,광주,2022,,
5,비뇨의학과,진단만실시,17.49,광주,2022,,
5,응급의학과,48시간 후 사망,3.95,광주,2022,,
5,신경과,경쾌,3.95,광주,2022,,
5,신경과,진단만실시,0.56,광주,2022,,
6,내분비내과,경쾌,0.56,광주,2022,,
6,응급의학과,48시간 후 사망,2.82,광주,2022,,
7,재활의학과,호전,21.44,광주,2022,,
7,비뇨의학과,진단만실시,18.62,광주,2022,,
7,응급의학과,호전,4.51,광주,2022,,
7,내분비내과,호전,0.56,광주,2022,,
7,신경과,불변(호전안됨),0.56,광주,2022,,
8,소화기내과,경쾌,1.13,광주,2022,,
8,신장내과,호전,5.08,광주,2022,,
8,외과,불변(호전안됨),0.56,광주,2022,,
9,가정의학과,48시간 후 사망,8.46,광주,2022,,
9,소화기내과,호전,25.95,광주,2022,,
9,소아청소년과,진단만실시,6.21,광주,2022,,
9,비뇨의학과,진단만실시,18.05,광주,2022,,
9,소화기내과,48시간 후 사망,0.56,광주,2022,,
10,소화기내과,호전,20.31,광주,2022,,
10,비뇨의학과,호전,24.82,광주,2022,,
10,비뇨의학과,불변(호전안됨),1.13,광주,2022,,
10,응급의학과,호전,2.82,광주,2022,,
11,가정의학과,가망없는 퇴원,0.56,광주,2022,,
12,소아청소년과,호전,3.38,광주,2022,,
12,비뇨의학과,호전,32.16,광주,2022,,
12,재활의학과,불변(호전안됨),1.13,광주,2022,,
12,가정의학과,호전,0.56,광주,2022,,
1,순환기내과,호전,23.13,광주,2022,,
1,순환기내과,불변(호전안됨),2.26,광주,2022,,
1,재활의학과,호전,20.31,광주,2022,,
1,혈액종양내과,48시간 후 사망,1.13,광주,2022,,
2,소화기내과,호전,5.08,광주,2022,,
2,내분비내과,호전,3.38,광주,2022,,
2,혈액종양내과,경쾌,5.08,광주,2022,,
2,응급의학과,48시간 전 사망,0.56,광주,2022,,
2,외과,48시간 후 사망,1.13,광주,2022,,
2,외과,치료안함,0.56,광주,2022,,
2,내분비내과,불변(호전안됨),0.56,광주,2022,,
3,재활의학과,호전,33.85,광주,2022,,
3,신경과,경쾌,1.13,광주,2022,,
3,비뇨의학과,치료안함,0.56,광주,2022,,
4,내분비내과,진단만실시,0.56,광주,2022,,
4,소화기내과,호전,0.56,광주,2022,,
5,비뇨의학과,호전,23.69,광주,2022,,
5,비뇨의학과,불변(호전안됨),0.56,광주,2022,,
5,응급의학과,48시간 전 사망,0.56,광주,2022,,
6,가정의학과,48시간 후 사망,9.59,광주,2022,,
6,순환기내과,호전,15.80,광주,2022,,
6,응급의학과,호전,7.90,광주,2022,,
6,신장내과,경쾌,0.56,광주,2022,,
6,비뇨의학과,경쾌,0.56,광주,2022,,
7,외과,호전,30.46,광주,2022,,
7,비뇨의학과,호전,29.34,광주,2022,,
7,외과,48시간 후 사망,1.13,광주,2022,,
8,외과,경쾌,0.56,광주,2022,,
8,가정의학과,48시간 전 사망,0.56,광주,2022,,
8,신경과,진단만실시,1.13,광주,2022,,
8,재활의학과,치료안함,0.56,광주,2022,,
9,비뇨의학과,경쾌,1.69,광주,2022,,
9,가정의학과,불변(호전안됨),1.13,광주,2022,,
9,외과,48시간 후 사망,0.56,광주,2022,,
9,혈액종양내과,경쾌,0.56,광주,2022,,
10,순환기내과,호전,20.31,광주,2022,,
10,가정의학과,48시간 후 사망,7.33,광주,2022,,
10,신경과,호전,25.95,광주,2022,,
10,비뇨의학과,치료안함,1.13,광주,2022,,
10,외과,48시간 후 사망,0.56,광주,2022,,
10,응급의학과,48시간 후 사망,2.82,광주,2022,,
11,혈액종양내과,호전,8.46,광주,2022,,
11,재활의학과,불변(호전안됨),0.56,광주,2022,,
11,호흡기내과,48시간 전 사망,0.56,광주,2022,,
12,신경과,호전,25.39,광주,2022,,
12,비뇨의학과,경쾌,1.13,광주,2022,,
12,소아청소년과,진단만실시,2.82,광주,2022,,
12,외과,진단만실시,0.56,광주,2022,,
1,외과,호전,39.49,광주,2022,,
1,가정의학과,48시간 전 사망,2.26,광주,2022,,
1,안과,호전,14.67,광주,2022,,
1,신경외과,불변(호전안됨),3.95,광주,2022,,
1,신장내과,호전,5.64,광주,2022,,
1,호흡기내과,48시간 후 사망,1.13,광주,2022,,
1,신경외과,진단만실시,0.56,광주,2022,,
1,신경과,48시간 후 사망,1.13,광주,2022,,
2,비뇨의학과,호전,20.31,광주,2022,,
2,가정의학과,48시간 후 사망,10.72,광주,2022,,
2,호흡기내과,경쾌,24.82,광주,2022,,
2,정형외과,진단만실시,1.13,광주,2022,,
2,신장내과,호전,7.90,광주,2022,,
2,비뇨의학과,진단만실시,11.28,광주,2022,,
2,이비인후과,호전,1.13,광주,2022,,
2,외과,진단만실시,0.56,광주,2022,,
2,가정의학과,48시간 전 사망,0.56,광주,2022,,
2,신경외과,경쾌,0.56,광주,2022,,
2,비뇨의학과,치료안함,0.56,광주,2022,,
2,신장내과,불변(호전안됨),1.13,광주,2022,,
3,호흡기내과,경쾌,13.54,광주,2022,,
3,응급의학과,호전,7.90,광주,2022,,
3,감염내과,호전,25.95,광주,2022,,
3,외과,진단만실시,1.13,광주,2022,,
4,외과,48시간 후 사망,0.56,광주,2022,,
4,비뇨의학과,호전,28.21,광주,2022,,
5,내분비내과,호전,2.26,광주,2022,,
5,재활의학과,불변(호전안됨),1.13,광주,2022,,
5,비뇨의학과,치료안함,1.13,광주,2022,,
5,소화기내과,호전,5.64,광주,2022,,
6,소화기내과,48시간 후 사망,1.13,광주,2022,,
6,호흡기내과,48시간 후 사망,0.56,광주,2022,,
7,신경과,호전,27.64,광주,2022,,
7,응급의학과,불변(호전안됨),0.56,광주,2022,,
7,비뇨의학과,경쾌,2.82,광주,2022,,
7,외과,진단만실시,0.56,광주,2022,,
7,신장내과,48시간 후 사망,1.13,광주,2022,,
7,외과,불변(호전안됨),1.13,광주,2022,,
8,호흡기내과,호전,6.77,광주,2022,,
8,정형외과,호전,58.67,광주,2022,,
8,혈액종양내과,호전,9.59,광주,2022,,
8,소아청소년과,진단만실시,5.64,광주,2022,,
8,비뇨의학과,진단만실시,14.67,광주,2022,,
8,재활의학과,불변(호전안됨),2.26,광주,2022,,
8,소아청소년과,호전,1.13,광주,2022,,
8,응급의학과,가망없는 퇴원,0.56,광주,2022,,
8,순환기내과,경쾌,0.56,광주,2022,,
8,신경과,48시간 후 사망,0.56,광주,2022,,
9,순환기내과,호전,18.62,광주,2022,,
9,신장내과,호전,7.90,광주,2022,,
9,소화기내과,경쾌,0.56,광주,2022,,
9,감염내과,48시간 후 사망,0.56,광주,2022,,
9,호흡기내과,호전,6.77,광주,2022,,
9,순환기내과,48시간 전 사망,0.56,광주,2022,,
9,신경과,48시간 전 사망,0.56,광주,2022,,
10,재활의학과,호전,27.64,광주,2022,,
10,소화기내과,진단만실시,0.56,광주,2022,,
10,혈액종양내과,48시간 후 사망,0.56,광주,2022,,
10,소아청소년과,진단만실시,5.64,광주,2022,,
10,혈액종양내과,경쾌,0.56,광주,2022,,
10,가정의학과,호전,0.56,광주,2022,,
10,호흡기내과,불변(호전안됨),0.56,광주,2022,,
11,신경과,호전,27.64,광주,2022,,
11,감염내과,호전,2.26,광주,2022,,
11,신장내과,48시간 전 사망,0.56,광주,2022,,
12,감염내과,호전,3.38,광주,2022,,
12,혈액종양내과,불변(호전안됨),0.56,광주,2022,,
12,외과,48시간 후 사망,1.69,광주,2022,,
12,신경과,48시간 후 사망,1.13,광주,2022,,
12,소화기내과,48시간 전 사망,0.56,광주,2022,,
1,순환기내과,48시간 후 사망,0.56,광주,2022,,
5,비뇨의학과,경쾌,0.56,광주,2022,,
5,비뇨의학과,호전,9.59,광주,2022,,
5,응급의학과,호전,0.56,광주,2022,,
5,외과,호전,1.69,광주,2022,,
5,소화기내과,호전,0.56,광주,2022,,
5,소화기내과,호전,7.33,광주,2022,,
5,비뇨의학과,진단만실시,5.64,광주,2022,,
5,혈액종양내과,호전,2.26,광주,2022,,
5,호흡기내과,48시간 후 사망,0.56,광주,2022,,
5,감염내과,호전,0.56,광주,2022,,
5,신경과,48시간 후 사망,1.13,광주,2022,,
5,비뇨의학과,진단만실시,7.90,광주,2022,,
5,가정의학과,48시간 후 사망,1.69,광주,2022,,
5,내분비내과,호전,0.56,광주,2022,,
5,소아청소년과,호전,1.13,광주,2022,,
5,비뇨의학과,불변(호전안됨),0.56,광주,2022,,
1,순환기내과,호전,6.77,광주,2022,,
1,감염내과,호전,8.46,광주,2022,,
1,소화기내과,호전,1.69,광주,2022,,
1,소화기내과,호전,5.08,광주,2022,,
1,감염내과,호전,10.15,광주,2022,,
1,외과,호전,12.98,광주,2022,,
1,혈액종양내과,경쾌,1.69,광주,2022,,
1,신경외과,불변(호전안됨),1.13,광주,2022,,
1,비뇨의학과,불변(호전안됨),0.56,광주,2022,,
1,가정의학과,48시간 전 사망,0.56,광주,2022,,
1,재활의학과,호전,3.38,광주,2022,,
1,순환기내과,호전,7.33,광주,2022,,
1,신경외과,진단만실시,0.56,광주,2022,,
1,정형외과,호전,30.46,광주,2022,,
1,내분비내과,호전,1.13,광주,2022,,
1,신장내과,호전,0.56,광주,2022,,
2,외과,호전,6.77,광주,2022,,
2,재활의학과,호전,3.38,광주,2022,,
2,응급의학과,불변(호전안됨),0.56,광주,2022,,
2,가정의학과,불변(호전안됨),0.56,광주,2022,,
2,안과,호전,7.90,광주,2022,,
2,호흡기내과,호전,5.08,광주,2022,,
2,신경외과,경쾌,0.56,광주,2022,,
2,안과,호전,1.13,광주,2022,,
2,가정의학과,경쾌,0.56,광주,2022,,
2,순환기내과,경쾌,9.59,광주,2022,,
2,비뇨의학과,진단만실시,5.08,광주,2022,,
2,신장내과,호전,1.69,광주,2022,,
2,내분비내과,진단만실시,1.13,광주,2022,,
2,정형외과,호전,11.28,광주,2022,,
2,신경과,호전,3.95,광주,2022,,
2,비뇨의학과,진단만실시,6.21,광주,2022,,
2,재활의학과,48시간 후 사망,0.56,광주,2022,,
2,비뇨의학과,경쾌,0.56,광주,2022,,
2,가정의학과,48시간 후 사망,2.26,광주,2022,,
2,외과,호전,11.85,광주,2022,,
2,내분비내과,호전,1.13,광주,2022,,
2,호흡기내과,48시간 후 사망,0.56,광주,2022,,
2,재활의학과,호전,7.33,광주,2022,,
2,응급의학과,48시간 후 사망,0.56,광주,2022,,
2,정형외과,진단만실시,0.56,광주,2022,,
2,순환기내과,호전,4.51,광주,2022,,
2,재활의학과,호전,3.95,광주,2022,,
2,응급의학과,경쾌,0.56,광주,2022,,
2,재활의학과,호전,5.08,광주,2022,,
2,응급의학과,호전,1.69,광주,2022,,
2,신경과,호전,10.72,광주,2022,,
2,신장내과,경쾌,0.56,광주,2022,,
2,감염내과,호전,1.69,광주,2022,,
3,정형외과,호전,6.77,광주,2022,,
