진료과,순위,상명코드,상병명,건수,지역,년도,코드그룹,국비비율
류마티스내과,7,E78,지질단백질대사장애 및 기타 지질증,191.65217391304347,대전,2019,E78,0.8260869565217391
류마티스내과,8,E79,퓨린 및 피리미딘의 대사장애,112.0,대전,2019,E79,1.0
류마티스내과,9,M17,윤충증,47.701149425287355,대전,2019,M17,0.5747126436781609
류마티스내과,10,E87,수분. 전해질 및 산-염기균형의 기타장애,33.48837209302326,대전,2019,E87,0.4186046511627907
류마티스내과,11,M06,피부 및 피하조직의 방사선 관련성 장애,0.0,대전,2019,M06,0.0
류마티스내과,12,M35,달리 분류된 질환 및 사망원인과 관련된 보조 요인,,대전,2019,M35,
류마티스내과,13,M81,병적골절이 없는 골다공증,38.4,대전,2019,M81,0.6
류마티스내과,14,E03,기타 갑상선기능저하증,55.11111111111111,대전,2019,E03,0.8888888888888888
류마티스내과,15,K59,기타 기능적 창자 장애,41.156462585034014,대전,2019,K59,0.7482993197278912
류마티스내과,16,M79,달리 분류되지 않은 기타 연조직장애,31.304347826086957,대전,2019,M79,0.782608695652174
류마티스내과,17,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,,대전,2019,Z00,
류마티스내과,18,K29,위염 및 십이지장염,24.8359375,대전,2019,K29,0.7526041666666666
류마티스내과,19,M45,강직척추염,,대전,2019,M45,
류마티스내과,20,I20,협심증,20.39269406392694,대전,2019,I20,0.7031963470319634
비뇨의학과,1,N40,전립선증식증,19887.909292035398,대전,2019,N40,0.7367256637168141
비뇨의학과,2,C61,전립선의 악성 신생물,1500.3243243243244,대전,2019,C61,0.6486486486486487
비뇨의학과,3,N31,달리 분류되지 않은 방광의 신경근육기능장애,1074.6000000000001,대전,2019,N31,0.7714285714285715
비뇨의학과,4,R31,상세불명의 혈뇨,272.0,대전,2019,R31,0.6153846153846154
비뇨의학과,5,N39,비뇨기계통의 기타 장애,206.36923076923077,대전,2019,N39,0.5846153846153846
비뇨의학과,6,C67,방광의 악성 신생물,127.28571428571428,대전,2019,C67,0.42857142857142855
비뇨의학과,7,N20,콩팥(신장)및 요관의 결석,249.0,대전,2019,N20,1.0
비뇨의학과,8,N21,하부요로의 결석,114.4,대전,2019,N21,0.8
비뇨의학과,9,F52,기질적 장애나 질병에 의하지 않은 성기능 이상,,대전,2019,F52,
비뇨의학과,10,N30,방광염,0.0,대전,2019,N30,0.0
비뇨의학과,11,N45,고환염 및 부고환염,76.66666666666667,대전,2019,N45,0.8333333333333334
비뇨의학과,12,C64,콩팥깔때기를  제외한 콩팥(신장)의 악성 신생물,0.0,대전,2019,C64,0.0
비뇨의학과,13,N43,음낭수종 및 정액류,52.0,대전,2019,N43,1.0
비뇨의학과,14,N10,급성 세뇨관-사이질성 신염,10.714285714285714,대전,2019,N10,0.21428571428571427
비뇨의학과,15,Q61,낭성 콩팥(신장)병,0.0,대전,2019,Q61,0.0
비뇨의학과,16,N13,폐쇄성 및 역류성 요로병증,32.0,대전,2019,N13,0.6666666666666666
비뇨의학과,17,N41,전립선의 염증성 질환,13.0,대전,2019,N41,0.3333333333333333
비뇨의학과,18,R32,상세불명의 요실금,34.0,대전,2019,R32,1.0
비뇨의학과,19,S37,비뇨기 및 골반 장기의 손상,11.0,대전,2019,S37,0.3333333333333333
비뇨의학과,20,N35,요도협착,11.0,대전,2019,N35,0.3333333333333333
산부인과,1,N95,폐경기 및 기타 폐경기전후 장애,,대전,2019,N95,
산부인과,2,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,,대전,2019,Z00,
산부인과,3,N76,질 및 외음부의 기타 염증,,대전,2019,N76,
산부인과,4,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,,대전,2019,Z26,
산부인과,5,M81,병적골절이 없는 골다공증,25.8,대전,2019,M81,0.6
산부인과,6,B37,칸디다증,7.0,대전,2019,B37,0.25
산부인과,7,R10,복부 및 골반통증,5.7142857142857135,대전,2019,R10,0.2857142857142857
산부인과,8,N93,기타 이상 자궁 및 질 출혈,,대전,2019,N93,
산부인과,9,Z01,호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사,,대전,2019,Z01,
산부인과,10,D25,자궁의 평활근종,,대전,2019,D25,
산부인과,11,N72,자궁목의 염증성 질환,,대전,2019,N72,
산부인과,12,N31,달리 분류되지 않은 방광의 신경근육기능장애,9.257142857142858,대전,2019,N31,0.7714285714285715
산부인과,13,N94,여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,,대전,2019,N94,
산부인과,14,L29,소양증,9.333333333333334,대전,2019,L29,0.7777777777777778
산부인과,15,N30,방광염,0.0,대전,2019,N30,0.0
산부인과,16,R35,다뇨증,8.0,대전,2019,R35,0.7272727272727273
산부인과,17,N92,과다. 빈발 및 불규칙 월경,,대전,2019,N92,
산부인과,18,A60,항문성기의 헤르페스바이러스[단순 헤르페스]감염,,대전,2019,A60,
산부인과,19,N91,무월경. 소량 및 희발 월경,,대전,2019,N91,
산부인과,20,N71,자궁목을 제외한 자궁의 염증성 질환,,대전,2019,N71,
소아청소년과,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,,대전,2019,Z26,
소아청소년과,2,Z24,특정한 단일 바이러스질환에 대한 예방접종의 필요,,대전,2019,Z24,
소아청소년과,3,J00,급성 코인두염[감기],10.285714285714285,대전,2019,J00,0.5714285714285714
소아청소년과,4,T14,상세불명의 신체부위의 손상,0.0,대전,2019,T14,0.0
소아청소년과,5,R68,기타 전신 증상 및 징후,11.0,대전,2019,R68,1.0
소아청소년과,6,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,3.012987012987013,대전,2019,A09,0.37662337662337664
소아청소년과,7,J09,확인된 조류 인플루엔자 바이러스에 의한 인플루엔자,4.285714285714286,대전,2019,J09,0.7142857142857143
소아청소년과,8,K59,기타 기능적 창자 장애,4.4897959183673475,대전,2019,K59,0.7482993197278912
소아청소년과,9,B34,상세불명 부위의 바이러스감염,,대전,2019,B34,
소아청소년과,10,K29,위염 및 십이지장염,3.763020833333333,대전,2019,K29,0.7526041666666666
소아청소년과,11,J18,상세불명 병원체의 폐렴,2.7106741573033712,대전,2019,J18,0.5421348314606742
소아청소년과,12,M25,달리 분류되지 않은 기타 관절장애,4.0,대전,2019,M25,1.0
소아청소년과,13,J20,급성 기관지염,2.0,대전,2019,J20,0.5
소아청소년과,14,J01,급성 부비동염,3.0,대전,2019,J01,1.0
소아청소년과,15,L04,"내분비, 영양 및 대사 질환",,대전,2019,L04,
소아청소년과,16,J30,혈관운동성 및 앨러지성 비염,2.4230769230769234,대전,2019,J30,0.8076923076923077
소아청소년과,17,Z23,단일 세균성 질환에 대한 예방접종의 필요,,대전,2019,Z23,
소아청소년과,18,R63,음식 및 수액섭취에 관계된 증상 및 징후,1.5,대전,2019,R63,0.75
소아청소년과,19,H66,화농성 및 상세불명의 중이염,1.6,대전,2019,H66,0.8
소아청소년과,20,R31,상세불명의 혈뇨,1.2307692307692308,대전,2019,R31,0.6153846153846154
소화기내과,1,K29,위염 및 십이지장염,3973.75,대전,2019,K29,0.7526041666666666
소화기내과,2,K63,창자의 기타 질환,3547.248322147651,대전,2019,K63,0.7718120805369127
소화기내과,3,K21,위-식도역류병,1923.381818181818,대전,2019,K21,0.7363636363636363
소화기내과,4,K59,기타 기능적 창자 장애,1673.1972789115648,대전,2019,K59,0.7482993197278912
소화기내과,5,E11,인슐린-비의존 당뇨병,1431.761565836299,대전,2019,E11,0.7437722419928826
소화기내과,6,K58,자극성 장증후군,1058.125,대전,2019,K58,0.625
소화기내과,7,I12,고혈압성 콩팥(신장)병,893.3333333333333,대전,2019,I12,0.8888888888888888
소화기내과,8,K25,위궤양,568.54,대전,2019,K25,0.62
소화기내과,9,K76,간의 기타 질환,291.0,대전,2019,K76,0.3333333333333333
소화기내과,10,B18,만성 바이러스간염,376.5,대전,2019,B18,0.5
소화기내과,11,C16,위의 악성 신생물,287.0571428571429,대전,2019,C16,0.4857142857142857
소화기내과,12,K73,달리 분류되지 않은 만성 간염,354.75,대전,2019,K73,0.75
소화기내과,13,D12,결장. 직장. 항문 및 항문관의 양성 신생물,351.70068027210885,대전,2019,D12,0.7482993197278912
소화기내과,14,K26,십이지장궤양,323.26666666666665,대전,2019,K26,0.8666666666666667
소화기내과,15,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,139.35064935064935,대전,2019,A09,0.37662337662337664
소화기내과,16,C22,간 및 간내담관의 악성 신생물,183.56,대전,2019,C22,0.52
소화기내과,17,E78,지질단백질대사장애 및 기타 지질증,254.43478260869566,대전,2019,E78,0.8260869565217391
소화기내과,18,K75,기타 염증성 간질환,200.66666666666666,대전,2019,K75,0.6666666666666666
소화기내과,19,D13,기타 및 부위불명의 소화계통의 양성 신생물,199.33333333333331,대전,2019,D13,0.6666666666666666
소화기내과,20,K70,알콜성 간질환,192.0,대전,2019,K70,0.7804878048780488
신경과,1,I69,대뇌혈관 질환의 후유증,7147.010204081633,대전,2019,I69,0.826530612244898
신경과,2,F03,상세불명의 치매,4548.208333333334,대전,2019,F03,0.7083333333333334
신경과,3,R42,현기 및 어지러움,3315.5333333333333,대전,2019,R42,0.6833333333333333
신경과,4,R51,두통,2714.090909090909,대전,2019,R51,0.6363636363636364
신경과,5,I65,대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착,1407.875,대전,2019,I65,0.875
신경과,6,I67,기타 대뇌혈관 질환,1023.75,대전,2019,I67,0.75
신경과,7,I63,뇌경색증,678.8950276243094,대전,2019,I63,0.5303867403314917
신경과,8,R25,이상적 불수의적 운동,679.0,대전,2019,R25,1.0
신경과,9,G25,기타 추체외로 및 운동 장애,334.5,대전,2019,G25,0.5
신경과,10,R41,인지기능 및 자각에 관한 기타 증상 및 징후,,대전,2019,R41,
신경과,11,G22,달리 분류된 질환에서의 파킨슨증,372.55555555555554,대전,2019,G22,0.7777777777777778
신경과,12,G45,일과성 대뇌허혈발작 및 관련 증후군,388.33333333333337,대전,2019,G45,0.8333333333333334
신경과,13,G40,뇌전증,267.5,대전,2019,G40,0.625
신경과,14,G30,알츠하이머병,336.875,대전,2019,G30,0.875
신경과,15,G20,파킨슨병,209.23809523809524,대전,2019,G20,0.6190476190476191
신경과,16,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,,대전,2019,Z00,
신경과,17,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,88.0,대전,2019,F06,0.5
신경과,18,M79,달리 분류되지 않은 기타 연조직장애,108.78260869565217,대전,2019,M79,0.782608695652174
신경과,19,R55,실신 및 허탈,108.0,대전,2019,R55,0.8571428571428571
신경과,20,G51,얼굴신경 장애,50.0,대전,2019,G51,0.5
신경외과,1,M48,기타 척추병증,1076.1343126967472,대전,2019,M48,0.8835257082896117
신경외과,2,I67,기타 대뇌혈관 질환,630.75,대전,2019,I67,0.75
신경외과,3,M54,배통,622.1976744186046,대전,2019,M54,0.8488372093023255
신경외과,4,S06,머리내 손상,348.38095238095235,대전,2019,S06,0.49206349206349204
신경외과,5,I69,대뇌혈관 질환의 후유증,535.5918367346939,대전,2019,I69,0.826530612244898
신경외과,6,I61,뇌내출혈,239.75000000000003,대전,2019,I61,0.5833333333333334
신경외과,7,M51,기타 추간판장애,286.15942028985506,대전,2019,M51,0.7971014492753623
신경외과,8,I63,뇌경색증,156.99447513812154,대전,2019,I63,0.5303867403314917
신경외과,9,T90,머리의 손상의 후유증,184.0,대전,2019,T90,1.0
신경외과,10,M50,목뼈원판 장애,147.55555555555554,대전,2019,M50,0.8888888888888888
신경외과,11,M47,척추증,75.0,대전,2019,M47,0.5
신경외과,12,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",51.88235294117647,대전,2019,S13,0.4117647058823529
신경외과,13,R51,두통,66.81818181818181,대전,2019,R51,0.6363636363636364
신경외과,14,S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",42.0,대전,2019,S33,0.4
신경외과,15,D43,뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물,0.0,대전,2019,D43,0.0
신경외과,16,M96,달리 분류되지 않은 처치후 근육골격 장애,64.38418079096046,대전,2019,M96,0.8700564971751412
신경외과,17,S00,머리의 표재성 손상,40.57142857142857,대전,2019,S00,0.5714285714285714
신경외과,18,I65,대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착,61.25,대전,2019,I65,0.875
신경외과,19,S22,늑골. 흉골 및 흉추골의 골절,23.903614457831328,대전,2019,S22,0.3855421686746988
신경외과,20,D35,기타 및 상세불명의 내분비선의 양성 신생물,52.0,대전,2019,D35,1.0
신장내과,1,N18,만성 콩팥(신장)기능상실,4162.942222222223,대전,2019,N18,0.6977777777777778
신장내과,2,E11,인슐린-비의존 당뇨병,885.0889679715303,대전,2019,E11,0.7437722419928826
신장내과,3,R60,달리 분류되지 않은 부종,316.61538461538464,대전,2019,R60,0.46153846153846156
신장내과,4,I10,본태성(일차성)고혈압,361.8595041322314,대전,2019,I10,0.5743801652892562
신장내과,5,E87,수분. 전해질 및 산-염기균형의 기타장애,59.02325581395349,대전,2019,E87,0.4186046511627907
신장내과,6,N39,비뇨기계통의 기타 장애,77.75384615384615,대전,2019,N39,0.5846153846153846
신장내과,7,E21,부갑상선기능항진증 및 부갑상선의 기타장애,90.0,대전,2019,E21,1.0
신장내과,8,N17,급성 콩팥(신장)기능상실,37.48717948717949,대전,2019,N17,0.4358974358974359
신장내과,9,N10,급성 세뇨관-사이질성 신염,16.71428571428571,대전,2019,N10,0.21428571428571427
신장내과,10,I48,심방세동 및 조동,38.644067796610166,대전,2019,I48,0.6440677966101694
신장내과,11,R31,상세불명의 혈뇨,33.84615384615385,대전,2019,R31,0.6153846153846154
신장내과,12,R52,달리 분류되지 않은 통증,34.90909090909091,대전,2019,R52,0.7272727272727273
신장내과,13,Q61,낭성 콩팥(신장)병,0.0,대전,2019,Q61,0.0
신장내과,14,Q27,말초혈관계통의 기타 선천기형,,대전,2019,Q27,
신장내과,15,E78,지질단백질대사장애 및 기타 지질증,28.91304347826087,대전,2019,E78,0.8260869565217391
신장내과,16,J18,상세불명 병원체의 폐렴,17.348314606741575,대전,2019,J18,0.5421348314606742
신장내과,17,Z94,이식한 장기 및 조직의 상태,20.0,대전,2019,Z94,0.6666666666666666
신장내과,18,R82,요의 기타 이상소견,,대전,2019,R82,
신장내과,19,N28,달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애,22.0,대전,2019,N28,1.0
신장내과,20,N30,방광염,0.0,대전,2019,N30,0.0
심장내과,1,I10,본태성(일차성)고혈압,3788.6115702479337,대전,2019,I10,0.5743801652892562
심장내과,2,I20,협심증,3558.876712328767,대전,2019,I20,0.7031963470319634
심장내과,3,Z95,심장 및 혈관 삽입물 및 이식편의 존재,3576.666666666667,대전,2019,Z95,0.8055555555555556
심장내과,4,I48,심방세동 및 조동,1475.5593220338983,대전,2019,I48,0.6440677966101694
심장내과,5,R07,인후 및 흉곽의 동통,692.4375,대전,2019,R07,0.5625
심장내과,6,E78,지질단백질대사장애 및 기타 지질증,479.95652173913044,대전,2019,E78,0.8260869565217391
심장내과,7,I25,만성 허혈심장병,494.89655172413796,대전,2019,I25,0.896551724137931
심장내과,8,R06,호흡의 이상,269.4,대전,2019,R06,0.6
심장내과,9,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,,대전,2019,Z00,
심장내과,10,I50,심장기능상실(심부전),233.95121951219514,대전,2019,I50,0.5365853658536586
심장내과,11,R00,심장박동의 이상,354.0,대전,2019,R00,1.0
심장내과,12,I70,죽상경화증,252.7826086956522,대전,2019,I70,0.8260869565217391
심장내과,13,I73,기타 말초혈관질환,231.0,대전,2019,I73,1.0
심장내과,14,E11,인슐린-비의존 당뇨병,148.01067615658363,대전,2019,E11,0.7437722419928826
심장내과,15,I47,발작성 빠른맥,0.0,대전,2019,I47,0.0
심장내과,16,I49,기타 심장성 부정맥,121.33333333333333,대전,2019,I49,0.6666666666666666
심장내과,17,I71,대동맥류 및 박리,39.75,대전,2019,I71,0.25
심장내과,18,R55,실신 및 허탈,91.71428571428571,대전,2019,R55,0.8571428571428571
심장내과,19,R60,달리 분류되지 않은 부종,46.61538461538462,대전,2019,R60,0.46153846153846156
심장내과,20,I35,비류마티스성 대동맥판장애,63.33333333333333,대전,2019,I35,0.6666666666666666
안과,1,H04,눈물기관의 장애,2553.3170731707314,대전,2019,H04,0.8292682926829268
안과,2,H01,안검의 기타 염증,1838.75,대전,2019,H01,0.625
안과,3,H25,노인성 백내장,1486.25,대전,2019,H25,0.6590909090909091
안과,4,H40,녹내장,2246.0,대전,2019,H40,1.0
안과,5,H36,달리 분류된 질환에서의 망막장애,716.8000000000001,대전,2019,H36,0.8
안과,6,H35,기타 망막장애,0.0,대전,2019,H35,0.0
안과,7,H02,안검의 기타 장애,432.0,대전,2019,H02,0.75
안과,8,H26,기타 백내장,415.0,대전,2019,H26,1.0
안과,9,H16,각막염,341.0,대전,2019,H16,1.0
안과,10,H11,결막의 기타 장애,150.0,대전,2019,H11,0.5
안과,11,H34,망막혈관폐쇄,,대전,2019,H34,
안과,12,H52,굴절 및 조절의 장애,250.0,대전,2019,H52,1.0
안과,13,H43,초자체의 장애,,대전,2019,H43,
안과,14,H10,결막염,71.66666666666666,대전,2019,H10,0.3333333333333333
안과,15,H54,실명을 포함한 시력장애(양안의 또는 단안의),,대전,2019,H54,
안과,16,H17,각막 흉터 및 혼탁,,대전,2019,H17,
안과,17,H33,망막박리 및 망막이단(離斷),,대전,2019,H33,
안과,18,H00,맥립종 및 콩다래끼,24.0,대전,2019,H00,0.5
안과,19,H49,마비성 사시,33.75,대전,2019,H49,0.75
안과,20,Z96,기타 기능적 삽입물의 존재,31.625,대전,2019,Z96,0.71875
외과,1,E04,기타 비중독성 갑상선종,1013.0,대전,2019,E04,1.0
외과,2,C73,갑상선의 악성 신생물,215.20000000000002,대전,2019,C73,0.4
외과,3,L72,피부 및 피하조직의 모낭성 낭,400.0,대전,2019,L72,0.8
외과,4,K64,치핵 및 항문주위정맥혈전증,298.44444444444446,대전,2019,K64,0.6296296296296297
외과,5,I83,하지의 정맥류,175.28395061728395,대전,2019,I83,0.38271604938271603
외과,6,K40,서혜헤르니아,138.66666666666666,대전,2019,K40,0.5416666666666666
외과,7,L89,욕창성 및 압박부위 궤양,115.96000000000001,대전,2019,L89,0.52
외과,8,C16,위의 악성 신생물,107.82857142857142,대전,2019,C16,0.4857142857142857
외과,9,R22,피부 및 피하조직의 국한적 종창. 종괴 및 소괴,221.0,대전,2019,R22,1.0
외과,10,K80,담석증,96.88888888888889,대전,2019,K80,0.4444444444444444
외과,11,C18,결장의 악성 신생물,108.55072463768117,대전,2019,C18,0.5072463768115942
외과,12,S22,늑골. 흉골 및 흉추골의 골절,70.16867469879519,대전,2019,S22,0.3855421686746988
외과,13,I70,죽상경화증,146.2173913043478,대전,2019,I70,0.8260869565217391
외과,14,N18,만성 콩팥(신장)기능상실,120.71555555555557,대전,2019,N18,0.6977777777777778
외과,15,N64,유방의 기타 장애,,대전,2019,N64,
외과,16,C20,직장의 악성 신생물,69.16666666666667,대전,2019,C20,0.4166666666666667
외과,17,D17,양성 지방종성 신생물,82.5,대전,2019,D17,0.5
외과,18,E03,기타 갑상선기능저하증,142.22222222222223,대전,2019,E03,0.8888888888888888
외과,19,L60,손발톱장애,69.23076923076924,대전,2019,L60,0.46153846153846156
외과,20,R07,인후 및 흉곽의 동통,76.5,대전,2019,R07,0.5625
응급의학과,1,R52,달리 분류되지 않은 통증,931.6363636363636,대전,2019,R52,0.7272727272727273
응급의학과,2,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,193.2077922077922,대전,2019,A09,0.37662337662337664
응급의학과,3,M87,골괴사증,276.66666666666663,대전,2019,M87,0.6666666666666666
응급의학과,4,M54,배통,255.5,대전,2019,M54,0.8488372093023255
응급의학과,5,Z71,달리 분류되지 않은 기타 상담 및 의학적 권고를 위해 보건서비스와 접하고 있는 사람,,대전,2019,Z71,
응급의학과,6,R42,현기 및 어지러움,121.63333333333334,대전,2019,R42,0.6833333333333333
응급의학과,7,L50,두드러기,96.25,대전,2019,L50,0.625
응급의학과,8,K29,위염 및 십이지장염,100.09635416666666,대전,2019,K29,0.7526041666666666
응급의학과,9,J18,상세불명 병원체의 폐렴,68.30898876404495,대전,2019,J18,0.5421348314606742
응급의학과,10,R53,병감 및 피로,73.37931034482759,대전,2019,R53,0.6551724137931034
응급의학과,11,J06,다발성 및 상세불명 부위의 급성 상기도감염,54.5,대전,2019,J06,0.5
응급의학과,12,I63,뇌경색증,56.22099447513812,대전,2019,I63,0.5303867403314917
응급의학과,13,R51,두통,64.27272727272727,대전,2019,R51,0.6363636363636364
응급의학과,14,K59,기타 기능적 창자 장애,71.08843537414967,대전,2019,K59,0.7482993197278912
응급의학과,15,T14,상세불명의 신체부위의 손상,0.0,대전,2019,T14,0.0
응급의학과,16,S69,손목 및 손의 기타 및 상세불명의 손상,,대전,2019,S69,
응급의학과,17,H81,전정기능의 장애,71.75,대전,2019,H81,0.875
응급의학과,18,R50,원인 미상의 열,43.63636363636363,대전,2019,R50,0.5454545454545454
응급의학과,19,N31,달리 분류되지 않은 방광의 신경근육기능장애,54.0,대전,2019,N31,0.7714285714285715
응급의학과,20,S06,머리내 손상,34.44444444444444,대전,2019,S06,0.49206349206349204
이비인후과,1,J30,혈관운동성 및 앨러지성 비염,2739.6923076923076,대전,2019,J30,0.8076923076923077
이비인후과,2,H90,전음성 및 감각신경성 청력소실,924.8000000000001,대전,2019,H90,0.4
이비인후과,3,J37,만성후두염 및 후두기관염,1704.0,대전,2019,J37,1.0
이비인후과,4,H93,달리 분류되지 않은 귀의 기타 장애,,대전,2019,H93,
이비인후과,5,H60,외이염,,대전,2019,H60,
이비인후과,6,K14,혀의 질환,572.0,대전,2019,K14,1.0
이비인후과,7,J34,코 및 코옆굴의 기타 장애,373.9130434782609,대전,2019,J34,0.8695652173913043
이비인후과,8,J32,만성 부비동염,222.51923076923077,대전,2019,J32,0.5576923076923077
이비인후과,9,J02,급성 인두염,182.0,대전,2019,J02,0.5
이비인후과,10,J00,급성 코인두염[감기],163.42857142857142,대전,2019,J00,0.5714285714285714
이비인후과,11,R42,현기 및 어지러움,181.76666666666668,대전,2019,R42,0.6833333333333333
이비인후과,12,R04,호흡기도 출혈,121.1,대전,2019,R04,0.7
이비인후과,13,H65,비화농성 중이염,,대전,2019,H65,
이비인후과,14,H66,화농성 및 상세불명의 중이염,116.0,대전,2019,H66,0.8
이비인후과,15,H61,외이의 기타장애,114.0,대전,2019,H61,1.0
이비인후과,16,H81,전정기능의 장애,87.5,대전,2019,H81,0.875
이비인후과,17,J31,만성비염. 비인두염 및 인두염,92.0,대전,2019,J31,1.0
이비인후과,18,R06,호흡의 이상,51.0,대전,2019,R06,0.6
이비인후과,19,I88,비특정 림프절염,32.5,대전,2019,I88,0.5
이비인후과,20,J33,코폴립,64.0,대전,2019,J33,1.0
일반검진,1,K29,위염 및 십이지장염,1608.3151041666665,대전,2019,K29,0.7526041666666666
일반검진,2,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,,대전,2019,Z00,
