"부서명","순위","질병코드","상병명","실인원"
"신경외과","1","M48","기타 척추병증","30"
"신경외과","2","S32","요추 및 골반의 골절","6"
"신경외과","3","S22","늑골, 흉골 및 흉추의 골절","5"
"신경외과","4","S06","두개내손상","3"
"신경외과","5","M49","달리 분류된 질환에서의 척추병증","2"
"신경외과","5","M54","등통증","2"
"신경외과","5","M51","기타 추간판장애","2"
"신경외과","5","M99","달리 분류되지 않은 생체역학적 병변","2"
"신경외과","5","M47","척추증","2"
"신경외과","10","I61","뇌내출혈","1"
"신경외과","10","I60","거미막하출혈","1"
"신경외과","10","S14","목부위의 신경 및 척수의 손상","1"
"신경외과","10","M43","기타 변형성 등병증","1"
"신경외과","10","I62","기타 비외상성 두개내출혈","1"
"신경외과","10","S33","요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","1"
"신경외과","10","M96","달리 분류되지 않은 처치후 근골격장애","1"
"신장내과","1","Z49","투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람","60"
"신장내과","2","N18","만성 신장병","28"
"신장내과","3","E11","2형 당뇨병","11"
"신장내과","4","N17","급성 신부전","9"
"신장내과","5","E87","수분, 전해질 및 산-염기균형의 기타 장애","5"
"신장내과","6","U07","U07의 응급사용","4"
"신장내과","7","R60","달리 분류되지 않은 부종","3"
"신장내과","8","R31","상세불명의 혈뇨","1"
"신장내과","8","N39","비뇨계통의 기타 장애","1"
"신장내과","8","N05","상세불명의 신염증후군","1"
"신장내과","8","I10","본태성(원발성) 고혈압","1"
"신장내과","8","J18","상세불명 병원체의 폐렴","1"
"신장내과","8","N10","급성 세뇨관-간질신장염","1"
"신장내과","8","A41","기타 패혈증","1"
"신장내과","8","N30","방광염","1"
"신장내과","8","C22","간 및 간내 담관의 악성 신생물","1"
"신장내과","8","R42","어지럼증 및 어지럼","1"
"신장내과","8","I31","심장막의 기타 질환","1"
"신장내과","8","N28","달리 분류되지 않은 신장 및 요관의 기타 장애","1"
"신장내과","8","E26","고알도스테론증","1"
"신장내과","8","U09","코로나-19 이후 병태","1"
"안과","1","H25","노년백내장","47"
"외과","1","K81","담낭염","68"
"외과","2","K40","사타구니탈장","65"
"외과","3","K80","담석증","57"
"외과","4","K35","급성 충수염","48"
"외과","5","K64","치핵 및 항문주위정맥혈전증","39"
"외과","6","C16","위의 악성 신생물","37"
"외과","7","I83","하지의 정맥류","33"
"외과","8","S22","늑골, 흉골 및 흉추의 골절","27"
"외과","9","C18","결장의 악성 신생물","19"
"외과","10","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","18"
"외과","11","C20","직장의 악성 신생물","17"
"외과","11","K56","탈장이 없는 마비성 장폐색증 및 장폐색","17"
"외과","13","L03","연조직염","16"
"외과","14","K55","장의 혈관장애","12"
"외과","14","K43","복벽탈장","12"
"외과","14","D13","기타 및 부위불명의 소화계통의 양성 신생물","12"
"외과","17","K57","장의 게실병","11"
"외과","17","L89","욕창궤양 및 압박부위","11"
"외과","19","C25","췌장의 악성 신생물","10"
"외과","20","J93","기흉","9"
"외과","20","R10","복부 및 골반 통증","9"
"응급의학과","1","R42","어지럼증 및 어지럼","22"
"응급의학과","2","C34","기관지 및 폐의 악성 신생물","14"
"응급의학과","3","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","13"
"응급의학과","4","R53","병감 및 피로","11"
"응급의학과","5","M48","기타 척추병증","10"
"응급의학과","6","C22","간 및 간내 담관의 악성 신생물","8"
"응급의학과","7","R51","두통","5"
"응급의학과","7","C61","전립선의 악성 신생물","5"
"응급의학과","9","R10","복부 및 골반 통증","4"
"응급의학과","9","C23","담낭의 악성 신생물","4"
"응급의학과","9","C16","위의 악성 신생물","4"
"응급의학과","12","C15","식도의 악성 신생물","3"
"응급의학과","12","S22","늑골, 흉골 및 흉추의 골절","3"
"응급의학과","12","T00","여러 신체부위를 침범한 표재성 손상","3"
"응급의학과","12","C53","자궁경부의 악성 신생물","3"
"응급의학과","12","S06","두개내손상","3"
"응급의학과","12","C25","췌장의 악성 신생물","3"
"응급의학과","12","C71","뇌의 악성 신생물","3"
"응급의학과","12","R06","호흡의 이상","3"
"응급의학과","12","J18","상세불명 병원체의 폐렴","3"
"이비인후과","1","H91","기타 청력소실","2"
"이비인후과","2","J32","만성 부비동염","1"
"이비인후과","2","J01","급성 부비동염","1"
"이비인후과","2","S02","두개골 및 안면골의 골절","1"
"재활의학과","1","I63","뇌경색증","102"
"재활의학과","2","M48","기타 척추병증","96"
"재활의학과","3","G81","편마비","36"
"재활의학과","4","M51","기타 추간판장애","28"
"재활의학과","5","M17","무릎관절증","22"
"재활의학과","6","M75","어깨병변","20"
"재활의학과","7","I61","뇌내출혈","19"
"재활의학과","8","G20","파킨슨병","17"
"재활의학과","9","I62","기타 비외상성 두개내출혈","16"
"재활의학과","10","S72","대퇴골의 골절","15"
"재활의학과","11","G95","척수의 기타 질환","13"
"재활의학과","12","S06","두개내손상","12"
"재활의학과","13","I60","거미막하출혈","10"
"재활의학과","14","M19","기타 관절증","9"
"재활의학과","14","G82","하반신마비 및 사지마비","9"
"재활의학과","16","G62","기타 다발신경병증","8"
"재활의학과","16","M13","기타 관절염","8"
"재활의학과","16","M54","등통증","8"
"재활의학과","19","M96","달리 분류되지 않은 처치후 근골격장애","7"
"재활의학과","19","G54","신경근 및 신경총 장애","7"
"재활의학과","19","S14","목부위의 신경 및 척수의 손상","7"
"정형외과","1","M48","기타 척추병증","301"
"정형외과","2","M17","무릎관절증","98"
"정형외과","3","M75","어깨병변","37"
"정형외과","4","S52","아래팔의 골절","29"
"정형외과","5","S72","대퇴골의 골절","25"
"정형외과","6","S82","발목을 포함한 아래다리의 골절","22"
"정형외과","6","I70","죽상경화증","22"
"정형외과","8","S42","어깨 및 위팔의 골절","14"
"정형외과","9","T84","내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증","9"
"정형외과","9","S32","요추 및 골반의 골절","9"
"정형외과","9","E10","1형 당뇨병","9"
"정형외과","12","S62","손목 및 손부위의 골절","8"
"정형외과","13","S92","발목을 제외한 발의 골절","7"
"정형외과","13","L03","연조직염","7"
"정형외과","13","M51","기타 추간판장애","7"
"정형외과","16","D21","결합조직 및 기타 연조직의 기타 양성 신생물","6"
"정형외과","16","M23","무릎의 내부장애","6"
"정형외과","16","T14","상세불명의 신체부위의 손상","6"
"정형외과","19","M54","등통증","5"
"정형외과","19","I73","기타 말초혈관질환","5"
"정형외과","19","M13","기타 관절염","5"
"정형외과","19","M65","윤활막염 및 힘줄윤활막염","5"
"혈액종양내과","1","C18","결장의 악성 신생물","59"
"혈액종양내과","2","D75","혈액 및 조혈기관의 기타 질환","53"
"혈액종양내과","3","C16","위의 악성 신생물","22"
"혈액종양내과","4","C25","췌장의 악성 신생물","20"
"혈액종양내과","5","C20","직장의 악성 신생물","15"
"혈액종양내과","6","C61","전립선의 악성 신생물","13"
"혈액종양내과","7","C67","방광의 악성 신생물","11"
"혈액종양내과","8","C22","간 및 간내 담관의 악성 신생물","10"
"혈액종양내과","9","D47","림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물","6"
"혈액종양내과","10","C64","신우를 제외한 신장의 악성 신생물","3"
"혈액종양내과","10","C85","기타 및 상세불명 유형의 비호지킨림프종","3"
"혈액종양내과","12","C13","하인두의 악성 신생물","2"
"혈액종양내과","12","C24","담도의 기타 및 상세불명 부분의 악성 신생물","2"
"혈액종양내과","14","R74","이상혈청효소수치","1"
"혈액종양내과","14","C17","소장의 악성 신생물","1"
"혈액종양내과","14","C83","비소포성 림프종","1"
"혈액종양내과","14","D37","구강 및 소화기관의 행동양식 불명 또는 미상의 신생물","1"
"혈액종양내과","14","U07","U07의 응급사용","1"
"혈액종양내과","14","C95","상세불명 세포형의 백혈병","1"
"혈액종양내과","14","K29","위염 및 십이지장염","1"
"호흡기내과","1","U07","U07의 응급사용","120"
"호흡기내과","2","J44","기타 만성 폐쇄성 폐질환","42"
"호흡기내과","3","J18","상세불명 병원체의 폐렴","32"
"호흡기내과","4","J69","고체 및 액체에 의한 폐렴","27"
"호흡기내과","5","C34","기관지 및 폐의 악성 신생물","25"
"호흡기내과","6","J84","기타 간질성 폐질환","10"
"호흡기내과","7","J15","달리 분류되지 않은 세균성 폐렴","9"
"호흡기내과","8","A16","세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵","4"
"호흡기내과","8","A31","기타 형태의 마이코박테리아에 의한 감염","4"
"호흡기내과","10","A15","세균학적 및 조직학적으로 확인된 호흡기결핵","3"
"호흡기내과","10","J45","천식","3"
"호흡기내과","12","A41","기타 패혈증","2"
"호흡기내과","12","J85","폐 및 종격의 농양","2"
"호흡기내과","14","L89","욕창궤양 및 압박부위","1"
"호흡기내과","14","N18","만성 신장병","1"
"호흡기내과","14","J47","기관지확장증","1"
"호흡기내과","14","J21","급성 세기관지염","1"
"호흡기내과","14","J09","확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자","1"
"호흡기내과","14","J20","급성 기관지염","1"
"호흡기내과","14","D64","기타 빈혈","1"
"호흡기내과","14","J96","달리 분류되지 않은 호흡부전","1"
"호흡기내과","14","J90","달리 분류되지 않은 흉막삼출액","1"
"호흡기내과","14","J86","농흉","1"
"호흡기내과","14","U09","코로나-19 이후 병태","1"
