"부서명","순위","질병코드","상병명","실인원"
"순환기내과","3","R07","목구멍 및 가슴의 통증","134"
"순환기내과","4","I48","심방세동 및 조동","133"
"순환기내과","5","I50","심부전","49"
"순환기내과","6","I77","동맥 및 세동맥의 기타 장애","48"
"순환기내과","7","I70","죽상경화증","40"
"순환기내과","8","J18","상세불명 병원체의 폐렴","37"
"순환기내과","9","E11","2형 당뇨병","33"
"순환기내과","10","I25","만성 허혈심장병","27"
"순환기내과","11","I21","급성 심근경색증","24"
"순환기내과","12","I49","기타 심장부정맥","21"
"순환기내과","13","J44","기타 만성 폐쇄성 폐질환","19"
"순환기내과","14","I10","본태성(원발성) 고혈압","18"
"순환기내과","14","J69","고체 및 액체에 의한 폐렴","18"
"순환기내과","16","J90","달리 분류되지 않은 흉막삼출액","17"
"순환기내과","17","I35","비류마티스성 대동맥판장애","12"
"순환기내과","18","I44","방실차단 및 좌각차단","11"
"순환기내과","19","I71","대동맥동맥류 및 박리","9"
"순환기내과","20","I47","발작성 빈맥","8"
"순환기내과","20","I26","폐색전증","8"
"순환기내과","20","E87","수분, 전해질 및 산-염기균형의 기타 장애","8"
"신경과","1","U07","U07의 응급사용","116"
"신경과","2","I63","뇌경색증","25"
"신경과","3","R42","어지럼증 및 어지럼","1"
"신경과","3","R56","달리 분류되지 않은 경련","1"
"신경과","3","G81","편마비","1"
"신경과","3","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착","1"
"신경과","3","G41","뇌전증지속상태","1"
"신경과","3","I69","뇌혈관질환의 후유증","1"
"신경과","3","G22","달리 분류된 질환에서의 파킨슨증","1"
"신경외과","1","M48","기타 척추병증","182"
"신경외과","2","M51","기타 추간판장애","104"
"신경외과","3","S32","요추 및 골반의 골절","69"
"신경외과","4","M96","달리 분류되지 않은 처치후 근골격장애","26"
"신경외과","5","M43","기타 변형성 등병증","23"
"신경외과","6","S22","늑골, 흉골 및 흉추의 골절","19"
"신경외과","7","M54","등통증","16"
"신경외과","8","S06","두개내손상","13"
"신경외과","9","I61","뇌내출혈","8"
"신경외과","10","M46","기타 염증성 척추병증","7"
"신경외과","11","Z54","회복기","6"
"신경외과","12","M50","경추간판장애","5"
"신경외과","13","I62","기타 비외상성 두개내출혈","4"
"신경외과","13","M80","병적 골절을 동반한 골다공증","4"
"신경외과","15","S13","목부위의 관절 및 인대의 탈구, 염좌 및 긴장","3"
"신경외과","16","Z50","재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람","2"
"신경외과","16","R51","두통","2"
"신경외과","16","I63","뇌경색증","2"
"신경외과","16","G82","하반신마비 및 사지마비","2"
"신경외과","16","T81","달리 분류되지 않은 처치의 합병증","2"
"신경외과","16","S33","요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","2"
"신경외과","16","M47","척추증","2"
"신경외과","16","Z48","기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람","2"
"신장내과","1","U07","U07의 응급사용","149"
"신장내과","2","N18","만성 신장병","81"
"신장내과","3","E11","2형 당뇨병","34"
"신장내과","4","J18","상세불명 병원체의 폐렴","25"
"신장내과","5","N17","급성 신부전","12"
"신장내과","5","N39","비뇨계통의 기타 장애","12"
"신장내과","7","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","10"
"신장내과","8","J69","고체 및 액체에 의한 폐렴","6"
"신장내과","8","J15","달리 분류되지 않은 세균성 폐렴","6"
"신장내과","8","C34","기관지 및 폐의 악성 신생물","6"
"신장내과","11","E87","수분, 전해질 및 산-염기균형의 기타 장애","5"
"신장내과","12","N10","급성 세뇨관-간질신장염","4"
"신장내과","12","J12","달리 분류되지 않은 바이러스폐렴","4"
"신장내과","14","R50","기타 및 원인미상의 열","3"
"신장내과","15","R65","전신염증반응증후군","2"
"신장내과","15","R53","병감 및 피로","2"
"신장내과","15","K92","소화계통의 기타 질환","2"
"신장내과","15","K25","위궤양","2"
"신장내과","15","C22","간 및 간내 담관의 악성 신생물","2"
"신장내과","15","E14","상세불명의 당뇨병","2"
"안과","1","H25","노년백내장","481"
"안과","2","H35","기타 망막장애","45"
"안과","3","H02","눈꺼풀의 기타 장애","32"
"안과","3","H40","녹내장","32"
"안과","5","H26","기타 백내장","12"
"안과","6","H27","수정체의 기타 장애","5"
"안과","7","H04","눈물계통의 장애","4"
"안과","8","H43","유리체의 장애","3"
"안과","8","H11","결막의 기타 장애","3"
"안과","10","E11","2형 당뇨병","2"
"안과","11","T85","기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증","1"
"안과","11","H53","시각장애","1"
"안과","11","H34","망막혈관폐쇄","1"
"외과","1","K40","사타구니탈장","58"
"외과","2","K80","담석증","55"
"외과","3","S22","늑골, 흉골 및 흉추의 골절","18"
"외과","3","I83","하지의 정맥류","18"
"외과","5","K35","급성 충수염","17"
"외과","6","K56","탈장이 없는 마비성 장폐색증 및 장폐색","8"
"외과","7","K64","치핵 및 항문주위정맥혈전증","5"
"외과","7","K81","담낭염","5"
"외과","9","L03","연조직염","4"
"외과","9","K62","항문 및 직장의 기타 질환","4"
"외과","11","K82","담낭의 기타 질환","3"
"외과","11","C16","위의 악성 신생물","3"
"외과","11","K60","항문 및 직장부의 열창 및 누공","3"
"외과","11","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","3"
"외과","15","M72","섬유모세포장애","2"
"외과","15","L89","욕창궤양 및 압박부위","2"
"외과","15","D13","기타 및 부위불명의 소화계통의 양성 신생물","2"
"외과","15","T24","발목 및 발을 제외한 엉덩이 및 다리의 화상 및 부식","2"
"외과","19","K21","위-식도역류병","1"
"외과","19","C23","담낭의 악성 신생물","1"
"외과","19","N49","달리 분류되지 않은 남성생식기관의 염증성 장애","1"
"외과","19","B02","대상포진","1"
"외과","19","E11","2형 당뇨병","1"
"외과","19","K65","복막염","1"
"외과","19","R22","피부 및 피하조직의 국소적 부기, 종괴 및 덩이","1"
"외과","19","R53","병감 및 피로","1"
"외과","19","I71","대동맥동맥류 및 박리","1"
"외과","19","A41","기타 패혈증","1"
"외과","19","L02","피부의 농양, 종기 및 큰종기","1"
"외과","19","K83","담도의 기타 질환","1"
"외과","19","T21","몸통의 화상 및 부식","1"
"외과","19","S30","복부, 아래등 및 골반의 표재성 손상","1"
"외과","19","K57","장의 게실병","1"
"외과","19","K31","위 및 십이지장의 기타 질환","1"
"외과","19","R10","복부 및 골반 통증","1"
"외과","19","D17","양성 지방종성 신생물","1"
"외과","19","K43","복벽탈장","1"
"외과","19","K38","충수의 기타 질환","1"
"외과","19","J18","상세불명 병원체의 폐렴","1"
"이비인후과","1","H90","전음성 및 감각신경성 청력소실","1"
"재활의학과","1","M51","기타 추간판장애","147"
"재활의학과","2","Z50","재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람","70"
"재활의학과","3","M48","기타 척추병증","27"
"재활의학과","4","G62","기타 다발신경병증","19"
"재활의학과","5","M50","경추간판장애","17"
"재활의학과","6","M96","달리 분류되지 않은 처치후 근골격장애","15"
"재활의학과","7","M75","어깨병변","7"
"재활의학과","8","G95","척수의 기타 질환","6"
"재활의학과","9","M19","기타 관절증","5"
"재활의학과","9","G61","염증성 다발신경병증","5"
"재활의학과","11","G20","파킨슨병","4"
"재활의학과","11","G21","이차성 파킨슨증","4"
"재활의학과","11","I63","뇌경색증","4"
"재활의학과","14","G60","유전성 및 특발성 신경병증","3"
"재활의학과","15","G81","편마비","2"
"재활의학과","15","M47","척추증","2"
"재활의학과","15","R13","삼킴곤란","2"
"재활의학과","15","S32","요추 및 골반의 골절","2"
"재활의학과","19","T84","내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증","1"
"재활의학과","19","E14","상세불명의 당뇨병","1"
"재활의학과","19","N20","신장 및 요관의 결석","1"
"재활의학과","19","G24","근긴장이상","1"
"재활의학과","19","G83","기타 마비증후군","1"
"재활의학과","19","M05","혈청검사양성 류마티스관절염","1"
"재활의학과","19","M25","달리 분류되지 않은 기타 관절장애","1"
"재활의학과","19","M23","무릎의 내부장애","1"
"재활의학과","19","I67","기타 뇌혈관질환","1"
"정형외과","1","M17","무릎관절증","134"
"정형외과","2","M75","어깨병변","87"
"정형외과","3","Z47","기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람","37"
"정형외과","4","S72","대퇴골의 골절","33"
"정형외과","5","M20","손가락 및 발가락의 후천변형","27"
"정형외과","6","M48","기타 척추병증","22"
"정형외과","6","S82","발목을 포함한 아래다리의 골절","22"
"정형외과","8","L03","연조직염","20"
"정형외과","9","S52","아래팔의 골절","19"
"정형외과","10","S32","요추 및 골반의 골절","17"
"정형외과","11","M23","무릎의 내부장애","16"
"정형외과","12","S42","어깨 및 위팔의 골절","14"
"정형외과","13","S92","발목을 제외한 발의 골절","13"
"정형외과","14","S83","무릎의 관절 및 인대의 탈구, 염좌 및 긴장","10"
"정형외과","15","M19","기타 관절증","9"
"정형외과","15","M86","골수염","9"
"정형외과","15","G56","팔의 단일신경병증","9"
"정형외과","18","T84","내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증","7"
"정형외과","18","M87","골괴사","7"
"정형외과","18","M00","화농성 관절염","7"
"정형외과","18","Z54","회복기","7"
"피부과","1","B02","대상포진","1"
