"진료과","순위","상명코드","상병명","건수"
"일반검진","1","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","1256"
"일반검진","2","K29","위염 및 십이지장염","163"
"일반검진","3","K21","위-식도역류병","25"
"일반검진","4","K26","십이지장궤양","7"
"일반검진","5","K25","위궤양","5"
"일반검진","6","K31","위 및 십이지장의 기타 질환","3"
"일반검진","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2"
"일반검진","8","R10","복부 및 골반통증","2"
"일반검진","9","K27","상세불명 부위의 소화성 궤양","2"
"일반검진","10","Z03","의심되는 질병 및 병태를 의학적 관찰 및 평가","2"
"재활의학과","1","M51","기타 추간판장애","4849"
"재활의학과","2","M48","기타 척추병증","3373"
"재활의학과","3","G62","기타 다발신경병증","1907"
"재활의학과","4","M50","목뼈원판 장애","1474"
"재활의학과","5","M54","배통","1057"
"재활의학과","6","G81","편마비","1055"
"재활의학과","7","M47","척추증","801"
"재활의학과","8","M75","어깨병변","719"
"재활의학과","9","G60","유전성 및 특발성 신경병증","686"
"재활의학과","10","M79","달리 분류되지 않은 기타 연조직장애","655"
"재활의학과","11","G82","하반신마비 및 사지마비","585"
"재활의학과","12","I63","뇌경색증","506"
"재활의학과","13","T97","출처가 주로 비의약품인 물질의 독성효과의 후유증","325"
"재활의학과","14","M24","기타 특정 관절장애","306"
"재활의학과","15","M72","섬유모세포장애","252"
"재활의학과","16","G64","말초신경계통의 기타 장애","238"
"재활의학과","17","R26","보행과 이동의 이상","230"
"재활의학과","18","G56","팔의 단일신경병증","220"
"재활의학과","19","G20","파킨슨병","193"
"재활의학과","20","M17","윤충증","180"
"정신건강의학과","1","F32","우울증 에피소드","3681"
"정신건강의학과","2","G47","수면장애","1954"
"정신건강의학과","3","F41","기타 불안장애","1217"
"정신건강의학과","4","F00","알츠하이머병에서의 치매(G30.-+)","1033"
"정신건강의학과","5","F51","비기질적 수면 장애","880"
"정신건강의학과","6","R41","인지기능 및 자각에 관한 기타 증상 및 징후","290"
"정신건강의학과","7","F03","상세불명의 치매","286"
"정신건강의학과","8","F43","심한 스트레스에 대한 반응 및 적응장애","282"
"정신건강의학과","9","F10","알콜사용에 의한 정신및 행동장애","237"
"정신건강의학과","10","F31","양극성 정동장애","235"
"정신건강의학과","11","F20","조현병","233"
"정신건강의학과","12","F45","신체형장애","175"
"정신건강의학과","13","F40","공포성 불안장애","98"
"정신건강의학과","14","F07","뇌질환. 뇌손상 및 기능이상에 의한 인격 및 행동 장애","94"
"정신건강의학과","15","F05","알콜 및 기타 정신활성물질에 의하여 유발된 것이 아닌 섬망","92"
"정신건강의학과","16","F34","지속성 기분[정동]장애","70"
"정신건강의학과","17","F29","상세불명의 비기질적 정신병","68"
"정신건강의학과","18","F22","지속성 망상장애","66"
"정신건강의학과","19","F06","뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애","50"
"정신건강의학과","20","F60","특정 인격장애","30"
"정형외과","1","M17","윤충증","5650"
"정형외과","2","M13","추 락","4825"
"정형외과","3","M75","어깨병변","4099"
"정형외과","4","M10","활막 및 건 장애","1044"
"정형외과","5","M81","병적골절이 없는 골다공증","945"
"정형외과","6","M48","기타 척추병증","797"
"정형외과","7","S43","팔이음뼈의 관절 및 인대의 탈구, 염좌 및 긴장","540"
"정형외과","8","S83","무릎의 관절 및 인대의 탈구. 염좌 및 긴장","507"
"정형외과","9","M65","활막염 및 건초염","457"
"정형외과","10","S72","대퇴골의 골절","440"
"정형외과","11","S82","발목을 포함한 아래다리의 골절","405"
"정형외과","12","M20","외인의 기타 및 상세불명의 영향","391"
"정형외과","13","M19","연기, 불 및 화염에 노출","386"
"정형외과","14","R52","달리 분류되지 않은 통증","370"
"정형외과","15","M25","달리 분류되지 않은 기타 관절장애","367"
"정형외과","16","S52","아래팔의 골절","364"
"정형외과","17","M77","기타 골부착부병증","340"
"정형외과","18","S92","발목을 제외한 발의 골절","323"
"정형외과","19","G56","팔의 단일신경병증","317"
"정형외과","20","L03","혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애","301"
"종합검진","1","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","4"
"종합검진","2","C22","간 및 간내담관의 악성 신생물","2"
"종합검진","3","K29","위염 및 십이지장염","1"
"치과","1","K08","치아 및 지지구조의 기타 장애","7905"
"치과","2","K05","치은염(잇몸염)및 치주 질환","6626"
"치과","3","K04","치수 및 치근단주위조직의 질환","3535"
"치과","4","K02","치아우식증","3005"
"치과","5","K03","치아경조직의 기타 질환","1053"
"치과","6","S02","머리뼈 및 얼굴뼈의 골절","554"
"치과","7","K07","치아얼굴이상[부정교합포함]","263"
"치과","8","K12","입안염 및 관련 병터","53"
"치과","9","K06","치은(잇몸) 및 무치성 치조융선(이틀융기)의 기타 장애","35"
"치과","10","K01","매몰치 및 매복치","21"
"치과","11","A04","기타 세균성 창자 감염","10"
"치과","12","Z97","기타 장치의 존재","9"
"치과","13","K10","턱의 기타 질환","5"
"치과","14","G50","삼차신경의 장애","4"
"치과","15","S09","머리의 기타 및 상세불명의 손상","2"
"치과","16","S03","머리의 관절 및 인대의 탈구. 염좌 및 긴장","2"
"치과","17","K29","위염 및 십이지장염","2"
"치과","18","Q38","혀. 입 및 인두의 기타 선천성 기형","2"
"치과","19","F45","신체형장애","2"
"치과","20","R44","일반적 감각 및 지각에 관한 기타 증상 및 징후","1"
"피부과","1","B35","피부사상균증","4743"
"피부과","2","L29","소양증","3620"
"피부과","3","L21","지루피부염","1852"
"피부과","4","L23","앨러지성 접촉피부염","1644"
"피부과","5","L24","자극성 접촉피부염","1403"
"피부과","6","B02","대상포진","1147"
"피부과","7","L85","기타 표피의 비후","446"
"피부과","8","L40","건선","422"
"피부과","9","L84","티눈 및 굳은살","380"
"피부과","10","L28","만성 단순태선 및 양진","364"
"피부과","11","L30","기타 피부염","360"
"피부과","12","D21","결합조직 및 기타 연조직의 기타 양성 신생물","318"
"피부과","13","L50","두드러기","294"
"피부과","14","B00","헤르페스바이러스[단순헤르페스] 감염","276"
"피부과","15","L80","백반증","230"
"피부과","16","G53","달리 분류된 질환에서의 뇌신경장애","215"
"피부과","17","L27","내부로 섭취된 물질에 의한 피부염","213"
"피부과","18","L03","혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애","205"
"피부과","19","L63","원형 탈모증","150"
"피부과","20","T97","출처가 주로 비의약품인 물질의 독성효과의 후유증","138"
"핵의학과","1","E03","기타 갑상선기능저하증","2347"
"핵의학과","2","E04","기타 비중독성 갑상선종","1274"
"핵의학과","3","E06","갑상선염","281"
"핵의학과","4","E89","달리 분류되지 않은 처치후의 내분비및 대사장애","240"
"핵의학과","5","E05","갑상선독증[갑상선기능항진증]","149"
"핵의학과","6","C73","갑상선의 악성 신생물","41"
"핵의학과","7","R53","병감 및 피로","28"
"핵의학과","8","E07","갑상선의 기타 장애","20"
"핵의학과","9","E78","지질단백질대사장애 및 기타 지질증","20"
"핵의학과","10","R94","기능검사의 이상결과","9"
"핵의학과","11","E83","무기질대사장애","8"
"핵의학과","12","D44","내분비선의 행동양식 불명 또는 미상의 신생물","8"
"핵의학과","13","E14","상세불명의 당뇨병","7"
"핵의학과","14","E23","뇌하수체의 기능저하증 및 기타 장애","6"
"핵의학과","15","M81","병적골절이 없는 골다공증","6"
"핵의학과","16","K29","위염 및 십이지장염","6"
"핵의학과","17","E66","비만","5"
"핵의학과","18","R59","림프절비대","4"
"핵의학과","19","D35","기타 및 상세불명의 내분비선의 양성 신생물","4"
"핵의학과","20","E20","부갑상선기능저하증","4"
