부서명,순위,질병코드,상병명,실인원
내분비내과,2,D35,기타 및 상세불명의 내분비선의 양성 신생물,18
내분비내과,3,E14,상세불명의 당뇨병,3
내분비내과,4,E27,부신의 기타 장애,2
내분비내과,4,E23,뇌하수체의 기능저하 및 기타 장애,2
내분비내과,6,E05,갑상선독증[갑상선기능항진증],1
내분비내과,6,C18,결장의 악성 신생물,1
내분비내과,6,I79,"달리 분류된 질환에서의 동맥, 세동맥 및 모세혈관의 장애",1
내분비내과,6,E04,기타 비독성 고이터,1
내분비내과,6,E03,기타 갑상선기능저하증,1
내분비내과,6,I10,본태성(원발성) 고혈압,1
내분비내과,6,C67,방광의 악성 신생물,1
비뇨의학과,1,N40,전립선증식증,707
비뇨의학과,2,C61,전립선의 악성 신생물,207
비뇨의학과,3,C67,방광의 악성 신생물,123
비뇨의학과,4,N20,신장 및 요관의 결석,49
비뇨의학과,5,N39,비뇨계통의 기타 장애,27
비뇨의학과,6,N45,고환염 및 부고환염,14
비뇨의학과,6,N41,전립선의 염증성 질환,14
비뇨의학과,8,N30,방광염,11
비뇨의학과,9,N21,하부요로의 결석,10
비뇨의학과,10,N31,달리 분류되지 않은 방광의 신경근육기능장애,7
비뇨의학과,10,N32,방광의 기타 장애,7
비뇨의학과,10,D09,기타 및 상세불명 부위의 제자리암종,7
비뇨의학과,10,C64,신우를 제외한 신장의 악성 신생물,7
비뇨의학과,14,N43,음낭수종 및 정액류,6
비뇨의학과,14,N10,급성 세뇨관-간질신장염,6
비뇨의학과,16,N35,요도협착,5
비뇨의학과,16,R31,상세불명의 혈뇨,5
비뇨의학과,16,I86,기타 부위의 정맥류,5
비뇨의학과,19,C66,요관의 악성 신생물,3
비뇨의학과,19,N17,급성 신부전,3
비뇨의학과,19,N28,달리 분류되지 않은 신장 및 요관의 기타 장애,3
소아청소년과,1,E34,기타 내분비장애,43
소아청소년과,2,E23,뇌하수체의 기능저하 및 기타 장애,40
소아청소년과,3,E30,달리 분류되지 않은 사춘기의 장애,14
소아청소년과,4,R51,두통,2
소아청소년과,4,J03,급성 편도염,2
소아청소년과,6,N10,급성 세뇨관-간질신장염,1
소아청소년과,6,J98,기타 호흡장애,1
소아청소년과,6,N39,비뇨계통의 기타 장애,1
소아청소년과,6,J11,바이러스가 확인되지 않은 인플루엔자,1
소아청소년과,6,K56,탈장이 없는 마비성 장폐색증 및 장폐색,1
소아청소년과,6,K52,기타 비감염성 위장염 및 결장염,1
소화기내과,1,C22,간 및 간내 담관의 악성 신생물,59
소화기내과,2,K80,담석증,56
소화기내과,3,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,49
소화기내과,4,K59,기타 기능성 장장애,38
소화기내과,5,K74,간의 섬유증 및 경변증,35
소화기내과,6,K21,위-식도역류병,24
소화기내과,7,K29,위염 및 십이지장염,23
소화기내과,8,K30,기능성 소화불량,21
소화기내과,9,R10,복부 및 골반 통증,14
소화기내과,9,D13,기타 및 부위불명의 소화계통의 양성 신생물,14
소화기내과,9,D12,"결장, 직장, 항문 및 항문관의 양성 신생물 ",14
소화기내과,12,K92,소화계통의 기타 질환,13
소화기내과,12,C25,췌장의 악성 신생물,13
소화기내과,14,K75,기타 염증성 간질환,12
소화기내과,14,A04,기타 세균성 장감염,12
소화기내과,14,C16,위의 악성 신생물,12
소화기내과,17,K25,위궤양,11
소화기내과,17,K70,알코올성 간질환,11
소화기내과,19,D50,철결핍빈혈,10
소화기내과,20,K86,췌장의 기타 질환,9
소화기내과,20,I98,달리 분류된 질환에서의 순환계통의 기타 장애,9
순환기내과,1,I20,협심증,734
순환기내과,2,I10,본태성(원발성) 고혈압,114
순환기내과,3,I48,심방세동 및 조동,104
순환기내과,4,I50,심부전,67
순환기내과,5,J18,상세불명 병원체의 폐렴,43
순환기내과,6,I25,만성 허혈심장병,33
순환기내과,7,I21,급성 심근경색증,32
순환기내과,8,I77,동맥 및 세동맥의 기타 장애,29
순환기내과,9,R07,목구멍 및 가슴의 통증,26
순환기내과,10,I70,죽상경화증,20
순환기내과,11,R06,호흡의 이상,17
순환기내과,12,I71,대동맥동맥류 및 박리,15
순환기내과,13,I44,방실차단 및 좌각차단,14
순환기내과,13,E11,2형 당뇨병,14
순환기내과,15,I35,비류마티스성 대동맥판장애,12
순환기내과,16,J15,달리 분류되지 않은 세균성 폐렴,11
순환기내과,16,I73,기타 말초혈관질환,11
순환기내과,16,R55,실신 및 허탈,11
순환기내과,16,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,11
순환기내과,20,Z95,심장 및 혈관 삽입물 및 이식편의 존재,10
순환기내과,20,U07,U07의 응급사용,10
신경과,1,I63,뇌경색증,127
신경과,2,R42,어지럼증 및 어지럼,102
신경과,3,H81,전정기능의 장애,43
신경과,4,G20,파킨슨병,25
신경과,5,R55,실신 및 허탈,22
신경과,6,F00,알츠하이머병에서의 치매(G30.-+),21
신경과,7,R51,두통,19
신경과,8,G44,기타 두통증후군,13
신경과,9,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,12
신경과,10,G45,일과성 뇌허혈발작 및 관련 증후군,11
신경과,10,I67,기타 뇌혈관질환,11
신경과,10,F03,상세불명의 치매,11
신경과,10,R41,인지기능 및 자각에 관련된 기타 증상 및 징후,11
신경과,14,E11,2형 당뇨병,9
신경과,15,G51,안면신경장애,8
신경과,15,U07,U07의 응급사용,8
신경과,15,G21,이차성 파킨슨증,8
신경과,18,J18,상세불명 병원체의 폐렴,7
신경과,19,G40,뇌전증,6
신경과,19,R56,달리 분류되지 않은 경련,6
신경과,19,S06,두개내손상,6
신경과,19,R25,이상불수의운동,6
신경외과,1,M48,기타 척추병증,165
신경외과,2,M51,기타 추간판장애,60
신경외과,3,S32,요추 및 골반의 골절,41
신경외과,4,S22,"늑골, 흉골 및 흉추의 골절",39
신경외과,5,S06,두개내손상,20
신경외과,6,M54,등통증,12
신경외과,7,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",6
신경외과,7,M50,경추간판장애,6
신경외과,9,I61,뇌내출혈,5
신경외과,9,M47,척추증,5
신경외과,9,M96,달리 분류되지 않은 처치후 근골격장애,5
신경외과,12,T14,상세불명의 신체부위의 손상,4
신경외과,13,I62,기타 비외상성 두개내출혈,3
신경외과,14,G83,기타 마비증후군,2
신경외과,14,M46,기타 염증성 척추병증,2
신경외과,14,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",2
신경외과,17,I60,거미막하출혈,1
신경외과,17,R51,두통,1
신경외과,17,S34,"복부, 아래등 및 골반 부위의 신경 및 허리척수의 손상",1
신경외과,17,C71,뇌의 악성 신생물,1
신경외과,17,H81,전정기능의 장애,1
신경외과,17,S02,두개골 및 안면골의 골절,1
신경외과,17,M43,기타 변형성 등병증,1
신경외과,17,T00,여러 신체부위를 침범한 표재성 손상,1
신장내과,1,N18,만성 신장병,78
신장내과,2,Z49,투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,11
신장내과,3,E11,2형 당뇨병,9
신장내과,4,N10,급성 세뇨관-간질신장염,3
신장내과,5,E26,고알도스테론증,2
신장내과,5,E87,"수분, 전해질 및 산-염기균형의 기타 장애",2
신장내과,5,R80,고립된 단백뇨,2
신장내과,8,K21,위-식도역류병,1
신장내과,8,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
신장내과,8,N08,달리 분류된 질환에서의 사구체장애,1
신장내과,8,I50,심부전,1
신장내과,8,R60,달리 분류되지 않은 부종,1
신장내과,8,K86,췌장의 기타 질환,1
신장내과,8,R06,호흡의 이상,1
신장내과,8,N39,비뇨계통의 기타 장애,1
신장내과,8,C64,신우를 제외한 신장의 악성 신생물,1
신장내과,8,E27,부신의 기타 장애,1
신장내과,8,I10,본태성(원발성) 고혈압,1
신장내과,8,U07,U07의 응급사용,1
신장내과,8,L72,피부 및 피하조직의 모낭낭,1
신장내과,8,N04,신증후군,1
신장내과,8,A41,기타 패혈증,1
신장내과,8,N17,급성 신부전,1
신장내과,8,R31,상세불명의 혈뇨,1
신장내과,8,R50,기타 및 원인미상의 열,1
신장내과,8,L03,연조직염,1
안과,1,H25,노년백내장,586
안과,2,H02,눈꺼풀의 기타 장애,9
안과,3,H11,결막의 기타 장애,2
안과,3,H26,기타 백내장,2
안과,5,H27,수정체의 기타 장애,1
안과,5,H47,시[제2]신경 및 시각경로의 기타 장애,1
외과,1,K81,담낭염,68
외과,2,K80,담석증,63
외과,3,K35,급성 충수염,57
외과,4,K40,사타구니탈장,49
외과,5,C16,위의 악성 신생물,36
외과,6,I83,하지의 정맥류,34
외과,7,K64,치핵 및 항문주위정맥혈전증,32
외과,8,S22,"늑골, 흉골 및 흉추의 골절",31
외과,9,K56,탈장이 없는 마비성 장폐색증 및 장폐색,23
외과,10,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,20
외과,11,L03,연조직염,18
외과,12,C25,췌장의 악성 신생물,15
외과,13,C18,결장의 악성 신생물,14
외과,14,L89,욕창궤양 및 압박부위,13
외과,15,K57,장의 게실병,12
외과,15,D13,기타 및 부위불명의 소화계통의 양성 신생물,12
외과,17,C73,갑상선의 악성 신생물,11
외과,17,C20,직장의 악성 신생물,11
외과,19,J18,상세불명 병원체의 폐렴,10
외과,19,K83,담도의 기타 질환,10
응급의학과,1,R53,병감 및 피로,12
응급의학과,2,R42,어지럼증 및 어지럼,10
응급의학과,3,J18,상세불명 병원체의 폐렴,8
응급의학과,4,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,7
응급의학과,5,S22,"늑골, 흉골 및 흉추의 골절",3
응급의학과,5,L03,연조직염,3
응급의학과,5,C22,간 및 간내 담관의 악성 신생물,3
응급의학과,5,C25,췌장의 악성 신생물,3
응급의학과,5,M48,기타 척추병증,3
응급의학과,10,J21,급성 세기관지염,2
응급의학과,10,D64,기타 빈혈,2
응급의학과,10,K59,기타 기능성 장장애,2
응급의학과,10,C64,신우를 제외한 신장의 악성 신생물,2
응급의학과,10,U07,U07의 응급사용,2
응급의학과,10,N39,비뇨계통의 기타 장애,2
응급의학과,10,R06,호흡의 이상,2
응급의학과,10,C34,기관지 및 폐의 악성 신생물,2
응급의학과,18,J00,급성 비인두염[감기],1
응급의학과,18,J69,고체 및 액체에 의한 폐렴,1
응급의학과,18,C13,하인두의 악성 신생물,1
응급의학과,18,J11,바이러스가 확인되지 않은 인플루엔자,1
응급의학과,18,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,1
응급의학과,18,N30,방광염,1
응급의학과,18,H81,전정기능의 장애,1
응급의학과,18,J06,다발성 및 상세불명 부위의 급성 상기도감염,1
응급의학과,18,E03,기타 갑상선기능저하증,1
응급의학과,18,N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,1
응급의학과,18,E14,상세불명의 당뇨병,1
응급의학과,18,R50,기타 및 원인미상의 열,1
응급의학과,18,C02,혀의 기타 및 상세불명 부분의 악성 신생물,1
응급의학과,18,S09,머리의 기타 및 상세불명의 손상,1
응급의학과,18,C18,결장의 악성 신생물,1
응급의학과,18,J20,급성 기관지염,1
응급의학과,18,S42,어깨 및 위팔의 골절,1
응급의학과,18,R73,혈당치상승,1
응급의학과,18,A04,기타 세균성 장감염,1
응급의학과,18,T14,상세불명의 신체부위의 손상,1
응급의학과,18,E11,2형 당뇨병,1
응급의학과,18,C23,담낭의 악성 신생물,1
응급의학과,18,K38,충수의 기타 질환,1
응급의학과,18,E27,부신의 기타 장애,1
응급의학과,18,C16,위의 악성 신생물,1
응급의학과,18,T78,달리 분류되지 않은 유해작용,1
응급의학과,18,J31,"만성 비염, 비인두염 및 인두염",1
이비인후과,1,H65,비화농성 중이염,44
이비인후과,2,H90,전음성 및 감각신경성 청력소실,37
이비인후과,3,J31,"만성 비염, 비인두염 및 인두염",35
이비인후과,4,J32,만성 부비동염,18
이비인후과,5,H69,귀인두관의 기타 장애,16
이비인후과,6,J34,코 및 비동의 기타 장애,9
이비인후과,7,J30,혈관운동성 및 알레르기성 비염,6
이비인후과,7,H66,화농성 및 상세불명의 중이염,6
이비인후과,9,H71,중이의 진주종,4
이비인후과,10,H83,내이의 기타 질환,2
이비인후과,10,H60,외이염,2
이비인후과,10,H91,기타 청력소실,2
이비인후과,13,D23,피부의 기타 양성 신생물,1
이비인후과,13,K11,침샘의 질환,1
이비인후과,13,S02,두개골 및 안면골의 골절,1
이비인후과,13,S09,머리의 기타 및 상세불명의 손상,1
이비인후과,13,D10,입 및 인두의 양성 신생물,1
재활의학과,1,M48,기타 척추병증,124
재활의학과,2,I63,뇌경색증,116
재활의학과,3,M51,기타 추간판장애,54
재활의학과,4,M17,무릎관절증,34
재활의학과,5,G95,척수의 기타 질환,28
재활의학과,6,M75,어깨병변,26
재활의학과,7,I61,뇌내출혈,25
재활의학과,8,G81,편마비,22
재활의학과,9,S72,대퇴골의 골절,21
재활의학과,10,M19,기타 관절증,19
재활의학과,11,I62,기타 비외상성 두개내출혈,17
재활의학과,12,G20,파킨슨병,16
재활의학과,12,G54,신경근 및 신경총 장애,16
재활의학과,14,M13,기타 관절염,15
재활의학과,15,G62,기타 다발신경병증,12
재활의학과,15,S06,두개내손상,12
재활의학과,17,S14,목부위의 신경 및 척수의 손상,11
재활의학과,17,M54,등통증,11
재활의학과,19,G82,하반신마비 및 사지마비,10
재활의학과,20,M96,달리 분류되지 않은 처치후 근골격장애,9
정형외과,1,M48,기타 척추병증,53
정형외과,2,S72,대퇴골의 골절,51
정형외과,3,S82,발목을 포함한 아래다리의 골절,34
정형외과,4,S52,아래팔의 골절,27
정형외과,5,M17,무릎관절증,25
정형외과,6,M75,어깨병변,19
정형외과,7,S42,어깨 및 위팔의 골절,18
정형외과,7,M65,윤활막염 및 힘줄윤활막염,18
정형외과,9,L03,연조직염,15
정형외과,10,S92,발목을 제외한 발의 골절,11
정형외과,11,M10,통풍,9
정형외과,11,E10,1형 당뇨병,9
정형외과,11,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",9
정형외과,11,S62,손목 및 손부위의 골절,9
정형외과,11,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",9
정형외과,16,M86,골수염,8
정형외과,17,S32,요추 및 골반의 골절,7
정형외과,17,M13,기타 관절염,7
정형외과,17,M71,기타 윤활낭병증,7
정형외과,20,S73,"고관절의 관절 및 인대의 탈구, 염좌 및 긴장",6
정형외과,20,S93,"발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장",6
혈액종양내과,1,C25,췌장의 악성 신생물,33
혈액종양내과,2,C18,결장의 악성 신생물,32
혈액종양내과,3,D75,혈액 및 조혈기관의 기타 질환,29
혈액종양내과,4,C20,직장의 악성 신생물,15
혈액종양내과,5,C22,간 및 간내 담관의 악성 신생물,11
혈액종양내과,6,C61,전립선의 악성 신생물,10
혈액종양내과,7,D47,"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",9
혈액종양내과,8,C23,담낭의 악성 신생물,7
혈액종양내과,9,C24,담도의 기타 및 상세불명 부분의 악성 신생물,4
혈액종양내과,9,D64,기타 빈혈,4
혈액종양내과,11,R74,이상혈청효소수치,3
혈액종양내과,11,C16,위의 악성 신생물,3
혈액종양내과,13,R00,심장박동의 이상,1
혈액종양내과,13,C13,하인두의 악성 신생물,1
혈액종양내과,13,C83,비소포성 림프종,1
혈액종양내과,13,D46,골수형성이상증후군,1
혈액종양내과,13,E11,2형 당뇨병,1
혈액종양내과,13,K26,십이지장궤양,1
혈액종양내과,13,C34,기관지 및 폐의 악성 신생물,1
혈액종양내과,13,C85,기타 및 상세불명 유형의 비호지킨림프종,1
혈액종양내과,13,D69,자반 및 기타 출혈성 병태,1
호흡기내과,1,J44,기타 만성 폐쇄성 폐질환,14
호흡기내과,2,J18,상세불명 병원체의 폐렴,3
호흡기내과,3,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,1
호흡기내과,3,J45,천식,1
호흡기내과,3,D64,기타 빈혈,1
호흡기내과,3,J40,급성인지 만성인지 명시되지 않은 기관지염,1
호흡기내과,3,J15,달리 분류되지 않은 세균성 폐렴,1
호흡기내과,3,J84,기타 간질성 폐질환,1
호흡기내과,3,U09,코로나-19 이후 병태,1
호흡기내과,3,J96,달리 분류되지 않은 호흡부전,1
호흡기내과,3,C34,기관지 및 폐의 악성 신생물,1
