부서명,순위,질병코드,상병명,실인원
소화기내과,6,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,30
소화기내과,7,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,28
소화기내과,8,D12,"결장, 직장, 항문 및 항문관의 양성 신생물 ",25
소화기내과,9,K29,위염 및 십이지장염,24
소화기내과,10,K92,소화계통의 기타 질환,22
소화기내과,10,E11,2형 당뇨병,22
소화기내과,12,D13,기타 및 부위불명의 소화계통의 양성 신생물,20
소화기내과,13,K56,탈장이 없는 마비성 장폐색증 및 장폐색,18
소화기내과,13,K74,간의 섬유증 및 경변증,18
소화기내과,15,K59,기타 기능성 장장애,17
소화기내과,15,K80,담석증,17
소화기내과,17,D37,구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,16
소화기내과,18,D64,기타 빈혈,15
소화기내과,18,N18,만성 신장병,15
소화기내과,20,K86,췌장의 기타 질환,13
순환기내과,1,I20,협심증,644
순환기내과,2,I50,심부전,185
순환기내과,3,I73,기타 말초혈관질환,37
순환기내과,4,I10,본태성(원발성) 고혈압,31
순환기내과,5,I48,심방세동 및 조동,28
순환기내과,6,I21,급성 심근경색증,25
순환기내과,7,I11,고혈압성 심장병,20
순환기내과,8,R06,호흡의 이상,16
순환기내과,9,I70,죽상경화증,14
순환기내과,10,Z95,심장 및 혈관 삽입물 및 이식편의 존재,13
순환기내과,11,I49,기타 심장부정맥,12
순환기내과,12,I42,심근병증,10
순환기내과,12,R07,목구멍 및 가슴의 통증,10
순환기내과,14,I44,방실차단 및 좌각차단,9
순환기내과,15,J18,상세불명 병원체의 폐렴,7
순환기내과,15,I77,동맥 및 세동맥의 기타 장애,7
순환기내과,15,R55,실신 및 허탈,7
순환기내과,18,R60,달리 분류되지 않은 부종,6
순환기내과,18,Z45,이식장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람,6
순환기내과,20,I25,만성 허혈심장병,5
순환기내과,20,I31,심장막의 기타 질환,5
순환기내과,20,I46,심장정지,5
순환기내과,20,U07,U07의 응급사용,5
순환기내과,20,I35,비류마티스성 대동맥판장애,5
신경과,1,I63,뇌경색증,26
신경과,2,R51,두통,2
신경과,2,F03,상세불명의 치매,2
신경과,2,G20,파킨슨병,2
신경과,5,G25,기타 추체외로 및 운동 장애,1
신경과,5,I61,뇌내출혈,1
신경외과,1,M51,기타 추간판장애,179
신경외과,2,M48,기타 척추병증,112
신경외과,2,M96,달리 분류되지 않은 처치후 근골격장애,112
신경외과,4,S32,요추 및 골반의 골절,68
신경외과,5,M43,기타 변형성 등병증,40
신경외과,6,M54,등통증,33
신경외과,7,S22,"늑골, 흉골 및 흉추의 골절",31
신경외과,8,M50,경추간판장애,28
신경외과,9,M47,척추증,25
신경외과,10,S06,두개내손상,15
신경외과,11,I61,뇌내출혈,13
신경외과,12,G95,척수의 기타 질환,10
신경외과,12,U07,U07의 응급사용,10
신경외과,14,G54,신경근 및 신경총 장애,8
신경외과,15,I63,뇌경색증,6
신경외과,16,I69,뇌혈관질환의 후유증,5
신경외과,17,T08,척추의 상세불명 부위의 골절,3
신경외과,17,M46,기타 염증성 척추병증,3
신경외과,17,G90,자율신경계통의 장애,3
신경외과,17,D16,골 및 관절연골의 양성 신생물,3
신장내과,1,N18,만성 신장병,43
신장내과,2,N17,급성 신부전,8
신장내과,3,N10,급성 세뇨관-간질신장염,5
신장내과,4,E11,2형 당뇨병,3
신장내과,4,E87,"수분, 전해질 및 산-염기균형의 기타 장애",3
신장내과,6,E14,상세불명의 당뇨병,2
신장내과,6,E10,1형 당뇨병,2
신장내과,6,R60,달리 분류되지 않은 부종,2
신장내과,6,U07,U07의 응급사용,2
신장내과,6,N39,비뇨계통의 기타 장애,2
신장내과,11,R53,병감 및 피로,1
신장내과,11,K75,기타 염증성 간질환,1
신장내과,11,N11,만성 세뇨관-간질신장염,1
신장내과,11,I46,심장정지,1
신장내과,11,R50,기타 및 원인미상의 열,1
신장내과,11,J69,고체 및 액체에 의한 폐렴,1
안과,1,H25,노년백내장,119
외과,1,K40,사타구니탈장,79
외과,2,K80,담석증,36
외과,3,K81,담낭염,11
외과,4,K35,급성 충수염,10
외과,5,K64,치핵 및 항문주위정맥혈전증,8
외과,6,S22,"늑골, 흉골 및 흉추의 골절",6
외과,7,K82,담낭의 기타 질환,5
외과,8,C20,직장의 악성 신생물,3
외과,8,K42,배꼽탈장,3
외과,10,D17,양성 지방종성 신생물,2
외과,10,C16,위의 악성 신생물,2
외과,10,D37,구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,2
외과,10,K56,탈장이 없는 마비성 장폐색증 및 장폐색,2
외과,10,K60,항문 및 직장부의 열창 및 누공,2
외과,10,C18,결장의 악성 신생물,2
외과,10,I73,기타 말초혈관질환,2
외과,10,J93,기흉,2
외과,18,K61,항문 및 직장부의 농양,1
외과,18,T25,발목 및 발의 화상 및 부식,1
외과,18,T24,발목 및 발을 제외한 엉덩이 및 다리의 화상 및 부식,1
외과,18,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",1
이비인후과,1,H91,기타 청력소실,11
이비인후과,2,H81,전정기능의 장애,8
이비인후과,3,J34,코 및 비동의 기타 장애,4
이비인후과,4,G51,안면신경장애,3
이비인후과,5,J32,만성 부비동염,2
이비인후과,5,R04,기도출혈,2
이비인후과,5,J33,코폴립,2
이비인후과,8,H61,외이의 기타 장애,1
이비인후과,8,H66,화농성 및 상세불명의 중이염,1
이비인후과,8,L03,연조직염,1
이비인후과,8,J38,달리 분류되지 않은 성대 및 후두의 질환,1
이비인후과,8,H68,귀인두관염 및 귀인두관 폐색,1
재활의학과,1,G81,편마비,65
재활의학과,2,I63,뇌경색증,47
재활의학과,3,I69,뇌혈관질환의 후유증,41
재활의학과,4,G82,하반신마비 및 사지마비,22
재활의학과,5,G20,파킨슨병,10
재활의학과,6,G95,척수의 기타 질환,6
재활의학과,7,I61,뇌내출혈,5
재활의학과,7,S06,두개내손상,5
재활의학과,9,R26,보행과 이동의 이상,4
재활의학과,10,M48,기타 척추병증,3
재활의학과,10,M54,등통증,3
재활의학과,10,M17,무릎관절증,3
재활의학과,10,G03,기타 및 상세불명의 원인에 의한 수막염,3
재활의학과,10,G12,척수성 근위축 및 관련 증후군,3
재활의학과,10,S72,대퇴골의 골절,3
재활의학과,16,M50,경추간판장애,2
재활의학과,16,I62,기타 비외상성 두개내출혈,2
재활의학과,16,S82,발목을 포함한 아래다리의 골절,2
재활의학과,16,F01,혈관성 치매,2
재활의학과,16,G54,신경근 및 신경총 장애,2
정형외과,1,M48,기타 척추병증,177
정형외과,2,M17,무릎관절증,108
정형외과,3,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,96
정형외과,4,M75,어깨병변,82
정형외과,5,S72,대퇴골의 골절,24
정형외과,6,M23,무릎의 내부장애,23
정형외과,7,S52,아래팔의 골절,22
정형외과,8,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,14
정형외과,9,S82,발목을 포함한 아래다리의 골절,11
정형외과,10,S42,어깨 및 위팔의 골절,10
정형외과,10,L03,연조직염,10
정형외과,12,S92,발목을 제외한 발의 골절,7
정형외과,12,M15,다발관절증,7
정형외과,12,M86,골수염,7
정형외과,15,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",6
정형외과,16,U07,U07의 응급사용,5
정형외과,16,M71,기타 윤활낭병증,5
정형외과,16,T14,상세불명의 신체부위의 손상,5
정형외과,16,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",5
정형외과,16,G56,팔의 단일신경병증,5
정형외과,16,D48,기타 및 상세불명 부위의 행동양식 불명 또는 미상의 신생물,5
혈액종양내과,1,C16,위의 악성 신생물,35
혈액종양내과,2,C18,결장의 악성 신생물,27
혈액종양내과,3,C19,직장구불결장접합부의 악성 신생물,15
혈액종양내과,4,C20,직장의 악성 신생물,12
혈액종양내과,5,C61,전립선의 악성 신생물,9
혈액종양내과,6,C85,기타 및 상세불명 유형의 비호지킨림프종,5
혈액종양내과,7,C22,간 및 간내 담관의 악성 신생물,3
혈액종양내과,7,D64,기타 빈혈,3
혈액종양내과,9,K73,달리 분류되지 않은 만성 간염,1
혈액종양내과,9,E10,1형 당뇨병,1
혈액종양내과,9,C24,담도의 기타 및 상세불명 부분의 악성 신생물,1
혈액종양내과,9,J18,상세불명 병원체의 폐렴,1
혈액종양내과,9,D46,골수형성이상증후군,1
혈액종양내과,9,E11,2형 당뇨병,1
혈액종양내과,9,I50,심부전,1
혈액종양내과,9,C90,다발골수종 및 악성 형질세포신생물,1
호흡기·알레르기내과,1,J18,상세불명 병원체의 폐렴,214
호흡기·알레르기내과,2,J44,기타 만성 폐쇄성 폐질환,46
호흡기·알레르기내과,3,U07,U07의 응급사용,25
호흡기·알레르기내과,4,J45,천식,14
호흡기·알레르기내과,5,J84,기타 간질성 폐질환,12
호흡기·알레르기내과,5,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,12
호흡기·알레르기내과,7,C34,기관지 및 폐의 악성 신생물,10
호흡기·알레르기내과,8,J90,달리 분류되지 않은 흉막삼출액,6
호흡기·알레르기내과,9,J11,바이러스가 확인되지 않은 인플루엔자,4
호흡기·알레르기내과,9,U09,코로나-19 이후 병태,4
호흡기·알레르기내과,11,R91,폐의 진단영상검사상 이상소견,2
호흡기·알레르기내과,11,J96,달리 분류되지 않은 호흡부전,2
호흡기·알레르기내과,13,R57,달리 분류되지 않은 쇼크,1
호흡기·알레르기내과,13,L02,"피부의 농양, 종기 및 큰종기",1
호흡기·알레르기내과,13,J47,기관지확장증,1
호흡기·알레르기내과,13,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,1
호흡기·알레르기내과,13,A31,기타 형태의 마이코박테리아에 의한 감염,1
호흡기·알레르기내과,13,J15,달리 분류되지 않은 세균성 폐렴,1
호흡기·알레르기내과,13,S72,대퇴골의 골절,1
호흡기·알레르기내과,13,J42,상세불명의 만성 기관지염,1
호흡기·알레르기내과,13,R04,기도출혈,1
호흡기·알레르기내과,13,D38,"중이, 호흡기관, 흉곽내기관의 행동양식 불명 또는 미상의 신생물",1
호흡기·알레르기내과,13,R06,호흡의 이상,1
호흡기·알레르기내과,13,B90,결핵의 후유증,1
호흡기·알레르기내과,13,C24,담도의 기타 및 상세불명 부분의 악성 신생물,1
호흡기·알레르기내과,13,J43,폐기종,1
호흡기·알레르기내과,13,I26,폐색전증,1
호흡기·알레르기내과,13,J20,급성 기관지염,1
호흡기·알레르기내과,13,K81,담낭염,1
