병원,진료과,연도,실제값,ARIMA예측,RF예측,XGB예측,ARIMA_RMSE,RF_RMSE,XGB_RMSE
광주,산부인과,2023,3880,4825.70577926332,5568.05,6882.9985,834.76767137148,1469.0396361228654,2774.7673776372676
광주,안과,2022,12143,20871.71985576073,21372.61,21016.006,6351.196235573112,6785.067369017053,6475.881407190839
광주,안과,2023,18748,20865.743356774972,21372.61,21016.006,6351.196235573112,6785.067369017053,6475.881407190839
광주,피부과,2022,15516,19788.74826619852,21699.86,20985.006,3587.974956595535,5810.2293603264925,5097.180397043056
광주,피부과,2023,16289,19025.923607266195,21699.86,20985.006,3587.974956595535,5810.2293603264925,5097.180397043056
광주,이비인후과,2022,10885,10937.811322491647,11801.26,11501.003,2013.6403921305518,1913.8203958574586,2059.715028832872
광주,이비인후과,2023,14348,11500.772186519658,11801.26,11501.003,2013.6403921305518,1913.8203958574586,2059.715028832872
광주,비뇨의학과,2022,36060,35754.396517923036,36976.11,36947.99,967.0816640385424,663.9458653384329,649.3399292743362
광주,비뇨의학과,2023,37182,35848.920706941426,36976.11,36947.99,967.0816640385424,663.9458653384329,649.3399292743362
광주,치과,2022,21723,25336.60829615835,25445.81,25185.002,3616.157628684452,3715.816593442148,3455.009117209389
광주,치과,2023,21737,25355.705165238123,25445.81,25185.002,3616.157628684452,3715.816593442148,3455.009117209389
광주,재활의학과,2022,36698,32935.08482915412,33240.7,32962.004,5410.383951744099,5107.724179123225,5375.651402388366
광주,재활의학과,2023,39583,32920.79477743307,33240.7,32962.004,5410.383951744099,5107.724179123225,5375.651402388366
광주,가정의학과,2022,20127,21988.60481985777,22983.1,22422.006,2190.5462061369085,3289.5003891168626,2733.6247913713396
광주,가정의학과,2023,19311,21787.16898799818,22983.1,22422.006,2190.5462061369085,3289.5003891168626,2733.6247913713396
광주,마취과,2022,748,941.3183031694363,846.24,793.00037,190.35764175516613,109.79242961151739,57.07049163644028
광주,마취과,2023,726,913.3501993830438,846.24,793.00037,190.35764175516613,109.79242961151739,57.07049163644028
광주,핵의학과,2022,193,159.69684231511357,155.32,161.99957,54.35147110672005,57.88853427061356,51.56104638102538
광주,핵의학과,2023,228,158.72471933550295,155.32,161.99957,54.35147110672005,57.88853427061356,51.56104638102538
광주,건강관리과,2022,7161,7309.2113929964635,8464.46,7667.0015,224.07899502949545,1346.115378264433,549.6085823110843
광주,건강관리과,2023,7077,7357.100294560547,8464.46,7667.0015,224.07899502949545,1346.115378264433,549.6085823110843
광주,한의과,2022,5160,6028.847737115951,6129.45,6005.0005,615.8565762370621,685.9628288034271,600.8105982753633
광주,한의과,2023,6094,6033.48343452108,6129.45,6005.0005,615.8565762370621,685.9628288034271,600.8105982753633
광주,내과,2022,0,4.260284372494353e-05,0.0,1.0479819e-07,4.253073603529943e-05,0.0,1.0479818955649142e-07
광주,내과,2023,0,4.245850588464783e-05,0.0,1.0479819e-07,4.253073603529943e-05,0.0,1.0479818955649142e-07
광주,정신과,2022,0,2857.952441672515,124.85,4.0569543e-09,2900.4410495640664,124.85,4.056954421463602e-09
광주,정신과,2023,0,2942.316163353408,124.85,4.0569543e-09,2900.4410495640664,124.85,4.056954421463602e-09
광주,흉부외과,2022,0,-1.435028453157425e-35,0.0,0.00018555006,1.43503076709524e-35,0.0,0.00018555006335850406
광주,흉부외과,2023,0,-1.435033081029324e-35,0.0,0.00018555006,1.43503076709524e-35,0.0,0.00018555006335850406
광주,비뇨기과,2022,0,8377.42572884252,0.0,1.3361229e-08,8957.455201811728,0.0,1.3361228394263001e-08
광주,비뇨기과,2023,0,9502.144260252806,0.0,1.3361229e-08,8957.455201811728,0.0,1.3361228394263001e-08
광주,영상의학과,2022,0,0.0,0.0,0.0,234.05234457274722,234.05234457274722,234.05234457274722
광주,영상의학과,2023,331,0.0,0.0,0.0,234.05234457274722,234.05234457274722,234.05234457274722
광주,응급의학과,2022,23,206.0009069795601,148.32,205.99884,10325.983405823223,10366.337897367614,10325.98469880718
광주,응급의학과,2023,14808,206.00091553496245,148.32,205.99884,10325.983405823223,10366.337897367614,10325.98469880718
광주,알레르기내과,2022,0,40.595216276261866,0.0,0.00030616956,50.765018886031406,0.0,0.0003061695607377261
광주,알레르기내과,2023,0,59.213197012843125,0.0,0.00030616956,50.765018886031406,0.0,0.0003061695607377261
부산,순환기내과,2022,34245,30603.205153498966,30607.68,30759.0,5547.191565904282,5536.290409868326,5392.018175043552
부산,순환기내과,2023,37541,30592.618977511545,30607.68,30759.0,5547.191565904282,5536.290409868326,5392.018175043552
부산,호흡기내과,2022,14672,16000.46226467348,16407.72,16230.999,11383.627365936005,11666.747608412554,11529.870077325242
부산,호흡기내과,2023,0,16043.97494464239,16407.72,16230.999,11383.627365936005,11666.747608412554,11529.870077325242
부산,내분비내과,2022,22840,23300.033315008845,23342.45,23334.0,5320.093927137917,5342.316183314126,5335.95989490176
부산,내분비내과,2023,15804,23313.67163970712,23342.45,23334.0,5320.093927137917,5342.316183314126,5335.95989490176
부산,소화기내과,2022,41929,43409.01217727171,43228.49,43447.996,2619.918762427332,2460.2201080594373,2663.5625579287603
부산,소화기내과,2023,40001,43397.69141939108,43228.49,43447.996,2619.918762427332,2460.2201080594373,2663.5625579287603
부산,혈액종양내과,2022,2433,1705.0000000000002,1108.25,1704.9988,863.2450405302075,1456.2113728782645,863.246235149624
부산,혈액종양내과,2023,2685,1705.0000000000002,1108.25,1704.9988,863.2450405302075,1456.2113728782645,863.246235149624
부산,신장내과,2022,20932,22378.731364056857,22918.58,22595.0,1800.2427130786984,2340.5319857673403,2020.7108897613236
부산,신장내과,2023,20271,22365.926254606613,22918.58,22595.0,1800.2427130786984,2340.5319857673403,2020.7108897613236
부산,일반내과,2022,16374,22933.97180627849,24369.98,23295.0,8094.932679390072,9610.862019631746,8550.651904971925
부산,일반내과,2023,13379,22761.038161750675,24369.98,23295.0,8094.932679390072,9610.862019631746,8550.651904971925
부산,신경과,2022,19324,20734.880690589238,20483.35,20633.0,2071.1063003110494,1879.1816363779194,2021.1583312546297
부산,신경과,2023,18092,20658.78364715429,20483.35,20633.0,2071.1063003110494,1879.1816363779194,2021.1583312546297
부산,소아청소년과,2022,29012,22023.38236010634,21717.0,28919.994,10231.190934298877,8954.334872004732,12412.719283058004
부산,소아청소년과,2023,11366,24035.402485970924,21717.0,28919.994,10231.190934298877,8954.334872004732,12412.719283058004
부산,정신건강의학과,2022,18194,15753.477167583824,16703.41,16094.003,2724.2160651911904,1654.5083010066767,2261.9175493372873
부산,정신건강의학과,2023,18507,15525.96752044751,16703.41,16094.003,2724.2160651911904,1654.5083010066767,2261.9175493372873
부산,외과,2022,6545,7556.638811273044,7588.61,7554.0,986.9526744518928,1018.9167444398975,984.3175300684226
부산,외과,2023,6595,7556.633027064665,7588.61,7554.0,986.9526744518928,1018.9167444398975,984.3175300684226
부산,정형외과,2022,38840,40666.33165092897,41714.62,40835.01,3314.926199373117,4318.6031103124105,3486.492363393329
부산,정형외과,2023,36326,40643.636403797296,41714.62,40835.01,3314.926199373117,4318.6031103124105,3486.492363393329
부산,신경외과,2022,24805,25299.738778869272,25251.31,25107.0,776.341013393222,794.6045973312777,662.5605632695022
부산,신경외과,2023,24220,25200.124624134998,25251.31,25107.0,776.341013393222,794.6045973312777,662.5605632695022
부산,산부인과,2022,2253,4460.215952832808,4047.86,4638.9985,2244.903049418004,1743.6355638722216,2334.577692003417
부산,산부인과,2023,2357,4638.967821888132,4047.86,4638.9985,2244.903049418004,1743.6355638722216,2334.577692003417
부산,안과,2022,27797,34636.97087436384,34099.33,34557.99,5615.637109777094,5102.788866776678,5545.428207090955
부산,안과,2023,30584,34619.5369822696,34099.33,34557.99,5615.637109777094,5102.788866776678,5545.428207090955
부산,피부과,2022,28762,31837.294079836098,32759.0,31898.004,2670.948089354483,3577.5978672846954,2725.492616023753
부산,피부과,2023,29657,31850.283774293188,32759.0,31898.004,2670.948089354483,3577.5978672846954,2725.492616023753
부산,이비인후과,2022,12862,13339.647180516977,13276.65,13104.003,474.5702896529845,341.5151131355679,179.15197371924208
부산,이비인후과,2023,13029,13500.473319061448,13276.65,13104.003,474.5702896529845,341.5151131355679,179.15197371924208
부산,비뇨의학과,2022,54427,56416.971309717585,56913.27,56416.996,2189.303268568957,2684.0744499547664,2189.3435089085497
부산,비뇨의학과,2023,54045,56416.942619464964,56913.27,56416.996,2189.303268568957,2684.0744499547664,2189.3435089085497
부산,치과,2022,33954,34650.25850903965,35073.79,34674.996,757.4947911518766,1189.7348797526288,791.921003004719
부산,치과,2023,33818,34632.13807541125,35073.79,34674.996,757.4947911518766,1189.7348797526288,791.921003004719
부산,재활의학과,2022,32106,29587.71577734808,30243.18,29528.998,6692.112073191322,6147.402104336433,6759.859761858969
부산,재활의학과,2023,38735,29612.118186984524,30243.18,29528.998,6692.112073191322,6147.402104336433,6759.859761858969
부산,가정의학과,2022,29495,21314.237922878223,21374.82,20710.998,6015.720454400098,5937.735860780605,6519.796929352938
부산,가정의학과,2023,23514,21178.851823009594,21374.82,20710.998,6015.720454400098,5937.735860780605,6519.796929352938
부산,건강관리과,2022,7617,8080.520168788702,8902.3,8265.003,1209.23398307312,1873.7496337558007,1273.2473247566634
부산,건강관리과,2023,6585,8231.099239038722,8902.3,8265.003,1209.23398307312,1873.7496337558007,1273.2473247566634
부산,비뇨기과,2022,0,0.00022201932895283644,0.0,6.529497e-09,0.00015699137305703745,0.0,6.529497023046365e-09
부산,비뇨기과,2023,0,4.3393324957591295e-12,0.0,6.529497e-09,0.00015699137305703745,0.0,6.529497023046365e-09
부산,류마티스내과,2022,4570,4709.879129874003,3553.69,4402.9985,146.37308284681396,1214.9011919082143,396.9805174690567
부산,류마티스내과,2023,4939,4786.409083527714,3553.69,4402.9985,146.37308284681396,1214.9011919082143,396.9805174690567
부산,한방과,2022,6353,7225.030195019845,6696.97,7226.9985,1282.9494243272234,791.3521535321682,1286.0586592375948
부산,한방과,2023,5632,7223.063100488714,6696.97,7226.9985,1282.9494243272234,791.3521535321682,1286.0586592375948
부산,향정신과,2022,233,169.32289998242044,245.05,245.00099,56.111369171158735,74.06620349390133,74.02779711766216
부산,향정신과,2023,141,93.64814223417106,245.05,245.00099,56.111369171158735,74.06620349390133,74.02779711766216
부산,한방진료과,2022,0,0.0017451350238163249,604.9,0.00044806427,0.0017448233182095333,604.9,0.00044806427046029524
부산,한방진료과,2023,0,0.001744511556907849,604.9,0.00044806427,0.0017448233182095333,604.9,0.00044806427046029524
부산,호흡기·알레르기내과,2022,0,0.0,0.0,0.0,11183.600851246436,11183.600851246436,11183.600851246436
부산,호흡기·알레르기내과,2023,15816,0.0,0.0,0.0,11183.600851246436,11183.600851246436,11183.600851246436
대전,호흡기내과,2022,13184,15852.767756645026,16353.08,15917.0,1902.123921480977,2314.8693713469015,1951.6036995250854
대전,호흡기내과,2023,15532,15869.386257029266,16353.08,15917.0,1902.123921480977,2314.8693713469015,1951.6036995250854
대전,내분비내과,2022,8628,5500.1660164859995,3465.0,5499.9985,3398.7939707152286,5430.2759598385055,3399.036922423762
대전,내분비내과,2023,9150,5500.3074811273045,3465.0,5499.9985,3398.7939707152286,5430.2759598385055,3399.036922423762
대전,소화기내과,2022,36274,43871.768433815276,37413.58,39455.99,8992.103207829019,937.0663244402718,2448.568255123798
대전,소화기내과,2023,38090,48287.53671366855,37413.58,39455.99,8992.103207829019,937.0663244402718,2448.568255123798
대전,혈액종양내과,2022,9479,10550.000000000002,7490.5,10549.997,1142.6156396619147,1920.2581206702396,1142.6126859089215
대전,혈액종양내과,2023,9340,10550.000000000004,7490.5,10549.997,1142.6156396619147,1920.2581206702396,1142.6126859089215
대전,신장내과,2022,12012,8213.770646359873,10377.74,10262.0,5038.363901894258,2436.3365916063403,2547.4203618562838
대전,신장내과,2023,13411,7382.428411889865,10377.74,10262.0,5038.363901894258,2436.3365916063403,2547.4203618562838
대전,신경과,2022,31681,32605.642752430125,32260.83,32257.994,654.9136055701421,425.9267999316323,424.54692761813743
대전,신경과,2023,32424,32370.52625036329,32260.83,32257.994,654.9136055701421,425.9267999316323,424.54692761813743
대전,소아청소년과,2022,324,2811.004725293529,2232.18,2752.9988,2605.0827577736104,1997.0759205398274,2517.502532272808
대전,소아청소년과,2023,150,2868.0360273672563,2232.18,2752.9988,2605.0827577736104,1997.0759205398274,2517.502532272808
대전,정신건강의학과,2022,6181,8384.139960050235,8544.76,8384.003,1597.3144159155054,1735.316195279696,1597.220398066591
대전,정신건강의학과,2023,7885,8384.00000301887,8544.76,8384.003,1597.3144159155054,1735.316195279696,1597.220398066591
대전,외과,2022,8334,8541.020437276555,8611.2,8629.998,242.49133388390564,235.18320518268322,239.62521191957245
대전,외과,2023,8795,8521.601696114596,8611.2,8629.998,242.49133388390564,235.18320518268322,239.62521191957245
대전,정형외과,2022,39984,36694.624782325474,36588.32,36572.004,3158.7215608941506,3219.3004399092674,3235.5906725047903
대전,정형외과,2023,39621,36598.57473609953,36588.32,36572.004,3158.7215608941506,3219.3004399092674,3235.5906725047903
대전,신경외과,2022,5788,6520.938216123489,6620.67,6520.999,798.9323856566359,898.4168959341761,799.0262433111944
대전,신경외과,2023,5661,6520.876435918397,6620.67,6520.999,798.9323856566359,898.4168959341761,799.0262433111944
대전,산부인과,2022,10919,1053.8347781693283,8917.34,13288.997,10650.481360035503,5155.167779578081,8220.91041187045
대전,산부인과,2023,1907,13288.740708121495,8917.34,13288.997,10650.481360035503,5155.167779578081,8220.91041187045
대전,안과,2022,12404,13369.672020426038,13587.54,13453.003,1302.1039736949251,1562.8081301298644,1431.8242734358153
대전,안과,2023,11721,13288.937200780223,13587.54,13453.003,1302.1039736949251,1562.8081301298644,1431.8242734358153
대전,피부과,2022,12799,16240.468083371541,16847.04,16231.003,3704.7233621974965,4309.531779857298,3694.7441048061773
대전,피부과,2023,12291,16241.474378091682,16847.04,16231.003,3704.7233621974965,4309.531779857298,3694.7441048061773
대전,이비인후과,2022,11152,11257.710322090788,11828.26,11303.003,954.0007221911535,745.448849754294,949.3023754315587
대전,이비인후과,2023,12637,11291.9869578008,11828.26,11303.003,954.0007221911535,745.448849754294,949.3023754315587
대전,비뇨의학과,2022,33099,31525.504508876973,31491.33,31646.0,1704.3633547562542,1771.6402594488516,1617.6368566523204
대전,비뇨의학과,2023,33413,31587.12464021021,31491.33,31646.0,1704.3633547562542,1771.6402594488516,1617.6368566523204
대전,치과,2022,26314,27605.37156973131,28546.21,27205.0,2872.9402860200935,3484.4695140150093,2248.1753712733357
대전,치과,2023,24153,28005.26313262271,28546.21,27205.0,2872.9402860200935,3484.4695140150093,2248.1753712733357
대전,재활의학과,2022,19246,21693.056646304907,21783.78,21700.996,1986.7060508855297,2013.0815901001129,1988.9879335983917
대전,재활의학과,2023,23074,21693.45096609163,21783.78,21700.996,1986.7060508855297,2013.0815901001129,1988.9879335983917
대전,가정의학과,2022,31802,33194.12683835257,30731.31,32428.994,1327.6194272131925,3262.3410775239295,2022.0353607194904
대전,가정의학과,2023,35219,33959.18669916283,30731.31,32428.994,1327.6194272131925,3262.3410775239295,2022.0353607194904
대전,건강관리과,2022,0,4.1542553638765256e-35,0.0,2.0610254e-10,4.154256192701743e-35,0.0,2.0610254170005743e-10
대전,건강관리과,2023,0,4.1542570215267956e-35,0.0,2.0610254e-10,4.154256192701743e-35,0.0,2.0610254170005743e-10
대전,내과,2022,5946,6381.576004726116,8499.35,5228.003,855.5632392348241,2108.2213646816126,1325.770247818226
대전,내과,2023,6960,5831.172973052645,8499.35,5228.003,855.5632392348241,2108.2213646816126,1325.770247818226
대전,비뇨기과,2022,0,1707.2402503856822,0.0,1.7829297e-08,2466.3263448510334,0.0,1.782929728867668e-08
대전,비뇨기과,2023,0,3041.522974773584,0.0,1.7829297e-08,2466.3263448510334,0.0,1.782929728867668e-08
대전,류마티스내과,2022,6931,10737.978947900612,10530.58,10796.0,5047.001438471314,4844.635133464645,5103.295405911753
대전,류마티스내과,2023,4701,10738.496031477336,10530.58,10796.0,5047.001438471314,4844.635133464645,5103.295405911753
대전,한방진료과,2022,5851,5752.723000640896,6367.04,6057.0,367.306347779503,376.11697861170796,342.8972149201565
대전,한방진료과,2023,6496,5985.9318304038125,6367.04,6057.0,367.306347779503,376.11697861170796,342.8972149201565
대전,심장내과,2022,20517,15231.740249028282,17515.64,16202.0,4440.706464052372,2149.6277281427133,3305.1801766318276
대전,심장내과,2023,17999,14606.983318951481,17515.64,16202.0,4440.706464052372,2149.6277281427133,3305.1801766318276
대전,마취통증의학과,2022,3458,4637.0593227176405,2454.63,2986.9988,1975.9077615872895,1034.3197894751893,502.42783996808936
대전,마취통증의학과,2023,3519,6052.424969900314,2454.63,2986.9988,1975.9077615872895,1034.3197894751893,502.42783996808936
대전,건강검진센터,2022,8311,9566.22319901942,8561.08,8855.997,1785.1664814220567,379.63206713869675,667.052214035753
대전,건강검진센터,2023,8086,10276.445948529446,8561.08,8855.997,1785.1664814220567,379.63206713869675,667.052214035753
대전,영상의학과,2022,9,0.0,0.0,0.0,6.363961030678928,6.363961030678928,6.363961030678928
대전,영상의학과,2023,0,0.0,0.0,0.0,6.363961030678928,6.363961030678928,6.363961030678928
대전,응급의학과,2022,0,1132.5589966666357,181.89,0.00038570748,3459.777401044268,3239.7665922254337,3365.8279813442637
대전,응급의학과,2023,4760,0.017915094351792504,181.89,0.00038570748,3459.777401044268,3239.7665922254337,3365.8279813442637
대전,통증크리닉,2022,0,6.623795082905636e-38,0.0,0.00011570643,6.623795815386873e-38,0.0,0.00011570643338048197
대전,통증크리닉,2023,0,6.623796547868029e-38,0.0,0.00011570643,6.623795815386873e-38,0.0,0.00011570643338048197
대전,한방내과,2022,0,1.6932803468420338e-34,0.0,4.197971e-06,1.693280752499782e-34,0.0,4.197970984018018e-06
대전,한방내과,2023,0,1.693281158157433e-34,0.0,4.197971e-06,1.693280752499782e-34,0.0,4.197970984018018e-06
대전,응급실,2022,0,1.0561576902941907e-34,0.0,2.025186e-06,1.0561579353217803e-34,0.0,2.0251859399360375e-06
대전,응급실,2023,0,1.056158180349313e-34,0.0,2.025186e-06,1.0561579353217803e-34,0.0,2.0251859399360375e-06
대구,순환기내과,2022,42290,92436.04614549087,28001.38,39804.99,101493.65155227894,15933.280141402147,20741.16833739122
대구,순환기내과,2023,10578,145067.0206180606,28001.38,39804.99,101493.65155227894,15933.280141402147,20741.16833739122
대구,호흡기내과,2022,0,0.0,0.0,0.0,30985.419151594513,30985.419151594513,30985.419022501534
대구,호흡기내과,2023,43820,0.0,0.0,0.0,30985.419151594513,30985.419151594513,30985.419022501534
대구,내분비내과,2022,16709,17197.999999999993,11522.66,17197.994,12814.612303928676,17218.100673291465,12814.616030143081
대구,내분비내과,2023,35314,17197.99999999999,11522.66,17197.994,12814.612303928676,17218.100673291465,12814.616030143081
대구,감염내과,2022,16062,9952.999999999996,6768.04,9952.997,12370.996665588431,15325.034537696807,12370.999636246053
대구,감염내과,2023,26347,9952.999999999996,6768.04,9952.997,12370.996665588431,15325.034537696807,12370.999636246053
대구,소화기내과,2022,42949,34485.000000000444,22070.4,34484.99,25108.31058633828,21482.76628043977,25108.3055581216
대구,소화기내과,2023,0,34485.00000000089,22070.4,34484.99,25108.31058633828,21482.76628043977,25108.3055581216
대구,신장내과,2022,21602,19488.000000000124,13446.72,19487.994,13860.936837025281,11120.316331759632,13860.933301910085
대구,신장내과,2023,0,19488.00000000024,13446.72,19487.994,13860.936837025281,11120.316331759632,13860.933301910085
대구,신경과,2022,30958,31713.02433490168,29916.19,31683.994,21040.699868130167,19783.146313872825,21025.719868770248
대구,신경과,2023,1958,31704.462649114634,29916.19,31683.994,21040.699868130167,19783.146313872825,21025.719868770248
대구,소아청소년과,2022,1204,667.3408036905757,1063.45,888.00116,3311.4866945210442,2855.2949151532493,2985.9979906222306
대구,소아청소년과,2023,5099,446.7010883869094,1063.45,888.00116,3311.4866945210442,2855.2949151532493,2985.9979906222306
대구,정신건강의학과,2022,11799,12052.173703898088,11780.17,11905.997,11253.062455160389,11532.799079100441,11444.068507309801
대구,정신건강의학과,2023,28090,12177.7804089079,11780.17,11905.997,11253.062455160389,11532.799079100441,11444.068507309801
대구,외과,2022,9186,8479.383361156502,8305.85,8692.0,2387.744868107548,2681.148489453726,2360.851541287592
대구,외과,2023,11994,8691.978795334988,8305.85,8692.0,2387.744868107548,2681.148489453726,2360.851541287592
대구,정형외과,2022,25564,28251.339316029087,28504.52,28311.0,20071.656658823656,20262.703648585495,20112.914855883024
대구,정형외과,2023,0,28258.11404641018,28504.52,28311.0,20071.656658823656,20262.703648585495,20112.914855883024
대구,신경외과,2022,24187,24806.84149937153,24560.84,24894.0,440.69392190027565,343.02787875040127,500.2124548629312
대구,신경외과,2023,24870,24805.047854103614,24560.84,24894.0,440.69392190027565,343.02787875040127,500.2124548629312
대구,산부인과,2022,6472,4708.505815700738,4447.04,4532.9995,1932.2844791277882,1874.5827379979792,1869.348817101827
대구,산부인과,2023,2736,4823.470928779363,4447.04,4532.9995,1932.2844791277882,1874.5827379979792,1869.348817101827
대구,안과,2022,23210,22647.059035009945,22899.85,23092.0,15321.785440757054,15182.35346290225,15316.867042577604
대구,안과,2023,1431,23091.962943856528,22899.85,23092.0,15321.785440757054,15182.35346290225,15316.867042577604
대구,피부과,2022,20109,20960.69926781249,21470.9,21633.0,2327.8375281822327,2341.206101563894,2493.4891216927335
대구,피부과,2023,18453,21632.978533329242,21470.9,21633.0,2327.8375281822327,2341.206101563894,2493.4891216927335
대구,이비인후과,2022,17740,17064.481272563375,17245.5,17308.0,4857.6718815073755,4556.244643343902,4508.972610251697
대구,이비인후과,2023,23670,16833.507722109443,17245.5,17308.0,4857.6718815073755,4556.244643343902,4508.972610251697
대구,비뇨의학과,2022,41432,44468.92614662429,45291.33,44496.996,17616.630670813433,18291.32845965268,17658.43481172666
대구,비뇨의학과,2023,19713,44440.88773760587,45291.33,44496.996,17616.630670813433,18291.32845965268,17658.43481172666
대구,치과,2022,25953,26039.711419208365,25639.88,26040.0,10944.063409607033,10663.26297783188,10944.064692791248
대구,치과,2023,10563,26039.999998603667,25639.88,26040.0,10944.063409607033,10663.26297783188,10944.064692791248
대구,재활의학과,2022,37586,33648.04515324963,29767.93,35472.004,6655.447425945743,9606.718874563781,4105.154321094397
대구,재활의학과,2023,40879,32330.171278823578,29767.93,35472.004,6655.447425945743,9606.718874563781,4105.154321094397
대구,가정의학과,2022,7700,12377.4600573147,12266.08,12380.0,22023.763616416563,22088.206652564622,22020.48282849402
대구,가정의학과,2023,43168,12374.921312155006,12266.08,12380.0,22023.763616416563,22088.206652564622,22020.48282849402
대구,마취과,2022,0,-227.82005934880564,0.0,0.00034554434,161.09310924027693,0.0,0.0003455443452075382
대구,마취과,2023,0,-0.015738687123473483,0.0,0.00034554434,161.09310924027693,0.0,0.0003455443452075382
대구,핵의학과,2022,4946,4723.947364683796,4761.88,4908.9985,5307.197529006074,5220.863560216834,5115.278291549737
대구,핵의학과,2023,12143,4640.77474005709,4761.88,4908.9985,5307.197529006074,5220.863560216834,5115.278291549737
대구,건강관리과,2022,7621,8513.93253491439,8112.01,8453.0,12291.74459133147,12572.196792132232,12340.31701375617
대구,건강관리과,2023,25885,8524.797187672484,8112.01,8453.0,12291.74459133147,12572.196792132232,12340.31701375617
대구,내과,2022,8729,14360.462036853281,63409.62,26168.01,11513.918038319614,59206.20791829519,22236.05000893819
대구,내과,2023,0,15278.326234040294,63409.62,26168.01,11513.918038319614,59206.20791829519,22236.05000893819
대구,흉부외과,2022,0,133.966258407286,11.65,0.00031957807,6784.300225794564,6866.259274342908,6874.491981230322
대구,흉부외과,2023,9722,128.4859332442382,11.65,0.00031957807,6784.300225794564,6866.259274342908,6874.491981230322
대구,비뇨기과,2022,0,0.00010366346895654567,0.0,6.609786e-09,0.00016390628235684405,0.0,6.609786018102792e-09
대구,비뇨기과,2023,0,0.00020732685305087297,0.0,6.609786e-09,0.00016390628235684405,0.0,6.609786018102792e-09
대구,마취통증의학과,2022,2641,2869.9191480381105,2994.8,3037.999,15323.124812566033,15328.722541033874,15298.709488058135
대구,마취통증의학과,2023,24670,3001.038232840617,2994.8,3037.999,15323.124812566033,15328.722541033874,15298.709488058135
