병원,진료과,예측연도,ARIMA예측,RF예측,XGB예측,최근3년평균,최근3년증감률
대구,신경외과,2025,46102.49166217871,46368.56,46104.12109375,47124.333333333336,-7.605362832922504
대구,신경외과,2026,43229.03730757941,46368.56,46104.12109375,47124.333333333336,-7.605362832922504
대구,안과,2024,1104.975545324105,10537.2,2099.912109375,16918.666666666668,-91.4109926168991
대구,안과,2025,1948.1935347608774,10537.2,2099.912109375,16918.666666666668,-91.4109926168991
대구,안과,2026,1229.2865609764967,10537.2,2099.912109375,16918.666666666668,-91.4109926168991
대구,외과,2024,13221.412429931766,12682.64,13512.08984375,12102.666666666666,16.64364640883978
대구,외과,2025,13009.454734383467,12682.64,13512.08984375,12102.666666666666,16.64364640883978
대구,외과,2026,12854.850514073576,12682.64,13512.08984375,12102.666666666666,16.64364640883978
대구,이비인후과,2024,23983.247058954348,21371.6,23668.623046875,19591.666666666668,36.30866685862367
대구,이비인후과,2025,24296.36202488849,21371.6,23668.623046875,19591.666666666668,36.30866685862367
대구,이비인후과,2026,24609.34495350468,21371.6,23668.623046875,19591.666666666668,36.30866685862367
대구,재활의학과,2024,59888.597662778535,57040.46,60648.6640625,53529.666666666664,29.699328514605877
대구,재활의학과,2025,60426.134187239186,57040.46,60648.6640625,53529.666666666664,29.699328514605877
대구,재활의학과,2026,60046.642949815796,57040.46,60648.6640625,53529.666666666664,29.699328514605877
대구,정형외과,2024,23974.566916785363,30641.3,21401.0859375,38600.666666666664,-58.22087686749341
대구,정형외과,2025,23744.84676126003,30641.3,21401.0859375,38600.666666666664,-58.22087686749341
대구,정형외과,2026,23765.28835799396,30641.3,21401.0859375,38600.666666666664,-58.22087686749341
대구,치과,2024,10482.930664808877,16421.64,10567.583984375,20852.0,-59.435483870967744
대구,치과,2025,10550.893397368822,16421.64,10567.583984375,20852.0,-59.435483870967744
대구,치과,2026,10493.20673110652,16421.64,10567.583984375,20852.0,-59.435483870967744
대구,피부과,2024,18315.793826014444,19268.52,18454.357421875,20074.333333333332,-14.810027237892987
대구,피부과,2025,18188.9283612217,19268.52,18454.357421875,20074.333333333332,-14.810027237892987
대구,피부과,2026,18071.624265570925,19268.52,18454.357421875,20074.333333333332,-14.810027237892987
대구,핵의학과,2024,5104.866185137233,5802.95,6071.4833984375,5696.333333333333,-3.1540638900121314
대구,핵의학과,2025,5178.060002743158,5802.95,6071.4833984375,5696.333333333333,-3.1540638900121314
대구,핵의학과,2026,5195.07464321144,5802.95,6071.4833984375,5696.333333333333,-3.1540638900121314
대구,흉부외과,2024,5198.123313858332,6027.64,9719.41796875,3240.6666666666665,0.0
대구,흉부외과,2025,5049.245611116958,6027.64,9719.41796875,3240.6666666666665,0.0
대구,흉부외과,2026,5044.346147247518,6027.64,9719.41796875,3240.6666666666665,0.0
대구,정신건강의학과,2024,29481.345634663376,21912.26,28085.38671875,17265.0,135.93146312783472
대구,정신건강의학과,2025,30872.688161600654,21912.26,28085.38671875,17265.0,135.93146312783472
대구,정신건강의학과,2026,32264.027580818776,21912.26,28085.38671875,17265.0,135.93146312783472
대구,내분비내과,2024,27945.004340786243,32616.34,39276.6484375,27945.0,80.29099921971819
대구,내분비내과,2025,27945.004340786243,32616.34,39276.6484375,27945.0,80.29099921971819
대구,내분비내과,2026,27945.004340786243,32616.34,39276.6484375,27945.0,80.29099921971819
대구,소화기내과,2024,47827.33333333334,39087.0,20835.984375,47827.333333333336,-61.40961980286074
대구,소화기내과,2025,47827.33333333334,39087.0,20835.984375,47827.333333333336,-61.40961980286074
대구,소화기내과,2026,47827.33333333334,39087.0,20835.984375,47827.333333333336,-61.40961980286074
대구,순환기내과,2024,43077.25,46006.34,37392.68359375,55322.0,-41.77398508183192
대구,순환기내과,2025,43077.25,46006.34,37392.68359375,55322.0,-41.77398508183192
대구,순환기내과,2026,43077.25,46006.34,37392.68359375,55322.0,-41.77398508183192
대구,신장내과,2024,22472.648653070857,17707.4,8950.0009765625,22472.666666666668,-66.78177564888047
대구,신장내과,2025,22472.648653070857,17707.4,8950.0009765625,22472.666666666668,-66.78177564888047
대구,신장내과,2026,22472.648653070857,17707.4,8950.0009765625,22472.666666666668,-66.78177564888047
대구,감염내과,2024,17453.985762963723,21866.46,26344.37109375,17454.0,164.71415653571788
대구,감염내과,2025,17453.985762963723,21866.46,26344.37109375,17454.0,164.71415653571788
대구,감염내과,2026,17453.985762963723,21866.46,26344.37109375,17454.0,164.71415653571788
대구,비뇨의학과,2024,22381.413035583246,31619.72,22380.076171875,37491.0,-52.47976890890168
대구,비뇨의학과,2025,22388.729579457966,31619.72,22380.076171875,37491.0,-52.47976890890168
대구,비뇨의학과,2026,22395.09254009696,31619.72,22380.076171875,37491.0,-52.47976890890168
대구,마취통증의학과,2024,24670.0186638471,18501.96,24664.6328125,10116.333333333334,712.0473996050033
대구,마취통증의학과,2025,24670.018663855004,18501.96,24664.6328125,10116.333333333334,712.0473996050033
대구,마취통증의학과,2026,24670.018663855004,18501.96,24664.6328125,10116.333333333334,712.0473996050033
대전,가정의학과,2024,35704.08864883239,36553.8,37586.42578125,36028.333333333336,3.593969627649312
대전,가정의학과,2025,37586.95664073666,36553.8,37586.42578125,36028.333333333336,3.593969627649312
대전,가정의학과,2026,35704.13200709726,36553.8,37586.42578125,36028.333333333336,3.593969627649312
대전,건강관리과,2024,5019.666662247574,5124.08,5146.998046875,5019.666666666667,8.016789087093388
대전,건강관리과,2025,5019.666662247574,5124.08,5146.998046875,5019.666666666667,8.016789087093388
대전,건강관리과,2026,5019.666662247574,5124.08,5146.998046875,5019.666666666667,8.016789087093388
대전,내과,2024,7975.715443254624,7769.2,8164.32861328125,7419.666666666667,19.40909755740822
대전,내과,2025,8038.233001024849,7769.2,8164.32861328125,7419.666666666667,19.40909755740822
대전,내과,2026,8017.474819381524,7769.2,8164.32861328125,7419.666666666667,19.40909755740822
대전,비뇨기과,2024,1666.9062825449193,198.8,179.31239318847656,197.0,-22.844827586206897
대전,비뇨기과,2025,2849.867997961617,198.8,179.31239318847656,197.0,-22.844827586206897
대전,비뇨기과,2026,3790.383161153268,198.8,179.31239318847656,197.0,-22.844827586206897
대전,산부인과,2024,2327.0399858627525,5615.96,1907.3948974609375,8705.0,-85.64978553691023
대전,산부인과,2025,2529.3435194711474,5615.96,1907.3948974609375,8705.0,-85.64978553691023
대전,산부인과,2026,2626.7788139381264,5615.96,1907.3948974609375,8705.0,-85.64978553691023
대전,소아청소년과,2024,713.1988834724738,784.1,150.1930389404297,1698.6666666666667,-96.46975759002117
대전,소아청소년과,2025,752.6941490364305,784.1,150.1930389404297,1698.6666666666667,-96.46975759002117
대전,소아청소년과,2026,755.4638207238988,784.1,150.1930389404297,1698.6666666666667,-96.46975759002117
대전,신경과,2024,36382.729476281056,36691.6,36521.12890625,37072.666666666664,-4.833750260579529
대전,신경과,2025,36295.27194598806,36691.6,36521.12890625,37072.666666666664,-4.833750260579529
대전,신경과,2026,36239.95415735729,36691.6,36521.12890625,37072.666666666664,-4.833750260579529
대전,신경외과,2024,11224.327412970586,10910.64,10634.1513671875,11485.666666666666,-20.659553831231815
대전,신경외과,2025,10777.426364386829,10910.64,10634.1513671875,11485.666666666666,-20.659553831231815
대전,신경외과,2026,11115.748019178782,10910.64,10634.1513671875,11485.666666666666,-20.659553831231815
대전,안과,2024,12040.403644343709,12352.98,11970.60546875,12764.333333333334,-12.371888726207906
대전,안과,2025,11995.722398741958,12352.98,11970.60546875,12764.333333333334,-12.371888726207906
대전,안과,2026,12024.079080091828,12352.98,11970.60546875,12764.333333333334,-12.371888726207906
대전,외과,2024,14958.27042499044,14524.04,15290.4677734375,14071.333333333334,9.424645770717046
대전,외과,2025,14810.166903888517,14524.04,15290.4677734375,14071.333333333334,9.424645770717046
대전,외과,2026,14744.243539660503,14524.04,15290.4677734375,14071.333333333334,9.424645770717046
대전,이비인후과,2024,13274.273519295783,12477.86,13154.83203125,11999.333333333334,13.86652817450013
대전,이비인후과,2025,13187.609005565966,12477.86,13154.83203125,11999.333333333334,13.86652817450013
대전,이비인후과,2026,13250.579713434488,12477.86,13154.83203125,11999.333333333334,13.86652817450013
대전,재활의학과,2024,31714.383013752577,29180.92,32099.16015625,27417.333333333332,19.494490768314474
대전,재활의학과,2025,31697.723366674032,29180.92,32099.16015625,27417.333333333332,19.494490768314474
대전,재활의학과,2026,31697.00548864318,29180.92,32099.16015625,27417.333333333332,19.494490768314474
대전,정형외과,2024,74965.73837657664,72094.22,74436.71875,70182.66666666667,10.325917801722222
대전,정형외과,2025,75493.465762022,72094.22,74436.71875,70182.66666666667,10.325917801722222
대전,정형외과,2026,76021.18215656499,72094.22,74436.71875,70182.66666666667,10.325917801722222
대전,치과,2024,24176.44512672566,25081.1,24153.400390625,25890.666666666668,-11.218526006248851
대전,치과,2025,24182.513840006613,25081.1,24153.400390625,25890.666666666668,-11.218526006248851
대전,치과,2026,24184.08471148525,25081.1,24153.400390625,25890.666666666668,-11.218526006248851
대전,피부과,2024,12216.981697414585,12895.88,12292.3662109375,13773.666666666666,-24.274536380999322
대전,피부과,2025,12176.03125111541,12895.88,12292.3662109375,13773.666666666666,-24.274536380999322
대전,피부과,2026,12153.375516067088,12895.88,12292.3662109375,13773.666666666666,-24.274536380999322
대전,응급의학과,2024,4145.633272105589,3236.8,4759.41552734375,1586.6666666666667,0.0
대전,응급의학과,2025,4522.617234569779,3236.8,4759.41552734375,1586.6666666666667,0.0
대전,응급의학과,2026,4291.29463602628,3236.8,4759.41552734375,1586.6666666666667,0.0
대전,정신건강의학과,2024,8046.472731806052,7501.84,7885.13525390625,7483.333333333333,-5.9518129770992365
대전,정신건강의학과,2025,7931.415596379041,7501.84,7885.13525390625,7483.333333333333,-5.9518129770992365
대전,정신건강의학과,2026,8013.399373234753,7501.84,7885.13525390625,7483.333333333333,-5.9518129770992365
대전,응급실,2024,4072.2500430409905,1693.76,1.2044271230697632,3528.6666666666665,-100.0
대전,응급실,2025,4072.2500430409905,1693.76,1.2044271230697632,3528.6666666666665,-100.0
대전,응급실,2026,4072.2500430409905,1693.76,1.2044271230697632,3528.6666666666665,-100.0
대전,통증크리닉,2024,208.33332934790818,269.56,282.99896240234375,208.33333333333334,379.66101694915255
대전,통증크리닉,2025,208.33332934790818,269.56,282.99896240234375,208.33333333333334,379.66101694915255
대전,통증크리닉,2026,208.33332934790818,269.56,282.99896240234375,208.33333333333334,379.66101694915255
대전,한방내과,2024,7263.999992064075,7046.7,6999.00390625,7264.0,-10.200153964588145
대전,한방내과,2025,7263.999992064075,7046.7,6999.00390625,7264.0,-10.200153964588145
대전,한방내과,2026,7263.999992064075,7046.7,6999.00390625,7264.0,-10.200153964588145
대전,한방진료과,2024,6347.778697448195,6275.62,6495.58251953125,6134.666666666667,7.247812448406803
대전,한방진료과,2025,6461.952971308683,6275.62,6495.58251953125,6134.666666666667,7.247812448406803
대전,한방진료과,2026,6374.004986861484,6275.62,6495.58251953125,6134.666666666667,7.247812448406803
대전,내분비내과,2024,8497.333333333336,9489.26,9832.6181640625,8497.333333333334,58.72477804681194
대전,내분비내과,2025,8497.333333333336,9489.26,9832.6181640625,8497.333333333334,58.72477804681194
대전,내분비내과,2026,8497.333333333336,9489.26,9832.6181640625,8497.333333333334,58.72477804681194
대전,소화기내과,2024,45570.59463537973,45558.7,45570.2578125,47814.666666666664,-13.550479948400804
대전,소화기내과,2025,45570.99993564691,45558.7,45570.2578125,47814.666666666664,-13.550479948400804
대전,소화기내과,2026,45570.594699722606,45558.7,45570.2578125,47814.666666666664,-13.550479948400804
대전,신장내과,2024,12364.570984591435,15991.22,16415.2578125,14443.0,35.33388293487222
대전,신장내과,2025,15927.105406145496,15991.22,16415.2578125,14443.0,35.33388293487222
대전,신장내과,2026,12794.469623440651,15991.22,16415.2578125,14443.0,35.33388293487222
대전,호흡기내과,2024,21351.73788010853,21366.78,21089.6640625,23811.666666666668,-29.087791264584244
대전,호흡기내과,2025,21467.07000354183,21366.78,21089.6640625,23811.666666666668,-29.087791264584244
대전,호흡기내과,2026,21517.889925710217,21366.78,21089.6640625,23811.666666666668,-29.087791264584244
대전,류마티스내과,2024,5122.997307097566,6153.96,5124.08642578125,8899.0,-60.93785741517347
대전,류마티스내과,2025,5122.997307096479,6153.96,5124.08642578125,8899.0,-60.93785741517347
대전,류마티스내과,2026,5122.997307096479,6153.96,5124.08642578125,8899.0,-60.93785741517347
대전,혈액종양내과,2024,18673.998504314477,18332.66,18563.03125,18674.0,-6.200101061141991
대전,혈액종양내과,2025,18673.998504314477,18332.66,18563.03125,18674.0,-6.200101061141991
대전,혈액종양내과,2026,18673.998504314477,18332.66,18563.03125,18674.0,-6.200101061141991
대전,심장내과,2024,18779.667707563407,19842.4,18765.931640625,18975.333333333332,12.634295660524577
대전,심장내과,2025,18766.00016607656,19842.4,18765.931640625,18975.333333333332,12.634295660524577
대전,심장내과,2026,18779.667541488867,19842.4,18765.931640625,18975.333333333332,12.634295660524577
대전,비뇨의학과,2024,33614.57529113839,33447.0,33617.68359375,32787.666666666664,6.231435252480566
대전,비뇨의학과,2025,33611.16118338635,33447.0,33617.68359375,32787.666666666664,6.231435252480566
대전,비뇨의학과,2026,33607.75764392839,33447.0,33617.68359375,32787.666666666664,6.231435252480566
대전,건강검진센터,2024,7966.399393881156,8222.66,8085.98193359375,8417.666666666666,-8.694670280036133
대전,건강검진센터,2025,7876.694836527135,8222.66,8085.98193359375,8417.666666666666,-8.694670280036133
대전,건강검진센터,2026,7809.4133412972105,8222.66,8085.98193359375,8417.666666666666,-8.694670280036133
대전,마취통증의학과,2024,3758.8751135048683,3397.62,3518.626708984375,3321.3333333333335,17.810512219618346
대전,마취통증의학과,2025,3812.799097150145,3397.62,3518.626708984375,3321.3333333333335,17.810512219618346
대전,마취통증의학과,2026,3824.9212217411023,3397.62,3518.626708984375,3321.3333333333335,17.810512219618346
부산,가정의학과,2024,26870.134256157366,26992.7,23532.0546875,28586.333333333332,-12.75120504263997
부산,가정의학과,2025,25580.2498402985,26992.7,23532.0546875,28586.333333333332,-12.75120504263997
부산,가정의학과,2026,26078.523248505287,26992.7,23532.0546875,28586.333333333332,-12.75120504263997
부산,건강관리과,2024,6215.39353430851,7054.92,6585.71826171875,7489.0,-20.326678765880217
부산,건강관리과,2025,5967.5854323508365,7054.92,6585.71826171875,7489.0,-20.326678765880217
부산,건강관리과,2026,5801.4388383485475,7054.92,6585.71826171875,7489.0,-20.326678765880217
부산,비뇨기과,2024,50361.75,55234.06,58689.53125,51614.333333333336,20.812663386920814
부산,비뇨기과,2025,50361.75,55234.06,58689.53125,51614.333333333336,20.812663386920814
부산,비뇨기과,2026,50361.75,55234.06,58689.53125,51614.333333333336,20.812663386920814
부산,산부인과,2024,2619.8015040459095,2603.8,2357.01953125,3083.0,-49.19163612847596
부산,산부인과,2025,2596.748990109607,2603.8,2357.01953125,3083.0,-49.19163612847596
부산,산부인과,2026,2598.7711185624585,2603.8,2357.01953125,3083.0,-49.19163612847596
부산,소아청소년과,2024,12527.958342432288,18067.64,11366.2705078125,23119.333333333332,-60.779848171152516
부산,소아청소년과,2025,13060.704383580345,18067.64,11366.2705078125,23119.333333333332,-60.779848171152516
부산,소아청소년과,2026,13304.963006281758,18067.64,11366.2705078125,23119.333333333332,-60.779848171152516
부산,신경과,2024,19297.94670724179,19922.96,19237.67578125,20599.0,-12.25653423345345
부산,신경과,2025,19351.701042237997,19922.96,19237.67578125,20599.0,-12.25653423345345
부산,신경과,2026,19398.346435666353,19922.96,19237.67578125,20599.0,-12.25653423345345
부산,신경외과,2024,58744.52999248924,57162.68,58294.44921875,56732.666666666664,1.0715028781468894
부산,신경외과,2025,58447.198821036625,57162.68,58294.44921875,56732.666666666664,1.0715028781468894
부산,신경외과,2026,58643.4251033956,57162.68,58294.44921875,56732.666666666664,1.0715028781468894
부산,안과,2024,30928.20394880433,30426.84,30703.287109375,31066.0,-11.51363190962015
부산,안과,2025,30848.752706551797,30426.84,30703.287109375,31066.0,-11.51363190962015
부산,안과,2026,30876.782854020283,30426.84,30703.287109375,31066.0,-11.51363190962015
부산,외과,2024,7153.447487501459,7348.4,6599.248046875,8261.666666666666,-37.20376891596079
부산,외과,2025,6848.6842419848945,7348.4,6599.248046875,8261.666666666666,-37.20376891596079
부산,외과,2026,7015.901914056093,7348.4,6599.248046875,8261.666666666666,-37.20376891596079
부산,이비인후과,2024,13538.593763454019,13346.48,13373.0791015625,13360.0,-0.8673091178650851
부산,이비인후과,2025,13664.664729830018,13346.48,13373.0791015625,13360.0,-0.8673091178650851
부산,이비인후과,2026,13760.645932451767,13346.48,13373.0791015625,13360.0,-0.8673091178650851
부산,재활의학과,2024,39196.78859502196,40276.64,38784.609375,40694.666666666664,0.03868970853752902
부산,재활의학과,2025,39292.41057396609,40276.64,38784.609375,40694.666666666664,0.03868970853752902
부산,재활의학과,2026,39314.615081249016,40276.64,38784.609375,40694.666666666664,0.03868970853752902
