진료과,순위,상명코드,상병명,건수
비뇨의학과,4,R31,상세불명의 혈뇨,3351
비뇨의학과,5,C67,방광의 악성 신생물,944
비뇨의학과,6,M79,달리 분류되지 않은 기타 연조직장애,815
비뇨의학과,7,R35,다뇨증,755
비뇨의학과,8,N20,콩팥(신장)및 요관의 결석,672
비뇨의학과,9,N41,전립선의 염증성 질환,600
비뇨의학과,10,N39,비뇨기계통의 기타 장애,436
비뇨의학과,11,C64,콩팥깔때기를  제외한 콩팥(신장)의 악성 신생물,352
비뇨의학과,12,N30,방광염,326
비뇨의학과,13,N28,달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애,305
비뇨의학과,14,Q61,낭성 콩팥(신장)병,237
비뇨의학과,15,N21,하부요로의 결석,192
비뇨의학과,16,D30,비뇨기관의 양성 신생물,188
비뇨의학과,17,N45,고환염 및 부고환염,181
비뇨의학과,18,D17,양성 지방종성 신생물,154
비뇨의학과,19,N35,요도협착,153
비뇨의학과,20,D41,비뇨기관의 행동양식 불명 또는 미상의 신생물,120
산부인과,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,495
산부인과,2,N95,폐경기 및 기타 폐경기전후 장애,275
산부인과,3,M81,병적골절이 없는 골다공증,216
산부인과,4,Z01,호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사,214
산부인과,5,D25,자궁의 평활근종,181
산부인과,6,M85,뼈 밀도 및 구조의 기타 장애,179
산부인과,7,N76,질 및 외음부의 기타 염증,67
산부인과,8,N64,유방의 기타 장애,60
산부인과,9,R10,복부 및 골반통증,44
산부인과,10,N83,난소. 난관 및 광 인대의 비염증성 장애,37
산부인과,11,M80,병적 골절을 동반한 골다공증,34
산부인과,12,B37,칸디다증,29
산부인과,13,N30,방광염,23
산부인과,14,N92,과다. 빈발 및 불규칙 월경,19
산부인과,15,N93,기타 이상 자궁 및 질 출혈,18
산부인과,16,N31,달리 분류되지 않은 방광의 신경근육기능장애,17
산부인과,17,N71,자궁목을 제외한 자궁의 염증성 질환,17
산부인과,18,L30,기타 피부염,13
산부인과,19,R31,상세불명의 혈뇨,12
산부인과,20,N91,무월경. 소량 및 희발 월경,9
소아청소년과,1,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,2982
소아청소년과,2,Z20,전염성 질환에 접촉 및 노출,1562
소아청소년과,3,J18,상세불명 병원체의 폐렴,1101
소아청소년과,4,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,805
소아청소년과,5,U07,U07의 응급사용,767
소아청소년과,6,J00,급성 코인두염 [감기],629
소아청소년과,7,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,404
소아청소년과,8,J02,급성 인두염,402
소아청소년과,9,E34,기타 내분비장애,337
소아청소년과,10,J11,바이러스가 확인되지 않은 인플루엔자,125
소아청소년과,11,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,114
소아청소년과,12,J10,확인된 인플루엔자 바이러스에 의한  인플루엔자,89
소아청소년과,13,K30,소화불량,56
소아청소년과,14,T14,상세불명의 신체부위의 손상,54
소아청소년과,15,L30,기타 피부염,54
소아청소년과,16,K12,입안염 및 관련 병터,52
소아청소년과,17,J31,만성비염. 비인두염 및 인두염,45
소아청소년과,18,E30,달리 분류되지 않은 사춘기의 장애,43
소아청소년과,19,G44,기타 두통증후군,32
소아청소년과,20,J20,급성 기관지염,16
소화기내과,1,K21,위-식도역류병,5971
소화기내과,2,K63,창자의 기타 질환,3756
소화기내과,3,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,2543
소화기내과,4,K29,위염 및 십이지장염,2023
소화기내과,5,K59,기타 기능적 창자 장애,1981
소화기내과,6,K62,항문 및 직장의 기타 질환,1356
소화기내과,7,D12,결장. 직장. 항문 및 항문관의 양성 신생물,1277
소화기내과,8,B18,만성 바이러스간염,1263
소화기내과,9,K80,담석증,1125
소화기내과,10,D13,기타 및 부위불명의 소화계통의 양성 신생물,1109
소화기내과,11,C16,위의 악성 신생물,992
소화기내과,12,R69,미상 및 상세불명의 병인,989
소화기내과,13,K30,소화불량,799
소화기내과,14,C22,간 및 간내담관의 악성 신생물,735
소화기내과,15,D14,중이 및 호흡기계의 양성 신생물,723
소화기내과,16,D37,구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,653
소화기내과,17,K58,자극성 장증후군,648
소화기내과,18,K74,간의 섬유증 및 경화증,633
소화기내과,19,K86,췌장의 기타 질환,631
소화기내과,20,I10,본태성(원발성) 고혈압,630
순환기내과,1,I20,협심증,16842
순환기내과,2,I11,고혈압성 심장병,3597
순환기내과,3,I10,본태성(원발성) 고혈압,3263
순환기내과,4,I50,심장기능상실(심부전),1978
순환기내과,5,I48,심방세동 및 조동,1772
순환기내과,6,R07,인후 및 흉곽의 동통,1304
순환기내과,7,R06,호흡의 이상,1267
순환기내과,8,I73,기타 말초혈관질환,1049
순환기내과,9,Z95,심장 및 혈관 삽입물 및 이식편의 존재,660
순환기내과,10,E78,지질단백질대사장애 및 기타 지질증,459
순환기내과,11,R00,심장박동의 이상,434
순환기내과,12,I21,급성 심근경색증,415
순환기내과,13,I49,기타 심장성 부정맥,369
순환기내과,14,I71,대동맥류 및 박리,320
순환기내과,15,R03,진단명 없는 혈압수치이상,293
순환기내과,16,R89,기타 기관. 계 및 조직으로부터의 검사재료의 이상 소견,273
순환기내과,17,R60,달리 분류되지 않은 부종,268
순환기내과,18,I70,죽상경화증,243
순환기내과,19,I44,심방실 차단 및 좌각 차단,228
순환기내과,20,R55,실신 및 허탈,197
신경과,1,I63,뇌경색증,4935
신경과,2,F03,상세불명의 치매,2228
신경과,3,R42,현기 및 어지러움,1927
신경과,4,R51,두통,1700
신경과,5,I67,기타 대뇌혈관 질환,1310
신경과,6,R41,인지기능 및 자각에 관한 기타 증상 및 징후,1133
신경과,7,G20,파킨슨병,672
신경과,8,F00,알츠하이머병에서의 치매(G30.-+),636
신경과,9,R25,이상적 불수의적 운동,563
신경과,10,R44,일반적 감각 및 지각에 관한 기타 증상 및 징후,536
신경과,11,I65,대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착,379
신경과,12,G25,기타 추체외로 및 운동 장애,274
신경과,13,G45,일과성 대뇌허혈발작 및 관련 증후군,191
신경과,14,G40,뇌전증,142
신경과,15,G44,기타 두통증후군,106
신경과,16,I66,대뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착,95
신경과,17,E14,상세불명의 당뇨병,84
신경과,18,R26,보행과 이동의 이상,73
신경과,19,G21,이차성 파킨슨증,73
신경과,20,H53,시각장애,62
신경외과,1,M48,기타 척추병증,5629
신경외과,2,M51,기타 추간판장애,4207
신경외과,3,M96,달리 분류되지 않은 처치후 근육골격 장애,2544
신경외과,4,M47,척추증,2309
신경외과,5,M50,목뼈원판 장애,1415
신경외과,6,M43,기타 변형성 배병증,978
신경외과,7,M54,배통,950
신경외과,8,S32,허리뼈 및 골반의 골절,897
신경외과,9,G54,신경뿌리 및 신경총 장애,773
신경외과,10,I63,뇌경색증,740
신경외과,11,S06,머리내 손상,497
신경외과,12,I67,기타 대뇌혈관 질환,406
신경외과,13,S22,늑골. 흉골 및 흉추골의 골절,377
신경외과,14,I61,뇌내출혈,215
신경외과,15,S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",186
신경외과,16,R51,두통,174
신경외과,17,I69,대뇌혈관 질환의 후유증,163
신경외과,18,M79,달리 분류되지 않은 기타 연조직장애,123
신경외과,19,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",102
신경외과,20,R52,달리 분류되지 않은 통증,95
신장내과,1,N18,만성 콩팥(신장)기능상실,13851
신장내과,2,I10,본태성(원발성) 고혈압,2299
신장내과,3,E11,인슐린-비의존 당뇨병,1474
신장내과,4,R60,달리 분류되지 않은 부종,594
신장내과,5,N17,급성 콩팥(신장)기능상실,511
신장내과,6,N28,달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애,213
신장내과,7,E87,수분. 전해질 및 산-염기균형의 기타장애,185
신장내과,8,E78,지질단백질대사장애 및 기타 지질증,177
신장내과,9,N39,비뇨기계통의 기타 장애,126
신장내과,10,Z20,전염성 질환에 접촉 및 노출,71
신장내과,11,R39,비뇨기계를 침습한 기타 증상 및 징후,64
신장내과,12,R69,미상 및 상세불명의 병인,57
신장내과,13,Z94,이식한 장기 및 조직의 상태,56
신장내과,14,I11,고혈압성 심장병,54
신장내과,15,R82,요의 기타 이상소견,53
신장내과,16,N10,급성 세뇨관-사이질성 신염,38
신장내과,17,R10,복부 및 골반통증,30
신장내과,18,R80,고립성 단백뇨증,28
신장내과,19,K30,소화불량,28
신장내과,20,Q61,낭성 콩팥(신장)병,25
안과,1,H35,기타 망막장애,7106
안과,2,H36,달리 분류된 질환에서의 망막장애,7025
안과,3,H25,노인성 백내장,5349
안과,4,H04,눈물기관의 장애,4075
안과,5,H40,녹내장,1933
안과,6,H16,각막염,706
안과,7,H01,안검의 기타 염증,701
안과,8,H34,망막혈관폐쇄,658
안과,9,H26,기타 백내장,393
안과,10,H02,안검의 기타 장애,352
안과,11,H10,결막염,324
안과,12,Z96,기타 기능적 삽입물의 존재,279
안과,13,H18,각막의 기타 장애,177
안과,14,H43,초자체의 장애,162
안과,15,E14,상세불명의 당뇨병,150
안과,16,H11,결막의 기타 장애,125
안과,17,H42,달리 분류된 질환에서의 녹내장,118
안과,18,H52,굴절 및 조절의 장애,95
안과,19,H33,망막박리 및 망막이단(離斷),85
안과,20,H00,맥립종 및 콩다래끼,69
외과,1,K64,치핵 및 항문주위정맥혈전증,862
외과,2,I83,하지의 정맥류,829
외과,3,C16,위의 악성 신생물,586
외과,4,K40,서혜헤르니아,508
외과,5,L89,욕창성 및 압박부위 궤양,428
외과,6,L02,"피부의 농양, 종기 및 큰종기",335
외과,7,K80,담석증,325
외과,8,C20,직장의 악성 신생물,283
외과,9,L72,피부 및 피하조직의 모낭성 낭,274
외과,10,C18,결장의 악성 신생물,274
외과,11,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,170
외과,12,T30,상세불명의 신체부위의 화상 및 부식,139
외과,13,S22,늑골. 흉골 및 흉추골의 골절,102
외과,14,R22,피부 및 피하조직의 국한적 종창. 종괴 및 소괴,87
외과,15,K81,담낭염,82
외과,16,R15,분변의 실금,69
외과,17,T24,발목 및 발을 제외한 엉덩이 및 다리의 화상 및 부식,69
외과,18,D17,양성 지방종성 신생물,67
외과,19,K82,쓸개(담낭)의 기타 질환,62
외과,20,S20,흉부의 표재성 손상,54
응급실,1,M54,배통,698
응급실,2,R10,복부 및 골반통증,355
응급실,3,U07,U07의 응급사용,283
응급실,4,R42,현기 및 어지러움,255
응급실,5,R07,인후 및 흉곽의 동통,233
응급실,6,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,229
응급실,7,J18,상세불명 병원체의 폐렴,205
응급실,8,M79,달리 분류되지 않은 기타 연조직장애,196
응급실,9,R50,원인 미상의 열,171
응급실,10,T14,상세불명의 신체부위의 손상,167
응급실,11,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,149
응급실,12,R53,병감 및 피로,145
응급실,13,R06,호흡의 이상,88
응급실,14,I50,심장기능상실(심부전),88
응급실,15,L50,두드러기,76
응급실,16,K59,기타 기능적 창자 장애,67
응급실,17,G44,기타 두통증후군,67
응급실,18,I20,협심증,67
응급실,19,J00,급성 코인두염 [감기],65
응급실,20,R30,배뇨와 연관된 통증,62
이비인후과,1,H90,전음성 및 감각신경성 청력소실,4210
이비인후과,2,J37,만성후두염 및 후두기관염,3048
이비인후과,3,J34,코 및 코옆굴의 기타 장애,924
이비인후과,4,R42,현기 및 어지러움,897
이비인후과,5,H93,달리 분류되지 않은 귀의 기타 장애,355
이비인후과,6,H91,기타 청력소실,261
이비인후과,7,J30,혈관운동성 및 앨러지성 비염,217
이비인후과,8,J33,코폴립,215
이비인후과,9,J38,달리 분류되지 않은 성대및 후두의 질환,191
이비인후과,10,H81,전정기능의 장애,189
이비인후과,11,J31,만성비염. 비인두염 및 인두염,181
이비인후과,12,H62,달리 분류된 질환에서의 외이의 장애,178
이비인후과,13,H66,화농성 및 상세불명의 중이염,176
이비인후과,14,J32,만성 부비동염,173
이비인후과,15,C32,후두의 악성 신생물,161
이비인후과,16,K14,혀의 질환,121
이비인후과,17,R04,호흡기도 출혈,107
이비인후과,18,J04,급성 후두염 및 기관염,93
이비인후과,19,H61,외이의 기타장애,88
이비인후과,20,H65,비화농성 중이염,85
일반검진,1,K30,소화불량,873
일반검진,2,K29,위염 및 십이지장염,337
일반검진,3,K21,위-식도역류병,92
일반검진,4,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,35
일반검진,5,R69,미상 및 상세불명의 병인,23
일반검진,6,D13,기타 및 부위불명의 소화계통의 양성 신생물,21
일반검진,7,K25,위궤양,20
일반검진,8,K59,기타 기능적 창자 장애,17
일반검진,9,K26,십이지장궤양,11
일반검진,10,K31,위 및 십이지장의 기타 질환,9
일반검진,11,K27,상세불명 부위의 소화성 궤양,6
일반검진,12,K22,식도의 기타 질환,4
일반검진,13,D12,결장. 직장. 항문 및 항문관의 양성 신생물,3
일반검진,14,D18,모든 부위의 혈관종 및 림프관종,3
일반검진,15,K74,간의 섬유증 및 경화증,3
일반검진,16,K76,간의 기타 질환,3
일반검진,17,B49,상세불명의 진균증,2
일반검진,18,C16,위의 악성 신생물,2
일반검진,19,B18,만성 바이러스간염,2
일반검진,20,K57,창자의 곁주머니(게실)병,2
일반내과,1,E11,인슐린-비의존 당뇨병,4245
일반내과,2,R53,병감 및 피로,1612
일반내과,3,R73,혈당치상승,1175
일반내과,4,I10,본태성(원발성) 고혈압,889
일반내과,5,J06,다발성 및 상세불명 부위의 급성 상기도감염,638
일반내과,6,R69,미상 및 상세불명의 병인,615
일반내과,7,E03,기타 갑상선기능저하증,515
일반내과,8,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,424
일반내과,9,R05,기침,349
일반내과,10,J40,급성인지 만성인지 명시되지 않은 기관지염,329
일반내과,11,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,261
일반내과,12,K29,위염 및 십이지장염,254
일반내과,13,J44,기타 만성 폐쇄성 폐질환,235
일반내과,14,J30,혈관운동성 및 앨러지성 비염,229
일반내과,15,K21,위-식도역류병,179
일반내과,16,J42,상세불명의 만성 기관지염,173
일반내과,17,K59,기타 기능적 창자 장애,158
일반내과,18,E78,지질단백질대사장애 및 기타 지질증,127
일반내과,19,J00,급성 코인두염 [감기],126
일반내과,20,I20,협심증,105
재활의학과,1,M54,배통,6567
재활의학과,2,M48,기타 척추병증,6102
재활의학과,3,M17,윤충증,4305
재활의학과,4,I69,대뇌혈관 질환의 후유증,2571
재활의학과,5,M75,어깨병변,2253
재활의학과,6,G81,편마비,2120
재활의학과,7,M50,목뼈원판 장애,1992
재활의학과,8,G82,하반신마비 및 사지마비,1781
재활의학과,9,I63,뇌경색증,1413
재활의학과,10,M51,기타 추간판장애,1038
재활의학과,11,G20,파킨슨병,769
재활의학과,12,M79,달리 분류되지 않은 기타 연조직장애,613
재활의학과,13,I61,뇌내출혈,560
재활의학과,14,G95,척수의 기타질환,467
재활의학과,15,M15,진균증,424
재활의학과,16,M13,추 락,399
재활의학과,17,G62,기타 다발신경병증,398
재활의학과,18,M65,활막염 및 건초염,374
재활의학과,19,M77,기타 골부착부병증,311
재활의학과,20,S46,어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상,264
정신건강의학과,1,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,7402
정신건강의학과,2,F41,기타 불안장애,3006
정신건강의학과,3,F32,우울증 에피소드,2536
정신건강의학과,4,F00,알츠하이머병에서의 치매(G30.-+),1969
정신건강의학과,5,F51,비기질적 수면 장애,1963
정신건강의학과,6,F20,조현병,461
정신건강의학과,7,F43,심한 스트레스에 대한 반응 및 적응장애,195
정신건강의학과,8,F10,알콜사용에 의한 정신및 행동장애,172
정신건강의학과,9,F31,양극성 정동장애,168
정신건강의학과,10,F40,공포성 불안장애,84
정신건강의학과,11,F05,알콜 및 기타 정신활성물질에 의하여 유발된 것이 아닌 섬망,76
정신건강의학과,12,F33,재발성 우울장애,68
정신건강의학과,13,F48,기타 신경성 장애,63
정신건강의학과,14,R41,인지기능 및 자각에 관한 기타 증상 및 징후,50
정신건강의학과,15,F09,상세불명의 기질성 또는 증상성 정신장애,43
정신건강의학과,16,F34,지속성 기분[정동]장애,41
정신건강의학과,17,G40,뇌전증,33
정신건강의학과,18,F22,지속성 망상장애,26
정신건강의학과,19,F63,습관 및 충동 장애,22
정신건강의학과,20,F07,뇌질환. 뇌손상 및 기능이상에 의한 인격 및 행동 장애,17
정형외과,1,M17,윤충증,12707
정형외과,2,M48,기타 척추병증,4628
정형외과,3,M75,어깨병변,4497
정형외과,4,M15,진균증,1923
정형외과,5,S46,어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상,1857
정형외과,6,M23,유독성 물질에 의한 불의의 중독 및 노출,1854
정형외과,7,R52,달리 분류되지 않은 통증,1377
정형외과,8,M46,기타 염증성 척추병증,351
정형외과,9,M77,기타 골부착부병증,346
정형외과,10,M54,배통,288
정형외과,11,M81,병적골절이 없는 골다공증,277
정형외과,12,M19,"연기, 불 및 화염에 노출",265
정형외과,13,E14,상세불명의 당뇨병,253
정형외과,14,M10,활막 및 건 장애,248
정형외과,15,S52,아래팔의 골절,221
정형외과,16,S82,발목을 포함한 아래다리의 골절,215
정형외과,17,S72,대퇴골의 골절,202
정형외과,18,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,195
정형외과,19,S83,무릎의 관절 및 인대의 탈구. 염좌 및 긴장,194
정형외과,20,G62,기타 다발신경병증,193
종합검진,1,R69,미상 및 상세불명의 병인,5
종합검진,2,K30,소화불량,2
진료부장실,1,G90,자율신경계통의 장애,141
치과,1,K05,치은염(잇몸염)및 치주 질환,12399
치과,2,K08,치아 및 지지구조의 기타 장애,8535
치과,3,K02,치아우식증,7805
치과,4,K04,치수 및 치근단주위조직의 질환,3724
치과,5,K03,치아경조직의 기타 질환,367
치과,6,S02,머리뼈 및 얼굴뼈의 골절,362
치과,7,T85,"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",221
치과,8,K07,치아얼굴이상[부정교합포함],99
치과,9,K12,입안염 및 관련 병터,60
치과,10,K10,턱의 기타 질환,56
치과,11,K13,입술 및 구강점막의 기타 질환,50
치과,12,K09,달리 분류되지 않은 구강영역의 낭,24
치과,13,G50,삼차신경의 장애,20
치과,14,L43,편평태선,18
치과,15,S03,머리의 관절 및 인대의 탈구. 염좌 및 긴장,14
치과,16,K11,타액선의 질환,14
치과,17,T14,상세불명의 신체부위의 손상,11
치과,18,K01,매몰치 및 매복치,10
치과,19,K92,소화기계통의 기타 질환,6
치과,20,R19,소화기계통 및 복부에 침습한 기타 증상 및 징후,6
통증클리닉,1,M48,기타 척추병증,455
통증클리닉,2,M17,윤충증,320
통증클리닉,3,G54,신경뿌리 및 신경총 장애,225
통증클리닉,4,G53,달리 분류된 질환에서의 뇌신경장애,27
통증클리닉,5,S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",11
통증클리닉,6,M75,어깨병변,8
통증클리닉,7,M19,"연기, 불 및 화염에 노출",7
통증클리닉,8,M24,기타 특정 관절장애,6
통증클리닉,9,M77,기타 골부착부병증,6
통증클리닉,10,M46,기타 염증성 척추병증,6
통증클리닉,11,T87,재부착 및 절단에 특이한 합병증,4
통증클리닉,12,E14,상세불명의 당뇨병,3
통증클리닉,13,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",2
통증클리닉,14,M54,배통,2
통증클리닉,15,M65,활막염 및 건초염,2
통증클리닉,16,G58,기타 단일신경병증,2
통증클리닉,17,S83,무릎의 관절 및 인대의 탈구. 염좌 및 긴장,2
통증클리닉,18,R52,달리 분류되지 않은 통증,2
통증클리닉,19,M79,달리 분류되지 않은 기타 연조직장애,2
통증클리닉,20,S63,"손목 및 손부위의 관절 및 인대의 탈구, 염좌 및 긴장",2
피부과,1,L30,기타 피부염,22048
피부과,2,L08,피부 피하조직의 기타 국소 감염,3818
피부과,3,L85,기타 표피의 비후,2283
피부과,4,L21,지루피부염,2117
피부과,5,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,818
피부과,6,L40,건선,567
피부과,7,B35,피부사상균증,534
피부과,8,G53,달리 분류된 질환에서의 뇌신경장애,347
피부과,9,L80,백반증,277
피부과,10,D23,피부의 기타 양성 신생물,176
피부과,11,B02,대상포진,101
피부과,12,L29,소양증,94
피부과,13,C44,피부의 기타 악성 신생물,77
피부과,14,L50,두드러기,69
피부과,15,L41,유사건선,61
피부과,16,B86,옴,54
피부과,17,L63,원형 탈모증,41
피부과,18,L73,기타 모낭장애,32
피부과,19,L28,만성 단순태선 및 양진,25
피부과,20,L91,피부의 비대성 장애,23
한방진료과,1,M79,달리 분류되지 않은 기타 연조직장애,1561
한방진료과,2,M99,달리 분류되지 않은 생체역학적 병변,1560
한방진료과,3,R53,병감 및 피로,976
한방진료과,4,M54,배통,529
한방진료과,5,M17,윤충증,233
한방진료과,6,K30,소화불량,173
한방진료과,7,J11,바이러스가 확인되지 않은 인플루엔자,137
한방진료과,8,M42,척추성 골연골증,94
한방진료과,9,G51,얼굴신경 장애,89
한방진료과,10,M48,기타 척추병증,89
한방진료과,11,M51,기타 추간판장애,87
한방진료과,12,J07,,63
한방진료과,13,M22,자연의 힘에 노출,47
한방진료과,14,R25,이상적 불수의적 운동,41
한방진료과,15,D68,기타 응고결함,32
한방진료과,16,J10,확인된 인플루엔자 바이러스에 의한  인플루엔자,26
한방진료과,17,U23,,21
한방진료과,18,I63,뇌경색증,18
한방진료과,19,R42,현기 및 어지러움,16
한방진료과,20,G43,편두통,16
혈액종양내과,1,D64,기타 빈혈,1040
혈액종양내과,2,D69,자색반증 및 기타 출혈성 병태,297
혈액종양내과,3,C16,위의 악성 신생물,138
혈액종양내과,4,D72,백혈구의 기타 장애,129
혈액종양내과,5,D47,림프. 조혈 및 관련조직의 행동양식 불명 또는 미상의 기타 신생,105
혈액종양내과,6,C18,결장의 악성 신생물,97
혈액종양내과,7,D46,골수형성이상증후군,89
혈액종양내과,8,C92,골수성 백혈병,87
혈액종양내과,9,C34,기관지 및 폐의 악성 신생물,69
혈액종양내과,10,C19,직장구불결장접합부의 악성 신생물,56
혈액종양내과,11,C61,전립선의 악성 신생물,55
혈액종양내과,12,D61,기타 무형성빈혈,48
혈액종양내과,13,C83,비소포성 림프종(94쪽 세분류 참조),44
혈액종양내과,14,D53,기타 영양성 빈혈,40
혈액종양내과,15,C90,다발성 골수종 및 악성 형질세포신생물,39
혈액종양내과,16,R89,기타 기관. 계 및 조직으로부터의 검사재료의 이상 소견,38
혈액종양내과,17,C20,직장의 악성 신생물,31
혈액종양내과,18,C85,기타 및 상세불명 형의 비호지킨 림프종,28
혈액종양내과,19,D45,진성 적혈구증가증,24
혈액종양내과,20,D75,혈액 및 조혈기관의 기타 질환,23
호흡기·알레르기내과,1,J44,기타 만성 폐쇄성 폐질환,4797
호흡기·알레르기내과,2,J45,천식,2314
호흡기·알레르기내과,3,J18,상세불명 병원체의 폐렴,1390
호흡기·알레르기내과,4,J98,기타 호흡장애,1031
호흡기·알레르기내과,5,R91,폐의 진단적 영상상 이상소견,1021
호흡기·알레르기내과,6,R05,기침,771
호흡기·알레르기내과,7,C34,기관지 및 폐의 악성 신생물,747
호흡기·알레르기내과,8,R06,호흡의 이상,549
호흡기·알레르기내과,9,R09,순환기계통 및 호흡기계통을 침습한 기타 증상 및 징후,519
호흡기·알레르기내과,10,J42,상세불명의 만성 기관지염,496
호흡기·알레르기내과,11,J47,기관지확장증,432
호흡기·알레르기내과,12,R93,기타 신체구조의 진단적 영상상 이상소견,338
호흡기·알레르기내과,13,J43,폐기종,290
호흡기·알레르기내과,14,J84,기타 사이질성 폐질환,267
호흡기·알레르기내과,15,J40,급성인지 만성인지 명시되지 않은 기관지염,126
호흡기·알레르기내과,16,R04,호흡기도 출혈,117
