년도,지역,구분,상병코드,연인원,59이하,60-64,65-69,70-79,80-89,90이상,진료비(천원),진료과,ARIMA예측_평균,RF예측_평균,XGB예측_평균,실제값_평균,예측값_평균,예측값_표준편차,가중예측값,ARIMA_오차,RF_오차,XGB_오차,ARIMA예측_log,RF예측_log,XGB예측_log,실제값_log,ARIMA_비율,RF_비율,XGB_비율,high_cost,pred_bin_timeseries,pred_cost_timeseries
2023,인천,입원(연인원),J18,778.0,18.0,0.0,38.0,243,234.0,245.0,238309.359,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,0,0,239736.7312487878
2023,인천,입원(연인원),G81,859.0,0.0,0.0,0.0,445,353.0,61.0,213927.209,재활의학과,53967.07846424424,51586.26,52769.34541666667,61065.0,52774.22796030364,1190.4167418790132,52653.96640118219,7097.921535755762,9478.739999999998,8295.65458333333,10.896148011203508,10.851030021760216,10.873704672079763,11.019710525463898,0.8837644880740889,0.8447762220584624,0.8641504203171485,0,0,239736.7312487878
2023,인천,입원(연인원),F00,274.0,0.0,0.0,0.0,155,76.0,43.0,127217.849,신경과,37889.24354162098,38717.073333333334,38293.57188333333,34099.0,38299.962919429214,413.9518994018689,38339.75664999086,3790.2435416209773,4618.073333333334,4194.57188333333,10.542448931588215,10.564061781199328,10.553063438840894,10.437052663271608,1.1111540966486106,1.1354313420725926,1.1230115804960066,0,0,239736.7312487878
2023,인천,입원(연인원),M51,385.0,19.0,0.0,0.0,319,35.0,12.0,124325.402,재활의학과,53967.07846424424,51586.26,52769.34541666667,61065.0,52774.22796030364,1190.4167418790132,52653.96640118219,7097.921535755762,9478.739999999998,8295.65458333333,10.896148011203508,10.851030021760216,10.873704672079763,11.019710525463898,0.8837644880740889,0.8447762220584624,0.8641504203171485,0,0,239736.7312487878
2023,인천,입원(연인원),I61,431.0,104.0,0.0,0.0,327,0.0,0.0,117652.579,재활의학과,53967.07846424424,51586.26,52769.34541666667,61065.0,52774.22796030364,1190.4167418790132,52653.96640118219,7097.921535755762,9478.739999999998,8295.65458333333,10.896148011203508,10.851030021760216,10.873704672079763,11.019710525463898,0.8837644880740889,0.8447762220584624,0.8641504203171485,0,0,239736.7312487878
2023,인천,입원(연인원),S72,420.0,0.0,0.0,0.0,231,57.0,132.0,112976.226,정형외과,56233.61123422626,58787.79666666667,56171.34816666666,54803.5,57064.25202251986,1492.9580629310515,56968.735330178584,1430.1112342262568,3984.296666666669,1367.848166666663,10.937287704579163,10.981706582853205,10.936179889293363,10.91152758635303,1.0260952536649348,1.07270150020832,1.0249591388627854,0,1,1670186.377274899
2023,인천,입원(연인원),M54,412.0,0.0,0.0,0.0,95,185.0,132.0,101194.043,재활의학과,53967.07846424424,51586.26,52769.34541666667,61065.0,52774.22796030364,1190.4167418790132,52653.96640118219,7097.921535755762,9478.739999999998,8295.65458333333,10.896148011203508,10.851030021760216,10.873704672079763,11.019710525463898,0.8837644880740889,0.8447762220584624,0.8641504203171485,0,0,239736.7312487878
2023,인천,입원(연인원),S22,387.0,0.0,67.0,0.0,170,73.0,77.0,101176.246,신경외과,29465.428944688418,31020.77666666667,28598.662166666665,29502.5,29694.955926007253,1227.2618462017665,29498.649872271017,37.07105531158231,1518.2766666666685,903.8378333333349,10.291006892437133,10.342444709966811,10.261150184383865,10.292264179358057,0.9987434605436291,1.051462644408666,0.969364025647544,0,0,239736.7312487878
2023,인천,입원(연인원),S82,352.0,0.0,39.0,0.0,262,51.0,0.0,91950.551,정형외과,56233.61123422626,58787.79666666667,56171.34816666666,54803.5,57064.25202251986,1492.9580629310515,56968.735330178584,1430.1112342262568,3984.296666666669,1367.848166666663,10.937287704579163,10.981706582853205,10.936179889293363,10.91152758635303,1.0260952536649348,1.07270150020832,1.0249591388627854,0,1,1670186.377274899
2023,인천,입원(연인원),S32,284.0,0.0,0.0,0.0,198,81.0,5.0,72406.906,신경외과,29465.428944688418,31020.77666666667,28598.662166666665,29502.5,29694.955926007253,1227.2618462017665,29498.649872271017,37.07105531158231,1518.2766666666685,903.8378333333349,10.291006892437133,10.342444709966811,10.261150184383865,10.292264179358057,0.9987434605436291,1.051462644408666,0.969364025647544,0,0,239736.7312487878
2023,인천,입원(연인원),N30,308.0,0.0,0.0,0.0,183,65.0,60.0,62798.684,비뇨의학과,51061.03587711858,50931.40333333333,50535.54749999999,48922.333333333336,50842.6622368173,273.75307355321394,50759.40192542371,2138.7025437852426,2009.0699999999924,1613.2141666666575,10.840796562251255,10.838254607717444,10.830452066380861,10.798009725937135,1.0437162824841806,1.0410665204030878,1.0329750045991264,0,0,239736.7312487878
2023,인천,외래,N40,18554.0,255.0,464.0,809.0,13304,2651.0,1071.0,1083800.054,비뇨의학과,51061.03587711858,50931.40333333333,50535.54749999999,48922.333333333336,50842.6622368173,273.75307355321394,50759.40192542371,2138.7025437852426,2009.0699999999924,1613.2141666666575,10.840796562251255,10.838254607717444,10.830452066380861,10.798009725937135,1.0437162824841806,1.0410665204030878,1.0329750045991264,0,0,239736.7312487878
2023,인천,외래,K05,5592.0,437.0,220.0,439.0,3582,697.0,217.0,835414.156,치과,41476.21427290371,42353.049999999996,41658.776666666665,40430.0,41829.34697985679,462.63473376352954,41830.54618791408,1046.2142729037078,1923.0499999999956,1228.7766666666648,10.63289950176866,10.653819327148872,10.637291353942857,10.60735209643727,1.0258771771680364,1.0475649270343803,1.0303926951933382,0,0,239736.7312487878
2023,인천,외래,M48,4839.0,115.0,146.0,219.0,3372,766.0,221.0,795123.902,정형외과,56233.61123422626,58787.79666666667,56171.34816666666,54803.5,57064.25202251986,1492.9580629310515,56968.735330178584,1430.1112342262568,3984.296666666669,1367.848166666663,10.937287704579163,10.981706582853205,10.936179889293363,10.91152758635303,1.0260952536649348,1.07270150020832,1.0249591388627854,0,1,1670186.377274899
2023,인천,외래,E11,7490.0,513.0,340.0,659.0,4730,983.0,265.0,778950.128,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,0,0,239736.7312487878
2023,인천,외래,I10,10177.0,535.0,543.0,841.0,6172,1445.0,641.0,724835.778,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,0,0,239736.7312487878
2023,인천,외래,M17,7013.0,420.0,320.0,674.0,4654,777.0,168.0,614351.702,정형외과,56233.61123422626,58787.79666666667,56171.34816666666,54803.5,57064.25202251986,1492.9580629310515,56968.735330178584,1430.1112342262568,3984.296666666669,1367.848166666663,10.937287704579163,10.981706582853205,10.936179889293363,10.91152758635303,1.0260952536649348,1.07270150020832,1.0249591388627854,0,1,1670186.377274899
2023,인천,외래,M75,7161.0,1272.0,453.0,568.0,4142,492.0,234.0,469530.658,정형외과,56233.61123422626,58787.79666666667,56171.34816666666,54803.5,57064.25202251986,1492.9580629310515,56968.735330178584,1430.1112342262568,3984.296666666669,1367.848166666663,10.937287704579163,10.981706582853205,10.936179889293363,10.91152758635303,1.0260952536649348,1.07270150020832,1.0249591388627854,0,1,1670186.377274899
2023,인천,외래,Z26,7920.0,2141.0,728.0,935.0,3520,490.0,106.0,403394.263,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,0,0,239736.7312487878
2023,인천,외래,M54,13303.0,978.0,645.0,1375.0,8091,1794.0,420.0,385932.525,재활의학과,53967.07846424424,51586.26,52769.34541666667,61065.0,52774.22796030364,1190.4167418790132,52653.96640118219,7097.921535755762,9478.739999999998,8295.65458333333,10.896148011203508,10.851030021760216,10.873704672079763,11.019710525463898,0.8837644880740889,0.8447762220584624,0.8641504203171485,0,0,239736.7312487878
2023,인천,외래,K04,2042.0,92.0,86.0,127.0,1359,310.0,68.0,350968.274,치과,41476.21427290371,42353.049999999996,41658.776666666665,40430.0,41829.34697985679,462.63473376352954,41830.54618791408,1046.2142729037078,1923.0499999999956,1228.7766666666648,10.63289950176866,10.653819327148872,10.637291353942857,10.60735209643727,1.0258771771680364,1.0475649270343803,1.0303926951933382,0,0,239736.7312487878
2023,인천,외래,J40,3805.0,402.0,148.0,262.0,2310,520.0,163.0,293245.549,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,0,0,239736.7312487878
2023,인천,외래,H25,2555.0,15.0,50.0,209.0,2035,219.0,27.0,259161.219,안과,26840.802391306148,27928.100000000002,26459.8155,24674.833333333332,27076.23929710205,761.9302761362912,26976.498228261233,2165.969057972816,3253.26666666667,1784.9821666666685,10.197715742009265,10.237424435004355,10.183420257299836,10.113579636105607,1.0877804939434708,1.1318455376260563,1.07234019142311,0,0,239736.7312487878
2023,인천,외래,I63,2872.0,252.0,22.0,290.0,1400,713.0,195.0,233008.709,신경과,37889.24354162098,38717.073333333334,38293.57188333333,34099.0,38299.962919429214,413.9518994018689,38339.75664999086,3790.2435416209773,4618.073333333334,4194.57188333333,10.542448931588215,10.564061781199328,10.553063438840894,10.437052663271608,1.1111540966486106,1.1354313420725926,1.1230115804960066,0,0,239736.7312487878
2023,인천,외래,G81,2188.0,281.0,1.0,235.0,1391,217.0,63.0,220890.911,재활의학과,53967.07846424424,51586.26,52769.34541666667,61065.0,52774.22796030364,1190.4167418790132,52653.96640118219,7097.921535755762,9478.739999999998,8295.65458333333,10.896148011203508,10.851030021760216,10.873704672079763,11.019710525463898,0.8837644880740889,0.8447762220584624,0.8641504203171485,0,0,239736.7312487878
2023,인천,외래,H04,2263.0,166.0,97.0,149.0,1435,301.0,115.0,180182.052,안과,26840.802391306148,27928.100000000002,26459.8155,24674.833333333332,27076.23929710205,761.9302761362912,26976.498228261233,2165.969057972816,3253.26666666667,1784.9821666666685,10.197715742009265,10.237424435004355,10.183420257299836,10.113579636105607,1.0877804939434708,1.1318455376260563,1.07234019142311,0,0,239736.7312487878
2023,인천,외래,M51,2103.0,299.0,49.0,298.0,995,324.0,138.0,129497.396,재활의학과,53967.07846424424,51586.26,52769.34541666667,61065.0,52774.22796030364,1190.4167418790132,52653.96640118219,7097.921535755762,9478.739999999998,8295.65458333333,10.896148011203508,10.851030021760216,10.873704672079763,11.019710525463898,0.8837644880740889,0.8447762220584624,0.8641504203171485,0,0,239736.7312487878
2023,인천,외래,H90,2395.0,50.0,64.0,85.0,1664,400.0,132.0,124156.02,이비인후과,16787.835942262078,17149.016666666666,16912.953833333333,19285.0,16949.935480754026,183.4083166184597,16958.74910511908,2497.164057737922,2135.9833333333336,2372.046166666667,9.728469417248949,9.749754424410913,9.735894230844139,9.867134723070329,0.8705126233996411,0.8892412064644369,0.8770004580416558,0,0,239736.7312487878
2023,인천,외래,M50,3238.0,500.0,274.0,230.0,1924,270.0,40.0,101707.895,재활의학과,53967.07846424424,51586.26,52769.34541666667,61065.0,52774.22796030364,1190.4167418790132,52653.96640118219,7097.921535755762,9478.739999999998,8295.65458333333,10.896148011203508,10.851030021760216,10.873704672079763,11.019710525463898,0.8837644880740889,0.8447762220584624,0.8641504203171485,0,0,239736.7312487878
2023,인천,외래,B35,2597.0,202.0,113.0,169.0,1744,308.0,61.0,93975.869,피부과,21195.020207107726,22261.343333333334,20646.8789,20075.5,21367.74748014702,820.9749598881042,21240.846491421544,1119.5202071077256,2185.843333333334,571.3788999999997,9.961568716957533,10.010651890328162,9.935367876406435,9.907305255824324,1.0557654956094606,1.1088811403618009,1.0284615028268287,0,0,239736.7312487878
2023,인천,외래,L23,2215.0,147.0,79.0,110.0,1539,266.0,74.0,60184.308,피부과,21195.020207107726,22261.343333333334,20646.8789,20075.5,21367.74748014702,820.9749598881042,21240.846491421544,1119.5202071077256,2185.843333333334,571.3788999999997,9.961568716957533,10.010651890328162,9.935367876406435,9.907305255824324,1.0557654956094606,1.1088811403618009,1.0284615028268287,0,0,239736.7312487878
2021,광주,입원(연인원),I63,10589.0,288.0,426.0,631.0,7485,1429.0,330.0,2793320.0,신경과,37889.24354162098,38717.073333333334,38293.57188333333,34099.0,38299.962919429214,413.9518994018689,38339.75664999086,3790.2435416209773,4618.073333333334,4194.57188333333,10.542448931588215,10.564061781199328,10.553063438840894,10.437052663271608,1.1111540966486106,1.1354313420725926,1.1230115804960066,1,1,1670186.377274899
2021,광주,입원(연인원),M48,10584.0,855.0,546.0,948.0,6824,1191.0,220.0,2796650.0,정형외과,56233.61123422626,58787.79666666667,56171.34816666666,54803.5,57064.25202251986,1492.9580629310515,56968.735330178584,1430.1112342262568,3984.296666666669,1367.848166666663,10.937287704579163,10.981706582853205,10.936179889293363,10.91152758635303,1.0260952536649348,1.07270150020832,1.0249591388627854,1,1,1670186.377274899
2021,광주,입원(연인원),Z49,7559.0,814.0,219.0,89.0,5825,612.0,0.0,2058279.0,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,1,1,1670186.377274899
2021,광주,입원(연인원),J69,4622.0,29.0,0.0,20.0,1694,1500.0,1379.0,1700801.0,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,1,1,1670186.377274899
2021,광주,입원(연인원),M17,4590.0,63.0,237.0,442.0,3040,780.0,28.0,1393238.0,정형외과,56233.61123422626,58787.79666666667,56171.34816666666,54803.5,57064.25202251986,1492.9580629310515,56968.735330178584,1430.1112342262568,3984.296666666669,1367.848166666663,10.937287704579163,10.981706582853205,10.936179889293363,10.91152758635303,1.0260952536649348,1.07270150020832,1.0249591388627854,0,1,1670186.377274899
